experiment_id,game_index,checkpoint_turn,cohort,checkpoint_leader,winner,global_strict_persistence_turn,post_checkpoint_takeover_turn,absolute_turn,relative_to_checkpoint,relative_to_takeover,takeover_decisive_layer,final_decisive_layer,mechanism_secured_objective_reversal,mechanism_advantage_conversion_reversal,mechanism_objective_piece_tiebreak_reversal,mechanism_supply_degradation,mechanism_supply_reinvestment,mechanism_mixed,secured_objective_reversal_event_turns,advantage_conversion_event_turns,objective_piece_tiebreak_event_turns,supply_baseline_start_turn,supply_baseline_end_turn,supply_lookback_start_turn,supply_lookback_end_turn,leader_baseline_usable_support_edges,leader_lookback_usable_support_edges,leader_usable_support_edge_delta,winner_baseline_usable_support_edges,winner_lookback_usable_support_edges,winner_usable_support_edge_delta,configured_support_edge_change_threshold,leader_baseline_supply_source_usage_mean,leader_lookback_supply_source_usage_mean,configured_usage_mean_change_threshold,winner_baseline_supply_placement_mean,winner_lookback_supply_placement_mean,configured_placement_mean_change_threshold,indicator_degradation_unsecured_control_loss,indicator_degradation_important_control_loss,indicator_degradation_support_edge_decline,indicator_degradation_source_usage_decline,indicator_reinvestment_supply_placement_increase,indicator_reinvestment_new_secured_supply,indicator_reinvestment_important_control_gain,indicator_reinvestment_support_edge_increase,degradation_indicator_count,reinvestment_indicator_count,configured_minimum_indicators,turn_number,mover,next_mover,final_result,p1_secured_objectives,p2_secured_objectives,secured_objective_difference,p1_advantage_objectives,p2_advantage_objectives,advantage_objective_difference,p1_objective_pieces,p2_objective_pieces,objective_piece_difference,p1_secured_supply,p2_secured_supply,secured_supply_difference,p1_unsecured_controlled_supply,p2_unsecured_controlled_supply,unsecured_controlled_supply_difference,p1_supply_placements,p2_supply_placements,p1_objective_placements,p2_objective_placements,p1_cumulative_supply_placements,p2_cumulative_supply_placements,p1_cumulative_objective_placements,p2_cumulative_objective_placements,p1_cumulative_supply_source_usage,p2_cumulative_supply_source_usage,supply_source_usage_difference,important_supply_source_uses_this_turn,p1_cumulative_important_supply_source_usage,p2_cumulative_important_supply_source_usage,p1_primary_important_sites_controlled,p2_primary_important_sites_controlled,primary_important_control_difference,p1_primary_important_site_list,p2_primary_important_site_list,new_secured_objectives_p1,new_secured_objectives_p2,advantage_gains_p1,advantage_gains_p2,advantage_losses_p1,advantage_losses_p2,objective_piece_difference_change,new_secured_supply_p1,new_secured_supply_p2,important_control_gains_p1,important_control_gains_p2,important_control_losses_p1,important_control_losses_p2,live_objectives,full_lexicographic_leader,current_decisive_layer,turn_allocation_type,supply_placement_change_from_prior_own_turn,usable_supply_support_edges_p1,unsecured_control_losses_p1,contested_supply_points_p1,supply_placements_p1,objective_placements_p1,supply_source_uses_p1,important_supply_source_uses_p1,supply_source_uses_after_securing_p1,objective_advantage_to_neutral_p1,objective_advantage_to_opponent_p1,usable_supply_support_edges_p2,unsecured_control_losses_p2,contested_supply_points_p2,supply_placements_p2,objective_placements_p2,supply_source_uses_p2,important_supply_source_uses_p2,supply_source_uses_after_securing_p2,objective_advantage_to_neutral_p2,objective_advantage_to_opponent_p2,secured_objectives_p1,secured_objectives_p2,secured_objectives_p1_minus_p2,secured_objectives_checkpoint_leader_relative,secured_objectives_eventual_winner_relative,advantage_objectives_p1,advantage_objectives_p2,advantage_objectives_p1_minus_p2,advantage_objectives_checkpoint_leader_relative,advantage_objectives_eventual_winner_relative,objective_pieces_p1,objective_pieces_p2,objective_pieces_p1_minus_p2,objective_pieces_checkpoint_leader_relative,objective_pieces_eventual_winner_relative,secured_supply_p1,secured_supply_p2,secured_supply_p1_minus_p2,secured_supply_checkpoint_leader_relative,secured_supply_eventual_winner_relative,unsecured_controlled_supply_p1,unsecured_controlled_supply_p2,unsecured_controlled_supply_p1_minus_p2,unsecured_controlled_supply_checkpoint_leader_relative,unsecured_controlled_supply_eventual_winner_relative,usable_supply_support_edges_p1_minus_p2,usable_supply_support_edges_checkpoint_leader_relative,usable_supply_support_edges_eventual_winner_relative
uct-10000-self-play,48,8,reversal,1,2,24,24,9,1,-15,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,9,1,2,p2_win,1,0,1,1,2,-1,4,3,1,1,0,1,1,0,1,3,0,0,0,11,9,4,3,4,3,1,0,3,1,2,0,2,S21;S23,,0,0,0,0,0,0,0,1,0,1,0,0,1,15,1,secured_objectives,all_supply,1,7,0,6,3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,1,1,-1,1,2,-1,-1,1,4,3,1,1,-1,1,0,1,1,-1,1,0,1,1,-1,7,7,-7
uct-10000-self-play,48,8,reversal,1,2,24,24,10,2,-14,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,10,2,1,p2_win,1,0,1,1,2,-1,4,3,1,1,2,-1,1,1,0,0,3,0,0,11,12,4,3,4,3,1,0,3,1,2,0,2,S21;S23,,0,0,0,0,0,0,0,0,2,0,0,0,0,15,1,secured_objectives,all_supply,0,7,0,6,0,0,0,0,0,0,0,12,0,6,3,0,0,0,0,0,0,1,0,1,1,-1,1,2,-1,-1,1,4,3,1,1,-1,1,2,-1,-1,1,1,1,0,0,0,-5,-5,5
uct-10000-self-play,48,8,reversal,1,2,24,24,11,3,-13,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,11,1,2,p2_win,1,0,1,2,2,0,5,3,2,2,2,0,1,0,1,2,0,1,0,13,12,5,3,5,3,2,1,4,1,2,0,2,S21;S23,,0,0,1,0,0,0,1,1,0,0,0,0,0,15,1,secured_objectives,mixed,-1,11,0,6,2,1,1,1,0,0,0,8,1,6,0,0,0,0,0,0,0,1,0,1,1,-1,2,2,0,0,0,5,3,2,2,-2,2,2,0,0,0,1,0,1,1,-1,3,3,-3
uct-10000-self-play,48,8,reversal,1,2,24,24,12,4,-12,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,12,2,1,p2_win,1,1,0,1,1,0,5,5,0,2,2,0,1,1,0,0,1,0,2,13,13,5,5,5,5,0,0,4,1,2,1,1,S21;S23,S22,0,1,0,0,1,1,-2,0,0,0,1,0,0,14,0,,mixed,-2,10,0,6,0,0,0,0,0,1,0,11,0,6,1,2,2,0,2,0,0,1,1,0,0,0,1,1,0,0,0,5,5,0,0,0,2,2,0,0,0,1,1,0,0,0,-1,-1,1
uct-10000-self-play,48,8,reversal,1,2,24,24,13,5,-11,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,13,1,2,p2_win,1,1,0,2,0,2,8,5,3,2,2,0,1,1,0,0,0,3,0,13,13,8,5,8,5,3,2,6,1,2,1,1,S21;S23,S22,0,0,1,0,0,1,3,0,0,0,0,0,0,14,1,advantage_objectives,all_objective,-2,10,0,6,0,3,3,2,2,0,0,11,0,6,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,2,-2,8,5,3,3,-3,2,2,0,0,0,1,1,0,0,0,-1,-1,1
uct-10000-self-play,48,8,reversal,1,2,24,24,14,6,-10,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,14,2,1,p2_win,1,2,-1,1,0,1,8,7,1,2,2,0,0,1,-1,0,1,0,2,13,14,8,7,8,7,1,1,6,2,1,1,0,S21,S22,0,1,0,0,1,0,-2,0,0,0,0,1,0,13,-1,secured_objectives,mixed,0,5,1,6,0,0,0,0,0,0,0,9,0,6,1,2,2,1,1,0,0,1,2,-1,-1,1,1,0,1,1,-1,8,7,1,1,-1,2,2,0,0,0,0,1,-1,-1,1,-4,-4,4
uct-10000-self-play,48,8,reversal,1,2,24,24,15,7,-9,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,15,1,2,p2_win,1,2,-1,3,0,3,10,7,3,3,2,1,0,1,-1,1,0,2,0,14,14,10,7,10,7,3,1,7,2,2,1,1,S21;S23,S22,0,0,2,0,0,0,2,1,0,1,0,0,0,13,-1,secured_objectives,mixed,1,8,0,6,1,2,2,1,2,0,0,9,0,6,0,0,0,0,0,0,0,1,2,-1,-1,1,3,0,3,3,-3,10,7,3,3,-3,3,2,1,1,-1,0,1,-1,-1,1,-1,-1,1
uct-10000-self-play,48,8,reversal,1,2,24,24,16,8,-8,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,16,2,1,p2_win,1,2,-1,3,3,0,10,10,0,3,2,1,0,1,-1,0,0,0,3,14,14,10,10,10,10,0,1,7,3,2,1,1,S21;S23,S22,0,0,0,3,0,0,-3,0,0,0,0,0,0,13,-1,secured_objectives,all_objective,-1,8,0,6,0,0,0,0,0,0,0,9,0,6,0,3,3,1,2,0,0,1,2,-1,-1,1,3,3,0,0,0,10,10,0,0,0,3,2,1,1,-1,0,1,-1,-1,1,-1,-1,1
uct-10000-self-play,48,8,reversal,1,2,24,24,17,9,-7,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,17,1,2,p2_win,2,2,0,2,3,-1,13,10,3,3,2,1,0,1,-1,0,0,3,0,14,14,13,10,13,10,3,2,9,3,2,1,1,S21;S23,S22,1,0,0,0,1,0,3,0,0,0,0,0,0,12,-1,advantage_objectives,all_objective,-1,7,0,6,0,3,3,2,3,0,0,8,0,6,0,0,0,0,0,0,0,2,2,0,0,0,2,3,-1,-1,1,13,10,3,3,-3,3,2,1,1,-1,0,1,-1,-1,1,-1,-1,1
uct-10000-self-play,48,8,reversal,1,2,24,24,18,10,-6,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,18,2,1,p2_win,2,3,-1,2,2,0,13,13,0,3,2,1,0,1,-1,0,0,0,3,14,14,13,13,13,13,0,1,9,4,2,1,1,S21;S23,S22,0,1,0,0,0,1,-3,0,0,0,0,0,0,11,-1,secured_objectives,all_objective,0,7,0,6,0,0,0,0,0,0,0,7,0,6,0,3,3,1,2,0,0,2,3,-1,-1,1,2,2,0,0,0,13,13,0,0,0,3,2,1,1,-1,0,1,-1,-1,1,0,0,0
uct-10000-self-play,48,8,reversal,1,2,24,24,19,11,-5,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,19,1,2,p2_win,4,3,1,1,2,-1,16,13,3,3,2,1,0,1,-1,0,0,3,0,14,14,16,13,16,13,3,2,11,4,2,1,1,S21;S23,S22,2,0,1,0,2,0,3,0,0,0,0,0,0,9,1,secured_objectives,all_objective,0,4,0,6,0,3,3,2,3,0,0,5,0,6,0,0,0,0,0,0,0,4,3,1,1,-1,1,2,-1,-1,1,16,13,3,3,-3,3,2,1,1,-1,0,1,-1,-1,1,-1,-1,1
uct-10000-self-play,48,8,reversal,1,2,24,24,20,12,-4,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,20,2,1,p2_win,4,5,-1,1,1,0,16,16,0,3,2,1,0,1,-1,0,0,0,3,14,14,16,16,16,16,0,1,11,5,2,1,1,S21;S23,S22,0,2,0,1,0,2,-3,0,0,0,0,0,0,7,-1,secured_objectives,all_objective,0,3,0,6,0,0,0,0,0,0,0,3,0,6,0,3,3,1,2,0,0,4,5,-1,-1,1,1,1,0,0,0,16,16,0,0,0,3,2,1,1,-1,0,1,-1,-1,1,0,0,0
uct-10000-self-play,48,8,reversal,1,2,24,24,21,13,-3,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,21,1,2,p2_win,4,5,-1,2,1,1,18,16,2,3,2,1,1,1,0,1,0,2,0,15,14,18,16,18,16,2,1,12,5,2,1,1,S21;S23,S22,0,0,1,0,0,0,2,0,0,0,0,0,0,7,-1,secured_objectives,mixed,1,5,0,6,1,2,2,1,2,0,0,3,0,6,0,0,0,0,0,0,0,4,5,-1,-1,1,2,1,1,1,-1,18,16,2,2,-2,3,2,1,1,-1,1,1,0,0,0,2,2,-2
uct-10000-self-play,48,8,reversal,1,2,24,24,22,14,-2,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,22,2,1,p2_win,4,5,-1,1,1,0,18,17,1,3,2,1,0,2,-2,0,2,0,1,15,16,18,17,18,17,1,0,12,5,2,2,0,S21;S23,S13;S22,0,0,0,0,1,0,-1,0,0,0,1,0,0,7,-1,secured_objectives,mixed,2,3,1,7,0,0,0,0,0,1,0,5,0,7,2,1,1,0,1,0,0,4,5,-1,-1,1,1,1,0,0,0,18,17,1,1,-1,3,2,1,1,-1,0,2,-2,-2,2,-2,-2,2
uct-10000-self-play,48,8,reversal,1,2,24,24,23,15,-1,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,23,1,2,p2_win,5,5,0,1,1,0,20,17,3,3,2,1,1,2,-1,1,0,2,0,16,16,20,17,20,17,3,1,13,5,2,2,0,S21;S23,S13;S22,1,0,1,0,1,0,2,0,0,0,0,0,0,6,1,objective_pieces,mixed,0,2,0,7,1,2,2,1,2,0,0,4,0,7,0,0,0,0,0,0,0,5,5,0,0,0,1,1,0,0,0,20,17,3,3,-3,3,2,1,1,-1,1,2,-1,-1,1,-2,-2,2
uct-10000-self-play,48,8,reversal,1,2,24,24,24,16,0,advantage_objectives,advantage_objectives,1,1,0,1,1,1,12;14;18;20,17;24,,16,19,20,23,6.5,3.25,-3.25,7.25,3.75,-3.5,1.0,3.0,2.0,0.5,0.0,1.0,0.5,1,0,1,1,1,0,1,0,3,2,2,24,2,,p2_win,5,5,0,1,2,-1,20,18,2,3,2,1,1,4,-3,0,2,0,1,16,18,20,18,20,18,2,1,13,6,2,2,0,S21;S23,S13;S22,0,0,0,1,0,0,-1,0,0,0,0,0,0,6,-1,advantage_objectives,mixed,0,2,0,7,0,0,0,0,0,0,0,7,0,7,2,1,1,1,0,0,0,5,5,0,0,0,1,2,-1,-1,1,20,18,2,2,-2,3,2,1,1,-1,1,4,-3,-3,3,-5,-5,5
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,12,0,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,1,p2_win,1,1,0,1,1,0,5,5,0,2,2,0,1,1,0,0,1,0,2,13,13,5,5,5,5,0,0,4,1,2,1,1,S21;S23,S22,0,1,0,0,1,1,-2,0,0,0,1,0,0,14,0,,mixed,-2,10,0,6,0,0,0,0,0,1,0,11,0,6,1,2,2,0,2,0,0,1,1,0,,0,1,1,0,,0,5,5,0,,0,2,2,0,,0,1,1,0,,0,-1,,1
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,13,1,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,2,p2_win,1,1,0,2,0,2,8,5,3,2,2,0,1,1,0,0,0,3,0,13,13,8,5,8,5,3,2,6,1,2,1,1,S21;S23,S22,0,0,1,0,0,1,3,0,0,0,0,0,0,14,1,advantage_objectives,all_objective,-2,10,0,6,0,3,3,2,2,0,0,11,0,6,0,0,0,0,0,0,1,1,1,0,,0,2,0,2,,-2,8,5,3,,-3,2,2,0,,0,1,1,0,,0,-1,,1
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,14,2,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,p2_win,1,2,-1,1,0,1,8,7,1,2,2,0,0,1,-1,0,1,0,2,13,14,8,7,8,7,1,1,6,2,1,1,0,S21,S22,0,1,0,0,1,0,-2,0,0,0,0,1,0,13,-1,secured_objectives,mixed,0,5,1,6,0,0,0,0,0,0,0,9,0,6,1,2,2,1,1,0,0,1,2,-1,,1,1,0,1,,-1,8,7,1,,-1,2,2,0,,0,0,1,-1,,1,-4,,4
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,15,3,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,2,p2_win,1,2,-1,3,0,3,10,7,3,3,2,1,0,1,-1,1,0,2,0,14,14,10,7,10,7,3,1,7,2,2,1,1,S21;S23,S22,0,0,2,0,0,0,2,1,0,1,0,0,0,13,-1,secured_objectives,mixed,1,8,0,6,1,2,2,1,2,0,0,9,0,6,0,0,0,0,0,0,0,1,2,-1,,1,3,0,3,,-3,10,7,3,,-3,3,2,1,,-1,0,1,-1,,1,-1,,1
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,16,4,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,1,p2_win,1,2,-1,3,3,0,10,10,0,3,2,1,0,1,-1,0,0,0,3,14,14,10,10,10,10,0,1,7,3,2,1,1,S21;S23,S22,0,0,0,3,0,0,-3,0,0,0,0,0,0,13,-1,secured_objectives,all_objective,-1,8,0,6,0,0,0,0,0,0,0,9,0,6,0,3,3,1,2,0,0,1,2,-1,,1,3,3,0,,0,10,10,0,,0,3,2,1,,-1,0,1,-1,,1,-1,,1
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,17,5,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,2,p2_win,2,2,0,2,3,-1,13,10,3,3,2,1,0,1,-1,0,0,3,0,14,14,13,10,13,10,3,2,9,3,2,1,1,S21;S23,S22,1,0,0,0,1,0,3,0,0,0,0,0,0,12,-1,advantage_objectives,all_objective,-1,7,0,6,0,3,3,2,3,0,0,8,0,6,0,0,0,0,0,0,0,2,2,0,,0,2,3,-1,,1,13,10,3,,-3,3,2,1,,-1,0,1,-1,,1,-1,,1
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,18,6,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,1,p2_win,2,3,-1,2,2,0,13,13,0,3,2,1,0,1,-1,0,0,0,3,14,14,13,13,13,13,0,1,9,4,2,1,1,S21;S23,S22,0,1,0,0,0,1,-3,0,0,0,0,0,0,11,-1,secured_objectives,all_objective,0,7,0,6,0,0,0,0,0,0,0,7,0,6,0,3,3,1,2,0,0,2,3,-1,,1,2,2,0,,0,13,13,0,,0,3,2,1,,-1,0,1,-1,,1,0,,0
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,19,7,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,2,p2_win,4,3,1,1,2,-1,16,13,3,3,2,1,0,1,-1,0,0,3,0,14,14,16,13,16,13,3,2,11,4,2,1,1,S21;S23,S22,2,0,1,0,2,0,3,0,0,0,0,0,0,9,1,secured_objectives,all_objective,0,4,0,6,0,3,3,2,3,0,0,5,0,6,0,0,0,0,0,0,0,4,3,1,,-1,1,2,-1,,1,16,13,3,,-3,3,2,1,,-1,0,1,-1,,1,-1,,1
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,20,8,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,1,p2_win,4,5,-1,1,1,0,16,16,0,3,2,1,0,1,-1,0,0,0,3,14,14,16,16,16,16,0,1,11,5,2,1,1,S21;S23,S22,0,2,0,1,0,2,-3,0,0,0,0,0,0,7,-1,secured_objectives,all_objective,0,3,0,6,0,0,0,0,0,0,0,3,0,6,0,3,3,1,2,0,0,4,5,-1,,1,1,1,0,,0,16,16,0,,0,3,2,1,,-1,0,1,-1,,1,0,,0
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,21,9,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,2,p2_win,4,5,-1,2,1,1,18,16,2,3,2,1,1,1,0,1,0,2,0,15,14,18,16,18,16,2,1,12,5,2,1,1,S21;S23,S22,0,0,1,0,0,0,2,0,0,0,0,0,0,7,-1,secured_objectives,mixed,1,5,0,6,1,2,2,1,2,0,0,3,0,6,0,0,0,0,0,0,0,4,5,-1,,1,2,1,1,,-1,18,16,2,,-2,3,2,1,,-1,1,1,0,,0,2,,-2
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,22,10,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,1,p2_win,4,5,-1,1,1,0,18,17,1,3,2,1,0,2,-2,0,2,0,1,15,16,18,17,18,17,1,0,12,5,2,2,0,S21;S23,S13;S22,0,0,0,0,1,0,-1,0,0,0,1,0,0,7,-1,secured_objectives,mixed,2,3,1,7,0,0,0,0,0,1,0,5,0,7,2,1,1,0,1,0,0,4,5,-1,,1,1,1,0,,0,18,17,1,,-1,3,2,1,,-1,0,2,-2,,2,-2,,2
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,23,11,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,2,p2_win,5,5,0,1,1,0,20,17,3,3,2,1,1,2,-1,1,0,2,0,16,16,20,17,20,17,3,1,13,5,2,2,0,S21;S23,S13;S22,1,0,1,0,1,0,2,0,0,0,0,0,0,6,1,objective_pieces,mixed,0,2,0,7,1,2,2,1,2,0,0,4,0,7,0,0,0,0,0,0,0,5,5,0,,0,1,1,0,,0,20,17,3,,-3,3,2,1,,-1,1,2,-1,,1,-2,,2
uct-10000-self-play,48,12,tied_at_checkpoint,,2,24,,24,12,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,,p2_win,5,5,0,1,2,-1,20,18,2,3,2,1,1,4,-3,0,2,0,1,16,18,20,18,20,18,2,1,13,6,2,2,0,S21;S23,S13;S22,0,0,0,1,0,0,-1,0,0,0,0,0,0,6,-1,advantage_objectives,mixed,0,2,0,7,0,0,0,0,0,0,0,7,0,7,2,1,1,1,0,0,0,5,5,0,,0,1,2,-1,,1,20,18,2,,-2,3,2,1,,-1,1,4,-3,,3,-5,,5
uct-10000-self-play,48,16,lead_preserved,2,2,24,,16,0,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,1,p2_win,1,2,-1,3,3,0,10,10,0,3,2,1,0,1,-1,0,0,0,3,14,14,10,10,10,10,0,1,7,3,2,1,1,S21;S23,S22,0,0,0,3,0,0,-3,0,0,0,0,0,0,13,-1,secured_objectives,all_objective,-1,8,0,6,0,0,0,0,0,0,0,9,0,6,0,3,3,1,2,0,0,1,2,-1,1,1,3,3,0,0,0,10,10,0,0,0,3,2,1,-1,-1,0,1,-1,1,1,-1,1,1
uct-10000-self-play,48,16,lead_preserved,2,2,24,,17,1,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,2,p2_win,2,2,0,2,3,-1,13,10,3,3,2,1,0,1,-1,0,0,3,0,14,14,13,10,13,10,3,2,9,3,2,1,1,S21;S23,S22,1,0,0,0,1,0,3,0,0,0,0,0,0,12,-1,advantage_objectives,all_objective,-1,7,0,6,0,3,3,2,3,0,0,8,0,6,0,0,0,0,0,0,0,2,2,0,0,0,2,3,-1,1,1,13,10,3,-3,-3,3,2,1,-1,-1,0,1,-1,1,1,-1,1,1
uct-10000-self-play,48,16,lead_preserved,2,2,24,,18,2,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,1,p2_win,2,3,-1,2,2,0,13,13,0,3,2,1,0,1,-1,0,0,0,3,14,14,13,13,13,13,0,1,9,4,2,1,1,S21;S23,S22,0,1,0,0,0,1,-3,0,0,0,0,0,0,11,-1,secured_objectives,all_objective,0,7,0,6,0,0,0,0,0,0,0,7,0,6,0,3,3,1,2,0,0,2,3,-1,1,1,2,2,0,0,0,13,13,0,0,0,3,2,1,-1,-1,0,1,-1,1,1,0,0,0
uct-10000-self-play,48,16,lead_preserved,2,2,24,,19,3,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,2,p2_win,4,3,1,1,2,-1,16,13,3,3,2,1,0,1,-1,0,0,3,0,14,14,16,13,16,13,3,2,11,4,2,1,1,S21;S23,S22,2,0,1,0,2,0,3,0,0,0,0,0,0,9,1,secured_objectives,all_objective,0,4,0,6,0,3,3,2,3,0,0,5,0,6,0,0,0,0,0,0,0,4,3,1,-1,-1,1,2,-1,1,1,16,13,3,-3,-3,3,2,1,-1,-1,0,1,-1,1,1,-1,1,1
uct-10000-self-play,48,16,lead_preserved,2,2,24,,20,4,,,advantage_objectives,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,1,p2_win,4,5,-1,1,1,0,16,16,0,3,2,1,0,1,-1,0,0,0,3,14,14,16,16,16,16,0,1,11,5,2,1,1,S21;S23,S22,0,2,0,1,0,2,-3,0,0,0,0,0,0,7,-1,secured_objectives,all_objective,0,3,0,6,0,0,0,0,0,0,0,3,0,6,0,3,3,1,2,0,0,4,5,-1,1,1,1,1,0,0,0,16,16,0,0,0,3,2,1,-1,-1,0,1,-1,1,1,0,0,0
