"board","experiment_id","game_index","window_first_turn","window_last_turn","window_turns","placements","normalized_entropy","largest_region_share","hhi","region_coverage"
"6x6","6x6-uct-0500","2","35","38","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","2","36","39","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","2","37","40","4","12","0.973197","0.166667","0.125000","1.000000"
"6x6","6x6-uct-0500","2","38","41","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","2","39","42","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","2","40","43","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","2","41","44","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","2","42","45","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","2","43","46","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","2","44","47","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","2","45","48","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","3","1","4","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","3","2","5","4","12","0.700727","0.416667","0.263889","0.666667"
"6x6","6x6-uct-0500","3","3","6","4","12","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","3","4","7","4","12","0.618042","0.500000","0.319444","0.555556"
"6x6","6x6-uct-0500","3","5","8","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","3","6","9","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","7","10","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","3","8","11","4","12","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0500","3","9","12","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","3","10","13","4","12","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","3","11","14","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","3","12","15","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","3","13","16","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","3","14","17","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","3","15","18","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","16","19","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","3","17","20","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","3","18","21","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","3","19","22","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","3","20","23","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","3","21","24","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","22","25","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","3","23","26","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","3","24","27","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","25","28","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","3","26","29","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","3","27","30","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","3","28","31","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","3","29","32","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","3","30","33","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","3","31","34","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","3","32","35","4","12","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","3","33","36","4","12","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0500","3","34","37","4","12","0.670620","0.500000","0.305556","0.666667"
"6x6","6x6-uct-0500","3","35","38","4","12","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","3","36","39","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","37","40","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","3","38","41","4","12","0.755930","0.250000","0.208333","0.666667"
"6x6","6x6-uct-0500","3","39","42","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","40","43","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","3","41","44","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","3","42","45","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","3","43","46","4","12","0.723197","0.250000","0.208333","0.555556"
"6x6","6x6-uct-0500","3","44","47","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","3","45","48","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","1","4","4","12","0.648149","0.416667","0.277778","0.555556"
"6x6","6x6-uct-0500","4","2","5","4","12","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","4","3","6","4","12","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","4","4","7","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","4","5","8","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","6","9","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","4","7","10","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","4","8","11","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","4","9","12","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","10","13","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","11","14","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","4","12","15","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","13","16","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","14","17","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","4","15","18","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","4","16","19","4","12","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","4","17","20","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","4","18","21","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","19","22","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","20","23","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","21","24","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","22","25","4","12","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0500","4","23","26","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","4","24","27","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","4","25","28","4","12","0.667994","0.416667","0.263889","0.555556"
"6x6","6x6-uct-0500","4","26","29","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","4","27","30","4","12","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","4","28","31","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","4","29","32","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","4","30","33","4","12","0.755930","0.250000","0.208333","0.666667"
"6x6","6x6-uct-0500","4","31","34","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","32","35","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","4","33","36","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","4","34","37","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","4","35","38","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","4","36","39","4","12","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","4","37","40","4","12","0.723197","0.250000","0.208333","0.555556"
"6x6","6x6-uct-0500","4","38","41","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","4","39","42","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","4","40","43","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","4","41","44","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","4","42","45","4","12","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","4","43","46","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","4","44","47","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","4","45","48","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","1","4","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","2","5","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","5","3","6","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","4","7","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","5","5","8","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","6","9","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","7","10","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","8","11","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","5","9","12","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","5","10","13","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","5","11","14","4","12","0.710310","0.333333","0.222222","0.555556"
"6x6","6x6-uct-0500","5","12","15","4","12","0.723197","0.250000","0.208333","0.555556"
"6x6","6x6-uct-0500","5","13","16","4","12","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","5","14","17","4","12","0.703352","0.250000","0.222222","0.555556"
"6x6","6x6-uct-0500","5","15","18","4","12","0.618042","0.333333","0.263889","0.444444"
"6x6","6x6-uct-0500","5","16","19","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","5","17","20","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","18","21","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","19","22","4","12","0.710310","0.333333","0.250000","0.666667"
"6x6","6x6-uct-0500","5","20","23","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","5","21","24","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","5","22","25","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","23","26","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","5","24","27","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","5","25","28","4","12","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","5","26","29","4","12","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0500","5","27","30","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","5","28","31","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","5","29","32","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","5","30","33","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","5","31","34","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","5","32","35","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","33","36","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","5","34","37","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","35","38","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","5","36","39","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","5","37","40","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","5","38","41","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","5","39","42","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","5","40","43","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","5","41","44","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","5","42","45","4","12","0.755930","0.250000","0.208333","0.666667"
"6x6","6x6-uct-0500","5","43","46","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","5","44","47","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","5","45","48","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","6","1","4","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","6","2","5","4","12","0.815465","0.166667","0.166667","0.666667"
"6x6","6x6-uct-0500","6","3","6","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","6","4","7","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","6","5","8","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","6","6","9","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","6","7","10","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","6","8","11","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","6","9","12","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","10","13","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","6","11","14","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","6","12","15","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","6","13","16","4","12","0.868042","0.333333","0.180556","0.888889"
"6x6","6x6-uct-0500","6","14","17","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","15","18","4","12","0.667994","0.416667","0.263889","0.555556"
"6x6","6x6-uct-0500","6","16","19","4","12","0.773149","0.416667","0.236111","0.777778"
"6x6","6x6-uct-0500","6","17","20","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","18","21","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","6","19","22","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","6","20","23","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","6","21","24","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","22","25","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","6","23","26","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","24","27","4","12","0.900775","0.250000","0.152778","0.888889"
"6x6","6x6-uct-0500","6","25","28","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","26","29","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","6","27","30","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","6","28","31","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","6","29","32","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","6","30","33","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","6","31","34","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","32","35","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","6","33","36","4","12","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","6","34","37","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","35","38","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","36","39","4","12","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","6","37","40","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","38","41","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","6","39","42","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","40","43","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","6","41","44","4","12","0.868042","0.166667","0.152778","0.777778"
"6x6","6x6-uct-0500","6","42","45","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","6","43","46","4","12","0.920620","0.166667","0.138889","0.888889"
"6x6","6x6-uct-0500","6","44","47","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","6","45","48","4","12","0.618042","0.333333","0.263889","0.444444"
"6x6","6x6-uct-0500","7","1","4","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","7","2","5","4","12","0.670620","0.333333","0.250000","0.555556"
"6x6","6x6-uct-0500","7","3","6","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","7","4","7","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","5","8","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","6","9","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","7","7","10","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","8","11","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","9","12","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","10","13","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","7","11","14","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","7","12","15","4","12","0.648149","0.416667","0.277778","0.555556"
"6x6","6x6-uct-0500","7","13","16","4","12","0.618042","0.500000","0.319444","0.555556"
"6x6","6x6-uct-0500","7","14","17","4","12","0.690465","0.333333","0.236111","0.555556"
"6x6","6x6-uct-0500","7","15","18","4","12","0.648149","0.416667","0.277778","0.555556"
"6x6","6x6-uct-0500","7","16","19","4","12","0.720572","0.416667","0.250000","0.666667"
"6x6","6x6-uct-0500","7","17","20","4","12","0.762887","0.333333","0.208333","0.666667"
"6x6","6x6-uct-0500","7","18","21","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","7","19","22","4","12","0.755930","0.250000","0.208333","0.666667"
"6x6","6x6-uct-0500","7","20","23","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","7","21","24","4","12","0.775775","0.250000","0.194444","0.666667"
"6x6","6x6-uct-0500","7","22","25","4","12","0.795620","0.250000","0.180556","0.666667"
"6x6","6x6-uct-0500","7","23","26","4","12","0.848197","0.250000","0.166667","0.777778"
"6x6","6x6-uct-0500","7","24","27","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","7","25","28","4","12","0.743042","0.333333","0.222222","0.666667"
"6x6","6x6-uct-0500","7","26","29","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","7","27","30","4","12","0.710310","0.333333","0.250000","0.666667"
"6x6","6x6-uct-0500","7","28","31","4","12","0.815465","0.333333","0.194444","0.777778"
"6x6","6x6-uct-0500","7","29","32","4","12","0.828352","0.250000","0.180556","0.777778"
"6x6","6x6-uct-0500","7","30","33","4","12","0.795620","0.333333","0.208333","0.777778"
"6x6","6x6-uct-0500","7","31","34","4","12","0.743042","0.333333","0.222222","0.666667"
