"board","experiment_id","game_index","checkpoint","turn_number","comparison_layer","leader","eventual_winner","outcome"
"6x6","6x6-uct-0500","15","0.9","44","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","16","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","16","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","16","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","16","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","16","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","17","0.25","12","secured","0","1","tied_at_checkpoint"
"6x6","6x6-uct-0500","17","0.25","12","secured_advantage","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.25","12","full_lexicographic","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.5","24","secured","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.5","24","secured_advantage","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.5","24","full_lexicographic","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.75","36","secured","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.75","36","secured_advantage","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.75","36","full_lexicographic","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.9","44","secured","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.9","44","secured_advantage","2","1","leader_lost"
"6x6","6x6-uct-0500","17","0.9","44","full_lexicographic","2","1","leader_lost"
"6x6","6x6-uct-0500","18","0.25","12","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","18","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","18","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","18","0.5","24","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","18","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","18","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","18","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","18","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","18","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","18","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0500","18","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","18","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.25","12","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","19","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","19","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","19","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","19","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","20","0.25","12","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","20","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","20","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","20","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","20","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","20","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","20","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","20","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","20","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","20","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","20","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","20","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","21","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","21","0.25","12","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","21","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","21","0.5","24","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","21","0.5","24","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","21","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","21","0.75","36","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","21","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","21","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","21","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0500","21","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","21","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","22","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","22","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","22","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","22","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","22","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","23","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","23","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","23","0.9","44","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","23","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","24","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","24","0.25","12","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","24","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","24","0.5","24","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","24","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","24","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","24","0.75","36","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","24","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","24","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","24","0.9","44","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","24","0.9","44","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","24","0.9","44","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","25","0.25","12","secured","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","25","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","25","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","25","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","25","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","25","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","26","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","26","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","26","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","26","0.5","24","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","26","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","26","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","26","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","26","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","26","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","26","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","26","0.9","44","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","26","0.9","44","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","27","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","27","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","27","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","27","0.5","24","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","27","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","27","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","27","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","27","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","27","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","27","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","27","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","27","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","28","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","28","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","28","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","28","0.5","24","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","28","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","28","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","28","0.75","36","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","28","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","28","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","28","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","28","0.9","44","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","28","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","29","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","29","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","29","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","29","0.5","24","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","29","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","29","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","29","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","29","0.75","36","secured_advantage","1","2","leader_lost"
