"experiment_id","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_total_objective_pieces","p2_total_objective_pieces","p1_corrected_objective_pieces","p2_corrected_objective_pieces","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","p1_excluded_own_secured","p2_excluded_own_secured","p1_excluded_opponent_secured","p2_excluded_opponent_secured","p1_excluded_opponent_advantage","p2_excluded_opponent_advantage","p1_excluded_neutral","p2_excluded_neutral","deciding_criterion","elapsed_seconds","final_board"
"3x3-corrected-uct-100000","19","1181000018","UCT","100000","true","NaturalEnd","2","54","18","869","1120","27","27","17","15","10","12","1","0","3","4","1","0","9","12","0","0","0","0","0","0","secured_objectives","1145.068","S00:0:0:0|S01:0:1:1|S02:1:1:0|S03:0:1:1|S10:4:2:3|S11:4:2:3|S12:4:2:3|S13:0:0:0|S20:1:1:0|S21:1:2:1|S22:0:2:2|S23:0:0:0|S30:1:2:0|S31:1:1:0|S32:2:0:1|S33:0:0:0|O00:4:0:3|O01:4:0:3|O02:0:0:0|O10:4:0:3|O11:3:3:0|O12:4:0:3|O20:3:3:0|O21:3:3:0|O22:1:1:0"
