board,iteration_limit,game_index,checkpoint,checkpoint_turn,total_turns,leader,winner,eligible,late_reversal,first_persistent_lead_turn,first_persistent_lead_progress
4x4,30000,10,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,30000,11,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,30000,11,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,12,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,12,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,13,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,13,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,14,0.75,18,24,1,1,True,False,11,0.4583333333333333
4x4,30000,14,0.9,22,24,1,1,True,False,11,0.4583333333333333
4x4,30000,15,0.75,18,24,1,2,True,True,22,0.9166666666666666
4x4,30000,15,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,16,0.75,18,24,2,2,True,False,18,0.75
4x4,30000,16,0.9,22,24,2,2,True,False,18,0.75
4x4,30000,17,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,17,0.9,22,24,2,2,True,False,24,1.0
4x4,30000,18,0.75,18,24,1,2,True,True,20,0.8333333333333334
4x4,30000,18,0.9,22,24,2,2,True,False,20,0.8333333333333334
4x4,30000,19,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,19,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,20,0.75,18,24,1,2,True,True,22,0.9166666666666666
4x4,30000,20,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,21,0.75,18,24,1,1,True,False,13,0.5416666666666666
4x4,30000,21,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,30000,22,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,22,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,23,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,23,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,24,0.75,18,24,0,2,False,False,22,0.9166666666666666
4x4,30000,24,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,25,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,25,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,26,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,30000,26,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,27,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,27,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,28,0.75,18,24,0,1,False,False,19,0.7916666666666666
4x4,30000,28,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,29,0.75,18,24,2,2,True,False,18,0.75
4x4,30000,29,0.9,22,24,2,2,True,False,18,0.75
4x4,30000,30,0.75,18,24,0,2,False,False,22,0.9166666666666666
4x4,30000,30,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,31,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,31,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,32,0.75,18,24,2,2,True,False,18,0.75
4x4,30000,32,0.9,22,24,2,2,True,False,18,0.75
4x4,30000,33,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,30000,33,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,34,0.75,18,24,2,1,True,True,23,0.9583333333333334
4x4,30000,34,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,35,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,35,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,36,0.75,18,24,2,1,True,True,23,0.9583333333333334
4x4,30000,36,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,37,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,37,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,38,0.75,18,24,0,2,False,False,24,1.0
4x4,30000,38,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,39,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,39,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,40,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,30000,40,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,41,0.75,18,24,1,1,True,False,15,0.625
4x4,30000,41,0.9,22,24,1,1,True,False,15,0.625
4x4,30000,42,0.75,18,24,1,2,True,True,24,1.0
4x4,30000,42,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,43,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,43,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,44,0.75,18,24,0,1,False,False,21,0.875
4x4,30000,44,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,45,0.75,18,24,0,1,False,False,21,0.875
4x4,30000,45,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,46,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,46,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,47,0.75,18,24,0,1,False,False,19,0.7916666666666666
4x4,30000,47,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,48,0.75,18,24,0,1,False,False,21,0.875
4x4,30000,48,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,49,0.75,18,24,1,2,True,True,22,0.9166666666666666
4x4,30000,49,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,50,0.75,18,24,0,2,False,False,24,1.0
4x4,30000,50,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,51,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,51,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,52,0.75,18,24,1,1,True,False,15,0.625
4x4,30000,52,0.9,22,24,1,1,True,False,15,0.625
4x4,30000,53,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,53,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,54,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,54,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,55,0.75,18,24,2,2,True,False,18,0.75
4x4,30000,55,0.9,22,24,2,2,True,False,18,0.75
4x4,30000,56,0.75,18,24,1,0,False,False,,
4x4,30000,56,0.9,22,24,0,0,False,False,,
4x4,30000,57,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,57,0.9,22,24,2,2,True,False,24,1.0
4x4,30000,58,0.75,18,24,2,1,True,True,23,0.9583333333333334
4x4,30000,58,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,59,0.75,18,24,0,1,False,False,19,0.7916666666666666
4x4,30000,59,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,60,0.75,18,24,0,2,False,False,24,1.0
4x4,30000,60,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,61,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,61,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,62,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,30000,62,0.9,22,24,0,1,False,False,23,0.9583333333333334
4x4,30000,63,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,30000,63,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,30000,64,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,64,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,65,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,65,0.9,22,24,2,2,True,False,24,1.0
4x4,30000,66,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,66,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,67,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,67,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,68,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,68,0.9,22,24,0,1,False,False,23,0.9583333333333334
4x4,30000,69,0.75,18,24,1,2,True,True,24,1.0
4x4,30000,69,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,70,0.75,18,24,2,1,True,True,21,0.875
4x4,30000,70,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,71,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,71,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,72,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,72,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,73,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,73,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,74,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,74,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,75,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,75,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,76,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,76,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,77,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,77,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,78,0.75,18,24,2,1,True,True,23,0.9583333333333334
4x4,30000,78,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,79,0.75,18,24,1,0,False,False,,
4x4,30000,79,0.9,22,24,1,0,False,False,,
4x4,30000,80,0.75,18,24,1,2,True,True,24,1.0
4x4,30000,80,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,81,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,81,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,82,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,30000,82,0.9,22,24,0,1,False,False,23,0.9583333333333334
4x4,30000,83,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,83,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,84,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,84,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,85,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,85,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,86,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,86,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,87,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,87,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,88,0.75,18,24,1,1,True,False,3,0.125
4x4,30000,88,0.9,22,24,1,1,True,False,3,0.125
4x4,30000,89,0.75,18,24,1,0,False,False,,
4x4,30000,89,0.9,22,24,1,0,False,False,,
4x4,30000,90,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,30000,90,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,30000,91,0.75,18,24,1,1,True,False,21,0.875
4x4,30000,91,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,92,0.75,18,24,1,1,True,False,11,0.4583333333333333
4x4,30000,92,0.9,22,24,1,1,True,False,11,0.4583333333333333
4x4,30000,93,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,93,0.9,22,24,1,2,True,True,24,1.0
4x4,30000,94,0.75,18,24,1,1,True,False,15,0.625
4x4,30000,94,0.9,22,24,1,1,True,False,15,0.625
4x4,30000,95,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,30000,95,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,30000,96,0.75,18,24,1,1,True,False,13,0.5416666666666666
4x4,30000,96,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,30000,97,0.75,18,24,2,1,True,True,21,0.875
4x4,30000,97,0.9,22,24,1,1,True,False,21,0.875
4x4,30000,98,0.75,18,24,1,0,False,False,,
4x4,30000,98,0.9,22,24,2,0,False,False,,
4x4,30000,99,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,30000,99,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,30000,100,0.75,18,24,2,2,True,False,24,1.0
4x4,30000,100,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,1,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,1,0.9,22,24,0,1,False,False,23,0.9583333333333334
4x4,100000,2,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,2,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,3,0.75,18,24,1,1,True,False,13,0.5416666666666666
4x4,100000,3,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,100000,4,0.75,18,24,0,2,False,False,22,0.9166666666666666
4x4,100000,4,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,5,0.75,18,24,1,1,True,False,11,0.4583333333333333
4x4,100000,5,0.9,22,24,1,1,True,False,11,0.4583333333333333
4x4,100000,6,0.75,18,24,2,2,True,False,24,1.0
4x4,100000,6,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,7,0.75,18,24,2,2,True,False,20,0.8333333333333334
4x4,100000,7,0.9,22,24,2,2,True,False,20,0.8333333333333334
4x4,100000,8,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,8,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,9,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,100000,9,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,10,0.75,18,24,2,1,True,True,21,0.875
4x4,100000,10,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,11,0.75,18,24,0,1,False,False,19,0.7916666666666666
4x4,100000,11,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,12,0.75,18,24,0,2,False,False,24,1.0
4x4,100000,12,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,13,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,13,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,14,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,100000,14,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,15,0.75,18,24,2,0,False,False,,
4x4,100000,15,0.9,22,24,1,0,False,False,,
4x4,100000,16,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,16,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,17,0.75,18,24,1,2,True,True,20,0.8333333333333334
4x4,100000,17,0.9,22,24,2,2,True,False,20,0.8333333333333334
4x4,100000,18,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,100000,18,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,19,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,19,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,20,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,20,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,21,0.75,18,24,1,1,True,False,15,0.625
4x4,100000,21,0.9,22,24,1,1,True,False,15,0.625
4x4,100000,22,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,100000,22,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,23,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,100000,23,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,24,0.75,18,24,2,2,True,False,24,1.0
4x4,100000,24,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,25,0.75,18,24,2,2,True,False,20,0.8333333333333334
4x4,100000,25,0.9,22,24,2,2,True,False,20,0.8333333333333334
4x4,100000,26,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,26,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,27,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,27,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,28,0.75,18,24,1,1,True,False,3,0.125
4x4,100000,28,0.9,22,24,1,1,True,False,3,0.125
4x4,100000,29,0.75,18,24,1,1,True,False,13,0.5416666666666666
4x4,100000,29,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,100000,30,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,100000,30,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,31,0.75,18,24,2,2,True,False,20,0.8333333333333334
4x4,100000,31,0.9,22,24,2,2,True,False,20,0.8333333333333334
4x4,100000,32,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,32,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,33,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,33,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,34,0.75,18,24,1,1,True,False,3,0.125
4x4,100000,34,0.9,22,24,1,1,True,False,3,0.125
4x4,100000,35,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,35,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,36,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,36,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,37,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,37,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,38,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,38,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,39,0.75,18,24,2,2,True,False,24,1.0
4x4,100000,39,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,40,0.75,18,24,1,0,False,False,,
4x4,100000,40,0.9,22,24,0,0,False,False,,
4x4,100000,41,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,41,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,42,0.75,18,24,1,1,True,False,13,0.5416666666666666
4x4,100000,42,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,100000,43,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,43,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,44,0.75,18,24,0,1,False,False,19,0.7916666666666666
4x4,100000,44,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,45,0.75,18,24,2,1,True,True,23,0.9583333333333334
4x4,100000,45,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,46,0.75,18,24,2,2,True,False,24,1.0
4x4,100000,46,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,47,0.75,18,24,0,2,False,False,24,1.0
4x4,100000,47,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,48,0.75,18,24,1,1,True,False,15,0.625
4x4,100000,48,0.9,22,24,1,1,True,False,15,0.625
4x4,100000,49,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,100000,49,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,50,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,100000,50,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,51,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,51,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,52,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,52,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,53,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,53,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,54,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,54,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,55,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,100000,55,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,56,0.75,18,24,0,1,False,False,21,0.875
4x4,100000,56,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,57,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,100000,57,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,58,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,58,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,59,0.75,18,24,1,1,True,False,15,0.625
4x4,100000,59,0.9,22,24,1,1,True,False,15,0.625
4x4,100000,60,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,60,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,62,0.75,18,24,1,1,True,False,15,0.625
4x4,100000,62,0.9,22,24,1,1,True,False,15,0.625
4x4,100000,63,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,63,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,64,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,64,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,65,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,65,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,66,0.75,18,24,0,1,False,False,21,0.875
4x4,100000,66,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,67,0.75,18,24,1,1,True,False,13,0.5416666666666666
4x4,100000,67,0.9,22,24,1,1,True,False,13,0.5416666666666666
4x4,100000,68,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,68,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,69,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,69,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,70,0.75,18,24,0,0,False,False,,
4x4,100000,70,0.9,22,24,0,0,False,False,,
4x4,100000,71,0.75,18,24,1,1,True,False,15,0.625
4x4,100000,71,0.9,22,24,1,1,True,False,15,0.625
4x4,100000,72,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,72,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,73,0.75,18,24,1,1,True,False,3,0.125
4x4,100000,73,0.9,22,24,1,1,True,False,3,0.125
4x4,100000,74,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,100000,74,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,75,0.75,18,24,2,2,True,False,24,1.0
4x4,100000,75,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,76,0.75,18,24,2,0,False,False,,
4x4,100000,76,0.9,22,24,0,0,False,False,,
4x4,100000,77,0.75,18,24,1,1,True,False,3,0.125
4x4,100000,77,0.9,22,24,1,1,True,False,3,0.125
4x4,100000,79,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,79,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,80,0.75,18,24,1,2,True,True,22,0.9166666666666666
4x4,100000,80,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,81,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,81,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,82,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,82,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,83,0.75,18,24,2,2,True,False,22,0.9166666666666666
4x4,100000,83,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,84,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,100000,84,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,85,0.75,18,24,2,1,True,True,23,0.9583333333333334
4x4,100000,85,0.9,22,24,0,1,False,False,23,0.9583333333333334
4x4,100000,86,0.75,18,24,0,2,False,False,24,1.0
4x4,100000,86,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,87,0.75,18,24,2,1,True,True,19,0.7916666666666666
4x4,100000,87,0.9,22,24,1,1,True,False,19,0.7916666666666666
4x4,100000,88,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,88,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,89,0.75,18,24,0,2,False,False,24,1.0
4x4,100000,89,0.9,22,24,1,2,True,True,24,1.0
4x4,100000,90,0.75,18,24,0,2,False,False,22,0.9166666666666666
4x4,100000,90,0.9,22,24,2,2,True,False,22,0.9166666666666666
4x4,100000,91,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,91,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,92,0.75,18,24,1,2,True,True,24,1.0
4x4,100000,92,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,94,0.75,18,24,1,1,True,False,21,0.875
4x4,100000,94,0.9,22,24,1,1,True,False,21,0.875
4x4,100000,95,0.75,18,24,0,1,False,False,23,0.9583333333333334
4x4,100000,95,0.9,22,24,2,1,True,True,23,0.9583333333333334
4x4,100000,96,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,96,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,97,0.75,18,24,2,2,True,False,24,1.0
4x4,100000,97,0.9,22,24,2,2,True,False,24,1.0
4x4,100000,98,0.75,18,24,1,1,True,False,17,0.7083333333333334
4x4,100000,98,0.9,22,24,1,1,True,False,17,0.7083333333333334
4x4,100000,99,0.75,18,24,1,1,True,False,15,0.625
4x4,100000,99,0.9,22,24,1,1,True,False,15,0.625
4x4,100000,100,0.75,18,24,1,1,True,False,23,0.9583333333333334
4x4,100000,100,0.9,22,24,0,1,False,False,23,0.9583333333333334
