iteration_limit,game_index,seed,winner,deciding_criterion,secured_margin_p1_minus_p2,advantage_margin_p1_minus_p2,corrected_objective_piece_margin_p1_minus_p2,first_persistent_full_lexicographic_lead_turn,first_supply_securing_turn,final_secured_supply_count,final_p1_secured_supply_count,final_p2_secured_supply_count,supply_placements,objective_placements,supply_placement_share,objective_placement_share,sample
30000,100,1151000099,2,secured_objectives,-1,2,2,24,8,3,1,2,30,42,0.4166666666666667,0.5833333333333334,issue-112-corrected
100000,1,1221000000,2,secured_objectives,-1,3,3,24,6,5,2,3,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,2,1221000001,1,secured_objectives,1,-1,-1,17,4,4,2,2,43,29,0.5972222222222222,0.4027777777777778,issue-112-corrected
100000,3,1221000002,1,secured_objectives,2,-1,-2,17,5,5,2,3,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,4,1221000003,1,secured_objectives,2,-1,-2,15,6,4,1,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,5,1221000004,1,secured_objectives,2,-3,-5,15,5,4,2,2,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,6,1221000005,1,secured_objectives,2,-2,-3,19,5,3,2,1,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,7,1221000006,1,secured_objectives,1,-1,-1,21,6,5,2,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,8,1221000007,1,secured_objectives,1,0,0,5,4,6,2,4,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,9,1221000008,2,secured_objectives,-1,0,0,22,4,6,3,3,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,10,1221000009,0,draw,0,0,0,,5,5,3,2,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,11,1221000010,1,secured_objectives,1,1,0,7,3,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,12,1221000011,1,secured_objectives,1,-2,-2,3,3,4,2,2,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,13,1221000012,2,secured_objectives,-1,2,2,24,4,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,14,1221000013,1,secured_objectives,2,-4,-6,23,3,5,2,3,36,36,0.5,0.5,issue-112-corrected
100000,15,1221000014,2,secured_objectives,-1,1,3,24,12,4,1,3,34,38,0.4722222222222222,0.5277777777777778,issue-112-corrected
100000,16,1221000015,1,advantage_objectives,0,1,1,19,3,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,17,1221000016,0,draw,0,0,0,,5,4,2,2,36,36,0.5,0.5,issue-112-corrected
100000,18,1221000017,1,secured_objectives,1,-1,-1,21,6,3,1,2,32,40,0.4444444444444444,0.5555555555555556,issue-112-corrected
100000,19,1221000018,1,secured_objectives,1,1,2,23,3,4,2,2,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,20,1221000019,2,objective_pieces,0,0,-1,24,6,4,2,2,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,21,1221000020,0,draw,0,0,0,,4,5,2,3,36,36,0.5,0.5,issue-112-corrected
100000,22,1221000021,1,secured_objectives,1,0,-1,13,4,5,2,3,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,23,1221000022,2,objective_pieces,0,0,-1,24,4,5,3,2,33,39,0.4583333333333333,0.5416666666666666,issue-112-corrected
100000,24,1221000023,0,draw,0,0,0,,4,5,3,2,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,25,1221000024,1,secured_objectives,2,-3,-5,21,3,4,2,2,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,26,1221000025,1,secured_objectives,1,-1,-2,15,6,3,1,2,31,41,0.4305555555555556,0.5694444444444444,issue-112-corrected
100000,27,1221000026,1,advantage_objectives,0,2,3,15,5,5,2,3,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,28,1221000027,1,secured_objectives,1,-2,-2,11,3,5,2,3,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,29,1221000028,2,secured_objectives,-1,1,2,24,15,3,1,2,31,41,0.4305555555555556,0.5694444444444444,issue-112-corrected
100000,30,1221000029,1,advantage_objectives,0,2,2,21,6,5,3,2,43,29,0.5972222222222222,0.4027777777777778,issue-112-corrected
100000,31,1221000030,1,secured_objectives,1,0,1,23,5,5,2,3,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,32,1221000031,2,secured_objectives,-1,2,4,20,4,3,1,2,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,33,1221000032,1,advantage_objectives,0,1,1,17,3,5,2,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,34,1221000033,1,secured_objectives,1,0,0,21,3,6,2,4,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,35,1221000034,1,secured_objectives,2,-2,-3,9,3,6,3,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,36,1221000035,2,secured_objectives,-1,2,3,24,4,6,4,2,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,37,1221000036,1,secured_objectives,1,3,3,21,5,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,38,1221000037,1,secured_objectives,1,0,0,23,3,5,2,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,39,1221000038,2,secured_objectives,-1,1,1,22,3,5,3,2,44,28,0.6111111111111112,0.3888888888888889,issue-112-corrected
100000,40,1221000039,2,advantage_objectives,0,-1,-1,24,5,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,41,1221000040,0,draw,0,0,0,,3,4,1,3,32,40,0.4444444444444444,0.5555555555555556,issue-112-corrected
100000,42,1221000041,0,draw,0,0,0,,5,6,2,4,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,43,1221000042,1,secured_objectives,2,-2,-4,15,6,5,2,3,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,44,1221000043,0,draw,0,0,0,,3,6,3,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,45,1221000044,1,advantage_objectives,0,1,0,21,6,3,1,2,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,46,1221000045,1,secured_objectives,1,-1,-2,19,6,5,3,2,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,47,1221000046,2,objective_pieces,0,0,-1,24,4,5,2,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,48,1221000047,2,secured_objectives,-1,2,4,22,5,4,1,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,49,1221000048,2,advantage_objectives,0,-1,-2,22,6,5,2,3,36,36,0.5,0.5,issue-112-corrected
100000,50,1221000049,2,secured_objectives,-1,2,3,22,4,4,1,3,48,24,0.6666666666666666,0.3333333333333333,issue-112-corrected
100000,51,1221000050,1,advantage_objectives,0,1,1,19,4,3,1,2,32,40,0.4444444444444444,0.5555555555555556,issue-112-corrected
100000,52,1221000051,1,secured_objectives,2,-2,-3,17,6,4,1,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,53,1221000052,1,secured_objectives,1,-1,-1,23,6,5,3,2,44,28,0.6111111111111112,0.3888888888888889,issue-112-corrected
100000,54,1221000053,1,secured_objectives,1,2,1,9,3,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,55,1221000054,2,objective_pieces,0,0,-1,24,5,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,56,1221000055,1,advantage_objectives,0,2,2,23,3,6,3,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,57,1221000056,1,objective_pieces,0,0,1,21,5,4,1,3,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,58,1221000057,0,draw,0,0,0,,9,4,2,2,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,59,1221000058,0,draw,0,0,0,,6,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,60,1221000059,1,secured_objectives,1,0,-1,9,5,6,3,3,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,61,1221000060,1,advantage_objectives,0,1,1,21,7,4,2,2,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,62,1221000061,2,secured_objectives,-1,2,1,24,5,6,3,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,63,1221000062,1,secured_objectives,1,-1,-1,19,4,3,1,2,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,64,1221000063,2,secured_objectives,-1,-2,-2,20,4,5,2,3,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,65,1221000064,2,secured_objectives,-1,2,2,22,6,4,1,3,36,36,0.5,0.5,issue-112-corrected
100000,66,1221000065,1,secured_objectives,2,-2,-3,9,5,4,3,1,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,67,1221000066,1,secured_objectives,1,-1,-1,3,5,5,2,3,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,68,1221000067,1,secured_objectives,1,0,-1,19,6,5,3,2,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,69,1221000068,2,secured_objectives,-1,1,2,24,4,3,1,2,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,70,1221000069,1,secured_objectives,1,-1,-1,17,5,4,2,2,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,71,1221000070,1,secured_objectives,1,0,-1,19,7,4,2,2,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,72,1221000071,1,advantage_objectives,0,2,2,23,3,5,3,2,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,73,1221000072,2,secured_objectives,-1,3,4,24,8,5,2,3,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,74,1221000073,2,advantage_objectives,0,-1,-1,24,10,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,75,1221000074,2,secured_objectives,-1,2,3,24,3,6,3,3,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,76,1221000075,0,draw,0,0,0,,12,3,1,2,36,36,0.5,0.5,issue-112-corrected
100000,77,1221000076,1,secured_objectives,2,-1,-3,15,5,2,1,1,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,78,1221000077,2,objective_pieces,0,0,-1,24,6,3,0,3,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,79,1221000078,1,advantage_objectives,0,1,2,23,6,4,2,2,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,80,1221000079,1,advantage_objectives,0,2,2,23,6,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,81,1221000080,1,secured_objectives,1,-2,-2,19,6,2,1,1,40,32,0.5555555555555556,0.4444444444444444,issue-112-corrected
100000,82,1221000081,1,secured_objectives,1,-1,0,19,10,2,0,2,32,40,0.4444444444444444,0.5555555555555556,issue-112-corrected
100000,83,1221000082,2,secured_objectives,-1,3,4,24,5,5,2,3,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,84,1221000083,2,objective_pieces,0,0,-1,24,3,3,2,1,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,85,1221000084,1,advantage_objectives,0,1,1,17,3,4,1,3,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,86,1221000085,2,advantage_objectives,0,-1,-1,24,6,5,0,5,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,87,1221000086,1,secured_objectives,1,0,0,15,3,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,88,1221000087,2,secured_objectives,-1,-1,-1,20,3,4,2,2,39,33,0.5416666666666666,0.4583333333333333,issue-112-corrected
100000,89,1221000088,1,secured_objectives,2,0,-1,21,6,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,90,1221000089,2,secured_objectives,-1,0,0,22,4,5,2,3,37,35,0.5138888888888888,0.4861111111111111,issue-112-corrected
100000,91,1221000090,0,draw,0,0,0,,6,4,1,3,30,42,0.4166666666666667,0.5833333333333334,issue-112-corrected
100000,92,1221000091,0,draw,0,0,0,,3,5,2,3,36,36,0.5,0.5,issue-112-corrected
100000,93,1221000092,2,advantage_objectives,0,-1,-1,22,5,5,2,3,35,37,0.4861111111111111,0.5138888888888888,issue-112-corrected
100000,94,1221000093,0,draw,0,0,0,,3,3,1,2,36,36,0.5,0.5,issue-112-corrected
100000,95,1221000094,1,secured_objectives,1,-1,-1,17,5,5,2,3,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,96,1221000095,1,secured_objectives,1,-1,0,15,5,5,4,1,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
100000,97,1221000096,2,secured_objectives,-1,2,1,20,4,4,1,3,42,30,0.5833333333333334,0.4166666666666667,issue-112-corrected
100000,98,1221000097,0,draw,0,0,0,,3,5,2,3,38,34,0.5277777777777778,0.4722222222222222,issue-112-corrected
100000,99,1221000098,1,secured_objectives,2,-2,-3,15,6,6,2,4,45,27,0.625,0.375,issue-112-corrected
100000,100,1221000099,1,advantage_objectives,0,2,2,3,3,4,2,2,41,31,0.5694444444444444,0.4305555555555556,issue-112-corrected
