"experiment_id","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_objective_pieces","p2_objective_pieces","p1_secured_supply","p2_secured_supply","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","deciding_criterion","final_board","trial_file"
"6x6-uct-1000","46","581045","UCT","1000","true","NaturalEnd","2","144","48","30049","32673","72","72","26","30","46","42","0","0","11","12","4","3","secured_objectives","S00:2:0:2|S01:0:1:1|S02:0:0:0|S03:2:0:1|S04:0:1:1|S05:0:0:0|S06:0:0:0|S10:0:1:1|S11:0:0:0|S12:0:0:0|S13:0:1:1|S14:0:0:0|S15:1:2:0|S16:2:0:2|S20:0:1:1|S21:2:0:1|S22:0:0:0|S23:2:0:2|S24:1:1:0|S25:1:1:0|S26:2:0:2|S30:0:0:0|S31:0:1:1|S32:2:0:1|S33:2:0:1|S34:1:2:1|S35:1:1:0|S36:2:0:1|S40:0:0:0|S41:1:1:0|S42:1:1:0|S43:2:1:2|S44:1:1:0|S45:0:1:1|S46:0:0:0|S50:0:0:0|S51:1:1:0|S52:0:1:1|S53:2:0:2|S54:1:1:0|S55:0:1:1|S56:1:1:0|S60:0:0:0|S61:1:2:0|S62:2:0:1|S63:2:1:2|S64:0:0:0|S65:0:0:0|S66:0:0:0|O00:4:0:3|O01:0:0:0|O02:0:0:0|O03:4:0:3|O04:1:1:0|O05:0:0:0|O10:4:0:3|O11:2:0:1|O12:2:0:1|O13:4:0:3|O14:3:3:0|O15:4:2:3|O20:4:0:3|O21:0:1:1|O22:4:0:3|O23:2:0:1|O24:3:3:0|O25:3:3:0|O30:3:3:0|O31:3:3:0|O32:4:2:3|O33:4:1:3|O34:3:3:0|O35:3:3:1|O40:0:0:0|O41:3:3:0|O42:4:0:3|O43:3:3:1|O44:1:2:0|O45:3:3:0|O50:1:1:0|O51:0:0:0|O52:4:1:3|O53:4:1:3|O54:1:1:0|O55:3:3:0","experiments/issue-60/results/trials/6x6-uct-1000/6x6-uct-1000-0046.trl"
"6x6-uct-1000","47","581046","UCT","1000","true","NaturalEnd","2","144","48","35449","35450","72","72","28","27","44","45","1","1","13","13","4","4","objective_pieces","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:2:0:1|S05:1:1:0|S06:0:0:0|S10:2:0:1|S11:0:1:1|S12:2:0:1|S13:2:0:1|S14:1:1:0|S15:1:1:0|S16:0:0:0|S20:0:0:0|S21:4:2:3|S22:0:2:2|S23:0:0:0|S24:0:0:0|S25:1:2:1|S26:2:1:2|S30:2:0:1|S31:2:0:1|S32:3:3:2|S33:1:2:0|S34:0:0:0|S35:1:1:0|S36:1:1:0|S40:0:0:0|S41:0:0:0|S42:0:1:1|S43:0:2:2|S44:0:0:0|S45:1:1:0|S46:0:1:1|S50:0:0:0|S51:0:1:1|S52:2:0:1|S53:0:0:0|S54:0:1:1|S55:1:1:0|S56:0:0:0|S60:0:0:0|S61:1:2:1|S62:0:0:0|S63:0:0:0|S64:2:0:1|S65:0:0:0|S66:2:0:1|O00:0:0:0|O01:2:0:1|O02:2:0:1|O03:2:0:1|O04:3:3:0|O05:1:1:0|O10:4:0:3|O11:4:0:3|O12:4:0:3|O13:4:0:3|O14:3:3:0|O15:1:1:0|O20:4:0:3|O21:4:0:3|O22:4:0:3|O23:3:3:0|O24:3:3:0|O25:4:0:3|O30:4:0:3|O31:3:3:0|O32:3:3:1|O33:3:3:0|O34:3:3:0|O35:3:3:0|O40:0:0:0|O41:3:3:0|O42:4:1:3|O43:1:1:0|O44:3:3:0|O45:3:3:0|O50:1:1:0|O51:3:3:1|O52:4:0:3|O53:4:0:3|O54:4:0:3|O55:2:0:1","experiments/issue-60/results/trials/6x6-uct-1000/6x6-uct-1000-0047.trl"
