"board","experiment_id","iteration_limit","game_index","turn_number","progress","placement_number","mover","target","target_type","supply_source","region"
"6x6","6x6-uct-1000","1000","1","1","0.020833","1","1","S10","supply","","LL"
"6x6","6x6-uct-1000","1000","1","1","0.020833","2","1","S62","supply","","HL"
"6x6","6x6-uct-1000","1000","1","1","0.020833","3","1","S61","supply","","HL"
"6x6","6x6-uct-1000","1000","1","2","0.041667","1","2","S41","supply","","ML"
"6x6","6x6-uct-1000","1000","1","2","0.041667","2","2","S44","supply","","MM"
"6x6","6x6-uct-1000","1000","1","2","0.041667","3","2","S23","supply","","LM"
"6x6","6x6-uct-1000","1000","1","3","0.062500","1","1","S33","supply","","MM"
"6x6","6x6-uct-1000","1000","1","3","0.062500","2","1","S34","supply","","MM"
"6x6","6x6-uct-1000","1000","1","3","0.062500","3","1","S23","supply","","LM"
"6x6","6x6-uct-1000","1000","1","4","0.083333","1","2","O34","objective","S44","MH"
"6x6","6x6-uct-1000","1000","1","4","0.083333","2","2","S54","supply","","HM"
"6x6","6x6-uct-1000","1000","1","4","0.083333","3","2","O40","objective","S41","HL"
"6x6","6x6-uct-1000","1000","1","5","0.104167","1","1","O23","objective","S34","MM"
"6x6","6x6-uct-1000","1000","1","5","0.104167","2","1","S25","supply","","LH"
"6x6","6x6-uct-1000","1000","1","5","0.104167","3","1","O10","objective","S10","LL"
"6x6","6x6-uct-1000","1000","1","6","0.125000","1","2","S56","supply","","HH"
"6x6","6x6-uct-1000","1000","1","6","0.125000","2","2","S43","supply","","MM"
"6x6","6x6-uct-1000","1000","1","6","0.125000","3","2","S24","supply","","LM"
"6x6","6x6-uct-1000","1000","1","7","0.145833","1","1","S20","supply","","LL"
"6x6","6x6-uct-1000","1000","1","7","0.145833","2","1","S11","supply","","LL"
"6x6","6x6-uct-1000","1000","1","7","0.145833","3","1","O32","objective","S33","MM"
"6x6","6x6-uct-1000","1000","1","8","0.166667","1","2","S00","supply","","LL"
"6x6","6x6-uct-1000","1000","1","8","0.166667","2","2","S34","supply","","MM"
"6x6","6x6-uct-1000","1000","1","8","0.166667","3","2","O34","objective","S44","MH"
"6x6","6x6-uct-1000","1000","1","9","0.187500","1","1","O23","objective","S33","MM"
"6x6","6x6-uct-1000","1000","1","9","0.187500","2","1","O52","objective","S62","HM"
"6x6","6x6-uct-1000","1000","1","9","0.187500","3","1","S31","supply","","ML"
"6x6","6x6-uct-1000","1000","1","10","0.208333","1","2","S65","supply","","HH"
"6x6","6x6-uct-1000","1000","1","10","0.208333","2","2","S34","supply","","MM"
"6x6","6x6-uct-1000","1000","1","10","0.208333","3","2","S10","supply","","LL"
"6x6","6x6-uct-1000","1000","1","11","0.229167","1","1","S54","supply","","HM"
"6x6","6x6-uct-1000","1000","1","11","0.229167","2","1","S52","supply","","HL"
"6x6","6x6-uct-1000","1000","1","11","0.229167","3","1","S60","supply","","HL"
"6x6","6x6-uct-1000","1000","1","12","0.250000","1","2","O34","objective","S44","MH"
"6x6","6x6-uct-1000","1000","1","12","0.250000","2","2","O55","objective","S65","HH"
"6x6","6x6-uct-1000","1000","1","12","0.250000","3","2","S23","supply","","LM"
"6x6","6x6-uct-1000","1000","1","13","0.270833","1","1","O10","objective","S11","LL"
"6x6","6x6-uct-1000","1000","1","13","0.270833","2","1","S21","supply","","LL"
"6x6","6x6-uct-1000","1000","1","13","0.270833","3","1","S65","supply","","HH"
"6x6","6x6-uct-1000","1000","1","14","0.291667","1","2","S15","supply","","LH"
"6x6","6x6-uct-1000","1000","1","14","0.291667","2","2","O33","objective","S34","MM"
"6x6","6x6-uct-1000","1000","1","14","0.291667","3","2","O43","objective","S44","HM"
"6x6","6x6-uct-1000","1000","1","15","0.312500","1","1","S15","supply","","LH"
"6x6","6x6-uct-1000","1000","1","15","0.312500","2","1","O20","objective","S20","ML"
"6x6","6x6-uct-1000","1000","1","15","0.312500","3","1","O23","objective","S33","MM"
"6x6","6x6-uct-1000","1000","1","16","0.333333","1","2","S16","supply","","LH"
"6x6","6x6-uct-1000","1000","1","16","0.333333","2","2","O42","objective","S43","HM"
"6x6","6x6-uct-1000","1000","1","16","0.333333","3","2","S41","supply","","ML"
"6x6","6x6-uct-1000","1000","1","17","0.354167","1","1","O52","objective","S52","HM"
"6x6","6x6-uct-1000","1000","1","17","0.354167","2","1","O14","objective","S25","LH"
"6x6","6x6-uct-1000","1000","1","17","0.354167","3","1","O11","objective","S21","LL"
"6x6","6x6-uct-1000","1000","1","18","0.375000","1","2","O33","objective","S43","MM"
"6x6","6x6-uct-1000","1000","1","18","0.375000","2","2","S30","supply","","ML"
"6x6","6x6-uct-1000","1000","1","18","0.375000","3","2","S25","supply","","LH"
"6x6","6x6-uct-1000","1000","1","19","0.395833","1","1","O51","objective","S52","HL"
"6x6","6x6-uct-1000","1000","1","19","0.395833","2","1","O51","objective","S61","HL"
"6x6","6x6-uct-1000","1000","1","19","0.395833","3","1","S25","supply","","LH"
"6x6","6x6-uct-1000","1000","1","20","0.416667","1","2","O20","objective","S30","ML"
"6x6","6x6-uct-1000","1000","1","20","0.416667","2","2","O43","objective","S44","HM"
"6x6","6x6-uct-1000","1000","1","20","0.416667","3","2","S50","supply","","HL"
"6x6","6x6-uct-1000","1000","1","21","0.437500","1","1","O51","objective","S61","HL"
"6x6","6x6-uct-1000","1000","1","21","0.437500","2","1","S44","supply","","MM"
"6x6","6x6-uct-1000","1000","1","21","0.437500","3","1","O20","objective","S31","ML"
"6x6","6x6-uct-1000","1000","1","22","0.458333","1","2","O40","objective","S50","HL"
"6x6","6x6-uct-1000","1000","1","22","0.458333","2","2","O33","objective","S34","MM"
"6x6","6x6-uct-1000","1000","1","22","0.458333","3","2","O40","objective","S41","HL"
"6x6","6x6-uct-1000","1000","1","23","0.479167","1","1","S34","supply","","MM"
"6x6","6x6-uct-1000","1000","1","23","0.479167","2","1","S16","supply","","LH"
"6x6","6x6-uct-1000","1000","1","23","0.479167","3","1","O32","objective","S33","MM"
"6x6","6x6-uct-1000","1000","1","24","0.500000","1","2","O14","objective","S24","LH"
"6x6","6x6-uct-1000","1000","1","24","0.500000","2","2","O20","objective","S30","ML"
"6x6","6x6-uct-1000","1000","1","24","0.500000","3","2","O55","objective","S56","HH"
"6x6","6x6-uct-1000","1000","1","25","0.520833","1","1","O10","objective","S20","LL"
"6x6","6x6-uct-1000","1000","1","25","0.520833","2","1","O20","objective","S31","ML"
"6x6","6x6-uct-1000","1000","1","25","0.520833","3","1","O52","objective","S62","HM"
"6x6","6x6-uct-1000","1000","1","26","0.541667","1","2","S22","supply","","LL"
"6x6","6x6-uct-1000","1000","1","26","0.541667","2","2","O43","objective","S43","HM"
"6x6","6x6-uct-1000","1000","1","26","0.541667","3","2","O55","objective","S56","HH"
"6x6","6x6-uct-1000","1000","1","27","0.562500","1","1","S45","supply","","MH"
"6x6","6x6-uct-1000","1000","1","27","0.562500","2","1","O32","objective","S33","MM"
"6x6","6x6-uct-1000","1000","1","27","0.562500","3","1","O15","objective","S25","LH"
"6x6","6x6-uct-1000","1000","1","28","0.583333","1","2","O14","objective","S24","LH"
"6x6","6x6-uct-1000","1000","1","28","0.583333","2","2","O30","objective","S41","ML"
"6x6","6x6-uct-1000","1000","1","28","0.583333","3","2","O30","objective","S30","ML"
"6x6","6x6-uct-1000","1000","1","29","0.604167","1","1","S22","supply","","LL"
"6x6","6x6-uct-1000","1000","1","29","0.604167","2","1","S65","supply","","HH"
"6x6","6x6-uct-1000","1000","1","29","0.604167","3","1","O44","objective","S45","HH"
"6x6","6x6-uct-1000","1000","1","30","0.625000","1","2","O14","objective","S24","LH"
"6x6","6x6-uct-1000","1000","1","30","0.625000","2","2","O30","objective","S41","ML"
"6x6","6x6-uct-1000","1000","1","30","0.625000","3","2","O22","objective","S23","MM"
"6x6","6x6-uct-1000","1000","1","31","0.645833","1","1","O25","objective","S25","MH"
"6x6","6x6-uct-1000","1000","1","31","0.645833","2","1","O31","objective","S31","ML"
"6x6","6x6-uct-1000","1000","1","31","0.645833","3","1","O11","objective","S21","LL"
"6x6","6x6-uct-1000","1000","1","32","0.666667","1","2","O22","objective","S23","MM"
"6x6","6x6-uct-1000","1000","1","32","0.666667","2","2","S31","supply","","ML"
"6x6","6x6-uct-1000","1000","1","32","0.666667","3","2","S02","supply","","LL"
"6x6","6x6-uct-1000","1000","1","33","0.687500","1","1","O11","objective","S21","LL"
"6x6","6x6-uct-1000","1000","1","33","0.687500","2","1","O24","objective","S25","MH"
"6x6","6x6-uct-1000","1000","1","33","0.687500","3","1","O50","objective","S61","HL"
"6x6","6x6-uct-1000","1000","1","34","0.708333","1","2","O22","objective","S23","MM"
"6x6","6x6-uct-1000","1000","1","34","0.708333","2","2","S21","supply","","LL"
"6x6","6x6-uct-1000","1000","1","34","0.708333","3","2","S61","supply","","HL"
"6x6","6x6-uct-1000","1000","1","35","0.729167","1","1","O24","objective","S25","MH"
"6x6","6x6-uct-1000","1000","1","35","0.729167","2","1","O50","objective","S60","HL"
"6x6","6x6-uct-1000","1000","1","35","0.729167","3","1","S65","supply","","HH"
"6x6","6x6-uct-1000","1000","1","36","0.750000","1","2","S54","supply","","HM"
"6x6","6x6-uct-1000","1000","1","36","0.750000","2","2","O42","objective","S43","HM"
"6x6","6x6-uct-1000","1000","1","36","0.750000","3","2","S24","supply","","LM"
"6x6","6x6-uct-1000","1000","1","37","0.770833","1","1","O24","objective","S25","MH"
"6x6","6x6-uct-1000","1000","1","37","0.770833","2","1","O50","objective","S60","HL"
"6x6","6x6-uct-1000","1000","1","37","0.770833","3","1","S36","supply","","MH"
"6x6","6x6-uct-1000","1000","1","38","0.791667","1","2","S35","supply","","MH"
"6x6","6x6-uct-1000","1000","1","38","0.791667","2","2","S45","supply","","MH"
"6x6","6x6-uct-1000","1000","1","38","0.791667","3","2","O42","objective","S43","HM"
"6x6","6x6-uct-1000","1000","1","39","0.812500","1","1","S66","supply","","HH"
"6x6","6x6-uct-1000","1000","1","39","0.812500","2","1","S05","supply","","LH"
"6x6","6x6-uct-1000","1000","1","39","0.812500","3","1","O25","objective","S25","MH"
"6x6","6x6-uct-1000","1000","1","40","0.833333","1","2","O54","objective","S54","HH"
"6x6","6x6-uct-1000","1000","1","40","0.833333","2","2","O02","objective","S02","LM"
"6x6","6x6-uct-1000","1000","1","40","0.833333","3","2","O00","objective","S00","LL"
"6x6","6x6-uct-1000","1000","1","41","0.854167","1","1","O25","objective","S36","MH"
"6x6","6x6-uct-1000","1000","1","41","0.854167","2","1","S24","supply","","LM"
