"experiment_id","piece_budget","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_objective_pieces","p2_objective_pieces","p1_secured_supply","p2_secured_supply","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","deciding_criterion","elapsed_seconds","final_board","trial_file"
"7x7-p84-seeded-random","84","61","770840060","SeededRandom","-1","true","NaturalEnd","2","168","56","9463","9894","84","84","56","50","28","34","4","3","2","2","11","16","Advantage","0.921","S00:1:1:0|S01:2:0:1|S02:0:0:0|S03:1:2:1|S04:0:1:1|S05:3:3:1|S06:3:3:0|S07:0:0:0|S10:0:1:1|S11:0:0:0|S12:1:1:0|S13:0:1:1|S14:2:0:1|S15:1:1:0|S16:2:0:2|S17:4:0:3|S20:4:0:3|S21:2:1:2|S22:2:0:1|S23:1:2:1|S24:0:0:0|S25:0:0:0|S26:2:0:1|S27:0:1:1|S30:1:2:1|S31:0:0:0|S32:0:0:0|S33:1:2:1|S34:1:1:0|S35:1:1:0|S36:0:0:0|S37:3:3:0|S40:2:0:2|S41:1:2:0|S42:1:1:0|S43:1:2:0|S44:0:0:0|S45:0:1:1|S46:0:0:0|S47:0:0:0|S50:2:0:1|S51:0:1:1|S52:2:0:1|S53:0:1:1|S54:2:1:2|S55:1:1:0|S56:0:0:0|S57:2:1:2|S60:1:1:0|S61:2:0:1|S62:0:0:0|S63:2:0:1|S64:1:2:0|S65:4:1:3|S66:0:1:1|S67:1:2:1|S70:1:2:1|S71:2:1:2|S72:1:2:1|S73:2:0:1|S74:3:3:1|S75:0:1:1|S76:2:0:2|S77:1:2:0|O00:2:0:1|O01:2:0:1|O02:0:0:0|O03:2:0:2|O04:2:1:2|O05:2:1:2|O06:0:0:0|O10:2:0:2|O11:1:1:0|O12:0:0:0|O13:1:2:0|O14:0:0:0|O15:2:0:1|O16:2:0:2|O20:2:0:2|O21:0:0:0|O22:1:1:0|O23:1:2:0|O24:1:1:0|O25:2:0:1|O26:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:3:3:0|O34:0:0:0|O35:0:0:0|O36:0:0:0|O40:1:1:0|O41:4:0:3|O42:0:1:1|O43:2:0:1|O44:3:3:0|O45:1:1:0|O46:0:0:0|O50:2:0:1|O51:2:0:1|O52:2:0:2|O53:0:1:1|O54:0:0:0|O55:1:2:1|O56:1:1:0|O60:4:2:3|O61:0:0:0|O62:2:0:1|O63:0:0:0|O64:0:0:0|O65:2:0:2|O66:0:1:1","experiments/issue-77/results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0061.trl"
"7x7-p84-seeded-random","84","62","770840061","SeededRandom","-1","true","NaturalEnd","2","168","56","9380","9724","84","84","54","50","30","34","3","3","2","2","10","14","Advantage","0.537","S00:1:1:0|S01:2:0:1|S02:1:1:0|S03:0:1:1|S04:0:0:0|S05:1:2:0|S06:1:1:0|S07:4:2:3|S10:1:2:1|S11:3:3:1|S12:2:0:1|S13:2:0:1|S14:0:1:1|S15:2:0:1|S16:1:2:1|S17:2:0:1|S20:1:1:0|S21:2:0:1|S22:0:0:0|S23:2:0:1|S24:0:0:0|S25:2:0:2|S26:1:1:0|S27:1:1:0|S30:2:0:1|S31:2:0:1|S32:1:1:0|S33:0:1:1|S34:2:0:1|S35:0:0:0|S36:2:0:1|S37:1:1:0|S40:4:0:3|S41:1:2:1|S42:2:1:2|S43:0:2:2|S44:2:0:1|S45:1:1:0|S46:2:0:1|S47:0:1:1|S50:0:0:0|S51:0:1:1|S52:0:0:0|S53:0:1:1|S54:2:1:2|S55:4:1:3|S56:2:0:1|S57:1:2:1|S60:0:1:1|S61:1:2:0|S62:1:1:0|S63:2:1:2|S64:3:3:0|S65:1:2:0|S66:0:2:2|S67:2:0:1|S70:1:1:0|S71:0:0:0|S72:3:3:0|S73:2:0:1|S74:2:0:1|S75:1:2:0|S76:1:1:0|S77:0:0:0|O00:1:1:0|O01:3:3:0|O02:2:0:2|O03:2:0:1|O04:2:1:2|O05:1:1:0|O06:1:2:0|O10:0:0:0|O11:0:0:0|O12:2:0:2|O13:0:0:0|O14:0:0:0|O15:1:1:0|O16:1:1:0|O20:0:0:0|O21:1:1:0|O22:2:0:2|O23:2:0:1|O24:2:0:1|O25:2:0:2|O26:0:0:0|O30:4:2:3|O31:0:0:0|O32:0:1:1|O33:2:0:2|O34:0:1:1|O35:0:0:0|O36:0:1:1|O40:2:0:1|O41:0:1:1|O42:2:0:1|O43:0:1:1|O44:0:0:0|O45:0:0:0|O46:2:1:2|O50:1:1:0|O51:2:0:1|O52:0:0:0|O53:1:1:0|O54:0:1:1|O55:0:0:0|O56:4:0:3|O60:1:2:0|O61:0:0:0|O62:0:1:1|O63:2:0:1|O64:1:2:0|O65:3:3:0|O66:0:0:0","experiments/issue-77/results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0062.trl"
"7x7-p84-seeded-random","84","63","770840062","SeededRandom","-1","true","NaturalEnd","2","168","56","13971","13973","84","84","53","51","31","33","3","2","3","3","14","14","Pieces","0.301","S00:1:1:0|S01:1:2:0|S02:1:2:1|S03:1:2:1|S04:1:1:0|S05:2:0:1|S06:2:1:2|S07:2:1:2|S10:4:1:3|S11:2:0:1|S12:0:1:1|S13:0:0:0|S14:1:2:0|S15:1:2:1|S16:0:0:0|S17:2:0:1|S20:1:2:1|S21:1:1:0|S22:2:1:2|S23:2:0:1|S24:0:1:1|S25:1:1:0|S26:0:0:0|S27:1:1:0|S30:2:0:1|S31:0:0:0|S32:2:0:2|S33:2:0:1|S34:2:0:1|S35:1:1:0|S36:1:2:0|S37:1:1:0|S40:1:2:0|S41:2:0:1|S42:2:0:1|S43:1:1:0|S44:1:1:0|S45:2:0:1|S46:4:2:3|S47:2:0:2|S50:1:2:1|S51:0:1:1|S52:0:1:1|S53:2:0:2|S54:0:1:1|S55:2:0:2|S56:0:1:1|S57:2:0:1|S60:0:0:0|S61:0:0:0|S62:2:0:1|S63:2:1:2|S64:3:3:1|S65:3:3:0|S66:0:0:0|S67:0:1:1|S70:0:1:1|S71:2:0:1|S72:3:3:1|S73:1:1:0|S74:0:0:0|S75:0:0:0|S76:0:1:1|S77:0:0:0|O00:2:0:1|O01:2:0:1|O02:1:1:0|O03:0:0:0|O04:1:1:0|O05:2:0:2|O06:2:0:1|O10:1:1:0|O11:2:1:2|O12:2:0:2|O13:0:0:0|O14:3:3:0|O15:1:1:0|O16:0:0:0|O20:3:3:0|O21:4:1:3|O22:2:0:1|O23:0:0:0|O24:2:0:1|O25:0:0:0|O26:0:0:0|O30:1:2:0|O31:2:0:2|O32:1:1:0|O33:0:0:0|O34:0:0:0|O35:0:1:1|O36:2:0:2|O40:3:3:0|O41:1:1:0|O42:1:1:0|O43:1:1:0|O44:1:1:0|O45:0:0:0|O46:2:0:2|O50:0:0:0|O51:1:1:0|O52:0:0:0|O53:4:0:3|O54:1:2:0|O55:4:1:3|O56:2:0:1|O60:0:0:0|O61:2:0:2|O62:2:0:2|O63:0:1:1|O64:1:1:0|O65:1:2:0|O66:0:0:0","experiments/issue-77/results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0063.trl"
"7x7-p84-seeded-random","84","64","770840063","SeededRandom","-1","true","NaturalEnd","1","168","56","14058","5382","84","84","51","57","33","27","3","7","3","1","15","13","Secured","0.071","S00:2:0:2|S01:4:2:3|S02:0:2:2|S03:0:0:0|S04:2:0:1|S05:0:0:0|S06:0:1:1|S07:1:2:1|S10:4:0:3|S11:2:0:1|S12:0:0:0|S13:1:1:0|S14:2:0:1|S15:2:1:2|S16:1:1:0|S17:3:3:0|S20:4:1:3|S21:1:1:0|S22:0:0:0|S23:2:0:2|S24:1:1:0|S25:1:2:0|S26:1:2:1|S27:0:0:0|S30:1:2:1|S31:2:0:1|S32:2:0:1|S33:0:0:0|S34:1:2:0|S35:2:1:2|S36:1:2:1|S37:0:1:1|S40:0:0:0|S41:4:0:3|S42:0:0:0|S43:2:0:2|S44:1:1:0|S45:4:0:3|S46:1:2:1|S47:2:0:1|S50:0:1:1|S51:0:1:1|S52:0:0:0|S53:1:1:0|S54:1:1:0|S55:0:1:1|S56:4:2:3|S57:1:1:0|S60:1:1:0|S61:0:0:0|S62:4:0:3|S63:1:1:0|S64:0:0:0|S65:3:3:2|S66:3:3:2|S67:2:0:2|S70:1:1:0|S71:2:0:1|S72:1:1:0|S73:0:0:0|S74:2:0:1|S75:1:1:0|S76:0:0:0|S77:1:1:0|O00:2:0:2|O01:0:0:0|O02:0:0:0|O03:2:0:1|O04:0:0:0|O05:1:1:0|O06:1:1:0|O10:2:1:2|O11:1:1:0|O12:0:0:0|O13:0:0:0|O14:2:0:1|O15:4:0:3|O16:3:3:0|O20:0:0:0|O21:1:1:0|O22:0:0:0|O23:0:0:0|O24:1:2:0|O25:1:1:0|O26:0:0:0|O30:0:0:0|O31:2:0:2|O32:0:0:0|O33:2:0:2|O34:2:0:1|O35:2:0:1|O36:0:0:0|O40:3:3:0|O41:2:1:2|O42:0:0:0|O43:1:2:1|O44:2:0:2|O45:1:1:0|O46:2:0:1|O50:1:1:0|O51:1:1:0|O52:0:0:0|O53:0:0:0|O54:1:2:0|O55:0:1:1|O56:0:0:0|O60:1:1:0|O61:2:1:2|O62:1:1:0|O63:2:0:1|O64:1:2:1|O65:3:3:1|O66:1:2:0","experiments/issue-77/results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0064.trl"
"7x7-p84-seeded-random","84","65","770840064","SeededRandom","-1","true","NaturalEnd","1","168","56","18310","13713","84","84","49","56","35","28","4","4","4","3","15","11","Secured","0.063","S00:1:1:0|S01:2:0:1|S02:2:0:2|S03:3:3:0|S04:0:0:0|S05:2:0:2|S06:2:0:2|S07:2:1:2|S10:2:0:2|S11:2:1:2|S12:1:2:1|S13:0:0:0|S14:3:3:0|S15:0:1:1|S16:2:0:2|S17:2:0:2|S20:4:0:3|S21:2:0:1|S22:0:0:0|S23:2:0:1|S24:3:3:0|S25:2:0:1|S26:1:1:0|S27:0:0:0|S30:0:2:2|S31:1:1:0|S32:0:0:0|S33:1:1:0|S34:2:0:1|S35:2:0:2|S36:1:1:0|S37:4:0:3|S40:4:0:3|S41:0:1:1|S42:2:0:1|S43:1:2:1|S44:0:1:1|S45:1:1:0|S46:2:0:1|S47:0:0:0|S50:0:0:0|S51:0:0:0|S52:2:0:2|S53:2:0:1|S54:1:2:1|S55:1:2:0|S56:1:1:0|S57:1:1:0|S60:1:2:0|S61:0:0:0|S62:1:1:0|S63:0:1:1|S64:0:0:0|S65:1:2:0|S66:2:0:1|S67:1:2:1|S70:0:1:1|S71:3:3:2|S72:1:1:0|S73:1:1:0|S74:0:0:0|S75:1:2:0|S76:2:1:2|S77:4:0:3|O00:0:0:0|O01:0:0:0|O02:1:1:0|O03:0:0:0|O04:3:3:0|O05:4:0:3|O06:4:0:3|O10:2:0:1|O11:0:0:0|O12:1:1:0|O13:1:1:0|O14:3:3:1|O15:1:1:0|O16:0:1:1|O20:2:0:2|O21:1:1:0|O22:0:0:0|O23:0:0:0|O24:0:0:0|O25:2:0:1|O26:2:0:1|O30:1:1:0|O31:1:1:0|O32:1:2:0|O33:1:1:0|O34:4:0:3|O35:2:1:2|O36:0:0:0|O40:0:0:0|O41:2:0:1|O42:2:0:1|O43:0:0:0|O44:0:1:1|O45:1:2:0|O46:2:0:1|O50:1:1:0|O51:2:1:2|O52:2:0:2|O53:0:0:0|O54:0:0:0|O55:0:0:0|O56:3:3:0|O60:0:0:0|O61:1:1:0|O62:1:1:0|O63:2:0:1|O64:1:2:0|O65:3:3:0|O66:1:2:1","experiments/issue-77/results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0065.trl"
