experiment_id,game_index,seed,black_agent,white_agent,iteration_limit,max_seconds_per_move,completed,end_type,winner,moves,turns,p1_score,p2_score,p1_total_pieces,p2_total_pieces,p1_supply_pieces,p2_supply_pieces,p1_objective_pieces,p2_objective_pieces,p1_secured_supply,p2_secured_supply,p1_secured_objectives,p2_secured_objectives,p1_advantage_objectives,p2_advantage_objectives,deciding_criterion,final_board,trial_file
"uct-1000-self-play","88","300287","UCT","UCT","1000","-1.0","true","NaturalEnd","1","72","24","4426","3869","36","36","13","15","23","21","0","0","7","6","0","2","secured_objectives","S00:0:0:0|S01:0:1:1|S02:0:1:1|S03:2:0:1|S04:0:0:0|S10:0:0:0|S11:2:0:1|S12:0:1:1|S13:0:1:1|S14:2:0:2|S20:0:0:0|S21:0:0:0|S22:1:2:1|S23:1:1:0|S24:0:0:0|S30:0:1:1|S31:2:0:1|S32:1:1:0|S33:2:0:1|S34:1:1:0|S40:1:2:1|S41:2:0:1|S42:0:0:0|S43:0:1:1|S44:0:0:0|O00:4:0:3|O01:4:0:3|O02:3:3:0|O03:4:0:3|O10:0:0:0|O11:2:0:1|O12:3:3:0|O13:4:0:3|O20:2:0:1|O21:3:3:0|O22:3:3:0|O23:3:3:1|O30:4:2:3|O31:3:3:0|O32:3:3:0|O33:4:0:3","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0088.trl"
"uct-1000-self-play","89","300288","UCT","UCT","1000","-1.0","true","NaturalEnd","1","72","24","3276","2567","36","36","16","22","20","14","2","0","5","4","3","1","secured_objectives","S00:0:0:0|S01:2:0:2|S02:2:0:1|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:2:0:1|S12:0:1:1|S13:3:3:2|S14:0:0:0|S20:2:0:1|S21:1:1:0|S22:0:2:2|S23:3:3:2|S24:2:1:2|S30:0:0:0|S31:2:1:2|S32:0:0:0|S33:1:2:1|S34:2:1:2|S40:0:0:0|S41:2:0:1|S42:2:1:2|S43:0:0:0|S44:0:0:0|O00:4:0:3|O01:4:1:3|O02:3:3:0|O03:0:0:0|O10:0:0:0|O11:3:3:0|O12:1:2:0|O13:3:3:0|O20:1:1:0|O21:1:1:0|O22:0:0:0|O23:3:3:1|O30:2:0:1|O31:4:0:3|O32:4:0:3|O33:3:3:0","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0089.trl"
"uct-1000-self-play","90","300289","UCT","UCT","1000","-1.0","true","NaturalEnd","1","72","24","4424","3869","36","36","15","15","21","21","0","0","7","6","0","2","secured_objectives","S00:0:0:0|S01:1:1:0|S02:2:0:2|S03:0:1:1|S04:2:0:1|S10:0:0:0|S11:1:2:0|S12:0:0:0|S13:2:1:2|S14:0:0:0|S20:0:1:1|S21:1:2:1|S22:2:0:1|S23:2:0:1|S24:2:0:2|S30:0:1:1|S31:0:1:1|S32:0:0:0|S33:1:1:0|S34:1:1:0|S40:0:0:0|S41:0:1:1|S42:1:1:0|S43:1:1:0|S44:0:0:0|O00:3:3:0|O01:3:3:0|O02:2:0:1|O03:4:0:3|O10:3:3:0|O11:3:3:0|O12:4:0:3|O13:4:0:3|O20:2:0:2|O21:4:0:3|O22:3:3:0|O23:3:3:0|O30:4:0:3|O31:4:0:3|O32:0:0:0|O33:3:3:0","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0090.trl"
