"board","experiment_id","game_index","window_first_turn","window_last_turn","window_turns","placements","normalized_entropy","largest_region_share","hhi","region_coverage"
"3x3","3x3-uct-0100","1","3","6","4","12","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-uct-0100","1","4","7","4","12","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-uct-0100","1","5","8","4","12","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-uct-0100","1","6","9","4","12","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-uct-0100","1","7","10","4","12","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-uct-0100","1","8","11","4","12","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-uct-0100","1","9","12","4","12","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-uct-0100","1","10","13","4","12","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-uct-0100","1","11","14","4","12","0.618042","0.333333","0.263889","0.444444"
"3x3","3x3-uct-0100","1","12","15","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-0100","1","13","16","4","12","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-uct-0100","1","14","17","4","12","0.657732","0.333333","0.263889","0.555556"
"3x3","3x3-uct-0100","1","15","18","4","12","0.710310","0.333333","0.250000","0.666667"
"3x3","3x3-uct-0100","2","1","4","4","12","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-uct-0100","2","2","5","4","12","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-uct-0100","2","3","6","4","12","0.710310","0.333333","0.222222","0.555556"
"3x3","3x3-uct-0100","2","4","7","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-0100","2","5","8","4","12","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-uct-0100","2","6","9","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-0100","2","7","10","4","12","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-uct-0100","2","8","11","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0100","2","9","12","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0100","2","10","13","4","12","0.868042","0.166667","0.152778","0.777778"
"3x3","3x3-uct-0100","2","11","14","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0100","2","12","15","4","12","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-uct-0100","2","13","16","4","12","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-uct-0100","2","14","17","4","12","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-uct-0100","2","15","18","4","12","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-uct-0500","1","1","4","4","12","0.595572","0.416667","0.291667","0.444444"
"3x3","3x3-uct-0500","1","2","5","4","12","0.618042","0.333333","0.263889","0.444444"
"3x3","3x3-uct-0500","1","3","6","4","12","0.723197","0.250000","0.208333","0.555556"
"3x3","3x3-uct-0500","1","4","7","4","12","0.723197","0.250000","0.208333","0.555556"
"3x3","3x3-uct-0500","1","5","8","4","12","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-uct-0500","1","6","9","4","12","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-uct-0500","1","7","10","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-0500","1","8","11","4","12","0.773149","0.416667","0.236111","0.777778"
"3x3","3x3-uct-0500","1","9","12","4","12","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-uct-0500","1","10","13","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-0500","1","11","14","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0500","1","12","15","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-0500","1","13","16","4","12","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-uct-0500","1","14","17","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0500","1","15","18","4","12","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-uct-0500","2","1","4","4","12","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-uct-0500","2","2","5","4","12","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-uct-0500","2","3","6","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0500","2","4","7","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0500","2","5","8","4","12","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-uct-0500","2","6","9","4","12","0.575727","0.416667","0.305556","0.444444"
"3x3","3x3-uct-0500","2","7","10","4","12","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-uct-0500","2","8","11","4","12","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-uct-0500","2","9","12","4","12","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-uct-0500","2","10","13","4","12","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-uct-0500","2","11","14","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-0500","2","12","15","4","12","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-uct-0500","2","13","16","4","12","0.585310","0.333333","0.291667","0.444444"
"3x3","3x3-uct-0500","2","14","17","4","12","0.575727","0.416667","0.305556","0.444444"
"3x3","3x3-uct-0500","2","15","18","4","12","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-uct-1000","1","1","4","4","12","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-uct-1000","1","2","5","4","12","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-uct-1000","1","3","6","4","12","0.670620","0.333333","0.250000","0.555556"
"3x3","3x3-uct-1000","1","4","7","4","12","0.598197","0.500000","0.333333","0.555556"
"3x3","3x3-uct-1000","1","5","8","4","12","0.670620","0.500000","0.305556","0.666667"
"3x3","3x3-uct-1000","1","6","9","4","12","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-uct-1000","1","7","10","4","12","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-uct-1000","1","8","11","4","12","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-uct-1000","1","9","12","4","12","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-uct-1000","1","10","13","4","12","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-uct-1000","1","11","14","4","12","0.710310","0.333333","0.250000","0.666667"
"3x3","3x3-uct-1000","1","12","15","4","12","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-uct-1000","1","13","16","4","12","0.670620","0.333333","0.250000","0.555556"
"3x3","3x3-uct-1000","1","14","17","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-1000","1","15","18","4","12","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-uct-1000","2","1","4","4","12","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-uct-1000","2","2","5","4","12","0.615417","0.416667","0.305556","0.555556"
"3x3","3x3-uct-1000","2","3","6","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-1000","2","4","7","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-1000","2","5","8","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-1000","2","6","9","4","12","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-uct-1000","2","7","10","4","12","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-uct-1000","2","8","11","4","12","0.700727","0.416667","0.263889","0.666667"
"3x3","3x3-uct-1000","2","9","12","4","12","0.670620","0.500000","0.305556","0.666667"
"3x3","3x3-uct-1000","2","10","13","4","12","0.595572","0.416667","0.291667","0.444444"
"3x3","3x3-uct-1000","2","11","14","4","12","0.670620","0.333333","0.250000","0.555556"
"3x3","3x3-uct-1000","2","12","15","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-1000","2","13","16","4","12","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-uct-1000","2","14","17","4","12","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-uct-1000","2","15","18","4","12","0.848197","0.250000","0.166667","0.777778"
