"board","experiment_id","game_index","turn_number","progress","mover","allocation_pattern","regions_used","supply_placements","objective_placements","mixed_layers"
"3x3","3x3-seeded-random","2","10","0.555556","2","1+1+1","3","2","1","true"
"3x3","3x3-seeded-random","2","11","0.611111","1","1+1+1","3","2","1","true"
"3x3","3x3-seeded-random","2","12","0.666667","2","1+1+1","3","2","1","true"
"3x3","3x3-seeded-random","2","13","0.722222","1","2+1","2","3","0","false"
"3x3","3x3-seeded-random","2","14","0.777778","2","1+1+1","3","2","1","true"
"3x3","3x3-seeded-random","2","15","0.833333","1","2+1","2","2","1","true"
"3x3","3x3-seeded-random","2","16","0.888889","2","1+1+1","3","1","2","true"
"3x3","3x3-seeded-random","2","17","0.944444","1","2+1","2","2","1","true"
"3x3","3x3-seeded-random","2","18","1.000000","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0100","1","1","0.055556","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-0100","1","2","0.111111","2","2+1","2","3","0","false"
"3x3","3x3-uct-0100","1","3","0.166667","1","2+1","2","3","0","false"
"3x3","3x3-uct-0100","1","4","0.222222","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0100","1","5","0.277778","1","2+1","2","1","2","true"
"3x3","3x3-uct-0100","1","6","0.333333","2","2+1","2","1","2","true"
"3x3","3x3-uct-0100","1","7","0.388889","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","1","8","0.444444","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","1","9","0.500000","1","1+1+1","3","2","1","true"
"3x3","3x3-uct-0100","1","10","0.555556","2","2+1","2","1","2","true"
"3x3","3x3-uct-0100","1","11","0.611111","1","2+1","2","1","2","true"
"3x3","3x3-uct-0100","1","12","0.666667","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0100","1","13","0.722222","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","1","14","0.777778","2","2+1","2","1","2","true"
"3x3","3x3-uct-0100","1","15","0.833333","1","1+1+1","3","0","3","false"
"3x3","3x3-uct-0100","1","16","0.888889","2","2+1","2","0","3","false"
"3x3","3x3-uct-0100","1","17","0.944444","1","2+1","2","0","3","false"
"3x3","3x3-uct-0100","1","18","1.000000","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-0100","2","1","0.055556","1","2+1","2","3","0","false"
"3x3","3x3-uct-0100","2","2","0.111111","2","3","1","3","0","false"
"3x3","3x3-uct-0100","2","3","0.166667","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-0100","2","4","0.222222","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-0100","2","5","0.277778","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-0100","2","6","0.333333","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","2","7","0.388889","1","2+1","2","2","1","true"
"3x3","3x3-uct-0100","2","8","0.444444","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","2","9","0.500000","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","2","10","0.555556","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0100","2","11","0.611111","1","1+1+1","3","0","3","false"
"3x3","3x3-uct-0100","2","12","0.666667","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","2","13","0.722222","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","2","14","0.777778","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0100","2","15","0.833333","1","2+1","2","0","3","false"
"3x3","3x3-uct-0100","2","16","0.888889","2","2+1","2","1","2","true"
"3x3","3x3-uct-0100","2","17","0.944444","1","2+1","2","1","2","true"
"3x3","3x3-uct-0100","2","18","1.000000","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","1","1","0.055556","1","2+1","2","3","0","false"
"3x3","3x3-uct-0500","1","2","0.111111","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-0500","1","3","0.166667","1","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","1","4","0.222222","2","2+1","2","3","0","false"
"3x3","3x3-uct-0500","1","5","0.277778","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","1","6","0.333333","2","2+1","2","1","2","true"
"3x3","3x3-uct-0500","1","7","0.388889","1","2+1","2","1","2","true"
"3x3","3x3-uct-0500","1","8","0.444444","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","1","9","0.500000","1","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","1","10","0.555556","2","2+1","2","1","2","true"
"3x3","3x3-uct-0500","1","11","0.611111","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","1","12","0.666667","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","1","13","0.722222","1","2+1","2","2","1","true"
"3x3","3x3-uct-0500","1","14","0.777778","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","1","15","0.833333","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","1","16","0.888889","2","2+1","2","0","3","false"
"3x3","3x3-uct-0500","1","17","0.944444","1","2+1","2","2","1","true"
"3x3","3x3-uct-0500","1","18","1.000000","2","2+1","2","3","0","false"
"3x3","3x3-uct-0500","2","1","0.055556","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-0500","2","2","0.111111","2","2+1","2","3","0","false"
"3x3","3x3-uct-0500","2","3","0.166667","1","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","2","4","0.222222","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","2","5","0.277778","1","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","2","6","0.333333","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","2","7","0.388889","1","2+1","2","1","2","true"
"3x3","3x3-uct-0500","2","8","0.444444","2","2+1","2","2","1","true"
"3x3","3x3-uct-0500","2","9","0.500000","1","1+1+1","3","2","1","true"
"3x3","3x3-uct-0500","2","10","0.555556","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","2","11","0.611111","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","2","12","0.666667","2","2+1","2","1","2","true"
"3x3","3x3-uct-0500","2","13","0.722222","1","3","1","1","2","true"
"3x3","3x3-uct-0500","2","14","0.777778","2","2+1","2","1","2","true"
"3x3","3x3-uct-0500","2","15","0.833333","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-0500","2","16","0.888889","2","2+1","2","1","2","true"
"3x3","3x3-uct-0500","2","17","0.944444","1","2+1","2","3","0","false"
"3x3","3x3-uct-0500","2","18","1.000000","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","1","1","0.055556","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","1","2","0.111111","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","1","3","0.166667","1","2+1","2","0","3","false"
"3x3","3x3-uct-1000","1","4","0.222222","2","3","1","0","3","false"
"3x3","3x3-uct-1000","1","5","0.277778","1","2+1","2","1","2","true"
"3x3","3x3-uct-1000","1","6","0.333333","2","2+1","2","1","2","true"
"3x3","3x3-uct-1000","1","7","0.388889","1","2+1","2","0","3","false"
"3x3","3x3-uct-1000","1","8","0.444444","2","2+1","2","3","0","false"
"3x3","3x3-uct-1000","1","9","0.500000","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","1","10","0.555556","2","2+1","2","0","3","false"
"3x3","3x3-uct-1000","1","11","0.611111","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","1","12","0.666667","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","1","13","0.722222","1","2+1","2","2","1","true"
"3x3","3x3-uct-1000","1","14","0.777778","2","2+1","2","2","1","true"
"3x3","3x3-uct-1000","1","15","0.833333","1","2+1","2","1","2","true"
"3x3","3x3-uct-1000","1","16","0.888889","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","1","17","0.944444","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","1","18","1.000000","2","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","2","1","0.055556","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","2","2","0.111111","2","2+1","2","3","0","false"
"3x3","3x3-uct-1000","2","3","0.166667","1","2+1","2","2","1","true"
"3x3","3x3-uct-1000","2","4","0.222222","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","2","5","0.277778","1","2+1","2","0","3","false"
"3x3","3x3-uct-1000","2","6","0.333333","2","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","2","7","0.388889","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","2","8","0.444444","2","2+1","2","0","3","false"
"3x3","3x3-uct-1000","2","9","0.500000","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","2","10","0.555556","2","2+1","2","2","1","true"
"3x3","3x3-uct-1000","2","11","0.611111","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","2","12","0.666667","2","2+1","2","1","2","true"
"3x3","3x3-uct-1000","2","13","0.722222","1","2+1","2","0","3","false"
"3x3","3x3-uct-1000","2","14","0.777778","2","1+1+1","3","2","1","true"
"3x3","3x3-uct-1000","2","15","0.833333","1","1+1+1","3","3","0","false"
"3x3","3x3-uct-1000","2","16","0.888889","2","2+1","2","1","2","true"
"3x3","3x3-uct-1000","2","17","0.944444","1","1+1+1","3","1","2","true"
"3x3","3x3-uct-1000","2","18","1.000000","2","1+1+1","3","3","0","false"
