sample,iteration_limit,game_index,early_central_placement_any,early_central_placement_count,first_central_commitment_turn,first_central_commitment_p1_turn,central_occupation_after_p1_turn_1,central_occupation_after_p1_turn_2,central_occupation_after_p1_turn_3,early_central_occupation_turn_count,early_central_contest_any,early_central_contest_turn_count
issue-108-corrected,30000,9,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,10,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,11,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,12,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,13,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,14,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,15,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,16,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,17,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,18,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,19,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,20,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,21,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,22,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,23,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,24,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,25,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,26,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,27,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,28,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,29,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,30,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,31,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,32,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,33,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,34,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,35,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,36,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,37,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,38,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,39,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,40,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,41,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,42,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,43,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,44,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,45,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,46,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,47,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,48,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,49,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,50,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,51,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,52,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,53,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,54,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,55,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,56,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,57,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,58,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,59,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,60,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,61,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,62,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,63,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,64,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,65,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,66,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,67,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,68,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,69,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,70,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,71,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,72,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,73,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,74,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,75,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,76,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,77,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,78,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,79,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,80,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,81,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,82,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,83,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,84,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,85,True,6,1,1,True,True,True,3,True,5
issue-108-corrected,30000,86,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,87,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,88,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,89,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,90,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,91,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,92,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,93,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,94,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,95,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,96,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,97,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,30000,98,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,99,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,30000,100,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,1,True,6,1,1,True,True,True,3,True,5
issue-108-corrected,100000,2,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,3,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,4,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,5,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,6,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,7,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,8,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,9,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,10,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,11,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,12,True,6,1,1,True,True,True,3,True,5
issue-108-corrected,100000,13,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,14,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,15,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,16,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,17,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,18,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,19,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,20,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,21,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,22,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,23,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,24,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,25,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,26,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,27,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,28,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,29,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,30,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,31,True,6,1,1,True,True,True,3,True,5
issue-108-corrected,100000,32,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,33,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,34,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,35,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,36,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,37,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,38,True,6,1,1,True,True,True,3,True,5
issue-108-corrected,100000,39,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,40,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,41,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,42,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,43,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,44,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,45,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,46,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,47,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,48,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,49,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,50,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,51,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,52,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,53,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,54,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,55,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,56,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,57,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,58,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,59,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,60,True,6,1,1,True,True,True,3,True,5
issue-108-corrected,100000,61,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,62,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,63,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,64,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,65,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,66,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,67,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,68,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,69,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,70,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,71,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,72,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,73,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,74,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,75,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,76,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,77,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,78,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,79,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,80,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,81,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,82,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,83,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,84,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,85,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,86,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,87,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,88,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,89,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,90,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,91,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,92,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,93,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,94,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,95,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,96,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,97,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,98,True,8,1,1,True,True,True,3,True,5
issue-108-corrected,100000,99,True,7,1,1,True,True,True,3,True,5
issue-108-corrected,100000,100,True,8,1,1,True,True,True,3,True,5
