source_key,source_issue,dataset_id,minimum_gate,board,iteration_limit,game_index,experiment_id,seed,trial_path,trial_sha256,recorded_winner,status,unresolved_reason,objective_sites,p1_secured_objectives,p2_secured_objectives,p1_advantage_objectives,p2_advantage_objectives,previous_p1_objective_pieces,previous_p2_objective_pieces,corrected_p1_objective_pieces,corrected_p2_objective_pieces,previous_objective_piece_margin,corrected_objective_piece_margin,old_reconstructed_winner,old_deciding_layer,corrected_winner,corrected_deciding_layer,reaches_advantage_comparison,reaches_objective_piece_tiebreak,p1_excluded_own_secured,p2_excluded_own_secured,p1_excluded_opponent_secured,p2_excluded_opponent_secured,p1_excluded_opponent_advantage,p2_excluded_opponent_advantage,p1_excluded_neutral,p2_excluded_neutral,source_previous_p1_pieces_match,source_previous_p2_pieces_match,source_p1_secured_match,source_p2_secured_match,source_p1_advantage_match,source_p2_advantage_match,old_winner_reproduced,winner_changed,margin_changed,margin_sign_changed,winner_transition
issue-82-v1-production-uct-030000-g0031,82,issue-82:3x3-uct-30000,True,3x3,30000,31,3x3-uct-30000,851000030,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0031/3x3-uct-30000-0031.trl,5051208ab62c9e56e88857af3e0de358c15892c800114264f1a17d519e850421,1,resolved,,9,4,3,1,1,14,12,2,2,2,0,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,1,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0032,82,issue-82:3x3-uct-30000,True,3x3,30000,32,3x3-uct-30000,851000031,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0032/3x3-uct-30000-0032.trl,54a82a4c2d7b2b37606597a0d0d7e02121b28ea7a723d6a1651e6e5c95209564,1,resolved,,9,4,2,0,2,12,12,0,4,0,-4,1,secured_objectives,1,secured_objectives,False,False,12,6,0,2,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0033,82,issue-82:3x3-uct-30000,True,3x3,30000,33,3x3-uct-30000,851000032,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0033/3x3-uct-30000-0033.trl,da1836263b4ae9ea4f8d973ab5106d8d5b2bfad41a056671d63042da526db6d1,2,resolved,,9,3,4,1,1,11,13,1,1,-2,0,2,secured_objectives,2,secured_objectives,False,False,9,12,1,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0034,82,issue-82:3x3-uct-30000,True,3x3,30000,34,3x3-uct-30000,851000033,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0034/3x3-uct-30000-0034.trl,58bbc7eccba85f2e1dd24c57eb38f442e6979737a577e8cb30debb20ebfc99be,1,resolved,,9,3,3,2,0,12,10,3,0,2,3,1,advantage_objectives,1,advantage_objectives,True,False,9,9,0,0,0,1,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0035,82,issue-82:3x3-uct-30000,True,3x3,30000,35,3x3-uct-30000,851000034,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0035/3x3-uct-30000-0035.trl,c4c6266b3315c2b15be7d63f298d2980be66930b84186aa3a6424694da17b14c,1,resolved,,9,3,3,2,1,13,11,4,1,2,3,1,advantage_objectives,1,advantage_objectives,True,False,9,9,0,0,0,1,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0036,82,issue-82:3x3-uct-30000,True,3x3,30000,36,3x3-uct-30000,851000035,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0036/3x3-uct-30000-0036.trl,983b283362dd54c906eca1c345b3753cc8a783022966155ab6a6adffc6f07706,1,resolved,,9,4,4,0,0,15,13,0,0,2,0,1,objective_pieces,0,draw,True,True,12,12,2,0,0,0,1,1,True,True,True,True,True,True,True,True,True,True,P1->draw
issue-82-v1-production-uct-030000-g0037,82,issue-82:3x3-uct-30000,True,3x3,30000,37,3x3-uct-30000,851000036,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0037/3x3-uct-30000-0037.trl,a229edc1df317607aa310294e6b73feff2087cfd2008ba70b3d66b8191637f25,1,resolved,,9,4,3,1,1,13,12,1,2,1,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0038,82,issue-82:3x3-uct-30000,True,3x3,30000,38,3x3-uct-30000,851000037,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0038/3x3-uct-30000-0038.trl,d515b717f7886ecd44f85deab6253fed9266e922ec9e20590dcadc36aee997c3,1,resolved,,9,4,3,1,1,13,12,1,2,1,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0039,82,issue-82:3x3-uct-30000,True,3x3,30000,39,3x3-uct-30000,851000038,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0039/3x3-uct-30000-0039.trl,6829a62921f98d7656d8d44e049f2ea7213d4e16bb93a63d6adb71f5cc8c9f22,1,resolved,,9,4,2,0,2,13,10,0,4,3,-4,1,secured_objectives,1,secured_objectives,False,False,12,6,0,0,1,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0040,82,issue-82:3x3-uct-30000,True,3x3,30000,40,3x3-uct-30000,851000039,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0040/3x3-uct-30000-0040.trl,d8ad3ea58e86557565987295d8b06d8501a80847f3d0faae965704d91a654a72,1,resolved,,9,4,2,1,2,13,11,1,3,2,-2,1,secured_objectives,1,secured_objectives,False,False,12,6,0,2,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0041,82,issue-82:3x3-uct-30000,True,3x3,30000,41,3x3-uct-30000,851000040,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0041/3x3-uct-30000-0041.trl,88183aeface51170dac9bbd51b559252df536ab425654cd70047cfa587db30a7,1,resolved,,9,3,2,2,2,11,10,2,3,1,-1,1,secured_objectives,1,secured_objectives,False,False,9,6,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0042,82,issue-82:3x3-uct-30000,True,3x3,30000,42,3x3-uct-30000,851000041,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0042/3x3-uct-30000-0042.trl,a1059005660e4b293ad14df16828b0262b1b163cbc012659651578f91963a8e3,1,resolved,,9,3,3,2,1,12,11,3,1,1,2,1,advantage_objectives,1,advantage_objectives,True,False,9,9,0,0,0,1,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0043,82,issue-82:3x3-uct-30000,True,3x3,30000,43,3x3-uct-30000,851000042,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0043/3x3-uct-30000-0043.trl,0b6d0e85bbaa0f17cf4c74d65ee59fbd8da21d2109ee81e0d087cf1ddecd5301,2,resolved,,9,2,3,2,2,11,11,3,2,0,1,2,secured_objectives,2,secured_objectives,False,False,6,9,2,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0044,82,issue-82:3x3-uct-30000,True,3x3,30000,44,3x3-uct-30000,851000043,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0044/3x3-uct-30000-0044.trl,d1235a6a94d557fb19dc7cc9ca4dc39466ffcf9909f2c79fcdd0d9b3e2487492,1,resolved,,9,4,4,1,0,13,12,1,0,1,1,1,advantage_objectives,1,advantage_objectives,True,False,12,12,0,0,0,0,0,0,True,True,True,True,True,True,True,False,False,False,P1->P1
issue-82-v1-production-uct-030000-g0045,82,issue-82:3x3-uct-30000,True,3x3,30000,45,3x3-uct-30000,851000044,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0045/3x3-uct-30000-0045.trl,bc0e38ac62fb5abab3e42463b9551d50e7797f5d4a6d88a164671f002ea113f3,1,resolved,,9,4,3,0,1,14,12,0,1,2,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,2,2,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0046,82,issue-82:3x3-uct-30000,True,3x3,30000,46,3x3-uct-30000,851000045,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0046/3x3-uct-30000-0046.trl,15e1df92a993567cb01674bc5f28085d19f396772ec3cdbd26aa9bd31fe9eec1,1,resolved,,9,3,2,1,2,10,9,1,2,1,-1,1,secured_objectives,1,secured_objectives,False,False,9,6,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0047,82,issue-82:3x3-uct-30000,True,3x3,30000,47,3x3-uct-30000,851000046,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0047/3x3-uct-30000-0047.trl,e81b567f9cab5bf8306c8ae65fb1edd28d498a9cd6d55d8d66fa94b573487acf,2,resolved,,9,3,3,1,2,12,12,2,3,0,-1,2,advantage_objectives,2,advantage_objectives,True,False,9,9,0,0,1,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0048,82,issue-82:3x3-uct-30000,True,3x3,30000,48,3x3-uct-30000,851000047,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0048/3x3-uct-30000-0048.trl,dcc7eb0a91578602c14e2b1bfd88fd70c1cb0db7f81ce9d67991c481a4c3fb61,2,resolved,,9,4,4,0,1,12,13,0,1,-1,-1,2,advantage_objectives,2,advantage_objectives,True,False,12,12,0,0,0,0,0,0,True,True,True,True,True,True,True,False,False,False,P2->P2
issue-82-v1-production-uct-030000-g0049,82,issue-82:3x3-uct-30000,True,3x3,30000,49,3x3-uct-30000,851000048,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0049/3x3-uct-30000-0049.trl,88b8d9cba95120dc97ba12e65900c760173cc33c304074b6297ae47de073e4aa,1,resolved,,9,4,3,1,1,15,13,1,2,2,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,2,2,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0050,82,issue-82:3x3-uct-30000,True,3x3,30000,50,3x3-uct-30000,851000049,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0050/3x3-uct-30000-0050.trl,c0f24ea7e7a33ce8f3ac8287128ee6d33c686aee2314e87aba64b93048b9ff48,1,resolved,,9,4,3,1,1,13,11,1,2,2,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0051,82,issue-82:3x3-uct-30000,True,3x3,30000,51,3x3-uct-30000,851000050,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0051/3x3-uct-30000-0051.trl,8970b82c39c01e2abe65d43304024a515e6801a099cb26e8f3f3d5b8562aaa50,1,resolved,,9,4,3,0,1,12,10,0,1,2,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0052,82,issue-82:3x3-uct-30000,True,3x3,30000,52,3x3-uct-30000,851000051,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0052/3x3-uct-30000-0052.trl,9b4d59aa334524031006facdbcef6dd86e0adb691f1ae2ef6200d6a4bb6b07ac,2,resolved,,9,4,4,0,1,13,13,0,1,0,-1,2,advantage_objectives,2,advantage_objectives,True,False,12,12,1,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0053,82,issue-82:3x3-uct-30000,True,3x3,30000,53,3x3-uct-30000,851000052,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0053/3x3-uct-30000-0053.trl,938a1ceb951c08f9f9de98fb2bae5c9cd8ff38ff08b9154a678b827b71a5226d,1,resolved,,9,4,2,1,0,14,9,1,0,5,1,1,secured_objectives,1,secured_objectives,False,False,12,6,0,2,0,0,1,1,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0054,82,issue-82:3x3-uct-30000,True,3x3,30000,54,3x3-uct-30000,851000053,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0054/3x3-uct-30000-0054.trl,930d05f5618f7b87a482c645773a44a51e0f914d9d4988455175c3df66431b9a,1,resolved,,9,4,4,1,0,14,12,1,0,2,1,1,advantage_objectives,1,advantage_objectives,True,False,12,12,1,0,0,0,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0055,82,issue-82:3x3-uct-30000,True,3x3,30000,55,3x3-uct-30000,851000054,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0055/3x3-uct-30000-0055.trl,876722dbc9cc6860944b15841502cc21d7beaa411a69ad28a6d0abd60e069b05,1,resolved,,9,4,3,1,1,14,12,1,1,2,0,1,secured_objectives,1,secured_objectives,False,False,12,9,1,2,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0056,82,issue-82:3x3-uct-30000,True,3x3,30000,56,3x3-uct-30000,851000055,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0056/3x3-uct-30000-0056.trl,e49a188444233de09c7e6032abdf9583a1eba43ee697bd9ef4940da7395418c1,1,resolved,,9,4,3,1,1,13,11,1,2,2,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0057,82,issue-82:3x3-uct-30000,True,3x3,30000,57,3x3-uct-30000,851000056,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0057/3x3-uct-30000-0057.trl,35e419a3902b413fd9a059edcc31dbb2b6673f5dc54f2817396b913f538345e5,1,resolved,,9,4,3,0,1,12,11,0,1,1,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0058,82,issue-82:3x3-uct-30000,True,3x3,30000,58,3x3-uct-30000,851000057,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0058/3x3-uct-30000-0058.trl,85871e5c283f9dfdccfd52d481023f8f58d7c0e7497e4827507c09d3aa695d9c,2,resolved,,9,3,3,1,2,13,11,2,2,2,0,2,advantage_objectives,2,advantage_objectives,True,False,9,9,2,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0059,82,issue-82:3x3-uct-30000,True,3x3,30000,59,3x3-uct-30000,851000058,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0059/3x3-uct-30000-0059.trl,289de7ce466b02df43b52393f5d0fa4e310b20ed91c7048732c696d12b8d9e1e,2,resolved,,9,2,3,3,0,10,11,3,0,-1,3,2,secured_objectives,2,secured_objectives,False,False,6,9,1,2,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0060,82,issue-82:3x3-uct-30000,True,3x3,30000,60,3x3-uct-30000,851000059,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0060/3x3-uct-30000-0060.trl,b2dc886a34219c9e3a8cc626833d1049e55378fd06d734d875edcc84dcbd0041,1,resolved,,9,4,2,1,2,13,10,1,4,3,-3,1,secured_objectives,1,secured_objectives,False,False,12,6,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0061,82,issue-82:3x3-uct-30000,True,3x3,30000,61,3x3-uct-30000,851000060,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0061/3x3-uct-30000-0061.trl,5bdcc34cfce5234fbc8524674161b4669c2269c825884d9baa5c080402ae3a15,2,resolved,,9,4,4,0,1,13,13,0,1,0,-1,2,advantage_objectives,2,advantage_objectives,True,False,12,12,1,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0062,82,issue-82:3x3-uct-30000,True,3x3,30000,62,3x3-uct-30000,851000061,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0062/3x3-uct-30000-0062.trl,99dcac87c323669745f81a45e04b4d5efff1cc1077032f7ef517ec20c8840dfd,1,resolved,,9,4,3,1,1,14,10,2,1,4,1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0063,82,issue-82:3x3-uct-30000,True,3x3,30000,63,3x3-uct-30000,851000062,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0063/3x3-uct-30000-0063.trl,7b9dd046ed4d115b5890c19ef2179965205f0e2f1109c7fdb0bbe347ab132b7e,2,resolved,,9,3,4,1,1,12,13,1,1,-1,0,2,secured_objectives,2,secured_objectives,False,False,9,12,2,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0064,82,issue-82:3x3-uct-30000,True,3x3,30000,64,3x3-uct-30000,851000063,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0064/3x3-uct-30000-0064.trl,bdd93c4502942bc561c96095e2cb4dfc004240c24a79edb871ce7bb7c6224aee,1,resolved,,9,4,3,1,1,13,12,1,1,1,0,1,secured_objectives,1,secured_objectives,False,False,12,9,0,2,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0065,82,issue-82:3x3-uct-30000,True,3x3,30000,65,3x3-uct-30000,851000064,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0065/3x3-uct-30000-0065.trl,b96b9fdb17aa2e451ce82314a0cfe97c8887cd8eb6a467a8b8fd88dfaf051757,2,resolved,,9,3,4,1,0,12,12,1,0,0,1,2,secured_objectives,2,secured_objectives,False,False,9,12,2,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0066,82,issue-82:3x3-uct-30000,True,3x3,30000,66,3x3-uct-30000,851000065,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0066/3x3-uct-30000-0066.trl,dc69fc8fe64724599f4590567354ee8677993a22173331a86c45d1504cc2d259,1,resolved,,9,4,3,0,1,13,11,0,2,2,-2,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,1,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0067,82,issue-82:3x3-uct-30000,True,3x3,30000,67,3x3-uct-30000,851000066,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0067/3x3-uct-30000-0067.trl,3f569d39ce667d7d7ab46d02d1f6b905656977baad7e3b673a6b8b0ddd34f175,1,resolved,,9,4,3,0,1,12,10,0,1,2,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0068,82,issue-82:3x3-uct-30000,True,3x3,30000,68,3x3-uct-30000,851000067,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0068/3x3-uct-30000-0068.trl,78eb45d21a624a4f1c953e3d07af38e5f49ba9babe5cd753fe6e329ab5edbb14,1,resolved,,9,4,3,1,1,14,12,2,2,2,0,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,1,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0069,82,issue-82:3x3-uct-30000,True,3x3,30000,69,3x3-uct-30000,851000068,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0069/3x3-uct-30000-0069.trl,f6aa9a302ab26019cd2afa8c97ba58f31d5c209358858c7640671ee72730e6c3,1,resolved,,9,4,4,1,0,14,12,2,0,2,2,1,advantage_objectives,1,advantage_objectives,True,False,12,12,0,0,0,0,0,0,True,True,True,True,True,True,True,False,False,False,P1->P1
issue-82-v1-production-uct-030000-g0070,82,issue-82:3x3-uct-30000,True,3x3,30000,70,3x3-uct-30000,851000069,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0070/3x3-uct-30000-0070.trl,5a627a632ee87f045856d1e9c979704ce9aa1ba54e102c0b72fb803753f9c847,1,resolved,,9,4,3,2,0,15,13,3,0,2,3,1,secured_objectives,1,secured_objectives,False,False,12,9,0,4,0,0,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0071,82,issue-82:3x3-uct-30000,True,3x3,30000,71,3x3-uct-30000,851000070,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0071/3x3-uct-30000-0071.trl,f23b392c988a20b8343e249c6ad5425bbda7659fa0373d7c8c4b137e3515c62e,1,resolved,,9,4,3,1,0,13,9,1,0,4,1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0072,82,issue-82:3x3-uct-30000,True,3x3,30000,72,3x3-uct-30000,851000071,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0072/3x3-uct-30000-0072.trl,b1646d50bf739fdf52af5741a74c5d948a331fc2fffd6f35d32149df25128898,1,resolved,,9,4,3,0,2,13,12,0,3,1,-3,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,1,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0073,82,issue-82:3x3-uct-30000,True,3x3,30000,73,3x3-uct-30000,851000072,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0073/3x3-uct-30000-0073.trl,20942a8048ade35c83689f84089975da6506f962698027aabbb26c95323efa78,1,resolved,,9,4,3,1,1,14,12,2,2,2,0,1,secured_objectives,1,secured_objectives,False,False,12,9,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0074,82,issue-82:3x3-uct-30000,True,3x3,30000,74,3x3-uct-30000,851000073,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0074/3x3-uct-30000-0074.trl,2f5772cc0cf0129ef80a51a898a2628c48fdd0f98a66433d2a5e111c222e277c,1,resolved,,9,3,2,2,2,11,9,2,3,2,-1,1,secured_objectives,1,secured_objectives,False,False,9,6,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0075,82,issue-82:3x3-uct-30000,True,3x3,30000,75,3x3-uct-30000,851000074,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0075/3x3-uct-30000-0075.trl,ff485e8316b4502c13b86b800490178e43421eb4bfe67a136e143d02f52886fd,2,resolved,,9,1,3,1,0,10,11,2,0,-1,2,2,secured_objectives,2,secured_objectives,False,False,3,9,4,0,0,1,1,1,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0076,82,issue-82:3x3-uct-30000,True,3x3,30000,76,3x3-uct-30000,851000075,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0076/3x3-uct-30000-0076.trl,9e86165d8157587945ff4b6650e878f361ab0e61186bc6790c8d4ba2878de8d8,1,resolved,,9,4,3,1,0,14,10,2,0,4,2,1,secured_objectives,1,secured_objectives,False,False,12,9,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,False,P1->P1
issue-82-v1-production-uct-030000-g0077,82,issue-82:3x3-uct-30000,True,3x3,30000,77,3x3-uct-30000,851000076,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0077/3x3-uct-30000-0077.trl,217ac37e03de53e18680e8d035f54dd3d8d1aaf83f48979689d7a5d678b8f5b1,1,resolved,,9,4,3,1,1,13,12,1,2,1,-1,1,secured_objectives,1,secured_objectives,False,False,12,9,0,1,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0078,82,issue-82:3x3-uct-30000,True,3x3,30000,78,3x3-uct-30000,851000077,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0078/3x3-uct-30000-0078.trl,64c264c61b89a058bf2020a2b75b3eeaf336f5cd53c32e9130a219b39d9baed0,1,resolved,,9,4,3,1,1,13,10,1,1,3,0,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
issue-82-v1-production-uct-030000-g0079,82,issue-82:3x3-uct-30000,True,3x3,30000,79,3x3-uct-30000,851000078,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0079/3x3-uct-30000-0079.trl,dfd0d2eb830d353f588a4ff10b683d87fb74619b67915146db5811bef8bc1291,0,resolved,,9,3,3,1,1,14,14,1,2,0,-1,0,draw,2,objective_pieces,True,True,9,9,2,1,0,0,2,2,True,True,True,True,True,True,True,True,True,True,draw->P2
issue-82-v1-production-uct-030000-g0080,82,issue-82:3x3-uct-30000,True,3x3,30000,80,3x3-uct-30000,851000079,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0080/3x3-uct-30000-0080.trl,0529b0ea36e04cfde1570105d061c07ca424a5530de553ca50677c0d24a8cd14,2,resolved,,9,3,3,1,2,12,12,2,3,0,-1,2,advantage_objectives,2,advantage_objectives,True,False,9,9,0,0,1,0,0,0,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0081,82,issue-82:3x3-uct-30000,True,3x3,30000,81,3x3-uct-30000,851000080,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0081/3x3-uct-30000-0081.trl,bc63f156b224e5301aaaa879676b2621e23ecd40d26473c89f5b040c49eabc26,2,resolved,,9,3,4,1,0,11,13,1,0,-2,1,2,secured_objectives,2,secured_objectives,False,False,9,12,0,0,0,0,1,1,True,True,True,True,True,True,True,False,True,True,P2->P2
issue-82-v1-production-uct-030000-g0082,82,issue-82:3x3-uct-30000,True,3x3,30000,82,3x3-uct-30000,851000081,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0082/3x3-uct-30000-0082.trl,b18fb7263a5b617baf2420f497502d8677dd15f11e933a1310683067f801ea9a,2,resolved,,9,3,4,0,1,9,13,0,1,-4,-1,2,secured_objectives,2,secured_objectives,False,False,9,12,0,0,0,0,0,0,True,True,True,True,True,True,True,False,True,False,P2->P2
issue-82-v1-production-uct-030000-g0083,82,issue-82:3x3-uct-30000,True,3x3,30000,83,3x3-uct-30000,851000082,experiments/issue-82/results/production/tasks/issue-82-v1-production-uct-030000-g0083/3x3-uct-30000-0083.trl,b36b5608cf8f7487bcd4da86dc89a8d620a4759aa43a886f43d43669f98ad695,1,resolved,,9,4,3,1,1,14,12,2,2,2,0,1,secured_objectives,1,secured_objectives,False,False,12,9,0,0,0,1,0,0,True,True,True,True,True,True,True,False,True,True,P1->P1
