checkpoint_turn,feature,uct_30000_standardized_mean_difference,uct_100000_standardized_mean_difference,direction_agreement,uct_30000_direction,uct_100000_direction
20,leader_objective_piece_margin,-0.755509,-0.650224,1,lower_in_reversal,lower_in_reversal
20,leader_objective_pieces,-0.102877,-0.350319,1,lower_in_reversal,lower_in_reversal
20,leader_primary_important_control_margin,-0.117993,0.011422,0,lower_in_reversal,higher_in_reversal
20,leader_primary_important_sites_controlled,-0.250462,-0.070829,1,lower_in_reversal,lower_in_reversal
20,leader_recent_2_all_objective_turn_margin,0.012825,-0.35148,0,higher_in_reversal,lower_in_reversal
20,leader_recent_2_all_supply_turn_margin,0.158067,-0.10477,0,higher_in_reversal,lower_in_reversal
20,leader_recent_2_important_site_usage,-0.134614,-0.346119,1,lower_in_reversal,lower_in_reversal
20,leader_recent_2_important_site_usage_margin,-0.326396,-0.371474,1,lower_in_reversal,lower_in_reversal
20,leader_recent_2_mixed_turn_margin,-0.078259,0.324827,0,lower_in_reversal,higher_in_reversal
20,leader_recent_2_objective_placements,-0.031056,-0.205526,1,lower_in_reversal,lower_in_reversal
20,leader_recent_2_objective_share_margin,-0.194047,-0.207187,1,lower_in_reversal,lower_in_reversal
20,leader_recent_2_supply_placements,0.031056,0.205526,1,higher_in_reversal,higher_in_reversal
20,leader_recent_2_supply_source_usage_margin,-0.194047,-0.207187,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_all_objective_turn_margin,-0.563689,-0.730044,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_all_supply_turn_margin,0.325318,-0.064493,0,higher_in_reversal,lower_in_reversal
20,leader_recent_4_important_site_usage,-0.408622,-0.420266,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_important_site_usage_margin,-0.557774,-0.512855,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_mixed_turn_margin,0.286039,0.607617,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_objective_allocation_change_margin,0.454595,0.119653,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_objective_placement_margin,-0.795449,-0.462385,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_objective_placements,-0.524057,-0.324041,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_objective_share_margin,-0.795449,-0.462385,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_supply_allocation_change,-0.546658,-0.118795,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_supply_allocation_change_margin,-0.454595,-0.119653,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_supply_placements,0.524057,0.324041,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_supply_source_usage_margin,-0.795449,-0.462385,1,lower_in_reversal,lower_in_reversal
20,leader_secured_objective_margin,0.54657,0.479587,1,higher_in_reversal,higher_in_reversal
20,leader_secured_objectives,0.14853,0.181736,1,higher_in_reversal,higher_in_reversal
20,leader_secured_supply,-0.182575,0.003162,0,lower_in_reversal,higher_in_reversal
20,leader_secured_supply_margin,-0.15119,-0.046384,1,lower_in_reversal,lower_in_reversal
20,leader_trend_2_advantage_objective_margin,-0.815616,-0.430363,1,lower_in_reversal,lower_in_reversal
20,leader_trend_2_important_control_margin,0.041162,0.144268,1,higher_in_reversal,higher_in_reversal
20,leader_trend_2_objective_piece_margin,-0.194047,-0.207187,1,lower_in_reversal,lower_in_reversal
20,leader_trend_2_secured_objective_margin,0.694974,0.454859,1,higher_in_reversal,higher_in_reversal
20,leader_trend_2_secured_supply_margin,0.207868,-0.224466,0,higher_in_reversal,lower_in_reversal
20,leader_trend_2_support_edge_margin,-0.160949,0.275623,0,lower_in_reversal,higher_in_reversal
20,leader_trend_2_unsecured_control_margin,0.028134,0.35162,1,higher_in_reversal,higher_in_reversal
20,leader_trend_2_usable_support_edges,-0.163115,0.447636,0,lower_in_reversal,higher_in_reversal
20,leader_trend_4_advantage_objective_margin,-0.871566,-0.797309,1,lower_in_reversal,lower_in_reversal
20,leader_trend_4_important_control_margin,0.518577,0.281721,1,higher_in_reversal,higher_in_reversal
20,leader_trend_4_objective_piece_margin,-0.795449,-0.462385,1,lower_in_reversal,lower_in_reversal
20,leader_trend_4_secured_objective_margin,0.425657,0.54035,1,higher_in_reversal,higher_in_reversal
20,leader_trend_4_secured_supply_margin,0.485104,-0.288797,0,higher_in_reversal,lower_in_reversal
20,leader_trend_4_support_edge_margin,0.200486,0.194527,1,higher_in_reversal,higher_in_reversal
20,leader_trend_4_unsecured_control_margin,0.325318,0.624616,1,higher_in_reversal,higher_in_reversal
20,leader_trend_4_usable_support_edges,0.187274,0.022027,1,higher_in_reversal,higher_in_reversal
20,leader_unsecured_controlled_supply,0.191178,0.353493,1,higher_in_reversal,higher_in_reversal
20,leader_unsecured_controlled_supply_margin,0.645453,0.560196,1,higher_in_reversal,higher_in_reversal
20,leader_usable_supply_support_edge_margin,0.085897,0.018235,1,higher_in_reversal,higher_in_reversal
20,leader_usable_supply_support_edges,-0.128217,0.013964,0,lower_in_reversal,higher_in_reversal
20,live_objectives,0.049105,0.014144,1,higher_in_reversal,higher_in_reversal
20,opponent_advantage_objectives,0.729579,0.482408,1,higher_in_reversal,higher_in_reversal
20,opponent_cumulative_objective_placements,0.336353,0.085721,1,higher_in_reversal,higher_in_reversal
20,opponent_cumulative_objective_share,0.336353,0.085721,1,higher_in_reversal,higher_in_reversal
20,opponent_cumulative_supply_placements,-0.336353,-0.085721,1,lower_in_reversal,lower_in_reversal
20,opponent_cumulative_supply_source_usage,0.336353,0.085721,1,higher_in_reversal,higher_in_reversal
20,opponent_objective_pieces,0.336353,0.085721,1,higher_in_reversal,higher_in_reversal
20,opponent_primary_important_sites_controlled,-0.054175,-0.085752,1,lower_in_reversal,lower_in_reversal
20,opponent_recent_2_important_site_usage,0.310371,0.181684,1,higher_in_reversal,higher_in_reversal
20,opponent_recent_2_objective_placements,0.157449,0.009316,1,higher_in_reversal,higher_in_reversal
20,opponent_recent_2_supply_placements,-0.157449,-0.009316,1,lower_in_reversal,lower_in_reversal
20,opponent_recent_4_important_site_usage,0.389788,0.295878,1,higher_in_reversal,higher_in_reversal
20,opponent_recent_4_objective_placements,0.179661,0.024878,1,higher_in_reversal,higher_in_reversal
20,opponent_recent_4_supply_allocation_change,-0.044301,0.014281,0,lower_in_reversal,higher_in_reversal
20,opponent_recent_4_supply_placements,-0.179661,-0.024878,1,lower_in_reversal,lower_in_reversal
20,opponent_secured_objectives,-0.224116,-0.200234,1,lower_in_reversal,lower_in_reversal
20,opponent_secured_supply,0.058659,0.074525,1,higher_in_reversal,higher_in_reversal
20,opponent_trend_2_usable_support_edges,0.022931,0.106034,1,higher_in_reversal,higher_in_reversal
20,opponent_trend_4_usable_support_edges,-0.078676,-0.209551,1,lower_in_reversal,lower_in_reversal
20,opponent_unsecured_controlled_supply,-0.631247,-0.400384,1,lower_in_reversal,lower_in_reversal
20,opponent_usable_supply_support_edges,-0.229749,-0.006957,1,lower_in_reversal,lower_in_reversal
