experiment_id,checkpoint_turn,feature,reversal_n,lead_preserved_n,reversal_mean,reversal_median,lead_preserved_mean,lead_preserved_median,standardized_mean_difference,effect_direction,absolute_standardized_difference,absolute_effect_rank
uct-100000-self-play,8,leader_recent_2_all_supply_turn_margin,40,40,-0.3,0.0,-0.075,0.0,-0.510112,lower_in_reversal,0.510112,31
uct-100000-self-play,8,opponent_advantage_objectives,40,40,0.95,1.0,1.325,1.0,-0.506981,lower_in_reversal,0.506981,32
uct-100000-self-play,8,opponent_cumulative_objective_placements,40,40,1.75,2.0,2.35,2.0,-0.467281,lower_in_reversal,0.467281,33
uct-100000-self-play,8,opponent_cumulative_objective_share,40,40,0.145833,0.166667,0.195833,0.166667,-0.467281,lower_in_reversal,0.467281,34
uct-100000-self-play,8,opponent_cumulative_supply_placements,40,40,10.25,10.0,9.65,10.0,0.467281,higher_in_reversal,0.467281,35
uct-100000-self-play,8,opponent_cumulative_supply_source_usage,40,40,1.75,2.0,2.35,2.0,-0.467281,lower_in_reversal,0.467281,36
uct-100000-self-play,8,opponent_objective_pieces,40,40,1.75,2.0,2.35,2.0,-0.467281,lower_in_reversal,0.467281,37
uct-100000-self-play,8,live_objectives,40,40,15.575,16.0,15.25,15.0,0.458007,higher_in_reversal,0.458007,38
uct-100000-self-play,8,leader_advantage_objective_margin,40,40,0.075,0.0,-0.425,-1.0,0.444825,higher_in_reversal,0.444825,39
uct-100000-self-play,8,leader_recent_2_mixed_turn_margin,40,40,0.3,0.0,0.1,0.0,0.441588,higher_in_reversal,0.441588,40
uct-100000-self-play,8,leader_trend_2_usable_support_edges,40,40,1.825,3.0,0.4,0.0,0.434394,higher_in_reversal,0.434394,41
uct-100000-self-play,8,opponent_recent_4_supply_allocation_change,40,40,-0.116667,-0.0,-0.225,-0.333333,0.433333,higher_in_reversal,0.433333,42
uct-100000-self-play,8,leader_trend_4_advantage_objective_margin,40,40,-0.45,0.0,-0.975,-1.0,0.425267,higher_in_reversal,0.425267,43
uct-100000-self-play,8,leader_recent_4_important_site_usage,40,40,1.05,1.0,1.5,1.0,-0.41916,lower_in_reversal,0.41916,44
uct-100000-self-play,8,leader_recent_4_all_supply_turn_margin,40,40,-0.425,0.0,-0.175,0.0,-0.406171,lower_in_reversal,0.406171,45
uct-100000-self-play,8,leader_trend_2_secured_objective_margin,40,40,0.25,0.0,0.45,0.0,-0.38183,lower_in_reversal,0.38183,46
uct-100000-self-play,8,leader_recent_2_objective_placements,40,40,1.05,1.0,1.3,1.0,-0.376999,lower_in_reversal,0.376999,47
uct-100000-self-play,8,leader_recent_2_supply_placements,40,40,1.95,2.0,1.7,2.0,0.376999,higher_in_reversal,0.376999,48
uct-100000-self-play,8,leader_recent_4_objective_allocation_change_margin,40,40,0.066667,0.0,-0.05,0.0,0.365563,higher_in_reversal,0.365563,49
uct-100000-self-play,8,leader_recent_4_supply_allocation_change_margin,40,40,-0.066667,0.0,0.05,0.0,-0.365563,lower_in_reversal,0.365563,50
uct-100000-self-play,8,leader_trend_2_advantage_objective_margin,40,40,-0.225,0.0,-0.625,-1.0,0.363694,higher_in_reversal,0.363694,51
uct-100000-self-play,8,leader_recent_4_mixed_turn_margin,40,40,0.425,0.0,0.2,0.0,0.361748,higher_in_reversal,0.361748,52
uct-100000-self-play,8,decisive_layer_advantage_objectives,40,40,0.475,0.0,0.3,0.0,0.360555,higher_in_reversal,0.360555,53
uct-100000-self-play,8,S22_leader_relative_state,40,40,-0.15,0.0,0.375,0.0,-0.359362,lower_in_reversal,0.359362,54
uct-100000-self-play,8,leader_recent_2_important_site_usage_margin,40,40,0.475,0.0,0.2,0.0,0.312573,higher_in_reversal,0.312573,55
uct-100000-self-play,8,leader_trend_4_unsecured_control_margin,40,40,-0.7,-1.0,-0.35,0.0,-0.285165,lower_in_reversal,0.285165,56
uct-100000-self-play,8,S12_leader_relative_state,40,40,0.125,0.0,-0.15,0.0,0.283342,higher_in_reversal,0.283342,57
uct-100000-self-play,8,decisive_layer_objective_pieces,40,40,0.25,0.0,0.15,0.0,0.248807,higher_in_reversal,0.248807,58
uct-100000-self-play,8,leader_recent_2_important_site_usage,40,40,0.75,1.0,0.925,1.0,-0.243538,lower_in_reversal,0.243538,59
uct-100000-self-play,8,leader_trend_4_usable_support_edges,40,40,3.275,4.0,2.525,3.0,0.238404,higher_in_reversal,0.238404,60
uct-100000-self-play,8,leader_usable_supply_support_edges,40,40,6.875,7.0,6.325,7.0,0.224261,higher_in_reversal,0.224261,61
uct-100000-self-play,8,decisive_margin,40,40,1.0,1.0,1.025,1.0,-0.223607,lower_in_reversal,0.223607,62
uct-100000-self-play,8,leader_recent_2_all_objective_turn_margin,40,40,0.0,0.0,-0.025,0.0,0.223607,higher_in_reversal,0.223607,63
uct-100000-self-play,8,leader_recent_4_all_objective_turn_margin,40,40,0.0,0.0,-0.025,0.0,0.223607,higher_in_reversal,0.223607,64
uct-100000-self-play,8,leader_trend_2_secured_supply_margin,40,40,0.05,0.0,-0.1,0.0,0.210785,higher_in_reversal,0.210785,65
uct-100000-self-play,8,opponent_primary_important_sites_controlled,40,40,1.575,2.0,1.4,1.0,0.200578,higher_in_reversal,0.200578,66
uct-100000-self-play,8,S21_leader_relative_state,40,40,0.025,0.0,-0.2,-1.0,0.191769,higher_in_reversal,0.191769,67
uct-100000-self-play,8,leader_trend_2_important_control_margin,40,40,-0.275,0.0,-0.125,0.0,-0.176478,lower_in_reversal,0.176478,68
uct-100000-self-play,8,leader_advantage_objectives,40,40,1.025,1.0,0.9,1.0,0.158398,higher_in_reversal,0.158398,69
uct-100000-self-play,8,opponent_usable_supply_support_edges,40,40,10.125,10.0,9.8,11.0,0.139597,higher_in_reversal,0.139597,70
uct-100000-self-play,8,leader_primary_important_sites_controlled,40,40,1.275,1.0,1.175,1.0,0.12277,higher_in_reversal,0.12277,71
uct-100000-self-play,8,S23_leader_relative_state,40,40,-0.075,0.0,0.075,0.0,-0.122188,lower_in_reversal,0.122188,72
uct-100000-self-play,8,opponent_unsecured_controlled_supply,40,40,1.775,2.0,1.9,2.0,-0.107955,lower_in_reversal,0.107955,73
uct-100000-self-play,8,opponent_secured_supply,40,40,0.875,0.0,0.775,1.0,0.106053,higher_in_reversal,0.106053,74
uct-100000-self-play,8,leader_recent_4_important_site_usage_margin,40,40,0.65,0.5,0.525,0.5,0.102912,higher_in_reversal,0.102912,75
uct-100000-self-play,8,opponent_secured_objectives,40,40,0.075,0.0,0.1,0.0,-0.087447,lower_in_reversal,0.087447,76
uct-100000-self-play,8,leader_usable_supply_support_edge_margin,40,40,-3.25,-4.0,-3.475,-4.0,0.081296,higher_in_reversal,0.081296,77
uct-100000-self-play,8,leader_unsecured_controlled_supply_margin,40,40,-1.125,-1.0,-1.25,-2.0,0.078481,higher_in_reversal,0.078481,78
uct-100000-self-play,8,leader_trend_4_important_control_margin,40,40,-0.1,0.0,0.0,0.0,-0.076409,lower_in_reversal,0.076409,79
uct-100000-self-play,8,leader_cumulative_objective_share_margin,40,40,0.066667,0.083333,0.070833,0.083333,-0.070262,lower_in_reversal,0.070262,80
uct-100000-self-play,8,leader_cumulative_supply_source_usage_margin,40,40,0.8,1.0,0.85,1.0,-0.070262,lower_in_reversal,0.070262,81
uct-100000-self-play,8,leader_objective_piece_margin,40,40,0.8,1.0,0.85,1.0,-0.070262,lower_in_reversal,0.070262,82
uct-100000-self-play,8,leader_primary_important_control_margin,40,40,-0.3,0.0,-0.225,0.0,-0.054563,lower_in_reversal,0.054563,83
uct-100000-self-play,8,leader_secured_supply_margin,40,40,0.325,1.0,0.4,1.0,-0.047268,lower_in_reversal,0.047268,84
uct-100000-self-play,8,S13_leader_relative_state,40,40,-0.05,0.0,-0.025,0.0,-0.03296,lower_in_reversal,0.03296,85
uct-100000-self-play,8,leader_secured_supply,40,40,1.2,1.0,1.175,1.0,0.031811,higher_in_reversal,0.031811,86
uct-100000-self-play,8,leader_recent_4_supply_allocation_change,40,40,-0.183333,-0.333333,-0.175,-0.333333,-0.031264,lower_in_reversal,0.031264,87
uct-100000-self-play,8,leader_trend_4_secured_supply_margin,40,40,0.2,1.0,0.2,0.0,0.0,no_difference,0.0,88
uct-100000-self-play,8,leader_unsecured_controlled_supply,40,40,0.65,0.5,0.65,0.0,0.0,no_difference,0.0,89
uct-100000-self-play,12,decisive_margin,31,47,1.0,1.0,1.191489,1.0,-0.618853,lower_in_reversal,0.618853,1
uct-100000-self-play,12,opponent_secured_objectives,31,47,1.064516,1.0,0.723404,1.0,0.549609,higher_in_reversal,0.549609,2
uct-100000-self-play,12,live_objectives,31,47,13.225806,13.0,13.723404,14.0,-0.501494,lower_in_reversal,0.501494,3
uct-100000-self-play,12,leader_recent_4_mixed_turn_margin,31,47,0.032258,0.0,-0.212766,0.0,0.492123,higher_in_reversal,0.492123,4
uct-100000-self-play,12,leader_trend_4_important_control_margin,31,47,0.322581,0.0,-0.12766,0.0,0.469112,higher_in_reversal,0.469112,5
uct-100000-self-play,12,leader_recent_4_all_supply_turn_margin,31,47,-0.032258,0.0,0.106383,0.0,-0.443235,lower_in_reversal,0.443235,6
uct-100000-self-play,12,opponent_trend_2_usable_support_edges,31,47,0.16129,0.0,-0.893617,-1.0,0.396982,higher_in_reversal,0.396982,7
uct-100000-self-play,12,opponent_unsecured_controlled_supply,31,47,1.645161,2.0,1.319149,1.0,0.382156,higher_in_reversal,0.382156,8
uct-100000-self-play,12,leader_recent_4_important_site_usage,31,47,1.903226,2.0,2.404255,2.0,-0.366507,lower_in_reversal,0.366507,9
uct-100000-self-play,12,leader_recent_4_important_site_usage_margin,31,47,-0.354839,0.0,0.340426,0.0,-0.358624,lower_in_reversal,0.358624,10
uct-100000-self-play,12,opponent_secured_supply,31,47,1.225806,1.0,1.510638,1.0,-0.347147,lower_in_reversal,0.347147,11
uct-100000-self-play,12,decisive_layer_objective_pieces,31,47,0.0,0.0,0.06383,0.0,-0.332041,lower_in_reversal,0.332041,12
uct-100000-self-play,12,leader_recent_2_all_supply_turn_margin,31,47,0.0,0.0,0.06383,0.0,-0.332041,lower_in_reversal,0.332041,13
uct-100000-self-play,12,leader_recent_4_objective_allocation_change_margin,31,47,0.064516,0.0,-0.070922,0.0,0.325105,higher_in_reversal,0.325105,14
uct-100000-self-play,12,leader_recent_4_supply_allocation_change_margin,31,47,-0.064516,0.0,0.070922,0.0,-0.325105,lower_in_reversal,0.325105,15
uct-100000-self-play,12,leader_trend_2_support_edge_margin,31,47,-0.806452,-1.0,0.148936,0.0,-0.298836,lower_in_reversal,0.298836,16
uct-100000-self-play,12,leader_secured_objective_margin,31,47,0.645161,1.0,0.829787,1.0,-0.285713,lower_in_reversal,0.285713,17
uct-100000-self-play,12,leader_secured_objectives,31,47,1.709677,2.0,1.553191,2.0,0.278445,higher_in_reversal,0.278445,18
uct-100000-self-play,12,leader_recent_4_all_objective_turn_margin,31,47,0.0,0.0,0.106383,0.0,-0.262651,lower_in_reversal,0.262651,19
uct-100000-self-play,12,opponent_cumulative_objective_placements,31,47,6.16129,6.0,5.787234,6.0,0.259373,higher_in_reversal,0.259373,20
uct-100000-self-play,12,opponent_cumulative_objective_share,31,47,0.342294,0.333333,0.321513,0.333333,0.259373,higher_in_reversal,0.259373,21
uct-100000-self-play,12,opponent_cumulative_supply_placements,31,47,11.83871,12.0,12.212766,12.0,-0.259373,lower_in_reversal,0.259373,22
uct-100000-self-play,12,opponent_cumulative_supply_source_usage,31,47,6.16129,6.0,5.787234,6.0,0.259373,higher_in_reversal,0.259373,23
uct-100000-self-play,12,opponent_objective_pieces,31,47,6.16129,6.0,5.787234,6.0,0.259373,higher_in_reversal,0.259373,24
uct-100000-self-play,12,leader_recent_4_objective_placement_margin,31,47,-0.129032,0.0,0.085106,0.0,-0.256081,lower_in_reversal,0.256081,25
uct-100000-self-play,12,leader_recent_4_objective_share_margin,31,47,-0.021505,0.0,0.014184,0.0,-0.256081,lower_in_reversal,0.256081,26
uct-100000-self-play,12,leader_recent_4_supply_source_usage_margin,31,47,-0.129032,0.0,0.085106,0.0,-0.256081,lower_in_reversal,0.256081,27
uct-100000-self-play,12,leader_trend_4_objective_piece_margin,31,47,-0.129032,0.0,0.085106,0.0,-0.256081,lower_in_reversal,0.256081,28
uct-100000-self-play,12,leader_secured_supply_margin,31,47,0.451613,1.0,0.12766,0.0,0.233003,higher_in_reversal,0.233003,29
uct-100000-self-play,12,leader_recent_4_supply_allocation_change,31,47,-0.064516,-0.0,0.007092,-0.0,-0.230845,lower_in_reversal,0.230845,30
uct-100000-self-play,12,leader_recent_2_important_site_usage,31,47,1.0,1.0,1.170213,1.0,-0.222098,lower_in_reversal,0.222098,31
uct-100000-self-play,12,S22_leader_relative_state,31,47,0.225806,0.0,0.553191,1.0,-0.216969,lower_in_reversal,0.216969,32
uct-100000-self-play,12,leader_cumulative_objective_placements,31,47,6.483871,6.0,6.191489,6.0,0.211663,higher_in_reversal,0.211663,33
uct-100000-self-play,12,leader_cumulative_objective_share,31,47,0.360215,0.333333,0.343972,0.333333,0.211663,higher_in_reversal,0.211663,34
uct-100000-self-play,12,leader_cumulative_supply_placements,31,47,11.516129,12.0,11.808511,12.0,-0.211663,lower_in_reversal,0.211663,35
uct-100000-self-play,12,leader_cumulative_supply_source_usage,31,47,6.483871,6.0,6.191489,6.0,0.211663,higher_in_reversal,0.211663,36
uct-100000-self-play,12,leader_objective_pieces,31,47,6.483871,6.0,6.191489,6.0,0.211663,higher_in_reversal,0.211663,37
uct-100000-self-play,12,opponent_advantage_objectives,31,47,1.709677,2.0,1.87234,2.0,-0.209948,lower_in_reversal,0.209948,38
uct-100000-self-play,12,leader_recent_4_objective_placements,31,47,3.548387,4.0,3.808511,4.0,-0.20792,lower_in_reversal,0.20792,39
uct-100000-self-play,12,leader_recent_4_supply_placements,31,47,2.451613,2.0,2.191489,2.0,0.20792,higher_in_reversal,0.20792,40
uct-100000-self-play,12,leader_trend_2_secured_objective_margin,31,47,0.322581,0.0,0.148936,0.0,0.20462,higher_in_reversal,0.20462,41
uct-100000-self-play,12,leader_unsecured_controlled_supply_margin,31,47,-0.774194,-1.0,-0.510638,-1.0,-0.189399,lower_in_reversal,0.189399,42
uct-100000-self-play,12,opponent_recent_4_supply_allocation_change,31,47,0.0,-0.0,-0.06383,-0.0,0.180774,higher_in_reversal,0.180774,43
uct-100000-self-play,12,leader_primary_important_sites_controlled,31,47,1.322581,1.0,1.468085,1.0,-0.178542,lower_in_reversal,0.178542,44
uct-100000-self-play,12,opponent_recent_2_objective_placements,31,47,1.83871,2.0,1.957447,2.0,-0.167681,lower_in_reversal,0.167681,45
uct-100000-self-play,12,opponent_recent_2_supply_placements,31,47,1.16129,1.0,1.042553,1.0,0.167681,higher_in_reversal,0.167681,46
uct-100000-self-play,12,leader_recent_2_all_objective_turn_margin,31,47,0.064516,0.0,0.0,0.0,0.163242,higher_in_reversal,0.163242,47
uct-100000-self-play,12,leader_trend_4_unsecured_control_margin,31,47,0.677419,1.0,0.510638,1.0,0.162033,higher_in_reversal,0.162033,48
uct-100000-self-play,12,opponent_recent_4_important_site_usage,31,47,2.258065,2.0,2.06383,2.0,0.149235,higher_in_reversal,0.149235,49
uct-100000-self-play,12,leader_advantage_objective_margin,31,47,-0.612903,-1.0,-0.808511,-1.0,0.143797,higher_in_reversal,0.143797,50
uct-100000-self-play,12,leader_cumulative_objective_share_margin,31,47,0.017921,0.0,0.022459,0.0,-0.139389,lower_in_reversal,0.139389,51
uct-100000-self-play,12,leader_cumulative_supply_source_usage_margin,31,47,0.322581,0.0,0.404255,0.0,-0.139389,lower_in_reversal,0.139389,52
uct-100000-self-play,12,leader_objective_piece_margin,31,47,0.322581,0.0,0.404255,0.0,-0.139389,lower_in_reversal,0.139389,53
uct-100000-self-play,12,leader_recent_2_objective_share_margin,31,47,0.010753,0.0,-0.021277,0.0,0.136291,higher_in_reversal,0.136291,54
uct-100000-self-play,12,leader_recent_2_supply_source_usage_margin,31,47,0.032258,0.0,-0.06383,0.0,0.136291,higher_in_reversal,0.136291,55
uct-100000-self-play,12,leader_trend_2_objective_piece_margin,31,47,0.032258,0.0,-0.06383,0.0,0.136291,higher_in_reversal,0.136291,56
uct-100000-self-play,12,leader_recent_2_important_site_usage_margin,31,47,-0.096774,0.0,0.042553,0.0,-0.130504,lower_in_reversal,0.130504,57
uct-100000-self-play,12,leader_trend_4_advantage_objective_margin,31,47,-0.580645,-1.0,-0.382979,-1.0,-0.121049,lower_in_reversal,0.121049,58
uct-100000-self-play,12,decisive_layer_advantage_objectives,31,47,0.354839,0.0,0.297872,0.0,0.120709,higher_in_reversal,0.120709,59
uct-100000-self-play,12,leader_primary_important_control_margin,31,47,-0.225806,0.0,-0.06383,0.0,-0.120105,lower_in_reversal,0.120105,60
uct-100000-self-play,12,S23_leader_relative_state,31,47,0.16129,0.0,0.0,0.0,0.117096,higher_in_reversal,0.117096,61
uct-100000-self-play,12,leader_trend_2_important_control_margin,31,47,0.032258,0.0,-0.042553,0.0,0.110425,higher_in_reversal,0.110425,62
uct-100000-self-play,12,contested_supply_count,31,47,5.83871,6.0,5.957447,6.0,-0.110277,lower_in_reversal,0.110277,63
uct-100000-self-play,12,leader_trend_4_support_edge_margin,31,47,-0.129032,0.0,-0.531915,0.0,0.105554,higher_in_reversal,0.105554,64
uct-100000-self-play,12,leader_trend_2_advantage_objective_margin,31,47,-0.096774,0.0,0.06383,0.0,-0.100131,lower_in_reversal,0.100131,65
uct-100000-self-play,12,leader_trend_2_secured_supply_margin,31,47,-0.322581,0.0,-0.276596,0.0,-0.072975,lower_in_reversal,0.072975,66
uct-100000-self-play,12,leader_trend_2_unsecured_control_margin,31,47,0.290323,0.0,0.340426,0.0,-0.071865,lower_in_reversal,0.071865,67
uct-100000-self-play,12,leader_unsecured_controlled_supply,31,47,0.870968,1.0,0.808511,1.0,0.06873,higher_in_reversal,0.06873,68
uct-100000-self-play,12,leader_trend_4_usable_support_edges,31,47,-1.258065,-2.0,-1.468085,-2.0,0.064747,higher_in_reversal,0.064747,69
uct-100000-self-play,12,leader_usable_supply_support_edges,31,47,6.290323,7.0,6.446809,6.0,-0.05994,lower_in_reversal,0.05994,70
uct-100000-self-play,12,S13_leader_relative_state,31,47,-0.290323,0.0,-0.234043,0.0,-0.059146,lower_in_reversal,0.059146,71
uct-100000-self-play,12,opponent_trend_4_usable_support_edges,31,47,-1.129032,-2.0,-0.93617,-1.0,-0.055605,lower_in_reversal,0.055605,72
uct-100000-self-play,12,S12_leader_relative_state,31,47,-0.129032,0.0,-0.191489,0.0,0.055353,higher_in_reversal,0.055353,73
uct-100000-self-play,12,opponent_recent_4_objective_placements,31,47,3.677419,4.0,3.723404,4.0,-0.050041,lower_in_reversal,0.050041,74
uct-100000-self-play,12,opponent_recent_4_supply_placements,31,47,2.322581,2.0,2.276596,2.0,0.050041,higher_in_reversal,0.050041,75
uct-100000-self-play,12,leader_secured_supply,31,47,1.677419,2.0,1.638298,2.0,0.046573,higher_in_reversal,0.046573,76
uct-100000-self-play,12,opponent_recent_2_important_site_usage,31,47,1.096774,1.0,1.12766,1.0,-0.040617,lower_in_reversal,0.040617,77
uct-100000-self-play,12,leader_advantage_objectives,31,47,1.096774,1.0,1.06383,1.0,0.039259,higher_in_reversal,0.039259,78
uct-100000-self-play,12,leader_trend_4_secured_objective_margin,31,47,0.580645,1.0,0.553191,0.0,0.036428,higher_in_reversal,0.036428,79
uct-100000-self-play,12,leader_trend_2_usable_support_edges,31,47,-0.645161,-2.0,-0.744681,-2.0,0.036338,higher_in_reversal,0.036338,80
uct-100000-self-play,12,leader_usable_supply_support_edge_margin,31,47,-1.935484,-2.0,-1.851064,-2.0,-0.030669,lower_in_reversal,0.030669,81
uct-100000-self-play,12,opponent_usable_supply_support_edges,31,47,8.225806,8.0,8.297872,9.0,-0.03061,lower_in_reversal,0.03061,82
uct-100000-self-play,12,leader_trend_4_secured_supply_margin,31,47,-0.548387,-1.0,-0.574468,-1.0,0.028166,higher_in_reversal,0.028166,83
uct-100000-self-play,12,leader_recent_2_objective_placements,31,47,1.870968,2.0,1.893617,2.0,-0.027937,lower_in_reversal,0.027937,84
uct-100000-self-play,12,leader_recent_2_supply_placements,31,47,1.129032,1.0,1.106383,1.0,0.027937,higher_in_reversal,0.027937,85
uct-100000-self-play,12,opponent_primary_important_sites_controlled,31,47,1.548387,2.0,1.531915,2.0,0.018038,higher_in_reversal,0.018038,86
uct-100000-self-play,12,decisive_layer_secured_objectives,31,47,0.645161,1.0,0.638298,1.0,0.014123,higher_in_reversal,0.014123,87
uct-100000-self-play,12,S21_leader_relative_state,31,47,-0.032258,0.0,-0.021277,0.0,-0.008093,lower_in_reversal,0.008093,88
uct-100000-self-play,12,leader_recent_2_mixed_turn_margin,31,47,-0.064516,0.0,-0.06383,0.0,-0.001562,lower_in_reversal,0.001562,89
uct-100000-self-play,16,leader_trend_4_secured_supply_margin,29,49,-0.689655,0.0,-0.081633,0.0,-0.766033,lower_in_reversal,0.766033,1
uct-100000-self-play,16,leader_trend_4_unsecured_control_margin,29,49,0.586207,0.0,-0.163265,0.0,0.647801,higher_in_reversal,0.647801,2
uct-100000-self-play,16,leader_recent_2_all_objective_turn_margin,29,49,-0.103448,0.0,0.142857,0.0,-0.560241,lower_in_reversal,0.560241,3
uct-100000-self-play,16,opponent_usable_supply_support_edges,29,49,6.551724,7.0,5.408163,5.0,0.520388,higher_in_reversal,0.520388,4
uct-100000-self-play,16,leader_trend_2_secured_supply_margin,29,49,-0.413793,0.0,-0.122449,0.0,-0.515243,lower_in_reversal,0.515243,5
uct-100000-self-play,16,leader_recent_2_mixed_turn_margin,29,49,0.137931,0.0,-0.122449,0.0,0.498755,higher_in_reversal,0.498755,6
uct-100000-self-play,16,leader_trend_2_unsecured_control_margin,29,49,0.310345,0.0,-0.102041,0.0,0.495243,higher_in_reversal,0.495243,7
uct-100000-self-play,16,opponent_trend_2_usable_support_edges,29,49,-0.068966,0.0,-1.22449,-1.0,0.469485,higher_in_reversal,0.469485,8
uct-100000-self-play,16,leader_usable_supply_support_edge_margin,29,49,-2.37931,-3.0,-1.183673,-1.0,-0.461473,lower_in_reversal,0.461473,9
uct-100000-self-play,16,leader_secured_objectives,29,49,2.862069,3.0,3.040816,3.0,-0.426221,lower_in_reversal,0.426221,10
uct-100000-self-play,16,live_objectives,29,49,10.931034,11.0,10.632653,11.0,0.356467,higher_in_reversal,0.356467,11
uct-100000-self-play,16,decisive_margin,29,49,1.0,1.0,1.061224,1.0,-0.318046,lower_in_reversal,0.318046,12
uct-100000-self-play,16,leader_recent_4_all_objective_turn_margin,29,49,-0.068966,0.0,0.102041,0.0,-0.315328,lower_in_reversal,0.315328,13
uct-100000-self-play,16,leader_trend_2_support_edge_margin,29,49,-1.655172,-2.0,-0.77551,-1.0,-0.314365,lower_in_reversal,0.314365,14
uct-100000-self-play,16,leader_cumulative_objective_placements,29,49,10.275862,10.0,10.693878,10.0,-0.286136,lower_in_reversal,0.286136,15
uct-100000-self-play,16,leader_cumulative_objective_share,29,49,0.428161,0.416667,0.445578,0.416667,-0.286136,lower_in_reversal,0.286136,16
uct-100000-self-play,16,leader_cumulative_supply_placements,29,49,13.724138,14.0,13.306122,14.0,0.286136,higher_in_reversal,0.286136,17
uct-100000-self-play,16,leader_cumulative_supply_source_usage,29,49,10.275862,10.0,10.693878,10.0,-0.286136,lower_in_reversal,0.286136,18
uct-100000-self-play,16,leader_objective_pieces,29,49,10.275862,10.0,10.693878,10.0,-0.286136,lower_in_reversal,0.286136,19
uct-100000-self-play,16,opponent_trend_4_usable_support_edges,29,49,-1.310345,-2.0,-2.204082,-3.0,0.261145,higher_in_reversal,0.261145,20
uct-100000-self-play,16,opponent_primary_important_sites_controlled,29,49,1.586207,2.0,1.367347,1.0,0.258634,higher_in_reversal,0.258634,21
uct-100000-self-play,16,leader_advantage_objectives,29,49,1.344828,1.0,1.142857,1.0,0.222626,higher_in_reversal,0.222626,22
uct-100000-self-play,16,leader_recent_4_mixed_turn_margin,29,49,0.103448,0.0,-0.040816,0.0,0.220244,higher_in_reversal,0.220244,23
uct-100000-self-play,16,S12_leader_relative_state,29,49,-0.344828,0.0,-0.081633,0.0,-0.218547,lower_in_reversal,0.218547,24
uct-100000-self-play,16,opponent_secured_objectives,29,49,2.206897,2.0,2.326531,2.0,-0.214987,lower_in_reversal,0.214987,25
uct-100000-self-play,16,contested_supply_count,29,49,6.931034,7.0,6.693878,7.0,0.212939,higher_in_reversal,0.212939,26
uct-100000-self-play,16,leader_trend_2_secured_objective_margin,29,49,0.448276,1.0,0.265306,0.0,0.21179,higher_in_reversal,0.21179,27
uct-100000-self-play,16,opponent_unsecured_controlled_supply,29,49,1.344828,1.0,1.55102,2.0,-0.208015,lower_in_reversal,0.208015,28
uct-100000-self-play,16,leader_trend_4_important_control_margin,29,49,-0.103448,0.0,0.040816,0.0,-0.197361,lower_in_reversal,0.197361,29
uct-100000-self-play,16,leader_recent_4_objective_placements,29,49,4.137931,4.0,4.367347,4.0,-0.195333,lower_in_reversal,0.195333,30
uct-100000-self-play,16,leader_recent_4_supply_placements,29,49,1.862069,2.0,1.632653,2.0,0.195333,higher_in_reversal,0.195333,31
uct-100000-self-play,16,decisive_layer_objective_pieces,29,49,0.034483,0.0,0.081633,0.0,-0.190843,lower_in_reversal,0.190843,32
uct-100000-self-play,16,leader_trend_4_secured_objective_margin,29,49,0.482759,1.0,0.306122,0.0,0.187221,higher_in_reversal,0.187221,33
uct-100000-self-play,16,opponent_cumulative_objective_placements,29,49,10.0,10.0,10.285714,10.0,-0.183624,lower_in_reversal,0.183624,34
uct-100000-self-play,16,opponent_cumulative_objective_share,29,49,0.416667,0.416667,0.428571,0.416667,-0.183624,lower_in_reversal,0.183624,35
uct-100000-self-play,16,opponent_cumulative_supply_placements,29,49,14.0,14.0,13.714286,14.0,0.183624,higher_in_reversal,0.183624,36
uct-100000-self-play,16,opponent_cumulative_supply_source_usage,29,49,10.0,10.0,10.285714,10.0,-0.183624,lower_in_reversal,0.183624,37
uct-100000-self-play,16,opponent_objective_pieces,29,49,10.0,10.0,10.285714,10.0,-0.183624,lower_in_reversal,0.183624,38
uct-100000-self-play,16,leader_primary_important_control_margin,29,49,-0.068966,0.0,0.204082,0.0,-0.182662,lower_in_reversal,0.182662,39
uct-100000-self-play,16,leader_trend_4_support_edge_margin,29,49,-1.551724,-1.0,-0.959184,-1.0,-0.169107,lower_in_reversal,0.169107,40
uct-100000-self-play,16,leader_recent_2_objective_share_margin,29,49,0.034483,0.0,0.07483,0.0,-0.168495,lower_in_reversal,0.168495,41
uct-100000-self-play,16,leader_recent_2_supply_source_usage_margin,29,49,0.103448,0.0,0.22449,0.0,-0.168495,lower_in_reversal,0.168495,42
uct-100000-self-play,16,leader_trend_2_objective_piece_margin,29,49,0.103448,0.0,0.22449,0.0,-0.168495,lower_in_reversal,0.168495,43
uct-100000-self-play,16,opponent_secured_supply,29,49,1.655172,2.0,1.530612,2.0,0.166069,higher_in_reversal,0.166069,44
uct-100000-self-play,16,S22_leader_relative_state,29,49,0.0,0.0,0.265306,0.0,-0.165396,lower_in_reversal,0.165396,45
uct-100000-self-play,16,leader_recent_4_objective_placement_margin,29,49,0.103448,0.0,0.244898,0.0,-0.165152,lower_in_reversal,0.165152,46
uct-100000-self-play,16,leader_recent_4_objective_share_margin,29,49,0.017241,0.0,0.040816,0.0,-0.165152,lower_in_reversal,0.165152,47
uct-100000-self-play,16,leader_recent_4_supply_source_usage_margin,29,49,0.103448,0.0,0.244898,0.0,-0.165152,lower_in_reversal,0.165152,48
