"board","experiment_id","game_index","checkpoint","turn_number","cumulative_placements","supply_share","secured_supply","secured_objectives","recent_normalized_entropy","recent_largest_region_share","recent_hhi","recent_region_coverage"
"3x3","3x3-seeded-random","16","0.75","14","42","0.690476","2","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","16","0.9","17","51","0.686275","2","2","0.720572","0.416667","0.250000","0.666667"
"3x3","3x3-seeded-random","17","0.25","5","15","0.866667","0","0","0.598197","0.500000","0.333333","0.555556"
"3x3","3x3-seeded-random","17","0.5","9","27","0.777778","0","0","0.868042","0.166667","0.152778","0.777778"
"3x3","3x3-seeded-random","17","0.75","14","42","0.809524","1","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","17","0.9","17","51","0.725490","3","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","18","0.25","5","15","0.933333","0","0","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","18","0.5","9","27","0.925926","2","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","18","0.75","14","42","0.785714","3","0","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-seeded-random","18","0.9","17","51","0.764706","3","0","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","19","0.25","5","15","0.800000","0","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","19","0.5","9","27","0.814815","0","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","19","0.75","14","42","0.761905","3","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","19","0.9","17","51","0.745098","4","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","20","0.25","5","15","0.866667","1","0","0.447423","0.666667","0.486111","0.444444"
"3x3","3x3-seeded-random","20","0.5","9","27","0.703704","1","0","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","20","0.75","14","42","0.619048","1","2","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","20","0.9","17","51","0.607843","2","2","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","21","0.25","5","15","0.866667","0","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","21","0.5","9","27","0.703704","1","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","21","0.75","14","42","0.666667","4","1","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","21","0.9","17","51","0.607843","4","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","22","0.25","5","15","0.866667","0","0","0.880930","0.250000","0.166667","0.888889"
"3x3","3x3-seeded-random","22","0.5","9","27","0.703704","1","0","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","22","0.75","14","42","0.666667","3","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","22","0.9","17","51","0.627451","3","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","23","0.25","5","15","0.866667","0","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","23","0.5","9","27","0.851852","3","0","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","23","0.75","14","42","0.809524","4","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","23","0.9","17","51","0.725490","5","2","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","24","0.25","5","15","0.866667","0","0","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","24","0.5","9","27","0.740741","1","0","0.973197","0.166667","0.125000","1.000000"
"3x3","3x3-seeded-random","24","0.75","14","42","0.642857","3","0","0.700727","0.416667","0.263889","0.666667"
"3x3","3x3-seeded-random","24","0.9","17","51","0.647059","3","1","0.670620","0.333333","0.250000","0.555556"
"3x3","3x3-seeded-random","25","0.25","5","15","0.800000","0","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","25","0.5","9","27","0.777778","2","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","25","0.75","14","42","0.785714","4","0","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-seeded-random","25","0.9","17","51","0.725490","5","2","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","26","0.25","5","15","0.933333","0","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","26","0.5","9","27","0.814815","1","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","26","0.75","14","42","0.809524","3","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","26","0.9","17","51","0.823529","5","0","0.657732","0.333333","0.263889","0.555556"
"3x3","3x3-seeded-random","27","0.25","5","15","0.933333","0","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","27","0.5","9","27","0.777778","1","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","27","0.75","14","42","0.785714","1","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","27","0.9","17","51","0.725490","3","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","28","0.25","5","15","0.866667","0","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","28","0.5","9","27","0.740741","0","0","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-seeded-random","28","0.75","14","42","0.642857","0","1","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","28","0.9","17","51","0.607843","3","1","0.723197","0.250000","0.208333","0.555556"
"3x3","3x3-seeded-random","29","0.25","5","15","0.733333","0","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","29","0.5","9","27","0.777778","0","0","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","29","0.75","14","42","0.619048","0","1","0.690465","0.333333","0.236111","0.555556"
"3x3","3x3-seeded-random","29","0.9","17","51","0.607843","0","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","30","0.25","5","15","0.866667","0","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","30","0.5","9","27","0.814815","1","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","30","0.75","14","42","0.690476","1","1","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","30","0.9","17","51","0.686275","2","1","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","31","0.25","5","15","0.733333","1","0","0.670620","0.333333","0.250000","0.555556"
"3x3","3x3-seeded-random","31","0.5","9","27","0.703704","1","0","0.720572","0.416667","0.250000","0.666667"
"3x3","3x3-seeded-random","31","0.75","14","42","0.666667","2","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","31","0.9","17","51","0.666667","5","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","32","0.25","5","15","0.866667","0","0","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","32","0.5","9","27","0.740741","0","0","0.723197","0.250000","0.208333","0.555556"
"3x3","3x3-seeded-random","32","0.75","14","42","0.785714","2","1","0.710310","0.333333","0.250000","0.666667"
"3x3","3x3-seeded-random","32","0.9","17","51","0.764706","3","1","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","33","0.25","5","15","0.733333","0","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","33","0.5","9","27","0.740741","1","0","0.868042","0.166667","0.152778","0.777778"
"3x3","3x3-seeded-random","33","0.75","14","42","0.690476","2","1","0.545620","0.500000","0.347222","0.444444"
"3x3","3x3-seeded-random","33","0.9","17","51","0.705882","3","2","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","34","0.25","5","15","0.800000","0","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","34","0.5","9","27","0.814815","0","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","34","0.75","14","42","0.690476","1","2","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","34","0.9","17","51","0.745098","3","2","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","35","0.25","5","15","0.866667","0","0","0.657732","0.333333","0.263889","0.555556"
"3x3","3x3-seeded-random","35","0.5","9","27","0.777778","0","0","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","35","0.75","14","42","0.785714","0","0","0.648149","0.416667","0.277778","0.555556"
"3x3","3x3-seeded-random","35","0.9","17","51","0.745098","2","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","36","0.25","5","15","0.866667","0","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","36","0.5","9","27","0.777778","1","0","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-seeded-random","36","0.75","14","42","0.761905","1","1","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","36","0.9","17","51","0.745098","2","1","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","37","0.25","5","15","0.866667","0","0","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","37","0.5","9","27","0.851852","1","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","37","0.75","14","42","0.809524","2","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","37","0.9","17","51","0.745098","3","1","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","38","0.25","5","15","0.800000","0","0","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","38","0.5","9","27","0.777778","1","0","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-seeded-random","38","0.75","14","42","0.690476","2","0","0.868042","0.166667","0.152778","0.777778"
"3x3","3x3-seeded-random","38","0.9","17","51","0.705882","4","1","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","39","0.25","5","15","0.800000","0","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","39","0.5","9","27","0.629630","1","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","39","0.75","14","42","0.595238","2","4","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","39","0.9","17","51","0.588235","2","5","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","40","0.25","5","15","0.933333","1","0","0.615417","0.416667","0.305556","0.555556"
"3x3","3x3-seeded-random","40","0.5","9","27","0.814815","2","0","0.667994","0.416667","0.263889","0.555556"
"3x3","3x3-seeded-random","40","0.75","14","42","0.714286","3","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","40","0.9","17","51","0.666667","4","2","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","41","0.25","5","15","0.933333","0","0","0.585310","0.333333","0.291667","0.444444"
"3x3","3x3-seeded-random","41","0.5","9","27","0.851852","0","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","41","0.75","14","42","0.785714","3","0","0.561740","0.583333","0.388889","0.555556"
"3x3","3x3-seeded-random","41","0.9","17","51","0.745098","5","1","0.667994","0.416667","0.263889","0.555556"
"3x3","3x3-seeded-random","42","0.25","5","15","0.866667","0","0","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-seeded-random","42","0.5","9","27","0.814815","1","0","0.670620","0.500000","0.305556","0.666667"
"3x3","3x3-seeded-random","42","0.75","14","42","0.738095","4","1","0.868042","0.333333","0.180556","0.888889"
"3x3","3x3-seeded-random","42","0.9","17","51","0.705882","4","1","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","43","0.25","5","15","0.866667","0","0","0.720572","0.416667","0.250000","0.666667"
"3x3","3x3-seeded-random","43","0.5","9","27","0.777778","1","0","0.615417","0.416667","0.305556","0.555556"
"3x3","3x3-seeded-random","43","0.75","14","42","0.642857","2","2","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","43","0.9","17","51","0.666667","4","2","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","44","0.25","5","15","0.933333","0","0","0.618042","0.500000","0.319444","0.555556"
"3x3","3x3-seeded-random","44","0.5","9","27","0.814815","2","0","0.720572","0.416667","0.250000","0.666667"
"3x3","3x3-seeded-random","44","0.75","14","42","0.738095","2","1","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","44","0.9","17","51","0.686275","3","2","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","45","0.25","5","15","0.866667","0","0","0.723197","0.250000","0.208333","0.555556"
"3x3","3x3-seeded-random","45","0.5","9","27","0.740741","0","1","0.670620","0.500000","0.305556","0.666667"
"3x3","3x3-seeded-random","45","0.75","14","42","0.738095","2","1","0.720572","0.416667","0.250000","0.666667"
"3x3","3x3-seeded-random","45","0.9","17","51","0.764706","3","1","0.703352","0.250000","0.222222","0.555556"
"3x3","3x3-seeded-random","46","0.25","5","15","1.000000","0","0","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","46","0.5","9","27","0.888889","2","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","46","0.75","14","42","0.833333","4","1","0.868042","0.166667","0.152778","0.777778"
"3x3","3x3-seeded-random","46","0.9","17","51","0.803922","5","1","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","47","0.25","5","15","0.800000","0","0","0.670620","0.333333","0.250000","0.555556"
"3x3","3x3-seeded-random","47","0.5","9","27","0.703704","1","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","47","0.75","14","42","0.595238","1","1","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","47","0.9","17","51","0.588235","1","2","0.773149","0.416667","0.236111","0.777778"
"3x3","3x3-seeded-random","48","0.25","5","15","0.733333","0","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","48","0.5","9","27","0.740741","0","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","48","0.75","14","42","0.666667","3","1","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","48","0.9","17","51","0.647059","4","2","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","49","0.25","5","15","0.866667","0","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","49","0.5","9","27","0.777778","1","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","49","0.75","14","42","0.738095","2","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","49","0.9","17","51","0.666667","3","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","50","0.25","5","15","1.000000","0","0","0.618042","0.500000","0.319444","0.555556"
"3x3","3x3-seeded-random","50","0.5","9","27","0.851852","0","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","50","0.75","14","42","0.714286","2","1","0.667994","0.416667","0.263889","0.555556"
"3x3","3x3-seeded-random","50","0.9","17","51","0.725490","5","2","0.720572","0.416667","0.250000","0.666667"
"3x3","3x3-seeded-random","51","0.25","5","15","0.800000","0","0","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","51","0.5","9","27","0.777778","0","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","51","0.75","14","42","0.738095","2","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","51","0.9","17","51","0.705882","2","1","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","52","0.25","5","15","0.933333","1","0","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-seeded-random","52","0.5","9","27","0.814815","1","0","0.773149","0.416667","0.236111","0.777778"
"3x3","3x3-seeded-random","52","0.75","14","42","0.714286","1","0","0.404007","0.583333","0.458333","0.333333"
"3x3","3x3-seeded-random","52","0.9","17","51","0.686275","3","1","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","53","0.25","5","15","0.800000","0","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","53","0.5","9","27","0.814815","1","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","53","0.75","14","42","0.809524","3","0","0.703352","0.250000","0.222222","0.555556"
"3x3","3x3-seeded-random","53","0.9","17","51","0.725490","4","1","0.973197","0.166667","0.125000","1.000000"
"3x3","3x3-seeded-random","54","0.25","5","15","0.733333","0","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","54","0.5","9","27","0.666667","1","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","54","0.75","14","42","0.666667","2","0","0.657732","0.333333","0.263889","0.555556"
"3x3","3x3-seeded-random","54","0.9","17","51","0.666667","3","2","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","55","0.25","5","15","0.733333","0","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","55","0.5","9","27","0.814815","2","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","55","0.75","14","42","0.738095","4","0","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","55","0.9","17","51","0.705882","4","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","56","0.25","5","15","1.000000","2","0","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-seeded-random","56","0.5","9","27","0.962963","2","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","56","0.75","14","42","0.809524","5","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","56","0.9","17","51","0.705882","5","1","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","57","0.25","5","15","0.933333","0","0","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","57","0.5","9","27","0.703704","0","0","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","57","0.75","14","42","0.642857","0","2","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","57","0.9","17","51","0.627451","1","3","0.795620","0.333333","0.208333","0.777778"
"3x3","3x3-seeded-random","58","0.25","5","15","0.866667","0","0","0.973197","0.166667","0.125000","1.000000"
"3x3","3x3-seeded-random","58","0.5","9","27","0.740741","1","0","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","58","0.75","14","42","0.619048","3","1","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","58","0.9","17","51","0.627451","3","3","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","59","0.25","5","15","0.800000","0","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","59","0.5","9","27","0.814815","1","0","0.920620","0.166667","0.138889","0.888889"
"3x3","3x3-seeded-random","59","0.75","14","42","0.761905","3","0","0.795620","0.250000","0.180556","0.666667"
"3x3","3x3-seeded-random","59","0.9","17","51","0.705882","4","1","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","60","0.25","5","15","0.733333","0","0","0.848197","0.250000","0.166667","0.777778"
"3x3","3x3-seeded-random","60","0.5","9","27","0.703704","2","0","0.900775","0.250000","0.152778","0.888889"
"3x3","3x3-seeded-random","60","0.75","14","42","0.690476","3","0","0.815465","0.333333","0.194444","0.777778"
"3x3","3x3-seeded-random","60","0.9","17","51","0.666667","3","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","61","0.25","5","15","0.933333","0","0","0.880930","0.250000","0.166667","0.888889"
"3x3","3x3-seeded-random","61","0.5","9","27","0.851852","1","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","61","0.75","14","42","0.738095","3","3","0.775775","0.250000","0.194444","0.666667"
"3x3","3x3-seeded-random","61","0.9","17","51","0.705882","3","3","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","62","0.25","5","15","0.866667","0","0","0.755930","0.250000","0.208333","0.666667"
"3x3","3x3-seeded-random","62","0.5","9","27","0.851852","1","0","0.762887","0.333333","0.208333","0.666667"
"3x3","3x3-seeded-random","62","0.75","14","42","0.761905","3","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","62","0.9","17","51","0.764706","4","1","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","63","0.25","5","15","0.933333","0","0","0.828352","0.250000","0.180556","0.777778"
"3x3","3x3-seeded-random","63","0.5","9","27","0.814815","2","0","0.743042","0.333333","0.222222","0.666667"
"3x3","3x3-seeded-random","63","0.75","14","42","0.738095","3","1","0.920620","0.166667","0.138889","0.888889"
