"board","search_level","window_turns","metric","games","value","median","ci_low","ci_high","primary"
"6x6","uct-1000","4","mean_focus_persistence","50","1.046347","1.047619","1.031129","1.063057","true"
"6x6","uct-1000","4","mean_focus_switch_distance","50","2.080127","2.000000","1.961227","2.197439","true"
"3x3","seeded-random","2","mean_active_regions","100","2.598889","2.583334","2.515556","2.672778","false"
"3x3","seeded-random","2","multi_active_turn_rate","100","0.799444","0.833333","0.779444","0.817778","false"
"3x3","seeded-random","2","longest_multi_active_run","100","13.070000","14.000000","12.520000","13.620000","false"
"3x3","seeded-random","2","longest_multi_active_run_fraction","100","0.726111","0.777778","0.695556","0.758333","false"
"3x3","seeded-random","2","mean_multi_active_run","100","11.526667","13.000000","10.653333","12.393333","false"
"3x3","seeded-random","2","mean_multi_active_run_fraction","100","0.640370","0.722222","0.592963","0.685092","false"
"3x3","seeded-random","2","mean_both_invested_regions","100","0.725000","0.722222","0.689444","0.762222","false"
"3x3","seeded-random","2","multi_both_invested_turn_rate","100","0.123889","0.111111","0.106667","0.142778","false"
"3x3","seeded-random","2","mixed_leadership_turn_rate","100","0.665555","0.722222","0.632778","0.696667","false"
"3x3","seeded-random","2","longest_mixed_leadership_run","100","11.640000","13.000000","11.040000","12.270000","false"
"3x3","seeded-random","2","longest_mixed_leadership_run_fraction","100","0.646667","0.722222","0.611111","0.681667","false"
"3x3","seeded-random","2","mean_mixed_leadership_run","100","11.270000","13.000000","10.525000","11.965000","false"
"3x3","seeded-random","2","mean_mixed_leadership_run_fraction","100","0.626111","0.722222","0.585833","0.665555","false"
"3x3","seeded-random","2","mean_p1_led_regions","100","2.028333","2.027778","1.915556","2.147778","false"
"3x3","seeded-random","2","mean_p2_led_regions","100","1.601667","1.611111","1.476111","1.717778","false"
"3x3","seeded-random","2","mean_led_regions","100","3.630000","3.611111","3.483889","3.780000","false"
"3x3","seeded-random","2","mean_opposition_breadth","100","1.283333","1.277778","1.194444","1.376667","false"
"3x3","seeded-random","2","mean_opportunity_adjusted_activity","100","2.535979","2.543872","2.442523","2.627404","false"
"3x3","seeded-random","2","focus_switch_rate","79","0.787869","1.000000","0.712236","0.854114","false"
"3x3","seeded-random","2","focus_eligible_fraction","100","0.108824","0.117647","0.090588","0.127059","false"
"3x3","seeded-random","2","no_dominant_turn_rate","100","0.662778","0.666667","0.640556","0.685000","false"
"3x3","seeded-random","2","mean_focus_persistence","100","1.075714","1.000000","1.049714","1.105643","false"
"3x3","seeded-random","2","mean_focus_switch_distance","73","1.916895","2.000000","1.752511","2.084703","false"
"3x3","uct-0100","2","mean_active_regions","100","2.483333","2.444444","2.400000","2.568333","false"
"3x3","uct-0100","2","multi_active_turn_rate","100","0.781111","0.833333","0.756667","0.803333","false"
"3x3","uct-0100","2","longest_multi_active_run","100","11.800000","12.000000","11.060000","12.560000","false"
"3x3","uct-0100","2","longest_multi_active_run_fraction","100","0.655556","0.666667","0.613889","0.697778","false"
"3x3","uct-0100","2","mean_multi_active_run","100","9.590000","7.500000","8.675000","10.518333","false"
"3x3","uct-0100","2","mean_multi_active_run_fraction","100","0.532778","0.416667","0.480000","0.587130","false"
"3x3","uct-0100","2","mean_both_invested_regions","100","0.753333","0.777778","0.717778","0.787222","false"
"3x3","uct-0100","2","multi_both_invested_turn_rate","100","0.144445","0.111111","0.129445","0.161111","false"
"3x3","uct-0100","2","mixed_leadership_turn_rate","100","0.746667","0.777778","0.725555","0.765000","false"
"3x3","uct-0100","2","longest_mixed_leadership_run","100","13.320000","14.000000","12.910000","13.710000","false"
"3x3","uct-0100","2","longest_mixed_leadership_run_fraction","100","0.740000","0.777778","0.718889","0.761111","false"
"3x3","uct-0100","2","mean_mixed_leadership_run","100","13.091667","14.000000","12.566667","13.556667","false"
"3x3","uct-0100","2","mean_mixed_leadership_run_fraction","100","0.727315","0.777778","0.697778","0.753055","false"
"3x3","uct-0100","2","mean_p1_led_regions","100","2.383333","2.333333","2.275000","2.492778","false"
"3x3","uct-0100","2","mean_p2_led_regions","100","2.043333","2.055556","1.946111","2.143333","false"
"3x3","uct-0100","2","mean_led_regions","100","4.426667","4.500000","4.283889","4.573889","false"
"3x3","uct-0100","2","mean_opposition_breadth","100","1.751667","1.777778","1.676667","1.829445","false"
"3x3","uct-0100","2","mean_opportunity_adjusted_activity","100","2.496078","2.499334","2.395205","2.603988","false"
"3x3","uct-0100","2","focus_switch_rate","86","0.828378","1.000000","0.764507","0.887486","false"
"3x3","uct-0100","2","focus_eligible_fraction","100","0.125883","0.117647","0.108824","0.144118","false"
"3x3","uct-0100","2","no_dominant_turn_rate","100","0.653889","0.666667","0.635000","0.673333","false"
"3x3","uct-0100","2","mean_focus_persistence","100","1.065012","1.000000","1.042607","1.089440","false"
"3x3","uct-0100","2","mean_focus_switch_distance","80","2.024167","2.000000","1.876875","2.181875","false"
"3x3","uct-0500","2","mean_active_regions","100","2.237222","2.222222","2.163889","2.309445","false"
"3x3","uct-0500","2","multi_active_turn_rate","100","0.761111","0.777778","0.733333","0.786667","false"
"3x3","uct-0500","2","longest_multi_active_run","100","11.020000","11.000000","10.240000","11.810000","false"
"3x3","uct-0500","2","longest_multi_active_run_fraction","100","0.612222","0.611111","0.569444","0.656111","false"
"3x3","uct-0500","2","mean_multi_active_run","100","9.366167","7.500000","8.452333","10.360000","false"
"3x3","uct-0500","2","mean_multi_active_run_fraction","100","0.520343","0.416667","0.470528","0.575093","false"
"3x3","uct-0500","2","mean_both_invested_regions","100","0.809444","0.833333","0.771111","0.848333","false"
"3x3","uct-0500","2","multi_both_invested_turn_rate","100","0.162222","0.166667","0.146667","0.179444","false"
"3x3","uct-0500","2","mixed_leadership_turn_rate","100","0.778333","0.833333","0.763889","0.791666","false"
"3x3","uct-0500","2","longest_mixed_leadership_run","100","13.920000","15.000000","13.630000","14.190000","false"
"3x3","uct-0500","2","longest_mixed_leadership_run_fraction","100","0.773333","0.833333","0.757778","0.788333","false"
"3x3","uct-0500","2","mean_mixed_leadership_run","100","13.680000","15.000000","13.260000","14.070000","false"
"3x3","uct-0500","2","mean_mixed_leadership_run_fraction","100","0.760000","0.833333","0.737778","0.782778","false"
"3x3","uct-0500","2","mean_p1_led_regions","100","2.695000","2.611111","2.621111","2.773333","false"
"3x3","uct-0500","2","mean_p2_led_regions","100","2.153333","2.138889","2.060000","2.241111","false"
"3x3","uct-0500","2","mean_led_regions","100","4.848333","4.888889","4.717222","4.977778","false"
"3x3","uct-0500","2","mean_opposition_breadth","100","2.007222","2.055556","1.927222","2.081111","false"
"3x3","uct-0500","2","mean_opportunity_adjusted_activity","100","2.286126","2.232808","2.191853","2.376493","false"
"3x3","uct-0500","2","focus_switch_rate","89","0.840142","1.000000","0.786209","0.886303","false"
"3x3","uct-0500","2","focus_eligible_fraction","100","0.164706","0.176471","0.143530","0.185294","false"
"3x3","uct-0500","2","no_dominant_turn_rate","100","0.597222","0.555556","0.574444","0.620000","false"
"3x3","uct-0500","2","mean_focus_persistence","100","1.074413","1.000000","1.052671","1.098464","false"
"3x3","uct-0500","2","mean_focus_switch_distance","87","1.826793","2.000000","1.704160","1.958046","false"
"3x3","uct-1000","2","mean_active_regions","100","2.047222","2.055556","1.966667","2.123333","false"
"3x3","uct-1000","2","multi_active_turn_rate","100","0.718889","0.722222","0.690000","0.747778","false"
"3x3","uct-1000","2","longest_multi_active_run","100","9.200000","9.000000","8.430000","10.010000","false"
"3x3","uct-1000","2","longest_multi_active_run_fraction","100","0.511111","0.500000","0.465556","0.554444","false"
"3x3","uct-1000","2","mean_multi_active_run","100","7.035833","5.500000","6.171667","7.938333","false"
"3x3","uct-1000","2","mean_multi_active_run_fraction","100","0.390880","0.305556","0.343056","0.440880","false"
"3x3","uct-1000","2","mean_both_invested_regions","100","0.863889","0.888889","0.829444","0.896111","false"
"3x3","uct-1000","2","multi_both_invested_turn_rate","100","0.181667","0.166667","0.162222","0.201111","false"
"3x3","uct-1000","2","mixed_leadership_turn_rate","100","0.798889","0.833333","0.787222","0.810000","false"
"3x3","uct-1000","2","longest_mixed_leadership_run","100","14.290000","15.000000","14.040000","14.530000","false"
"3x3","uct-1000","2","longest_mixed_leadership_run_fraction","100","0.793889","0.833333","0.781111","0.807222","false"
"3x3","uct-1000","2","mean_mixed_leadership_run","100","14.120000","15.000000","13.740000","14.460000","false"
"3x3","uct-1000","2","mean_mixed_leadership_run_fraction","100","0.784444","0.833333","0.763333","0.801666","false"
"3x3","uct-1000","2","mean_p1_led_regions","100","2.600000","2.555556","2.519444","2.678333","false"
"3x3","uct-1000","2","mean_p2_led_regions","100","2.211111","2.222222","2.130000","2.283333","false"
"3x3","uct-1000","2","mean_led_regions","100","4.811111","4.833333","4.673889","4.938333","false"
"3x3","uct-1000","2","mean_opposition_breadth","100","2.037778","2.055556","1.965000","2.108889","false"
"3x3","uct-1000","2","mean_opportunity_adjusted_activity","100","2.147216","2.137852","2.053126","2.243631","false"
"3x3","uct-1000","2","focus_switch_rate","94","0.733625","0.833333","0.665400","0.793617","false"
"3x3","uct-1000","2","focus_eligible_fraction","100","0.189412","0.176471","0.164706","0.216471","false"
"3x3","uct-1000","2","no_dominant_turn_rate","100","0.580000","0.611111","0.554444","0.606111","false"
"3x3","uct-1000","2","mean_focus_persistence","100","1.130020","1.087121","1.096350","1.168679","false"
"3x3","uct-1000","2","mean_focus_switch_distance","85","1.925210","2.000000","1.781625","2.072017","false"
"4x4","seeded-random","2","mean_active_regions","100","3.075417","3.125000","2.992500","3.155000","false"
"4x4","seeded-random","2","multi_active_turn_rate","100","0.855833","0.875000","0.840000","0.871250","false"
"4x4","seeded-random","2","longest_multi_active_run","100","18.970000","20.000000","18.270000","19.700000","false"
"4x4","seeded-random","2","longest_multi_active_run_fraction","100","0.790417","0.833333","0.757500","0.819583","false"
"4x4","seeded-random","2","mean_multi_active_run","100","16.764333","20.000000","15.533333","17.906667","false"
"4x4","seeded-random","2","mean_multi_active_run_fraction","100","0.698514","0.833333","0.648070","0.746639","false"
"4x4","seeded-random","2","mean_both_invested_regions","100","0.753750","0.750000","0.719583","0.786667","false"
"4x4","seeded-random","2","multi_both_invested_turn_rate","100","0.130000","0.125000","0.115417","0.145833","false"
"4x4","seeded-random","2","mixed_leadership_turn_rate","100","0.747917","0.791667","0.727917","0.765833","false"
"4x4","seeded-random","2","longest_mixed_leadership_run","100","17.660000","19.000000","17.100000","18.180000","false"
"4x4","seeded-random","2","longest_mixed_leadership_run_fraction","100","0.735833","0.791667","0.712500","0.757500","false"
"4x4","seeded-random","2","mean_mixed_leadership_run","100","17.041667","19.000000","16.266667","17.745000","false"
"4x4","seeded-random","2","mean_mixed_leadership_run_fraction","100","0.710070","0.791667","0.676320","0.740000","false"
"4x4","seeded-random","2","mean_p1_led_regions","100","2.254583","2.208333","2.128333","2.385000","false"
"4x4","seeded-random","2","mean_p2_led_regions","100","1.933333","1.958333","1.812083","2.054583","false"
"4x4","seeded-random","2","mean_led_regions","100","4.187917","4.208333","4.037500","4.345000","false"
"4x4","seeded-random","2","mean_opposition_breadth","100","1.552500","1.541667","1.463333","1.644167","false"
"4x4","seeded-random","2","mean_opportunity_adjusted_activity","100","3.040514","3.107911","2.954035","3.127688","false"
"4x4","seeded-random","2","focus_switch_rate","76","0.899123","1.000000","0.849781","0.944079","false"
"4x4","seeded-random","2","focus_eligible_fraction","100","0.077826","0.086957","0.064783","0.091739","false"
"4x4","seeded-random","2","no_dominant_turn_rate","100","0.718333","0.708333","0.699583","0.736250","false"
"4x4","seeded-random","2","mean_focus_persistence","100","1.030544","1.000000","1.017385","1.045639","false"
"4x4","seeded-random","2","mean_focus_switch_distance","75","2.056556","2.000000","1.886444","2.230889","false"
"4x4","uct-0100","2","mean_active_regions","100","2.877500","2.875000","2.787917","2.969167","false"
"4x4","uct-0100","2","multi_active_turn_rate","100","0.833333","0.833333","0.817917","0.847917","false"
"4x4","uct-0100","2","longest_multi_active_run","100","18.140000","19.000000","17.390000","18.910000","false"
"4x4","uct-0100","2","longest_multi_active_run_fraction","100","0.755833","0.791667","0.722500","0.787500","false"
"4x4","uct-0100","2","mean_multi_active_run","100","15.635000","19.000000","14.450000","16.780000","false"
"4x4","uct-0100","2","mean_multi_active_run_fraction","100","0.651458","0.791667","0.604931","0.698958","false"
"4x4","uct-0100","2","mean_both_invested_regions","100","0.709583","0.708333","0.680417","0.737083","false"
"4x4","uct-0100","2","multi_both_invested_turn_rate","100","0.127500","0.125000","0.113750","0.141667","false"
"4x4","uct-0100","2","mixed_leadership_turn_rate","100","0.798750","0.812500","0.783333","0.813333","false"
"4x4","uct-0100","2","longest_mixed_leadership_run","100","18.770000","19.000000","18.220000","19.270000","false"
"4x4","uct-0100","2","longest_mixed_leadership_run_fraction","100","0.782083","0.791667","0.760833","0.802500","false"
"4x4","uct-0100","2","mean_mixed_leadership_run","100","17.705333","19.000000","16.817000","18.540000","false"
"4x4","uct-0100","2","mean_mixed_leadership_run_fraction","100","0.737722","0.791667","0.699694","0.771958","false"
"4x4","uct-0100","2","mean_p1_led_regions","100","2.555833","2.604166","2.451250","2.668750","false"
"4x4","uct-0100","2","mean_p2_led_regions","100","2.131667","2.125000","2.048750","2.214583","false"
"4x4","uct-0100","2","mean_led_regions","100","4.687500","4.687500","4.565417","4.821667","false"
"4x4","uct-0100","2","mean_opposition_breadth","100","1.852917","1.875000","1.779583","1.923750","false"
"4x4","uct-0100","2","mean_opportunity_adjusted_activity","100","2.954974","2.948481","2.855320","3.049369","false"
"4x4","uct-0100","2","focus_switch_rate","89","0.954494","1.000000","0.931648","0.975843","false"
"4x4","uct-0100","2","focus_eligible_fraction","100","0.117391","0.130435","0.103478","0.131304","false"
"4x4","uct-0100","2","no_dominant_turn_rate","100","0.649583","0.666667","0.628750","0.670417","false"
"4x4","uct-0100","2","mean_focus_persistence","100","1.017311","1.000000","1.009694","1.025707","false"
"4x4","uct-0100","2","mean_focus_switch_distance","89","1.970225","2.000000","1.837453","2.116961","false"
"4x4","uct-0500","2","mean_active_regions","100","2.616250","2.645834","2.527500","2.697500","false"
"4x4","uct-0500","2","multi_active_turn_rate","100","0.807917","0.833333","0.787500","0.827500","false"
"4x4","uct-0500","2","longest_multi_active_run","100","16.470000","18.000000","15.500000","17.420000","false"
"4x4","uct-0500","2","longest_multi_active_run_fraction","100","0.686250","0.750000","0.644167","0.726667","false"
"4x4","uct-0500","2","mean_multi_active_run","100","13.639333","10.500000","12.310167","14.945000","false"
"4x4","uct-0500","2","mean_multi_active_run_fraction","100","0.568306","0.437500","0.516632","0.621250","false"
"4x4","uct-0500","2","mean_both_invested_regions","100","0.761250","0.750000","0.729167","0.792083","false"
"4x4","uct-0500","2","multi_both_invested_turn_rate","100","0.142500","0.125000","0.129167","0.157083","false"
"4x4","uct-0500","2","mixed_leadership_turn_rate","100","0.825000","0.833333","0.812500","0.836667","false"
"4x4","uct-0500","2","longest_mixed_leadership_run","100","19.590000","20.000000","19.230000","19.930000","false"
"4x4","uct-0500","2","longest_mixed_leadership_run_fraction","100","0.816250","0.833333","0.800833","0.830833","false"
"4x4","uct-0500","2","mean_mixed_leadership_run","100","18.548333","20.000000","17.751667","19.295000","false"
"4x4","uct-0500","2","mean_mixed_leadership_run_fraction","100","0.772847","0.833333","0.740417","0.804583","false"
"4x4","uct-0500","2","mean_p1_led_regions","100","2.686667","2.625000","2.576250","2.801250","false"
"4x4","uct-0500","2","mean_p2_led_regions","100","2.283333","2.333333","2.175417","2.384583","false"
"4x4","uct-0500","2","mean_led_regions","100","4.970000","5.041667","4.820417","5.117500","false"
"4x4","uct-0500","2","mean_opposition_breadth","100","1.970000","2.041667","1.893333","2.053333","false"
"4x4","uct-0500","2","mean_opportunity_adjusted_activity","100","2.755280","2.799517","2.651892","2.851424","false"
"4x4","uct-0500","2","focus_switch_rate","95","0.870453","1.000000","0.828248","0.907945","false"
"4x4","uct-0500","2","focus_eligible_fraction","100","0.144783","0.130435","0.125652","0.165217","false"
"4x4","uct-0500","2","no_dominant_turn_rate","100","0.633750","0.645833","0.613333","0.653333","false"
"4x4","uct-0500","2","mean_focus_persistence","100","1.055019","1.000000","1.037783","1.073171","false"
"4x4","uct-0500","2","mean_focus_switch_distance","94","1.851258","2.000000","1.733688","1.974911","false"
"4x4","uct-1000","2","mean_active_regions","100","2.440000","2.458333","2.358333","2.521250","false"
"4x4","uct-1000","2","multi_active_turn_rate","100","0.785833","0.791667","0.763750","0.807083","false"
"4x4","uct-1000","2","longest_multi_active_run","100","14.940000","15.000000","13.940000","15.950000","false"
"4x4","uct-1000","2","longest_multi_active_run_fraction","100","0.622500","0.625000","0.583750","0.664583","false"
"4x4","uct-1000","2","mean_multi_active_run","100","11.874667","9.750000","10.644667","13.117333","false"
"4x4","uct-1000","2","mean_multi_active_run_fraction","100","0.494778","0.406250","0.443944","0.547104","false"
"4x4","uct-1000","2","mean_both_invested_regions","100","0.773333","0.791667","0.742083","0.803333","false"
"4x4","uct-1000","2","multi_both_invested_turn_rate","100","0.139167","0.125000","0.124167","0.155417","false"
"4x4","uct-1000","2","mixed_leadership_turn_rate","100","0.837083","0.875000","0.827500","0.846250","false"
"4x4","uct-1000","2","longest_mixed_leadership_run","100","19.990000","21.000000","19.750000","20.250000","false"
"4x4","uct-1000","2","longest_mixed_leadership_run_fraction","100","0.832917","0.875000","0.821250","0.842917","false"
"4x4","uct-1000","2","mean_mixed_leadership_run","100","19.140000","21.000000","18.430000","19.755000","false"
"4x4","uct-1000","2","mean_mixed_leadership_run_fraction","100","0.797500","0.875000","0.769375","0.824375","false"
"4x4","uct-1000","2","mean_p1_led_regions","100","2.595417","2.604166","2.501250","2.688333","false"
"4x4","uct-1000","2","mean_p2_led_regions","100","2.237500","2.166667","2.140000","2.334167","false"
"4x4","uct-1000","2","mean_led_regions","100","4.832917","4.791667","4.708333","4.959167","false"
"4x4","uct-1000","2","mean_opposition_breadth","100","1.948333","1.958333","1.879583","2.020417","false"
"4x4","uct-1000","2","mean_opportunity_adjusted_activity","100","2.649902","2.632831","2.555831","2.745379","false"
"4x4","uct-1000","2","focus_switch_rate","99","0.828198","0.900000","0.783109","0.871171","false"
"4x4","uct-1000","2","focus_eligible_fraction","100","0.212174","0.217391","0.192174","0.232609","false"
"4x4","uct-1000","2","no_dominant_turn_rate","100","0.568333","0.583333","0.548333","0.589583","false"
"4x4","uct-1000","2","mean_focus_persistence","100","1.088948","1.074176","1.068007","1.111413","false"
"4x4","uct-1000","2","mean_focus_switch_distance","96","1.820437","1.775000","1.726562","1.911620","false"
"6x6","seeded-random","2","mean_active_regions","100","3.809375","3.812500","3.760208","3.863333","false"
"6x6","seeded-random","2","multi_active_turn_rate","100","0.928333","0.937500","0.921458","0.935417","false"
"6x6","seeded-random","2","longest_multi_active_run","100","43.250000","44.000000","42.500000","43.930000","false"
"6x6","seeded-random","2","longest_multi_active_run_fraction","100","0.901042","0.916667","0.885833","0.915000","false"
"6x6","seeded-random","2","mean_multi_active_run","100","36.541667","44.000000","34.148333","38.836667","false"
"6x6","seeded-random","2","mean_multi_active_run_fraction","100","0.761285","0.916667","0.712465","0.807986","false"
"6x6","seeded-random","2","mean_both_invested_regions","100","0.779375","0.770833","0.758333","0.799583","false"
"6x6","seeded-random","2","multi_both_invested_turn_rate","100","0.137500","0.145833","0.127500","0.148125","false"
"6x6","seeded-random","2","mixed_leadership_turn_rate","100","0.847292","0.854167","0.833958","0.858958","false"
"6x6","seeded-random","2","longest_mixed_leadership_run","100","40.190000","41.000000","39.420000","40.920000","false"
"6x6","seeded-random","2","longest_mixed_leadership_run_fraction","100","0.837292","0.854167","0.820417","0.851667","false"
"6x6","seeded-random","2","mean_mixed_leadership_run","100","37.960000","41.000000","36.260000","39.530000","false"
"6x6","seeded-random","2","mean_mixed_leadership_run_fraction","100","0.790833","0.854167","0.755833","0.824479","false"
"6x6","seeded-random","2","mean_p1_led_regions","100","3.257083","3.322917","3.125625","3.379375","false"
"6x6","seeded-random","2","mean_p2_led_regions","100","2.685833","2.645834","2.561667","2.803958","false"
"6x6","seeded-random","2","mean_led_regions","100","5.942917","6.020833","5.840417","6.046875","false"
"6x6","seeded-random","2","mean_opposition_breadth","100","2.271042","2.250000","2.191875","2.350625","false"
"6x6","seeded-random","2","mean_opportunity_adjusted_activity","100","3.818385","3.824434","3.754619","3.878172","false"
"6x6","seeded-random","2","focus_switch_rate","96","0.872429","1.000000","0.832292","0.908048","false"
"6x6","seeded-random","2","focus_eligible_fraction","100","0.098085","0.085106","0.087660","0.108298","false"
"6x6","seeded-random","2","no_dominant_turn_rate","100","0.687917","0.708333","0.672917","0.702292","false"
"6x6","seeded-random","2","mean_focus_persistence","100","1.036547","1.000000","1.027652","1.045895","false"
"6x6","seeded-random","2","mean_focus_switch_distance","95","1.939582","2.000000","1.826194","2.054686","false"
"6x6","uct-0100","2","mean_active_regions","50","3.815833","3.864584","3.740417","3.881667","false"
"6x6","uct-0100","2","multi_active_turn_rate","50","0.925417","0.937500","0.914167","0.935417","false"
"6x6","uct-0100","2","longest_multi_active_run","50","43.120000","44.000000","42.000000","44.040000","false"
"6x6","uct-0100","2","longest_multi_active_run_fraction","50","0.898333","0.916667","0.874583","0.917917","false"
"6x6","uct-0100","2","mean_multi_active_run","50","37.320000","44.000000","34.110000","40.400000","false"
"6x6","uct-0100","2","mean_multi_active_run_fraction","50","0.777500","0.916667","0.712083","0.840417","false"
"6x6","uct-0100","2","mean_both_invested_regions","50","0.766667","0.770833","0.735000","0.798333","false"
"6x6","uct-0100","2","multi_both_invested_turn_rate","50","0.148333","0.145833","0.132917","0.164583","false"
"6x6","uct-0100","2","mixed_leadership_turn_rate","50","0.871667","0.875000","0.858333","0.884583","false"
"6x6","uct-0100","2","longest_mixed_leadership_run","50","40.980000","42.000000","39.940000","41.900000","false"
"6x6","uct-0100","2","longest_mixed_leadership_run_fraction","50","0.853750","0.875000","0.833333","0.873333","false"
"6x6","uct-0100","2","mean_mixed_leadership_run","50","37.120000","41.500000","34.580000","39.610000","false"
"6x6","uct-0100","2","mean_mixed_leadership_run_fraction","50","0.773333","0.864583","0.718542","0.823750","false"
"6x6","uct-0100","2","mean_p1_led_regions","50","3.197083","3.250000","3.039583","3.353333","false"
"6x6","uct-0100","2","mean_p2_led_regions","50","2.849167","2.843750","2.695833","3.004167","false"
"6x6","uct-0100","2","mean_led_regions","50","6.046250","6.072916","5.873333","6.220417","false"
"6x6","uct-0100","2","mean_opposition_breadth","50","2.444167","2.458333","2.335000","2.556250","false"
"6x6","uct-0100","2","mean_opportunity_adjusted_activity","50","3.850855","3.857350","3.767928","3.930555","false"
"6x6","uct-0100","2","focus_switch_rate","50","0.905476","1.000000","0.848167","0.955119","false"
"6x6","uct-0100","2","focus_eligible_fraction","50","0.085957","0.085106","0.073192","0.098723","false"
"6x6","uct-0100","2","no_dominant_turn_rate","50","0.708333","0.729167","0.690417","0.725417","false"
"6x6","uct-0100","2","mean_focus_persistence","50","1.026461","1.000000","1.014288","1.039919","false"
"6x6","uct-0100","2","mean_focus_switch_distance","49","1.957256","2.000000","1.806932","2.117104","false"
"6x6","uct-0500","2","mean_active_regions","50","3.513750","3.562500","3.410417","3.613750","false"
"6x6","uct-0500","2","multi_active_turn_rate","50","0.922500","0.937500","0.910417","0.933750","false"
"6x6","uct-0500","2","longest_multi_active_run","50","42.220000","43.500000","40.760000","43.520000","false"
"6x6","uct-0500","2","longest_multi_active_run_fraction","50","0.879583","0.906250","0.846667","0.906667","false"
"6x6","uct-0500","2","mean_multi_active_run","50","33.400000","41.500000","29.566667","36.946667","false"
"6x6","uct-0500","2","mean_multi_active_run_fraction","50","0.695833","0.864583","0.623820","0.771111","false"
"6x6","uct-0500","2","mean_both_invested_regions","50","0.727500","0.750000","0.699167","0.755833","false"
"6x6","uct-0500","2","multi_both_invested_turn_rate","50","0.121250","0.125000","0.109167","0.133333","false"
"6x6","uct-0500","2","mixed_leadership_turn_rate","50","0.890417","0.895833","0.879167","0.900833","false"
"6x6","uct-0500","2","longest_mixed_leadership_run","50","42.500000","43.000000","41.900000","43.100000","false"
"6x6","uct-0500","2","longest_mixed_leadership_run_fraction","50","0.885417","0.895833","0.872083","0.897917","false"
"6x6","uct-0500","2","mean_mixed_leadership_run","50","41.110000","43.000000","39.210000","42.730000","false"
"6x6","uct-0500","2","mean_mixed_leadership_run_fraction","50","0.856458","0.895833","0.816042","0.889375","false"
"6x6","uct-0500","2","mean_p1_led_regions","50","3.352083","3.385416","3.192500","3.501250","false"
"6x6","uct-0500","2","mean_p2_led_regions","50","3.087500","3.020834","2.929167","3.257917","false"
"6x6","uct-0500","2","mean_led_regions","50","6.439583","6.479167","6.292083","6.582917","false"
"6x6","uct-0500","2","mean_opposition_breadth","50","2.595417","2.625000","2.504583","2.690833","false"
"6x6","uct-0500","2","mean_opportunity_adjusted_activity","50","3.544088","3.537257","3.433574","3.648845","false"
"6x6","uct-0500","2","focus_switch_rate","50","0.915668","1.000000","0.884176","0.945047","false"
"6x6","uct-0500","2","focus_eligible_fraction","50","0.145106","0.148936","0.126383","0.164681","false"
"6x6","uct-0500","2","no_dominant_turn_rate","50","0.628750","0.645833","0.607500","0.650417","false"
"6x6","uct-0500","2","mean_focus_persistence","50","1.035291","1.000000","1.022763","1.048659","false"
"6x6","uct-0500","2","mean_focus_switch_distance","50","2.110442","2.062500","1.985386","2.238368","false"
"6x6","uct-1000","2","mean_active_regions","50","3.401667","3.520833","3.310417","3.483333","false"
"6x6","uct-1000","2","multi_active_turn_rate","50","0.911667","0.916667","0.898333","0.924583","false"
"6x6","uct-1000","2","longest_multi_active_run","50","41.320000","43.000000","39.660000","42.840000","false"
"6x6","uct-1000","2","longest_multi_active_run_fraction","50","0.860833","0.895833","0.825417","0.892083","false"
"6x6","uct-1000","2","mean_multi_active_run","50","34.068667","43.000000","30.380667","37.670000","false"
"6x6","uct-1000","2","mean_multi_active_run_fraction","50","0.709764","0.895833","0.630361","0.782083","false"
"6x6","uct-1000","2","mean_both_invested_regions","50","0.721250","0.697917","0.678333","0.760833","false"
"6x6","uct-1000","2","multi_both_invested_turn_rate","50","0.117917","0.104167","0.100833","0.136250","false"
"6x6","uct-1000","2","mixed_leadership_turn_rate","50","0.906250","0.916667","0.897500","0.914583","false"
"6x6","uct-1000","2","longest_mixed_leadership_run","50","43.340000","44.000000","42.880000","43.800000","false"
"6x6","uct-1000","2","longest_mixed_leadership_run_fraction","50","0.902917","0.916667","0.892917","0.912083","false"
"6x6","uct-1000","2","mean_mixed_leadership_run","50","41.810000","44.000000","39.870000","43.360000","false"
"6x6","uct-1000","2","mean_mixed_leadership_run_fraction","50","0.871042","0.916667","0.827917","0.903333","false"
"6x6","uct-1000","2","mean_p1_led_regions","50","3.420417","3.395833","3.270000","3.580833","false"
"6x6","uct-1000","2","mean_p2_led_regions","50","3.140000","3.135416","3.007917","3.271667","false"
"6x6","uct-1000","2","mean_led_regions","50","6.560417","6.593750","6.408750","6.707500","false"
"6x6","uct-1000","2","mean_opposition_breadth","50","2.720417","2.729166","2.626667","2.812083","false"
"6x6","uct-1000","2","mean_opportunity_adjusted_activity","50","3.451240","3.537123","3.339082","3.553479","false"
"6x6","uct-1000","2","focus_switch_rate","50","0.894507","0.900000","0.857634","0.926603","false"
"6x6","uct-1000","2","focus_eligible_fraction","50","0.149787","0.148936","0.134042","0.165532","false"
"6x6","uct-1000","2","no_dominant_turn_rate","50","0.616250","0.604167","0.599167","0.635000","false"
"6x6","uct-1000","2","mean_focus_persistence","50","1.046347","1.047619","1.031632","1.063791","false"
"6x6","uct-1000","2","mean_focus_switch_distance","50","2.080127","2.000000","1.958608","2.201349","false"
"3x3","seeded-random","6","mean_active_regions","100","4.041111","4.055556","3.911667","4.164444","false"
