"board","experiment_id","search_level","game_index","window_turns","turns","mean_active_regions","multi_active_turn_rate","longest_multi_active_run","longest_multi_active_run_fraction","mean_multi_active_run","mean_multi_active_run_fraction","mean_both_invested_regions","multi_both_invested_turn_rate","mixed_leadership_turn_rate","longest_mixed_leadership_run","longest_mixed_leadership_run_fraction","mean_mixed_leadership_run","mean_mixed_leadership_run_fraction","mean_p1_led_regions","mean_p2_led_regions","mean_led_regions","mean_opposition_breadth","mean_opportunity_adjusted_activity","opportunity_adjustment_regions","focus_switches","focus_eligible_pairs","focus_eligible_fraction","focus_switch_rate","no_dominant_turn_rate","mean_focus_persistence","mean_focus_switch_distance"
"3x3","3x3-uct-1000","uct-1000","72","4","18","2.333333","0.777778","9","0.500000","7.000000","0.388889","1.833333","0.666667","0.722222","13","0.722222","13.000000","0.722222","2.722222","2.055556","4.777778","2.000000","2.408327","9","1","1","0.058824","1.000000","0.611111","1.000000","1.000000"
"3x3","3x3-uct-1000","uct-1000","73","4","18","2.111111","0.888889","11","0.611111","8.000000","0.444444","1.388889","0.444444","0.833333","15","0.833333","15.000000","0.833333","3.000000","2.722222","5.722222","2.611111","1.988644","9","4","6","0.352941","0.666667","0.388889","1.222222","1.750000"
"3x3","3x3-uct-1000","uct-1000","74","4","18","1.444444","0.388889","6","0.333333","3.500000","0.194444","1.277778","0.333333","0.722222","13","0.722222","13.000000","0.722222","2.500000","1.888889","4.388889","1.833333","2.064971","9","4","5","0.294118","0.800000","0.500000","1.125000","2.750000"
"3x3","3x3-uct-1000","uct-1000","75","4","18","3.277778","0.833333","15","0.833333","15.000000","0.833333","2.000000","0.555556","0.833333","15","0.833333","15.000000","0.833333","2.555556","2.166667","4.722222","1.833333","2.797031","9","0","1","0.058824","0.000000","0.666667","1.200000",""
"3x3","3x3-uct-1000","uct-1000","76","4","18","2.444444","0.833333","13","0.722222","7.500000","0.416667","1.777778","0.666667","0.722222","13","0.722222","13.000000","0.722222","2.333333","2.611111","4.944444","2.111111","2.399927","9","1","1","0.058824","1.000000","0.611111","1.000000","3.000000"
"3x3","3x3-uct-1000","uct-1000","77","4","18","1.944444","0.666667","6","0.333333","4.000000","0.222222","1.444444","0.555556","0.833333","15","0.833333","15.000000","0.833333","2.611111","2.388889","5.000000","2.222222","2.552032","9","3","5","0.294118","0.600000","0.388889","1.222222","2.333333"
"3x3","3x3-uct-1000","uct-1000","78","4","18","3.000000","0.944444","17","0.944444","17.000000","0.944444","1.944444","0.666667","0.722222","13","0.722222","13.000000","0.722222","3.444444","1.111111","4.555556","1.111111","3.437570","9","0","1","0.058824","0.000000","0.666667","1.200000",""
"3x3","3x3-uct-1000","uct-1000","79","4","18","2.722222","0.833333","15","0.833333","15.000000","0.833333","1.722222","0.611111","0.833333","15","0.833333","15.000000","0.833333","2.111111","2.111111","4.222222","1.833333","2.938122","9","0","1","0.058824","0.000000","0.722222","1.250000",""
"3x3","3x3-uct-1000","uct-1000","80","4","18","3.222222","0.944444","17","0.944444","17.000000","0.944444","2.055556","0.833333","0.833333","15","0.833333","15.000000","0.833333","2.555556","1.944444","4.500000","1.888889","3.051845","9","1","5","0.294118","0.200000","0.555556","2.000000","3.000000"
"3x3","3x3-uct-1000","uct-1000","81","4","18","1.888889","0.666667","9","0.500000","6.000000","0.333333","1.777778","0.611111","0.833333","15","0.833333","15.000000","0.833333","3.000000","2.222222","5.222222","2.222222","2.007752","9","1","1","0.058824","1.000000","0.722222","1.000000","1.000000"
"3x3","3x3-uct-1000","uct-1000","82","4","18","1.888889","0.777778","9","0.500000","4.666667","0.259259","1.666667","0.666667","0.722222","13","0.722222","13.000000","0.722222","2.666667","2.111111","4.777778","2.111111","2.075213","9","5","7","0.411765","0.714286","0.388889","1.222222","1.600000"
"3x3","3x3-uct-1000","uct-1000","83","4","18","2.611111","0.944444","17","0.944444","17.000000","0.944444","2.222222","0.777778","0.722222","13","0.722222","13.000000","0.722222","2.333333","1.611111","3.944444","1.611111","2.725976","9","1","1","0.058824","1.000000","0.666667","1.000000","2.000000"
"3x3","3x3-uct-1000","uct-1000","84","4","18","3.611111","0.888889","12","0.666667","8.000000","0.444444","2.055556","0.777778","0.833333","15","0.833333","15.000000","0.833333","2.611111","2.055556","4.666667","2.055556","3.970359","9","7","7","0.411765","1.000000","0.333333","1.000000","1.285714"
"3x3","3x3-uct-1000","uct-1000","85","4","18","3.166667","0.944444","17","0.944444","17.000000","0.944444","1.666667","0.500000","0.833333","15","0.833333","15.000000","0.833333","2.611111","2.277778","4.888889","2.222222","3.357030","9","1","1","0.058824","1.000000","0.777778","1.000000","2.000000"
"3x3","3x3-uct-1000","uct-1000","86","4","18","2.277778","0.888889","16","0.888889","16.000000","0.888889","1.500000","0.500000","0.833333","15","0.833333","15.000000","0.833333","3.111111","2.555556","5.666667","2.500000","2.287717","9","4","4","0.235294","1.000000","0.611111","1.000000","3.250000"
"3x3","3x3-uct-1000","uct-1000","87","4","18","2.500000","0.722222","13","0.722222","13.000000","0.722222","1.500000","0.500000","0.833333","15","0.833333","15.000000","0.833333","3.222222","2.666667","5.888889","2.611111","3.115079","9","1","1","0.058824","1.000000","0.555556","1.000000","2.000000"
"3x3","3x3-uct-1000","uct-1000","88","4","18","3.222222","0.777778","14","0.777778","14.000000","0.777778","2.000000","0.777778","0.833333","15","0.833333","15.000000","0.833333","2.777778","1.833333","4.611111","1.833333","3.527390","9","3","3","0.176471","1.000000","0.611111","1.000000","1.666667"
"3x3","3x3-uct-1000","uct-1000","89","4","18","4.055556","0.944444","17","0.944444","17.000000","0.944444","1.666667","0.500000","0.611111","11","0.611111","11.000000","0.611111","2.277778","1.666667","3.944444","1.500000","4.512938","9","3","3","0.176471","1.000000","0.666667","1.000000","1.666667"
"3x3","3x3-uct-1000","uct-1000","90","4","18","2.833333","0.944444","17","0.944444","17.000000","0.944444","1.833333","0.722222","0.833333","15","0.833333","15.000000","0.833333","3.000000","2.444444","5.444444","2.388889","2.921737","9","2","3","0.176471","0.666667","0.611111","1.166667","2.000000"
"3x3","3x3-uct-1000","uct-1000","91","4","18","3.722222","0.944444","17","0.944444","17.000000","0.944444","2.222222","0.888889","0.833333","15","0.833333","15.000000","0.833333","2.055556","1.777778","3.833333","1.666667","3.407712","9","0","1","0.058824","0.000000","0.722222","1.250000",""
"3x3","3x3-uct-1000","uct-1000","92","4","18","3.444444","0.888889","16","0.888889","16.000000","0.888889","2.055556","0.833333","0.833333","15","0.833333","15.000000","0.833333","2.222222","1.833333","4.055556","1.777778","4.126351","9","2","2","0.117647","1.000000","0.666667","1.000000","2.500000"
"3x3","3x3-uct-1000","uct-1000","93","4","18","3.777778","0.888889","16","0.888889","16.000000","0.888889","1.944444","0.611111","0.833333","15","0.833333","15.000000","0.833333","3.388889","2.444444","5.833333","2.444444","3.984305","9","3","4","0.235294","0.750000","0.611111","1.166667","1.333333"
"3x3","3x3-uct-1000","uct-1000","94","4","18","2.500000","0.722222","13","0.722222","13.000000","0.722222","1.722222","0.666667","0.833333","15","0.833333","15.000000","0.833333","2.444444","2.388889","4.833333","2.055556","2.564898","9","2","4","0.235294","0.500000","0.500000","1.285714","3.000000"
"3x3","3x3-uct-1000","uct-1000","95","4","18","2.666667","0.944444","17","0.944444","17.000000","0.944444","1.888889","0.666667","0.777778","11","0.611111","7.000000","0.388889","2.444444","1.777778","4.222222","1.666667","2.848252","9","5","5","0.294118","1.000000","0.555556","1.000000","2.000000"
"3x3","3x3-uct-1000","uct-1000","96","4","18","2.722222","0.833333","15","0.833333","15.000000","0.833333","1.611111","0.555556","0.833333","15","0.833333","15.000000","0.833333","2.888889","2.833333","5.722222","2.611111","2.345632","9","1","1","0.058824","1.000000","0.666667","1.000000","2.000000"
"3x3","3x3-uct-1000","uct-1000","97","4","18","2.666667","0.888889","16","0.888889","16.000000","0.888889","1.666667","0.444444","0.833333","15","0.833333","15.000000","0.833333","3.277778","2.222222","5.500000","2.222222","2.999975","9","1","4","0.235294","0.250000","0.500000","1.500000","1.000000"
"3x3","3x3-uct-1000","uct-1000","98","4","18","2.222222","0.777778","14","0.777778","14.000000","0.777778","1.500000","0.500000","0.833333","15","0.833333","15.000000","0.833333","2.833333","2.888889","5.722222","2.722222","1.981092","9","4","6","0.352941","0.666667","0.388889","1.222222","1.750000"
"3x3","3x3-uct-1000","uct-1000","99","4","18","2.166667","0.777778","7","0.388889","4.666667","0.259259","1.500000","0.500000","0.833333","15","0.833333","15.000000","0.833333","2.277778","2.055556","4.333333","1.944444","2.325551","9","3","3","0.176471","1.000000","0.611111","1.000000","2.000000"
"3x3","3x3-uct-1000","uct-1000","100","4","18","2.444444","0.833333","15","0.833333","15.000000","0.833333","2.333333","0.833333","0.833333","15","0.833333","15.000000","0.833333","2.500000","2.388889","4.888889","1.944444","2.949495","9","2","4","0.235294","0.500000","0.611111","1.400000","1.500000"
"4x4","seeded-random-self-play","seeded-random","1","4","24","5.291667","0.958333","23","0.958333","23.000000","0.958333","2.666667","0.916667","0.666667","15","0.625000","8.000000","0.333333","2.208333","1.500000","3.708333","1.375000","5.343058","9","0","0","0.000000","","0.875000","1.000000",""
"4x4","seeded-random-self-play","seeded-random","2","4","24","4.625000","0.791667","19","0.791667","19.000000","0.791667","1.708333","0.583333","0.500000","12","0.500000","12.000000","0.500000","1.083333","2.666667","3.750000","1.041667","4.612197","9","1","1","0.043478","1.000000","0.708333","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","3","4","24","4.875000","0.916667","22","0.916667","22.000000","0.916667","1.875000","0.750000","0.791667","19","0.791667","19.000000","0.791667","1.833333","2.291667","4.125000","1.500000","4.630660","9","0","0","0.000000","","0.708333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","4","4","24","4.083333","0.875000","21","0.875000","21.000000","0.875000","1.583333","0.500000","0.875000","21","0.875000","21.000000","0.875000","3.250000","2.083333","5.333333","2.083333","3.893640","9","1","2","0.086957","0.500000","0.708333","1.166667","2.000000"
"4x4","seeded-random-self-play","seeded-random","5","4","24","4.791667","0.875000","21","0.875000","21.000000","0.875000","2.166667","0.750000","0.625000","12","0.500000","7.500000","0.312500","0.625000","3.041667","3.666667","0.625000","4.770017","9","1","1","0.043478","1.000000","0.666667","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","6","4","24","4.833333","0.916667","22","0.916667","22.000000","0.916667","2.208333","0.708333","0.666667","16","0.666667","16.000000","0.666667","1.541667","1.875000","3.416667","1.333333","5.156315","9","2","4","0.173913","0.500000","0.625000","1.285714","2.000000"
"4x4","seeded-random-self-play","seeded-random","7","4","24","4.750000","0.875000","21","0.875000","21.000000","0.875000","1.875000","0.625000","0.708333","17","0.708333","17.000000","0.708333","1.916667","1.500000","3.416667","1.500000","4.738982","9","0","0","0.000000","","0.958333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","8","4","24","4.791667","0.833333","20","0.833333","20.000000","0.833333","2.000000","0.791667","0.750000","10","0.416667","9.000000","0.375000","1.083333","1.208333","2.291667","0.916667","4.644854","9","1","1","0.043478","1.000000","0.791667","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","9","4","24","5.000000","0.916667","22","0.916667","22.000000","0.916667","2.375000","0.791667","0.791667","19","0.791667","19.000000","0.791667","2.750000","1.958333","4.708333","1.708333","5.226742","9","0","0","0.000000","","0.791667","1.000000",""
"4x4","seeded-random-self-play","seeded-random","10","4","24","3.958333","0.791667","19","0.791667","19.000000","0.791667","1.291667","0.458333","0.875000","21","0.875000","21.000000","0.875000","3.666667","1.458333","5.125000","1.458333","3.903838","9","2","2","0.086957","1.000000","0.666667","1.000000","3.000000"
"4x4","seeded-random-self-play","seeded-random","11","4","24","4.166667","0.875000","21","0.875000","21.000000","0.875000","2.208333","0.750000","0.791667","19","0.791667","19.000000","0.791667","2.833333","2.208333","5.041667","2.083333","3.975221","9","0","0","0.000000","","0.875000","1.000000",""
"4x4","seeded-random-self-play","seeded-random","12","4","24","2.916667","0.541667","12","0.500000","6.500000","0.270833","1.208333","0.416667","0.708333","17","0.708333","17.000000","0.708333","1.666667","1.875000","3.541667","1.458333","2.749685","9","1","1","0.043478","1.000000","0.666667","1.000000","3.000000"
"4x4","seeded-random-self-play","seeded-random","13","4","24","4.000000","0.875000","21","0.875000","21.000000","0.875000","1.500000","0.583333","0.708333","17","0.708333","17.000000","0.708333","1.958333","1.625000","3.583333","1.541667","4.160344","9","1","1","0.043478","1.000000","0.625000","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","14","4","24","4.750000","0.875000","21","0.875000","21.000000","0.875000","1.958333","0.791667","0.833333","13","0.541667","10.000000","0.416667","1.666667","1.375000","3.041667","1.208333","4.622963","9","2","2","0.086957","1.000000","0.625000","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","15","4","24","4.250000","0.916667","22","0.916667","22.000000","0.916667","1.958333","0.791667","0.750000","18","0.750000","18.000000","0.750000","1.250000","3.083333","4.333333","1.250000","4.166017","9","0","0","0.000000","","0.791667","1.000000",""
"4x4","seeded-random-self-play","seeded-random","16","4","24","4.458333","0.875000","21","0.875000","21.000000","0.875000","2.041667","0.750000","0.625000","15","0.625000","15.000000","0.625000","3.250000","1.250000","4.500000","1.250000","4.434976","9","0","0","0.000000","","0.875000","1.000000",""
"4x4","seeded-random-self-play","seeded-random","17","4","24","4.250000","0.875000","21","0.875000","21.000000","0.875000","2.458333","0.791667","0.708333","17","0.708333","17.000000","0.708333","1.583333","1.958333","3.541667","1.250000","4.134292","9","1","1","0.043478","1.000000","0.708333","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","18","4","24","4.791667","0.958333","23","0.958333","23.000000","0.958333","2.708333","0.916667","0.625000","15","0.625000","15.000000","0.625000","2.625000","2.041667","4.666667","2.000000","4.751210","9","0","0","0.000000","","0.791667","1.000000",""
"4x4","seeded-random-self-play","seeded-random","19","4","24","4.083333","0.875000","21","0.875000","21.000000","0.875000","2.000000","0.666667","0.791667","19","0.791667","19.000000","0.791667","2.666667","2.041667","4.708333","1.750000","3.952605","9","0","0","0.000000","","0.833333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","20","4","24","4.500000","0.916667","22","0.916667","22.000000","0.916667","1.833333","0.708333","0.708333","16","0.666667","8.500000","0.354167","1.541667","2.750000","4.291667","1.541667","4.629583","9","0","1","0.043478","0.000000","0.750000","1.200000",""
"4x4","seeded-random-self-play","seeded-random","21","4","24","3.041667","0.791667","19","0.791667","19.000000","0.791667","1.583333","0.500000","0.833333","20","0.833333","20.000000","0.833333","2.375000","2.125000","4.500000","1.958333","3.008904","9","3","4","0.173913","0.750000","0.583333","1.111111","3.000000"
"4x4","seeded-random-self-play","seeded-random","22","4","24","4.541667","0.916667","22","0.916667","22.000000","0.916667","2.166667","0.750000","0.750000","18","0.750000","18.000000","0.750000","1.875000","1.041667","2.916667","0.875000","4.553714","9","1","1","0.043478","1.000000","0.708333","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","23","4","24","3.375000","0.875000","21","0.875000","21.000000","0.875000","1.125000","0.416667","0.791667","19","0.791667","19.000000","0.791667","2.708333","1.333333","4.041667","1.333333","3.141943","9","3","3","0.130435","1.000000","0.666667","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","24","4","24","4.000000","0.875000","21","0.875000","21.000000","0.875000","2.083333","0.583333","0.791667","19","0.791667","19.000000","0.791667","2.083333","1.708333","3.791667","1.625000","3.877335","9","2","2","0.086957","1.000000","0.708333","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","25","4","24","4.500000","0.875000","21","0.875000","21.000000","0.875000","2.416667","0.833333","0.875000","21","0.875000","21.000000","0.875000","2.791667","1.458333","4.250000","1.416667","4.637719","9","0","0","0.000000","","0.875000","1.000000",""
"4x4","seeded-random-self-play","seeded-random","26","4","24","4.750000","0.875000","21","0.875000","21.000000","0.875000","2.583333","0.833333","0.500000","11","0.458333","6.000000","0.250000","3.333333","0.833333","4.166667","0.833333","4.783143","9","2","2","0.086957","1.000000","0.750000","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","27","4","24","4.583333","0.916667","22","0.916667","22.000000","0.916667","2.375000","0.791667","0.833333","20","0.833333","20.000000","0.833333","3.083333","2.250000","5.333333","2.083333","4.740831","9","1","2","0.086957","0.500000","0.666667","1.142857","2.000000"
"4x4","seeded-random-self-play","seeded-random","28","4","24","3.791667","0.958333","23","0.958333","23.000000","0.958333","2.166667","0.833333","0.750000","17","0.708333","9.000000","0.375000","1.500000","1.500000","3.000000","1.041667","3.487894","9","2","2","0.086957","1.000000","0.791667","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","29","4","24","4.125000","0.875000","21","0.875000","21.000000","0.875000","1.666667","0.500000","0.791667","19","0.791667","19.000000","0.791667","3.625000","1.916667","5.541667","1.916667","4.152563","9","1","2","0.086957","0.500000","0.791667","1.250000","2.000000"
"4x4","seeded-random-self-play","seeded-random","30","4","24","2.708333","0.708333","13","0.541667","8.500000","0.354167","1.083333","0.208333","0.875000","21","0.875000","21.000000","0.875000","2.500000","3.166667","5.666667","2.333333","2.585828","9","9","9","0.391304","1.000000","0.375000","1.000000","2.333333"
"4x4","seeded-random-self-play","seeded-random","31","4","24","4.250000","0.875000","21","0.875000","21.000000","0.875000","1.916667","0.708333","0.708333","17","0.708333","17.000000","0.708333","2.208333","1.416667","3.625000","1.375000","4.333287","9","3","3","0.130435","1.000000","0.666667","1.000000","2.333333"
"4x4","seeded-random-self-play","seeded-random","32","4","24","3.333333","0.916667","22","0.916667","22.000000","0.916667","1.666667","0.458333","0.708333","17","0.708333","17.000000","0.708333","2.958333","1.791667","4.750000","1.791667","3.202231","9","1","1","0.043478","1.000000","0.666667","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","33","4","24","4.875000","0.916667","22","0.916667","22.000000","0.916667","2.375000","0.833333","0.791667","19","0.791667","19.000000","0.791667","1.875000","1.875000","3.750000","1.583333","4.712816","9","2","2","0.086957","1.000000","0.666667","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","34","4","24","5.750000","0.916667","22","0.916667","22.000000","0.916667","2.458333","0.750000","0.791667","19","0.791667","19.000000","0.791667","1.583333","2.125000","3.708333","1.208333","5.784056","9","0","0","0.000000","","0.833333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","35","4","24","4.250000","0.791667","19","0.791667","19.000000","0.791667","2.250000","0.791667","0.875000","21","0.875000","21.000000","0.875000","2.791667","1.791667","4.583333","1.791667","4.048313","9","2","3","0.130435","0.666667","0.666667","1.142857","1.500000"
"4x4","seeded-random-self-play","seeded-random","36","4","24","4.833333","0.916667","22","0.916667","22.000000","0.916667","2.166667","0.791667","0.791667","19","0.791667","19.000000","0.791667","3.416667","1.875000","5.291667","1.833333","4.821755","9","1","1","0.043478","1.000000","0.833333","1.000000","4.000000"
"4x4","seeded-random-self-play","seeded-random","37","4","24","3.750000","0.875000","21","0.875000","21.000000","0.875000","1.833333","0.666667","0.791667","19","0.791667","19.000000","0.791667","3.208333","1.541667","4.750000","1.541667","3.519613","9","2","2","0.086957","1.000000","0.791667","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","38","4","24","5.250000","0.875000","21","0.875000","21.000000","0.875000","2.333333","0.875000","0.708333","17","0.708333","17.000000","0.708333","2.458333","1.291667","3.750000","1.291667","5.317956","9","0","0","0.000000","","0.666667","1.000000",""
"4x4","seeded-random-self-play","seeded-random","39","4","24","3.500000","0.875000","21","0.875000","21.000000","0.875000","1.791667","0.625000","0.833333","20","0.833333","20.000000","0.833333","2.416667","2.166667","4.583333","2.041667","3.340561","9","2","3","0.130435","0.666667","0.625000","1.125000","2.500000"
"4x4","seeded-random-self-play","seeded-random","40","4","24","4.833333","0.916667","22","0.916667","22.000000","0.916667","2.125000","0.791667","0.541667","10","0.416667","6.500000","0.270833","1.291667","2.625000","3.916667","1.291667","4.735190","9","0","0","0.000000","","0.833333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","41","4","24","3.250000","0.833333","20","0.833333","20.000000","0.833333","1.625000","0.583333","0.750000","18","0.750000","18.000000","0.750000","1.958333","2.666667","4.625000","1.916667","3.348762","9","2","2","0.086957","1.000000","0.666667","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","42","4","24","4.625000","0.833333","20","0.833333","20.000000","0.833333","2.541667","0.750000","0.875000","21","0.875000","21.000000","0.875000","3.083333","2.666667","5.750000","2.541667","4.810861","9","1","2","0.086957","0.500000","0.750000","1.200000","3.000000"
"4x4","seeded-random-self-play","seeded-random","43","4","24","4.166667","0.875000","21","0.875000","21.000000","0.875000","1.833333","0.666667","0.625000","15","0.625000","15.000000","0.625000","1.958333","0.708333","2.666667","0.708333","3.930264","9","1","1","0.043478","1.000000","0.750000","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","44","4","24","4.791667","0.916667","22","0.916667","22.000000","0.916667","2.625000","0.875000","0.708333","17","0.708333","17.000000","0.708333","2.208333","1.541667","3.750000","1.333333","4.709199","9","1","1","0.043478","1.000000","0.791667","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","45","4","24","4.500000","0.875000","21","0.875000","21.000000","0.875000","2.250000","0.791667","0.708333","17","0.708333","17.000000","0.708333","1.916667","1.833333","3.750000","1.583333","4.407496","9","2","4","0.173913","0.500000","0.625000","1.285714","2.000000"
"4x4","seeded-random-self-play","seeded-random","46","4","24","4.708333","0.916667","22","0.916667","22.000000","0.916667","1.625000","0.541667","0.791667","19","0.791667","19.000000","0.791667","1.541667","1.708333","3.250000","1.291667","4.490883","9","2","2","0.086957","1.000000","0.750000","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","47","4","24","5.583333","0.958333","23","0.958333","23.000000","0.958333","2.333333","0.833333","0.625000","15","0.625000","15.000000","0.625000","1.541667","2.166667","3.708333","1.125000","5.474352","9","2","2","0.086957","1.000000","0.833333","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","48","4","24","3.583333","0.833333","18","0.750000","10.000000","0.416667","1.791667","0.708333","0.875000","21","0.875000","21.000000","0.875000","3.125000","2.333333","5.458333","2.208333","3.521239","9","3","3","0.130435","1.000000","0.708333","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","49","4","24","4.666667","0.916667","22","0.916667","22.000000","0.916667","2.208333","0.750000","0.625000","15","0.625000","15.000000","0.625000","2.583333","1.791667","4.375000","1.750000","4.614608","9","1","1","0.043478","1.000000","0.791667","1.000000","1.000000"
"4x4","seeded-random-self-play","seeded-random","50","4","24","3.791667","0.833333","20","0.833333","20.000000","0.833333","1.750000","0.625000","0.750000","17","0.708333","9.000000","0.375000","2.166667","1.625000","3.791667","1.541667","3.819621","9","5","5","0.217391","1.000000","0.625000","1.000000","2.200000"
"4x4","seeded-random-self-play","seeded-random","51","4","24","5.625000","0.875000","21","0.875000","21.000000","0.875000","2.208333","0.791667","0.791667","19","0.791667","19.000000","0.791667","3.041667","2.291667","5.333333","2.291667","5.767538","9","2","2","0.086957","1.000000","0.666667","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","52","4","24","4.833333","0.875000","21","0.875000","21.000000","0.875000","2.250000","0.791667","0.875000","21","0.875000","21.000000","0.875000","1.666667","1.541667","3.208333","1.250000","5.087583","9","0","0","0.000000","","0.791667","1.000000",""
"4x4","seeded-random-self-play","seeded-random","53","4","24","4.250000","0.916667","22","0.916667","22.000000","0.916667","2.291667","0.791667","0.791667","19","0.791667","19.000000","0.791667","2.000000","2.875000","4.875000","1.958333","4.082818","9","1","2","0.086957","0.500000","0.625000","1.125000","2.000000"
"4x4","seeded-random-self-play","seeded-random","54","4","24","3.958333","0.958333","23","0.958333","23.000000","0.958333","2.208333","0.791667","0.791667","19","0.791667","19.000000","0.791667","1.583333","1.250000","2.833333","1.083333","3.864407","9","1","1","0.043478","1.000000","0.666667","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","55","4","24","4.875000","0.958333","23","0.958333","23.000000","0.958333","2.000000","0.750000","0.833333","20","0.833333","20.000000","0.833333","2.333333","2.541667","4.875000","2.208333","5.040659","9","3","3","0.130435","1.000000","0.625000","1.000000","2.333333"
"4x4","seeded-random-self-play","seeded-random","56","4","24","4.000000","0.833333","20","0.833333","20.000000","0.833333","1.958333","0.625000","0.791667","19","0.791667","19.000000","0.791667","3.583333","1.958333","5.541667","1.958333","3.888438","9","0","0","0.000000","","0.708333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","57","4","24","5.333333","0.958333","23","0.958333","23.000000","0.958333","2.291667","0.875000","0.791667","19","0.791667","19.000000","0.791667","2.000000","1.541667","3.541667","1.500000","5.214488","9","0","0","0.000000","","0.833333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","58","4","24","4.583333","0.916667","22","0.916667","22.000000","0.916667","1.875000","0.708333","0.666667","16","0.666667","16.000000","0.666667","1.000000","3.333333","4.333333","1.000000","4.642795","9","2","3","0.130435","0.666667","0.708333","1.166667","1.000000"
"4x4","seeded-random-self-play","seeded-random","59","4","24","4.416667","0.875000","21","0.875000","21.000000","0.875000","1.500000","0.500000","0.875000","21","0.875000","21.000000","0.875000","3.208333","2.250000","5.458333","2.250000","4.401675","9","0","0","0.000000","","0.708333","1.000000",""
"4x4","seeded-random-self-play","seeded-random","60","4","24","3.916667","0.958333","23","0.958333","23.000000","0.958333","1.750000","0.625000","0.791667","19","0.791667","19.000000","0.791667","2.500000","2.291667","4.791667","2.083333","3.757701","9","1","1","0.043478","1.000000","0.833333","1.000000","3.000000"
"4x4","seeded-random-self-play","seeded-random","61","4","24","4.166667","0.875000","21","0.875000","21.000000","0.875000","1.875000","0.666667","0.750000","18","0.750000","18.000000","0.750000","2.625000","1.916667","4.541667","1.791667","4.263456","9","1","2","0.086957","0.500000","0.750000","1.200000","2.000000"
"4x4","seeded-random-self-play","seeded-random","62","4","24","4.250000","0.916667","22","0.916667","22.000000","0.916667","2.291667","0.750000","0.583333","14","0.583333","14.000000","0.583333","1.416667","2.041667","3.458333","1.208333","4.072130","9","1","1","0.043478","1.000000","0.750000","1.000000","3.000000"
"4x4","seeded-random-self-play","seeded-random","63","4","24","4.583333","0.875000","21","0.875000","21.000000","0.875000","2.250000","0.833333","0.625000","15","0.625000","15.000000","0.625000","2.208333","1.208333","3.416667","1.166667","4.465486","9","4","4","0.173913","1.000000","0.541667","1.000000","1.500000"
"4x4","seeded-random-self-play","seeded-random","64","4","24","4.625000","0.958333","23","0.958333","23.000000","0.958333","2.291667","0.916667","0.875000","21","0.875000","21.000000","0.875000","2.166667","2.166667","4.333333","1.833333","4.694785","9","0","0","0.000000","","0.791667","1.000000",""
"4x4","seeded-random-self-play","seeded-random","65","4","24","4.875000","0.916667","22","0.916667","22.000000","0.916667","2.208333","0.750000","0.791667","19","0.791667","19.000000","0.791667","2.416667","1.291667","3.708333","1.125000","4.772564","9","3","4","0.173913","0.750000","0.583333","1.111111","2.000000"
"4x4","seeded-random-self-play","seeded-random","66","4","24","4.833333","0.958333","23","0.958333","23.000000","0.958333","2.250000","0.791667","0.458333","9","0.375000","3.666667","0.152778","3.208333","0.500000","3.708333","0.458333","4.678846","9","2","2","0.086957","1.000000","0.708333","1.000000","2.000000"
"4x4","seeded-random-self-play","seeded-random","67","4","24","5.041667","0.916667","22","0.916667","22.000000","0.916667","2.250000","0.833333","0.708333","17","0.708333","17.000000","0.708333","1.500000","1.125000","2.625000","1.083333","5.152108","9","1","1","0.043478","1.000000","0.791667","1.000000","4.000000"
