"board","experiment_id","search_level","game_index","window_turns","turns","mean_active_regions","multi_active_turn_rate","longest_multi_active_run","longest_multi_active_run_fraction","mean_multi_active_run","mean_multi_active_run_fraction","mean_both_invested_regions","multi_both_invested_turn_rate","mixed_leadership_turn_rate","longest_mixed_leadership_run","longest_mixed_leadership_run_fraction","mean_mixed_leadership_run","mean_mixed_leadership_run_fraction","mean_p1_led_regions","mean_p2_led_regions","mean_led_regions","mean_opposition_breadth","mean_opportunity_adjusted_activity","opportunity_adjustment_regions","focus_switches","focus_eligible_pairs","focus_eligible_fraction","focus_switch_rate","no_dominant_turn_rate","mean_focus_persistence","mean_focus_switch_distance"
"6x6","6x6-uct-0100","uct-0100","3","2","48","3.937500","0.937500","45","0.937500","45.000000","0.937500","0.791667","0.166667","0.875000","42","0.875000","42.000000","0.875000","2.354167","2.833333","5.187500","2.291667","4.013520","9","4","5","0.106383","0.800000","0.687500","1.071429","2.250000"
"6x6","6x6-uct-0100","uct-0100","4","2","48","3.770833","0.937500","45","0.937500","45.000000","0.937500","0.875000","0.166667","0.895833","43","0.895833","43.000000","0.895833","2.645833","2.979167","5.625000","2.437500","3.708402","9","2","3","0.063830","0.666667","0.708333","1.076923","3.000000"
"6x6","6x6-uct-0100","uct-0100","5","2","48","3.750000","0.937500","42","0.875000","22.500000","0.468750","0.916667","0.229167","0.895833","43","0.895833","43.000000","0.895833","3.145833","2.000000","5.145833","1.916667","3.797499","9","4","4","0.085106","1.000000","0.729167","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","6","2","48","4.104167","0.979167","47","0.979167","47.000000","0.979167","1.000000","0.229167","0.812500","39","0.812500","39.000000","0.812500","3.083333","1.645833","4.729167","1.562500","4.260553","9","1","1","0.021277","1.000000","0.770833","1.000000","1.000000"
"6x6","6x6-uct-0100","uct-0100","7","2","48","3.916667","0.875000","40","0.833333","21.000000","0.437500","0.687500","0.125000","0.895833","43","0.895833","43.000000","0.895833","3.208333","2.895833","6.104167","2.541667","3.921007","9","4","4","0.085106","1.000000","0.729167","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","8","2","48","3.979167","0.958333","38","0.791667","23.000000","0.479167","0.666667","0.104167","0.937500","45","0.937500","45.000000","0.937500","3.062500","3.125000","6.187500","2.666667","4.037893","9","2","2","0.042553","1.000000","0.812500","1.000000","1.500000"
"6x6","6x6-uct-0100","uct-0100","9","2","48","3.916667","0.916667","44","0.916667","44.000000","0.916667","0.750000","0.104167","0.937500","45","0.937500","45.000000","0.937500","4.562500","2.562500","7.125000","2.562500","3.931460","9","2","2","0.042553","1.000000","0.750000","1.000000","1.500000"
"6x6","6x6-uct-0100","uct-0100","10","2","48","3.854167","0.958333","46","0.958333","46.000000","0.958333","0.895833","0.208333","0.916667","43","0.895833","22.000000","0.458333","3.416667","3.020833","6.437500","2.895833","3.848804","9","2","2","0.042553","1.000000","0.791667","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","11","2","48","3.875000","0.979167","47","0.979167","47.000000","0.979167","0.750000","0.145833","0.854167","40","0.833333","20.500000","0.427083","3.750000","2.062500","5.812500","2.020833","3.865896","9","3","3","0.063830","1.000000","0.729167","1.000000","1.333333"
"6x6","6x6-uct-0100","uct-0100","12","2","48","3.812500","0.916667","44","0.916667","44.000000","0.916667","0.895833","0.166667","0.895833","43","0.895833","43.000000","0.895833","3.458333","2.562500","6.020833","2.479167","3.775136","9","2","3","0.063830","0.666667","0.770833","1.100000","1.500000"
"6x6","6x6-uct-0100","uct-0100","13","2","48","3.875000","0.979167","47","0.979167","47.000000","0.979167","0.979167","0.229167","0.916667","44","0.916667","44.000000","0.916667","3.000000","2.666667","5.666667","2.541667","3.807865","9","0","1","0.021277","0.000000","0.812500","1.125000",""
"6x6","6x6-uct-0100","uct-0100","14","2","48","3.770833","0.937500","41","0.854167","22.500000","0.468750","0.604167","0.062500","0.791667","38","0.791667","38.000000","0.791667","2.895833","2.750000","5.645833","2.166667","3.706993","9","7","8","0.170213","0.875000","0.583333","1.052632","1.714286"
"6x6","6x6-uct-0100","uct-0100","15","2","48","3.958333","0.958333","46","0.958333","46.000000","0.958333","0.833333","0.125000","0.895833","43","0.895833","43.000000","0.895833","3.250000","3.229167","6.479167","2.875000","4.075048","9","4","4","0.085106","1.000000","0.729167","1.000000","2.250000"
"6x6","6x6-uct-0100","uct-0100","16","2","48","3.937500","0.958333","46","0.958333","46.000000","0.958333","0.854167","0.145833","0.875000","42","0.875000","42.000000","0.875000","3.333333","3.208333","6.541667","2.625000","3.976619","9","2","2","0.042553","1.000000","0.791667","1.000000","2.500000"
"6x6","6x6-uct-0100","uct-0100","17","2","48","4.000000","0.937500","45","0.937500","45.000000","0.937500","0.854167","0.166667","0.833333","27","0.562500","20.000000","0.416667","2.104167","2.645833","4.750000","1.854167","4.257371","9","1","1","0.021277","1.000000","0.791667","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","18","2","48","3.812500","0.895833","43","0.895833","43.000000","0.895833","0.791667","0.166667","0.916667","44","0.916667","44.000000","0.916667","3.812500","3.541667","7.354167","3.333333","3.953296","9","3","3","0.063830","1.000000","0.708333","1.000000","2.333333"
"6x6","6x6-uct-0100","uct-0100","19","2","48","4.020833","0.937500","45","0.937500","45.000000","0.937500","0.666667","0.104167","0.812500","39","0.812500","39.000000","0.812500","3.500000","2.479167","5.979167","2.416667","4.133793","9","4","4","0.085106","1.000000","0.729167","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","20","2","48","4.083333","0.916667","44","0.916667","44.000000","0.916667","0.770833","0.145833","0.916667","33","0.687500","22.000000","0.458333","3.500000","2.583333","6.083333","2.395833","4.151051","9","5","5","0.106383","1.000000","0.729167","1.000000","1.800000"
"6x6","6x6-uct-0100","uct-0100","21","2","48","3.541667","0.958333","40","0.833333","23.000000","0.479167","0.812500","0.208333","0.895833","42","0.875000","21.500000","0.447917","3.833333","2.354167","6.187500","2.312500","3.496023","9","1","3","0.063830","0.333333","0.729167","1.181818","2.000000"
"6x6","6x6-uct-0100","uct-0100","22","2","48","3.666667","0.875000","42","0.875000","42.000000","0.875000","0.729167","0.187500","0.875000","42","0.875000","42.000000","0.875000","2.500000","3.270833","5.770833","2.375000","3.703674","9","6","8","0.170213","0.750000","0.645833","1.133333","1.833333"
"6x6","6x6-uct-0100","uct-0100","23","2","48","4.270833","0.937500","45","0.937500","45.000000","0.937500","0.750000","0.125000","0.895833","43","0.895833","43.000000","0.895833","3.104167","3.770833","6.875000","2.750000","4.338216","9","1","1","0.021277","1.000000","0.770833","1.000000","4.000000"
"6x6","6x6-uct-0100","uct-0100","24","2","48","3.750000","0.895833","41","0.854167","21.500000","0.447917","0.583333","0.062500","0.937500","45","0.937500","45.000000","0.937500","3.145833","3.458333","6.604167","2.937500","3.802248","9","5","5","0.106383","1.000000","0.645833","1.000000","2.200000"
"6x6","6x6-uct-0100","uct-0100","25","2","48","3.875000","0.895833","43","0.895833","43.000000","0.895833","0.625000","0.104167","0.895833","43","0.895833","43.000000","0.895833","3.395833","2.687500","6.083333","2.562500","3.946033","9","7","7","0.148936","1.000000","0.625000","1.000000","1.571429"
"6x6","6x6-uct-0100","uct-0100","26","2","48","3.916667","0.895833","41","0.854167","21.500000","0.447917","0.895833","0.208333","0.895833","43","0.895833","43.000000","0.895833","3.354167","2.187500","5.541667","2.125000","4.107901","9","3","3","0.063830","1.000000","0.729167","1.000000","1.333333"
"6x6","6x6-uct-0100","uct-0100","27","2","48","3.583333","0.937500","42","0.875000","22.500000","0.468750","1.000000","0.270833","0.812500","39","0.812500","39.000000","0.812500","2.458333","3.104167","5.562500","2.312500","3.431373","9","3","4","0.085106","0.750000","0.625000","1.058824","1.666667"
"6x6","6x6-uct-0100","uct-0100","28","2","48","3.166667","0.875000","39","0.812500","14.000000","0.291667","0.812500","0.145833","0.895833","43","0.895833","43.000000","0.895833","2.458333","3.750000","6.208333","2.395833","3.241395","9","4","5","0.106383","0.800000","0.687500","1.071429","3.000000"
"6x6","6x6-uct-0100","uct-0100","29","2","48","3.770833","0.937500","45","0.937500","45.000000","0.937500","0.812500","0.187500","0.791667","33","0.687500","19.000000","0.395833","2.270833","2.875000","5.145833","1.666667","3.733989","9","5","6","0.127660","0.833333","0.625000","1.058824","2.000000"
"6x6","6x6-uct-0100","uct-0100","30","2","48","3.812500","0.937500","45","0.937500","45.000000","0.937500","0.750000","0.166667","0.916667","44","0.916667","44.000000","0.916667","4.104167","2.458333","6.562500","2.437500","3.829731","9","4","4","0.085106","1.000000","0.729167","1.000000","1.500000"
"6x6","6x6-uct-0100","uct-0100","31","2","48","3.333333","0.875000","42","0.875000","42.000000","0.875000","0.625000","0.125000","0.895833","43","0.895833","43.000000","0.895833","3.750000","2.666667","6.416667","2.562500","3.350726","9","9","9","0.191489","1.000000","0.604167","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","32","2","48","3.541667","0.916667","42","0.875000","22.000000","0.458333","0.583333","0.104167","0.833333","37","0.770833","20.000000","0.416667","3.250000","2.770833","6.020833","2.687500","3.676852","9","9","10","0.212766","0.900000","0.604167","1.055556","1.555556"
"6x6","6x6-uct-0100","uct-0100","33","2","48","3.833333","0.916667","44","0.916667","44.000000","0.916667","0.541667","0.083333","0.812500","39","0.812500","39.000000","0.812500","3.395833","3.041667","6.437500","2.833333","4.129514","9","5","5","0.106383","1.000000","0.666667","1.000000","1.600000"
"6x6","6x6-uct-0100","uct-0100","34","2","48","4.229167","0.958333","43","0.895833","23.000000","0.479167","0.833333","0.229167","0.875000","40","0.833333","21.000000","0.437500","2.125000","2.708333","4.833333","1.875000","4.249956","9","1","1","0.021277","1.000000","0.791667","1.000000","1.000000"
"6x6","6x6-uct-0100","uct-0100","35","2","48","3.562500","0.875000","42","0.875000","42.000000","0.875000","0.687500","0.083333","0.875000","42","0.875000","42.000000","0.875000","3.479167","3.145833","6.625000","3.041667","3.373923","9","6","6","0.127660","1.000000","0.604167","1.000000","2.333333"
"6x6","6x6-uct-0100","uct-0100","36","2","48","3.812500","0.958333","46","0.958333","46.000000","0.958333","0.791667","0.208333","0.729167","35","0.729167","35.000000","0.729167","3.583333","2.041667","5.625000","1.979167","3.776840","9","7","8","0.170213","0.875000","0.604167","1.055556","2.714286"
"6x6","6x6-uct-0100","uct-0100","37","2","48","3.916667","0.937500","45","0.937500","45.000000","0.937500","0.895833","0.229167","0.812500","39","0.812500","39.000000","0.812500","3.937500","2.125000","6.062500","2.125000","3.963260","9","2","3","0.063830","0.666667","0.729167","1.083333","1.000000"
"6x6","6x6-uct-0100","uct-0100","38","2","48","2.916667","0.770833","33","0.687500","18.500000","0.385417","0.604167","0.020833","0.854167","41","0.854167","41.000000","0.854167","3.500000","3.770833","7.270833","3.187500","2.914709","9","5","5","0.106383","1.000000","0.625000","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","39","2","48","4.104167","0.958333","46","0.958333","46.000000","0.958333","0.708333","0.125000","0.833333","40","0.833333","40.000000","0.833333","2.708333","3.312500","6.020833","2.708333","4.205529","9","3","3","0.063830","1.000000","0.708333","1.000000","1.666667"
"6x6","6x6-uct-0100","uct-0100","40","2","48","3.541667","0.916667","26","0.541667","22.000000","0.458333","0.833333","0.166667","0.875000","39","0.812500","14.000000","0.291667","2.833333","3.333333","6.166667","2.666667","3.421477","9","2","2","0.042553","1.000000","0.729167","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","41","2","48","3.708333","0.937500","45","0.937500","45.000000","0.937500","0.645833","0.041667","0.770833","37","0.770833","37.000000","0.770833","3.520833","1.666667","5.187500","1.666667","3.659782","9","2","4","0.085106","0.500000","0.666667","1.142857","2.000000"
"6x6","6x6-uct-0100","uct-0100","42","2","48","4.041667","0.979167","47","0.979167","47.000000","0.979167","0.895833","0.208333","0.833333","40","0.833333","40.000000","0.833333","2.416667","2.562500","4.979167","2.125000","4.121021","9","4","4","0.085106","1.000000","0.708333","1.000000","2.250000"
"6x6","6x6-uct-0100","uct-0100","43","2","48","3.937500","0.937500","45","0.937500","45.000000","0.937500","0.729167","0.104167","0.854167","41","0.854167","41.000000","0.854167","2.958333","2.708333","5.666667","2.458333","4.013676","9","3","3","0.063830","1.000000","0.666667","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","44","2","48","3.604167","0.895833","41","0.854167","21.500000","0.447917","0.750000","0.125000","0.875000","40","0.833333","21.000000","0.437500","3.458333","2.416667","5.875000","2.229167","3.540028","9","3","3","0.063830","1.000000","0.750000","1.000000","1.666667"
"6x6","6x6-uct-0100","uct-0100","45","2","48","3.708333","0.916667","44","0.916667","44.000000","0.916667","0.770833","0.166667","0.916667","44","0.916667","44.000000","0.916667","3.520833","3.250000","6.770833","3.062500","3.795408","9","7","7","0.148936","1.000000","0.708333","1.000000","2.000000"
"6x6","6x6-uct-0100","uct-0100","46","2","48","4.187500","0.958333","46","0.958333","46.000000","0.958333","0.583333","0.145833","0.937500","45","0.937500","45.000000","0.937500","3.520833","2.854167","6.375000","2.479167","4.311661","9","2","2","0.042553","1.000000","0.770833","1.000000","3.000000"
"6x6","6x6-uct-0100","uct-0100","47","2","48","4.062500","0.916667","42","0.875000","22.000000","0.458333","0.770833","0.125000","0.916667","44","0.916667","44.000000","0.916667","2.916667","3.166667","6.083333","2.583333","4.056926","9","2","2","0.042553","1.000000","0.708333","1.000000","2.500000"
"6x6","6x6-uct-0100","uct-0100","48","2","48","4.062500","0.958333","46","0.958333","46.000000","0.958333","0.812500","0.250000","0.833333","40","0.833333","40.000000","0.833333","3.250000","3.395833","6.645833","2.833333","4.199818","9","3","3","0.063830","1.000000","0.770833","1.000000","1.666667"
"6x6","6x6-uct-0100","uct-0100","49","2","48","3.583333","0.937500","45","0.937500","45.000000","0.937500","0.770833","0.125000","0.875000","41","0.854167","21.000000","0.437500","2.708333","3.104167","5.812500","2.291667","3.604536","9","6","6","0.127660","1.000000","0.708333","1.000000","1.833333"
"6x6","6x6-uct-0100","uct-0100","50","2","48","3.895833","0.937500","45","0.937500","45.000000","0.937500","0.708333","0.083333","0.937500","45","0.937500","45.000000","0.937500","2.875000","4.250000","7.125000","2.729167","3.822607","9","2","2","0.042553","1.000000","0.791667","1.000000","1.000000"
"6x6","6x6-uct-0500","uct-0500","1","2","48","3.770833","0.979167","47","0.979167","47.000000","0.979167","0.791667","0.145833","0.875000","42","0.875000","42.000000","0.875000","2.875000","3.333333","6.208333","2.750000","3.848690","9","4","4","0.085106","1.000000","0.708333","1.000000","1.250000"
"6x6","6x6-uct-0500","uct-0500","2","2","48","3.500000","0.979167","47","0.979167","47.000000","0.979167","0.583333","0.145833","0.895833","43","0.895833","43.000000","0.895833","2.854167","4.229167","7.083333","2.708333","3.449211","9","5","5","0.106383","1.000000","0.645833","1.000000","2.000000"
"6x6","6x6-uct-0500","uct-0500","3","2","48","3.625000","0.958333","46","0.958333","46.000000","0.958333","0.729167","0.145833","0.812500","39","0.812500","39.000000","0.812500","3.166667","2.375000","5.541667","2.229167","3.557867","9","12","14","0.297872","0.857143","0.479167","1.086957","2.166667"
"6x6","6x6-uct-0500","uct-0500","4","2","48","3.625000","0.937500","42","0.875000","22.500000","0.468750","0.833333","0.145833","0.854167","41","0.854167","41.000000","0.854167","3.166667","2.937500","6.104167","2.666667","3.625786","9","5","5","0.106383","1.000000","0.604167","1.000000","2.600000"
"6x6","6x6-uct-0500","uct-0500","5","2","48","3.250000","0.895833","41","0.854167","21.500000","0.447917","0.583333","0.062500","0.895833","43","0.895833","43.000000","0.895833","2.916667","3.791667","6.708333","2.750000","3.047792","9","9","9","0.191489","1.000000","0.541667","1.000000","2.333333"
"6x6","6x6-uct-0500","uct-0500","6","2","48","3.770833","0.958333","46","0.958333","46.000000","0.958333","0.583333","0.104167","0.854167","41","0.854167","41.000000","0.854167","3.125000","3.354167","6.479167","2.833333","4.001181","9","5","5","0.106383","1.000000","0.666667","1.000000","2.400000"
"6x6","6x6-uct-0500","uct-0500","7","2","48","3.645833","0.916667","42","0.875000","22.000000","0.458333","0.791667","0.145833","0.937500","45","0.937500","45.000000","0.937500","2.479167","2.187500","4.666667","1.916667","3.669942","9","8","9","0.191489","0.888889","0.583333","1.052632","2.125000"
"6x6","6x6-uct-0500","uct-0500","8","2","48","3.166667","0.895833","36","0.750000","14.333333","0.298611","0.604167","0.083333","0.916667","44","0.916667","44.000000","0.916667","4.187500","2.520833","6.708333","2.500000","3.072491","9","13","13","0.276596","1.000000","0.541667","1.000000","2.153846"
"6x6","6x6-uct-0500","uct-0500","9","2","48","3.354167","0.895833","41","0.854167","21.500000","0.447917","0.770833","0.125000","0.937500","45","0.937500","45.000000","0.937500","3.520833","3.895833","7.416667","3.333333","3.441027","9","7","7","0.148936","1.000000","0.645833","1.000000","1.571429"
"6x6","6x6-uct-0500","uct-0500","10","2","48","3.333333","0.937500","45","0.937500","45.000000","0.937500","0.750000","0.145833","0.916667","44","0.916667","44.000000","0.916667","3.729167","3.208333","6.937500","3.062500","3.380704","9","2","3","0.063830","0.666667","0.687500","1.071429","1.500000"
"6x6","6x6-uct-0500","uct-0500","11","2","48","3.437500","0.916667","40","0.833333","22.000000","0.458333","0.791667","0.104167","0.916667","44","0.916667","44.000000","0.916667","3.458333","2.395833","5.854167","2.333333","3.555332","9","7","7","0.148936","1.000000","0.645833","1.000000","2.142857"
"6x6","6x6-uct-0500","uct-0500","12","2","48","3.479167","0.979167","47","0.979167","47.000000","0.979167","0.750000","0.166667","0.916667","44","0.916667","44.000000","0.916667","3.312500","3.166667","6.479167","2.916667","3.359592","9","6","6","0.127660","1.000000","0.604167","1.000000","2.166667"
"6x6","6x6-uct-0500","uct-0500","13","2","48","3.520833","0.916667","44","0.916667","44.000000","0.916667","0.791667","0.166667","0.895833","43","0.895833","43.000000","0.895833","3.500000","2.395833","5.895833","2.354167","3.414820","9","11","11","0.234043","1.000000","0.562500","1.000000","2.000000"
"6x6","6x6-uct-0500","uct-0500","14","2","48","3.416667","0.875000","36","0.750000","14.000000","0.291667","0.604167","0.062500","0.854167","41","0.854167","41.000000","0.854167","2.020833","4.812500","6.833333","2.000000","3.253255","9","6","8","0.170213","0.750000","0.604167","1.117647","2.500000"
"6x6","6x6-uct-0500","uct-0500","15","2","48","3.520833","0.937500","45","0.937500","45.000000","0.937500","0.708333","0.125000","0.895833","43","0.895833","43.000000","0.895833","2.791667","3.500000","6.291667","2.583333","3.494551","9","3","4","0.085106","0.750000","0.645833","1.062500","1.666667"
"6x6","6x6-uct-0500","uct-0500","16","2","48","3.520833","0.833333","40","0.833333","40.000000","0.833333","0.812500","0.187500","0.895833","43","0.895833","43.000000","0.895833","4.000000","2.520833","6.520833","2.520833","3.465687","9","5","7","0.148936","0.714286","0.583333","1.111111","2.400000"
"6x6","6x6-uct-0500","uct-0500","17","2","48","4.125000","0.958333","46","0.958333","46.000000","0.958333","0.812500","0.166667","0.875000","38","0.791667","21.000000","0.437500","2.791667","3.625000","6.416667","2.625000","4.192359","9","4","4","0.085106","1.000000","0.770833","1.000000","1.250000"
"6x6","6x6-uct-0500","uct-0500","18","2","48","3.395833","0.875000","42","0.875000","42.000000","0.875000","0.812500","0.166667","0.895833","43","0.895833","43.000000","0.895833","3.270833","3.437500","6.708333","3.125000","3.428774","9","5","6","0.127660","0.833333","0.645833","1.062500","2.000000"
"6x6","6x6-uct-0500","uct-0500","19","2","48","4.187500","0.895833","43","0.895833","43.000000","0.895833","0.666667","0.062500","0.812500","39","0.812500","39.000000","0.812500","3.479167","3.791667","7.270833","2.562500","4.268574","9","2","2","0.042553","1.000000","0.770833","1.000000","2.500000"
"6x6","6x6-uct-0500","uct-0500","20","2","48","3.562500","0.916667","44","0.916667","44.000000","0.916667","0.729167","0.104167","0.895833","43","0.895833","43.000000","0.895833","3.041667","1.916667","4.958333","1.875000","3.942048","9","9","9","0.191489","1.000000","0.562500","1.000000","1.555556"
"6x6","6x6-uct-0500","uct-0500","21","2","48","3.645833","0.979167","47","0.979167","47.000000","0.979167","0.729167","0.166667","0.812500","39","0.812500","39.000000","0.812500","3.750000","3.104167","6.854167","2.750000","3.634421","9","8","9","0.191489","0.888889","0.645833","1.062500","1.875000"
"6x6","6x6-uct-0500","uct-0500","22","2","48","2.979167","0.854167","41","0.854167","41.000000","0.854167","0.666667","0.125000","0.916667","44","0.916667","44.000000","0.916667","3.187500","3.666667","6.854167","3.000000","2.847047","9","5","5","0.106383","1.000000","0.687500","1.000000","2.400000"
"6x6","6x6-uct-0500","uct-0500","23","2","48","4.041667","0.958333","46","0.958333","46.000000","0.958333","0.708333","0.104167","0.875000","42","0.875000","42.000000","0.875000","2.937500","2.729167","5.666667","2.145833","4.062912","9","6","7","0.148936","0.857143","0.666667","1.066667","1.833333"
"6x6","6x6-uct-0500","uct-0500","24","2","48","2.812500","0.916667","42","0.875000","22.000000","0.458333","0.604167","0.083333","0.916667","44","0.916667","44.000000","0.916667","3.520833","3.041667","6.562500","2.625000","2.943556","9","9","11","0.234043","0.818182","0.520833","1.095238","2.333333"
"6x6","6x6-uct-0500","uct-0500","25","2","48","2.958333","0.854167","40","0.833333","20.500000","0.427083","0.625000","0.083333","0.937500","45","0.937500","45.000000","0.937500","3.437500","3.666667","7.104167","3.145833","3.015824","9","4","4","0.085106","1.000000","0.666667","1.000000","1.750000"
"6x6","6x6-uct-0500","uct-0500","26","2","48","2.916667","0.937500","37","0.770833","22.500000","0.468750","0.791667","0.083333","0.937500","45","0.937500","45.000000","0.937500","4.104167","2.770833","6.875000","2.666667","2.972947","9","8","10","0.212766","0.800000","0.520833","1.095238","2.250000"
"6x6","6x6-uct-0500","uct-0500","27","2","48","3.666667","0.895833","41","0.854167","21.500000","0.447917","0.770833","0.104167","0.895833","43","0.895833","43.000000","0.895833","3.083333","3.041667","6.125000","2.437500","3.733970","9","3","4","0.085106","0.750000","0.645833","1.062500","1.333333"
"6x6","6x6-uct-0500","uct-0500","28","2","48","3.395833","0.875000","40","0.833333","21.000000","0.437500","0.687500","0.125000","0.895833","43","0.895833","43.000000","0.895833","3.395833","2.791667","6.187500","2.604167","3.455007","9","9","9","0.191489","1.000000","0.562500","1.000000","1.777778"
"6x6","6x6-uct-0500","uct-0500","29","2","48","3.666667","0.979167","47","0.979167","47.000000","0.979167","0.770833","0.104167","0.812500","39","0.812500","39.000000","0.812500","3.770833","2.625000","6.395833","2.625000","3.690339","9","4","4","0.085106","1.000000","0.687500","1.000000","2.500000"
"6x6","6x6-uct-0500","uct-0500","30","2","48","3.770833","0.937500","45","0.937500","45.000000","0.937500","0.645833","0.083333","0.875000","38","0.791667","21.000000","0.437500","3.395833","3.270833","6.666667","2.770833","3.789938","9","6","7","0.148936","0.857143","0.645833","1.062500","2.500000"
"6x6","6x6-uct-0500","uct-0500","31","2","48","3.916667","0.937500","43","0.895833","22.500000","0.468750","0.854167","0.187500","0.937500","45","0.937500","45.000000","0.937500","3.791667","3.062500","6.854167","2.895833","3.902615","9","3","3","0.063830","1.000000","0.687500","1.000000","3.333333"
"6x6","6x6-uct-0500","uct-0500","32","2","48","2.916667","0.916667","40","0.833333","14.666667","0.305556","0.625000","0.125000","0.854167","41","0.854167","41.000000","0.854167","3.583333","2.750000","6.333333","2.583333","2.757406","9","5","5","0.106383","1.000000","0.625000","1.000000","2.200000"
"6x6","6x6-uct-0500","uct-0500","33","2","48","3.520833","0.958333","46","0.958333","46.000000","0.958333","0.750000","0.083333","0.916667","44","0.916667","44.000000","0.916667","3.854167","2.625000","6.479167","2.604167","3.509962","9","2","2","0.042553","1.000000","0.729167","1.000000","2.500000"
"6x6","6x6-uct-0500","uct-0500","34","2","48","3.729167","0.916667","44","0.916667","44.000000","0.916667","0.562500","0.083333","0.875000","42","0.875000","42.000000","0.875000","4.562500","2.416667","6.979167","2.312500","3.816785","9","8","8","0.170213","1.000000","0.625000","1.000000","1.875000"
"6x6","6x6-uct-0500","uct-0500","35","2","48","3.208333","0.937500","45","0.937500","45.000000","0.937500","0.958333","0.250000","0.937500","45","0.937500","45.000000","0.937500","3.208333","2.958333","6.166667","2.625000","3.389023","9","8","8","0.170213","1.000000","0.604167","1.000000","1.625000"
"6x6","6x6-uct-0500","uct-0500","36","2","48","3.625000","0.937500","45","0.937500","45.000000","0.937500","0.750000","0.041667","0.875000","42","0.875000","42.000000","0.875000","4.166667","2.020833","6.187500","1.854167","3.895066","9","10","12","0.255319","0.833333","0.520833","1.095238","1.900000"
"6x6","6x6-uct-0500","uct-0500","37","2","48","3.979167","0.958333","44","0.916667","23.000000","0.479167","0.791667","0.125000","0.937500","45","0.937500","45.000000","0.937500","4.083333","2.729167","6.812500","2.708333","4.028500","9","2","3","0.063830","0.666667","0.687500","1.071429","2.000000"
"6x6","6x6-uct-0500","uct-0500","38","2","48","2.604167","0.833333","23","0.479167","10.000000","0.208333","0.500000","0.062500","0.833333","40","0.833333","40.000000","0.833333","2.416667","3.458333","5.875000","2.416667","2.751958","9","12","12","0.255319","1.000000","0.458333","1.000000","1.833333"
"6x6","6x6-uct-0500","uct-0500","39","2","48","2.770833","0.916667","30","0.625000","14.666667","0.305556","0.500000","0.062500","0.895833","43","0.895833","43.000000","0.895833","4.083333","2.958333","7.041667","2.958333","2.805698","9","8","9","0.191489","0.888889","0.541667","1.047619","1.625000"
"6x6","6x6-uct-0500","uct-0500","40","2","48","4.020833","0.937500","45","0.937500","45.000000","0.937500","0.687500","0.104167","0.937500","45","0.937500","45.000000","0.937500","4.041667","2.770833","6.812500","2.770833","4.063588","9","3","3","0.063830","1.000000","0.750000","1.000000","2.000000"
"6x6","6x6-uct-0500","uct-0500","41","2","48","3.562500","0.958333","43","0.895833","23.000000","0.479167","0.937500","0.145833","0.750000","35","0.729167","18.000000","0.375000","3.916667","2.541667","6.458333","2.187500","3.692949","9","5","6","0.127660","0.833333","0.625000","1.058824","2.200000"
"6x6","6x6-uct-0500","uct-0500","42","2","48","3.583333","0.916667","42","0.875000","22.000000","0.458333","0.770833","0.166667","0.875000","42","0.875000","42.000000","0.875000","3.375000","2.895833","6.270833","2.812500","3.519182","9","9","12","0.255319","0.750000","0.520833","1.150000","2.777778"
"6x6","6x6-uct-0500","uct-0500","43","2","48","3.666667","0.916667","43","0.895833","22.000000","0.458333","0.812500","0.166667","0.895833","43","0.895833","43.000000","0.895833","3.125000","3.958333","7.083333","2.979167","3.634904","9","2","2","0.042553","1.000000","0.812500","1.000000","3.000000"
"6x6","6x6-uct-0500","uct-0500","44","2","48","3.770833","0.937500","44","0.916667","22.500000","0.468750","0.687500","0.041667","0.937500","45","0.937500","45.000000","0.937500","3.875000","2.791667","6.666667","2.770833","3.748529","9","7","7","0.148936","1.000000","0.645833","1.000000","2.000000"
"6x6","6x6-uct-0500","uct-0500","45","2","48","3.250000","0.833333","26","0.541667","13.333333","0.277778","0.791667","0.125000","0.916667","44","0.916667","44.000000","0.916667","2.979167","3.000000","5.979167","2.437500","3.348286","9","11","13","0.276596","0.846154","0.541667","1.100000","2.000000"
"6x6","6x6-uct-0500","uct-0500","46","2","48","4.166667","0.937500","45","0.937500","45.000000","0.937500","0.666667","0.125000","0.895833","43","0.895833","43.000000","0.895833","3.687500","2.625000","6.312500","2.520833","4.263765","9","2","2","0.042553","1.000000","0.729167","1.000000","2.000000"
"6x6","6x6-uct-0500","uct-0500","47","2","48","4.020833","0.958333","46","0.958333","46.000000","0.958333","0.750000","0.104167","0.895833","43","0.895833","43.000000","0.895833","2.562500","3.333333","5.895833","2.416667","4.106371","9","5","6","0.127660","0.833333","0.604167","1.055556","1.800000"
