"board","experiment_id","search_level","game_index","window_turns","region","active_turns","active_turn_rate","both_invested_turns","both_invested_turn_rate","mean_regional_opportunity_share","opportunity_adjusted_activity","regional_capacity_share","total_points","supply_points","objectives"
"6x6","6x6-seeded-random","seeded-random","75","4","LH","35","0.729167","19","0.395833","0.114512","6.367587","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","75","4","ML","31","0.645833","13","0.270833","0.112798","5.725579","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","75","4","MM","23","0.479167","7","0.145833","0.106387","4.503979","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","75","4","MH","27","0.562500","8","0.166667","0.091576","6.142407","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","75","4","HL","20","0.416667","6","0.125000","0.113781","3.661994","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","75","4","HM","26","0.541667","11","0.229167","0.091921","5.892755","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","75","4","HH","26","0.541667","6","0.125000","0.091481","5.921103","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","76","4","LL","45","0.937500","24","0.500000","0.166207","5.640563","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","76","4","LM","33","0.687500","9","0.187500","0.122013","5.634635","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","76","4","LH","33","0.687500","20","0.416667","0.118984","5.778090","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","76","4","ML","35","0.729167","21","0.437500","0.121983","5.977626","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","76","4","MM","30","0.625000","18","0.375000","0.091508","6.829984","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","76","4","MH","27","0.562500","7","0.145833","0.085696","6.563880","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","76","4","HL","28","0.583333","12","0.250000","0.109988","5.303614","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","76","4","HM","12","0.250000","1","0.020833","0.084186","2.969600","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","76","4","HH","21","0.437500","3","0.062500","0.099435","4.399873","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","77","4","LL","29","0.604167","10","0.208333","0.162585","3.715998","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","77","4","LM","37","0.770833","14","0.291667","0.116324","6.626601","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","77","4","LH","34","0.708333","18","0.375000","0.113967","6.215263","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","77","4","ML","26","0.541667","6","0.125000","0.123500","4.385958","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","77","4","MM","27","0.562500","12","0.250000","0.094038","5.981611","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","77","4","MH","33","0.687500","19","0.395833","0.099052","6.940813","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","77","4","HL","35","0.729167","23","0.479167","0.113523","6.423091","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","77","4","HM","20","0.416667","4","0.083333","0.092332","4.512721","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","77","4","HH","25","0.520833","12","0.250000","0.084679","6.150664","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","78","4","LL","42","0.875000","17","0.354167","0.156714","5.583410","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","78","4","LM","26","0.541667","10","0.208333","0.117421","4.613043","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","78","4","LH","30","0.625000","11","0.229167","0.126124","4.955460","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","78","4","ML","38","0.791667","15","0.312500","0.115407","6.859761","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","78","4","MM","33","0.687500","12","0.250000","0.097620","7.042625","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","78","4","MH","36","0.750000","13","0.270833","0.081295","9.225709","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","78","4","HL","34","0.708333","13","0.270833","0.118512","5.976878","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","78","4","HM","34","0.708333","2","0.041667","0.096791","7.318156","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","78","4","HH","22","0.458333","6","0.125000","0.090117","5.086008","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","79","4","LL","36","0.750000","25","0.520833","0.158919","4.719395","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","79","4","LM","36","0.750000","9","0.187500","0.135108","5.551096","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","79","4","LH","36","0.750000","18","0.375000","0.127913","5.863381","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","79","4","ML","22","0.458333","13","0.270833","0.112493","4.074341","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","79","4","MM","29","0.604167","10","0.208333","0.077433","7.802394","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","79","4","MH","32","0.666667","3","0.062500","0.091375","7.295903","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","79","4","HL","34","0.708333","12","0.250000","0.118482","5.978429","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","79","4","HM","30","0.625000","10","0.208333","0.084491","7.397219","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","79","4","HH","19","0.395833","4","0.083333","0.093786","4.220611","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","80","4","LL","40","0.833333","30","0.625000","0.151451","5.502315","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","80","4","LM","39","0.812500","19","0.395833","0.122186","6.649718","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","80","4","LH","35","0.729167","13","0.270833","0.124542","5.854805","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","80","4","ML","29","0.604167","3","0.062500","0.120126","5.029454","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","80","4","MM","11","0.229167","5","0.104167","0.079730","2.874286","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","80","4","MH","32","0.666667","4","0.083333","0.086290","7.725930","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","80","4","HL","39","0.812500","12","0.250000","0.130346","6.233432","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","80","4","HM","31","0.645833","11","0.229167","0.096303","6.706293","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","80","4","HH","30","0.625000","7","0.145833","0.089028","7.020244","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","81","4","LL","26","0.541667","12","0.250000","0.156356","3.464316","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","81","4","LM","26","0.541667","15","0.312500","0.115524","4.688784","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","81","4","LH","28","0.583333","4","0.083333","0.109941","5.305871","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","81","4","ML","40","0.833333","10","0.208333","0.117267","7.106262","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","81","4","MM","38","0.791667","16","0.333333","0.094652","8.363959","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","81","4","MH","25","0.520833","3","0.062500","0.089991","5.787627","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","81","4","HL","32","0.666667","11","0.229167","0.127419","5.232079","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","81","4","HM","38","0.791667","10","0.208333","0.089387","8.856572","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","81","4","HH","18","0.375000","0","0.000000","0.099462","3.770282","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","82","4","LL","36","0.750000","26","0.541667","0.170609","4.396028","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","82","4","LM","40","0.833333","12","0.250000","0.117880","7.069347","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","82","4","LH","7","0.145833","3","0.062500","0.109129","1.336342","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","82","4","ML","23","0.479167","2","0.041667","0.122898","3.898912","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","82","4","MM","32","0.666667","10","0.208333","0.095358","6.991206","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","82","4","MH","21","0.437500","8","0.166667","0.087806","4.982567","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","82","4","HL","43","0.895833","22","0.458333","0.115810","7.735354","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","82","4","HM","30","0.625000","5","0.104167","0.090581","6.899892","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","82","4","HH","36","0.750000","5","0.104167","0.089930","8.339835","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","83","4","LL","46","0.958333","24","0.500000","0.163335","5.867290","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","83","4","LM","37","0.770833","14","0.291667","0.112771","6.835358","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","83","4","LH","41","0.854167","17","0.354167","0.123292","6.928022","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","83","4","ML","27","0.562500","11","0.229167","0.116777","4.816879","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","83","4","MM","30","0.625000","18","0.375000","0.093393","6.692119","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","83","4","MH","24","0.500000","10","0.208333","0.105292","4.748708","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","83","4","HL","26","0.541667","4","0.083333","0.120431","4.497721","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","83","4","HM","0","0.000000","0","0.000000","0.082162","0.000000","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","83","4","HH","8","0.166667","0","0.000000","0.082546","2.019071","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","84","4","LL","33","0.687500","13","0.270833","0.154937","4.437290","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","84","4","LM","38","0.791667","24","0.500000","0.119158","6.643813","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","84","4","LH","40","0.833333","14","0.291667","0.120628","6.908267","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","84","4","ML","33","0.687500","12","0.250000","0.111504","6.165721","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","84","4","MM","27","0.562500","5","0.104167","0.091894","6.121157","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","84","4","MH","11","0.229167","1","0.020833","0.082256","2.786025","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","84","4","HL","34","0.708333","13","0.270833","0.119968","5.904349","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","84","4","HM","28","0.583333","4","0.083333","0.108679","5.367514","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","84","4","HH","26","0.541667","13","0.270833","0.090976","5.953958","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","85","4","LL","42","0.875000","29","0.604167","0.164416","5.321858","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","85","4","LM","29","0.604167","12","0.250000","0.120292","5.022517","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","85","4","LH","41","0.854167","21","0.437500","0.123657","6.907567","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","85","4","ML","35","0.729167","14","0.291667","0.113184","6.442331","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","85","4","MM","33","0.687500","13","0.270833","0.094770","7.254417","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","85","4","MH","35","0.729167","14","0.291667","0.094532","7.713405","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","85","4","HL","24","0.500000","3","0.062500","0.123380","4.052525","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","85","4","HM","22","0.458333","6","0.125000","0.071940","6.371076","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","85","4","HH","27","0.562500","11","0.229167","0.093830","5.994883","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","86","4","LL","47","0.979167","31","0.645833","0.176624","5.543802","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","86","4","LM","33","0.687500","9","0.187500","0.122183","5.626815","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","86","4","LH","46","0.958333","27","0.562500","0.128627","7.450498","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","86","4","ML","36","0.750000","13","0.270833","0.120512","6.223448","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","86","4","MM","32","0.666667","11","0.229167","0.098786","6.748589","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","86","4","MH","19","0.395833","3","0.062500","0.091054","4.347219","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","86","4","HL","22","0.458333","6","0.125000","0.108611","4.219969","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","86","4","HM","19","0.395833","4","0.083333","0.069604","5.686908","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","86","4","HH","16","0.333333","4","0.083333","0.083999","3.968291","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","87","4","LL","39","0.812500","23","0.479167","0.158478","5.126882","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","87","4","LM","41","0.854167","32","0.666667","0.114158","7.482309","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","87","4","LH","33","0.687500","9","0.187500","0.115336","5.960860","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","87","4","ML","36","0.750000","15","0.312500","0.113779","6.591702","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","87","4","MM","28","0.583333","4","0.083333","0.099131","5.884457","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","87","4","MH","23","0.479167","3","0.062500","0.091425","5.241090","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","87","4","HL","35","0.729167","10","0.208333","0.123891","5.885562","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","87","4","HM","32","0.666667","12","0.250000","0.105631","6.311300","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","87","4","HH","33","0.687500","12","0.250000","0.078171","8.794840","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","88","4","LL","39","0.812500","24","0.500000","0.159923","5.080559","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","88","4","LM","34","0.708333","15","0.312500","0.110524","6.408860","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","88","4","LH","39","0.812500","22","0.458333","0.133185","6.100541","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","88","4","ML","32","0.666667","12","0.250000","0.116356","5.729547","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","88","4","MM","30","0.625000","6","0.125000","0.089078","7.016326","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","88","4","MH","11","0.229167","1","0.020833","0.087825","2.609360","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","88","4","HL","29","0.604167","7","0.145833","0.123271","4.901116","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","88","4","HM","22","0.458333","1","0.020833","0.090592","5.059287","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","88","4","HH","30","0.625000","12","0.250000","0.089245","7.003192","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","89","4","LL","32","0.666667","19","0.395833","0.167581","3.978175","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","89","4","LM","18","0.375000","7","0.145833","0.118086","3.175644","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","89","4","LH","34","0.708333","15","0.312500","0.112252","6.310220","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","89","4","ML","44","0.916667","16","0.333333","0.122750","7.467763","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","89","4","MM","30","0.625000","12","0.250000","0.086342","7.238684","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","89","4","MH","18","0.375000","9","0.187500","0.088781","4.223859","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","89","4","HL","26","0.541667","16","0.333333","0.123041","4.402324","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","89","4","HM","28","0.583333","10","0.208333","0.099985","5.834191","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","89","4","HH","15","0.312500","6","0.125000","0.081182","3.849396","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","90","4","LL","40","0.833333","16","0.333333","0.156748","5.316378","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","90","4","LM","40","0.833333","16","0.333333","0.119470","6.975262","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","90","4","LH","16","0.333333","6","0.125000","0.120750","2.760531","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","90","4","ML","35","0.729167","13","0.270833","0.123289","5.914305","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","90","4","MM","8","0.166667","0","0.000000","0.101638","1.639813","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","90","4","MH","18","0.375000","12","0.250000","0.089480","4.190899","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","90","4","HL","39","0.812500","15","0.312500","0.104415","7.781471","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","90","4","HM","35","0.729167","13","0.270833","0.089395","8.156727","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","90","4","HH","37","0.770833","16","0.333333","0.094817","8.129676","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","91","4","LL","41","0.854167","20","0.416667","0.166729","5.123075","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","91","4","LM","9","0.187500","5","0.104167","0.112525","1.666292","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","91","4","LH","38","0.791667","20","0.416667","0.115815","6.835607","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","91","4","ML","27","0.562500","4","0.083333","0.114883","4.896281","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","91","4","MM","23","0.479167","5","0.104167","0.085029","5.635305","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","91","4","MH","27","0.562500","13","0.270833","0.089303","6.298801","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","91","4","HL","31","0.645833","11","0.229167","0.129661","4.980922","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","91","4","HM","28","0.583333","5","0.104167","0.097308","5.994694","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","91","4","HH","28","0.583333","9","0.187500","0.088746","6.573102","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","92","4","LL","38","0.791667","16","0.333333","0.158019","5.009953","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","92","4","LM","34","0.708333","17","0.354167","0.129294","5.478487","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","92","4","LH","31","0.645833","3","0.062500","0.111897","5.771660","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","92","4","ML","29","0.604167","12","0.250000","0.123299","4.900021","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","92","4","MM","37","0.770833","12","0.250000","0.085609","9.004155","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","92","4","MH","25","0.520833","2","0.041667","0.089728","5.804595","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","92","4","HL","41","0.854167","30","0.625000","0.122824","6.954368","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","92","4","HM","19","0.395833","0","0.000000","0.082247","4.812744","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","92","4","HH","35","0.729167","12","0.250000","0.097084","7.510702","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","93","4","LL","28","0.583333","14","0.291667","0.155389","3.754015","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","93","4","LM","26","0.541667","9","0.187500","0.125033","4.332196","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","93","4","LH","34","0.708333","12","0.250000","0.108940","6.502070","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","93","4","ML","28","0.583333","14","0.291667","0.123033","4.741275","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","93","4","MM","36","0.750000","8","0.166667","0.086931","8.627569","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","93","4","MH","15","0.312500","7","0.145833","0.080803","3.867420","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","93","4","HL","37","0.770833","18","0.375000","0.111018","6.943348","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","93","4","HM","18","0.375000","9","0.187500","0.106955","3.506152","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","93","4","HH","35","0.729167","14","0.291667","0.101899","7.155781","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","94","4","LL","36","0.750000","13","0.270833","0.156911","4.779767","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","94","4","LM","28","0.583333","8","0.166667","0.109642","5.320333","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","94","4","LH","29","0.604167","14","0.291667","0.107158","5.638082","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","94","4","ML","40","0.833333","17","0.354167","0.127121","6.555434","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","94","4","MM","21","0.437500","2","0.041667","0.084884","5.154120","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","94","4","MH","32","0.666667","9","0.187500","0.099847","6.676902","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","94","4","HL","32","0.666667","13","0.270833","0.111030","6.004373","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","94","4","HM","34","0.708333","10","0.208333","0.097540","7.261967","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","94","4","HH","36","0.750000","12","0.250000","0.105866","7.084395","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","95","4","LL","24","0.500000","11","0.229167","0.148194","3.373960","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","95","4","LM","30","0.625000","16","0.333333","0.115645","5.404461","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","95","4","LH","31","0.645833","15","0.312500","0.116121","5.561719","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","95","4","ML","30","0.625000","8","0.166667","0.112481","5.556485","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","95","4","MM","23","0.479167","5","0.104167","0.095502","5.017351","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","95","4","MH","30","0.625000","10","0.208333","0.094917","6.584693","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","95","4","HL","22","0.458333","7","0.145833","0.118250","3.875980","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","95","4","HM","43","0.895833","14","0.291667","0.097235","9.213073","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","95","4","HH","39","0.812500","21","0.437500","0.101655","7.992725","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","96","4","LL","39","0.812500","11","0.229167","0.145041","5.601875","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","96","4","LM","36","0.750000","3","0.062500","0.109803","6.830412","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","96","4","LH","27","0.562500","10","0.208333","0.126774","4.437044","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","96","4","ML","39","0.812500","22","0.458333","0.123373","6.585735","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","96","4","MM","29","0.604167","11","0.229167","0.103399","5.843056","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","96","4","MH","30","0.625000","8","0.166667","0.088336","7.075271","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","96","4","HL","32","0.666667","18","0.375000","0.130290","5.116792","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","96","4","HM","13","0.270833","0","0.000000","0.085234","3.177533","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","96","4","HH","12","0.250000","3","0.062500","0.087751","2.848958","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","97","4","LL","39","0.812500","17","0.354167","0.163956","4.955595","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","97","4","LM","32","0.666667","10","0.208333","0.116183","5.738073","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","97","4","LH","27","0.562500","11","0.229167","0.117432","4.790019","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","97","4","ML","25","0.520833","14","0.291667","0.114241","4.559060","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","97","4","MM","4","0.083333","3","0.062500","0.075208","1.108033","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","97","4","MH","28","0.583333","21","0.437500","0.094729","6.157917","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","97","4","HL","33","0.687500","15","0.312500","0.136213","5.047233","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","97","4","HM","7","0.145833","2","0.041667","0.079214","1.841011","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","97","4","HH","26","0.541667","13","0.270833","0.102824","5.267919","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","98","4","LL","35","0.729167","12","0.250000","0.160902","4.531736","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","98","4","LM","34","0.708333","16","0.333333","0.126050","5.619476","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","98","4","LH","38","0.791667","17","0.354167","0.110826","7.143354","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","98","4","ML","32","0.666667","15","0.312500","0.123344","5.404953","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","98","4","MM","25","0.520833","7","0.145833","0.085716","6.076267","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","98","4","MH","27","0.562500","12","0.250000","0.095024","5.919562","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","98","4","HL","23","0.479167","9","0.187500","0.125793","3.809162","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","98","4","HM","16","0.333333","5","0.104167","0.092171","3.616456","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","98","4","HH","35","0.729167","12","0.250000","0.080174","9.094767","0.094118","8","4","4"
"6x6","6x6-seeded-random","seeded-random","99","4","LL","28","0.583333","12","0.250000","0.152786","3.817979","0.152941","13","9","4"
"6x6","6x6-seeded-random","seeded-random","99","4","LM","41","0.854167","20","0.416667","0.113564","7.521489","0.117647","10","6","4"
"6x6","6x6-seeded-random","seeded-random","99","4","LH","30","0.625000","12","0.250000","0.123348","5.066957","0.117647","10","6","4"
