"board","experiment_id","search_level","game_index","window_turns","region","active_turns","active_turn_rate","both_invested_turns","both_invested_turn_rate","mean_regional_opportunity_share","opportunity_adjusted_activity","regional_capacity_share","total_points","supply_points","objectives"
"4x4","uct-0500-self-play","uct-0500","92","2","LM","3","0.125000","2","0.083333","0.086500","1.445082","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","92","2","LH","0","0.000000","0","0.000000","0.132870","0.000000","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","92","2","ML","8","0.333333","3","0.125000","0.076165","4.376459","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","92","2","MM","10","0.416667","4","0.166667","0.111216","3.746472","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","92","2","MH","4","0.166667","0","0.000000","0.083506","1.995866","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","92","2","HL","10","0.416667","0","0.000000","0.139512","2.986602","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","92","2","HM","7","0.291667","1","0.041667","0.094053","3.101086","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","92","2","HH","9","0.375000","2","0.083333","0.138225","2.712967","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","93","2","LL","5","0.208333","0","0.000000","0.134420","1.549873","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","93","2","LM","2","0.083333","0","0.000000","0.089499","0.931108","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","93","2","LH","6","0.250000","1","0.041667","0.141512","1.766638","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","93","2","ML","9","0.375000","2","0.083333","0.090164","4.159082","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","93","2","MM","13","0.541667","2","0.083333","0.082762","6.544911","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","93","2","MH","9","0.375000","1","0.041667","0.100259","3.740309","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","93","2","HL","12","0.500000","4","0.166667","0.135984","3.676895","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","93","2","HM","2","0.083333","2","0.083333","0.087924","0.947792","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","93","2","HH","5","0.208333","3","0.125000","0.137477","1.515409","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","94","2","LL","10","0.416667","2","0.083333","0.135261","3.080475","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","94","2","LM","10","0.416667","1","0.041667","0.080640","5.166995","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","94","2","LH","6","0.250000","1","0.041667","0.133764","1.868967","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","94","2","ML","10","0.416667","3","0.125000","0.088193","4.724496","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","94","2","MM","9","0.375000","3","0.125000","0.094118","3.984342","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","94","2","MH","6","0.250000","1","0.041667","0.093593","2.671135","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","94","2","HL","10","0.416667","3","0.125000","0.141543","2.943750","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","94","2","HM","14","0.583333","7","0.291667","0.097474","5.984497","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","94","2","HH","1","0.041667","0","0.000000","0.135414","0.307699","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","95","2","LL","4","0.166667","0","0.000000","0.126834","1.314058","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","95","2","LM","13","0.541667","2","0.083333","0.088777","6.101430","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","95","2","LH","17","0.708333","3","0.125000","0.132694","5.338088","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","95","2","ML","0","0.000000","0","0.000000","0.091964","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","95","2","MM","0","0.000000","0","0.000000","0.088957","0.000000","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","95","2","MH","9","0.375000","0","0.000000","0.099356","3.774319","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","95","2","HL","5","0.208333","0","0.000000","0.146827","1.418900","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","95","2","HM","7","0.291667","4","0.166667","0.088959","3.278676","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","95","2","HH","0","0.000000","0","0.000000","0.135632","0.000000","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","96","2","LL","6","0.250000","4","0.166667","0.134113","1.864100","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","96","2","LM","7","0.291667","3","0.125000","0.083082","3.510581","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","96","2","LH","10","0.416667","1","0.041667","0.150715","2.764601","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","96","2","ML","9","0.375000","3","0.125000","0.082769","4.530661","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","96","2","MM","12","0.500000","4","0.166667","0.093687","5.336891","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","96","2","MH","10","0.416667","3","0.125000","0.093987","4.433243","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","96","2","HL","6","0.250000","2","0.083333","0.130246","1.919442","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","96","2","HM","0","0.000000","0","0.000000","0.090039","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","96","2","HH","14","0.583333","4","0.166667","0.141361","4.126546","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","97","2","LL","3","0.125000","0","0.000000","0.136477","0.915907","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","97","2","LM","0","0.000000","0","0.000000","0.089699","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","97","2","LH","17","0.708333","2","0.083333","0.137930","5.135466","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","97","2","ML","6","0.250000","0","0.000000","0.094398","2.648355","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","97","2","MM","6","0.250000","3","0.125000","0.096537","2.589680","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","97","2","MH","9","0.375000","6","0.250000","0.080966","4.631569","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","97","2","HL","8","0.333333","1","0.041667","0.139489","2.389679","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","97","2","HM","9","0.375000","3","0.125000","0.089791","4.176388","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","97","2","HH","0","0.000000","0","0.000000","0.134714","0.000000","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","98","2","LL","7","0.291667","0","0.000000","0.144675","2.016015","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","98","2","LM","0","0.000000","0","0.000000","0.082927","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","98","2","LH","10","0.416667","3","0.125000","0.160420","2.597341","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","98","2","ML","0","0.000000","0","0.000000","0.090225","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","98","2","MM","15","0.625000","9","0.375000","0.078582","7.953496","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","98","2","MH","0","0.000000","0","0.000000","0.081440","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","98","2","HL","0","0.000000","0","0.000000","0.134682","0.000000","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","98","2","HM","11","0.458333","4","0.166667","0.080567","5.688841","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","98","2","HH","16","0.666667","3","0.125000","0.146481","4.551209","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","99","2","LL","0","0.000000","0","0.000000","0.137326","0.000000","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","99","2","LM","6","0.250000","3","0.125000","0.089104","2.805694","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","99","2","LH","9","0.375000","3","0.125000","0.149313","2.511497","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","99","2","ML","2","0.083333","0","0.000000","0.081552","1.021840","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","99","2","MM","15","0.625000","11","0.458333","0.090396","6.914039","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","99","2","MH","0","0.000000","0","0.000000","0.079076","0.000000","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","99","2","HL","2","0.083333","0","0.000000","0.139466","0.597517","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","99","2","HM","6","0.250000","3","0.125000","0.084090","2.973017","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","99","2","HH","12","0.500000","1","0.041667","0.149675","3.340563","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","100","2","LL","14","0.583333","4","0.166667","0.151793","3.842964","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","100","2","LM","4","0.166667","0","0.000000","0.082999","2.008058","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","100","2","LH","10","0.416667","3","0.125000","0.147902","2.817190","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","100","2","ML","12","0.500000","3","0.125000","0.081568","6.129849","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","100","2","MM","6","0.250000","6","0.250000","0.084024","2.975330","0.121951","5","1","4"
"4x4","uct-0500-self-play","uct-0500","100","2","MH","13","0.541667","2","0.083333","0.093422","5.798074","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","100","2","HL","2","0.083333","0","0.000000","0.141011","0.590971","0.121951","5","4","1"
"4x4","uct-0500-self-play","uct-0500","100","2","HM","2","0.083333","0","0.000000","0.080003","1.041624","0.097561","4","2","2"
"4x4","uct-0500-self-play","uct-0500","100","2","HH","9","0.375000","4","0.166667","0.137278","2.731681","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","1","2","LL","10","0.416667","3","0.125000","0.141523","2.944156","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","1","2","LM","8","0.333333","2","0.083333","0.100626","3.312584","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","1","2","LH","6","0.250000","3","0.125000","0.127730","1.957255","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","1","2","ML","5","0.208333","2","0.083333","0.082802","2.516042","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","1","2","MM","13","0.541667","9","0.375000","0.103330","5.242117","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","1","2","MH","0","0.000000","0","0.000000","0.080240","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","1","2","HL","1","0.041667","1","0.041667","0.145165","0.287029","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","1","2","HM","0","0.000000","0","0.000000","0.079904","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","1","2","HH","13","0.541667","1","0.041667","0.138679","3.905912","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","2","2","LL","0","0.000000","0","0.000000","0.144536","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","2","2","LM","8","0.333333","6","0.250000","0.094055","3.544024","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","2","2","LH","6","0.250000","2","0.083333","0.144553","1.729471","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","2","2","ML","17","0.708333","2","0.083333","0.097371","7.274563","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","2","2","MM","10","0.416667","5","0.208333","0.076805","5.425009","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","2","2","MH","0","0.000000","0","0.000000","0.081318","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","2","2","HL","7","0.291667","2","0.083333","0.150058","1.943698","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","2","2","HM","0","0.000000","0","0.000000","0.090684","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","2","2","HH","10","0.416667","6","0.250000","0.120620","3.454363","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","3","2","LL","13","0.541667","2","0.083333","0.128993","4.199189","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","3","2","LM","4","0.166667","4","0.166667","0.067398","2.472880","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","3","2","LH","6","0.250000","0","0.000000","0.150459","1.661583","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","3","2","ML","0","0.000000","0","0.000000","0.087819","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","3","2","MM","7","0.291667","5","0.208333","0.070279","4.150153","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","3","2","MH","12","0.500000","1","0.041667","0.090972","5.496179","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","3","2","HL","5","0.208333","1","0.041667","0.148618","1.401803","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","3","2","HM","10","0.416667","4","0.166667","0.097489","4.273986","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","3","2","HH","0","0.000000","0","0.000000","0.157973","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","4","2","LL","9","0.375000","4","0.166667","0.150659","2.489063","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","4","2","LM","10","0.416667","3","0.125000","0.089877","4.635953","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","4","2","LH","5","0.208333","1","0.041667","0.132740","1.569490","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","4","2","ML","9","0.375000","6","0.250000","0.083783","4.475868","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","4","2","MM","13","0.541667","8","0.333333","0.075372","7.186609","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","4","2","MH","5","0.208333","0","0.000000","0.080712","2.581187","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","4","2","HL","6","0.250000","1","0.041667","0.148581","1.682587","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","4","2","HM","6","0.250000","3","0.125000","0.100197","2.495086","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","4","2","HH","0","0.000000","0","0.000000","0.138079","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","5","2","LL","8","0.333333","2","0.083333","0.135017","2.468833","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","5","2","LM","13","0.541667","4","0.166667","0.099408","5.448931","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","5","2","LH","8","0.333333","3","0.125000","0.137973","2.415927","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","5","2","ML","14","0.583333","1","0.041667","0.096353","6.054120","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","5","2","MM","14","0.583333","5","0.208333","0.096666","6.034501","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","5","2","MH","11","0.458333","3","0.125000","0.077372","5.923794","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","5","2","HL","7","0.291667","1","0.041667","0.135085","2.159140","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","5","2","HM","0","0.000000","0","0.000000","0.091839","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","5","2","HH","0","0.000000","0","0.000000","0.130288","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","6","2","LL","10","0.416667","2","0.083333","0.154415","2.698356","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","6","2","LM","5","0.208333","2","0.083333","0.085403","2.439419","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","6","2","LH","10","0.416667","1","0.041667","0.149251","2.791722","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","6","2","ML","0","0.000000","0","0.000000","0.080069","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","6","2","MM","18","0.750000","5","0.208333","0.095656","7.840613","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","6","2","MH","1","0.041667","0","0.000000","0.092409","0.450895","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","6","2","HL","1","0.041667","1","0.041667","0.133743","0.311542","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","6","2","HM","8","0.333333","2","0.083333","0.065289","5.105473","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","6","2","HH","3","0.125000","2","0.083333","0.143765","0.869475","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","7","2","LL","6","0.250000","1","0.041667","0.139545","1.791534","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","7","2","LM","4","0.166667","0","0.000000","0.086760","1.920999","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","7","2","LH","0","0.000000","0","0.000000","0.146882","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","7","2","ML","2","0.083333","0","0.000000","0.085394","0.975866","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","7","2","MM","3","0.125000","2","0.083333","0.072786","1.717362","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","7","2","MH","13","0.541667","3","0.125000","0.088263","6.136953","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","7","2","HL","11","0.458333","4","0.166667","0.157832","2.903926","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","7","2","HM","0","0.000000","0","0.000000","0.087685","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","7","2","HH","2","0.083333","1","0.041667","0.134852","0.617962","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","8","2","LL","2","0.083333","1","0.041667","0.134641","0.618930","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","8","2","LM","9","0.375000","2","0.083333","0.077590","4.833118","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","8","2","LH","9","0.375000","5","0.208333","0.149395","2.510121","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","8","2","ML","4","0.166667","0","0.000000","0.070602","2.360635","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","8","2","MM","13","0.541667","6","0.250000","0.092775","5.838517","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","8","2","MH","14","0.583333","5","0.208333","0.095073","6.135668","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","8","2","HL","11","0.458333","4","0.166667","0.144910","3.162882","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","8","2","HM","0","0.000000","0","0.000000","0.097342","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","8","2","HH","7","0.291667","1","0.041667","0.137672","2.118558","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","9","2","LL","0","0.000000","0","0.000000","0.149885","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","9","2","LM","8","0.333333","0","0.000000","0.086111","3.870980","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","9","2","LH","2","0.083333","1","0.041667","0.135473","0.615127","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","9","2","ML","0","0.000000","0","0.000000","0.086172","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","9","2","MM","18","0.750000","9","0.375000","0.079525","9.431031","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","9","2","MH","2","0.083333","1","0.041667","0.091484","0.910907","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","9","2","HL","7","0.291667","0","0.000000","0.143116","2.037973","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","9","2","HM","11","0.458333","3","0.125000","0.090331","5.073934","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","9","2","HH","3","0.125000","2","0.083333","0.137902","0.906439","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","10","2","LL","0","0.000000","0","0.000000","0.138650","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","10","2","LM","2","0.083333","1","0.041667","0.081285","1.025197","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","10","2","LH","12","0.500000","5","0.208333","0.133380","3.748684","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","10","2","ML","4","0.166667","1","0.041667","0.093272","1.786881","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","10","2","MM","17","0.708333","8","0.333333","0.077463","9.144131","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","10","2","MH","4","0.166667","2","0.083333","0.083512","1.995726","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","10","2","HL","8","0.333333","2","0.083333","0.150628","2.212951","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","10","2","HM","12","0.500000","5","0.208333","0.094900","5.268690","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","10","2","HH","1","0.041667","0","0.000000","0.146909","0.283623","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","11","2","LL","7","0.291667","1","0.041667","0.131700","2.214632","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","11","2","LM","13","0.541667","2","0.083333","0.081297","6.662830","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","11","2","LH","13","0.541667","1","0.041667","0.135022","4.011701","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","11","2","ML","10","0.416667","2","0.083333","0.098296","4.238881","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","11","2","MM","17","0.708333","12","0.500000","0.105433","6.718327","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","11","2","MH","0","0.000000","0","0.000000","0.093847","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","11","2","HL","0","0.000000","0","0.000000","0.129280","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","11","2","HM","5","0.208333","1","0.041667","0.084278","2.471964","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","11","2","HH","0","0.000000","0","0.000000","0.140846","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","12","2","LL","7","0.291667","2","0.083333","0.131298","2.221412","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","12","2","LM","6","0.250000","1","0.041667","0.088347","2.829756","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","12","2","LH","9","0.375000","0","0.000000","0.143771","2.608316","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","12","2","ML","11","0.458333","6","0.250000","0.078557","5.834383","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","12","2","MM","7","0.291667","1","0.041667","0.081394","3.583404","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","12","2","MH","13","0.541667","1","0.041667","0.093836","5.772475","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","12","2","HL","7","0.291667","1","0.041667","0.157151","1.855961","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","12","2","HM","2","0.083333","1","0.041667","0.088701","0.939491","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","12","2","HH","12","0.500000","3","0.125000","0.136945","3.651095","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","13","2","LL","4","0.166667","1","0.041667","0.143333","1.162791","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","13","2","LM","6","0.250000","3","0.125000","0.080022","3.124128","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","13","2","LH","12","0.500000","3","0.125000","0.147570","3.388215","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","13","2","ML","0","0.000000","0","0.000000","0.079367","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","13","2","MM","2","0.083333","1","0.041667","0.093164","0.894482","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","13","2","MH","6","0.250000","1","0.041667","0.087641","2.852546","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","13","2","HL","2","0.083333","0","0.000000","0.138298","0.602562","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","13","2","HM","2","0.083333","1","0.041667","0.088231","0.944486","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","13","2","HH","4","0.166667","3","0.125000","0.142372","1.170642","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","14","2","LL","10","0.416667","1","0.041667","0.141924","2.935849","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","14","2","LM","7","0.291667","6","0.250000","0.094440","3.088368","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","14","2","LH","8","0.333333","0","0.000000","0.147707","2.256719","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","14","2","ML","8","0.333333","5","0.208333","0.066588","5.005923","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","14","2","MM","3","0.125000","2","0.083333","0.088637","1.410254","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","14","2","MH","3","0.125000","1","0.041667","0.081974","1.524875","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","14","2","HL","4","0.166667","1","0.041667","0.140478","1.186428","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","14","2","HM","11","0.458333","6","0.250000","0.091829","4.991159","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","14","2","HH","5","0.208333","2","0.083333","0.146424","1.422813","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","15","2","LL","4","0.166667","0","0.000000","0.132229","1.260438","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","15","2","LM","0","0.000000","0","0.000000","0.085161","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","15","2","LH","0","0.000000","0","0.000000","0.134920","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","15","2","ML","4","0.166667","1","0.041667","0.092430","1.803170","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","15","2","MM","15","0.625000","4","0.166667","0.078959","7.915480","0.121951","5","1","4"
"4x4","uct-1000-self-play","uct-1000","15","2","MH","0","0.000000","0","0.000000","0.085647","0.000000","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","15","2","HL","10","0.416667","1","0.041667","0.154941","2.689204","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","15","2","HM","12","0.500000","4","0.166667","0.092523","5.404071","0.097561","4","2","2"
"4x4","uct-1000-self-play","uct-1000","15","2","HH","3","0.125000","1","0.041667","0.143190","0.872966","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","16","2","LL","0","0.000000","0","0.000000","0.143508","0.000000","0.121951","5","4","1"
"4x4","uct-1000-self-play","uct-1000","16","2","LM","11","0.458333","2","0.083333","0.093212","4.917100","0.097561","4","2","2"
