"board","search_level","region","metric","games","value"
"6x6","uct-0100","MM","active_turn_rate","50","0.538333"
"6x6","uct-0100","MM","both_invested_turn_rate","50","0.180000"
"6x6","uct-0100","MM","mean_regional_opportunity_share","50","0.089880"
"6x6","uct-0100","MM","opportunity_adjusted_activity","50","5.976992"
"6x6","uct-0100","MM","regional_capacity_share","50","0.094118"
"6x6","uct-0100","MH","active_turn_rate","50","0.552917"
"6x6","uct-0100","MH","both_invested_turn_rate","50","0.180417"
"6x6","uct-0100","MH","mean_regional_opportunity_share","50","0.090219"
"6x6","uct-0100","MH","opportunity_adjusted_activity","50","6.146606"
"6x6","uct-0100","MH","regional_capacity_share","50","0.094118"
"6x6","uct-0100","HL","active_turn_rate","50","0.639583"
"6x6","uct-0100","HL","both_invested_turn_rate","50","0.250833"
"6x6","uct-0100","HL","mean_regional_opportunity_share","50","0.119567"
"6x6","uct-0100","HL","opportunity_adjusted_activity","50","5.334121"
"6x6","uct-0100","HL","regional_capacity_share","50","0.117647"
"6x6","uct-0100","HM","active_turn_rate","50","0.530833"
"6x6","uct-0100","HM","both_invested_turn_rate","50","0.200833"
"6x6","uct-0100","HM","mean_regional_opportunity_share","50","0.089634"
"6x6","uct-0100","HM","opportunity_adjusted_activity","50","5.909795"
"6x6","uct-0100","HM","regional_capacity_share","50","0.094118"
"6x6","uct-0100","HH","active_turn_rate","50","0.502917"
"6x6","uct-0100","HH","both_invested_turn_rate","50","0.172917"
"6x6","uct-0100","HH","mean_regional_opportunity_share","50","0.090547"
"6x6","uct-0100","HH","opportunity_adjusted_activity","50","5.563382"
"6x6","uct-0100","HH","regional_capacity_share","50","0.094118"
"6x6","uct-0500","LL","active_turn_rate","50","0.715000"
"6x6","uct-0500","LL","both_invested_turn_rate","50","0.317500"
"6x6","uct-0500","LL","mean_regional_opportunity_share","50","0.165813"
"6x6","uct-0500","LL","opportunity_adjusted_activity","50","4.314413"
"6x6","uct-0500","LL","regional_capacity_share","50","0.152941"
"6x6","uct-0500","LM","active_turn_rate","50","0.618333"
"6x6","uct-0500","LM","both_invested_turn_rate","50","0.229167"
"6x6","uct-0500","LM","mean_regional_opportunity_share","50","0.119771"
"6x6","uct-0500","LM","opportunity_adjusted_activity","50","5.182823"
"6x6","uct-0500","LM","regional_capacity_share","50","0.117647"
"6x6","uct-0500","LH","active_turn_rate","50","0.607083"
"6x6","uct-0500","LH","both_invested_turn_rate","50","0.230000"
"6x6","uct-0500","LH","mean_regional_opportunity_share","50","0.120840"
"6x6","uct-0500","LH","opportunity_adjusted_activity","50","5.029327"
"6x6","uct-0500","LH","regional_capacity_share","50","0.117647"
"6x6","uct-0500","ML","active_turn_rate","50","0.583750"
"6x6","uct-0500","ML","both_invested_turn_rate","50","0.205000"
"6x6","uct-0500","ML","mean_regional_opportunity_share","50","0.119484"
"6x6","uct-0500","ML","opportunity_adjusted_activity","50","4.876404"
"6x6","uct-0500","ML","regional_capacity_share","50","0.117647"
"6x6","uct-0500","MM","active_turn_rate","50","0.564167"
"6x6","uct-0500","MM","both_invested_turn_rate","50","0.196250"
"6x6","uct-0500","MM","mean_regional_opportunity_share","50","0.088912"
"6x6","uct-0500","MM","opportunity_adjusted_activity","50","6.340007"
"6x6","uct-0500","MM","regional_capacity_share","50","0.094118"
"6x6","uct-0500","MH","active_turn_rate","50","0.482500"
"6x6","uct-0500","MH","both_invested_turn_rate","50","0.187500"
"6x6","uct-0500","MH","mean_regional_opportunity_share","50","0.089333"
"6x6","uct-0500","MH","opportunity_adjusted_activity","50","5.370121"
"6x6","uct-0500","MH","regional_capacity_share","50","0.094118"
"6x6","uct-0500","HL","active_turn_rate","50","0.562500"
"6x6","uct-0500","HL","both_invested_turn_rate","50","0.209167"
"6x6","uct-0500","HL","mean_regional_opportunity_share","50","0.118854"
"6x6","uct-0500","HL","opportunity_adjusted_activity","50","4.726134"
"6x6","uct-0500","HL","regional_capacity_share","50","0.117647"
"6x6","uct-0500","HM","active_turn_rate","50","0.442917"
"6x6","uct-0500","HM","both_invested_turn_rate","50","0.166250"
"6x6","uct-0500","HM","mean_regional_opportunity_share","50","0.088637"
"6x6","uct-0500","HM","opportunity_adjusted_activity","50","4.983782"
"6x6","uct-0500","HM","regional_capacity_share","50","0.094118"
"6x6","uct-0500","HH","active_turn_rate","50","0.437083"
"6x6","uct-0500","HH","both_invested_turn_rate","50","0.142500"
"6x6","uct-0500","HH","mean_regional_opportunity_share","50","0.088356"
"6x6","uct-0500","HH","opportunity_adjusted_activity","50","4.878441"
"6x6","uct-0500","HH","regional_capacity_share","50","0.094118"
"6x6","uct-1000","LL","active_turn_rate","50","0.699167"
"6x6","uct-1000","LL","both_invested_turn_rate","50","0.281667"
"6x6","uct-1000","LL","mean_regional_opportunity_share","50","0.168129"
"6x6","uct-1000","LL","opportunity_adjusted_activity","50","4.156784"
"6x6","uct-1000","LL","regional_capacity_share","50","0.152941"
"6x6","uct-1000","LM","active_turn_rate","50","0.577083"
"6x6","uct-1000","LM","both_invested_turn_rate","50","0.232917"
"6x6","uct-1000","LM","mean_regional_opportunity_share","50","0.122036"
"6x6","uct-1000","LM","opportunity_adjusted_activity","50","4.719305"
"6x6","uct-1000","LM","regional_capacity_share","50","0.117647"
"6x6","uct-1000","LH","active_turn_rate","50","0.576667"
"6x6","uct-1000","LH","both_invested_turn_rate","50","0.210417"
"6x6","uct-1000","LH","mean_regional_opportunity_share","50","0.119623"
"6x6","uct-1000","LH","opportunity_adjusted_activity","50","4.829051"
"6x6","uct-1000","LH","regional_capacity_share","50","0.117647"
"6x6","uct-1000","ML","active_turn_rate","50","0.542083"
"6x6","uct-1000","ML","both_invested_turn_rate","50","0.212500"
"6x6","uct-1000","ML","mean_regional_opportunity_share","50","0.119578"
"6x6","uct-1000","ML","opportunity_adjusted_activity","50","4.502317"
"6x6","uct-1000","ML","regional_capacity_share","50","0.117647"
"6x6","uct-1000","MM","active_turn_rate","50","0.481667"
"6x6","uct-1000","MM","both_invested_turn_rate","50","0.172500"
"6x6","uct-1000","MM","mean_regional_opportunity_share","50","0.088453"
"6x6","uct-1000","MM","opportunity_adjusted_activity","50","5.431430"
"6x6","uct-1000","MM","regional_capacity_share","50","0.094118"
"6x6","uct-1000","MH","active_turn_rate","50","0.506250"
"6x6","uct-1000","MH","both_invested_turn_rate","50","0.192500"
"6x6","uct-1000","MH","mean_regional_opportunity_share","50","0.087716"
"6x6","uct-1000","MH","opportunity_adjusted_activity","50","5.704523"
"6x6","uct-1000","MH","regional_capacity_share","50","0.094118"
"6x6","uct-1000","HL","active_turn_rate","50","0.482083"
"6x6","uct-1000","HL","both_invested_turn_rate","50","0.174583"
"6x6","uct-1000","HL","mean_regional_opportunity_share","50","0.118760"
"6x6","uct-1000","HL","opportunity_adjusted_activity","50","4.035195"
"6x6","uct-1000","HL","regional_capacity_share","50","0.117647"
"6x6","uct-1000","HM","active_turn_rate","50","0.509583"
"6x6","uct-1000","HM","both_invested_turn_rate","50","0.177083"
"6x6","uct-1000","HM","mean_regional_opportunity_share","50","0.088234"
"6x6","uct-1000","HM","opportunity_adjusted_activity","50","5.747837"
"6x6","uct-1000","HM","regional_capacity_share","50","0.094118"
"6x6","uct-1000","HH","active_turn_rate","50","0.435417"
"6x6","uct-1000","HH","both_invested_turn_rate","50","0.139583"
"6x6","uct-1000","HH","mean_regional_opportunity_share","50","0.087471"
"6x6","uct-1000","HH","opportunity_adjusted_activity","50","4.879691"
"6x6","uct-1000","HH","regional_capacity_share","50","0.094118"
