experiment_id,iteration_limit,game_index,player,player_result_status,supply_point,spatial_category,first_piece_placement_turn,first_control_turn,first_unsecured_control_turn,first_securing_turn,unsecured_controlled_turns,secured_turns,controlled_or_secured_turns,unsecured_controlled_turn_share,secured_turn_share,controlled_or_secured_turn_share,neutral_turns,contested_turns,own_pieces_placed,opponent_pieces_placed,supply_usage_turns,objective_placements_supplied,objective_sites_supplied,objective_sites_supplied_count,adjacent_objective_count,objective_coverage,usage_after_first_control,usage_after_securing,adjacent_live_objectives_at_first_control,adjacent_live_objectives_at_securing,legal_securable_opportunities,ever_securable,securing_opportunities_taken,final_state,final_own_pieces,final_opponent_pieces,final_is_unsecured_controlled,final_is_secured,final_is_controlled_or_secured
uct-10000-self-play,10000,54,2,loser,S44,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S00,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S00,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S01,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S01,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S02,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S02,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S03,edge,21,21,21,,1,0,1,0.041667,0.0,0.041667,23,3,1,1,0,0,,0,2,0.0,0,0,2,,1,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,55,2,loser,S03,edge,22,,,,0,0,0,0.0,0.0,0.0,23,3,1,1,0,0,,0,2,0.0,0,0,,,1,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,55,1,winner,S04,corner,,,,,0,0,0,0.0,0.0,0.0,23,0,0,1,0,0,,0,1,0.0,0,0,,,0,false,0,2,0,1,false,false,false
uct-10000-self-play,10000,55,2,loser,S04,corner,24,24,24,,1,0,1,0.041667,0.0,0.041667,23,0,1,0,0,0,,0,1,0.0,0,0,1,,0,false,0,2,1,0,true,false,true
uct-10000-self-play,10000,55,1,winner,S10,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S10,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S11,interior,5,9,,9,0,16,16,0.0,0.666667,0.666667,4,20,3,2,6,6,O00;O01;O10,3,4,0.75,6,6,3,3,2,true,1,3,3,2,false,true,true
uct-10000-self-play,10000,55,2,loser,S11,interior,2,2,2,,4,0,4,0.166667,0.0,0.166667,4,20,2,3,1,1,O01,1,4,0.25,1,0,4,,3,true,0,3,2,3,false,false,false
uct-10000-self-play,10000,55,1,winner,S12,interior,1,1,1,3,1,22,23,0.041667,0.916667,0.958333,0,23,3,2,8,8,O01;O02;O11,3,4,0.75,8,8,4,4,1,true,1,3,3,2,false,true,true
uct-10000-self-play,10000,55,2,loser,S12,interior,2,2,2,,1,0,1,0.041667,0.0,0.041667,0,23,2,3,0,0,,0,4,0.0,0,0,4,,0,false,0,3,2,3,false,false,false
uct-10000-self-play,10000,55,1,winner,S13,interior,,,,,0,0,0,0.0,0.0,0.0,17,0,0,1,0,0,,0,4,0.0,0,0,,,0,false,0,2,0,1,false,false,false
uct-10000-self-play,10000,55,2,loser,S13,interior,18,18,18,,7,0,7,0.291667,0.0,0.291667,17,0,1,0,2,2,O03;O13,2,4,0.5,2,0,4,,3,true,0,2,1,0,true,false,true
uct-10000-self-play,10000,55,1,winner,S14,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S14,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S20,edge,15,15,15,,10,0,10,0.416667,0.0,0.416667,14,0,1,0,1,1,O20,1,2,0.5,1,0,2,,4,true,0,1,1,0,true,false,true
uct-10000-self-play,10000,55,2,loser,S20,edge,,,,,0,0,0,0.0,0.0,0.0,14,0,0,1,0,0,,0,2,0.0,0,0,,,0,false,0,1,0,1,false,false,false
uct-10000-self-play,10000,55,1,winner,S21,interior,1,1,1,,4,0,4,0.166667,0.0,0.166667,3,21,2,3,1,1,O21,1,4,0.25,1,0,4,,3,true,0,4,2,3,false,false,false
uct-10000-self-play,10000,55,2,loser,S21,interior,4,8,,8,0,17,17,0.0,0.708333,0.708333,3,21,3,2,4,4,O10;O21,2,4,0.5,4,4,4,4,2,true,1,4,3,2,false,true,true
uct-10000-self-play,10000,55,1,winner,S22,interior,1,1,1,,4,0,4,0.166667,0.0,0.166667,1,21,2,3,0,0,,0,4,0.0,0,0,4,,2,true,0,4,2,3,false,false,false
uct-10000-self-play,10000,55,2,loser,S22,interior,4,6,,6,0,19,19,0.0,0.791667,0.791667,1,21,3,2,6,6,O12;O21;O22,3,4,0.75,6,6,4,4,1,true,1,4,3,2,false,true,true
uct-10000-self-play,10000,55,1,winner,S23,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S23,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S24,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S24,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S30,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S30,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S31,interior,9,9,9,,15,0,15,0.625,0.0,0.625,9,11,2,1,4,4,O20;O30;O31,3,4,0.75,4,0,4,,7,true,0,1,2,1,true,false,true
uct-10000-self-play,10000,55,2,loser,S31,interior,14,,,,0,0,0,0.0,0.0,0.0,9,11,1,2,0,0,,0,4,0.0,0,0,,,5,true,0,1,1,2,false,false,false
uct-10000-self-play,10000,55,1,winner,S32,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S32,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S33,interior,23,,,,0,0,0,0.0,0.0,0.0,11,2,1,1,0,0,,0,4,0.0,0,0,,,0,false,0,0,1,1,false,false,false
uct-10000-self-play,10000,55,2,loser,S33,interior,10,10,10,,13,0,13,0.541667,0.0,0.541667,11,2,1,1,6,6,O22;O23;O32;O33,4,4,1.0,6,0,4,,7,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,55,1,winner,S34,edge,23,,,,0,0,0,0.0,0.0,0.0,23,2,1,1,0,0,,0,2,0.0,0,0,,,0,false,0,0,1,1,false,false,false
uct-10000-self-play,10000,55,2,loser,S34,edge,22,22,22,,1,0,1,0.041667,0.0,0.041667,23,2,1,1,0,0,,0,2,0.0,0,0,2,,1,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,55,1,winner,S40,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S40,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S41,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S41,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S42,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S42,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,1,winner,S43,edge,,,,,0,0,0,0.0,0.0,0.0,23,0,0,1,0,0,,0,2,0.0,0,0,,,0,false,0,2,0,1,false,false,false
uct-10000-self-play,10000,55,2,loser,S43,edge,24,24,24,,1,0,1,0.041667,0.0,0.041667,23,0,1,0,0,0,,0,2,0.0,0,0,2,,0,false,0,2,1,0,true,false,true
uct-10000-self-play,10000,55,1,winner,S44,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,55,2,loser,S44,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S00,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S00,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S01,edge,23,23,23,,2,0,2,0.083333,0.0,0.083333,22,0,1,0,0,0,,0,2,0.0,0,0,2,,0,false,0,1,1,0,true,false,true
uct-10000-self-play,10000,56,2,winner,S01,edge,,,,,0,0,0,0.0,0.0,0.0,22,0,0,1,0,0,,0,2,0.0,0,0,,,0,false,0,1,0,1,false,false,false
uct-10000-self-play,10000,56,1,loser,S02,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S02,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S03,edge,,,,,0,0,0,0.0,0.0,0.0,23,0,0,1,0,0,,0,2,0.0,0,0,,,0,false,0,2,0,1,false,false,false
uct-10000-self-play,10000,56,2,winner,S03,edge,24,24,24,,1,0,1,0.041667,0.0,0.041667,23,0,1,0,0,0,,0,2,0.0,0,0,2,,0,false,0,2,1,0,true,false,true
uct-10000-self-play,10000,56,1,loser,S04,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S04,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S10,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S10,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S11,interior,15,15,15,,7,0,7,0.291667,0.0,0.291667,17,3,1,1,3,3,O00;O01,2,4,0.5,3,0,4,,4,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,2,winner,S11,interior,22,,,,0,0,0,0.0,0.0,0.0,17,3,1,1,0,0,,0,4,0.0,0,0,,,1,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,1,loser,S12,interior,19,,,,0,0,0,0.0,0.0,0.0,23,6,1,1,0,0,,0,4,0.0,0,0,,,2,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,2,winner,S12,interior,18,18,18,,1,0,1,0.041667,0.0,0.041667,23,6,1,1,0,0,,0,4,0.0,0,0,3,,3,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,1,loser,S13,interior,3,,,,0,0,0,0.0,0.0,0.0,19,22,2,3,0,0,,0,4,0.0,0,0,,,9,true,0,4,2,3,false,false,false
uct-10000-self-play,10000,56,2,winner,S13,interior,2,2,2,22,2,3,5,0.083333,0.125,0.208333,19,22,3,2,1,1,O03,1,4,0.25,1,1,4,3,10,true,1,4,3,2,false,true,true
uct-10000-self-play,10000,56,1,loser,S14,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S14,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S20,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S20,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S21,interior,5,5,5,,19,0,19,0.791667,0.0,0.791667,5,19,2,1,5,5,O10;O20;O21,3,4,0.75,5,0,4,,9,true,0,1,2,1,true,false,true
uct-10000-self-play,10000,56,2,winner,S21,interior,6,,,,0,0,0,0.0,0.0,0.0,5,19,1,2,0,0,,0,4,0.0,0,0,,,9,true,0,1,1,2,false,false,false
uct-10000-self-play,10000,56,1,loser,S22,interior,17,,,,0,0,0,0.0,0.0,0.0,13,8,1,1,0,0,,0,4,0.0,0,0,,,3,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,2,winner,S22,interior,6,6,6,,11,0,11,0.458333,0.0,0.458333,13,8,1,1,5,5,O11;O12;O22,3,4,0.75,5,0,4,,9,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,1,loser,S23,interior,21,,,,0,0,0,0.0,0.0,0.0,13,4,1,1,0,0,,0,4,0.0,0,0,,,1,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,2,winner,S23,interior,10,10,10,,11,0,11,0.458333,0.0,0.458333,13,4,1,1,4,4,O12;O13;O23,3,4,0.75,4,0,3,,7,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,56,1,loser,S24,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S24,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S30,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S30,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S31,interior,1,1,1,9,6,16,22,0.25,0.666667,0.916667,2,21,3,2,6,6,O20;O21;O30;O31,4,4,1.0,6,4,4,3,4,true,1,3,3,2,false,true,true
uct-10000-self-play,10000,56,2,winner,S31,interior,4,,,,0,0,0,0.0,0.0,0.0,2,21,2,3,0,0,,0,4,0.0,0,0,,,2,true,0,3,2,3,false,false,false
uct-10000-self-play,10000,56,1,loser,S32,interior,1,1,1,,12,0,12,0.5,0.0,0.5,12,23,2,2,5,5,O21;O31;O32,3,4,0.75,5,0,4,,11,true,0,0,2,2,false,false,false
uct-10000-self-play,10000,56,2,winner,S32,interior,2,,,,0,0,0,0.0,0.0,0.0,12,23,2,2,0,0,,0,4,0.0,0,0,,,11,true,0,0,2,2,false,false,false
uct-10000-self-play,10000,56,1,loser,S33,interior,1,1,1,,2,0,2,0.083333,0.0,0.083333,1,23,2,3,0,0,,0,4,0.0,0,0,4,,1,true,0,4,2,3,false,false,false
uct-10000-self-play,10000,56,2,winner,S33,interior,2,4,,4,0,21,21,0.0,0.875,0.875,1,23,3,2,9,9,O22;O23;O32;O33,4,4,1.0,9,9,4,4,1,true,1,4,3,2,false,true,true
uct-10000-self-play,10000,56,1,loser,S34,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S34,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S40,corner,,,,,0,0,0,0.0,0.0,0.0,23,0,0,1,0,0,,0,1,0.0,0,0,,,0,false,0,2,0,1,false,false,false
uct-10000-self-play,10000,56,2,winner,S40,corner,24,24,24,,1,0,1,0.041667,0.0,0.041667,23,0,1,0,0,0,,0,1,0.0,0,0,1,,0,false,0,2,1,0,true,false,true
uct-10000-self-play,10000,56,1,loser,S41,edge,23,23,23,,2,0,2,0.083333,0.0,0.083333,22,0,1,0,0,0,,0,2,0.0,0,0,1,,0,false,0,1,1,0,true,false,true
uct-10000-self-play,10000,56,2,winner,S41,edge,,,,,0,0,0,0.0,0.0,0.0,22,0,0,1,0,0,,0,2,0.0,0,0,,,0,false,0,1,0,1,false,false,false
uct-10000-self-play,10000,56,1,loser,S42,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S42,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S43,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S43,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,1,loser,S44,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,56,2,winner,S44,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S00,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S00,corner,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,1,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S01,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S01,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S02,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S02,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S03,edge,13,13,13,23,2,2,4,0.083333,0.083333,0.166667,20,11,3,2,0,0,,0,2,0.0,0,0,2,1,5,true,1,3,3,2,false,true,true
uct-10000-self-play,10000,57,2,winner,S03,edge,14,,,,0,0,0,0.0,0.0,0.0,20,11,2,3,0,0,,0,2,0.0,0,0,,,4,true,0,3,2,3,false,false,false
uct-10000-self-play,10000,57,1,loser,S04,corner,15,15,15,,1,0,1,0.041667,0.0,0.041667,23,9,1,1,0,0,,0,1,0.0,0,0,1,,4,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,57,2,winner,S04,corner,16,,,,0,0,0,0.0,0.0,0.0,23,9,1,1,0,0,,0,1,0.0,0,0,,,4,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,57,1,loser,S10,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S10,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S11,interior,1,1,1,,1,0,1,0.041667,0.0,0.041667,3,23,2,3,0,0,,0,4,0.0,0,0,4,,6,true,0,4,2,3,false,false,false
uct-10000-self-play,10000,57,2,winner,S11,interior,2,2,2,14,9,11,20,0.375,0.458333,0.833333,3,23,3,2,7,7,O00;O01;O10,3,4,0.75,7,4,4,2,6,true,1,4,3,2,false,true,true
uct-10000-self-play,10000,57,1,loser,S12,interior,1,1,1,,2,0,2,0.083333,0.0,0.083333,1,23,2,3,0,0,,0,4,0.0,0,0,4,,1,true,0,4,2,3,false,false,false
uct-10000-self-play,10000,57,2,winner,S12,interior,2,4,,4,0,21,21,0.0,0.875,0.875,1,23,3,2,8,8,O01;O02;O12,3,4,0.75,8,8,4,4,1,true,1,4,3,2,false,true,true
uct-10000-self-play,10000,57,1,loser,S13,interior,7,7,7,,6,0,6,0.25,0.0,0.25,18,13,2,2,2,2,O03,1,4,0.25,2,0,4,,8,true,0,0,2,2,false,false,false
uct-10000-self-play,10000,57,2,winner,S13,interior,12,,,,0,0,0,0.0,0.0,0.0,18,13,2,2,0,0,,0,4,0.0,0,0,,,6,true,0,0,2,2,false,false,false
uct-10000-self-play,10000,57,1,loser,S14,edge,17,17,17,,1,0,1,0.041667,0.0,0.041667,23,7,1,1,0,0,,0,2,0.0,0,0,2,,3,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,57,2,winner,S14,edge,18,,,,0,0,0,0.0,0.0,0.0,23,7,1,1,0,0,,0,2,0.0,0,0,,,3,true,0,0,1,1,false,false,false
uct-10000-self-play,10000,57,1,loser,S20,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S20,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S21,interior,3,3,3,13,8,12,20,0.333333,0.5,0.833333,4,21,3,2,6,6,O11;O20;O21,3,4,0.75,6,3,4,3,5,true,1,3,3,2,false,true,true
uct-10000-self-play,10000,57,2,winner,S21,interior,4,,,,0,0,0,0.0,0.0,0.0,4,21,2,3,0,0,,0,4,0.0,0,0,,,4,true,0,3,2,3,false,false,false
uct-10000-self-play,10000,57,1,loser,S22,interior,1,1,1,,5,0,5,0.208333,0.0,0.208333,18,19,1,2,2,2,O11,1,4,0.25,2,0,4,,11,true,0,2,1,2,false,false,false
uct-10000-self-play,10000,57,2,winner,S22,interior,6,24,24,,1,0,1,0.041667,0.0,0.041667,18,19,2,1,0,0,,0,4,0.0,0,0,1,,9,true,0,2,2,1,true,false,true
uct-10000-self-play,10000,57,1,loser,S23,interior,5,5,5,,5,0,5,0.208333,0.0,0.208333,19,17,2,1,1,1,O23,1,4,0.25,1,0,4,,9,true,0,1,2,1,true,false,true
uct-10000-self-play,10000,57,2,winner,S23,interior,8,,,,0,0,0,0.0,0.0,0.0,19,17,1,2,0,0,,0,4,0.0,0,0,,,8,true,0,1,1,2,false,false,false
uct-10000-self-play,10000,57,1,loser,S24,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S24,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S30,edge,21,21,21,,4,0,4,0.166667,0.0,0.166667,20,0,1,0,0,0,,0,2,0.0,0,0,1,,1,true,0,1,1,0,true,false,true
uct-10000-self-play,10000,57,2,winner,S30,edge,,,,,0,0,0,0.0,0.0,0.0,20,0,0,1,0,0,,0,2,0.0,0,0,,,0,false,0,1,0,1,false,false,false
uct-10000-self-play,10000,57,1,loser,S31,interior,9,9,9,17,4,8,12,0.166667,0.333333,0.5,12,15,3,2,3,3,O20;O30,2,4,0.5,3,2,4,3,4,true,1,3,3,2,false,true,true
uct-10000-self-play,10000,57,2,winner,S31,interior,10,,,,0,0,0,0.0,0.0,0.0,12,15,2,3,0,0,,0,4,0.0,0,0,,,3,true,0,3,2,3,false,false,false
uct-10000-self-play,10000,57,1,loser,S32,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S32,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S33,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S33,interior,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,4,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,1,loser,S34,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
uct-10000-self-play,10000,57,2,winner,S34,edge,,,,,0,0,0,0.0,0.0,0.0,24,0,0,0,0,0,,0,2,0.0,0,0,,,0,false,0,0,0,0,false,false,false
