"board","experiment_id","search_level","game_index","switch_index","switch_turn","from_region","to_region","unresolved_carryover","carryover_duration","later_revisited","revisit_turn","revisit_lag"
"3x3","3x3-seeded-random","seeded-random","1","1","10","LL","HL","true","9","true","11","1"
"3x3","3x3-seeded-random","seeded-random","1","2","18","LH","LM","true","1","false","",""
"3x3","3x3-seeded-random","seeded-random","2","1","4","HL","LH","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","2","2","5","LH","HL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","2","3","6","HL","ML","false","0","true","10","4"
"3x3","3x3-seeded-random","seeded-random","2","4","9","LL","HM","true","10","true","10","1"
"3x3","3x3-seeded-random","seeded-random","5","1","2","HL","LM","false","0","true","12","10"
"3x3","3x3-seeded-random","seeded-random","5","2","17","ML","LH","true","2","false","",""
"3x3","3x3-seeded-random","seeded-random","5","3","18","LH","MM","true","1","false","",""
"3x3","3x3-seeded-random","seeded-random","6","1","10","HL","HH","true","8","true","12","2"
"3x3","3x3-seeded-random","seeded-random","7","1","2","LL","MM","true","7","true","4","2"
"3x3","3x3-seeded-random","seeded-random","9","1","7","LL","HL","true","6","true","8","1"
"3x3","3x3-seeded-random","seeded-random","9","2","16","HM","ML","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","10","1","2","HL","LL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","10","2","16","LH","HH","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","11","1","18","LL","LM","true","1","false","",""
"3x3","3x3-seeded-random","seeded-random","12","1","6","MM","LL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","13","1","10","HL","LM","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","13","2","11","LM","LH","true","8","true","13","2"
"3x3","3x3-seeded-random","seeded-random","13","3","12","LH","MM","true","3","true","16","4"
"3x3","3x3-seeded-random","seeded-random","13","4","13","MM","HL","false","0","true","17","4"
"3x3","3x3-seeded-random","seeded-random","13","5","18","MM","LL","true","1","false","",""
"3x3","3x3-seeded-random","seeded-random","15","1","6","LH","MH","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","15","2","7","MH","HL","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","15","3","14","LH","ML","true","5","true","16","2"
"3x3","3x3-seeded-random","seeded-random","16","1","12","HL","HH","true","7","true","15","3"
"3x3","3x3-seeded-random","seeded-random","18","1","14","ML","HM","true","5","true","16","2"
"3x3","3x3-seeded-random","seeded-random","20","1","13","ML","HL","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","20","2","14","HL","MH","true","5","true","17","3"
"3x3","3x3-seeded-random","seeded-random","20","3","15","MH","HM","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","21","1","14","LL","ML","true","5","true","16","2"
"3x3","3x3-seeded-random","seeded-random","23","1","17","LL","LM","true","2","false","",""
"3x3","3x3-seeded-random","seeded-random","24","1","2","LM","HL","false","0","true","6","4"
"3x3","3x3-seeded-random","seeded-random","25","1","6","LL","HL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","25","2","12","LM","LH","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","26","1","15","LH","LL","true","4","true","17","2"
"3x3","3x3-seeded-random","seeded-random","27","1","12","MM","LM","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","29","1","2","ML","HL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","29","2","12","LL","LH","true","3","true","16","4"
"3x3","3x3-seeded-random","seeded-random","30","1","17","HH","HL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","31","1","10","LL","MH","true","9","true","13","3"
"3x3","3x3-seeded-random","seeded-random","31","2","11","MH","LH","true","4","true","12","1"
"3x3","3x3-seeded-random","seeded-random","31","3","12","LH","HL","true","7","true","13","1"
"3x3","3x3-seeded-random","seeded-random","32","1","13","ML","HL","true","2","true","14","1"
"3x3","3x3-seeded-random","seeded-random","33","1","14","LL","HL","true","5","true","16","2"
"3x3","3x3-seeded-random","seeded-random","34","1","18","ML","LH","true","1","false","",""
"3x3","3x3-seeded-random","seeded-random","35","1","8","LM","HL","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","36","1","6","LL","HM","true","13","true","7","1"
"3x3","3x3-seeded-random","seeded-random","36","2","9","HH","LL","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","36","3","10","LL","HM","true","9","true","11","1"
"3x3","3x3-seeded-random","seeded-random","36","4","15","HL","ML","true","4","true","17","2"
"3x3","3x3-seeded-random","seeded-random","38","1","6","MH","LM","false","0","true","12","6"
"3x3","3x3-seeded-random","seeded-random","38","2","7","LM","HL","true","7","true","10","3"
"3x3","3x3-seeded-random","seeded-random","39","1","15","HL","ML","true","3","false","",""
"3x3","3x3-seeded-random","seeded-random","41","1","3","LL","ML","true","16","true","5","2"
"3x3","3x3-seeded-random","seeded-random","41","2","4","ML","HL","true","5","true","5","1"
"3x3","3x3-seeded-random","seeded-random","41","3","9","LL","MM","true","10","true","10","1"
"3x3","3x3-seeded-random","seeded-random","42","1","3","ML","LL","false","0","true","5","2"
"3x3","3x3-seeded-random","seeded-random","42","2","18","MH","MM","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","44","1","16","LM","HL","true","3","true","18","2"
"3x3","3x3-seeded-random","seeded-random","45","1","2","LL","LM","false","0","true","10","8"
"3x3","3x3-seeded-random","seeded-random","45","2","6","HL","LH","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","45","3","7","LH","MH","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","45","4","15","LM","LL","true","4","true","17","2"
"3x3","3x3-seeded-random","seeded-random","45","5","16","LL","HM","true","3","true","17","1"
"3x3","3x3-seeded-random","seeded-random","46","1","16","ML","HM","false","0","false","",""
"3x3","3x3-seeded-random","seeded-random","47","1","10","MM","LM","true","9","true","13","3"
