"board","experiment_id","search_level","game_index","region","threshold","cycle_index","departure_turn","departure_progress","qualification_turn","endpoint_turn","outcome","revisit_turn","duration","normalized_duration","revisit_lag","normalized_revisit_lag","active_lapsed","right_censored"
"4x4","seeded-random-self-play","seeded-random","83","LL","1","4","16","0.666667","16","17","persistent_revisit","17","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LL","1","5","19","0.791667","19","21","persistent_revisit","21","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LL","1","6","22","0.916667","22","24","persistent_revisit","24","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","1","1","3","0.125000","3","8","reactivation_revisit","8","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","1","2","12","0.500000","12","13","persistent_revisit","13","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","1","3","16","0.666667","16","17","persistent_revisit","17","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","1","4","18","0.750000","18","19","persistent_revisit","19","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","1","5","20","0.833333","20","22","persistent_revisit","22","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","1","6","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","83","ML","1","1","8","0.333333","8","12","reactivation_revisit","12","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","83","ML","1","2","13","0.541667","13","16","persistent_revisit","16","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","83","ML","1","3","17","0.708333","17","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","83","ML","1","4","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","83","MM","1","1","19","0.791667","19","24","reactivation_revisit","24","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","83","MH","1","1","15","0.625000","15","24","reactivation_revisit","24","9","0.375000","9","0.375000","true","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","1","1","6","0.250000","6","7","persistent_revisit","7","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","1","2","8","0.333333","8","14","reactivation_revisit","14","6","0.250000","6","0.250000","true","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","1","3","15","0.625000","15","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","1","4","18","0.750000","18","20","persistent_revisit","20","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","1","5","21","0.875000","21","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","83","HM","1","1","22","0.916667","22","23","persistent_revisit","23","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","HM","1","2","24","1.000000","24","24","right_censored","","0","0.000000","","","false","true"
"4x4","seeded-random-self-play","seeded-random","83","HH","1","1","21","0.875000","21","22","persistent_revisit","22","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","83","HH","1","2","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","83","LL","3","1","4","0.166667","6","7","persistent_revisit","7","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","83","LH","3","1","3","0.125000","5","8","reactivation_revisit","8","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","83","ML","3","1","8","0.333333","10","12","reactivation_revisit","12","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","83","ML","3","2","13","0.541667","15","16","persistent_revisit","16","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","83","ML","3","3","17","0.708333","19","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","83","MM","3","1","19","0.791667","21","24","reactivation_revisit","24","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","83","MH","3","1","15","0.625000","17","24","reactivation_revisit","24","9","0.375000","9","0.375000","true","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","3","1","8","0.333333","10","14","reactivation_revisit","14","6","0.250000","6","0.250000","true","false"
"4x4","seeded-random-self-play","seeded-random","83","HL","3","2","21","0.875000","23","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LL","2","1","8","0.333333","9","10","persistent_revisit","10","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","2","2","11","0.458333","12","13","persistent_revisit","13","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","2","3","14","0.583333","15","19","reactivation_revisit","19","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","2","4","20","0.833333","21","24","right_censored","","4","0.166667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LM","2","1","21","0.875000","22","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LH","2","1","7","0.291667","8","9","persistent_revisit","9","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LH","2","2","22","0.916667","23","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","ML","2","1","5","0.208333","6","8","persistent_revisit","8","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","2","2","11","0.458333","12","14","persistent_revisit","14","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","2","3","17","0.708333","18","24","reactivation_revisit","24","7","0.291667","7","0.291667","true","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","2","1","12","0.500000","13","14","persistent_revisit","14","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","2","2","15","0.625000","16","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","2","3","22","0.916667","23","24","persistent_revisit","24","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","HL","2","1","13","0.541667","14","15","persistent_revisit","15","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","HL","2","2","17","0.708333","18","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HL","2","3","23","0.958333","24","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","HM","2","1","16","0.666667","17","21","reactivation_revisit","21","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HM","2","2","22","0.916667","23","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","HH","2","1","14","0.583333","15","16","persistent_revisit","16","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","HH","2","2","17","0.708333","18","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","1","1","8","0.333333","8","10","persistent_revisit","10","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","1","2","11","0.458333","11","13","persistent_revisit","13","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","1","3","14","0.583333","14","19","reactivation_revisit","19","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","1","4","20","0.833333","20","24","right_censored","","4","0.166667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LM","1","1","21","0.875000","21","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LH","1","1","7","0.291667","7","9","persistent_revisit","9","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LH","1","2","20","0.833333","20","21","persistent_revisit","21","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","84","LH","1","3","22","0.916667","22","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","ML","1","1","5","0.208333","5","8","persistent_revisit","8","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","1","2","9","0.375000","9","10","persistent_revisit","10","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","1","3","11","0.458333","11","14","persistent_revisit","14","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","1","4","15","0.625000","15","16","persistent_revisit","16","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","1","5","17","0.708333","17","24","reactivation_revisit","24","7","0.291667","7","0.291667","true","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","1","1","12","0.500000","12","14","persistent_revisit","14","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","1","2","15","0.625000","15","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","1","3","19","0.791667","19","20","persistent_revisit","20","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","84","MM","1","4","22","0.916667","22","24","persistent_revisit","24","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","MH","1","1","24","1.000000","24","24","right_censored","","0","0.000000","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","HL","1","1","13","0.541667","13","15","persistent_revisit","15","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","HL","1","2","17","0.708333","17","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HL","1","3","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","HM","1","1","16","0.666667","16","21","reactivation_revisit","21","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HM","1","2","22","0.916667","22","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","HH","1","1","14","0.583333","14","16","persistent_revisit","16","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","84","HH","1","2","17","0.708333","17","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","3","1","14","0.583333","16","19","reactivation_revisit","19","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","LL","3","2","20","0.833333","22","24","right_censored","","4","0.166667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LM","3","1","21","0.875000","23","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","84","LH","3","1","22","0.916667","24","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","ML","3","1","5","0.208333","7","8","persistent_revisit","8","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","3","2","11","0.458333","13","14","persistent_revisit","14","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","84","ML","3","3","17","0.708333","19","24","reactivation_revisit","24","7","0.291667","7","0.291667","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HL","3","1","17","0.708333","19","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HM","3","1","16","0.666667","18","21","reactivation_revisit","21","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","84","HM","3","2","22","0.916667","24","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","84","HH","3","1","17","0.708333","19","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","2","1","7","0.291667","8","11","reactivation_revisit","11","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","2","2","14","0.583333","15","16","persistent_revisit","16","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","2","3","17","0.708333","18","19","persistent_revisit","19","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","2","4","20","0.833333","21","24","never_revisited_nonfront_return","","4","0.166667","","","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","2","1","11","0.458333","12","13","persistent_revisit","13","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","2","2","15","0.625000","16","18","persistent_revisit","18","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","2","3","23","0.958333","24","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","85","ML","2","1","8","0.333333","9","10","persistent_revisit","10","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","ML","2","2","11","0.458333","12","15","never_revisited_nonfront_return","","4","0.166667","","","true","false"
"4x4","seeded-random-self-play","seeded-random","85","MM","2","1","15","0.625000","16","20","reactivation_revisit","20","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","MM","2","2","21","0.875000","22","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","85","MH","2","1","13","0.541667","14","15","persistent_revisit","15","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","MH","2","2","16","0.666667","17","24","right_censored","","8","0.333333","","","true","true"
"4x4","seeded-random-self-play","seeded-random","85","HL","2","1","6","0.250000","7","8","persistent_revisit","8","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HL","2","2","11","0.458333","12","16","reactivation_revisit","16","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","HL","2","3","18","0.750000","19","20","persistent_revisit","20","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","2","1","15","0.625000","16","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","2","2","19","0.791667","20","22","persistent_revisit","22","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","2","3","23","0.958333","24","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","85","HH","2","1","10","0.416667","11","17","reactivation_revisit","17","7","0.291667","7","0.291667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","HH","2","2","20","0.833333","21","24","reactivation_revisit","24","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","1","1","7","0.291667","7","11","reactivation_revisit","11","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","1","2","12","0.500000","12","13","persistent_revisit","13","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","1","3","14","0.583333","14","16","persistent_revisit","16","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","1","4","17","0.708333","17","19","persistent_revisit","19","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","1","5","20","0.833333","20","24","never_revisited_nonfront_return","","4","0.166667","","","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LM","1","1","20","0.833333","20","21","persistent_revisit","21","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LM","1","2","22","0.916667","22","23","persistent_revisit","23","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LM","1","3","24","1.000000","24","24","right_censored","","0","0.000000","","","false","true"
"4x4","seeded-random-self-play","seeded-random","85","LH","1","1","11","0.458333","11","13","persistent_revisit","13","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","1","2","15","0.625000","15","18","persistent_revisit","18","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","1","3","19","0.791667","19","20","persistent_revisit","20","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","1","4","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","85","ML","1","1","8","0.333333","8","10","persistent_revisit","10","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","ML","1","2","11","0.458333","11","15","never_revisited_nonfront_return","","4","0.166667","","","true","false"
"4x4","seeded-random-self-play","seeded-random","85","MM","1","1","15","0.625000","15","20","reactivation_revisit","20","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","MM","1","2","21","0.875000","21","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","85","MH","1","1","8","0.333333","8","9","persistent_revisit","9","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","MH","1","2","10","0.416667","10","11","persistent_revisit","11","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","MH","1","3","13","0.541667","13","15","persistent_revisit","15","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","MH","1","4","16","0.666667","16","24","right_censored","","8","0.333333","","","true","true"
"4x4","seeded-random-self-play","seeded-random","85","HL","1","1","6","0.250000","6","8","persistent_revisit","8","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HL","1","2","9","0.375000","9","10","persistent_revisit","10","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HL","1","3","11","0.458333","11","16","reactivation_revisit","16","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","HL","1","4","18","0.750000","18","20","persistent_revisit","20","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","1","1","13","0.541667","13","14","persistent_revisit","14","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","1","2","15","0.625000","15","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","1","3","19","0.791667","19","22","persistent_revisit","22","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","1","4","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","85","HH","1","1","10","0.416667","10","17","reactivation_revisit","17","7","0.291667","7","0.291667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","HH","1","2","18","0.750000","18","19","persistent_revisit","19","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HH","1","3","20","0.833333","20","24","reactivation_revisit","24","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","3","1","7","0.291667","9","11","reactivation_revisit","11","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LL","3","2","20","0.833333","22","24","never_revisited_nonfront_return","","4","0.166667","","","true","false"
"4x4","seeded-random-self-play","seeded-random","85","LH","3","1","15","0.625000","17","18","persistent_revisit","18","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","85","ML","3","1","11","0.458333","13","15","never_revisited_nonfront_return","","4","0.166667","","","true","false"
"4x4","seeded-random-self-play","seeded-random","85","MM","3","1","15","0.625000","17","20","reactivation_revisit","20","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","MM","3","2","21","0.875000","23","24","right_censored","","3","0.125000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","85","MH","3","1","16","0.666667","18","24","right_censored","","8","0.333333","","","true","true"
"4x4","seeded-random-self-play","seeded-random","85","HL","3","1","11","0.458333","13","16","reactivation_revisit","16","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","85","HM","3","1","19","0.791667","21","22","persistent_revisit","22","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","85","HH","3","1","10","0.416667","12","17","reactivation_revisit","17","7","0.291667","7","0.291667","true","false"
"4x4","seeded-random-self-play","seeded-random","85","HH","3","2","20","0.833333","22","24","reactivation_revisit","24","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","2","1","6","0.250000","7","11","reactivation_revisit","11","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","2","2","16","0.666667","17","20","reactivation_revisit","20","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","2","1","8","0.333333","9","10","persistent_revisit","10","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","2","2","13","0.541667","14","15","persistent_revisit","15","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","2","3","18","0.750000","19","24","right_censored","","6","0.250000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","86","LH","2","1","12","0.500000","13","17","reactivation_revisit","17","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LH","2","2","21","0.875000","22","23","persistent_revisit","23","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","ML","2","1","17","0.708333","18","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","2","1","15","0.625000","16","18","persistent_revisit","18","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","86","MH","2","1","20","0.833333","21","24","right_censored","","4","0.166667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","86","HL","2","1","3","0.125000","4","13","reactivation_revisit","13","10","0.416667","10","0.416667","true","false"
"4x4","seeded-random-self-play","seeded-random","86","HL","2","2","15","0.625000","16","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","HL","2","3","23","0.958333","24","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","86","HM","2","1","7","0.291667","8","9","persistent_revisit","9","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","HM","2","2","10","0.416667","11","15","reactivation_revisit","15","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","HM","2","3","17","0.708333","18","24","right_censored","","7","0.291667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","86","HH","2","1","8","0.333333","9","21","reactivation_revisit","21","13","0.541667","13","0.541667","true","false"
"4x4","seeded-random-self-play","seeded-random","86","HH","2","2","22","0.916667","23","24","right_censored","","2","0.083333","","","false","true"
"4x4","seeded-random-self-play","seeded-random","86","LL","1","1","6","0.250000","6","11","reactivation_revisit","11","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","1","2","12","0.500000","12","13","persistent_revisit","13","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","1","3","14","0.583333","14","15","persistent_revisit","15","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","1","4","16","0.666667","16","20","reactivation_revisit","20","4","0.166667","4","0.166667","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","1","5","21","0.875000","21","22","persistent_revisit","22","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LL","1","6","23","0.958333","23","24","persistent_revisit","24","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","1","1","5","0.208333","5","6","persistent_revisit","6","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","1","2","8","0.333333","8","10","persistent_revisit","10","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","1","3","13","0.541667","13","15","persistent_revisit","15","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","1","4","16","0.666667","16","17","persistent_revisit","17","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LM","1","5","18","0.750000","18","24","right_censored","","6","0.250000","","","true","true"
"4x4","seeded-random-self-play","seeded-random","86","LH","1","1","10","0.416667","10","11","persistent_revisit","11","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LH","1","2","12","0.500000","12","17","reactivation_revisit","17","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","LH","1","3","21","0.875000","21","23","persistent_revisit","23","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","LH","1","4","24","1.000000","24","24","right_censored","","0","0.000000","","","false","true"
"4x4","seeded-random-self-play","seeded-random","86","ML","1","1","15","0.625000","15","16","persistent_revisit","16","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","ML","1","2","17","0.708333","17","22","reactivation_revisit","22","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","1","1","11","0.458333","11","12","persistent_revisit","12","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","1","2","13","0.541667","13","14","persistent_revisit","14","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","1","3","15","0.625000","15","18","persistent_revisit","18","3","0.125000","3","0.125000","false","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","1","4","19","0.791667","19","20","persistent_revisit","20","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","1","5","22","0.916667","22","23","persistent_revisit","23","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","MM","1","6","24","1.000000","24","24","right_censored","","0","0.000000","","","false","true"
"4x4","seeded-random-self-play","seeded-random","86","MH","1","1","20","0.833333","20","24","right_censored","","4","0.166667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","86","HL","1","1","3","0.125000","3","13","reactivation_revisit","13","10","0.416667","10","0.416667","true","false"
"4x4","seeded-random-self-play","seeded-random","86","HL","1","2","15","0.625000","15","17","persistent_revisit","17","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","HL","1","3","18","0.750000","18","19","persistent_revisit","19","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","HL","1","4","20","0.833333","20","21","persistent_revisit","21","1","0.041667","1","0.041667","false","false"
"4x4","seeded-random-self-play","seeded-random","86","HL","1","5","23","0.958333","23","24","right_censored","","1","0.041667","","","false","true"
"4x4","seeded-random-self-play","seeded-random","86","HM","1","1","7","0.291667","7","9","persistent_revisit","9","2","0.083333","2","0.083333","false","false"
"4x4","seeded-random-self-play","seeded-random","86","HM","1","2","10","0.416667","10","15","reactivation_revisit","15","5","0.208333","5","0.208333","true","false"
"4x4","seeded-random-self-play","seeded-random","86","HM","1","3","17","0.708333","17","24","right_censored","","7","0.291667","","","true","true"
"4x4","seeded-random-self-play","seeded-random","86","HH","1","1","8","0.333333","8","21","reactivation_revisit","21","13","0.541667","13","0.541667","true","false"
