"board","search_level","threshold","lag","normalized_lag","at_risk","persistent_revisits","reactivation_revisits","never_revisited_resolved","never_revisited_nonfront_return","right_censored"
"4x4","uct-1000","3","4","0.166667","549","0","97","0","3","27"
"4x4","uct-1000","3","5","0.208333","422","0","81","0","1","28"
"4x4","uct-1000","3","6","0.250000","312","0","48","0","1","18"
"4x4","uct-1000","3","7","0.291667","245","0","38","0","0","17"
"4x4","uct-1000","3","8","0.333333","190","0","28","0","0","12"
"4x4","uct-1000","3","9","0.375000","150","0","35","0","2","9"
"4x4","uct-1000","3","10","0.416667","104","0","15","0","0","6"
"4x4","uct-1000","3","11","0.458333","83","0","16","0","0","9"
"4x4","uct-1000","3","12","0.500000","58","0","11","0","1","5"
"4x4","uct-1000","3","13","0.541667","41","0","8","0","0","4"
"4x4","uct-1000","3","14","0.583333","29","0","4","0","0","1"
"4x4","uct-1000","3","15","0.625000","24","0","5","0","0","1"
"4x4","uct-1000","3","16","0.666667","18","0","4","0","0","1"
"4x4","uct-1000","3","17","0.708333","13","0","5","0","0","1"
"4x4","uct-1000","3","18","0.750000","7","0","0","0","0","2"
"4x4","uct-1000","3","19","0.791667","5","0","0","0","0","2"
"4x4","uct-1000","3","20","0.833333","3","0","0","0","0","2"
"4x4","uct-1000","3","21","0.875000","1","0","0","0","0","1"
"6x6","seeded-random","2","0","0.000000","4809","0","0","0","0","0"
"6x6","seeded-random","2","1","0.020833","4809","0","0","0","0","109"
"6x6","seeded-random","2","2","0.041667","4700","1383","0","6","0","94"
"6x6","seeded-random","2","3","0.062500","3217","1005","0","0","4","64"
"6x6","seeded-random","2","4","0.083333","2144","0","592","0","3","43"
"6x6","seeded-random","2","5","0.104167","1506","0","473","0","3","28"
"6x6","seeded-random","2","6","0.125000","1002","0","272","0","2","25"
"6x6","seeded-random","2","7","0.145833","703","0","216","0","0","19"
"6x6","seeded-random","2","8","0.166667","468","0","118","0","0","5"
"6x6","seeded-random","2","9","0.187500","345","0","104","0","0","16"
"6x6","seeded-random","2","10","0.208333","225","0","48","0","0","3"
"6x6","seeded-random","2","11","0.229167","174","0","53","0","1","5"
"6x6","seeded-random","2","12","0.250000","115","0","26","0","0","2"
"6x6","seeded-random","2","13","0.270833","87","0","27","0","0","3"
"6x6","seeded-random","2","14","0.291667","57","0","13","0","1","3"
"6x6","seeded-random","2","15","0.312500","40","0","15","0","0","0"
"6x6","seeded-random","2","16","0.333333","25","0","6","0","0","0"
"6x6","seeded-random","2","17","0.354167","19","0","3","0","0","1"
"6x6","seeded-random","2","18","0.375000","15","0","3","0","0","0"
"6x6","seeded-random","2","19","0.395833","12","0","5","0","0","1"
"6x6","seeded-random","2","20","0.416667","6","0","3","0","0","0"
"6x6","seeded-random","2","21","0.437500","3","0","2","0","0","0"
"6x6","seeded-random","2","22","0.458333","1","0","0","0","0","0"
"6x6","seeded-random","2","23","0.479167","1","0","0","0","0","0"
"6x6","seeded-random","2","24","0.500000","1","0","0","0","0","0"
"6x6","seeded-random","2","25","0.520833","1","0","1","0","0","0"
"6x6","seeded-random","1","0","0.000000","7398","0","0","0","0","196"
"6x6","seeded-random","1","1","0.020833","7202","2381","0","0","12","109"
"6x6","seeded-random","1","2","0.041667","4700","1383","0","6","0","94"
"6x6","seeded-random","1","3","0.062500","3217","1005","0","0","4","64"
"6x6","seeded-random","1","4","0.083333","2144","0","592","0","3","43"
"6x6","seeded-random","1","5","0.104167","1506","0","473","0","3","28"
"6x6","seeded-random","1","6","0.125000","1002","0","272","0","2","25"
"6x6","seeded-random","1","7","0.145833","703","0","216","0","0","19"
"6x6","seeded-random","1","8","0.166667","468","0","118","0","0","5"
"6x6","seeded-random","1","9","0.187500","345","0","104","0","0","16"
"6x6","seeded-random","1","10","0.208333","225","0","48","0","0","3"
"6x6","seeded-random","1","11","0.229167","174","0","53","0","1","5"
"6x6","seeded-random","1","12","0.250000","115","0","26","0","0","2"
"6x6","seeded-random","1","13","0.270833","87","0","27","0","0","3"
"6x6","seeded-random","1","14","0.291667","57","0","13","0","1","3"
"6x6","seeded-random","1","15","0.312500","40","0","15","0","0","0"
"6x6","seeded-random","1","16","0.333333","25","0","6","0","0","0"
"6x6","seeded-random","1","17","0.354167","19","0","3","0","0","1"
"6x6","seeded-random","1","18","0.375000","15","0","3","0","0","0"
"6x6","seeded-random","1","19","0.395833","12","0","5","0","0","1"
"6x6","seeded-random","1","20","0.416667","6","0","3","0","0","0"
"6x6","seeded-random","1","21","0.437500","3","0","2","0","0","0"
"6x6","seeded-random","1","22","0.458333","1","0","0","0","0","0"
"6x6","seeded-random","1","23","0.479167","1","0","0","0","0","0"
"6x6","seeded-random","1","24","0.500000","1","0","0","0","0","0"
"6x6","seeded-random","1","25","0.520833","1","0","1","0","0","0"
"6x6","seeded-random","3","0","0.000000","3311","0","0","0","0","0"
"6x6","seeded-random","3","1","0.020833","3311","0","0","0","0","0"
"6x6","seeded-random","3","2","0.041667","3311","0","0","0","0","94"
"6x6","seeded-random","3","3","0.062500","3217","1005","0","0","4","64"
"6x6","seeded-random","3","4","0.083333","2144","0","592","0","3","43"
"6x6","seeded-random","3","5","0.104167","1506","0","473","0","3","28"
"6x6","seeded-random","3","6","0.125000","1002","0","272","0","2","25"
"6x6","seeded-random","3","7","0.145833","703","0","216","0","0","19"
"6x6","seeded-random","3","8","0.166667","468","0","118","0","0","5"
"6x6","seeded-random","3","9","0.187500","345","0","104","0","0","16"
"6x6","seeded-random","3","10","0.208333","225","0","48","0","0","3"
"6x6","seeded-random","3","11","0.229167","174","0","53","0","1","5"
"6x6","seeded-random","3","12","0.250000","115","0","26","0","0","2"
"6x6","seeded-random","3","13","0.270833","87","0","27","0","0","3"
"6x6","seeded-random","3","14","0.291667","57","0","13","0","1","3"
"6x6","seeded-random","3","15","0.312500","40","0","15","0","0","0"
"6x6","seeded-random","3","16","0.333333","25","0","6","0","0","0"
"6x6","seeded-random","3","17","0.354167","19","0","3","0","0","1"
"6x6","seeded-random","3","18","0.375000","15","0","3","0","0","0"
"6x6","seeded-random","3","19","0.395833","12","0","5","0","0","1"
"6x6","seeded-random","3","20","0.416667","6","0","3","0","0","0"
"6x6","seeded-random","3","21","0.437500","3","0","2","0","0","0"
"6x6","seeded-random","3","22","0.458333","1","0","0","0","0","0"
"6x6","seeded-random","3","23","0.479167","1","0","0","0","0","0"
"6x6","seeded-random","3","24","0.500000","1","0","0","0","0","0"
"6x6","seeded-random","3","25","0.520833","1","0","1","0","0","0"
"6x6","uct-0100","2","0","0.000000","2381","0","0","0","0","0"
"6x6","uct-0100","2","1","0.020833","2381","0","0","0","0","69"
"6x6","uct-0100","2","2","0.041667","2312","660","0","3","0","41"
"6x6","uct-0100","2","3","0.062500","1608","528","0","0","5","38"
"6x6","uct-0100","2","4","0.083333","1037","0","295","0","0","25"
"6x6","uct-0100","2","5","0.104167","717","0","240","0","4","12"
"6x6","uct-0100","2","6","0.125000","461","0","136","0","0","11"
"6x6","uct-0100","2","7","0.145833","314","0","81","0","2","6"
"6x6","uct-0100","2","8","0.166667","225","0","51","0","0","8"
"6x6","uct-0100","2","9","0.187500","166","0","40","0","0","3"
"6x6","uct-0100","2","10","0.208333","123","0","32","0","0","1"
"6x6","uct-0100","2","11","0.229167","90","0","17","0","0","0"
"6x6","uct-0100","2","12","0.250000","73","0","16","0","0","2"
"6x6","uct-0100","2","13","0.270833","55","0","19","0","0","2"
"6x6","uct-0100","2","14","0.291667","34","0","7","0","0","1"
"6x6","uct-0100","2","15","0.312500","26","0","6","0","0","1"
"6x6","uct-0100","2","16","0.333333","19","0","5","0","0","3"
"6x6","uct-0100","2","17","0.354167","11","0","3","0","0","0"
"6x6","uct-0100","2","18","0.375000","8","0","2","0","0","0"
"6x6","uct-0100","2","19","0.395833","6","0","3","0","0","0"
"6x6","uct-0100","2","20","0.416667","3","0","0","0","0","0"
"6x6","uct-0100","2","21","0.437500","3","0","0","0","0","0"
"6x6","uct-0100","2","22","0.458333","3","0","2","0","0","0"
"6x6","uct-0100","2","23","0.479167","1","0","0","0","0","0"
"6x6","uct-0100","2","24","0.500000","1","0","0","0","0","0"
"6x6","uct-0100","2","25","0.520833","1","0","1","0","0","0"
"6x6","uct-0100","1","0","0.000000","3712","0","0","0","0","88"
"6x6","uct-0100","1","1","0.020833","3624","1238","0","0","5","69"
"6x6","uct-0100","1","2","0.041667","2312","660","0","3","0","41"
"6x6","uct-0100","1","3","0.062500","1608","528","0","0","5","38"
"6x6","uct-0100","1","4","0.083333","1037","0","295","0","0","25"
"6x6","uct-0100","1","5","0.104167","717","0","240","0","4","12"
"6x6","uct-0100","1","6","0.125000","461","0","136","0","0","11"
"6x6","uct-0100","1","7","0.145833","314","0","81","0","2","6"
"6x6","uct-0100","1","8","0.166667","225","0","51","0","0","8"
"6x6","uct-0100","1","9","0.187500","166","0","40","0","0","3"
"6x6","uct-0100","1","10","0.208333","123","0","32","0","0","1"
"6x6","uct-0100","1","11","0.229167","90","0","17","0","0","0"
"6x6","uct-0100","1","12","0.250000","73","0","16","0","0","2"
"6x6","uct-0100","1","13","0.270833","55","0","19","0","0","2"
"6x6","uct-0100","1","14","0.291667","34","0","7","0","0","1"
"6x6","uct-0100","1","15","0.312500","26","0","6","0","0","1"
"6x6","uct-0100","1","16","0.333333","19","0","5","0","0","3"
"6x6","uct-0100","1","17","0.354167","11","0","3","0","0","0"
"6x6","uct-0100","1","18","0.375000","8","0","2","0","0","0"
"6x6","uct-0100","1","19","0.395833","6","0","3","0","0","0"
"6x6","uct-0100","1","20","0.416667","3","0","0","0","0","0"
"6x6","uct-0100","1","21","0.437500","3","0","0","0","0","0"
"6x6","uct-0100","1","22","0.458333","3","0","2","0","0","0"
"6x6","uct-0100","1","23","0.479167","1","0","0","0","0","0"
"6x6","uct-0100","1","24","0.500000","1","0","0","0","0","0"
"6x6","uct-0100","1","25","0.520833","1","0","1","0","0","0"
"6x6","uct-0100","3","0","0.000000","1649","0","0","0","0","0"
"6x6","uct-0100","3","1","0.020833","1649","0","0","0","0","0"
"6x6","uct-0100","3","2","0.041667","1649","0","0","0","0","41"
"6x6","uct-0100","3","3","0.062500","1608","528","0","0","5","38"
"6x6","uct-0100","3","4","0.083333","1037","0","295","0","0","25"
"6x6","uct-0100","3","5","0.104167","717","0","240","0","4","12"
"6x6","uct-0100","3","6","0.125000","461","0","136","0","0","11"
"6x6","uct-0100","3","7","0.145833","314","0","81","0","2","6"
"6x6","uct-0100","3","8","0.166667","225","0","51","0","0","8"
"6x6","uct-0100","3","9","0.187500","166","0","40","0","0","3"
"6x6","uct-0100","3","10","0.208333","123","0","32","0","0","1"
"6x6","uct-0100","3","11","0.229167","90","0","17","0","0","0"
"6x6","uct-0100","3","12","0.250000","73","0","16","0","0","2"
"6x6","uct-0100","3","13","0.270833","55","0","19","0","0","2"
"6x6","uct-0100","3","14","0.291667","34","0","7","0","0","1"
"6x6","uct-0100","3","15","0.312500","26","0","6","0","0","1"
"6x6","uct-0100","3","16","0.333333","19","0","5","0","0","3"
"6x6","uct-0100","3","17","0.354167","11","0","3","0","0","0"
"6x6","uct-0100","3","18","0.375000","8","0","2","0","0","0"
"6x6","uct-0100","3","19","0.395833","6","0","3","0","0","0"
"6x6","uct-0100","3","20","0.416667","3","0","0","0","0","0"
"6x6","uct-0100","3","21","0.437500","3","0","0","0","0","0"
"6x6","uct-0100","3","22","0.458333","3","0","2","0","0","0"
"6x6","uct-0100","3","23","0.479167","1","0","0","0","0","0"
"6x6","uct-0100","3","24","0.500000","1","0","0","0","0","0"
"6x6","uct-0100","3","25","0.520833","1","0","1","0","0","0"
"6x6","uct-0500","2","0","0.000000","2072","0","0","0","0","0"
"6x6","uct-0500","2","1","0.020833","2072","0","0","0","0","53"
"6x6","uct-0500","2","2","0.041667","2019","519","0","5","0","40"
"6x6","uct-0500","2","3","0.062500","1455","477","0","0","5","31"
"6x6","uct-0500","2","4","0.083333","942","0","213","0","1","20"
"6x6","uct-0500","2","5","0.104167","708","0","203","0","2","16"
"6x6","uct-0500","2","6","0.125000","487","0","135","0","2","18"
"6x6","uct-0500","2","7","0.145833","332","0","84","0","0","8"
"6x6","uct-0500","2","8","0.166667","240","0","64","0","1","10"
"6x6","uct-0500","2","9","0.187500","165","0","42","0","0","6"
"6x6","uct-0500","2","10","0.208333","117","0","24","0","0","3"
"6x6","uct-0500","2","11","0.229167","90","0","23","0","0","2"
"6x6","uct-0500","2","12","0.250000","65","0","12","0","0","4"
"6x6","uct-0500","2","13","0.270833","49","0","13","0","0","2"
"6x6","uct-0500","2","14","0.291667","34","0","6","0","0","1"
"6x6","uct-0500","2","15","0.312500","27","0","5","0","0","3"
"6x6","uct-0500","2","16","0.333333","19","0","3","0","0","0"
"6x6","uct-0500","2","17","0.354167","16","0","4","0","0","0"
"6x6","uct-0500","2","18","0.375000","12","0","1","0","0","0"
"6x6","uct-0500","2","19","0.395833","11","0","1","0","0","1"
"6x6","uct-0500","2","20","0.416667","9","0","3","0","0","0"
"6x6","uct-0500","2","21","0.437500","6","0","1","0","0","2"
"6x6","uct-0500","2","22","0.458333","3","0","0","0","0","0"
"6x6","uct-0500","2","23","0.479167","3","0","1","0","0","0"
"6x6","uct-0500","2","24","0.500000","2","0","0","0","0","0"
"6x6","uct-0500","2","25","0.520833","2","0","0","0","0","0"
"6x6","uct-0500","2","26","0.541667","2","0","1","0","0","0"
"6x6","uct-0500","2","27","0.562500","1","0","0","0","0","0"
"6x6","uct-0500","2","28","0.583333","1","0","0","0","0","1"
"6x6","uct-0500","1","0","0.000000","3415","0","0","0","0","75"
"6x6","uct-0500","1","1","0.020833","3340","1257","0","0","11","53"
"6x6","uct-0500","1","2","0.041667","2019","519","0","5","0","40"
"6x6","uct-0500","1","3","0.062500","1455","477","0","0","5","31"
"6x6","uct-0500","1","4","0.083333","942","0","213","0","1","20"
"6x6","uct-0500","1","5","0.104167","708","0","203","0","2","16"
"6x6","uct-0500","1","6","0.125000","487","0","135","0","2","18"
"6x6","uct-0500","1","7","0.145833","332","0","84","0","0","8"
"6x6","uct-0500","1","8","0.166667","240","0","64","0","1","10"
"6x6","uct-0500","1","9","0.187500","165","0","42","0","0","6"
"6x6","uct-0500","1","10","0.208333","117","0","24","0","0","3"
"6x6","uct-0500","1","11","0.229167","90","0","23","0","0","2"
"6x6","uct-0500","1","12","0.250000","65","0","12","0","0","4"
"6x6","uct-0500","1","13","0.270833","49","0","13","0","0","2"
"6x6","uct-0500","1","14","0.291667","34","0","6","0","0","1"
"6x6","uct-0500","1","15","0.312500","27","0","5","0","0","3"
"6x6","uct-0500","1","16","0.333333","19","0","3","0","0","0"
"6x6","uct-0500","1","17","0.354167","16","0","4","0","0","0"
"6x6","uct-0500","1","18","0.375000","12","0","1","0","0","0"
"6x6","uct-0500","1","19","0.395833","11","0","1","0","0","1"
"6x6","uct-0500","1","20","0.416667","9","0","3","0","0","0"
"6x6","uct-0500","1","21","0.437500","6","0","1","0","0","2"
"6x6","uct-0500","1","22","0.458333","3","0","0","0","0","0"
"6x6","uct-0500","1","23","0.479167","3","0","1","0","0","0"
"6x6","uct-0500","1","24","0.500000","2","0","0","0","0","0"
"6x6","uct-0500","1","25","0.520833","2","0","0","0","0","0"
"6x6","uct-0500","1","26","0.541667","2","0","1","0","0","0"
"6x6","uct-0500","1","27","0.562500","1","0","0","0","0","0"
"6x6","uct-0500","1","28","0.583333","1","0","0","0","0","1"
"6x6","uct-0500","3","0","0.000000","1495","0","0","0","0","0"
"6x6","uct-0500","3","1","0.020833","1495","0","0","0","0","0"
"6x6","uct-0500","3","2","0.041667","1495","0","0","0","0","40"
"6x6","uct-0500","3","3","0.062500","1455","477","0","0","5","31"
"6x6","uct-0500","3","4","0.083333","942","0","213","0","1","20"
"6x6","uct-0500","3","5","0.104167","708","0","203","0","2","16"
"6x6","uct-0500","3","6","0.125000","487","0","135","0","2","18"
"6x6","uct-0500","3","7","0.145833","332","0","84","0","0","8"
"6x6","uct-0500","3","8","0.166667","240","0","64","0","1","10"
"6x6","uct-0500","3","9","0.187500","165","0","42","0","0","6"
"6x6","uct-0500","3","10","0.208333","117","0","24","0","0","3"
"6x6","uct-0500","3","11","0.229167","90","0","23","0","0","2"
"6x6","uct-0500","3","12","0.250000","65","0","12","0","0","4"
"6x6","uct-0500","3","13","0.270833","49","0","13","0","0","2"
"6x6","uct-0500","3","14","0.291667","34","0","6","0","0","1"
"6x6","uct-0500","3","15","0.312500","27","0","5","0","0","3"
"6x6","uct-0500","3","16","0.333333","19","0","3","0","0","0"
"6x6","uct-0500","3","17","0.354167","16","0","4","0","0","0"
"6x6","uct-0500","3","18","0.375000","12","0","1","0","0","0"
"6x6","uct-0500","3","19","0.395833","11","0","1","0","0","1"
"6x6","uct-0500","3","20","0.416667","9","0","3","0","0","0"
"6x6","uct-0500","3","21","0.437500","6","0","1","0","0","2"
"6x6","uct-0500","3","22","0.458333","3","0","0","0","0","0"
"6x6","uct-0500","3","23","0.479167","3","0","1","0","0","0"
"6x6","uct-0500","3","24","0.500000","2","0","0","0","0","0"
"6x6","uct-0500","3","25","0.520833","2","0","0","0","0","0"
"6x6","uct-0500","3","26","0.541667","2","0","1","0","0","0"
"6x6","uct-0500","3","27","0.562500","1","0","0","0","0","0"
"6x6","uct-0500","3","28","0.583333","1","0","0","0","0","1"
"6x6","uct-1000","2","0","0.000000","1950","0","0","0","0","0"
"6x6","uct-1000","2","1","0.020833","1950","0","0","0","0","54"
"6x6","uct-1000","2","2","0.041667","1896","478","0","9","0","42"
"6x6","uct-1000","2","3","0.062500","1367","435","0","0","3","32"
"6x6","uct-1000","2","4","0.083333","897","0","195","0","0","24"
"6x6","uct-1000","2","5","0.104167","678","0","199","0","1","19"
"6x6","uct-1000","2","6","0.125000","459","0","93","0","1","9"
"6x6","uct-1000","2","7","0.145833","356","0","90","0","1","9"
"6x6","uct-1000","2","8","0.166667","256","0","44","0","0","4"
"6x6","uct-1000","2","9","0.187500","208","0","54","0","1","6"
"6x6","uct-1000","2","10","0.208333","147","0","35","0","0","3"
"6x6","uct-1000","2","11","0.229167","109","0","23","0","0","7"
"6x6","uct-1000","2","12","0.250000","79","0","17","0","0","3"
"6x6","uct-1000","2","13","0.270833","59","0","12","0","0","3"
"6x6","uct-1000","2","14","0.291667","44","0","8","0","0","2"
"6x6","uct-1000","2","15","0.312500","34","0","9","0","1","3"
"6x6","uct-1000","2","16","0.333333","21","0","3","0","0","1"
"6x6","uct-1000","2","17","0.354167","17","0","1","0","0","0"
"6x6","uct-1000","2","18","0.375000","16","0","1","0","0","1"
"6x6","uct-1000","2","19","0.395833","14","0","0","0","0","0"
"6x6","uct-1000","2","20","0.416667","14","0","5","0","0","0"
"6x6","uct-1000","2","21","0.437500","9","0","0","0","0","0"
"6x6","uct-1000","2","22","0.458333","9","0","4","0","0","0"
"6x6","uct-1000","2","23","0.479167","5","0","3","0","0","0"
"6x6","uct-1000","2","24","0.500000","2","0","1","0","0","0"
"6x6","uct-1000","2","25","0.520833","1","0","0","0","0","0"
"6x6","uct-1000","2","26","0.541667","1","0","0","0","0","0"
"6x6","uct-1000","2","27","0.562500","1","0","1","0","0","0"
"6x6","uct-1000","1","0","0.000000","3288","0","0","0","0","69"
"6x6","uct-1000","1","1","0.020833","3219","1259","0","0","10","54"
"6x6","uct-1000","1","2","0.041667","1896","478","0","9","0","42"
"6x6","uct-1000","1","3","0.062500","1367","435","0","0","3","32"
"6x6","uct-1000","1","4","0.083333","897","0","195","0","0","24"
"6x6","uct-1000","1","5","0.104167","678","0","199","0","1","19"
"6x6","uct-1000","1","6","0.125000","459","0","93","0","1","9"
"6x6","uct-1000","1","7","0.145833","356","0","90","0","1","9"
"6x6","uct-1000","1","8","0.166667","256","0","44","0","0","4"
"6x6","uct-1000","1","9","0.187500","208","0","54","0","1","6"
"6x6","uct-1000","1","10","0.208333","147","0","35","0","0","3"
"6x6","uct-1000","1","11","0.229167","109","0","23","0","0","7"
"6x6","uct-1000","1","12","0.250000","79","0","17","0","0","3"
"6x6","uct-1000","1","13","0.270833","59","0","12","0","0","3"
"6x6","uct-1000","1","14","0.291667","44","0","8","0","0","2"
"6x6","uct-1000","1","15","0.312500","34","0","9","0","1","3"
"6x6","uct-1000","1","16","0.333333","21","0","3","0","0","1"
"6x6","uct-1000","1","17","0.354167","17","0","1","0","0","0"
"6x6","uct-1000","1","18","0.375000","16","0","1","0","0","1"
"6x6","uct-1000","1","19","0.395833","14","0","0","0","0","0"
"6x6","uct-1000","1","20","0.416667","14","0","5","0","0","0"
"6x6","uct-1000","1","21","0.437500","9","0","0","0","0","0"
"6x6","uct-1000","1","22","0.458333","9","0","4","0","0","0"
"6x6","uct-1000","1","23","0.479167","5","0","3","0","0","0"
"6x6","uct-1000","1","24","0.500000","2","0","1","0","0","0"
"6x6","uct-1000","1","25","0.520833","1","0","0","0","0","0"
"6x6","uct-1000","1","26","0.541667","1","0","0","0","0","0"
"6x6","uct-1000","1","27","0.562500","1","0","1","0","0","0"
"6x6","uct-1000","3","0","0.000000","1409","0","0","0","0","0"
"6x6","uct-1000","3","1","0.020833","1409","0","0","0","0","0"
"6x6","uct-1000","3","2","0.041667","1409","0","0","0","0","42"
"6x6","uct-1000","3","3","0.062500","1367","435","0","0","3","32"
"6x6","uct-1000","3","4","0.083333","897","0","195","0","0","24"
"6x6","uct-1000","3","5","0.104167","678","0","199","0","1","19"
"6x6","uct-1000","3","6","0.125000","459","0","93","0","1","9"
"6x6","uct-1000","3","7","0.145833","356","0","90","0","1","9"
"6x6","uct-1000","3","8","0.166667","256","0","44","0","0","4"
"6x6","uct-1000","3","9","0.187500","208","0","54","0","1","6"
"6x6","uct-1000","3","10","0.208333","147","0","35","0","0","3"
"6x6","uct-1000","3","11","0.229167","109","0","23","0","0","7"
"6x6","uct-1000","3","12","0.250000","79","0","17","0","0","3"
"6x6","uct-1000","3","13","0.270833","59","0","12","0","0","3"
"6x6","uct-1000","3","14","0.291667","44","0","8","0","0","2"
"6x6","uct-1000","3","15","0.312500","34","0","9","0","1","3"
"6x6","uct-1000","3","16","0.333333","21","0","3","0","0","1"
"6x6","uct-1000","3","17","0.354167","17","0","1","0","0","0"
"6x6","uct-1000","3","18","0.375000","16","0","1","0","0","1"
"6x6","uct-1000","3","19","0.395833","14","0","0","0","0","0"
"6x6","uct-1000","3","20","0.416667","14","0","5","0","0","0"
"6x6","uct-1000","3","21","0.437500","9","0","0","0","0","0"
"6x6","uct-1000","3","22","0.458333","9","0","4","0","0","0"
"6x6","uct-1000","3","23","0.479167","5","0","3","0","0","0"
"6x6","uct-1000","3","24","0.500000","2","0","1","0","0","0"
"6x6","uct-1000","3","25","0.520833","1","0","0","0","0","0"
"6x6","uct-1000","3","26","0.541667","1","0","0","0","0","0"
"6x6","uct-1000","3","27","0.562500","1","0","1","0","0","0"
