"board","search_level","threshold","metric","games","value","median","ci_low","ci_high","primary"
"3x3","uct-1000","3","backlog_ge2_turn_rate","100","0.390000","0.388889","0.356111","0.425000","false"
"3x3","uct-1000","3","longest_backlog_run_fraction","100","0.575000","0.555556","0.530555","0.616667","false"
"3x3","uct-1000","3","qualifying_departures","100","3.610000","3.000000","3.240000","3.970000","false"
"3x3","uct-1000","3","persistent_revisits","100","0.890000","1.000000","0.710000","1.090000","false"
"3x3","uct-1000","3","reactivation_revisits","100","1.450000","1.000000","1.240000","1.660000","false"
"3x3","uct-1000","3","never_revisited","100","0.240000","0.000000","0.150000","0.340000","false"
"3x3","uct-1000","3","right_censored","100","1.030000","1.000000","0.850000","1.210000","false"
"3x3","uct-1000","3","revisit_rate_observed","93","0.911086","1.000000","0.868075","0.948387","false"
"3x3","uct-1000","3","never_revisited_rate_observed","93","0.088914","0.000000","0.050384","0.130876","false"
"3x3","uct-1000","3","right_censored_rate","98","0.288508","0.250000","0.236613","0.343610","false"
"3x3","uct-1000","3","simple_end_revisit_rate","98","0.649490","0.666667","0.593161","0.703353","false"
"3x3","uct-1000","3","mean_revisit_lag","91","4.726007","4.333333","4.436630","5.031136","false"
"3x3","uct-1000","3","median_revisit_lag","91","4.516484","4.000000","4.219780","4.884615","false"
"3x3","uct-1000","3","mean_normalized_revisit_lag","91","0.262556","0.240741","0.245635","0.280159","false"
"3x3","uct-1000","3","distinct_revisited_regions","100","2.010000","2.000000","1.770000","2.250000","false"
"3x3","uct-1000","3","repeated_revisit_regions","100","0.330000","0.000000","0.230000","0.440000","false"
"3x3","uct-1000","3","revisit_within_four_turns_rate","97","0.406406","0.428571","0.342906","0.467624","false"
"3x3","uct-1000","3","early_revisit_within_quarter_rate","82","0.608740","0.666667","0.525813","0.689837","false"
"4x4","seeded-random","2","mean_dormant_active_fronts","100","1.259167","1.291667","1.210833","1.307500","false"
"4x4","seeded-random","2","dormant_ge1_turn_rate","100","0.722083","0.750000","0.704583","0.739583","false"
"4x4","seeded-random","2","dormant_ge2_turn_rate","100","0.397083","0.375000","0.375000","0.420417","false"
"4x4","seeded-random","2","longest_dormant_run_fraction","100","0.487083","0.458333","0.450417","0.524583","false"
"4x4","seeded-random","2","mean_backlog_size","100","2.480417","2.458333","2.402500","2.555833","false"
"4x4","seeded-random","2","max_backlog_size","100","4.930000","5.000000","4.800000","5.060000","false"
"4x4","seeded-random","2","backlog_ge1_turn_rate","100","0.865833","0.875000","0.855000","0.876250","false"
"4x4","seeded-random","2","backlog_ge2_turn_rate","100","0.744167","0.750000","0.723750","0.762500","false"
"4x4","seeded-random","2","longest_backlog_run_fraction","100","0.821667","0.875000","0.795833","0.846667","false"
"4x4","seeded-random","2","qualifying_departures","100","18.550000","19.000000","17.840000","19.270000","false"
"4x4","seeded-random","2","persistent_revisits","100","9.130000","9.000000","8.570000","9.680000","false"
"4x4","seeded-random","2","reactivation_revisits","100","5.370000","5.000000","4.980000","5.780000","false"
"4x4","seeded-random","2","never_revisited","100","0.460000","0.000000","0.320000","0.610000","false"
"4x4","seeded-random","2","right_censored","100","3.590000","4.000000","3.410000","3.770000","false"
"4x4","seeded-random","2","revisit_rate_observed","100","0.968941","1.000000","0.958823","0.978393","false"
"4x4","seeded-random","2","never_revisited_rate_observed","100","0.031059","0.000000","0.021470","0.041703","false"
"4x4","seeded-random","2","right_censored_rate","100","0.197693","0.195238","0.187592","0.207922","false"
"4x4","seeded-random","2","simple_end_revisit_rate","100","0.777596","0.787594","0.764764","0.789349","false"
"4x4","seeded-random","2","mean_revisit_lag","100","3.577346","3.537434","3.486182","3.670456","false"
"4x4","seeded-random","2","median_revisit_lag","100","2.970000","3.000000","2.860000","3.085000","false"
"4x4","seeded-random","2","mean_normalized_revisit_lag","100","0.149056","0.147393","0.145453","0.152801","false"
"4x4","seeded-random","2","distinct_revisited_regions","100","6.890000","7.000000","6.630000","7.140000","false"
"4x4","seeded-random","2","repeated_revisit_regions","100","4.770000","5.000000","4.540000","5.020000","false"
"4x4","seeded-random","2","revisit_within_four_turns_rate","100","0.664462","0.647059","0.644241","0.685372","false"
"4x4","seeded-random","2","early_revisit_within_quarter_rate","100","0.839329","0.857143","0.810746","0.866444","false"
"4x4","seeded-random","1","mean_dormant_active_fronts","100","2.480417","2.458333","2.396667","2.556667","false"
"4x4","seeded-random","1","dormant_ge1_turn_rate","100","0.865833","0.875000","0.855000","0.875833","false"
"4x4","seeded-random","1","dormant_ge2_turn_rate","100","0.744167","0.750000","0.724583","0.763333","false"
"4x4","seeded-random","1","longest_dormant_run_fraction","100","0.821667","0.875000","0.795417","0.846250","false"
"4x4","seeded-random","1","mean_backlog_size","100","2.480417","2.458333","2.398750","2.560417","false"
"4x4","seeded-random","1","max_backlog_size","100","4.930000","5.000000","4.800000","5.070000","false"
"4x4","seeded-random","1","backlog_ge1_turn_rate","100","0.865833","0.875000","0.855417","0.876250","false"
"4x4","seeded-random","1","backlog_ge2_turn_rate","100","0.744167","0.750000","0.725000","0.762083","false"
"4x4","seeded-random","1","longest_backlog_run_fraction","100","0.821667","0.875000","0.794167","0.846250","false"
"4x4","seeded-random","1","qualifying_departures","100","29.310000","30.000000","28.410000","30.230000","false"
"4x4","seeded-random","1","persistent_revisits","100","18.010000","18.000000","17.280000","18.770000","false"
"4x4","seeded-random","1","reactivation_revisits","100","5.370000","5.000000","4.980000","5.800000","false"
"4x4","seeded-random","1","never_revisited","100","0.620000","0.000000","0.460000","0.780000","false"
"4x4","seeded-random","1","right_censored","100","5.310000","5.000000","5.140000","5.480000","false"
"4x4","seeded-random","1","revisit_rate_observed","100","0.973832","1.000000","0.967453","0.980333","false"
"4x4","seeded-random","1","never_revisited_rate_observed","100","0.026168","0.000000","0.019467","0.032932","false"
"4x4","seeded-random","1","right_censored_rate","100","0.184159","0.178571","0.177576","0.191046","false"
"4x4","seeded-random","1","simple_end_revisit_rate","100","0.794381","0.800000","0.785770","0.802199","false"
"4x4","seeded-random","1","mean_revisit_lag","100","2.599302","2.596297","2.533395","2.667555","false"
"4x4","seeded-random","1","median_revisit_lag","100","1.960000","2.000000","1.885000","2.040000","false"
"4x4","seeded-random","1","mean_normalized_revisit_lag","100","0.108304","0.108179","0.105437","0.111099","false"
"4x4","seeded-random","1","distinct_revisited_regions","100","7.470000","8.000000","7.240000","7.690000","false"
"4x4","seeded-random","1","repeated_revisit_regions","100","6.110000","6.000000","5.870000","6.340000","false"
"4x4","seeded-random","1","revisit_within_four_turns_rate","100","0.768669","0.770979","0.752863","0.784548","false"
"4x4","seeded-random","1","early_revisit_within_quarter_rate","100","0.884176","0.894445","0.862952","0.903447","false"
"4x4","seeded-random","3","mean_dormant_active_fronts","100","0.486250","0.500000","0.462500","0.509583","false"
"4x4","seeded-random","3","dormant_ge1_turn_rate","100","0.402083","0.416667","0.383750","0.420417","false"
"4x4","seeded-random","3","dormant_ge2_turn_rate","100","0.079583","0.083333","0.070417","0.089167","false"
"4x4","seeded-random","3","longest_dormant_run_fraction","100","0.143333","0.125000","0.132083","0.155000","false"
"4x4","seeded-random","3","mean_backlog_size","100","2.480417","2.458333","2.402500","2.559167","false"
"4x4","seeded-random","3","max_backlog_size","100","4.930000","5.000000","4.800000","5.070000","false"
"4x4","seeded-random","3","backlog_ge1_turn_rate","100","0.865833","0.875000","0.855000","0.876250","false"
"4x4","seeded-random","3","backlog_ge2_turn_rate","100","0.744167","0.750000","0.724167","0.762917","false"
"4x4","seeded-random","3","longest_backlog_run_fraction","100","0.821667","0.875000","0.795417","0.846250","false"
"4x4","seeded-random","3","qualifying_departures","100","11.670000","12.000000","11.120000","12.220000","false"
"4x4","seeded-random","3","persistent_revisits","100","3.530000","3.000000","3.160000","3.900000","false"
"4x4","seeded-random","3","reactivation_revisits","100","5.370000","5.000000","4.960000","5.780000","false"
"4x4","seeded-random","3","never_revisited","100","0.310000","0.000000","0.200000","0.430000","false"
"4x4","seeded-random","3","right_censored","100","2.460000","2.000000","2.270000","2.650000","false"
"4x4","seeded-random","3","revisit_rate_observed","100","0.964407","1.000000","0.948668","0.978328","false"
"4x4","seeded-random","3","never_revisited_rate_observed","100","0.035593","0.000000","0.022184","0.052298","false"
"4x4","seeded-random","3","right_censored_rate","100","0.214413","0.214286","0.197730","0.231756","false"
"4x4","seeded-random","3","simple_end_revisit_rate","100","0.758012","0.769231","0.737536","0.775779","false"
"4x4","seeded-random","3","mean_revisit_lag","100","4.576345","4.535715","4.464297","4.696513","false"
"4x4","seeded-random","3","median_revisit_lag","100","3.975000","4.000000","3.825000","4.125000","false"
"4x4","seeded-random","3","mean_normalized_revisit_lag","100","0.190681","0.188988","0.186121","0.195818","false"
"4x4","seeded-random","3","distinct_revisited_regions","100","5.800000","6.000000","5.520000","6.090000","false"
"4x4","seeded-random","3","repeated_revisit_regions","100","2.530000","2.000000","2.290000","2.770000","false"
"4x4","seeded-random","3","revisit_within_four_turns_rate","100","0.511274","0.529412","0.481283","0.539680","false"
"4x4","seeded-random","3","early_revisit_within_quarter_rate","99","0.766570","0.800000","0.724355","0.806437","false"
"4x4","uct-0100","2","mean_dormant_active_fronts","100","1.165000","1.145833","1.115000","1.212083","false"
"4x4","uct-0100","2","dormant_ge1_turn_rate","100","0.700833","0.708333","0.680417","0.719583","false"
"4x4","uct-0100","2","dormant_ge2_turn_rate","100","0.361667","0.375000","0.340000","0.384167","false"
"4x4","uct-0100","2","longest_dormant_run_fraction","100","0.492917","0.458333","0.454167","0.532917","false"
"4x4","uct-0100","2","mean_backlog_size","100","2.319167","2.333333","2.231667","2.407917","false"
"4x4","uct-0100","2","max_backlog_size","100","4.700000","5.000000","4.570000","4.840000","false"
"4x4","uct-0100","2","backlog_ge1_turn_rate","100","0.850417","0.875000","0.837917","0.862083","false"
"4x4","uct-0100","2","backlog_ge2_turn_rate","100","0.712500","0.750000","0.689583","0.733750","false"
"4x4","uct-0100","2","longest_backlog_run_fraction","100","0.803333","0.833333","0.778750","0.827500","false"
"4x4","uct-0100","2","qualifying_departures","100","16.830000","17.000000","16.170000","17.460000","false"
"4x4","uct-0100","2","persistent_revisits","100","7.630000","8.000000","7.090000","8.160000","false"
"4x4","uct-0100","2","reactivation_revisits","100","5.060000","5.000000","4.670000","5.450000","false"
"4x4","uct-0100","2","never_revisited","100","0.530000","0.000000","0.410000","0.660000","false"
"4x4","uct-0100","2","right_censored","100","3.610000","3.500000","3.420000","3.810000","false"
"4x4","uct-0100","2","revisit_rate_observed","100","0.957495","1.000000","0.946345","0.967971","false"
"4x4","uct-0100","2","never_revisited_rate_observed","100","0.042505","0.000000","0.032581","0.054171","false"
"4x4","uct-0100","2","right_censored_rate","100","0.219538","0.214286","0.207431","0.232263","false"
"4x4","uct-0100","2","simple_end_revisit_rate","100","0.746671","0.750000","0.733121","0.760042","false"
"4x4","uct-0100","2","mean_revisit_lag","100","3.837996","3.867521","3.723956","3.947462","false"
"4x4","uct-0100","2","median_revisit_lag","100","3.080000","3.000000","2.960000","3.200000","false"
"4x4","uct-0100","2","mean_normalized_revisit_lag","100","0.159917","0.161146","0.155148","0.164677","false"
"4x4","uct-0100","2","distinct_revisited_regions","100","6.350000","6.000000","6.080000","6.620000","false"
"4x4","uct-0100","2","repeated_revisit_regions","100","4.200000","4.000000","3.910000","4.480000","false"
"4x4","uct-0100","2","revisit_within_four_turns_rate","100","0.620258","0.620192","0.597427","0.642185","false"
"4x4","uct-0100","2","early_revisit_within_quarter_rate","100","0.793270","0.800000","0.763972","0.821876","false"
"4x4","uct-0100","1","mean_dormant_active_fronts","100","2.319167","2.333333","2.232500","2.401250","false"
"4x4","uct-0100","1","dormant_ge1_turn_rate","100","0.850417","0.875000","0.837500","0.862083","false"
"4x4","uct-0100","1","dormant_ge2_turn_rate","100","0.712500","0.750000","0.691667","0.734583","false"
"4x4","uct-0100","1","longest_dormant_run_fraction","100","0.803333","0.833333","0.779167","0.825417","false"
"4x4","uct-0100","1","mean_backlog_size","100","2.319167","2.333333","2.235000","2.402500","false"
"4x4","uct-0100","1","max_backlog_size","100","4.700000","5.000000","4.560000","4.840000","false"
"4x4","uct-0100","1","backlog_ge1_turn_rate","100","0.850417","0.875000","0.838333","0.862083","false"
"4x4","uct-0100","1","backlog_ge2_turn_rate","100","0.712500","0.750000","0.690417","0.734167","false"
"4x4","uct-0100","1","longest_backlog_run_fraction","100","0.803333","0.833333","0.779583","0.825833","false"
"4x4","uct-0100","1","qualifying_departures","100","27.700000","28.000000","26.650000","28.790000","false"
"4x4","uct-0100","1","persistent_revisits","100","16.760000","17.000000","15.840000","17.670000","false"
"4x4","uct-0100","1","reactivation_revisits","100","5.060000","5.000000","4.670000","5.450000","false"
"4x4","uct-0100","1","never_revisited","100","0.760000","1.000000","0.600000","0.910000","false"
"4x4","uct-0100","1","right_censored","100","5.120000","5.000000","4.900000","5.330000","false"
"4x4","uct-0100","1","revisit_rate_observed","100","0.964856","0.962963","0.957650","0.972214","false"
"4x4","uct-0100","1","never_revisited_rate_observed","100","0.035144","0.037037","0.027951","0.042307","false"
"4x4","uct-0100","1","right_censored_rate","100","0.189059","0.185185","0.180651","0.198727","false"
"4x4","uct-0100","1","simple_end_revisit_rate","100","0.782265","0.785714","0.772576","0.791880","false"
"4x4","uct-0100","1","mean_revisit_lag","100","2.651188","2.638182","2.579277","2.727880","false"
"4x4","uct-0100","1","median_revisit_lag","100","1.915000","2.000000","1.815000","2.010000","false"
"4x4","uct-0100","1","mean_normalized_revisit_lag","100","0.110466","0.109924","0.107438","0.113715","false"
"4x4","uct-0100","1","distinct_revisited_regions","100","7.080000","7.000000","6.850000","7.310000","false"
"4x4","uct-0100","1","repeated_revisit_regions","100","5.950000","6.000000","5.680000","6.210000","false"
"4x4","uct-0100","1","revisit_within_four_turns_rate","100","0.746172","0.755000","0.729424","0.761854","false"
"4x4","uct-0100","1","early_revisit_within_quarter_rate","100","0.860230","0.870834","0.840819","0.879238","false"
"4x4","uct-0100","3","mean_dormant_active_fronts","100","0.463750","0.458333","0.440000","0.487917","false"
"4x4","uct-0100","3","dormant_ge1_turn_rate","100","0.390833","0.375000","0.372500","0.409167","false"
"4x4","uct-0100","3","dormant_ge2_turn_rate","100","0.070000","0.083333","0.061667","0.078333","false"
"4x4","uct-0100","3","longest_dormant_run_fraction","100","0.149167","0.125000","0.135000","0.164167","false"
"4x4","uct-0100","3","mean_backlog_size","100","2.319167","2.333333","2.227500","2.401667","false"
"4x4","uct-0100","3","max_backlog_size","100","4.700000","5.000000","4.560000","4.830000","false"
"4x4","uct-0100","3","backlog_ge1_turn_rate","100","0.850417","0.875000","0.837500","0.862500","false"
"4x4","uct-0100","3","backlog_ge2_turn_rate","100","0.712500","0.750000","0.692083","0.733750","false"
"4x4","uct-0100","3","longest_backlog_run_fraction","100","0.803333","0.833333","0.779167","0.827083","false"
"4x4","uct-0100","3","qualifying_departures","100","11.130000","11.000000","10.580000","11.710000","false"
"4x4","uct-0100","3","persistent_revisits","100","3.100000","3.000000","2.730000","3.470000","false"
"4x4","uct-0100","3","reactivation_revisits","100","5.060000","5.000000","4.700000","5.450000","false"
"4x4","uct-0100","3","never_revisited","100","0.310000","0.000000","0.210000","0.420000","false"
"4x4","uct-0100","3","right_censored","100","2.660000","3.000000","2.470000","2.850000","false"
"4x4","uct-0100","3","revisit_rate_observed","100","0.961762","1.000000","0.947483","0.974876","false"
"4x4","uct-0100","3","never_revisited_rate_observed","100","0.038238","0.000000","0.025194","0.052571","false"
"4x4","uct-0100","3","right_censored_rate","100","0.253680","0.233032","0.232836","0.277446","false"
"4x4","uct-0100","3","simple_end_revisit_rate","100","0.717568","0.750000","0.693369","0.740409","false"
"4x4","uct-0100","3","mean_revisit_lag","100","4.957619","5.000000","4.766114","5.170522","false"
"4x4","uct-0100","3","median_revisit_lag","100","4.320000","4.000000","4.110000","4.560000","false"
"4x4","uct-0100","3","mean_normalized_revisit_lag","100","0.206567","0.208333","0.198765","0.216092","false"
"4x4","uct-0100","3","distinct_revisited_regions","100","5.410000","5.500000","5.110000","5.710000","false"
"4x4","uct-0100","3","repeated_revisit_regions","100","2.320000","2.000000","2.050000","2.590000","false"
"4x4","uct-0100","3","revisit_within_four_turns_rate","100","0.462213","0.444444","0.426905","0.496853","false"
"4x4","uct-0100","3","early_revisit_within_quarter_rate","100","0.688773","0.720779","0.641784","0.734461","false"
"4x4","uct-0500","2","mean_dormant_active_fronts","100","0.948333","0.979167","0.901667","0.991250","false"
"4x4","uct-0500","2","dormant_ge1_turn_rate","100","0.632917","0.625000","0.610417","0.654583","false"
"4x4","uct-0500","2","dormant_ge2_turn_rate","100","0.261250","0.250000","0.240833","0.282083","false"
"4x4","uct-0500","2","longest_dormant_run_fraction","100","0.343750","0.291667","0.313333","0.375833","false"
"4x4","uct-0500","2","mean_backlog_size","100","1.950833","1.979167","1.871667","2.025417","false"
"4x4","uct-0500","2","max_backlog_size","100","4.090000","4.000000","3.940000","4.240000","false"
"4x4","uct-0500","2","backlog_ge1_turn_rate","100","0.842083","0.875000","0.828333","0.854583","false"
"4x4","uct-0500","2","backlog_ge2_turn_rate","100","0.635417","0.645833","0.610000","0.661667","false"
"4x4","uct-0500","2","longest_backlog_run_fraction","100","0.747500","0.791667","0.709583","0.780000","false"
"4x4","uct-0500","2","qualifying_departures","100","13.590000","14.000000","12.950000","14.220000","false"
"4x4","uct-0500","2","persistent_revisits","100","5.300000","5.000000","4.860000","5.780000","false"
"4x4","uct-0500","2","reactivation_revisits","100","4.440000","4.000000","4.110000","4.770000","false"
"4x4","uct-0500","2","never_revisited","100","0.570000","0.000000","0.420000","0.730000","false"
"4x4","uct-0500","2","right_censored","100","3.280000","3.000000","3.070000","3.500000","false"
"4x4","uct-0500","2","revisit_rate_observed","100","0.942878","1.000000","0.926692","0.957335","false"
"4x4","uct-0500","2","never_revisited_rate_observed","100","0.057122","0.000000","0.042545","0.071816","false"
"4x4","uct-0500","2","right_censored_rate","100","0.249729","0.235294","0.232586","0.267890","false"
"4x4","uct-0500","2","simple_end_revisit_rate","100","0.706820","0.714286","0.687926","0.725591","false"
"4x4","uct-0500","2","mean_revisit_lag","100","4.352971","4.333333","4.196768","4.518548","false"
"4x4","uct-0500","2","median_revisit_lag","100","3.540000","3.000000","3.355000","3.720000","false"
"4x4","uct-0500","2","mean_normalized_revisit_lag","100","0.181374","0.180556","0.174506","0.188256","false"
"4x4","uct-0500","2","distinct_revisited_regions","100","5.540000","6.000000","5.280000","5.810000","false"
"4x4","uct-0500","2","repeated_revisit_regions","100","3.040000","3.000000","2.770000","3.320000","false"
"4x4","uct-0500","2","revisit_within_four_turns_rate","100","0.525752","0.538462","0.497272","0.555068","false"
"4x4","uct-0500","2","early_revisit_within_quarter_rate","100","0.713824","0.750000","0.669500","0.754916","false"
"4x4","uct-0500","1","mean_dormant_active_fronts","100","1.950833","1.979167","1.875417","2.028750","false"
"4x4","uct-0500","1","dormant_ge1_turn_rate","100","0.842083","0.875000","0.828333","0.855000","false"
"4x4","uct-0500","1","dormant_ge2_turn_rate","100","0.635417","0.645833","0.609583","0.662500","false"
"4x4","uct-0500","1","longest_dormant_run_fraction","100","0.747500","0.791667","0.712500","0.781667","false"
"4x4","uct-0500","1","mean_backlog_size","100","1.950833","1.979167","1.870833","2.028333","false"
"4x4","uct-0500","1","max_backlog_size","100","4.090000","4.000000","3.940000","4.240000","false"
"4x4","uct-0500","1","backlog_ge1_turn_rate","100","0.842083","0.875000","0.828333","0.855000","false"
"4x4","uct-0500","1","backlog_ge2_turn_rate","100","0.635417","0.645833","0.608333","0.662083","false"
"4x4","uct-0500","1","longest_backlog_run_fraction","100","0.747500","0.791667","0.710417","0.782083","false"
"4x4","uct-0500","1","qualifying_departures","100","24.060000","24.000000","23.150000","24.950000","false"
"4x4","uct-0500","1","persistent_revisits","100","14.240000","14.000000","13.500000","15.020000","false"
"4x4","uct-0500","1","reactivation_revisits","100","4.440000","4.000000","4.120000","4.790000","false"
"4x4","uct-0500","1","never_revisited","100","0.870000","1.000000","0.690000","1.070000","false"
"4x4","uct-0500","1","right_censored","100","4.510000","5.000000","4.280000","4.720000","false"
"4x4","uct-0500","1","revisit_rate_observed","100","0.954383","0.953463","0.944708","0.964059","false"
"4x4","uct-0500","1","never_revisited_rate_observed","100","0.045617","0.046537","0.036596","0.055437","false"
"4x4","uct-0500","1","right_censored_rate","100","0.191540","0.192308","0.181313","0.202283","false"
"4x4","uct-0500","1","simple_end_revisit_rate","100","0.771039","0.777778","0.759996","0.781710","false"
"4x4","uct-0500","1","mean_revisit_lag","100","2.715287","2.674243","2.624986","2.805114","false"
"4x4","uct-0500","1","median_revisit_lag","100","1.665000","2.000000","1.540000","1.780000","false"
"4x4","uct-0500","1","mean_normalized_revisit_lag","100","0.113137","0.111426","0.109378","0.117002","false"
"4x4","uct-0500","1","distinct_revisited_regions","100","6.480000","7.000000","6.250000","6.710000","false"
"4x4","uct-0500","1","repeated_revisit_regions","100","5.150000","5.000000","4.890000","5.410000","false"
"4x4","uct-0500","1","revisit_within_four_turns_rate","100","0.706570","0.714286","0.689264","0.725727","false"
"4x4","uct-0500","1","early_revisit_within_quarter_rate","100","0.820627","0.839743","0.790299","0.848672","false"
"4x4","uct-0500","3","mean_dormant_active_fronts","100","0.382083","0.375000","0.362500","0.403333","false"
"4x4","uct-0500","3","dormant_ge1_turn_rate","100","0.334167","0.333333","0.316250","0.352083","false"
"4x4","uct-0500","3","dormant_ge2_turn_rate","100","0.044583","0.041667","0.037500","0.052083","false"
"4x4","uct-0500","3","longest_dormant_run_fraction","100","0.116667","0.125000","0.106250","0.127083","false"
"4x4","uct-0500","3","mean_backlog_size","100","1.950833","1.979167","1.872917","2.028333","false"
"4x4","uct-0500","3","max_backlog_size","100","4.090000","4.000000","3.930000","4.240000","false"
"4x4","uct-0500","3","backlog_ge1_turn_rate","100","0.842083","0.875000","0.827917","0.855000","false"
"4x4","uct-0500","3","backlog_ge2_turn_rate","100","0.635417","0.645833","0.609583","0.662500","false"
"4x4","uct-0500","3","longest_backlog_run_fraction","100","0.747500","0.791667","0.710417","0.782083","false"
"4x4","uct-0500","3","qualifying_departures","100","9.170000","9.000000","8.680000","9.650000","false"
"4x4","uct-0500","3","persistent_revisits","100","2.150000","2.000000","1.860000","2.440000","false"
"4x4","uct-0500","3","reactivation_revisits","100","4.440000","4.000000","4.100000","4.770000","false"
"4x4","uct-0500","3","never_revisited","100","0.180000","0.000000","0.090000","0.290000","false"
"4x4","uct-0500","3","right_censored","100","2.400000","2.000000","2.210000","2.580000","false"
"4x4","uct-0500","3","revisit_rate_observed","100","0.975909","1.000000","0.962548","0.986837","false"
"4x4","uct-0500","3","never_revisited_rate_observed","100","0.024091","0.000000","0.012401","0.038940","false"
"4x4","uct-0500","3","right_censored_rate","100","0.271803","0.250000","0.248386","0.294452","false"
"4x4","uct-0500","3","simple_end_revisit_rate","100","0.710932","0.727273","0.686767","0.734840","false"
"4x4","uct-0500","3","mean_revisit_lag","100","5.465770","5.414286","5.244992","5.704676","false"
"4x4","uct-0500","3","median_revisit_lag","100","4.850000","5.000000","4.595000","5.110000","false"
"4x4","uct-0500","3","mean_normalized_revisit_lag","100","0.227740","0.225595","0.217821","0.237437","false"
"4x4","uct-0500","3","distinct_revisited_regions","100","4.790000","5.000000","4.540000","5.040000","false"
"4x4","uct-0500","3","repeated_revisit_regions","100","1.570000","1.000000","1.330000","1.790000","false"
"4x4","uct-0500","3","revisit_within_four_turns_rate","100","0.384555","0.375000","0.347150","0.421306","false"
"4x4","uct-0500","3","early_revisit_within_quarter_rate","98","0.616460","0.612500","0.563132","0.671599","false"
"4x4","uct-1000","2","mean_dormant_active_fronts","100","0.833750","0.833333","0.791667","0.876667","true"
"4x4","uct-1000","2","dormant_ge1_turn_rate","100","0.585417","0.583333","0.565000","0.606667","true"
"4x4","uct-1000","2","dormant_ge2_turn_rate","100","0.207500","0.187500","0.187083","0.229583","true"
"4x4","uct-1000","2","longest_dormant_run_fraction","100","0.287083","0.270834","0.263333","0.312917","true"
"4x4","uct-1000","2","mean_backlog_size","100","1.751667","1.770833","1.676250","1.822083","true"
"4x4","uct-1000","2","max_backlog_size","100","3.870000","4.000000","3.720000","4.030000","true"
"4x4","uct-1000","2","backlog_ge1_turn_rate","100","0.831667","0.833333","0.816667","0.846667","true"
"4x4","uct-1000","2","backlog_ge2_turn_rate","100","0.569583","0.583333","0.540833","0.598333","true"
"4x4","uct-1000","2","longest_backlog_run_fraction","100","0.677083","0.750000","0.633333","0.720417","true"
"4x4","uct-1000","2","qualifying_departures","100","11.870000","12.000000","11.270000","12.500000","true"
"4x4","uct-1000","2","persistent_revisits","100","4.360000","4.000000","3.970000","4.770000","true"
"4x4","uct-1000","2","reactivation_revisits","100","3.950000","3.500000","3.610000","4.310000","true"
"4x4","uct-1000","2","never_revisited","100","0.470000","0.000000","0.320000","0.630000","true"
"4x4","uct-1000","2","right_censored","100","3.090000","3.000000","2.850000","3.310000","true"
"4x4","uct-1000","2","revisit_rate_observed","100","0.946376","1.000000","0.929394","0.962573","true"
"4x4","uct-1000","2","never_revisited_rate_observed","100","0.053624","0.000000","0.037920","0.069811","true"
"4x4","uct-1000","2","right_censored_rate","100","0.262089","0.250000","0.245368","0.279195","true"
"4x4","uct-1000","2","simple_end_revisit_rate","100","0.696307","0.700000","0.677834","0.714169","true"
"4x4","uct-1000","2","mean_revisit_lag","100","4.638575","4.527778","4.429767","4.857723","true"
"4x4","uct-1000","2","median_revisit_lag","100","3.740000","3.500000","3.515000","3.995000","true"
"4x4","uct-1000","2","mean_normalized_revisit_lag","100","0.193274","0.188658","0.184085","0.201883","true"
"4x4","uct-1000","2","distinct_revisited_regions","100","4.960000","5.000000","4.710000","5.230000","true"
"4x4","uct-1000","2","repeated_revisit_regions","100","2.450000","2.000000","2.210000","2.700000","true"
"4x4","uct-1000","2","revisit_within_four_turns_rate","100","0.494370","0.500000","0.465358","0.523911","true"
"4x4","uct-1000","2","early_revisit_within_quarter_rate","100","0.644706","0.666667","0.601635","0.689429","true"
"4x4","uct-1000","1","mean_dormant_active_fronts","100","1.751667","1.770833","1.679167","1.829583","false"
"4x4","uct-1000","1","dormant_ge1_turn_rate","100","0.831667","0.833333","0.816667","0.847083","false"
"4x4","uct-1000","1","dormant_ge2_turn_rate","100","0.569583","0.583333","0.541250","0.600000","false"
"4x4","uct-1000","1","longest_dormant_run_fraction","100","0.677083","0.750000","0.633333","0.717500","false"
"4x4","uct-1000","1","mean_backlog_size","100","1.751667","1.770833","1.676250","1.822917","false"
"4x4","uct-1000","1","max_backlog_size","100","3.870000","4.000000","3.720000","4.030000","false"
"4x4","uct-1000","1","backlog_ge1_turn_rate","100","0.831667","0.833333","0.816250","0.846250","false"
"4x4","uct-1000","1","backlog_ge2_turn_rate","100","0.569583","0.583333","0.539167","0.597917","false"
"4x4","uct-1000","1","longest_backlog_run_fraction","100","0.677083","0.750000","0.634167","0.718333","false"
"4x4","uct-1000","1","qualifying_departures","100","22.030000","22.500000","21.120000","22.970000","false"
"4x4","uct-1000","1","persistent_revisits","100","12.950000","13.000000","12.230000","13.650000","false"
"4x4","uct-1000","1","reactivation_revisits","100","3.950000","3.500000","3.630000","4.320000","false"
"4x4","uct-1000","1","never_revisited","100","0.840000","1.000000","0.650000","1.040000","false"
"4x4","uct-1000","1","right_censored","100","4.290000","4.000000","4.040000","4.540000","false"
"4x4","uct-1000","1","revisit_rate_observed","100","0.950517","0.958333","0.939037","0.961358","false"
"4x4","uct-1000","1","never_revisited_rate_observed","100","0.049483","0.041667","0.039186","0.061157","false"
"4x4","uct-1000","1","right_censored_rate","100","0.196987","0.192308","0.186902","0.208267","false"
