"board","experiment_id","search_level","game_index","focus_switches","unresolved_carryover_switches","unresolved_carryover_rate","mean_carryover_duration","carryover_later_revisited","carryover_later_revisit_rate"
"3x3","3x3-seeded-random","seeded-random","42","2","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","43","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","44","1","1","1.000000","3.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","45","5","2","0.400000","3.500000","2","1.000000"
"3x3","3x3-seeded-random","seeded-random","46","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","47","1","1","1.000000","9.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","48","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","49","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","50","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","51","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","52","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-seeded-random","seeded-random","53","2","1","0.500000","6.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","54","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","55","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","56","4","4","1.000000","8.500000","4","1.000000"
"3x3","3x3-seeded-random","seeded-random","57","2","1","0.500000","4.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","58","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","59","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","60","2","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","61","3","2","0.666667","5.500000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","62","2","1","0.500000","10.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","63","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","64","1","1","1.000000","8.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","65","2","1","0.500000","11.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","66","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","67","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","68","1","1","1.000000","2.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","69","4","2","0.500000","3.000000","2","1.000000"
"3x3","3x3-seeded-random","seeded-random","70","3","2","0.666667","3.500000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","71","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","72","2","2","1.000000","5.000000","2","1.000000"
"3x3","3x3-seeded-random","seeded-random","73","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","74","2","2","1.000000","4.500000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","75","2","2","1.000000","2.500000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","76","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","77","2","2","1.000000","4.000000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","78","5","2","0.400000","2.000000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","79","3","2","0.666667","7.500000","2","1.000000"
"3x3","3x3-seeded-random","seeded-random","80","1","1","1.000000","6.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","81","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","82","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","83","4","3","0.750000","6.000000","3","1.000000"
"3x3","3x3-seeded-random","seeded-random","84","2","2","1.000000","7.000000","2","1.000000"
"3x3","3x3-seeded-random","seeded-random","85","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","86","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","87","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-seeded-random","seeded-random","88","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","89","2","2","1.000000","4.500000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","90","4","2","0.500000","9.500000","1","0.500000"
"3x3","3x3-seeded-random","seeded-random","91","1","0","0.000000","","0",""
"3x3","3x3-seeded-random","seeded-random","92","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","93","2","1","0.500000","3.000000","0","0.000000"
"3x3","3x3-seeded-random","seeded-random","94","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","95","3","1","0.333333","3.000000","0","0.000000"
"3x3","3x3-seeded-random","seeded-random","96","0","0","","","0",""
"3x3","3x3-seeded-random","seeded-random","97","2","1","0.500000","5.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","98","2","1","0.500000","14.000000","1","1.000000"
"3x3","3x3-seeded-random","seeded-random","99","3","3","1.000000","8.000000","3","1.000000"
"3x3","3x3-seeded-random","seeded-random","100","1","1","1.000000","7.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","1","2","2","1.000000","8.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","2","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","3","2","2","1.000000","9.000000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","4","2","2","1.000000","6.000000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","5","1","1","1.000000","11.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","6","1","1","1.000000","15.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","7","1","1","1.000000","6.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","8","2","2","1.000000","5.500000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","9","2","2","1.000000","2.500000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","10","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","11","1","1","1.000000","14.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","12","2","2","1.000000","6.500000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","13","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","14","2","2","1.000000","10.500000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","15","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","16","1","1","1.000000","3.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","17","6","2","0.333333","6.000000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","18","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","19","2","1","0.500000","6.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","20","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","21","2","2","1.000000","2.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","22","4","2","0.500000","8.500000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","23","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","24","1","1","1.000000","3.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","25","5","3","0.600000","5.000000","2","0.666667"
"3x3","3x3-uct-0100","uct-0100","26","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","27","4","1","0.250000","3.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","28","5","3","0.600000","5.333333","1","0.333333"
"3x3","3x3-uct-0100","uct-0100","29","2","1","0.500000","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","30","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","31","2","1","0.500000","4.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","32","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","33","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","34","2","2","1.000000","4.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","35","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","36","1","1","1.000000","4.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","37","4","2","0.500000","5.500000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","38","1","1","1.000000","8.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","39","2","1","0.500000","8.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","40","2","2","1.000000","3.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","41","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","42","4","2","0.500000","2.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","43","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","44","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","45","3","1","0.333333","4.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","46","2","1","0.500000","2.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","47","5","3","0.600000","4.000000","3","1.000000"
"3x3","3x3-uct-0100","uct-0100","48","2","2","1.000000","2.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","49","2","2","1.000000","6.500000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","50","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","51","2","1","0.500000","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","52","2","2","1.000000","5.500000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","53","1","1","1.000000","7.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","54","1","1","1.000000","7.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","55","5","1","0.200000","2.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","56","2","2","1.000000","7.500000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","57","2","2","1.000000","3.000000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","58","3","3","1.000000","4.666667","2","0.666667"
"3x3","3x3-uct-0100","uct-0100","59","1","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","60","2","2","1.000000","4.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","61","1","1","1.000000","4.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","62","3","2","0.666667","7.000000","2","1.000000"
"3x3","3x3-uct-0100","uct-0100","63","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","64","1","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","65","3","1","0.333333","5.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","66","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","67","3","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","68","2","1","0.500000","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","69","1","1","1.000000","2.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","70","1","1","1.000000","8.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","71","2","1","0.500000","6.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","72","1","1","1.000000","6.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","73","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","74","2","1","0.500000","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","75","1","1","1.000000","2.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","76","2","1","0.500000","3.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","77","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","78","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","79","2","1","0.500000","16.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","80","4","2","0.500000","2.500000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","81","3","2","0.666667","3.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","82","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","83","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","84","3","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","85","6","3","0.500000","4.333333","2","0.666667"
"3x3","3x3-uct-0100","uct-0100","86","3","2","0.666667","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","87","1","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","88","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","89","3","2","0.666667","2.000000","1","0.500000"
"3x3","3x3-uct-0100","uct-0100","90","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","91","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","92","1","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","93","2","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","94","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-uct-0100","uct-0100","95","1","0","0.000000","","0",""
"3x3","3x3-uct-0100","uct-0100","96","0","0","","","0",""
"3x3","3x3-uct-0100","uct-0100","97","2","1","0.500000","6.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","98","3","1","0.333333","3.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","99","4","1","0.250000","6.000000","1","1.000000"
"3x3","3x3-uct-0100","uct-0100","100","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","1","2","2","1.000000","2.500000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","2","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","3","2","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","4","1","1","1.000000","3.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","5","4","4","1.000000","7.250000","3","0.750000"
"3x3","3x3-uct-0500","uct-0500","6","3","3","1.000000","2.333333","1","0.333333"
"3x3","3x3-uct-0500","uct-0500","7","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","8","1","1","1.000000","2.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","9","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","10","2","2","1.000000","5.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","11","2","2","1.000000","3.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","12","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","13","1","1","1.000000","2.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","14","1","1","1.000000","4.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","15","3","2","0.666667","3.500000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","16","3","1","0.333333","1.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","17","5","2","0.400000","7.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","18","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","19","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","20","4","3","0.750000","8.333333","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","21","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","22","2","1","0.500000","3.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","23","5","4","0.800000","5.500000","4","1.000000"
"3x3","3x3-uct-0500","uct-0500","24","4","4","1.000000","4.500000","3","0.750000"
"3x3","3x3-uct-0500","uct-0500","25","3","2","0.666667","4.000000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","26","4","2","0.500000","7.000000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","27","1","1","1.000000","4.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","28","2","1","0.500000","4.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","29","2","1","0.500000","5.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","30","1","1","1.000000","3.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","31","1","1","1.000000","7.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","32","3","2","0.666667","9.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","33","2","1","0.500000","3.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","34","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","35","2","2","1.000000","14.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","36","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","37","3","2","0.666667","4.000000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","38","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","39","1","1","1.000000","5.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","40","3","3","1.000000","4.333333","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","41","4","4","1.000000","6.000000","4","1.000000"
"3x3","3x3-uct-0500","uct-0500","42","2","1","0.500000","7.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","43","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","44","3","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","45","5","3","0.600000","3.333333","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","46","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","47","5","3","0.600000","4.000000","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","48","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","49","3","2","0.666667","5.000000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","50","2","1","0.500000","11.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","51","1","1","1.000000","2.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","52","5","2","0.400000","5.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","53","3","2","0.666667","6.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","54","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","55","3","2","0.666667","5.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","56","3","1","0.333333","3.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","57","3","1","0.333333","3.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","58","2","2","1.000000","7.000000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","59","2","1","0.500000","2.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","60","2","1","0.500000","7.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","61","1","1","1.000000","2.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","62","4","2","0.500000","10.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","63","1","1","1.000000","7.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","64","5","3","0.600000","4.000000","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","65","4","2","0.500000","5.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","66","2","1","0.500000","3.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","67","5","2","0.400000","2.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","68","5","2","0.400000","3.000000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","69","3","1","0.333333","2.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","70","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","71","2","1","0.500000","4.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","72","3","2","0.666667","3.500000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","73","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","74","4","1","0.250000","3.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","75","4","3","0.750000","3.666667","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","76","1","1","1.000000","2.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","77","4","2","0.500000","4.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","78","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","79","2","2","1.000000","4.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","80","7","4","0.571429","5.500000","4","1.000000"
"3x3","3x3-uct-0500","uct-0500","81","3","2","0.666667","7.000000","1","0.500000"
"3x3","3x3-uct-0500","uct-0500","82","2","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","83","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","84","5","3","0.600000","4.000000","3","1.000000"
"3x3","3x3-uct-0500","uct-0500","85","4","4","1.000000","3.500000","4","1.000000"
"3x3","3x3-uct-0500","uct-0500","86","2","2","1.000000","2.500000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","87","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","88","4","3","0.750000","4.666667","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","89","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","90","6","5","0.833333","5.200000","4","0.800000"
"3x3","3x3-uct-0500","uct-0500","91","2","1","0.500000","2.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","92","0","0","","","0",""
"3x3","3x3-uct-0500","uct-0500","93","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","94","3","2","0.666667","3.500000","2","1.000000"
"3x3","3x3-uct-0500","uct-0500","95","2","1","0.500000","4.000000","0","0.000000"
"3x3","3x3-uct-0500","uct-0500","96","3","3","1.000000","4.333333","2","0.666667"
"3x3","3x3-uct-0500","uct-0500","97","4","4","1.000000","4.250000","3","0.750000"
"3x3","3x3-uct-0500","uct-0500","98","1","1","1.000000","3.000000","1","1.000000"
"3x3","3x3-uct-0500","uct-0500","99","1","0","0.000000","","0",""
"3x3","3x3-uct-0500","uct-0500","100","2","2","1.000000","8.500000","1","0.500000"
"3x3","3x3-uct-1000","uct-1000","1","0","0","","","0",""
"3x3","3x3-uct-1000","uct-1000","2","2","1","0.500000","7.000000","1","1.000000"
"3x3","3x3-uct-1000","uct-1000","3","3","0","0.000000","","0",""
"3x3","3x3-uct-1000","uct-1000","4","1","0","0.000000","","0",""
"3x3","3x3-uct-1000","uct-1000","5","0","0","","","0",""
"3x3","3x3-uct-1000","uct-1000","6","4","2","0.500000","3.500000","2","1.000000"
"3x3","3x3-uct-1000","uct-1000","7","3","3","1.000000","3.333333","2","0.666667"
"3x3","3x3-uct-1000","uct-1000","8","0","0","","","0",""
"3x3","3x3-uct-1000","uct-1000","9","1","1","1.000000","1.000000","0","0.000000"
"3x3","3x3-uct-1000","uct-1000","10","0","0","","","0",""
"3x3","3x3-uct-1000","uct-1000","11","0","0","","","0",""
"3x3","3x3-uct-1000","uct-1000","12","1","0","0.000000","","0",""
"3x3","3x3-uct-1000","uct-1000","13","5","2","0.400000","2.500000","1","0.500000"
"3x3","3x3-uct-1000","uct-1000","14","2","2","1.000000","6.000000","2","1.000000"
"3x3","3x3-uct-1000","uct-1000","15","1","1","1.000000","3.000000","0","0.000000"
"3x3","3x3-uct-1000","uct-1000","16","2","2","1.000000","2.500000","1","0.500000"
"3x3","3x3-uct-1000","uct-1000","17","2","1","0.500000","7.000000","1","1.000000"
"3x3","3x3-uct-1000","uct-1000","18","4","3","0.750000","5.333333","3","1.000000"
"3x3","3x3-uct-1000","uct-1000","19","1","0","0.000000","","0",""
"3x3","3x3-uct-1000","uct-1000","20","7","7","1.000000","6.000000","6","0.857143"
"3x3","3x3-uct-1000","uct-1000","21","3","1","0.333333","5.000000","1","1.000000"
"3x3","3x3-uct-1000","uct-1000","22","3","2","0.666667","9.500000","2","1.000000"
"3x3","3x3-uct-1000","uct-1000","23","4","1","0.250000","2.000000","0","0.000000"
"3x3","3x3-uct-1000","uct-1000","24","0","0","","","0",""
"3x3","3x3-uct-1000","uct-1000","25","4","1","0.250000","9.000000","1","1.000000"
"3x3","3x3-uct-1000","uct-1000","26","2","2","1.000000","3.500000","2","1.000000"
"3x3","3x3-uct-1000","uct-1000","27","2","2","1.000000","9.000000","2","1.000000"
"3x3","3x3-uct-1000","uct-1000","28","1","1","1.000000","5.000000","1","1.000000"
"3x3","3x3-uct-1000","uct-1000","29","3","2","0.666667","1.500000","1","0.500000"
"3x3","3x3-uct-1000","uct-1000","30","3","2","0.666667","3.500000","1","0.500000"
"3x3","3x3-uct-1000","uct-1000","31","2","1","0.500000","7.000000","1","1.000000"
"3x3","3x3-uct-1000","uct-1000","32","3","2","0.666667","3.500000","1","0.500000"
"3x3","3x3-uct-1000","uct-1000","33","2","1","0.500000","2.000000","1","1.000000"
