"board","experiment_id","search_level","game_index","threshold","turns","mean_dormant_active_fronts","dormant_ge1_turn_rate","dormant_ge2_turn_rate","longest_dormant_run","longest_dormant_run_fraction","mean_backlog_size","max_backlog_size","backlog_ge1_turn_rate","backlog_ge2_turn_rate","longest_backlog_run","longest_backlog_run_fraction","qualifying_departures","persistent_revisits","reactivation_revisits","never_revisited","right_censored","revisit_rate_observed","never_revisited_rate_observed","right_censored_rate","simple_end_revisit_rate","mean_revisit_lag","median_revisit_lag","mean_normalized_revisit_lag","distinct_revisited_regions","repeated_revisit_regions","fixed_four_turn_eligible","revisit_within_four_turns_rate","early_departures","early_revisit_within_quarter_rate"
"3x3","3x3-uct-0100","uct-0100","20","2","18","0.777778","0.611111","0.166667","5","0.277778","1.555556","3","0.888889","0.500000","16","0.888889","9","2","2","1","4","0.800000","0.200000","0.444444","0.444444","3.750000","3.000000","0.208333","4","0","6","0.500000","3","0.666667"
"3x3","3x3-uct-0100","uct-0100","20","1","18","1.555556","0.888889","0.500000","16","0.888889","1.555556","3","0.888889","0.500000","16","0.888889","14","6","2","1","5","0.888889","0.111111","0.357143","0.571429","2.375000","1.500000","0.131944","5","2","10","0.700000","6","0.833333"
"3x3","3x3-uct-0100","uct-0100","20","3","18","0.277778","0.277778","0.000000","2","0.111111","1.555556","3","0.888889","0.500000","16","0.888889","5","0","2","0","3","1.000000","0.000000","0.600000","0.400000","5.500000","5.500000","0.305556","2","0","3","0.333333","2","0.500000"
"3x3","3x3-uct-0100","uct-0100","21","2","18","0.944444","0.666667","0.277778","12","0.666667","1.888889","4","0.777778","0.666667","14","0.777778","10","4","0","3","3","0.571429","0.428571","0.300000","0.400000","2.500000","2.500000","0.138889","4","0","8","0.500000","5","0.600000"
"3x3","3x3-uct-0100","uct-0100","21","1","18","1.888889","0.777778","0.666667","14","0.777778","1.888889","4","0.777778","0.666667","14","0.777778","17","10","0","3","4","0.769231","0.230769","0.235294","0.588235","1.600000","1.000000","0.088889","5","3","12","0.666667","5","0.600000"
"3x3","3x3-uct-0100","uct-0100","21","3","18","0.388889","0.388889","0.000000","2","0.111111","1.888889","4","0.777778","0.666667","14","0.777778","7","2","0","2","3","0.500000","0.500000","0.428571","0.285714","3.000000","3.000000","0.166667","2","0","6","0.333333","3","0.333333"
"3x3","3x3-uct-0100","uct-0100","22","2","18","0.944444","0.666667","0.277778","7","0.388889","1.833333","4","0.888889","0.611111","16","0.888889","10","5","2","0","3","1.000000","0.000000","0.300000","0.700000","3.000000","3.000000","0.166667","4","2","8","0.875000","6","0.833333"
"3x3","3x3-uct-0100","uct-0100","22","1","18","1.833333","0.888889","0.611111","16","0.888889","1.833333","4","0.888889","0.611111","16","0.888889","16","10","2","1","3","0.923077","0.076923","0.187500","0.750000","2.166667","2.000000","0.120370","4","3","14","0.857143","8","0.875000"
"3x3","3x3-uct-0100","uct-0100","22","3","18","0.388889","0.333333","0.055556","3","0.166667","1.833333","4","0.888889","0.611111","16","0.888889","7","3","2","0","2","1.000000","0.000000","0.285714","0.714286","3.400000","3.000000","0.188889","4","1","6","0.833333","4","0.750000"
"3x3","3x3-uct-0100","uct-0100","23","2","18","0.833333","0.611111","0.166667","3","0.166667","2.111111","5","0.833333","0.666667","15","0.833333","11","8","1","1","1","0.900000","0.100000","0.090909","0.818182","3.333333","2.000000","0.185185","6","2","6","0.666667","4","0.500000"
"3x3","3x3-uct-0100","uct-0100","23","1","18","2.111111","0.833333","0.666667","15","0.833333","2.111111","5","0.833333","0.666667","15","0.833333","23","17","1","2","3","0.900000","0.100000","0.130435","0.782609","2.166667","1.500000","0.120370","7","5","14","0.785714","7","0.571429"
"3x3","3x3-uct-0100","uct-0100","23","3","18","0.222222","0.222222","0.000000","1","0.055556","2.111111","5","0.833333","0.666667","15","0.833333","4","3","1","0","0","1.000000","0.000000","0.000000","1.000000","5.000000","3.000000","0.277778","4","0","3","0.666667","2","0.500000"
"3x3","3x3-uct-0100","uct-0100","24","2","18","1.111111","0.666667","0.333333","8","0.444444","2.333333","5","0.888889","0.722222","16","0.888889","11","5","2","2","2","0.777778","0.222222","0.181818","0.636364","3.857143","3.000000","0.214286","4","3","10","0.400000","5","0.400000"
"3x3","3x3-uct-0100","uct-0100","24","1","18","2.333333","0.888889","0.722222","16","0.888889","2.333333","5","0.888889","0.722222","16","0.888889","22","13","2","3","4","0.833333","0.166667","0.181818","0.681818","2.333333","1.000000","0.129630","7","4","16","0.625000","9","0.666667"
"3x3","3x3-uct-0100","uct-0100","24","3","18","0.500000","0.333333","0.166667","2","0.111111","2.333333","5","0.888889","0.722222","16","0.888889","9","3","2","2","2","0.714286","0.285714","0.222222","0.555556","4.600000","3.000000","0.255556","4","1","9","0.333333","5","0.400000"
"3x3","3x3-uct-0100","uct-0100","25","2","18","1.222222","0.722222","0.444444","6","0.333333","2.388889","5","0.888889","0.777778","16","0.888889","13","6","3","0","4","1.000000","0.000000","0.307692","0.692308","3.222222","3.000000","0.179012","6","3","11","0.545455","7","0.857143"
"3x3","3x3-uct-0100","uct-0100","25","1","18","2.388889","0.888889","0.777778","16","0.888889","2.388889","5","0.888889","0.777778","16","0.888889","21","12","3","1","5","0.937500","0.062500","0.238095","0.714286","2.333333","2.000000","0.129630","8","5","17","0.647059","9","0.888889"
"3x3","3x3-uct-0100","uct-0100","25","3","18","0.500000","0.500000","0.000000","5","0.277778","2.388889","5","0.888889","0.777778","16","0.888889","9","2","3","0","4","1.000000","0.000000","0.444444","0.555556","4.200000","4.000000","0.233333","4","1","7","0.285714","4","0.750000"
"3x3","3x3-uct-0100","uct-0100","26","2","18","0.777778","0.555556","0.166667","5","0.277778","1.777778","4","0.888889","0.500000","16","0.888889","9","1","3","1","4","0.800000","0.200000","0.444444","0.444444","3.750000","4.000000","0.208333","4","0","6","0.500000","4","1.000000"
"3x3","3x3-uct-0100","uct-0100","26","1","18","1.777778","0.888889","0.500000","16","0.888889","1.777778","4","0.888889","0.500000","16","0.888889","18","9","3","2","4","0.857143","0.142857","0.222222","0.666667","1.916667","1.000000","0.106481","5","5","13","0.692308","9","0.888889"
"3x3","3x3-uct-0100","uct-0100","26","3","18","0.277778","0.222222","0.055556","1","0.055556","1.777778","4","0.888889","0.500000","16","0.888889","5","0","3","0","2","1.000000","0.000000","0.400000","0.600000","4.333333","4.000000","0.240741","3","0","4","0.500000","3","1.000000"
"3x3","3x3-uct-0100","uct-0100","27","2","18","0.888889","0.611111","0.277778","4","0.222222","1.722222","4","0.833333","0.500000","15","0.833333","9","1","6","0","2","1.000000","0.000000","0.222222","0.777778","6.000000","6.000000","0.333333","6","1","6","0.166667","5","0.400000"
"3x3","3x3-uct-0100","uct-0100","27","1","18","1.722222","0.833333","0.500000","15","0.833333","1.722222","4","0.833333","0.500000","15","0.833333","15","5","6","1","3","0.916667","0.083333","0.200000","0.733333","4.181818","4.000000","0.232323","6","4","10","0.400000","7","0.571429"
"3x3","3x3-uct-0100","uct-0100","27","3","18","0.388889","0.333333","0.055556","3","0.166667","1.722222","4","0.833333","0.500000","15","0.833333","7","0","6","0","1","1.000000","0.000000","0.142857","0.857143","6.666667","6.500000","0.370370","5","1","6","0.166667","5","0.400000"
"3x3","3x3-uct-0100","uct-0100","28","2","18","0.777778","0.611111","0.166667","3","0.166667","1.555556","3","0.888889","0.611111","16","0.888889","9","4","2","0","3","1.000000","0.000000","0.333333","0.666667","3.333333","2.500000","0.185185","5","1","7","0.571429","4","0.750000"
"3x3","3x3-uct-0100","uct-0100","28","1","18","1.555556","0.888889","0.611111","16","0.888889","1.555556","3","0.888889","0.611111","16","0.888889","14","9","2","0","3","1.000000","0.000000","0.214286","0.785714","2.272727","2.000000","0.126263","5","4","10","0.700000","4","0.750000"
"3x3","3x3-uct-0100","uct-0100","28","3","18","0.277778","0.277778","0.000000","2","0.111111","1.555556","3","0.888889","0.611111","16","0.888889","5","1","2","0","2","1.000000","0.000000","0.400000","0.600000","4.666667","5.000000","0.259259","3","0","4","0.250000","2","0.500000"
"3x3","3x3-uct-0100","uct-0100","29","2","18","1.333333","0.777778","0.388889","14","0.777778","2.555556","6","0.833333","0.777778","15","0.833333","14","7","4","0","3","1.000000","0.000000","0.214286","0.785714","3.545455","3.000000","0.196970","7","3","11","0.636364","7","0.714286"
"3x3","3x3-uct-0100","uct-0100","29","1","18","2.555556","0.833333","0.777778","15","0.833333","2.555556","6","0.833333","0.777778","15","0.833333","22","13","4","2","3","0.894737","0.105263","0.136364","0.772727","2.647059","2.000000","0.147059","7","6","16","0.687500","9","0.666667"
"3x3","3x3-uct-0100","uct-0100","29","3","18","0.555556","0.500000","0.055556","4","0.222222","2.555556","6","0.833333","0.777778","15","0.833333","10","4","4","0","2","1.000000","0.000000","0.200000","0.800000","4.125000","3.500000","0.229167","5","3","9","0.555556","6","0.666667"
"3x3","3x3-uct-0100","uct-0100","30","2","18","0.944444","0.611111","0.222222","5","0.277778","1.777778","3","0.888889","0.611111","16","0.888889","11","4","4","1","2","0.888889","0.111111","0.181818","0.727273","3.875000","3.000000","0.215278","6","2","8","0.375000","4","0.500000"
"3x3","3x3-uct-0100","uct-0100","30","1","18","1.777778","0.888889","0.611111","16","0.888889","1.777778","3","0.888889","0.611111","16","0.888889","15","6","4","1","4","0.909091","0.090909","0.266667","0.666667","3.300000","2.000000","0.183333","7","2","9","0.444444","5","0.600000"
"3x3","3x3-uct-0100","uct-0100","30","3","18","0.333333","0.222222","0.055556","1","0.055556","1.777778","3","0.888889","0.611111","16","0.888889","6","0","4","1","1","0.800000","0.200000","0.166667","0.666667","5.750000","5.500000","0.319444","4","0","6","0.166667","3","0.333333"
"3x3","3x3-uct-0100","uct-0100","31","2","18","0.666667","0.500000","0.166667","5","0.277778","1.444444","3","0.777778","0.555556","8","0.444444","9","5","1","1","2","0.857143","0.142857","0.222222","0.666667","3.000000","2.000000","0.166667","3","3","7","0.714286","3","0.666667"
"3x3","3x3-uct-0100","uct-0100","31","1","18","1.444444","0.777778","0.555556","8","0.444444","1.444444","3","0.777778","0.555556","8","0.444444","14","8","1","1","4","0.900000","0.100000","0.285714","0.642857","2.333333","2.000000","0.129630","3","3","9","0.777778","5","0.800000"
