experiment_id,game_index,winner,final_result,comparison_layer,last_lead_change_turn,lead_change_count,equality_turns,equality_periods,final_return_to_equality_turn,strict_persistent_lead_turn,nonlosing_persistence_turn,final_layer_sign
uct-100000-self-play,87,1,p1_win,full_lexicographic,19,2,2,1,1,19,19,1
uct-100000-self-play,88,1,p1_win,secured,13,1,16,5,22,,11,0
uct-100000-self-play,88,1,p1_win,secured_advantage,21,6,4,3,14,21,21,1
uct-100000-self-play,88,1,p1_win,full_lexicographic,21,6,3,2,8,21,21,1
uct-100000-self-play,89,2,p2_win,secured,,0,10,3,24,,24,0
uct-100000-self-play,89,2,p2_win,secured_advantage,24,1,5,4,18,24,24,-1
uct-100000-self-play,89,2,p2_win,full_lexicographic,24,1,3,2,18,24,24,-1
uct-100000-self-play,90,2,p2_win,secured,22,2,17,5,18,22,18,-1
uct-100000-self-play,90,2,p2_win,secured_advantage,22,7,6,5,18,22,22,-1
uct-100000-self-play,90,2,p2_win,full_lexicographic,22,9,4,3,18,22,22,-1
uct-100000-self-play,91,1,p1_win,secured,23,3,16,5,21,23,21,1
uct-100000-self-play,91,1,p1_win,secured_advantage,23,4,8,6,21,23,21,1
uct-100000-self-play,91,1,p1_win,full_lexicographic,21,4,5,4,16,21,21,1
uct-100000-self-play,92,2,p2_win,secured,20,1,15,3,21,,20,0
uct-100000-self-play,92,2,p2_win,secured_advantage,22,3,5,4,23,24,22,-1
uct-100000-self-play,92,2,p2_win,full_lexicographic,24,5,4,3,14,24,24,-1
uct-100000-self-play,94,1,p1_win,secured,23,1,18,5,21,23,21,1
uct-100000-self-play,94,1,p1_win,secured_advantage,23,8,7,4,21,23,21,1
uct-100000-self-play,94,1,p1_win,full_lexicographic,21,8,2,1,1,21,21,1
uct-100000-self-play,95,1,p1_win,secured,23,2,15,5,20,23,23,1
uct-100000-self-play,95,1,p1_win,secured_advantage,23,2,6,5,18,23,23,1
uct-100000-self-play,95,1,p1_win,full_lexicographic,23,2,5,4,18,23,23,1
uct-100000-self-play,96,1,p1_win,secured,17,2,11,3,13,17,17,1
uct-100000-self-play,96,1,p1_win,secured_advantage,17,4,3,2,6,17,17,1
uct-100000-self-play,96,1,p1_win,full_lexicographic,17,4,3,2,6,17,17,1
uct-100000-self-play,97,2,p2_win,secured,23,1,13,3,24,,24,0
uct-100000-self-play,97,2,p2_win,secured_advantage,24,7,2,1,1,24,24,-1
uct-100000-self-play,97,2,p2_win,full_lexicographic,24,7,2,1,1,24,24,-1
uct-100000-self-play,98,1,p1_win,secured,,0,13,4,22,,1,0
uct-100000-self-play,98,1,p1_win,secured_advantage,,0,4,3,16,17,1,1
uct-100000-self-play,98,1,p1_win,full_lexicographic,,0,3,2,16,17,1,1
uct-100000-self-play,99,1,p1_win,secured,,0,10,3,18,19,1,1
uct-100000-self-play,99,1,p1_win,secured_advantage,15,4,4,2,7,15,15,1
uct-100000-self-play,99,1,p1_win,full_lexicographic,15,4,3,2,8,15,15,1
uct-100000-self-play,100,1,p1_win,secured,,0,13,2,20,,1,0
uct-100000-self-play,100,1,p1_win,secured_advantage,21,4,7,3,22,23,21,1
uct-100000-self-play,100,1,p1_win,full_lexicographic,21,4,3,2,22,23,21,1
uct-30000-self-play,1,1,p1_win,secured,19,2,9,3,16,19,19,1
uct-30000-self-play,1,1,p1_win,secured_advantage,19,4,3,2,6,19,19,1
uct-30000-self-play,1,1,p1_win,full_lexicographic,19,4,3,2,6,19,19,1
uct-30000-self-play,2,1,p1_win,secured,,0,13,4,16,19,1,1
uct-30000-self-play,2,1,p1_win,secured_advantage,,0,5,4,16,17,1,1
uct-30000-self-play,2,1,p1_win,full_lexicographic,,0,4,3,16,17,1,1
uct-30000-self-play,3,0,draw,secured,16,1,16,5,23,,,0
uct-30000-self-play,3,0,draw,secured_advantage,23,4,7,6,24,,,0
uct-30000-self-play,3,0,draw,full_lexicographic,23,4,6,5,24,,,0
uct-30000-self-play,4,2,p2_win,secured,24,2,19,5,18,24,18,-1
uct-30000-self-play,4,2,p2_win,secured_advantage,24,3,5,4,12,24,24,-1
uct-30000-self-play,4,2,p2_win,full_lexicographic,24,3,5,4,12,24,24,-1
uct-30000-self-play,5,1,p1_win,secured,17,3,12,3,22,,15,0
uct-30000-self-play,5,1,p1_win,secured_advantage,15,4,4,3,24,,15,0
uct-30000-self-play,5,1,p1_win,full_lexicographic,15,4,2,1,1,15,15,1
uct-30000-self-play,6,1,p1_win,secured,15,2,15,3,18,23,15,1
uct-30000-self-play,6,1,p1_win,secured_advantage,15,2,4,3,18,19,15,1
uct-30000-self-play,6,1,p1_win,full_lexicographic,15,2,3,2,18,19,15,1
uct-30000-self-play,7,0,draw,secured,22,1,15,4,23,,,0
uct-30000-self-play,7,0,draw,secured_advantage,23,2,9,4,24,,,0
uct-30000-self-play,7,0,draw,full_lexicographic,23,2,5,4,24,,,0
uct-30000-self-play,8,1,p1_win,secured,15,2,12,4,20,,13,0
uct-30000-self-play,8,1,p1_win,secured_advantage,13,4,4,3,16,17,13,1
uct-30000-self-play,8,1,p1_win,full_lexicographic,13,4,4,3,16,17,13,1
uct-30000-self-play,9,2,p2_win,secured,20,4,15,3,21,,20,0
uct-30000-self-play,9,2,p2_win,secured_advantage,20,5,9,3,10,20,20,-1
uct-30000-self-play,9,2,p2_win,full_lexicographic,20,5,7,5,12,20,20,-1
uct-30000-self-play,10,1,p1_win,secured,17,2,15,4,18,21,13,1
uct-30000-self-play,10,1,p1_win,secured_advantage,13,2,4,3,14,15,13,1
uct-30000-self-play,10,1,p1_win,full_lexicographic,13,2,3,2,4,13,13,1
uct-30000-self-play,11,1,p1_win,secured,19,1,16,4,22,,19,0
uct-30000-self-play,11,1,p1_win,secured_advantage,19,6,8,3,12,19,19,1
uct-30000-self-play,11,1,p1_win,full_lexicographic,19,6,4,3,12,19,19,1
uct-30000-self-play,12,1,p1_win,secured,22,1,11,4,23,,23,0
uct-30000-self-play,12,1,p1_win,secured_advantage,23,2,4,3,10,23,23,1
uct-30000-self-play,12,1,p1_win,full_lexicographic,23,2,2,1,1,23,23,1
uct-30000-self-play,13,1,p1_win,secured,22,1,9,4,23,,23,0
uct-30000-self-play,13,1,p1_win,secured_advantage,23,2,4,3,12,23,23,1
uct-30000-self-play,13,1,p1_win,full_lexicographic,23,2,2,1,1,23,23,1
uct-30000-self-play,14,1,p1_win,secured,,0,12,3,22,,1,0
uct-30000-self-play,14,1,p1_win,secured_advantage,9,2,7,3,10,11,9,1
uct-30000-self-play,14,1,p1_win,full_lexicographic,9,2,3,2,10,11,9,1
uct-30000-self-play,15,2,p2_win,secured,22,2,17,5,20,22,20,-1
uct-30000-self-play,15,2,p2_win,secured_advantage,22,5,8,6,20,22,20,-1
uct-30000-self-play,15,2,p2_win,full_lexicographic,22,7,4,3,20,22,22,-1
uct-30000-self-play,16,2,p2_win,secured,18,2,14,4,21,,16,0
uct-30000-self-play,16,2,p2_win,secured_advantage,16,5,4,3,17,18,16,-1
uct-30000-self-play,16,2,p2_win,full_lexicographic,18,7,3,2,6,18,18,-1
uct-30000-self-play,17,2,p2_win,secured,,0,11,3,23,24,1,-1
uct-30000-self-play,17,2,p2_win,secured_advantage,10,1,4,3,23,24,10,-1
uct-30000-self-play,17,2,p2_win,full_lexicographic,24,5,2,1,1,24,24,-1
uct-30000-self-play,18,2,p2_win,secured,20,1,16,5,21,,18,0
uct-30000-self-play,18,2,p2_win,secured_advantage,20,1,7,4,14,20,20,-1
uct-30000-self-play,18,2,p2_win,full_lexicographic,20,1,6,5,14,20,20,-1
uct-30000-self-play,19,2,p2_win,secured,22,4,11,3,16,22,22,-1
uct-30000-self-play,19,2,p2_win,secured_advantage,22,7,4,3,6,22,22,-1
uct-30000-self-play,19,2,p2_win,full_lexicographic,22,7,4,3,6,22,22,-1
uct-30000-self-play,20,2,p2_win,secured,16,1,15,3,23,,16,0
uct-30000-self-play,20,2,p2_win,secured_advantage,22,5,8,4,20,22,22,-1
uct-30000-self-play,20,2,p2_win,full_lexicographic,22,5,2,1,1,22,22,-1
uct-30000-self-play,21,1,p1_win,secured,,0,16,5,24,,1,0
uct-30000-self-play,21,1,p1_win,secured_advantage,13,4,7,3,14,15,13,1
uct-30000-self-play,21,1,p1_win,full_lexicographic,13,4,2,1,1,13,13,1
uct-30000-self-play,22,1,p1_win,secured,22,1,11,3,23,,23,0
uct-30000-self-play,22,1,p1_win,secured_advantage,23,2,4,3,14,23,23,1
uct-30000-self-play,22,1,p1_win,full_lexicographic,23,2,3,2,14,23,23,1
uct-30000-self-play,23,1,p1_win,secured,22,1,15,6,23,,23,0
uct-30000-self-play,23,1,p1_win,secured_advantage,23,2,8,5,12,23,23,1
uct-30000-self-play,23,1,p1_win,full_lexicographic,23,2,7,6,14,23,23,1
uct-30000-self-play,24,2,p2_win,secured,22,4,15,4,20,22,20,-1
uct-30000-self-play,24,2,p2_win,secured_advantage,22,5,5,4,18,22,22,-1
uct-30000-self-play,24,2,p2_win,full_lexicographic,22,5,4,3,18,22,22,-1
uct-30000-self-play,25,1,p1_win,secured,,0,16,3,16,19,1,1
uct-30000-self-play,25,1,p1_win,secured_advantage,,0,7,6,18,19,1,1
uct-30000-self-play,25,1,p1_win,full_lexicographic,,0,6,5,16,17,1,1
uct-30000-self-play,26,1,p1_win,secured,19,3,17,5,22,,19,0
uct-30000-self-play,26,1,p1_win,secured_advantage,19,6,8,5,24,,19,0
uct-30000-self-play,26,1,p1_win,full_lexicographic,19,6,5,4,14,19,19,1
uct-30000-self-play,27,2,p2_win,secured,22,1,15,4,20,22,22,-1
uct-30000-self-play,27,2,p2_win,secured_advantage,22,3,5,4,20,22,22,-1
uct-30000-self-play,27,2,p2_win,full_lexicographic,22,7,2,1,1,22,22,-1
uct-30000-self-play,28,1,p1_win,secured,,0,14,3,18,23,1,1
uct-30000-self-play,28,1,p1_win,secured_advantage,,0,8,3,18,19,1,1
uct-30000-self-play,28,1,p1_win,full_lexicographic,,0,3,2,18,19,1,1
uct-30000-self-play,29,2,p2_win,secured,12,1,14,4,17,18,10,-1
uct-30000-self-play,29,2,p2_win,secured_advantage,10,1,8,7,17,18,10,-1
uct-30000-self-play,29,2,p2_win,full_lexicographic,18,9,4,3,8,18,18,-1
uct-30000-self-play,30,2,p2_win,secured,20,1,15,5,21,,20,0
uct-30000-self-play,30,2,p2_win,secured_advantage,20,1,6,5,21,22,20,-1
uct-30000-self-play,30,2,p2_win,full_lexicographic,22,3,4,3,18,22,22,-1
uct-30000-self-play,31,2,p2_win,secured,22,4,15,4,20,22,20,-1
uct-30000-self-play,31,2,p2_win,secured_advantage,20,7,4,3,21,22,20,-1
uct-30000-self-play,31,2,p2_win,full_lexicographic,22,9,3,2,12,22,22,-1
uct-30000-self-play,32,2,p2_win,secured,18,1,13,3,21,,18,0
uct-30000-self-play,32,2,p2_win,secured_advantage,18,1,3,2,8,18,18,-1
uct-30000-self-play,32,2,p2_win,full_lexicographic,18,1,2,1,1,18,18,-1
uct-30000-self-play,33,1,p1_win,secured,19,2,13,4,24,,19,0
uct-30000-self-play,33,1,p1_win,secured_advantage,19,2,4,3,14,19,19,1
uct-30000-self-play,33,1,p1_win,full_lexicographic,19,2,2,1,1,19,19,1
uct-30000-self-play,34,1,p1_win,secured,23,1,12,2,11,23,23,1
uct-30000-self-play,34,1,p1_win,secured_advantage,23,6,2,1,1,23,23,1
uct-30000-self-play,34,1,p1_win,full_lexicographic,23,6,2,1,1,23,23,1
uct-30000-self-play,35,2,p2_win,secured,22,3,13,3,14,22,22,-1
uct-30000-self-play,35,2,p2_win,secured_advantage,22,5,5,4,14,22,22,-1
uct-30000-self-play,35,2,p2_win,full_lexicographic,22,5,4,3,12,22,22,-1
uct-30000-self-play,36,1,p1_win,secured,18,2,17,6,23,,23,0
uct-30000-self-play,36,1,p1_win,secured_advantage,23,6,8,6,19,23,23,1
uct-30000-self-play,36,1,p1_win,full_lexicographic,23,10,5,4,16,23,23,1
uct-30000-self-play,37,1,p1_win,secured,22,3,12,4,23,,23,0
uct-30000-self-play,37,1,p1_win,secured_advantage,23,6,2,1,1,23,23,1
uct-30000-self-play,37,1,p1_win,full_lexicographic,23,6,2,1,1,23,23,1
uct-30000-self-play,38,2,p2_win,secured,,0,14,5,24,,24,0
uct-30000-self-play,38,2,p2_win,secured_advantage,24,5,6,4,18,24,24,-1
uct-30000-self-play,38,2,p2_win,full_lexicographic,24,5,4,3,18,24,24,-1
uct-30000-self-play,39,2,p2_win,secured,24,2,17,5,20,24,20,-1
uct-30000-self-play,39,2,p2_win,secured_advantage,24,7,6,5,22,24,24,-1
uct-30000-self-play,39,2,p2_win,full_lexicographic,24,9,2,1,1,24,24,-1
uct-30000-self-play,40,1,p1_win,secured,21,4,14,4,19,21,19,1
uct-30000-self-play,40,1,p1_win,secured_advantage,19,4,5,4,13,19,19,1
uct-30000-self-play,40,1,p1_win,full_lexicographic,19,6,4,3,6,19,19,1
uct-30000-self-play,41,1,p1_win,secured,15,2,13,4,20,,15,0
uct-30000-self-play,41,1,p1_win,secured_advantage,15,2,6,5,22,23,15,1
uct-30000-self-play,41,1,p1_win,full_lexicographic,15,2,3,2,6,15,15,1
uct-30000-self-play,42,2,p2_win,secured,,0,13,4,24,,24,0
uct-30000-self-play,42,2,p2_win,secured_advantage,24,1,3,2,8,24,24,-1
uct-30000-self-play,42,2,p2_win,full_lexicographic,24,1,2,1,1,24,24,-1
uct-30000-self-play,43,1,p1_win,secured,,0,10,5,20,21,1,1
uct-30000-self-play,43,1,p1_win,secured_advantage,,0,4,3,16,17,1,1
uct-30000-self-play,43,1,p1_win,full_lexicographic,,0,4,3,16,17,1,1
uct-30000-self-play,44,1,p1_win,secured,16,2,20,5,21,,21,0
uct-30000-self-play,44,1,p1_win,secured_advantage,21,6,8,5,17,21,21,1
uct-30000-self-play,44,1,p1_win,full_lexicographic,21,8,6,5,18,21,21,1
uct-30000-self-play,45,1,p1_win,secured,,0,13,6,22,23,1,1
uct-30000-self-play,45,1,p1_win,secured_advantage,,0,8,7,20,21,1,1
uct-30000-self-play,45,1,p1_win,full_lexicographic,,0,6,5,20,21,1,1
uct-30000-self-play,46,1,p1_win,secured,,0,13,4,20,23,1,1
uct-30000-self-play,46,1,p1_win,secured_advantage,23,2,6,5,18,23,23,1
uct-30000-self-play,46,1,p1_win,full_lexicographic,23,2,4,3,16,23,23,1
uct-30000-self-play,47,1,p1_win,secured,,0,16,3,18,23,1,1
uct-30000-self-play,47,1,p1_win,secured_advantage,,0,7,4,18,19,1,1
uct-30000-self-play,47,1,p1_win,full_lexicographic,,0,5,4,18,19,1,1
uct-30000-self-play,48,1,p1_win,secured,,0,15,4,22,,1,0
uct-30000-self-play,48,1,p1_win,secured_advantage,,0,6,3,18,21,1,1
uct-30000-self-play,48,1,p1_win,full_lexicographic,21,2,3,2,18,21,21,1
uct-30000-self-play,49,2,p2_win,secured,22,3,13,3,20,22,22,-1
uct-30000-self-play,49,2,p2_win,secured_advantage,22,3,4,3,20,22,22,-1
uct-30000-self-play,49,2,p2_win,full_lexicographic,22,5,2,1,1,22,22,-1
uct-30000-self-play,50,2,p2_win,secured,24,4,16,5,20,24,24,-1
uct-30000-self-play,50,2,p2_win,secured_advantage,24,7,9,5,17,24,24,-1
uct-30000-self-play,50,2,p2_win,full_lexicographic,24,7,6,3,18,24,24,-1
uct-30000-self-play,51,2,p2_win,secured,20,1,12,5,21,22,20,-1
uct-30000-self-play,51,2,p2_win,secured_advantage,20,3,5,4,21,22,20,-1
uct-30000-self-play,51,2,p2_win,full_lexicographic,20,5,3,2,21,22,20,-1
uct-30000-self-play,52,1,p1_win,secured,15,2,11,3,20,23,15,1
uct-30000-self-play,52,1,p1_win,secured_advantage,15,2,4,3,12,15,15,1
uct-30000-self-play,52,1,p1_win,full_lexicographic,15,2,3,2,12,15,15,1
uct-30000-self-play,53,1,p1_win,secured,17,2,10,3,20,23,17,1
uct-30000-self-play,53,1,p1_win,secured_advantage,17,2,3,2,22,23,17,1
uct-30000-self-play,53,1,p1_win,full_lexicographic,17,2,2,1,1,17,17,1
uct-30000-self-play,54,2,p2_win,secured,14,1,12,5,19,22,14,-1
uct-30000-self-play,54,2,p2_win,secured_advantage,22,5,5,4,10,22,22,-1
uct-30000-self-play,54,2,p2_win,full_lexicographic,22,5,5,4,10,22,22,-1
uct-30000-self-play,55,2,p2_win,secured,18,2,12,3,16,18,16,-1
uct-30000-self-play,55,2,p2_win,secured_advantage,16,5,4,3,17,18,16,-1
uct-30000-self-play,55,2,p2_win,full_lexicographic,18,7,2,1,1,18,18,-1
uct-30000-self-play,56,0,draw,secured,23,2,14,5,24,,,0
uct-30000-self-play,56,0,draw,secured_advantage,21,2,9,4,24,,,0
uct-30000-self-play,56,0,draw,full_lexicographic,21,2,4,3,24,,,0
uct-30000-self-play,57,2,p2_win,secured,22,2,15,5,23,,22,0
uct-30000-self-play,57,2,p2_win,secured_advantage,22,5,7,5,23,24,22,-1
uct-30000-self-play,57,2,p2_win,full_lexicographic,24,9,3,2,8,24,24,-1
uct-30000-self-play,58,1,p1_win,secured,19,2,14,4,20,23,19,1
uct-30000-self-play,58,1,p1_win,secured_advantage,23,4,5,4,14,23,23,1
uct-30000-self-play,58,1,p1_win,full_lexicographic,23,4,4,3,14,23,23,1
uct-30000-self-play,59,1,p1_win,secured,,0,17,6,20,23,1,1
uct-30000-self-play,59,1,p1_win,secured_advantage,,0,9,8,22,23,1,1
uct-30000-self-play,59,1,p1_win,full_lexicographic,,0,4,3,18,19,1,1
uct-30000-self-play,60,2,p2_win,secured,24,3,19,4,18,24,18,-1
uct-30000-self-play,60,2,p2_win,secured_advantage,24,3,11,6,20,24,24,-1
uct-30000-self-play,60,2,p2_win,full_lexicographic,24,5,7,6,20,24,24,-1
uct-30000-self-play,61,1,p1_win,secured,19,3,18,4,20,,17,0
uct-30000-self-play,61,1,p1_win,secured_advantage,17,6,3,2,18,19,17,1
uct-30000-self-play,61,1,p1_win,full_lexicographic,17,6,2,1,1,17,17,1
uct-30000-self-play,62,1,p1_win,secured,,0,13,4,22,,1,0
uct-30000-self-play,62,1,p1_win,secured_advantage,,0,6,5,22,23,1,1
uct-30000-self-play,62,1,p1_win,full_lexicographic,,0,5,4,22,23,1,1
uct-30000-self-play,63,1,p1_win,secured,19,2,7,3,10,19,19,1
uct-30000-self-play,63,1,p1_win,secured_advantage,19,6,2,1,1,19,19,1
uct-30000-self-play,63,1,p1_win,full_lexicographic,19,6,2,1,1,19,19,1
uct-30000-self-play,64,2,p2_win,secured,22,1,13,4,18,22,22,-1
uct-30000-self-play,64,2,p2_win,secured_advantage,22,3,4,3,14,22,22,-1
uct-30000-self-play,64,2,p2_win,full_lexicographic,22,3,3,2,4,22,22,-1
uct-30000-self-play,65,2,p2_win,secured,24,3,16,4,22,24,22,-1
uct-30000-self-play,65,2,p2_win,secured_advantage,24,5,11,6,22,24,24,-1
uct-30000-self-play,65,2,p2_win,full_lexicographic,24,11,3,2,12,24,24,-1
uct-30000-self-play,66,2,p2_win,secured,18,1,15,3,19,,18,0
uct-30000-self-play,66,2,p2_win,secured_advantage,20,5,8,4,21,22,20,-1
uct-30000-self-play,66,2,p2_win,full_lexicographic,22,7,3,2,12,22,22,-1
uct-30000-self-play,67,1,p1_win,secured,13,2,12,4,18,21,13,1
uct-30000-self-play,67,1,p1_win,secured_advantage,21,6,5,3,18,21,21,1
uct-30000-self-play,67,1,p1_win,full_lexicographic,21,6,3,2,8,21,21,1
uct-30000-self-play,68,1,p1_win,secured,,0,14,5,22,23,1,1
uct-30000-self-play,68,1,p1_win,secured_advantage,15,2,4,3,22,23,15,1
uct-30000-self-play,68,1,p1_win,full_lexicographic,15,2,3,2,22,23,15,1
uct-30000-self-play,69,2,p2_win,secured,24,1,10,3,18,24,24,-1
uct-30000-self-play,69,2,p2_win,secured_advantage,24,1,4,3,12,24,24,-1
uct-30000-self-play,69,2,p2_win,full_lexicographic,24,1,4,3,12,24,24,-1
uct-30000-self-play,70,1,p1_win,secured,21,2,10,4,22,23,21,1
uct-30000-self-play,70,1,p1_win,secured_advantage,21,2,5,4,16,21,21,1
uct-30000-self-play,70,1,p1_win,full_lexicographic,21,2,4,3,16,21,21,1
uct-30000-self-play,71,1,p1_win,secured,17,2,14,4,20,23,15,1
uct-30000-self-play,71,1,p1_win,secured_advantage,17,4,5,2,20,23,17,1
uct-30000-self-play,71,1,p1_win,full_lexicographic,17,4,3,2,20,21,17,1
uct-30000-self-play,72,1,p1_win,secured,20,1,16,5,23,,23,0
uct-30000-self-play,72,1,p1_win,secured_advantage,23,6,7,5,13,23,23,1
uct-30000-self-play,72,1,p1_win,full_lexicographic,23,8,4,3,8,23,23,1
uct-30000-self-play,73,2,p2_win,secured,24,3,11,4,22,24,22,-1
uct-30000-self-play,73,2,p2_win,secured_advantage,24,5,4,3,20,24,24,-1
uct-30000-self-play,73,2,p2_win,full_lexicographic,24,5,3,2,20,24,24,-1
uct-30000-self-play,74,1,p1_win,secured,21,4,11,4,22,,21,0
uct-30000-self-play,74,1,p1_win,secured_advantage,21,6,4,3,22,23,21,1
uct-30000-self-play,74,1,p1_win,full_lexicographic,21,6,2,1,1,21,21,1
uct-30000-self-play,75,1,p1_win,secured,17,2,14,3,20,23,17,1
uct-30000-self-play,75,1,p1_win,secured_advantage,17,2,3,2,4,17,17,1
uct-30000-self-play,75,1,p1_win,full_lexicographic,17,2,3,2,4,17,17,1
uct-30000-self-play,76,2,p2_win,secured,24,5,12,3,19,24,24,-1
uct-30000-self-play,76,2,p2_win,secured_advantage,24,7,4,3,19,24,24,-1
uct-30000-self-play,76,2,p2_win,full_lexicographic,24,9,3,2,8,24,24,-1
uct-30000-self-play,77,2,p2_win,secured,18,1,12,2,21,,18,0
uct-30000-self-play,77,2,p2_win,secured_advantage,18,1,4,3,21,22,18,-1
uct-30000-self-play,77,2,p2_win,full_lexicographic,22,3,2,1,1,22,22,-1
uct-30000-self-play,78,1,p1_win,secured,23,2,9,2,14,23,23,1
uct-30000-self-play,78,1,p1_win,secured_advantage,23,2,4,3,14,23,23,1
uct-30000-self-play,78,1,p1_win,full_lexicographic,23,2,4,3,14,23,23,1
uct-30000-self-play,79,0,draw,secured,21,2,14,4,24,,,0
uct-30000-self-play,79,0,draw,secured_advantage,21,2,7,4,24,,,0
uct-30000-self-play,79,0,draw,full_lexicographic,21,2,3,2,24,,,0
uct-30000-self-play,80,2,p2_win,secured,24,3,11,3,22,24,22,-1
uct-30000-self-play,80,2,p2_win,secured_advantage,24,5,2,1,1,24,24,-1
uct-30000-self-play,80,2,p2_win,full_lexicographic,24,5,2,1,1,24,24,-1
uct-30000-self-play,81,1,p1_win,secured,20,3,14,3,21,,21,0
uct-30000-self-play,81,1,p1_win,secured_advantage,21,4,3,2,8,21,21,1
uct-30000-self-play,81,1,p1_win,full_lexicographic,21,4,2,1,1,21,21,1
uct-30000-self-play,82,1,p1_win,secured,23,4,10,2,21,23,21,1
uct-30000-self-play,82,1,p1_win,secured_advantage,21,4,4,3,22,23,21,1
uct-30000-self-play,82,1,p1_win,full_lexicographic,21,4,3,2,22,23,21,1
uct-30000-self-play,83,2,p2_win,secured,14,1,15,5,19,24,12,-1
uct-30000-self-play,83,2,p2_win,secured_advantage,24,5,8,4,20,24,20,-1
uct-30000-self-play,83,2,p2_win,full_lexicographic,24,5,4,3,10,24,24,-1
uct-30000-self-play,84,2,p2_win,secured,24,3,9,2,14,24,24,-1
uct-30000-self-play,84,2,p2_win,secured_advantage,24,3,4,3,14,24,24,-1
uct-30000-self-play,84,2,p2_win,full_lexicographic,24,3,3,2,14,24,24,-1
uct-30000-self-play,85,1,p1_win,secured,23,4,6,2,21,23,21,1
uct-30000-self-play,85,1,p1_win,secured_advantage,21,4,3,2,4,21,21,1
uct-30000-self-play,85,1,p1_win,full_lexicographic,21,4,3,2,4,21,21,1
uct-30000-self-play,86,1,p1_win,secured,21,3,13,2,16,21,21,1
uct-30000-self-play,86,1,p1_win,secured_advantage,21,4,3,2,16,21,21,1
uct-30000-self-play,86,1,p1_win,full_lexicographic,21,4,3,2,16,21,21,1
uct-30000-self-play,87,1,p1_win,secured,19,3,15,3,17,19,17,1
uct-30000-self-play,87,1,p1_win,secured_advantage,17,4,6,3,18,19,17,1
uct-30000-self-play,87,1,p1_win,full_lexicographic,17,4,4,3,14,17,17,1
uct-30000-self-play,88,1,p1_win,secured,,0,9,2,20,21,1,1
uct-30000-self-play,88,1,p1_win,secured_advantage,,0,3,2,8,9,1,1
uct-30000-self-play,88,1,p1_win,full_lexicographic,,0,2,1,1,3,1,1
uct-30000-self-play,89,0,draw,secured,21,2,12,5,24,,,0
uct-30000-self-play,89,0,draw,secured_advantage,21,4,8,5,24,,,0
uct-30000-self-play,89,0,draw,full_lexicographic,21,4,7,4,24,,,0
uct-30000-self-play,90,2,p2_win,secured,22,4,11,2,14,22,22,-1
uct-30000-self-play,90,2,p2_win,secured_advantage,22,5,3,2,14,22,22,-1
uct-30000-self-play,90,2,p2_win,full_lexicographic,22,5,2,1,1,22,22,-1
uct-30000-self-play,91,1,p1_win,secured,23,4,16,4,21,23,21,1
uct-30000-self-play,91,1,p1_win,secured_advantage,21,6,4,3,22,23,21,1
uct-30000-self-play,91,1,p1_win,full_lexicographic,21,6,3,2,4,21,21,1
uct-30000-self-play,92,1,p1_win,secured,11,1,15,4,20,23,7,1
uct-30000-self-play,92,1,p1_win,secured_advantage,7,2,6,5,22,23,7,1
uct-30000-self-play,92,1,p1_win,full_lexicographic,7,2,3,2,10,11,7,1
uct-30000-self-play,93,2,p2_win,secured,,0,14,5,24,,24,0
uct-30000-self-play,93,2,p2_win,secured_advantage,24,3,6,3,16,24,24,-1
uct-30000-self-play,93,2,p2_win,full_lexicographic,24,3,3,2,6,24,24,-1
uct-30000-self-play,94,1,p1_win,secured,,0,15,4,18,23,1,1
uct-30000-self-play,94,1,p1_win,secured_advantage,,0,5,4,14,15,1,1
uct-30000-self-play,94,1,p1_win,full_lexicographic,,0,3,2,14,15,1,1
uct-30000-self-play,95,1,p1_win,secured,22,1,15,4,23,,23,0
uct-30000-self-play,95,1,p1_win,secured_advantage,23,2,5,4,18,23,23,1
uct-30000-self-play,95,1,p1_win,full_lexicographic,23,2,5,4,18,23,23,1
uct-30000-self-play,96,1,p1_win,secured,,0,14,5,22,,1,0
uct-30000-self-play,96,1,p1_win,secured_advantage,,0,7,4,12,15,1,1
uct-30000-self-play,96,1,p1_win,full_lexicographic,,0,4,3,12,13,1,1
uct-30000-self-play,97,1,p1_win,secured,21,2,14,4,22,23,21,1
uct-30000-self-play,97,1,p1_win,secured_advantage,21,4,8,4,22,23,21,1
uct-30000-self-play,97,1,p1_win,full_lexicographic,21,6,2,1,1,21,21,1
uct-30000-self-play,98,0,draw,secured,20,1,12,5,23,,,0
uct-30000-self-play,98,0,draw,secured_advantage,23,6,6,4,24,,,0
uct-30000-self-play,98,0,draw,full_lexicographic,23,8,4,3,24,,,0
uct-30000-self-play,99,1,p1_win,secured,,0,7,4,18,19,1,1
uct-30000-self-play,99,1,p1_win,secured_advantage,,0,5,4,16,17,1,1
uct-30000-self-play,99,1,p1_win,full_lexicographic,17,2,3,2,10,17,17,1
uct-30000-self-play,100,2,p2_win,secured,24,3,9,2,12,24,24,-1
uct-30000-self-play,100,2,p2_win,secured_advantage,24,3,2,1,1,24,24,-1
uct-30000-self-play,100,2,p2_win,full_lexicographic,24,3,2,1,1,24,24,-1
