"board","experiment_id","game_index","seed","source_issue","trial_file","trial_sha256"
"4x4","uct-1000-self-play","1","300200","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0001.trl","2046ba4b96c791c5fd5cc11fddbf524366b3ba6273f5e3bd0994ca05171becb7"
"4x4","uct-1000-self-play","2","300201","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0002.trl","e9a6d782903c5300a2ada5100a51833f60fb5f8fbd40178cee98de834d6e5190"
"4x4","uct-1000-self-play","3","300202","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0003.trl","5ba21d4b77564678ec588ebd78c62cd741d2c9cbe0b372e8f9ea9bc32dfd42ee"
"4x4","uct-1000-self-play","4","300203","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0004.trl","bf01867859bcc24a6a802614f7542895c2721ef658feca23b575bb76bbe247bd"
"4x4","uct-1000-self-play","5","300204","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0005.trl","9b25cf5682b2ce2f71e7ee1e30bbdeea9622276d75e0036ad1a68c6b7c576646"
"4x4","uct-1000-self-play","6","300205","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0006.trl","293d68d4732ae70de2217ecd9784520219d3142216248e8633092bccd6dbe302"
"4x4","uct-1000-self-play","7","300206","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0007.trl","894bc9b69a0e3ae518a2d0f0fd03af6a8c2432537c0eca4f5c3112bb82a9c167"
"4x4","uct-1000-self-play","8","300207","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0008.trl","ce383efae5538217c5b026434e30e5fdc8b1855fc6b792207f81153763be82fc"
"4x4","uct-1000-self-play","9","300208","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0009.trl","831f1ca83de165e5f421f8bb33730f4f01a8c0e2ed06ebd9988b291b197d14f5"
"4x4","uct-1000-self-play","10","300209","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0010.trl","9b611744fd5397e198f6246e191e169a51ed869e72faf0aeccd0ea238aa141b1"
"4x4","uct-1000-self-play","11","300210","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0011.trl","4f56537c61f2215fffb143a3c2d04f7d22a69a26899a0e121e819e92e044dd45"
"4x4","uct-1000-self-play","12","300211","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0012.trl","e018b78dcdaaa4c54c375ea2393d33d1ac8179b1a91349ae3460b133a493ac49"
"4x4","uct-1000-self-play","13","300212","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0013.trl","af46b5414c2b5baf738e565dfdd19bc7835c469ddea151e190ee029340155868"
"4x4","uct-1000-self-play","14","300213","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0014.trl","bab3b1b7fe177c40434a62d78fd9588fc3d06b3dc280a5f71dbbd3f41914ca2b"
"4x4","uct-1000-self-play","15","300214","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0015.trl","b2305b11a86f0fdea79b5f7fbe2b43bd152a434251af4de2741cd01f8910307f"
"4x4","uct-1000-self-play","16","300215","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0016.trl","60416b74609ce75e7b965e118025b179ee14a787358606b88116a78a32a67693"
"4x4","uct-1000-self-play","17","300216","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0017.trl","1a18e3093157e0532413201586b9344b628b1e1799777eb15c63faffab9ec304"
"4x4","uct-1000-self-play","18","300217","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0018.trl","a62397b1f2659b60ef76f14988a15aed4a1d3d38ecd80a19db6da6706cef5222"
"4x4","uct-1000-self-play","19","300218","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0019.trl","bd124971f6c1c7505364cd097429ba30784dad9b5d56987b9558c9fac9b40cc9"
"4x4","uct-1000-self-play","20","300219","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0020.trl","f5b3fa8440e37e2f2f1a71e0508c301c54b27c573b8d48b03cf7a7b0da911df7"
"4x4","uct-1000-self-play","21","300220","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0021.trl","fc1fc9e7aa927d7ff375ddaa6e64eef8bb94a1b576ef1a9efafeecb980544571"
"4x4","uct-1000-self-play","22","300221","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0022.trl","f4898a3703e2936eafa0db058c81ae523b3be251e4012d3686728d3c47e04262"
"4x4","uct-1000-self-play","23","300222","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0023.trl","e6329062c96c882341b4d47bd5a29fb4d2b662d2140ff17a95d7d4f4c8b18f3d"
"4x4","uct-1000-self-play","24","300223","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0024.trl","f7f06aa84212c2f69b1552855ff1e9b78eb05e854a92d6e0ec64924d326b501d"
"4x4","uct-1000-self-play","25","300224","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0025.trl","71e6f2b28857d4688abbf9e26f7daf32d1e49e2d2d11ac78b8bbc6f1aee8891f"
"4x4","uct-1000-self-play","26","300225","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0026.trl","cf93d18597274d1726882c56fb8538069f9eaf9783cd2852d9c196c2fb4ed6e9"
"4x4","uct-1000-self-play","27","300226","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0027.trl","a3d3b9ee63694acbbaf37036dae4b0ac885281e0f5bff7d8895ffd76368cec89"
"4x4","uct-1000-self-play","28","300227","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0028.trl","320c5f57a5985c35656596e3c159a547317de4e659590be41a50962a733c0389"
"4x4","uct-1000-self-play","29","300228","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0029.trl","20097c4d2da6c37d16b38448c07cfe0d4d57f3e585b375dbb33f32d6a4d8793b"
"4x4","uct-1000-self-play","30","300229","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0030.trl","6accdc566886b5b91b128fe5e5a53f3b35715da13000cc61ef51cdb2f02af48b"
"4x4","uct-1000-self-play","31","300230","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0031.trl","d516fad6f19787348ff46151fb42d094dc8743074fd659dbf243c74e94966bdc"
"4x4","uct-1000-self-play","32","300231","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0032.trl","c726f1afb7f1e3007c52d7cced77f710ec4cb5237c1b44f8c8f6913e0b83cbbb"
"4x4","uct-1000-self-play","33","300232","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0033.trl","1552edc6200ff1cf8bcea29dd4f6fd3f98685d844d4ddc0eae49d8cf1378adda"
"4x4","uct-1000-self-play","34","300233","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0034.trl","107a1311ff7b5aaee040a562413269d3a27a0a23bcd9edde6613111c11b46e3f"
"4x4","uct-1000-self-play","35","300234","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0035.trl","a971182582a1ee9aeeb5aec1f83f99ca14877d1f90ea563920a47ff9ea1571f5"
"4x4","uct-1000-self-play","36","300235","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0036.trl","966b9448af07b5281b773a59b97d899d877edb1464fec86e2d70dd525c888b6f"
"4x4","uct-1000-self-play","37","300236","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0037.trl","e3645cc10db8c4d2e98c722356f3f0d89319d811998efa5ab2d477bf360ac215"
"4x4","uct-1000-self-play","38","300237","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0038.trl","1f305665558cf3f1057ea69ca1b7479db2a1c796538a31557b3406a2f228d0e5"
"4x4","uct-1000-self-play","39","300238","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0039.trl","e07cea164b9ebb3cad2262f73092e636d73249317644289b1470aed1e67fe897"
"4x4","uct-1000-self-play","40","300239","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0040.trl","7e8e6c883e12557652b29dd238a074b27627db654cbfb7b81e5ad1db33f20d8e"
"4x4","uct-1000-self-play","41","300240","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0041.trl","03d29d7490686d91635b48d8e967ef5cfa69e0a75502b1ed4b4b220fb00c9ca3"
"4x4","uct-1000-self-play","42","300241","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0042.trl","08657d50bc50556e5671357ecf266f5332579552b3b6e976df21d53cd70ddcf8"
"4x4","uct-1000-self-play","43","300242","30","experiments/issue-30/results/trials/uct-1000-self-play/uct-1000-self-play-0043.trl","d2a4d4cc411d0acbec87014c2fc4b811d1281546a89d9825a4ad1dc0177a6636"
