position_id,prefix_placement_count,source_trial,mover,ending_mover,requested_iteration_budget,effective_iteration_budget,repetition_id,seed,ordered_sequence,placement_targets,supply_placement_sites,objective_placement_sites,supply_source_sites,spatial_categories,secured_supply_transitions,unresolved_supply_transitions,legal_move_counts,placement_runtime_ms,turn_runtime_ms,starting_board_state,resulting_turn_state,trial_path
"turn-2-supply-expansion","3","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0100.trl","2","1","10000","10000","1","450000","S12;S11;S21","S12;S11;S21","S12;S11;S21","","","central;central;central","","S11:0:0:0>2:0:1;S12:1:1:0>0:1:1;S21:0:0:0>2:0:1","25;25;25","11309.146;10151.358;10084.221","31546.688","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:2:0:1|S12:0:1:1|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","experiments/issue-35/results/trials/turn-2-supply-expansion/uct-10000/turn-2-supply-expansion-uct-10000-0001.trl"
"turn-2-supply-expansion","3","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0100.trl","2","1","10000","10000","2","450001","S12;S12;S22","S12;S12;S22","S12;S12;S22","","","central;central;central","","S12:1:1:0>2:1:2;S22:1:1:0>0:1:1","25;25;24","10194.582;9759.033;9852.234","29806.514","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:2:1:2|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:0:1:1|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","experiments/issue-35/results/trials/turn-2-supply-expansion/uct-10000/turn-2-supply-expansion-uct-10000-0002.trl"
"turn-2-supply-expansion","3","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0100.trl","2","1","10000","10000","3","450002","S32;S31;S13","S32;S31;S13","S32;S31;S13","","","central;central;central","","S13:1:1:0>0:1:1;S31:0:0:0>2:0:1;S32:0:0:0>2:0:1","25;25;25","10269.476;9791.355;9820.512","29881.972","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:0:1:1|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:2:0:1|S32:2:0:1|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","experiments/issue-35/results/trials/turn-2-supply-expansion/uct-10000/turn-2-supply-expansion-uct-10000-0003.trl"
"turn-2-supply-expansion","3","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0100.trl","2","1","10000","10000","4","450003","S10;S21;S12","S10;S21;S12","S10;S21;S12","","","edge;central;central","","S10:0:0:0>2:0:1;S12:1:1:0>0:1:1;S21:0:0:0>2:0:1","25;25;25","10059.700;9911.930;10036.940","30009.217","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:2:0:1|S11:0:0:0|S12:0:1:1|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","experiments/issue-35/results/trials/turn-2-supply-expansion/uct-10000/turn-2-supply-expansion-uct-10000-0004.trl"
"turn-2-supply-expansion","3","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0100.trl","2","1","10000","10000","5","450004","S32;S33;S23","S32;S33;S23","S32;S33;S23","","","central;central;central","","S23:0:0:0>2:0:1;S32:0:0:0>2:0:1;S33:0:0:0>2:0:1","25;25;25","10204.451;9945.201;9891.063","30041.312","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:0:0:0|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:0:0:0|S33:0:0:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:1:1:0|S13:1:1:0|S14:0:0:0|S20:0:0:0|S21:0:0:0|S22:1:1:0|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:0:0:0|S32:2:0:1|S33:2:0:1|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:0:0:0|O32:0:0:0|O33:0:0:0","experiments/issue-35/results/trials/turn-2-supply-expansion/uct-10000/turn-2-supply-expansion-uct-10000-0005.trl"
