position_id,prefix_placement_count,source_trial,mover,ending_mover,requested_iteration_budget,effective_iteration_budget,repetition_id,seed,ordered_sequence,placement_targets,supply_placement_sites,objective_placement_sites,supply_source_sites,spatial_categories,secured_supply_transitions,unresolved_supply_transitions,legal_move_counts,placement_runtime_ms,turn_runtime_ms,starting_board_state,resulting_turn_state,trial_path
"turn-4-central-peripheral-competition","9","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0078.trl","2","1","10000","10000","16","20450015","O12@S23;O11@S22;O21@S21","O12;O11;O21","","O12;O11;O21","S23;S22;S21","central;central;central","","","37;33;29","10198.172;9252.592;9282.564","28735.108","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:2:0:1|O12:2:0:1|O13:0:0:0|O20:0:0:0|O21:2:0:1|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","experiments/issue-35/results/trials/turn-4-central-peripheral-competition/uct-10000/turn-4-central-peripheral-competition-uct-10000-0016.trl"
"turn-4-central-peripheral-competition","9","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0078.trl","2","1","10000","10000","17","20450016","O12@S22;O22@S23;O20@S21","O12;O22;O20","","O12;O22;O20","S22;S23;S21","central;central;edge","","","37;33;29","9334.541;9220.445;9009.019","27564.759","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:2:0:1|O13:0:0:0|O20:2:0:1|O21:0:0:0|O22:2:0:1|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","experiments/issue-35/results/trials/turn-4-central-peripheral-competition/uct-10000/turn-4-central-peripheral-competition-uct-10000-0017.trl"
"turn-4-central-peripheral-competition","9","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0078.trl","2","1","10000","10000","18","20450017","S32;O11@S22;O11@S21","S32;O11;O11","S32","O11;O11","S22;S21","central;central;central","","S32:1:1:0>0:1:1","37;37;33","9328.963;9201.403;9457.621","27988.816","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:0:1:1|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:2:0:2|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","experiments/issue-35/results/trials/turn-4-central-peripheral-competition/uct-10000/turn-4-central-peripheral-competition-uct-10000-0018.trl"
"turn-4-central-peripheral-competition","9","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0078.trl","2","1","10000","10000","19","20450018","S32;O12@S22;O12@S23","S32;O12;O12","S32","O12;O12","S22;S23","central;central;central","","S32:1:1:0>0:1:1","37;37;33","9209.444;9432.423;8861.752","27504.329","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:0:1:1|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:2:0:2|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","experiments/issue-35/results/trials/turn-4-central-peripheral-competition/uct-10000/turn-4-central-peripheral-competition-uct-10000-0019.trl"
"turn-4-central-peripheral-competition","9","experiments/issue-32/results/trials/uct-10000-self-play/uct-10000-self-play-0078.trl","2","1","10000","10000","20","20450019","S33;O12@S22;O12@S23","S33;O12;O12","S33","O12;O12","S22;S23","central;central;central","","S33:1:1:0>0:1:1","37;37;33","9479.433;9384.265;9790.950","28656.139","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:1:1:0|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:0:0:0|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:0:0:0|S10:0:0:0|S11:0:0:0|S12:0:0:0|S13:0:0:0|S14:0:0:0|S20:0:0:0|S21:2:0:1|S22:2:0:1|S23:2:0:1|S24:0:0:0|S30:0:0:0|S31:1:1:0|S32:1:1:0|S33:0:1:1|S34:0:0:0|S40:0:0:0|S41:0:0:0|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:0:0:0|O10:0:0:0|O11:0:0:0|O12:2:0:2|O13:0:0:0|O20:0:0:0|O21:0:0:0|O22:0:0:0|O23:0:0:0|O30:0:0:0|O31:1:1:0|O32:1:2:0|O33:0:0:0","experiments/issue-35/results/trials/turn-4-central-peripheral-competition/uct-10000/turn-4-central-peripheral-competition-uct-10000-0020.trl"
