"experiment_id","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_total_objective_pieces","p2_total_objective_pieces","p1_corrected_objective_pieces","p2_corrected_objective_pieces","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","p1_excluded_own_secured","p2_excluded_own_secured","p1_excluded_opponent_secured","p2_excluded_opponent_secured","p1_excluded_opponent_advantage","p2_excluded_opponent_advantage","p1_excluded_neutral","p2_excluded_neutral","deciding_criterion","elapsed_seconds","final_board"
"4x4-corrected-uct-10000","27","1131000026","UCT","10000","true","NaturalEnd","2","72","24","3183","3184","36","36","19","18","17","18","1","2","5","5","1","1","15","15","0","1","1","0","0","0","objective_pieces","277.774","S00:0:0:0|S01:0:0:0|S02:0:0:0|S03:0:0:0|S04:1:1:0|S10:1:1:0|S11:4:2:3|S12:0:0:0|S13:0:2:2|S14:0:0:0|S20:0:0:0|S21:3:3:2|S22:0:0:0|S23:0:1:1|S24:0:0:0|S30:0:1:1|S31:4:2:3|S32:0:2:2|S33:0:1:1|S34:3:3:2|S40:0:0:0|S41:2:0:1|S42:0:0:0|S43:0:0:0|S44:0:0:0|O00:0:0:0|O01:0:0:0|O02:0:0:0|O03:1:1:0|O10:3:3:0|O11:2:1:2|O12:4:0:3|O13:4:0:3|O20:4:0:3|O21:3:3:0|O22:3:3:0|O23:3:3:1|O30:4:0:3|O31:4:0:3|O32:3:3:0|O33:0:0:0"
