"board","experiment_id","iteration_limit","game_index","winner","moves","turns","end_type","final_p1_score","final_p2_score","p1_placements","p2_placements","trial_file"
"7x7-p72","7x7-uct-0500","500","14","2","144","48","NaturalEnd","33545","36755","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0014.trl"
"7x7-p72","7x7-uct-0500","500","15","2","144","48","NaturalEnd","33325","36679","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0015.trl"
"7x7-p72","7x7-uct-0500","500","16","2","144","48","NaturalEnd","36905","36979","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0016.trl"
"7x7-p72","7x7-uct-0500","500","17","2","144","48","NaturalEnd","40627","40630","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0017.trl"
"7x7-p72","7x7-uct-0500","500","18","2","144","48","NaturalEnd","29746","29821","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0018.trl"
"7x7-p72","7x7-uct-0500","500","19","2","144","48","NaturalEnd","36903","36976","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0019.trl"
"7x7-p72","7x7-uct-0500","500","20","2","144","48","NaturalEnd","29893","33323","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0020.trl"
"7x7-p72","7x7-uct-0500","500","21","2","144","48","NaturalEnd","33328","36832","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0021.trl"
"7x7-p72","7x7-uct-0500","500","22","2","144","48","NaturalEnd","29819","33249","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0022.trl"
"7x7-p72","7x7-uct-0500","500","23","2","144","48","NaturalEnd","36756","37052","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0023.trl"
"7x7-p72","7x7-uct-0500","500","24","2","144","48","NaturalEnd","37053","37054","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0024.trl"
"7x7-p72","7x7-uct-0500","500","25","1","144","48","NaturalEnd","33400","33104","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0025.trl"
"7x7-p72","7x7-uct-0500","500","26","2","144","48","NaturalEnd","33402","36907","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0026.trl"
"7x7-p72","7x7-uct-0500","500","27","2","144","48","NaturalEnd","37125","40405","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0027.trl"
"7x7-p72","7x7-uct-0500","500","28","2","144","48","NaturalEnd","29748","29749","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0028.trl"
"7x7-p72","7x7-uct-0500","500","29","2","144","48","NaturalEnd","40480","40776","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0029.trl"
"7x7-p72","7x7-uct-0500","500","30","1","144","48","NaturalEnd","29819","29521","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0030.trl"
"7x7-p72","7x7-uct-0500","500","31","1","144","48","NaturalEnd","40628","36976","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0031.trl"
"7x7-p72","7x7-uct-0500","500","32","2","144","48","NaturalEnd","33546","36903","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0032.trl"
"7x7-p72","7x7-uct-0500","500","33","2","144","48","NaturalEnd","36980","37053","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0033.trl"
"7x7-p72","7x7-uct-0500","500","34","2","144","48","NaturalEnd","36977","37126","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0034.trl"
"7x7-p72","7x7-uct-0500","500","35","2","144","48","NaturalEnd","36831","36976","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0035.trl"
"7x7-p72","7x7-uct-0500","500","36","0","144","48","NaturalEnd","37050","37050","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0036.trl"
"7x7-p72","7x7-uct-0500","500","37","2","144","48","NaturalEnd","36906","37125","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0037.trl"
"7x7-p72","7x7-uct-0500","500","38","2","144","48","NaturalEnd","29971","30043","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0038.trl"
"7x7-p72","7x7-uct-0500","500","39","2","144","48","NaturalEnd","26095","29598","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0039.trl"
"7x7-p72","7x7-uct-0500","500","40","2","144","48","NaturalEnd","26171","26317","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0040.trl"
"7x7-p72","7x7-uct-0500","500","41","2","144","48","NaturalEnd","37052","40333","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0041.trl"
"7x7-p72","7x7-uct-0500","500","42","2","144","48","NaturalEnd","40702","40775","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0042.trl"
"7x7-p72","7x7-uct-0500","500","43","2","144","48","NaturalEnd","36980","40407","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0043.trl"
"7x7-p72","7x7-uct-0500","500","44","2","144","48","NaturalEnd","33323","36679","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0044.trl"
"7x7-p72","7x7-uct-0500","500","45","2","144","48","NaturalEnd","33549","33618","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0045.trl"
"7x7-p72","7x7-uct-0500","500","46","2","144","48","NaturalEnd","26241","26318","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0046.trl"
"7x7-p72","7x7-uct-0500","500","47","2","144","48","NaturalEnd","29820","33323","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0047.trl"
"7x7-p72","7x7-uct-0500","500","48","2","144","48","NaturalEnd","29746","29749","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0048.trl"
"7x7-p72","7x7-uct-0500","500","49","2","144","48","NaturalEnd","37050","37124","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0049.trl"
"7x7-p72","7x7-uct-0500","500","50","2","144","48","NaturalEnd","33173","33691","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0050.trl"
"7x7-p72","7x7-uct-1000","1000","1","2","144","48","NaturalEnd","37202","40706","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0001.trl"
"7x7-p72","7x7-uct-1000","1000","2","2","144","48","NaturalEnd","37051","40335","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0002.trl"
"7x7-p72","7x7-uct-1000","1000","3","0","144","48","NaturalEnd","40631","40631","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0003.trl"
"7x7-p72","7x7-uct-1000","1000","4","2","144","48","NaturalEnd","40776","40780","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0004.trl"
"7x7-p72","7x7-uct-1000","1000","5","2","144","48","NaturalEnd","47787","47788","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0005.trl"
"7x7-p72","7x7-uct-1000","1000","6","2","144","48","NaturalEnd","37052","37053","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0006.trl"
"7x7-p72","7x7-uct-1000","1000","7","1","144","48","NaturalEnd","33324","29676","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0007.trl"
"7x7-p72","7x7-uct-1000","1000","8","2","144","48","NaturalEnd","40849","44281","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0008.trl"
"7x7-p72","7x7-uct-1000","1000","9","2","144","48","NaturalEnd","37125","40704","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0009.trl"
"7x7-p72","7x7-uct-1000","1000","10","2","144","48","NaturalEnd","40706","44134","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0010.trl"
"7x7-p72","7x7-uct-1000","1000","11","2","144","48","NaturalEnd","36904","40185","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0011.trl"
"7x7-p72","7x7-uct-1000","1000","12","2","144","48","NaturalEnd","40853","44284","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0012.trl"
"7x7-p72","7x7-uct-1000","1000","13","2","144","48","NaturalEnd","40705","44059","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0013.trl"
"7x7-p72","7x7-uct-1000","1000","14","2","144","48","NaturalEnd","40554","43838","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0014.trl"
"7x7-p72","7x7-uct-1000","1000","15","2","144","48","NaturalEnd","44284","47786","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0015.trl"
"7x7-p72","7x7-uct-1000","1000","16","2","144","48","NaturalEnd","40853","44432","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0016.trl"
"7x7-p72","7x7-uct-1000","1000","17","2","144","48","NaturalEnd","37275","40775","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0017.trl"
"7x7-p72","7x7-uct-1000","1000","18","2","144","48","NaturalEnd","36983","37055","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0018.trl"
"7x7-p72","7x7-uct-1000","1000","19","2","144","48","NaturalEnd","44134","44282","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0019.trl"
"7x7-p72","7x7-uct-1000","1000","20","2","144","48","NaturalEnd","33473","36755","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0020.trl"
"7x7-p72","7x7-uct-1000","1000","21","2","144","48","NaturalEnd","33250","33472","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0021.trl"
"7x7-p72","7x7-uct-1000","1000","22","2","144","48","NaturalEnd","37129","37200","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0022.trl"
"7x7-p72","7x7-uct-1000","1000","23","2","144","48","NaturalEnd","37271","40406","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0023.trl"
"7x7-p72","7x7-uct-1000","1000","24","1","144","48","NaturalEnd","40702","36976","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0024.trl"
"7x7-p72","7x7-uct-1000","1000","25","1","144","48","NaturalEnd","44355","44134","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0025.trl"
"7x7-p72","7x7-uct-1000","1000","26","2","144","48","NaturalEnd","40776","40777","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0026.trl"
"7x7-p72","7x7-uct-1000","1000","27","1","144","48","NaturalEnd","40630","40407","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0027.trl"
"7x7-p72","7x7-uct-1000","1000","28","2","144","48","NaturalEnd","40407","40480","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0028.trl"
"7x7-p72","7x7-uct-1000","1000","29","2","144","48","NaturalEnd","40705","44208","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0029.trl"
"7x7-p72","7x7-uct-1000","1000","30","2","144","48","NaturalEnd","36978","40482","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0030.trl"
"7x7-p72","7x7-uct-1000","1000","31","2","144","48","NaturalEnd","44208","44281","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0031.trl"
"7x7-p72","7x7-uct-1000","1000","32","2","144","48","NaturalEnd","37274","37278","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0032.trl"
"7x7-p72","7x7-uct-1000","1000","33","0","144","48","NaturalEnd","40481","40481","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0033.trl"
"7x7-p72","7x7-uct-1000","1000","34","2","144","48","NaturalEnd","37052","40334","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0034.trl"
"7x7-p72","7x7-uct-1000","1000","35","2","144","48","NaturalEnd","40481","40484","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0035.trl"
"7x7-p72","7x7-uct-1000","1000","36","2","144","48","NaturalEnd","37050","37123","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0036.trl"
"7x7-p72","7x7-uct-1000","1000","37","2","144","48","NaturalEnd","44281","44429","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0037.trl"
"7x7-p72","7x7-uct-1000","1000","38","2","144","48","NaturalEnd","47785","47862","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0038.trl"
"7x7-p72","7x7-uct-1000","1000","39","2","144","48","NaturalEnd","40480","40704","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0039.trl"
"7x7-p72","7x7-uct-1000","1000","40","2","144","48","NaturalEnd","37348","40780","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0040.trl"
"7x7-p72","7x7-uct-1000","1000","41","1","144","48","NaturalEnd","37053","33475","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0041.trl"
"7x7-p72","7x7-uct-1000","1000","42","2","144","48","NaturalEnd","36980","36981","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0042.trl"
"7x7-p72","7x7-uct-1000","1000","43","2","144","48","NaturalEnd","40633","40704","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0043.trl"
"7x7-p72","7x7-uct-1000","1000","44","2","144","48","NaturalEnd","40702","40850","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0044.trl"
"7x7-p72","7x7-uct-1000","1000","45","1","144","48","NaturalEnd","33179","29817","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0045.trl"
"7x7-p72","7x7-uct-1000","1000","46","2","144","48","NaturalEnd","33623","33695","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0046.trl"
"7x7-p72","7x7-uct-1000","1000","47","2","144","48","NaturalEnd","37200","37274","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0047.trl"
"7x7-p72","7x7-uct-1000","1000","48","2","144","48","NaturalEnd","47788","47789","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0048.trl"
"7x7-p72","7x7-uct-1000","1000","49","2","144","48","NaturalEnd","40485","40557","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0049.trl"
"7x7-p72","7x7-uct-1000","1000","50","2","144","48","NaturalEnd","40631","40632","72","72","../issue-73/results/trials/7x7-uct-1000/7x7-uct-1000-0050.trl"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","168","56","NaturalEnd","14147","9719","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0001.trl"
"7x7-p84","7x7-p84-seeded-random","-1","2","2","168","56","NaturalEnd","9892","18052","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0002.trl"
"7x7-p84","7x7-p84-seeded-random","-1","3","1","168","56","NaturalEnd","9632","9550","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0003.trl"
"7x7-p84","7x7-p84-seeded-random","-1","4","2","168","56","NaturalEnd","5209","5730","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0004.trl"
"7x7-p84","7x7-p84-seeded-random","-1","5","1","168","56","NaturalEnd","13805","9639","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0005.trl"
"7x7-p84","7x7-p84-seeded-random","-1","6","2","168","56","NaturalEnd","9717","13799","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0006.trl"
"7x7-p84","7x7-p84-seeded-random","-1","7","2","168","56","NaturalEnd","9466","9979","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0007.trl"
"7x7-p84","7x7-p84-seeded-random","-1","8","2","168","56","NaturalEnd","1560","17966","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0008.trl"
"7x7-p84","7x7-p84-seeded-random","-1","9","1","168","56","NaturalEnd","17964","13800","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0009.trl"
"7x7-p84","7x7-p84-seeded-random","-1","10","1","168","56","NaturalEnd","9804","1728","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0010.trl"
"7x7-p84","7x7-p84-seeded-random","-1","11","2","168","56","NaturalEnd","5384","9466","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0011.trl"
"7x7-p84","7x7-p84-seeded-random","-1","12","2","168","56","NaturalEnd","9208","13806","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0012.trl"
"7x7-p84","7x7-p84-seeded-random","-1","13","2","168","56","NaturalEnd","13715","22133","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0013.trl"
"7x7-p84","7x7-p84-seeded-random","-1","14","1","168","56","NaturalEnd","22132","18054","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0014.trl"
"7x7-p84","7x7-p84-seeded-random","-1","15","1","168","56","NaturalEnd","9719","5297","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0015.trl"
"7x7-p84","7x7-p84-seeded-random","-1","16","2","168","56","NaturalEnd","13888","18315","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0016.trl"
"7x7-p84","7x7-p84-seeded-random","-1","17","1","168","56","NaturalEnd","13632","13630","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0017.trl"
"7x7-p84","7x7-p84-seeded-random","-1","18","1","168","56","NaturalEnd","5464","1388","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0018.trl"
"7x7-p84","7x7-p84-seeded-random","-1","19","1","168","56","NaturalEnd","22135","1389","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0019.trl"
"7x7-p84","7x7-p84-seeded-random","-1","20","1","168","56","NaturalEnd","26042","5297","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0020.trl"
"7x7-p84","7x7-p84-seeded-random","-1","21","1","168","56","NaturalEnd","13973","13804","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0021.trl"
"7x7-p84","7x7-p84-seeded-random","-1","22","2","168","56","NaturalEnd","5383","18056","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0022.trl"
"7x7-p84","7x7-p84-seeded-random","-1","23","1","168","56","NaturalEnd","13888","9977","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0023.trl"
"7x7-p84","7x7-p84-seeded-random","-1","24","2","168","56","NaturalEnd","13454","13714","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0024.trl"
"7x7-p84","7x7-p84-seeded-random","-1","25","1","168","56","NaturalEnd","17968","14146","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0025.trl"
"7x7-p84","7x7-p84-seeded-random","-1","26","1","168","56","NaturalEnd","13891","5556","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0026.trl"
"7x7-p84","7x7-p84-seeded-random","-1","27","2","168","56","NaturalEnd","9466","18054","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0027.trl"
"7x7-p84","7x7-p84-seeded-random","-1","28","1","168","56","NaturalEnd","9810","1477","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0028.trl"
"7x7-p84","7x7-p84-seeded-random","-1","29","2","168","56","NaturalEnd","1649","13542","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0029.trl"
"7x7-p84","7x7-p84-seeded-random","-1","30","1","168","56","NaturalEnd","13631","5557","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0030.trl"
"7x7-p84","7x7-p84-seeded-random","-1","31","2","168","56","NaturalEnd","13718","17793","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0031.trl"
"7x7-p84","7x7-p84-seeded-random","-1","32","1","168","56","NaturalEnd","9727","9726","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0032.trl"
"7x7-p84","7x7-p84-seeded-random","-1","33","1","168","56","NaturalEnd","13981","13631","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0033.trl"
"7x7-p84","7x7-p84-seeded-random","-1","34","2","168","56","NaturalEnd","9721","18139","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0034.trl"
"7x7-p84","7x7-p84-seeded-random","-1","35","2","168","56","NaturalEnd","5212","5384","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0035.trl"
"7x7-p84","7x7-p84-seeded-random","-1","36","1","168","56","NaturalEnd","13974","5040","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0036.trl"
"7x7-p84","7x7-p84-seeded-random","-1","37","1","168","56","NaturalEnd","13630","13543","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0037.trl"
"7x7-p84","7x7-p84-seeded-random","-1","38","2","168","56","NaturalEnd","9465","18139","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0038.trl"
"7x7-p84","7x7-p84-seeded-random","-1","39","1","168","56","NaturalEnd","5476","1050","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0039.trl"
"7x7-p84","7x7-p84-seeded-random","-1","40","1","168","56","NaturalEnd","13802","9633","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0040.trl"
"7x7-p84","7x7-p84-seeded-random","-1","41","1","168","56","NaturalEnd","9983","5212","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0041.trl"
"7x7-p84","7x7-p84-seeded-random","-1","42","1","168","56","NaturalEnd","18485","13805","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0042.trl"
"7x7-p84","7x7-p84-seeded-random","-1","43","2","168","56","NaturalEnd","5470","9811","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0043.trl"
"7x7-p84","7x7-p84-seeded-random","-1","44","1","168","56","NaturalEnd","18225","13975","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0044.trl"
"7x7-p84","7x7-p84-seeded-random","-1","45","1","168","56","NaturalEnd","9635","5466","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0045.trl"
"7x7-p84","7x7-p84-seeded-random","-1","46","2","168","56","NaturalEnd","13889","17621","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0046.trl"
"7x7-p84","7x7-p84-seeded-random","-1","47","1","168","56","NaturalEnd","18051","9726","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0047.trl"
"7x7-p84","7x7-p84-seeded-random","-1","48","2","168","56","NaturalEnd","5553","18051","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0048.trl"
"7x7-p84","7x7-p84-seeded-random","-1","49","1","168","56","NaturalEnd","17971","9722","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0049.trl"
"7x7-p84","7x7-p84-seeded-random","-1","50","1","168","56","NaturalEnd","17886","17884","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0050.trl"
"7x7-p84","7x7-p84-seeded-random","-1","51","2","168","56","NaturalEnd","1301","5813","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0051.trl"
"7x7-p84","7x7-p84-seeded-random","-1","52","2","168","56","NaturalEnd","13888","14144","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0052.trl"
"7x7-p84","7x7-p84-seeded-random","-1","53","1","168","56","NaturalEnd","13973","13887","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0053.trl"
"7x7-p84","7x7-p84-seeded-random","-1","54","2","168","56","NaturalEnd","14142","18309","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0054.trl"
"7x7-p84","7x7-p84-seeded-random","-1","55","1","168","56","NaturalEnd","17884","9720","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0055.trl"
"7x7-p84","7x7-p84-seeded-random","-1","56","2","168","56","NaturalEnd","9556","17625","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0056.trl"
"7x7-p84","7x7-p84-seeded-random","-1","57","1","168","56","NaturalEnd","9634","5554","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0057.trl"
"7x7-p84","7x7-p84-seeded-random","-1","58","1","168","56","NaturalEnd","17885","9723","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0058.trl"
"7x7-p84","7x7-p84-seeded-random","-1","59","1","168","56","NaturalEnd","17968","9893","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0059.trl"
"7x7-p84","7x7-p84-seeded-random","-1","60","1","168","56","NaturalEnd","5473","1306","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0060.trl"
"7x7-p84","7x7-p84-seeded-random","-1","61","2","168","56","NaturalEnd","9463","9894","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0061.trl"
"7x7-p84","7x7-p84-seeded-random","-1","62","2","168","56","NaturalEnd","9380","9724","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0062.trl"
"7x7-p84","7x7-p84-seeded-random","-1","63","2","168","56","NaturalEnd","13971","13973","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0063.trl"
"7x7-p84","7x7-p84-seeded-random","-1","64","1","168","56","NaturalEnd","14058","5382","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0064.trl"
"7x7-p84","7x7-p84-seeded-random","-1","65","1","168","56","NaturalEnd","18310","13713","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0065.trl"
"7x7-p84","7x7-p84-seeded-random","-1","66","2","168","56","NaturalEnd","9379","9723","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0066.trl"
"7x7-p84","7x7-p84-seeded-random","-1","67","1","168","56","NaturalEnd","9470","965","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0067.trl"
"7x7-p84","7x7-p84-seeded-random","-1","68","1","168","56","NaturalEnd","9725","5470","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0068.trl"
"7x7-p84","7x7-p84-seeded-random","-1","69","2","168","56","NaturalEnd","13713","14056","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0069.trl"
"7x7-p84","7x7-p84-seeded-random","-1","70","2","168","56","NaturalEnd","5815","17885","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0070.trl"
"7x7-p84","7x7-p84-seeded-random","-1","71","1","168","56","NaturalEnd","17797","5553","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0071.trl"
"7x7-p84","7x7-p84-seeded-random","-1","72","1","168","56","NaturalEnd","14146","13974","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0072.trl"
"7x7-p84","7x7-p84-seeded-random","-1","73","2","168","56","NaturalEnd","5640","13976","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0073.trl"
"7x7-p84","7x7-p84-seeded-random","-1","74","1","168","56","NaturalEnd","5469","1303","84","84","results/trials/7x7-p84-seeded-random/7x7-p84-seeded-random-0074.trl"
