checkpoint_turn,feature,uct_10000_standardized_mean_difference,uct_3000_standardized_mean_difference,direction_agreement,uct_10000_direction,uct_3000_direction
20,leader_cumulative_supply_source_usage_margin,-0.115911,0.005553,0,lower_in_reversal,higher_in_reversal
20,leader_objective_piece_margin,-0.115911,0.005553,0,lower_in_reversal,higher_in_reversal
20,leader_objective_pieces,-0.025941,-0.346662,1,lower_in_reversal,lower_in_reversal
20,leader_primary_important_control_margin,0.475074,-0.501252,0,higher_in_reversal,lower_in_reversal
20,leader_primary_important_sites_controlled,0.411795,-0.477515,0,higher_in_reversal,lower_in_reversal
20,leader_recent_2_all_objective_turn_margin,0.169447,0.218447,1,higher_in_reversal,higher_in_reversal
20,leader_recent_2_all_supply_turn_margin,-0.11745,0.035334,0,lower_in_reversal,higher_in_reversal
20,leader_recent_2_important_site_usage,0.090573,-0.513386,0,higher_in_reversal,lower_in_reversal
20,leader_recent_2_important_site_usage_margin,0.299668,-0.551641,0,higher_in_reversal,lower_in_reversal
20,leader_recent_2_mixed_turn_margin,-0.066942,-0.173257,1,lower_in_reversal,lower_in_reversal
20,leader_recent_2_objective_placements,0.044708,-0.186992,0,higher_in_reversal,lower_in_reversal
20,leader_recent_2_objective_share_margin,0.384166,0.05839,1,higher_in_reversal,higher_in_reversal
20,leader_recent_2_supply_placements,-0.044708,0.186992,0,lower_in_reversal,higher_in_reversal
20,leader_recent_2_supply_source_usage_margin,0.384166,0.05839,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_all_objective_turn_margin,-0.269792,0.270644,0,lower_in_reversal,higher_in_reversal
20,leader_recent_4_all_supply_turn_margin,0.239262,0.105544,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_important_site_usage,0.076272,-0.382708,0,higher_in_reversal,lower_in_reversal
20,leader_recent_4_important_site_usage_margin,0.186855,-0.501214,0,higher_in_reversal,lower_in_reversal
20,leader_recent_4_mixed_turn_margin,0.083204,-0.277554,0,higher_in_reversal,lower_in_reversal
20,leader_recent_4_objective_allocation_change_margin,0.74023,0.022097,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_objective_placement_margin,-0.19283,0.059636,0,lower_in_reversal,higher_in_reversal
20,leader_recent_4_objective_placements,-0.232961,-0.165536,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_objective_share_margin,-0.19283,0.059636,0,lower_in_reversal,higher_in_reversal
20,leader_recent_4_supply_allocation_change,-0.388211,0.089362,0,lower_in_reversal,higher_in_reversal
20,leader_recent_4_supply_allocation_change_margin,-0.74023,-0.022097,1,lower_in_reversal,lower_in_reversal
20,leader_recent_4_supply_placements,0.232961,0.165536,1,higher_in_reversal,higher_in_reversal
20,leader_recent_4_supply_source_usage_margin,-0.19283,0.059636,0,lower_in_reversal,higher_in_reversal
20,leader_secured_objective_margin,-0.113108,0.141717,0,lower_in_reversal,higher_in_reversal
20,leader_secured_objectives,0.128558,-0.374965,0,higher_in_reversal,lower_in_reversal
20,leader_secured_supply,-0.154631,-0.327327,1,lower_in_reversal,lower_in_reversal
20,leader_secured_supply_margin,-0.21028,-0.577601,1,lower_in_reversal,lower_in_reversal
20,leader_trend_2_advantage_objective_margin,-0.636699,-0.171618,1,lower_in_reversal,lower_in_reversal
20,leader_trend_2_important_control_margin,0.109476,-0.508999,0,higher_in_reversal,lower_in_reversal
20,leader_trend_2_objective_piece_margin,0.384166,0.05839,1,higher_in_reversal,higher_in_reversal
20,leader_trend_2_secured_objective_margin,0.610836,0.319439,1,higher_in_reversal,higher_in_reversal
20,leader_trend_2_secured_supply_margin,0.041609,-0.718766,0,higher_in_reversal,lower_in_reversal
20,leader_trend_2_support_edge_margin,-0.555842,-0.247392,1,lower_in_reversal,lower_in_reversal
20,leader_trend_2_unsecured_control_margin,-0.38262,0.420221,0,lower_in_reversal,higher_in_reversal
20,leader_trend_2_usable_support_edges,-0.106952,0.310623,0,lower_in_reversal,higher_in_reversal
20,leader_trend_4_advantage_objective_margin,-0.329107,-0.124691,1,lower_in_reversal,lower_in_reversal
20,leader_trend_4_important_control_margin,0.471398,-0.255825,0,higher_in_reversal,lower_in_reversal
20,leader_trend_4_objective_piece_margin,-0.19283,0.059636,0,lower_in_reversal,higher_in_reversal
20,leader_trend_4_secured_objective_margin,0.021071,-0.055955,0,higher_in_reversal,lower_in_reversal
20,leader_trend_4_secured_supply_margin,0.214563,-0.432423,0,higher_in_reversal,lower_in_reversal
20,leader_trend_4_support_edge_margin,0.211021,-0.001976,0,higher_in_reversal,lower_in_reversal
20,leader_trend_4_unsecured_control_margin,0.038753,0.207272,1,higher_in_reversal,higher_in_reversal
20,leader_trend_4_usable_support_edges,0.355403,0.389548,1,higher_in_reversal,higher_in_reversal
20,leader_unsecured_controlled_supply,0.223223,0.161231,1,higher_in_reversal,higher_in_reversal
20,leader_unsecured_controlled_supply_margin,0.299621,0.387488,1,higher_in_reversal,higher_in_reversal
20,leader_usable_supply_support_edge_margin,-0.152015,-0.613552,1,lower_in_reversal,lower_in_reversal
20,leader_usable_supply_support_edges,-0.32054,-0.052386,1,lower_in_reversal,lower_in_reversal
20,live_objectives,-0.17583,0.460319,0,lower_in_reversal,higher_in_reversal
20,opponent_advantage_objectives,0.244672,-0.046849,0,higher_in_reversal,lower_in_reversal
20,opponent_cumulative_objective_placements,0.040503,-0.332313,0,higher_in_reversal,lower_in_reversal
20,opponent_cumulative_objective_share,0.040503,-0.332313,0,higher_in_reversal,lower_in_reversal
20,opponent_cumulative_supply_placements,-0.040503,0.332313,0,lower_in_reversal,higher_in_reversal
20,opponent_cumulative_supply_source_usage,0.040503,-0.332313,0,higher_in_reversal,lower_in_reversal
20,opponent_objective_pieces,0.040503,-0.332313,0,higher_in_reversal,lower_in_reversal
20,opponent_primary_important_sites_controlled,-0.368495,0.374891,0,lower_in_reversal,higher_in_reversal
20,opponent_recent_2_important_site_usage,-0.332167,0.317208,0,lower_in_reversal,higher_in_reversal
20,opponent_recent_2_objective_placements,-0.316568,-0.240939,1,lower_in_reversal,lower_in_reversal
20,opponent_recent_2_supply_placements,0.316568,0.240939,1,higher_in_reversal,higher_in_reversal
20,opponent_recent_4_important_site_usage,-0.199276,0.364442,0,lower_in_reversal,higher_in_reversal
20,opponent_recent_4_objective_placements,-0.08115,-0.233827,1,lower_in_reversal,lower_in_reversal
20,opponent_recent_4_supply_allocation_change,0.471531,0.112585,1,higher_in_reversal,higher_in_reversal
20,opponent_recent_4_supply_placements,0.08115,0.233827,1,higher_in_reversal,higher_in_reversal
20,opponent_secured_objectives,0.200836,-0.482715,0,higher_in_reversal,lower_in_reversal
20,opponent_secured_supply,0.150615,0.517408,1,higher_in_reversal,higher_in_reversal
20,opponent_trend_2_usable_support_edges,0.521669,0.561166,1,higher_in_reversal,higher_in_reversal
20,opponent_trend_4_usable_support_edges,0.074567,0.36427,1,higher_in_reversal,higher_in_reversal
20,opponent_unsecured_controlled_supply,-0.090243,-0.232929,1,lower_in_reversal,lower_in_reversal
20,opponent_usable_supply_support_edges,-0.124648,0.726033,0,lower_in_reversal,higher_in_reversal
