"experiment_id","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_objective_pieces","p2_objective_pieces","p1_secured_supply","p2_secured_supply","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","deciding_criterion","elapsed_seconds","final_board","trial_file"
"3x3-uct-0500","86","620285","UCT","500","true","NaturalEnd","1","54","18","1161","880","27","27","14","15","13","12","0","1","4","3","1","1","Secured","97.737","S00:2:0:1|S01:1:2:0|S02:0:2:2|S03:1:1:0|S10:1:2:0|S11:2:0:1|S12:0:1:1|S13:0:1:1|S20:2:1:2|S21:4:2:3|S22:1:2:1|S23:2:0:1|S30:2:0:1|S31:0:0:0|S32:2:0:1|S33:0:0:0|O00:3:3:0|O01:3:3:0|O02:1:1:0|O10:3:3:0|O11:3:3:1|O12:4:0:3|O20:2:0:2|O21:4:0:3|O22:4:0:3","experiments/issue-62/results/trials/3x3-uct-0500/3x3-uct-0500-0086.trl"
"3x3-uct-0500","87","620286","UCT","500","true","NaturalEnd","1","54","18","1162","1132","27","27","13","15","14","12","0","1","4","4","1","0","Advantage","103.238","S00:2:0:1|S01:2:0:1|S02:0:1:1|S03:1:1:0|S10:0:0:0|S11:0:1:1|S12:4:1:3|S13:1:2:1|S20:1:1:0|S21:0:1:1|S22:2:1:2|S23:0:1:1|S30:1:1:0|S31:0:1:1|S32:2:0:2|S33:1:1:0|O00:4:0:3|O01:4:0:3|O02:4:0:3|O10:3:3:0|O11:3:3:0|O12:4:0:3|O20:3:3:0|O21:3:3:0|O22:1:2:0","experiments/issue-62/results/trials/3x3-uct-0500/3x3-uct-0500-0087.trl"
"3x3-uct-0500","88","620287","UCT","500","true","NaturalEnd","1","54","18","881","599","27","27","14","16","13","11","1","2","3","2","1","1","Secured","43.760","S00:0:1:1|S01:2:1:2|S02:1:1:0|S03:2:0:1|S10:0:1:1|S11:1:2:1|S12:4:2:3|S13:0:0:0|S20:0:0:0|S21:0:1:1|S22:4:2:3|S23:3:3:1|S30:2:0:1|S31:0:0:0|S32:0:0:0|S33:2:0:1|O00:2:0:2|O01:3:3:1|O02:4:1:3|O10:1:1:0|O11:0:1:1|O12:4:1:3|O20:0:0:0|O21:3:3:0|O22:3:3:1","experiments/issue-62/results/trials/3x3-uct-0500/3x3-uct-0500-0088.trl"
"3x3-uct-0500","89","620288","UCT","500","true","NaturalEnd","1","54","18","1133","910","27","27","14","13","13","14","0","1","4","3","0","2","Secured","104.799","S00:2:0:1|S01:1:1:0|S02:0:0:0|S03:2:1:2|S10:2:0:1|S11:1:1:0|S12:2:1:2|S13:2:1:2|S20:1:2:0|S21:4:2:3|S22:2:1:2|S23:1:2:0|S30:0:0:0|S31:0:0:0|S32:1:1:0|S33:1:1:0|O00:4:0:3|O01:3:3:1|O02:2:0:2|O10:4:1:3|O11:4:0:3|O12:3:3:1|O20:2:0:1|O21:3:3:0|O22:3:3:0","experiments/issue-62/results/trials/3x3-uct-0500/3x3-uct-0500-0089.trl"
"3x3-uct-0500","90","620289","UCT","500","true","NaturalEnd","2","54","18","880","881","27","27","15","14","12","13","0","1","3","3","1","1","Pieces","112.424","S00:0:0:0|S01:0:2:2|S02:1:2:1|S03:0:0:0|S10:0:1:1|S11:2:0:2|S12:1:2:1|S13:0:0:0|S20:1:2:1|S21:1:2:1|S22:4:2:3|S23:0:0:0|S30:1:1:0|S31:0:1:1|S32:0:0:0|S33:2:0:1|O00:4:1:3|O01:3:3:1|O02:1:1:0|O10:3:3:1|O11:4:0:3|O12:2:0:1|O20:3:3:0|O21:0:1:1|O22:4:0:3","experiments/issue-62/results/trials/3x3-uct-0500/3x3-uct-0500-0090.trl"
