"experiment_id","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_objective_pieces","p2_objective_pieces","p1_secured_supply","p2_secured_supply","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","deciding_criterion","elapsed_seconds","final_board","trial_file"
"3x3-seeded-random","71","620070","SeededRandom","-1","true","NaturalEnd","1","54","18","655","314","27","27","16","21","11","6","2","2","2","1","3","1","Secured","1.723","S00:0:0:0|S01:0:1:1|S02:0:1:1|S03:0:1:1|S10:1:1:0|S11:2:0:1|S12:3:3:1|S13:2:0:2|S20:4:1:3|S21:1:2:1|S22:3:3:1|S23:0:2:2|S30:2:0:1|S31:2:0:2|S32:0:1:1|S33:4:0:3|O00:0:0:0|O01:1:2:0|O02:1:2:1|O10:3:3:1|O11:3:3:0|O12:0:0:0|O20:4:0:3|O21:2:0:1|O22:1:1:0","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0071.trl"
"3x3-seeded-random","72","620071","SeededRandom","-1","true","NaturalEnd","1","54","18","315","92","27","27","20","19","7","8","2","2","1","0","1","3","Secured","0.416","S00:0:0:0|S01:0:0:0|S02:2:0:2|S03:0:1:1|S10:0:0:0|S11:0:1:1|S12:2:1:2|S13:2:1:2|S20:3:3:1|S21:4:1:3|S22:1:2:1|S23:1:2:1|S30:3:3:1|S31:1:1:0|S32:1:2:1|S33:4:2:3|O00:0:0:0|O01:0:1:1|O02:0:0:0|O10:2:0:2|O11:2:0:1|O12:1:2:1|O20:0:1:1|O21:3:3:0|O22:2:0:2","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0072.trl"
"3x3-seeded-random","73","620072","SeededRandom","-1","true","NaturalEnd","1","54","18","403","343","27","27","16","20","11","7","2","2","1","1","4","2","Advantage","0.424","S00:4:0:3|S01:2:0:1|S02:0:1:1|S03:2:0:1|S10:4:0:3|S11:0:2:2|S12:1:2:0|S13:0:1:1|S20:3:3:2|S21:0:0:0|S22:0:1:1|S23:1:1:0|S30:1:2:0|S31:3:3:2|S32:2:0:1|S33:2:0:2|O00:4:0:3|O01:2:0:1|O02:1:2:0|O10:1:2:0|O11:1:1:0|O12:3:3:0|O20:1:1:0|O21:0:1:1|O22:2:1:2","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0073.trl"
"3x3-seeded-random","74","620073","SeededRandom","-1","true","NaturalEnd","2","54","18","119","370","27","27","20","21","7","6","1","4","0","1","4","3","Secured","0.448","S00:0:2:2|S01:0:1:1|S02:1:1:0|S03:4:1:3|S10:0:2:2|S11:0:1:1|S12:4:1:3|S13:2:0:2|S20:1:2:1|S21:3:3:0|S22:1:1:0|S23:4:0:3|S30:1:1:0|S31:1:2:0|S32:1:1:0|S33:4:1:3|O00:1:1:0|O01:0:0:0|O02:2:0:1|O10:1:2:0|O11:2:0:1|O12:4:0:3|O20:1:2:0|O21:1:2:0|O22:2:0:1","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0074.trl"
"3x3-seeded-random","75","620074","SeededRandom","-1","true","NaturalEnd","2","54","18","63","122","27","27","20","17","7","10","3","1","0","0","2","4","Advantage","0.052","S00:2:0:1|S01:3:3:0|S02:2:0:1|S03:4:1:3|S10:0:2:2|S11:0:1:1|S12:0:1:1|S13:3:3:0|S20:0:1:1|S21:0:0:0|S22:2:1:2|S23:1:1:0|S30:0:0:0|S31:2:1:2|S32:3:3:2|S33:1:2:1|O00:2:1:2|O01:2:0:2|O02:2:0:1|O10:2:0:2|O11:0:0:0|O12:1:2:1|O20:0:1:1|O21:0:1:1|O22:1:2:0","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0075.trl"
