"experiment_id","game_index","seed","agent","iteration_limit","completed","end_type","winner","moves","turns","p1_score","p2_score","p1_total_pieces","p2_total_pieces","p1_supply_pieces","p2_supply_pieces","p1_objective_pieces","p2_objective_pieces","p1_secured_supply","p2_secured_supply","p1_secured_objectives","p2_secured_objectives","p1_advantage_objectives","p2_advantage_objectives","deciding_criterion","elapsed_seconds","final_board","trial_file"
"3x3-seeded-random","21","620020","SeededRandom","-1","true","NaturalEnd","2","54","18","375","655","27","27","16","16","11","11","3","1","1","2","3","3","Secured","0.642","S00:3:3:1|S01:2:0:2|S02:2:0:1|S03:1:2:1|S10:0:2:2|S11:4:0:3|S12:0:0:0|S13:3:3:0|S20:2:0:1|S21:2:0:2|S22:1:1:0|S23:3:3:0|S30:1:1:0|S31:2:0:1|S32:2:0:1|S33:0:1:1|O00:1:1:0|O01:2:0:1|O02:1:2:0|O10:2:1:2|O11:4:0:3|O12:3:3:0|O20:4:1:3|O21:1:2:0|O22:2:1:2","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0021.trl"
"3x3-seeded-random","22","620021","SeededRandom","-1","true","NaturalEnd","2","54","18","94","655","27","27","17","16","10","11","2","2","0","2","3","3","Secured","0.306","S00:4:0:3|S01:2:1:2|S02:1:1:0|S03:1:1:0|S10:2:0:1|S11:1:1:0|S12:1:1:0|S13:2:0:2|S20:3:3:0|S21:1:2:0|S22:4:0:3|S23:2:0:2|S30:0:1:1|S31:3:3:1|S32:1:2:1|S33:1:1:0|O00:2:0:1|O01:1:2:0|O02:4:2:3|O10:1:1:0|O11:2:0:1|O12:4:1:3|O20:1:2:0|O21:2:1:2|O22:0:1:1","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0022.trl"
"3x3-seeded-random","23","620022","SeededRandom","-1","true","NaturalEnd","1","54","18","597","91","27","27","18","20","9","7","2","3","2","0","1","3","Secured","0.406","S00:3:3:1|S01:1:1:0|S02:1:1:0|S03:4:1:3|S10:4:0:3|S11:1:2:0|S12:0:0:0|S13:1:2:1|S20:0:1:1|S21:0:1:1|S22:4:0:3|S23:2:0:2|S30:1:2:1|S31:2:0:1|S32:3:3:2|S33:0:1:1|O00:3:3:2|O01:3:3:0|O02:2:1:2|O10:0:0:0|O11:0:0:0|O12:1:1:0|O20:0:0:0|O21:2:1:2|O22:2:0:1","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0023.trl"
"3x3-seeded-random","24","620023","SeededRandom","-1","true","NaturalEnd","1","54","18","317","123","27","27","18","16","9","11","3","1","1","0","1","4","Secured","0.154","S00:0:1:1|S01:2:0:1|S02:2:1:2|S03:3:3:0|S10:2:0:2|S11:1:1:0|S12:3:3:1|S13:2:0:1|S20:2:1:2|S21:1:1:0|S22:2:0:1|S23:3:3:0|S30:2:1:2|S31:1:1:0|S32:4:1:3|S33:1:1:0|O00:0:2:2|O01:2:1:2|O02:2:0:2|O10:1:2:0|O11:3:3:1|O12:0:1:1|O20:2:0:1|O21:0:0:0|O22:2:0:2","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0024.trl"
"3x3-seeded-random","25","620024","SeededRandom","-1","true","NaturalEnd","2","54","18","314","429","27","27","21","18","6","9","3","2","1","1","1","5","Advantage","1.668","S00:3:3:0|S01:0:1:1|S02:3:3:1|S03:3:3:0|S10:0:1:1|S11:1:2:0|S12:2:0:2|S13:4:1:3|S20:0:1:1|S21:4:2:3|S22:2:0:1|S23:2:0:1|S30:1:1:0|S31:2:1:2|S32:0:1:1|S33:0:1:1|O00:1:2:0|O01:3:3:0|O02:2:0:1|O10:2:0:1|O11:2:1:2|O12:0:0:0|O20:2:0:1|O21:4:0:3|O22:2:0:1","experiments/issue-62/results/trials/3x3-seeded-random/3x3-seeded-random-0025.trl"
