"board","experiment_id","search_level","game_index","turn_number","placement_number","mover","target","region","target_state_changed","local_lead_changed","contributes_to_securing","global_comparison_changed","global_outcome_still_mutable","region_outcome_fixed_before","p1_remaining_before","p2_remaining_before"
"3x3","3x3-seeded-random","seeded-random","1","14","1","2","O21","HM","true","true","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","1","14","3","2","O22","HH","true","true","false","true","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","1","15","1","1","O12","MH","true","true","false","true","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","1","16","3","2","O12","MH","true","true","false","true","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","1","17","2","1","O00","LL","false","false","false","true","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","1","18","1","2","O20","HL","false","false","false","true","true","true","0","3"
"3x3","3x3-seeded-random","seeded-random","2","14","3","2","O01","LM","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","2","15","2","1","O21","HM","true","false","true","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","2","16","1","2","O12","MH","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","2","16","2","2","O01","LM","false","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","2","17","1","1","O12","MH","true","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","2","18","1","2","O22","HH","true","true","false","false","true","false","0","3"
"3x3","3x3-seeded-random","seeded-random","3","14","2","2","O10","ML","true","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","3","14","3","2","O10","ML","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","3","15","1","1","O02","LH","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","3","15","2","1","O00","LL","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","3","15","3","1","O11","MM","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","3","16","1","2","O02","LH","true","false","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","3","16","2","2","O20","HL","true","false","true","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","3","17","2","1","O11","MM","true","false","true","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","3","17","3","1","O21","HM","true","true","true","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","4","15","1","1","O02","LH","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","4","15","2","1","O22","HH","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","4","16","2","2","O11","MM","false","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","4","17","3","1","O11","MM","true","false","true","false","false","false","1","3"
"3x3","3x3-seeded-random","seeded-random","5","14","1","2","O02","LH","true","true","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","5","15","1","1","O02","LH","true","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","5","15","2","1","O22","HH","true","false","true","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","5","15","3","1","O11","MM","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","5","16","1","2","O10","ML","false","false","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","5","16","3","2","O01","LM","true","false","true","false","false","false","3","4"
"3x3","3x3-seeded-random","seeded-random","5","17","1","1","O02","LH","true","true","false","false","false","false","3","3"
"3x3","3x3-seeded-random","seeded-random","6","14","1","2","O22","HH","true","false","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","6","14","2","2","O20","HL","true","false","true","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","6","15","1","1","O10","ML","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","6","15","2","1","O02","LH","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","6","17","3","1","O11","MM","true","false","true","false","false","false","1","3"
"3x3","3x3-seeded-random","seeded-random","6","18","1","2","O12","MH","true","false","true","false","false","true","0","3"
"3x3","3x3-seeded-random","seeded-random","7","14","3","2","O20","HL","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","7","15","1","1","O01","LM","true","false","true","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","7","17","1","1","O11","MM","true","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","7","17","2","1","O20","HL","true","true","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","7","18","2","2","O02","LH","true","true","false","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","7","18","3","2","O22","HH","true","false","true","false","false","true","0","1"
"3x3","3x3-seeded-random","seeded-random","8","14","1","2","O10","ML","true","false","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","8","15","1","1","O00","LL","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","8","15","3","1","O02","LH","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","8","16","1","2","O02","LH","true","true","true","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","8","16","2","2","O11","MM","true","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","8","16","3","2","O20","HL","true","true","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","8","17","2","1","O00","LL","false","false","false","false","false","false","2","3"
"3x3","3x3-seeded-random","seeded-random","9","14","1","2","O20","HL","false","false","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","9","15","1","1","O10","ML","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","9","15","2","1","O21","HM","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","9","16","2","2","O10","ML","true","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","9","17","1","1","O11","MM","true","true","false","true","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","9","17","3","1","O22","HH","false","false","false","true","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","9","18","1","2","O20","HL","true","false","true","false","true","true","0","3"
"3x3","3x3-seeded-random","seeded-random","9","18","2","2","O12","MH","true","true","false","false","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","9","18","3","2","O10","ML","true","true","false","true","true","false","0","1"
"3x3","3x3-seeded-random","seeded-random","10","14","2","2","O10","ML","true","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","10","14","3","2","O22","HH","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","10","16","1","2","O22","HH","true","false","true","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","10","16","2","2","O22","HH","true","false","true","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","10","16","3","2","O01","LM","false","false","false","true","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","10","17","1","1","O10","ML","true","true","true","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","10","17","2","1","O02","LH","true","true","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","10","18","2","2","O12","MH","true","false","false","false","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","10","18","3","2","O21","HM","true","false","true","true","true","true","0","1"
"3x3","3x3-seeded-random","seeded-random","11","14","3","2","O12","MH","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","11","15","1","1","O20","HL","true","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","11","16","1","2","O12","MH","false","false","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","11","18","1","2","O01","LM","true","false","false","false","true","false","0","3"
"3x3","3x3-seeded-random","seeded-random","12","14","3","2","O22","HH","false","false","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","12","16","3","2","O01","LM","true","true","false","true","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","12","17","1","1","O12","MH","true","false","true","true","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","12","17","2","1","O20","HL","true","false","false","true","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","12","18","3","2","O21","HM","true","true","false","false","false","false","0","1"
"3x3","3x3-seeded-random","seeded-random","13","14","1","2","O12","MH","true","true","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","13","16","1","2","O02","LH","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","13","16","3","2","O21","HM","true","true","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","13","17","1","1","O11","MM","true","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","13","17","2","1","O11","MM","true","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","13","17","3","1","O21","HM","true","true","false","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","13","18","2","2","O00","LL","true","true","false","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","14","14","1","2","O20","HL","true","false","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","14","14","2","2","O12","MH","true","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","14","15","3","1","O00","LL","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","14","16","2","2","O10","ML","false","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","14","16","3","2","O22","HH","false","false","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","14","17","1","1","O00","LL","false","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","14","18","2","2","O22","HH","true","false","true","false","false","true","0","2"
"3x3","3x3-seeded-random","seeded-random","15","14","2","2","O10","ML","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","15","16","1","2","O22","HH","true","true","false","true","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","15","17","3","1","O10","ML","true","true","false","true","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","15","18","2","2","O21","HM","true","true","false","true","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","16","14","1","2","O11","MM","true","true","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","16","14","2","2","O10","ML","true","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","16","15","2","1","O01","LM","true","false","true","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","16","16","2","2","O10","ML","true","true","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","16","17","1","1","O00","LL","true","true","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","17","14","2","2","O10","ML","true","false","true","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","17","15","3","1","O22","HH","false","false","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","17","16","1","2","O01","LM","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","17","16","2","2","O21","HM","true","true","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","17","16","3","2","O22","HH","false","false","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","17","17","2","1","O00","LL","false","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","17","17","3","1","O20","HL","true","true","false","false","false","false","1","3"
"3x3","3x3-seeded-random","seeded-random","17","18","1","2","O01","LM","false","false","false","false","false","true","0","3"
"3x3","3x3-seeded-random","seeded-random","17","18","2","2","O20","HL","true","false","false","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","18","14","1","2","O21","HM","false","false","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","18","15","2","1","O11","MM","false","false","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","18","16","2","2","O10","ML","false","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","18","17","3","1","O00","LL","true","true","false","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","18","18","2","2","O10","ML","true","false","true","false","true","true","0","2"
"3x3","3x3-seeded-random","seeded-random","19","14","2","2","O10","ML","false","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","19","15","3","1","O22","HH","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","19","16","3","2","O20","HL","true","true","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","19","17","3","1","O12","MH","true","false","true","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","19","18","2","2","O00","LL","true","true","false","false","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","20","14","1","2","O12","MH","false","false","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","20","15","1","1","O21","HM","false","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","20","16","2","2","O22","HH","false","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","20","17","1","1","O02","LH","false","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","20","17","2","1","O01","LM","true","true","false","true","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","20","18","2","2","O20","HL","true","true","false","false","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","21","14","2","2","O10","ML","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","21","15","1","1","O22","HH","true","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","21","15","2","1","O02","LH","false","false","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","21","16","2","2","O22","HH","true","true","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","21","17","1","1","O21","HM","false","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","21","17","2","1","O00","LL","true","true","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","21","17","3","1","O20","HL","false","false","false","false","true","true","1","3"
"3x3","3x3-seeded-random","seeded-random","21","18","1","2","O20","HL","true","false","true","false","true","true","0","3"
"3x3","3x3-seeded-random","seeded-random","21","18","2","2","O11","MM","true","false","true","false","true","true","0","2"
"3x3","3x3-seeded-random","seeded-random","22","14","1","2","O21","HM","true","true","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","22","15","1","1","O02","LH","true","true","false","true","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","22","15","3","1","O01","LM","false","false","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","22","16","1","2","O11","MM","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","22","16","3","2","O02","LH","true","true","false","true","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","22","17","1","1","O20","HL","false","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","22","18","2","2","O02","LH","true","true","true","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","22","18","3","2","O12","MH","true","false","true","false","false","true","0","1"
"3x3","3x3-seeded-random","seeded-random","23","14","2","2","O21","HM","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","23","15","1","1","O01","LM","true","true","false","true","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","23","15","2","1","O21","HM","true","false","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","23","16","2","2","O00","LL","true","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","23","17","1","1","O01","LM","true","false","true","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","23","17","2","1","O01","LM","true","false","true","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","23","17","3","1","O00","LL","true","true","true","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","23","18","1","2","O21","HM","true","true","false","false","false","false","0","3"
"3x3","3x3-seeded-random","seeded-random","23","18","2","2","O02","LH","true","true","false","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","24","14","1","2","O01","LM","true","true","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","24","15","1","1","O10","ML","false","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","24","15","2","1","O11","MM","true","false","true","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","24","17","3","1","O00","LL","true","true","false","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","24","18","1","2","O00","LL","true","false","false","false","true","false","0","3"
"3x3","3x3-seeded-random","seeded-random","24","18","3","2","O02","LH","false","false","false","false","true","true","0","1"
"3x3","3x3-seeded-random","seeded-random","25","14","2","2","O02","LH","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","25","15","1","1","O01","LM","true","false","true","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","25","16","1","2","O10","ML","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","25","16","2","2","O21","HM","true","false","true","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","25","16","3","2","O22","HH","true","true","false","true","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","25","17","2","1","O11","MM","true","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","25","18","1","2","O11","MM","true","true","false","false","false","false","0","3"
"3x3","3x3-seeded-random","seeded-random","26","14","2","2","O02","LH","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","26","15","3","1","O00","LL","true","true","false","true","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","26","18","1","2","O12","MH","true","true","false","false","true","false","0","3"
"3x3","3x3-seeded-random","seeded-random","26","18","3","2","O22","HH","true","true","false","true","true","false","0","1"
"3x3","3x3-seeded-random","seeded-random","27","14","1","2","O01","LM","false","false","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","27","15","1","1","O10","ML","false","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","27","15","2","1","O02","LH","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","27","16","1","2","O10","ML","false","false","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","27","16","2","2","O01","LM","true","false","true","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","27","17","1","1","O20","HL","true","true","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","27","18","3","2","O20","HL","true","true","false","false","false","false","0","1"
"3x3","3x3-seeded-random","seeded-random","28","14","2","2","O20","HL","true","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","28","15","1","1","O21","HM","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","28","15","2","1","O20","HL","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","28","15","3","1","O01","LM","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","28","16","1","2","O01","LM","true","false","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","28","16","2","2","O20","HL","true","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","28","18","2","2","O11","MM","false","false","false","false","false","true","0","2"
"3x3","3x3-seeded-random","seeded-random","29","14","1","2","O11","MM","true","false","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","29","14","2","2","O11","MM","true","false","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","29","14","3","2","O02","LH","true","false","true","true","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","29","15","2","1","O21","HM","true","false","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","29","15","3","1","O22","HH","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","29","16","3","2","O12","MH","false","false","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","29","17","1","1","O11","MM","true","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","29","18","1","2","O12","MH","true","false","true","false","false","false","0","3"
"3x3","3x3-seeded-random","seeded-random","29","18","2","2","O12","MH","true","false","true","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","29","18","3","2","O01","LM","true","true","false","false","false","false","0","1"
"3x3","3x3-seeded-random","seeded-random","30","14","1","2","O01","LM","false","false","false","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","30","14","2","2","O22","HH","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","30","15","2","1","O20","HL","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","30","16","1","2","O22","HH","false","false","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","30","17","1","1","O20","HL","false","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","31","14","1","2","O20","HL","false","false","false","true","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","31","14","2","2","O22","HH","true","true","false","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","31","15","1","1","O01","LM","false","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","31","15","2","1","O02","LH","true","false","true","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","31","17","1","1","O11","MM","true","true","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","31","18","3","2","O21","HM","true","true","false","false","true","false","0","1"
"3x3","3x3-seeded-random","seeded-random","32","16","3","2","O00","LL","true","true","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","32","17","2","1","O12","MH","false","false","false","false","false","false","2","3"
"3x3","3x3-seeded-random","seeded-random","32","17","3","1","O21","HM","true","true","false","false","false","false","1","3"
"3x3","3x3-seeded-random","seeded-random","32","18","1","2","O00","LL","false","false","false","false","false","true","0","3"
"3x3","3x3-seeded-random","seeded-random","33","15","1","1","O10","ML","true","false","true","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","33","15","3","1","O11","MM","false","false","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","33","18","2","2","O20","HL","true","true","false","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","34","14","1","2","O20","HL","true","false","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","34","14","3","2","O02","LH","true","true","false","true","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","34","18","3","2","O02","LH","false","false","false","false","false","true","0","1"
"3x3","3x3-seeded-random","seeded-random","35","15","1","1","O02","LH","true","true","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","35","15","3","1","O12","MH","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","35","17","2","1","O20","HL","false","false","false","true","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","35","17","3","1","O01","LM","false","false","false","true","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","35","18","3","2","O10","ML","false","false","false","true","true","true","0","1"
"3x3","3x3-seeded-random","seeded-random","36","15","3","1","O01","LM","false","false","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","36","16","1","2","O10","ML","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","36","17","1","1","O20","HL","true","true","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","37","15","3","1","O20","HL","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","37","16","1","2","O10","ML","true","true","false","false","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","37","17","1","1","O21","HM","true","true","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","37","17","2","1","O10","ML","true","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","37","17","3","1","O20","HL","false","false","false","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","37","18","1","2","O11","MM","false","false","false","false","false","false","0","3"
"3x3","3x3-seeded-random","seeded-random","38","14","3","2","O02","LH","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","38","15","3","1","O12","MH","false","false","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","38","17","1","1","O12","MH","true","false","true","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","38","18","2","2","O20","HL","true","true","true","false","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","38","18","3","2","O11","MM","true","true","false","true","true","false","0","1"
"3x3","3x3-seeded-random","seeded-random","39","14","1","2","O20","HL","true","false","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","39","14","2","2","O20","HL","true","false","true","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","39","15","1","1","O10","ML","true","false","false","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","39","15","2","1","O12","MH","true","false","true","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","39","16","2","2","O22","HH","false","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","39","17","3","1","O21","HM","false","false","false","false","true","false","1","3"
"3x3","3x3-seeded-random","seeded-random","39","18","2","2","O22","HH","true","false","true","false","false","true","0","2"
"3x3","3x3-seeded-random","seeded-random","40","14","1","2","O01","LM","true","false","true","true","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","40","15","1","1","O02","LH","true","false","true","false","true","false","6","6"
"3x3","3x3-seeded-random","seeded-random","40","16","1","2","O22","HH","true","true","false","true","true","false","3","6"
"3x3","3x3-seeded-random","seeded-random","40","16","3","2","O11","MM","true","true","false","true","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","40","17","1","1","O10","ML","true","false","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","40","17","2","1","O22","HH","true","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","40","18","1","2","O00","LL","true","true","false","true","true","false","0","3"
"3x3","3x3-seeded-random","seeded-random","40","18","2","2","O12","MH","true","true","false","true","true","false","0","2"
"3x3","3x3-seeded-random","seeded-random","41","14","3","2","O00","LL","true","true","false","true","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","41","15","2","1","O00","LL","true","true","true","true","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","41","16","2","2","O22","HH","true","true","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","41","16","3","2","O10","ML","true","true","false","false","true","false","3","4"
"3x3","3x3-seeded-random","seeded-random","41","17","2","1","O22","HH","true","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","41","18","2","2","O21","HM","false","false","false","false","true","true","0","2"
"3x3","3x3-seeded-random","seeded-random","41","18","3","2","O12","MH","true","true","false","false","true","false","0","1"
"3x3","3x3-seeded-random","seeded-random","42","14","1","2","O22","HH","true","true","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","42","14","3","2","O00","LL","false","false","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","42","15","2","1","O21","HM","true","true","false","false","true","false","5","6"
"3x3","3x3-seeded-random","seeded-random","42","16","2","2","O10","ML","true","false","false","false","true","false","3","5"
"3x3","3x3-seeded-random","seeded-random","42","17","1","1","O12","MH","true","true","false","false","true","false","3","3"
"3x3","3x3-seeded-random","seeded-random","42","17","2","1","O12","MH","true","false","false","false","true","false","2","3"
"3x3","3x3-seeded-random","seeded-random","42","18","2","2","O11","MM","true","true","false","false","false","false","0","2"
"3x3","3x3-seeded-random","seeded-random","43","14","1","2","O10","ML","true","false","true","false","true","false","6","9"
"3x3","3x3-seeded-random","seeded-random","43","14","2","2","O10","ML","true","false","true","false","true","false","6","8"
"3x3","3x3-seeded-random","seeded-random","43","14","3","2","O11","MM","true","true","false","false","true","false","6","7"
"3x3","3x3-seeded-random","seeded-random","43","15","3","1","O01","LM","true","true","false","false","true","false","4","6"
"3x3","3x3-seeded-random","seeded-random","43","16","2","2","O12","MH","true","false","false","false","true","false","3","5"
