"board","experiment_id","search_level","game_index","censor_mode","cohort_regions","final_band_survival_rate","mechanically_closed_rate","resolved_or_settled_rate","end_censored_rate","selectively_abandoned_rate"
"3x3","3x3-uct-0500","uct-0500","32","0.2","4","0.500000","0.500000","0.500000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","33","turns4","5","0.800000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","33","0.1","5","0.800000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","33","0.2","5","0.800000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","34","turns4","5","0.800000","0.000000","0.600000","0.400000","0.000000"
"3x3","3x3-uct-0500","uct-0500","34","0.1","5","0.800000","0.000000","0.600000","0.200000","0.200000"
"3x3","3x3-uct-0500","uct-0500","34","0.2","5","0.800000","0.000000","0.600000","0.400000","0.000000"
"3x3","3x3-uct-0500","uct-0500","35","turns4","6","0.833333","0.166667","0.666667","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","35","0.1","6","0.833333","0.166667","0.666667","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","35","0.2","6","0.833333","0.166667","0.666667","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","36","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","36","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","36","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","37","turns4","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","37","0.1","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","37","0.2","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","38","turns4","6","0.666667","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","38","0.1","6","0.666667","0.166667","0.666667","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","38","0.2","6","0.666667","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","39","turns4","8","0.875000","0.000000","0.750000","0.125000","0.125000"
"3x3","3x3-uct-0500","uct-0500","39","0.1","8","0.875000","0.000000","0.750000","0.125000","0.125000"
"3x3","3x3-uct-0500","uct-0500","39","0.2","8","0.875000","0.000000","0.750000","0.125000","0.125000"
"3x3","3x3-uct-0500","uct-0500","40","turns4","6","0.833333","0.000000","0.666667","0.333333","0.000000"
"3x3","3x3-uct-0500","uct-0500","40","0.1","6","0.833333","0.000000","0.666667","0.166667","0.166667"
"3x3","3x3-uct-0500","uct-0500","40","0.2","6","0.833333","0.000000","0.666667","0.333333","0.000000"
"3x3","3x3-uct-0500","uct-0500","41","turns4","5","0.600000","0.000000","0.800000","0.000000","0.200000"
"3x3","3x3-uct-0500","uct-0500","41","0.1","5","0.600000","0.000000","0.800000","0.000000","0.200000"
"3x3","3x3-uct-0500","uct-0500","41","0.2","5","0.600000","0.000000","0.800000","0.000000","0.200000"
"3x3","3x3-uct-0500","uct-0500","42","turns4","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","42","0.1","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","42","0.2","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","43","turns4","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","43","0.1","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","43","0.2","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","44","turns4","7","0.857143","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","44","0.1","7","0.857143","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","44","0.2","7","0.857143","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","45","turns4","5","1.000000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","45","0.1","5","1.000000","0.000000","0.800000","0.000000","0.200000"
"3x3","3x3-uct-0500","uct-0500","45","0.2","5","1.000000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","46","turns4","4","0.750000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","46","0.1","4","0.750000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","46","0.2","4","0.750000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","47","turns4","5","0.800000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","47","0.1","5","0.800000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","47","0.2","5","0.800000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","48","turns4","6","0.833333","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","48","0.1","6","0.833333","0.166667","0.666667","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","48","0.2","6","0.833333","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","49","turns4","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","49","0.1","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","49","0.2","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","50","turns4","5","0.600000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","50","0.1","5","0.600000","0.000000","0.800000","0.000000","0.200000"
"3x3","3x3-uct-0500","uct-0500","50","0.2","5","0.600000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","51","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","51","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","51","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","52","turns4","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","52","0.1","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","52","0.2","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","53","turns4","6","0.833333","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","53","0.1","6","0.833333","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","53","0.2","6","0.833333","0.166667","0.666667","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","54","turns4","7","0.857143","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","54","0.1","7","0.857143","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","54","0.2","7","0.857143","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","55","turns4","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","55","0.1","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","55","0.2","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","56","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","56","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","56","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","57","turns4","5","0.400000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","57","0.1","5","0.400000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","57","0.2","5","0.400000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","58","turns4","5","0.600000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","58","0.1","5","0.600000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","58","0.2","5","0.600000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","59","turns4","6","0.666667","0.166667","0.833333","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","59","0.1","6","0.666667","0.166667","0.833333","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","59","0.2","6","0.666667","0.166667","0.833333","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","60","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","60","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","60","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","61","turns4","7","0.714286","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","61","0.1","7","0.714286","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","61","0.2","7","0.714286","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","62","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","62","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","62","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","63","turns4","4","0.750000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","63","0.1","4","0.750000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","63","0.2","4","0.750000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","64","turns4","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","64","0.1","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","64","0.2","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","65","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","65","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","65","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","66","turns4","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","66","0.1","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","66","0.2","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","67","turns4","5","0.400000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","67","0.1","5","0.400000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","67","0.2","5","0.400000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","68","turns4","4","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","68","0.1","4","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","68","0.2","4","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","69","turns4","4","0.500000","0.000000","0.750000","0.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","69","0.1","4","0.500000","0.000000","0.750000","0.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","69","0.2","4","0.500000","0.000000","0.750000","0.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","70","turns4","5","0.800000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","70","0.1","5","0.800000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","70","0.2","5","0.800000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","71","turns4","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","71","0.1","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","71","0.2","4","0.750000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","72","turns4","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","72","0.1","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","72","0.2","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","73","turns4","6","0.833333","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","73","0.1","6","0.833333","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","73","0.2","6","0.833333","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","74","turns4","4","1.000000","0.000000","0.750000","0.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","74","0.1","4","1.000000","0.000000","0.750000","0.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","74","0.2","4","1.000000","0.000000","0.750000","0.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","75","turns4","6","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","75","0.1","6","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","75","0.2","6","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","76","turns4","8","1.000000","0.000000","0.875000","0.125000","0.000000"
"3x3","3x3-uct-0500","uct-0500","76","0.1","8","1.000000","0.000000","0.875000","0.125000","0.000000"
"3x3","3x3-uct-0500","uct-0500","76","0.2","8","1.000000","0.000000","0.875000","0.125000","0.000000"
"3x3","3x3-uct-0500","uct-0500","77","turns4","7","0.857143","0.000000","0.857143","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","77","0.1","7","0.857143","0.000000","0.857143","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","77","0.2","7","0.857143","0.000000","0.857143","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","78","turns4","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","78","0.1","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","78","0.2","5","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","79","turns4","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","79","0.1","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","79","0.2","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","80","turns4","5","0.600000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","80","0.1","5","0.600000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","80","0.2","5","0.600000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","81","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","81","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","81","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","82","turns4","3","0.333333","0.333333","0.666667","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","82","0.1","3","0.333333","0.333333","0.666667","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","82","0.2","3","0.333333","0.333333","0.666667","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","83","turns4","4","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","83","0.1","4","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","83","0.2","4","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","84","turns4","4","1.000000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","84","0.1","4","1.000000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","84","0.2","4","1.000000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","85","turns4","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","85","0.1","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","85","0.2","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","86","turns4","5","1.000000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","86","0.1","5","1.000000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","86","0.2","5","1.000000","0.000000","0.800000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","87","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","87","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","87","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","88","turns4","7","0.857143","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","88","0.1","7","0.857143","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","88","0.2","7","0.857143","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","89","turns4","6","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","89","0.1","6","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","89","0.2","6","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","90","turns4","4","0.500000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","90","0.1","4","0.500000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","90","0.2","4","0.500000","0.250000","0.750000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","91","turns4","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","91","0.1","6","0.666667","0.000000","0.833333","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","91","0.2","6","0.666667","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","92","turns4","7","0.857143","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","92","0.1","7","0.857143","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","92","0.2","7","0.857143","0.142857","0.714286","0.142857","0.000000"
"3x3","3x3-uct-0500","uct-0500","93","turns4","5","0.800000","0.200000","0.600000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","93","0.1","5","0.800000","0.200000","0.600000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","93","0.2","5","0.800000","0.200000","0.600000","0.200000","0.000000"
"3x3","3x3-uct-0500","uct-0500","94","turns4","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","94","0.1","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","94","0.2","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","95","turns4","6","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","95","0.1","6","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","95","0.2","6","0.500000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","96","turns4","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","96","0.1","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","96","0.2","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","97","turns4","6","0.666667","0.166667","0.833333","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","97","0.1","6","0.666667","0.166667","0.833333","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","97","0.2","6","0.666667","0.166667","0.833333","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","98","turns4","5","0.600000","0.200000","0.400000","0.200000","0.200000"
"3x3","3x3-uct-0500","uct-0500","98","0.1","5","0.600000","0.200000","0.400000","0.200000","0.200000"
"3x3","3x3-uct-0500","uct-0500","98","0.2","5","0.600000","0.200000","0.400000","0.200000","0.200000"
"3x3","3x3-uct-0500","uct-0500","99","turns4","3","0.666667","0.333333","0.666667","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","99","0.1","3","0.666667","0.333333","0.666667","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","99","0.2","3","0.666667","0.333333","0.666667","0.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","100","turns4","6","0.833333","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-0500","uct-0500","100","0.1","6","0.833333","0.000000","0.833333","0.000000","0.166667"
"3x3","3x3-uct-0500","uct-0500","100","0.2","6","0.833333","0.000000","0.833333","0.166667","0.000000"
"3x3","3x3-uct-1000","uct-1000","1","turns4","5","0.800000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","1","0.1","5","0.800000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","1","0.2","5","0.800000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","2","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","2","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","2","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","3","turns4","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","3","0.1","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","3","0.2","3","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","4","turns4","4","1.000000","0.000000","0.750000","0.250000","0.000000"
"3x3","3x3-uct-1000","uct-1000","4","0.1","4","1.000000","0.000000","0.750000","0.250000","0.000000"
"3x3","3x3-uct-1000","uct-1000","4","0.2","4","1.000000","0.000000","0.750000","0.250000","0.000000"
"3x3","3x3-uct-1000","uct-1000","5","turns4","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","5","0.1","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","5","0.2","5","0.800000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","6","turns4","4","0.750000","0.000000","0.750000","0.250000","0.000000"
"3x3","3x3-uct-1000","uct-1000","6","0.1","4","0.750000","0.000000","0.750000","0.250000","0.000000"
"3x3","3x3-uct-1000","uct-1000","6","0.2","4","0.750000","0.000000","0.750000","0.250000","0.000000"
"3x3","3x3-uct-1000","uct-1000","7","turns4","5","0.800000","0.200000","0.400000","0.400000","0.000000"
"3x3","3x3-uct-1000","uct-1000","7","0.1","5","0.800000","0.200000","0.400000","0.200000","0.200000"
"3x3","3x3-uct-1000","uct-1000","7","0.2","5","0.800000","0.200000","0.400000","0.400000","0.000000"
"3x3","3x3-uct-1000","uct-1000","8","turns4","7","0.714286","0.142857","0.857143","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","8","0.1","7","0.714286","0.142857","0.857143","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","8","0.2","7","0.714286","0.142857","0.857143","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","9","turns4","5","0.400000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","9","0.1","5","0.400000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","9","0.2","5","0.400000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","10","turns4","6","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","10","0.1","6","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","10","0.2","6","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","11","turns4","7","0.571429","0.142857","0.857143","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","11","0.1","7","0.571429","0.142857","0.857143","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","11","0.2","7","0.571429","0.142857","0.857143","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","12","turns4","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","12","0.1","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","12","0.2","5","0.600000","0.200000","0.800000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","13","turns4","4","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","13","0.1","4","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","13","0.2","4","1.000000","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","14","turns4","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","14","0.1","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","14","0.2","6","0.666667","0.000000","1.000000","0.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","15","turns4","5","0.600000","0.200000","0.600000","0.200000","0.000000"
"3x3","3x3-uct-1000","uct-1000","15","0.1","5","0.600000","0.200000","0.600000","0.000000","0.200000"
"3x3","3x3-uct-1000","uct-1000","15","0.2","5","0.600000","0.200000","0.600000","0.200000","0.000000"
"3x3","3x3-uct-1000","uct-1000","16","turns4","5","0.400000","0.200000","0.600000","0.000000","0.200000"
"3x3","3x3-uct-1000","uct-1000","16","0.1","5","0.400000","0.200000","0.600000","0.000000","0.200000"
"3x3","3x3-uct-1000","uct-1000","16","0.2","5","0.400000","0.200000","0.600000","0.000000","0.200000"
