"board","experiment_id","search_level","game_index","band","mean_active_fronts","mean_dormant_fronts","mean_backlog","multi_active_turn_rate","multi_unattended_turn_rate","decline_from_game_peak","placement_entropy","opportunity_entropy","entropy_gap","placement_hhi","opportunity_hhi","hhi_gap","placement_largest_share","opportunity_largest_share","largest_share_gap","placement_top_two_share","opportunity_top_two_share","top_two_share_gap","placement_regions","opportunity_regions"
"3x3","3x3-uct-0500","uct-0500","38","2","4.600000","1.200000","2.400000","1.000000","1.000000","1.400000","0.864239","0.955523","-0.091284","0.155556","0.134887","0.020668","0.200000","0.230769","-0.030769","0.400000","0.373626","0.026374","7","9"
"3x3","3x3-uct-0500","uct-0500","38","3","3.250000","0.500000","1.750000","1.000000","0.500000","2.750000","0.900775","0.951420","-0.050646","0.152778","0.138750","0.014028","0.250000","0.250000","0.000000","0.416667","0.387500","0.029167","8","9"
"3x3","3x3-uct-0500","uct-0500","38","4","4.000000","1.000000","2.200000","1.000000","1.000000","2.000000","0.820077","0.912649","-0.092573","0.191111","0.146836","0.044275","0.333333","0.255814","0.077519","0.466667","0.383721","0.082946","7","8"
"3x3","3x3-uct-0500","uct-0500","39","1","1.000000","0.000000","0.250000","0.250000","0.000000","5.000000","0.828352","0.968026","-0.139674","0.180556","0.128858","0.051698","0.250000","0.222222","0.027778","0.500000","0.347222","0.152778","7","9"
"3x3","3x3-uct-0500","uct-0500","39","2","3.600000","0.800000","1.600000","1.000000","0.400000","2.400000","0.780115","0.972654","-0.192539","0.191111","0.126849","0.064262","0.266667","0.221154","0.045513","0.466667","0.346154","0.120513","6","9"
"3x3","3x3-uct-0500","uct-0500","39","3","5.250000","1.500000","3.000000","1.000000","1.000000","0.750000","0.775775","0.969204","-0.193429","0.194444","0.128198","0.066247","0.250000","0.219512","0.030488","0.500000","0.353659","0.146341","6","9"
"3x3","3x3-uct-0500","uct-0500","39","4","5.600000","2.000000","3.400000","1.000000","1.000000","0.400000","0.890425","0.944188","-0.053763","0.155556","0.140988","0.014568","0.200000","0.244444","-0.044444","0.400000","0.388889","0.011111","8","9"
"3x3","3x3-uct-0500","uct-0500","40","1","1.000000","0.250000","0.500000","0.250000","0.000000","5.000000","0.880930","0.961237","-0.080307","0.166667","0.132089","0.034578","0.250000","0.226667","0.023333","0.500000","0.360000","0.140000","8","9"
"3x3","3x3-uct-0500","uct-0500","40","2","1.800000","0.600000","1.000000","0.800000","0.000000","4.200000","0.880115","0.978382","-0.098267","0.164444","0.122873","0.041571","0.266667","0.200000","0.066667","0.466667","0.330435","0.136232","8","9"
"3x3","3x3-uct-0500","uct-0500","40","3","4.500000","1.000000","2.500000","1.000000","0.750000","1.500000","0.775775","0.962723","-0.186949","0.194444","0.129982","0.064462","0.250000","0.207317","0.042683","0.500000","0.353659","0.146341","6","9"
"3x3","3x3-uct-0500","uct-0500","40","4","5.200000","1.800000","3.200000","1.000000","1.000000","0.800000","0.822177","0.958866","-0.136689","0.182222","0.133190","0.049032","0.266667","0.224719","0.041948","0.466667","0.382022","0.084644","7","9"
"3x3","3x3-uct-0500","uct-0500","41","1","1.750000","0.250000","0.500000","0.500000","0.000000","2.250000","0.690465","0.956341","-0.265876","0.236111","0.135031","0.101080","0.333333","0.236111","0.097222","0.583333","0.375000","0.208333","5","9"
"3x3","3x3-uct-0500","uct-0500","41","2","2.800000","0.600000","1.200000","1.000000","0.200000","1.200000","0.595991","0.969324","-0.373333","0.288889","0.127929","0.160960","0.400000","0.217822","0.182178","0.666667","0.346535","0.320132","4","9"
"3x3","3x3-uct-0500","uct-0500","41","3","3.500000","0.750000","2.000000","1.000000","0.750000","0.500000","0.828352","0.960377","-0.132025","0.180556","0.132820","0.047735","0.250000","0.228916","0.021084","0.500000","0.373494","0.126506","7","9"
"3x3","3x3-uct-0500","uct-0500","41","4","3.000000","1.000000","1.600000","1.000000","0.600000","1.000000","0.780115","0.956622","-0.176507","0.191111","0.135802","0.055309","0.266667","0.244444","0.022222","0.466667","0.377778","0.088889","6","9"
"3x3","3x3-uct-0500","uct-0500","42","1","1.500000","0.000000","0.250000","0.750000","0.000000","2.500000","0.795620","0.949800","-0.154180","0.208333","0.138367","0.069966","0.333333","0.242857","0.090476","0.583333","0.371429","0.211905","7","9"
"3x3","3x3-uct-0500","uct-0500","42","2","2.400000","0.400000","1.200000","1.000000","0.400000","1.600000","0.762139","0.948659","-0.186521","0.208889","0.138600","0.070289","0.333333","0.240000","0.093333","0.533333","0.380000","0.153333","6","9"
"3x3","3x3-uct-0500","uct-0500","42","3","2.500000","0.500000","1.000000","1.000000","0.250000","1.500000","0.762887","0.955352","-0.192465","0.208333","0.134922","0.073411","0.333333","0.232877","0.100457","0.500000","0.369863","0.130137","6","9"
"3x3","3x3-uct-0500","uct-0500","42","4","3.400000","0.400000","1.200000","1.000000","0.200000","0.600000","0.664239","0.920843","-0.256604","0.262222","0.147109","0.115113","0.400000","0.238095","0.161905","0.600000","0.416667","0.183333","5","9"
"3x3","3x3-uct-0500","uct-0500","43","1","1.500000","0.500000","1.000000","0.750000","0.500000","4.500000","0.815465","0.957726","-0.142261","0.166667","0.133310","0.033356","0.166667","0.223684","-0.057018","0.333333","0.355263","-0.021930","6","9"
"3x3","3x3-uct-0500","uct-0500","43","2","2.200000","0.800000","1.200000","0.800000","0.600000","3.800000","0.922177","0.967504","-0.045328","0.137778","0.127344","0.010434","0.200000","0.198198","0.001802","0.333333","0.333333","0.000000","8","9"
"3x3","3x3-uct-0500","uct-0500","43","3","4.500000","0.750000","2.500000","1.000000","0.750000","1.500000","0.775775","0.950526","-0.174751","0.194444","0.137163","0.057282","0.250000","0.235294","0.014706","0.500000","0.376471","0.123529","6","9"
"3x3","3x3-uct-0500","uct-0500","43","4","4.600000","1.200000","2.400000","1.000000","1.000000","1.400000","0.880115","0.939804","-0.059689","0.164444","0.146542","0.017902","0.266667","0.273810","-0.007143","0.466667","0.392857","0.073810","8","9"
"3x3","3x3-uct-0500","uct-0500","44","1","0.750000","0.000000","0.250000","0.250000","0.000000","4.250000","0.690465","0.952346","-0.261881","0.236111","0.135866","0.100246","0.333333","0.229730","0.103604","0.583333","0.364865","0.218468","5","9"
"3x3","3x3-uct-0500","uct-0500","44","2","2.600000","0.400000","1.000000","1.000000","0.200000","2.400000","0.753929","0.962032","-0.208103","0.208889","0.131066","0.077823","0.266667","0.217822","0.048845","0.533333","0.366337","0.166997","6","9"
"3x3","3x3-uct-0500","uct-0500","44","3","4.000000","0.500000","2.000000","1.000000","0.750000","1.000000","0.775775","0.967323","-0.191548","0.194444","0.128534","0.065911","0.250000","0.217949","0.032051","0.500000","0.346154","0.153846","6","9"
"3x3","3x3-uct-0500","uct-0500","44","4","3.600000","0.600000","1.600000","1.000000","0.600000","1.400000","0.895991","0.963787","-0.067796","0.155556","0.130298","0.025257","0.266667","0.219780","0.046886","0.400000","0.362637","0.037363","8","9"
"3x3","3x3-uct-0500","uct-0500","45","1","1.500000","0.250000","0.500000","0.500000","0.000000","3.500000","0.762887","0.952983","-0.190096","0.208333","0.136711","0.071622","0.333333","0.240000","0.093333","0.500000","0.373333","0.126667","6","9"
"3x3","3x3-uct-0500","uct-0500","45","2","2.600000","0.600000","1.600000","1.000000","0.400000","2.400000","0.722177","0.967370","-0.245193","0.208889","0.128188","0.080701","0.266667","0.211009","0.055657","0.466667","0.348624","0.118043","5","9"
"3x3","3x3-uct-0500","uct-0500","45","3","4.000000","1.000000","2.000000","1.000000","0.750000","1.000000","0.723197","0.960158","-0.236961","0.208333","0.131767","0.076567","0.250000","0.219512","0.030488","0.500000","0.365854","0.134146","5","9"
"3x3","3x3-uct-0500","uct-0500","45","4","4.000000","1.000000","2.200000","1.000000","0.800000","1.000000","0.764239","0.941133","-0.176894","0.235556","0.144314","0.091241","0.400000","0.260417","0.139583","0.600000","0.416667","0.183333","7","9"
"3x3","3x3-uct-0500","uct-0500","46","1","2.250000","0.250000","0.750000","0.750000","0.250000","1.750000","0.690465","0.941381","-0.250916","0.236111","0.144142","0.091969","0.333333","0.261538","0.071795","0.583333","0.384615","0.198718","5","9"
"3x3","3x3-uct-0500","uct-0500","46","2","3.200000","1.000000","1.800000","1.000000","0.800000","0.800000","0.938053","0.961690","-0.023637","0.146667","0.131262","0.015405","0.266667","0.217822","0.048845","0.400000","0.366337","0.033663","9","9"
"3x3","3x3-uct-0500","uct-0500","46","3","2.000000","0.750000","1.500000","0.750000","0.250000","2.000000","0.848197","0.981413","-0.133215","0.166667","0.120876","0.045791","0.250000","0.186047","0.063953","0.416667","0.325581","0.091085","7","9"
"3x3","3x3-uct-0500","uct-0500","46","4","3.000000","0.000000","1.000000","1.000000","0.400000","1.000000","0.822177","0.952763","-0.130586","0.182222","0.136214","0.046009","0.266667","0.229885","0.036782","0.466667","0.390805","0.075862","7","9"
"3x3","3x3-uct-0500","uct-0500","47","1","1.750000","0.000000","0.500000","0.500000","0.000000","3.250000","0.743042","0.953584","-0.210542","0.222222","0.136188","0.086034","0.333333","0.236111","0.097222","0.583333","0.375000","0.208333","6","9"
"3x3","3x3-uct-0500","uct-0500","47","2","3.200000","0.600000","2.000000","1.000000","1.000000","1.800000","0.880115","0.963147","-0.083032","0.164444","0.131001","0.033443","0.266667","0.222222","0.044444","0.466667","0.361111","0.105556","8","9"
"3x3","3x3-uct-0500","uct-0500","47","3","3.750000","1.750000","2.750000","1.000000","1.000000","1.250000","0.900775","0.946089","-0.045314","0.152778","0.142659","0.010118","0.250000","0.263158","-0.013158","0.416667","0.394737","0.021930","8","9"
"3x3","3x3-uct-0500","uct-0500","47","4","3.800000","0.800000","2.000000","1.000000","0.600000","1.200000","0.811867","0.941536","-0.129669","0.191111","0.141969","0.049142","0.266667","0.244186","0.022481","0.533333","0.395349","0.137984","7","9"
"3x3","3x3-uct-0500","uct-0500","48","1","1.750000","0.250000","0.500000","0.750000","0.000000","3.250000","0.743042","0.961096","-0.218053","0.222222","0.132245","0.089977","0.333333","0.228571","0.104762","0.583333","0.357143","0.226190","6","9"
"3x3","3x3-uct-0500","uct-0500","48","2","4.200000","1.000000","2.000000","1.000000","0.800000","0.800000","0.804201","0.960370","-0.156169","0.200000","0.132742","0.067258","0.333333","0.232323","0.101010","0.533333","0.363636","0.169697","7","9"
"3x3","3x3-uct-0500","uct-0500","48","3","3.500000","1.000000","2.000000","1.000000","0.750000","1.500000","0.795620","0.915753","-0.120133","0.180556","0.141171","0.039385","0.250000","0.207792","0.042208","0.416667","0.363636","0.053030","6","8"
"3x3","3x3-uct-0500","uct-0500","48","4","4.800000","1.200000","2.600000","1.000000","1.000000","0.200000","0.848363","0.912925","-0.064562","0.164444","0.142204","0.022241","0.200000","0.185185","0.014815","0.400000","0.358025","0.041975","7","8"
"3x3","3x3-uct-0500","uct-0500","49","1","1.250000","0.000000","0.000000","0.250000","0.000000","2.750000","0.720572","0.967205","-0.246633","0.250000","0.129600","0.120400","0.416667","0.226667","0.190000","0.583333","0.346667","0.236667","6","9"
"3x3","3x3-uct-0500","uct-0500","49","2","2.600000","0.600000","1.400000","1.000000","0.400000","1.400000","0.838053","0.956048","-0.117995","0.173333","0.134170","0.039163","0.266667","0.232323","0.034343","0.466667","0.363636","0.103030","7","9"
"3x3","3x3-uct-0500","uct-0500","49","3","2.000000","0.250000","0.750000","0.500000","0.250000","2.000000","0.755930","0.965148","-0.209219","0.208333","0.127111","0.081222","0.250000","0.173333","0.076667","0.500000","0.333333","0.166667","6","9"
"3x3","3x3-uct-0500","uct-0500","49","4","3.400000","0.600000","1.400000","1.000000","0.400000","0.600000","0.846263","0.962868","-0.116606","0.191111","0.128685","0.062426","0.333333","0.178571","0.154762","0.533333","0.333333","0.200000","8","9"
"3x3","3x3-uct-0500","uct-0500","50","1","0.250000","0.000000","0.000000","0.000000","0.000000","4.750000","0.690465","0.967561","-0.277096","0.236111","0.129155","0.106956","0.333333","0.223684","0.109649","0.583333","0.342105","0.241228","5","9"
"3x3","3x3-uct-0500","uct-0500","50","2","2.000000","0.600000","1.000000","0.800000","0.000000","3.000000","0.846263","0.976386","-0.130124","0.191111","0.124298","0.066814","0.333333","0.209091","0.124242","0.533333","0.336364","0.196970","8","9"
"3x3","3x3-uct-0500","uct-0500","50","3","4.250000","0.500000","1.750000","1.000000","0.500000","0.750000","0.762887","0.970632","-0.207745","0.208333","0.126962","0.081371","0.333333","0.209877","0.123457","0.500000","0.345679","0.154321","6","9"
"3x3","3x3-uct-0500","uct-0500","50","4","3.800000","0.800000","1.800000","1.000000","0.600000","1.200000","0.780115","0.965363","-0.185248","0.191111","0.128756","0.062355","0.266667","0.204819","0.061847","0.466667","0.349398","0.117269","6","9"
"3x3","3x3-uct-0500","uct-0500","51","1","2.250000","0.250000","0.750000","0.750000","0.250000","4.750000","0.648149","0.949215","-0.301066","0.277778","0.138338","0.139440","0.416667","0.238806","0.177861","0.666667","0.388060","0.278607","5","9"
"3x3","3x3-uct-0500","uct-0500","51","2","4.200000","1.000000","2.000000","1.000000","0.800000","2.800000","0.764239","0.968151","-0.203912","0.235556","0.129405","0.106150","0.400000","0.226415","0.173585","0.600000","0.367925","0.232075","7","9"
"3x3","3x3-uct-0500","uct-0500","51","3","3.250000","1.250000","2.000000","1.000000","0.750000","3.750000","0.775775","0.961289","-0.185515","0.194444","0.131803","0.062642","0.250000","0.226190","0.023810","0.500000","0.369048","0.130952","6","9"
"3x3","3x3-uct-0500","uct-0500","51","4","5.800000","1.800000","3.400000","1.000000","1.000000","1.200000","0.922177","0.957884","-0.035707","0.137778","0.132188","0.005589","0.200000","0.210526","-0.010526","0.333333","0.368421","-0.035088","8","9"
"3x3","3x3-uct-0500","uct-0500","52","1","0.500000","0.000000","0.250000","0.000000","0.000000","4.500000","0.690465","0.954288","-0.263823","0.236111","0.135802","0.100309","0.333333","0.236111","0.097222","0.583333","0.361111","0.222222","5","9"
"3x3","3x3-uct-0500","uct-0500","52","2","1.600000","0.600000","0.800000","0.600000","0.000000","3.400000","0.722177","0.966543","-0.244366","0.208889","0.129758","0.079131","0.266667","0.225490","0.041176","0.466667","0.352941","0.113725","5","9"
"3x3","3x3-uct-0500","uct-0500","52","3","2.000000","0.500000","1.250000","1.000000","0.250000","3.000000","0.762887","0.968196","-0.205309","0.208333","0.129096","0.079237","0.333333","0.222222","0.111111","0.500000","0.370370","0.129630","6","9"
"3x3","3x3-uct-0500","uct-0500","52","4","3.000000","0.400000","1.400000","1.000000","0.400000","2.000000","0.780115","0.935953","-0.155838","0.191111","0.142814","0.048298","0.266667","0.246914","0.019753","0.466667","0.382716","0.083951","6","9"
"3x3","3x3-uct-0500","uct-0500","53","1","1.750000","0.000000","0.500000","0.500000","0.250000","3.250000","0.848197","0.973686","-0.125488","0.166667","0.126004","0.040662","0.250000","0.216216","0.033784","0.416667","0.337838","0.078829","7","9"
"3x3","3x3-uct-0500","uct-0500","53","2","4.400000","1.000000","2.200000","1.000000","1.000000","0.600000","0.906301","0.979900","-0.073599","0.146667","0.121813","0.024853","0.200000","0.193277","0.006723","0.400000","0.319328","0.080672","8","9"
"3x3","3x3-uct-0500","uct-0500","53","3","4.250000","1.500000","3.000000","1.000000","1.000000","0.750000","0.775775","0.962337","-0.186562","0.194444","0.130070","0.064374","0.250000","0.209302","0.040698","0.500000","0.348837","0.151163","6","9"
"3x3","3x3-uct-0500","uct-0500","53","4","4.000000","1.200000","2.600000","1.000000","1.000000","1.000000","0.906301","0.936706","-0.030405","0.146667","0.140970","0.005697","0.200000","0.229885","-0.029885","0.400000","0.379310","0.020690","8","9"
"3x3","3x3-uct-0500","uct-0500","54","1","0.000000","0.000000","0.000000","0.000000","0.000000","7.000000","0.775775","0.964283","-0.188508","0.194444","0.130540","0.063904","0.250000","0.223684","0.026316","0.500000","0.355263","0.144737","6","9"
"3x3","3x3-uct-0500","uct-0500","54","2","5.200000","0.600000","2.600000","1.000000","0.800000","1.800000","0.880115","0.958324","-0.078210","0.146667","0.133997","0.012669","0.200000","0.234043","-0.034043","0.333333","0.361702","-0.028369","7","9"
"3x3","3x3-uct-0500","uct-0500","54","3","5.750000","1.500000","3.000000","1.000000","1.000000","1.250000","0.762887","0.970391","-0.207504","0.208333","0.126353","0.081981","0.333333","0.197531","0.135802","0.500000","0.345679","0.154321","6","9"
"3x3","3x3-uct-0500","uct-0500","54","4","3.800000","1.000000","2.000000","1.000000","0.600000","3.200000","0.778015","0.955759","-0.177744","0.217778","0.135949","0.081829","0.333333","0.241379","0.091954","0.600000","0.379310","0.220690","7","9"
"3x3","3x3-uct-0500","uct-0500","55","1","0.750000","0.000000","0.000000","0.000000","0.000000","4.250000","0.561740","0.949384","-0.387644","0.388889","0.139050","0.249838","0.583333","0.246575","0.336758","0.750000","0.383562","0.366438","5","9"
"3x3","3x3-uct-0500","uct-0500","55","2","2.000000","0.200000","0.600000","0.600000","0.200000","3.000000","0.677135","0.972712","-0.295578","0.288889","0.125555","0.163334","0.466667","0.201923","0.264744","0.666667","0.336538","0.330128","6","9"
"3x3","3x3-uct-0500","uct-0500","55","3","3.000000","0.500000","1.750000","1.000000","0.500000","2.000000","0.775775","0.979929","-0.204154","0.194444","0.121067","0.073378","0.250000","0.173333","0.076667","0.500000","0.320000","0.180000","6","9"
"3x3","3x3-uct-0500","uct-0500","55","4","3.600000","1.200000","1.800000","1.000000","0.600000","1.400000","0.722177","0.976205","-0.254028","0.244444","0.122546","0.121898","0.400000","0.182927","0.217073","0.600000","0.304878","0.295122","6","9"
"3x3","3x3-uct-0500","uct-0500","56","1","1.250000","0.000000","0.000000","0.500000","0.000000","2.750000","0.648149","0.965210","-0.317061","0.277778","0.130331","0.147446","0.416667","0.225352","0.191315","0.666667","0.352113","0.314554","5","9"
"3x3","3x3-uct-0500","uct-0500","56","2","2.600000","0.200000","1.000000","1.000000","0.200000","1.400000","0.753929","0.976601","-0.222672","0.208889","0.123643","0.085246","0.266667","0.201835","0.064832","0.533333","0.330275","0.203058","6","9"
"3x3","3x3-uct-0500","uct-0500","56","3","3.750000","1.000000","2.000000","1.000000","0.750000","0.250000","0.690465","0.932792","-0.242327","0.236111","0.149031","0.087080","0.333333","0.268657","0.064677","0.583333","0.417910","0.165423","5","9"
"3x3","3x3-uct-0500","uct-0500","56","4","3.400000","1.000000","2.000000","1.000000","0.800000","0.600000","0.848363","0.958505","-0.110142","0.164444","0.131875","0.032569","0.200000","0.200000","0.000000","0.400000","0.362500","0.037500","7","9"
"3x3","3x3-uct-0500","uct-0500","57","1","0.500000","0.000000","0.250000","0.000000","0.000000","4.500000","0.900775","0.964283","-0.063508","0.152778","0.130540","0.022238","0.250000","0.223684","0.026316","0.416667","0.355263","0.061404","8","9"
"3x3","3x3-uct-0500","uct-0500","57","2","2.800000","0.600000","1.200000","0.800000","0.400000","2.200000","0.838053","0.972144","-0.134091","0.173333","0.125968","0.047365","0.266667","0.207921","0.058746","0.466667","0.336634","0.130033","7","9"
"3x3","3x3-uct-0500","uct-0500","57","3","3.750000","0.250000","1.000000","1.000000","0.250000","1.250000","0.755930","0.952667","-0.196738","0.208333","0.135802","0.072531","0.250000","0.222222","0.027778","0.500000","0.388889","0.111111","6","9"
"3x3","3x3-uct-0500","uct-0500","57","4","3.800000","1.200000","2.200000","1.000000","0.600000","1.200000","0.595991","0.924511","-0.328520","0.288889","0.153183","0.135706","0.400000","0.268293","0.131707","0.666667","0.439024","0.227642","4","9"
"3x3","3x3-uct-0500","uct-0500","58","1","1.750000","0.000000","0.500000","0.750000","0.250000","2.250000","0.585310","0.947902","-0.362592","0.291667","0.139153","0.152514","0.333333","0.243243","0.090090","0.666667","0.378378","0.288288","4","9"
"3x3","3x3-uct-0500","uct-0500","58","2","2.800000","0.800000","1.600000","1.000000","0.400000","1.200000","0.822177","0.947897","-0.125720","0.182222","0.138844","0.043378","0.266667","0.242718","0.023948","0.466667","0.378641","0.088026","7","9"
"3x3","3x3-uct-0500","uct-0500","58","3","2.500000","0.500000","1.250000","1.000000","0.500000","1.500000","0.657732","0.971052","-0.313319","0.263889","0.127416","0.136473","0.333333","0.219178","0.114155","0.666667","0.356164","0.310502","5","9"
"3x3","3x3-uct-0500","uct-0500","58","4","3.000000","0.600000","1.400000","1.000000","0.400000","1.000000","0.822177","0.948407","-0.126230","0.182222","0.139172","0.043050","0.266667","0.238095","0.028571","0.466667","0.404762","0.061905","7","9"
"3x3","3x3-uct-0500","uct-0500","59","1","1.250000","0.250000","0.500000","0.250000","0.000000","4.750000","0.848197","0.964092","-0.115895","0.166667","0.130376","0.036291","0.250000","0.220779","0.029221","0.416667","0.350649","0.066017","7","9"
"3x3","3x3-uct-0500","uct-0500","59","2","3.600000","0.600000","1.600000","1.000000","0.600000","2.400000","0.720077","0.967650","-0.247573","0.235556","0.128483","0.107073","0.333333","0.214953","0.118380","0.600000","0.355140","0.244860","6","9"
"3x3","3x3-uct-0500","uct-0500","59","3","4.750000","1.500000","2.750000","1.000000","0.750000","1.250000","0.795620","0.967830","-0.172210","0.180556","0.128345","0.052211","0.250000","0.215190","0.034810","0.416667","0.354430","0.062236","6","9"
"3x3","3x3-uct-0500","uct-0500","59","4","4.000000","1.200000","2.400000","1.000000","0.600000","2.000000","0.735953","0.938839","-0.202886","0.226667","0.143210","0.083457","0.333333","0.244444","0.088889","0.600000","0.411111","0.188889","6","9"
"3x3","3x3-uct-0500","uct-0500","60","1","1.250000","0.000000","0.250000","0.250000","0.000000","5.750000","0.762887","0.964283","-0.201395","0.208333","0.130540","0.077793","0.333333","0.223684","0.109649","0.500000","0.355263","0.144737","6","9"
"3x3","3x3-uct-0500","uct-0500","60","2","4.400000","1.400000","2.600000","1.000000","1.000000","2.600000","0.906301","0.974018","-0.067717","0.146667","0.124966","0.021700","0.200000","0.204918","-0.004918","0.400000","0.327869","0.072131","8","9"
"3x3","3x3-uct-0500","uct-0500","60","3","3.750000","1.000000","1.750000","1.000000","0.750000","3.250000","0.561740","0.952886","-0.391147","0.388889","0.134888","0.254001","0.583333","0.222222","0.361111","0.750000","0.370370","0.379630","5","9"
"3x3","3x3-uct-0500","uct-0500","60","4","5.600000","1.400000","3.200000","1.000000","1.000000","1.400000","0.820077","0.968909","-0.148833","0.191111","0.126420","0.064691","0.333333","0.200000","0.133333","0.466667","0.333333","0.133333","7","9"
"3x3","3x3-uct-0500","uct-0500","61","1","2.250000","0.250000","0.750000","0.750000","0.250000","4.750000","0.775775","0.954572","-0.178797","0.194444","0.136364","0.058081","0.250000","0.242424","0.007576","0.500000","0.363636","0.136364","6","9"
"3x3","3x3-uct-0500","uct-0500","61","2","4.000000","1.200000","2.200000","1.000000","1.000000","3.000000","0.848363","0.973669","-0.125307","0.164444","0.125599","0.038845","0.200000","0.212121","-0.012121","0.400000","0.333333","0.066667","7","9"
"3x3","3x3-uct-0500","uct-0500","61","3","5.000000","1.000000","2.500000","1.000000","0.750000","2.000000","0.743042","0.966927","-0.223885","0.222222","0.127758","0.094464","0.333333","0.206897","0.126437","0.583333","0.344828","0.238506","6","9"
"3x3","3x3-uct-0500","uct-0500","61","4","5.400000","1.800000","3.400000","1.000000","1.000000","1.600000","0.804201","0.893505","-0.089305","0.200000","0.157881","0.042119","0.333333","0.275862","0.057471","0.533333","0.413793","0.119540","7","8"
"3x3","3x3-uct-0500","uct-0500","62","1","2.250000","0.250000","0.750000","0.750000","0.250000","3.750000","0.605155","0.951939","-0.346784","0.277778","0.136423","0.141354","0.333333","0.232877","0.100457","0.666667","0.369863","0.296804","4","9"
"3x3","3x3-uct-0500","uct-0500","62","2","3.200000","0.800000","1.200000","1.000000","0.200000","2.800000","0.780115","0.970384","-0.190269","0.191111","0.126561","0.064550","0.266667","0.205607","0.061059","0.466667","0.336449","0.130218","6","9"
"3x3","3x3-uct-0500","uct-0500","62","3","3.500000","1.000000","2.000000","1.000000","0.750000","2.500000","0.657732","0.946810","-0.289077","0.263889","0.140176","0.123712","0.333333","0.246575","0.086758","0.666667","0.397260","0.269406","5","9"
"3x3","3x3-uct-0500","uct-0500","62","4","4.000000","1.000000","2.200000","1.000000","1.000000","2.000000","0.906301","0.964069","-0.057768","0.146667","0.129090","0.017577","0.200000","0.195122","0.004878","0.400000","0.353659","0.046341","8","9"
"3x3","3x3-uct-0500","uct-0500","63","1","2.000000","0.500000","1.000000","0.750000","0.500000","3.000000","0.762887","0.961587","-0.198700","0.208333","0.131118","0.077216","0.333333","0.216216","0.117117","0.500000","0.351351","0.148649","6","9"
"3x3","3x3-uct-0500","uct-0500","63","2","1.800000","0.400000","0.600000","0.400000","0.200000","3.200000","0.938053","0.973370","-0.035317","0.146667","0.124463","0.022204","0.266667","0.190909","0.075758","0.400000","0.327273","0.072727","9","9"
"3x3","3x3-uct-0500","uct-0500","63","3","3.000000","0.750000","1.500000","1.000000","0.500000","2.000000","0.743042","0.942259","-0.199217","0.222222","0.139687","0.082535","0.333333","0.225000","0.108333","0.583333","0.375000","0.208333","6","9"
"3x3","3x3-uct-0500","uct-0500","63","4","4.200000","1.200000","2.400000","1.000000","1.000000","0.800000","0.762139","0.936266","-0.174128","0.208889","0.145754","0.063134","0.333333","0.255814","0.077519","0.533333","0.406977","0.126357","6","9"
"3x3","3x3-uct-0500","uct-0500","64","1","1.000000","0.000000","0.000000","0.250000","0.000000","3.000000","0.618042","0.956951","-0.338909","0.319444","0.134039","0.185405","0.500000","0.229730","0.270270","0.666667","0.364865","0.301802","5","9"
"3x3","3x3-uct-0500","uct-0500","64","2","3.000000","0.200000","1.000000","1.000000","0.200000","1.000000","0.753929","0.969543","-0.215614","0.208889","0.126212","0.082677","0.266667","0.191919","0.074747","0.533333","0.343434","0.189899","6","9"
"3x3","3x3-uct-0500","uct-0500","64","3","2.750000","0.250000","1.000000","1.000000","0.250000","1.250000","0.690465","0.978453","-0.287988","0.236111","0.121206","0.114905","0.333333","0.169014","0.164319","0.583333","0.309859","0.273474","5","9"
"3x3","3x3-uct-0500","uct-0500","64","4","1.800000","0.400000","0.800000","0.800000","0.000000","2.200000","0.764239","0.933029","-0.168790","0.235556","0.140432","0.095123","0.400000","0.208333","0.191667","0.600000","0.388889","0.211111","7","9"
"3x3","3x3-uct-0500","uct-0500","65","1","0.750000","0.000000","0.250000","0.000000","0.000000","5.250000","0.648149","0.952311","-0.304162","0.277778","0.136574","0.141204","0.416667","0.236111","0.180556","0.666667","0.375000","0.291667","5","9"
"3x3","3x3-uct-0500","uct-0500","65","2","1.200000","0.200000","0.600000","0.200000","0.000000","4.800000","0.848363","0.971211","-0.122848","0.164444","0.126379","0.038065","0.200000","0.207547","-0.007547","0.400000","0.349057","0.050943","7","9"
"3x3","3x3-uct-0500","uct-0500","65","3","2.500000","0.250000","1.000000","0.750000","0.500000","3.500000","0.828352","0.971932","-0.143580","0.180556","0.125991","0.054565","0.250000","0.207792","0.042208","0.500000","0.337662","0.162338","7","9"
"3x3","3x3-uct-0500","uct-0500","65","4","4.200000","0.800000","1.800000","1.000000","0.600000","1.800000","0.822177","0.955802","-0.133625","0.182222","0.135502","0.046720","0.266667","0.235294","0.031373","0.466667","0.388235","0.078431","7","9"
"3x3","3x3-uct-0500","uct-0500","66","1","0.750000","0.000000","0.000000","0.000000","0.000000","4.250000","0.670620","0.957527","-0.286908","0.305556","0.134933","0.170622","0.500000","0.240000","0.260000","0.666667","0.360000","0.306667","6","9"
"3x3","3x3-uct-0500","uct-0500","66","2","3.000000","0.600000","1.600000","1.000000","0.600000","2.000000","0.906301","0.963091","-0.056790","0.146667","0.131185","0.015481","0.200000","0.226415","-0.026415","0.400000","0.349057","0.050943","8","9"
