"board","experiment_id","search_level","game_index","band","mean_active_fronts","mean_dormant_fronts","mean_backlog","multi_active_turn_rate","multi_unattended_turn_rate","decline_from_game_peak","placement_entropy","opportunity_entropy","entropy_gap","placement_hhi","opportunity_hhi","hhi_gap","placement_largest_share","opportunity_largest_share","largest_share_gap","placement_top_two_share","opportunity_top_two_share","top_two_share_gap","placement_regions","opportunity_regions"
"4x4","uct-0500-self-play","uct-0500","61","1","2.500000","0.333333","1.333333","0.666667","0.333333","3.500000","0.898798","0.987000","-0.088202","0.148148","0.117445","0.030704","0.166667","0.144509","0.022158","0.333333","0.283237","0.050096","8","9"
"4x4","uct-0500-self-play","uct-0500","61","2","5.000000","1.500000","2.833333","1.000000","1.000000","1.000000","0.846563","0.993487","-0.146924","0.166667","0.114238","0.052428","0.222222","0.130435","0.091787","0.444444","0.260870","0.183575","7","9"
"4x4","uct-0500-self-play","uct-0500","61","3","4.166667","0.666667","2.333333","1.000000","1.000000","1.833333","0.776460","0.991536","-0.215075","0.191358","0.115289","0.076070","0.222222","0.146341","0.075881","0.444444","0.278049","0.166396","6","9"
"4x4","uct-0500-self-play","uct-0500","61","4","4.666667","1.500000","2.833333","1.000000","1.000000","1.333333","0.855155","0.990352","-0.135197","0.160494","0.115852","0.044642","0.222222","0.145161","0.077061","0.388889","0.284946","0.103943","7","9"
"4x4","uct-0500-self-play","uct-0500","62","1","2.833333","0.666667","1.333333","0.666667","0.500000","4.166667","0.894845","0.980600","-0.085755","0.154321","0.120439","0.033882","0.222222","0.156425","0.065798","0.444444","0.301676","0.142768","8","9"
"4x4","uct-0500-self-play","uct-0500","62","2","5.000000","1.000000","2.500000","1.000000","1.000000","2.000000","0.806873","0.987767","-0.180894","0.197531","0.116911","0.080620","0.333333","0.142180","0.191153","0.500000","0.284360","0.215640","7","9"
"4x4","uct-0500-self-play","uct-0500","62","3","6.333333","1.666667","3.500000","1.000000","1.000000","0.666667","0.903437","0.973667","-0.070231","0.148148","0.123599","0.024550","0.222222","0.157068","0.065154","0.388889","0.314136","0.074753","8","9"
"4x4","uct-0500-self-play","uct-0500","62","4","6.333333","2.000000","3.666667","1.000000","1.000000","0.666667","0.806873","0.975183","-0.168310","0.197531","0.122921","0.074610","0.333333","0.165746","0.167587","0.500000","0.314917","0.185083","7","9"
"4x4","uct-0500-self-play","uct-0500","63","1","1.000000","0.000000","0.166667","0.166667","0.000000","5.000000","0.805123","0.976121","-0.170998","0.216049","0.122275","0.093774","0.333333","0.155172","0.178161","0.611111","0.304598","0.306513","8","9"
"4x4","uct-0500-self-play","uct-0500","63","2","3.833333","1.166667","2.500000","1.000000","1.000000","2.166667","0.912028","0.988645","-0.076617","0.141975","0.116525","0.025450","0.166667","0.144928","0.021739","0.333333","0.280193","0.053140","8","9"
"4x4","uct-0500-self-play","uct-0500","63","3","3.166667","1.166667","1.833333","1.000000","0.666667","2.833333","0.785052","0.989420","-0.204368","0.209877","0.116262","0.093614","0.333333","0.142857","0.190476","0.555556","0.285714","0.269841","7","9"
"4x4","uct-0500-self-play","uct-0500","63","4","5.333333","1.166667","3.166667","1.000000","1.000000","0.666667","0.841925","0.990273","-0.148348","0.166667","0.115845","0.050821","0.222222","0.144385","0.077837","0.388889","0.283422","0.105466","7","9"
"4x4","uct-0500-self-play","uct-0500","64","1","1.833333","0.000000","0.500000","0.833333","0.000000","2.166667","0.656325","0.972709","-0.316384","0.296296","0.123821","0.172476","0.444444","0.156627","0.287818","0.722222","0.313253","0.408969","6","9"
"4x4","uct-0500-self-play","uct-0500","64","2","2.333333","0.833333","1.333333","0.666667","0.500000","1.666667","0.763230","0.982258","-0.219028","0.222222","0.119685","0.102537","0.333333","0.154696","0.178637","0.555556","0.303867","0.251688","7","9"
"4x4","uct-0500-self-play","uct-0500","64","3","2.333333","0.666667","1.500000","0.833333","0.666667","1.666667","0.818353","0.983045","-0.164692","0.185185","0.119115","0.066070","0.277778","0.148936","0.128842","0.500000","0.297872","0.202128","7","9"
"4x4","uct-0500-self-play","uct-0500","64","4","3.500000","1.000000","1.833333","1.000000","0.833333","0.500000","0.655591","0.976411","-0.320819","0.265432","0.122482","0.142950","0.388889","0.171429","0.217460","0.611111","0.308571","0.302540","5","9"
"4x4","uct-0500-self-play","uct-0500","65","1","1.666667","0.166667","0.333333","0.500000","0.000000","6.333333","0.805123","0.989375","-0.184252","0.191358","0.116206","0.075152","0.277778","0.137566","0.140212","0.500000","0.275132","0.224868","7","9"
"4x4","uct-0500-self-play","uct-0500","65","2","4.833333","1.166667","2.666667","1.000000","1.000000","3.166667","0.790143","0.982199","-0.192056","0.203704","0.119609","0.084095","0.277778","0.145161","0.132616","0.555556","0.290323","0.265233","7","9"
"4x4","uct-0500-self-play","uct-0500","65","3","6.000000","2.000000","3.500000","1.000000","0.833333","2.000000","0.721790","0.974201","-0.252411","0.234568","0.123154","0.111414","0.333333","0.162921","0.170412","0.611111","0.314607","0.296504","6","9"
"4x4","uct-0500-self-play","uct-0500","65","4","3.833333","0.833333","1.833333","1.000000","0.666667","4.166667","0.736770","0.990709","-0.253939","0.222222","0.115494","0.106729","0.333333","0.143713","0.189621","0.555556","0.275449","0.280106","6","9"
"4x4","uct-0500-self-play","uct-0500","66","1","2.000000","0.500000","1.166667","0.666667","0.500000","4.000000","0.875226","0.981229","-0.106003","0.166667","0.120251","0.046415","0.277778","0.150289","0.127489","0.444444","0.300578","0.143866","8","9"
"4x4","uct-0500-self-play","uct-0500","66","2","3.666667","1.166667","1.833333","1.000000","0.500000","2.333333","0.750000","0.989180","-0.239180","0.216049","0.116339","0.099710","0.333333","0.137056","0.196277","0.555556","0.274112","0.281444","6","9"
"4x4","uct-0500-self-play","uct-0500","66","3","5.166667","1.666667","3.333333","1.000000","1.000000","0.833333","0.817620","0.987813","-0.170193","0.216049","0.116878","0.099171","0.388889","0.142157","0.246732","0.555556","0.279412","0.276144","8","9"
"4x4","uct-0500-self-play","uct-0500","66","4","4.500000","0.833333","2.166667","1.000000","0.666667","1.500000","0.855155","0.946743","-0.091588","0.160494","0.131345","0.029149","0.222222","0.165746","0.056476","0.388889","0.325967","0.062922","7","9"
"4x4","uct-0500-self-play","uct-0500","67","1","1.333333","0.000000","0.333333","0.333333","0.000000","5.666667","0.771822","0.983430","-0.211609","0.203704","0.119136","0.084568","0.333333","0.150000","0.183333","0.500000","0.294444","0.205556","6","9"
"4x4","uct-0500-self-play","uct-0500","67","2","4.500000","1.000000","2.333333","1.000000","0.833333","2.500000","0.881615","0.991216","-0.109601","0.160494","0.115388","0.045106","0.222222","0.144385","0.077837","0.444444","0.278075","0.166370","8","9"
"4x4","uct-0500-self-play","uct-0500","67","3","3.833333","1.166667","2.166667","1.000000","0.666667","3.166667","0.876977","0.983234","-0.106258","0.148148","0.119398","0.028750","0.166667","0.159574","0.007092","0.333333","0.308511","0.024823","7","9"
"4x4","uct-0500-self-play","uct-0500","67","4","5.833333","1.500000","3.000000","1.000000","1.000000","1.166667","0.903437","0.975248","-0.071811","0.148148","0.123095","0.025053","0.222222","0.162651","0.059572","0.388889","0.319277","0.069612","8","9"
"4x4","uct-0500-self-play","uct-0500","68","1","1.500000","0.333333","0.666667","0.666667","0.000000","2.500000","0.798282","0.988667","-0.190386","0.179012","0.116572","0.062441","0.222222","0.143646","0.078576","0.444444","0.281768","0.162676","6","9"
"4x4","uct-0500-self-play","uct-0500","68","2","1.833333","0.333333","0.833333","0.833333","0.166667","2.166667","0.855155","0.991575","-0.136420","0.160494","0.115160","0.045333","0.222222","0.137755","0.084467","0.388889","0.275510","0.113379","7","9"
"4x4","uct-0500-self-play","uct-0500","68","3","3.500000","1.000000","2.166667","1.000000","0.833333","0.500000","0.806873","0.985807","-0.178933","0.197531","0.118067","0.079463","0.333333","0.150838","0.182495","0.500000","0.296089","0.203911","7","9"
"4x4","uct-0500-self-play","uct-0500","68","4","3.500000","1.166667","1.666667","1.000000","0.500000","0.500000","0.741408","0.971643","-0.230235","0.259259","0.124038","0.135221","0.444444","0.156627","0.287818","0.611111","0.307229","0.303882","7","9"
"4x4","uct-0500-self-play","uct-0500","69","1","1.333333","0.166667","0.500000","0.500000","0.000000","4.666667","0.817620","0.984873","-0.167253","0.216049","0.118519","0.097531","0.388889","0.155556","0.233333","0.555556","0.300000","0.255556","8","9"
"4x4","uct-0500-self-play","uct-0500","69","2","2.833333","0.833333","1.500000","1.000000","0.500000","3.166667","0.951718","0.993385","-0.041666","0.135802","0.114273","0.021529","0.222222","0.133641","0.088582","0.388889","0.262673","0.126216","9","9"
"4x4","uct-0500-self-play","uct-0500","69","3","4.666667","2.000000","3.000000","1.000000","0.833333","1.333333","0.866635","0.991696","-0.125061","0.172840","0.115123","0.057717","0.277778","0.140845","0.136933","0.500000","0.272300","0.227700","8","9"
"4x4","uct-0500-self-play","uct-0500","69","4","4.666667","1.000000","2.333333","1.000000","0.666667","1.333333","0.806873","0.974812","-0.167939","0.197531","0.123523","0.074008","0.333333","0.163043","0.170290","0.500000","0.326087","0.173913","7","9"
"4x4","uct-0500-self-play","uct-0500","70","1","0.500000","0.000000","0.000000","0.000000","0.000000","5.500000","0.785052","0.984530","-0.199479","0.209877","0.118516","0.091360","0.333333","0.146893","0.186441","0.555556","0.293785","0.261770","7","9"
"4x4","uct-0500-self-play","uct-0500","70","2","2.000000","0.000000","0.666667","0.500000","0.166667","4.000000","0.903437","0.994640","-0.091203","0.148148","0.113689","0.034459","0.222222","0.137931","0.084291","0.388889","0.266010","0.122879","8","9"
"4x4","uct-0500-self-play","uct-0500","70","3","4.000000","0.833333","2.333333","1.000000","1.000000","2.000000","0.818353","0.984513","-0.166160","0.185185","0.118266","0.066919","0.277778","0.143617","0.134161","0.500000","0.287234","0.212766","7","9"
"4x4","uct-0500-self-play","uct-0500","70","4","4.500000","1.500000","2.333333","1.000000","0.666667","1.500000","0.712465","0.982815","-0.270350","0.246914","0.119466","0.127448","0.388889","0.144578","0.244311","0.611111","0.289157","0.321954","6","9"
"4x4","uct-0500-self-play","uct-0500","71","1","1.666667","0.333333","0.833333","0.500000","0.333333","4.333333","0.733270","0.983216","-0.249946","0.222222","0.119182","0.103040","0.277778","0.150289","0.127489","0.555556","0.294798","0.260758","6","9"
"4x4","uct-0500-self-play","uct-0500","71","2","4.500000","1.666667","3.000000","1.000000","1.000000","1.500000","0.840175","0.990170","-0.149995","0.172840","0.115847","0.056993","0.277778","0.144330","0.133448","0.444444","0.283505","0.160939","7","9"
"4x4","uct-0500-self-play","uct-0500","71","3","5.166667","1.833333","3.166667","1.000000","1.000000","0.833333","0.875226","0.986822","-0.111596","0.166667","0.117503","0.049164","0.277778","0.153061","0.124717","0.444444","0.290816","0.153628","8","9"
"4x4","uct-0500-self-play","uct-0500","71","4","4.666667","1.333333","2.333333","1.000000","0.833333","1.333333","0.805123","0.977070","-0.171947","0.191358","0.122288","0.069070","0.277778","0.170455","0.107323","0.500000","0.318182","0.181818","7","9"
"4x4","uct-0500-self-play","uct-0500","72","1","2.166667","0.500000","1.000000","0.500000","0.333333","5.833333","0.736770","0.984972","-0.248202","0.222222","0.118378","0.103844","0.333333","0.142012","0.191321","0.555556","0.284024","0.271532","6","9"
"4x4","uct-0500-self-play","uct-0500","72","2","4.833333","1.166667","2.666667","1.000000","1.000000","3.166667","0.881615","0.993834","-0.112219","0.160494","0.114051","0.046443","0.222222","0.131707","0.090515","0.444444","0.263415","0.181030","8","9"
"4x4","uct-0500-self-play","uct-0500","72","3","6.500000","2.000000","4.000000","1.000000","1.000000","1.500000","0.903437","0.996264","-0.092827","0.148148","0.112930","0.035218","0.222222","0.130435","0.091787","0.388889","0.260870","0.128019","8","9"
"4x4","uct-0500-self-play","uct-0500","72","4","5.500000","1.833333","3.500000","1.000000","1.000000","2.500000","0.769338","0.987197","-0.217859","0.228395","0.117023","0.111372","0.388889","0.150259","0.238630","0.555556","0.284974","0.270581","7","9"
"4x4","uct-0500-self-play","uct-0500","73","1","1.833333","0.333333","0.833333","0.500000","0.333333","5.166667","0.785052","0.984008","-0.198956","0.185185","0.118769","0.066416","0.222222","0.154696","0.067526","0.444444","0.298343","0.146102","6","9"
"4x4","uct-0500-self-play","uct-0500","73","2","3.333333","0.833333","1.666667","1.000000","0.666667","3.666667","0.841925","0.986322","-0.144397","0.166667","0.117562","0.049104","0.222222","0.147368","0.074854","0.388889","0.289474","0.099415","7","9"
"4x4","uct-0500-self-play","uct-0500","73","3","4.000000","1.000000","2.000000","1.000000","0.666667","3.000000","0.820103","0.984265","-0.164162","0.191358","0.118475","0.072883","0.333333","0.153846","0.179487","0.500000","0.292308","0.207692","7","9"
"4x4","uct-0500-self-play","uct-0500","73","4","5.166667","1.500000","2.833333","1.000000","1.000000","1.833333","0.890207","0.979109","-0.088902","0.154321","0.121261","0.033060","0.222222","0.158192","0.064030","0.388889","0.310734","0.078154","8","9"
"4x4","uct-0500-self-play","uct-0500","74","1","1.333333","0.333333","0.666667","0.500000","0.166667","5.666667","0.833333","0.988447","-0.155114","0.172840","0.116725","0.056115","0.222222","0.142077","0.080146","0.444444","0.284153","0.160291","7","9"
"4x4","uct-0500-self-play","uct-0500","74","2","3.833333","1.000000","2.333333","1.000000","0.833333","3.166667","0.912028","0.986315","-0.074287","0.141975","0.117790","0.024185","0.166667","0.144385","0.022282","0.333333","0.288770","0.044563","8","9"
"4x4","uct-0500-self-play","uct-0500","74","3","5.666667","2.000000","3.333333","1.000000","1.000000","1.333333","0.903437","0.989774","-0.086337","0.148148","0.115982","0.032166","0.222222","0.137566","0.084656","0.388889","0.275132","0.113757","8","9"
"4x4","uct-0500-self-play","uct-0500","74","4","5.500000","1.166667","3.166667","1.000000","1.000000","1.500000","0.833333","0.983113","-0.149780","0.172840","0.119198","0.053642","0.222222","0.150000","0.072222","0.444444","0.300000","0.144444","7","9"
"4x4","uct-0500-self-play","uct-0500","75","1","1.500000","0.500000","0.833333","0.666667","0.166667","3.500000","0.826945","0.986063","-0.159118","0.179012","0.117693","0.061319","0.277778","0.145251","0.132526","0.444444","0.284916","0.159528","7","9"
"4x4","uct-0500-self-play","uct-0500","75","2","2.500000","0.333333","1.333333","1.000000","0.500000","2.500000","0.791893","0.991097","-0.199204","0.185185","0.115421","0.069765","0.277778","0.142857","0.134921","0.444444","0.280612","0.163832","6","9"
"4x4","uct-0500-self-play","uct-0500","75","3","2.500000","0.666667","1.166667","1.000000","0.333333","2.500000","0.758592","0.989545","-0.230953","0.209877","0.116083","0.093793","0.333333","0.138122","0.195212","0.500000","0.270718","0.229282","6","9"
"4x4","uct-0500-self-play","uct-0500","75","4","4.000000","1.000000","2.000000","1.000000","0.833333","1.000000","0.840175","0.978989","-0.138815","0.172840","0.121374","0.051465","0.277778","0.155689","0.122089","0.444444","0.305389","0.139055","7","9"
"4x4","uct-0500-self-play","uct-0500","76","1","1.833333","0.166667","0.500000","0.500000","0.166667","6.166667","0.721790","0.983084","-0.261295","0.234568","0.119249","0.115319","0.333333","0.150289","0.183044","0.611111","0.294798","0.316313","6","9"
"4x4","uct-0500-self-play","uct-0500","76","2","4.666667","1.333333","2.833333","1.000000","1.000000","3.333333","0.833333","0.981443","-0.148110","0.172840","0.120156","0.052684","0.222222","0.163043","0.059179","0.444444","0.309783","0.134662","7","9"
"4x4","uct-0500-self-play","uct-0500","76","3","5.000000","1.166667","2.666667","1.000000","0.833333","3.000000","0.846563","0.980896","-0.134333","0.166667","0.119708","0.046959","0.222222","0.156757","0.065465","0.444444","0.297297","0.147147","7","9"
"4x4","uct-0500-self-play","uct-0500","76","4","5.833333","1.833333","3.500000","1.000000","1.000000","2.166667","0.898798","0.972779","-0.073981","0.148148","0.123657","0.024491","0.166667","0.171429","-0.004762","0.333333","0.320000","0.013333","8","9"
"4x4","uct-0500-self-play","uct-0500","77","1","1.000000","0.166667","0.333333","0.166667","0.000000","4.000000","0.855155","0.979626","-0.124471","0.185185","0.120690","0.064496","0.333333","0.149425","0.183908","0.500000","0.298851","0.201149","8","9"
"4x4","uct-0500-self-play","uct-0500","77","2","2.833333","0.333333","1.000000","0.833333","0.333333","2.166667","0.825194","0.990700","-0.165505","0.197531","0.115574","0.081957","0.277778","0.139896","0.137881","0.555556","0.279793","0.275763","8","9"
"4x4","uct-0500-self-play","uct-0500","77","3","3.833333","1.166667","2.000000","1.000000","0.833333","1.166667","0.890207","0.977839","-0.087632","0.154321","0.121954","0.032367","0.222222","0.157303","0.064919","0.388889","0.308989","0.079900","8","9"
"4x4","uct-0500-self-play","uct-0500","77","4","3.666667","0.833333","1.833333","1.000000","0.666667","1.333333","0.859793","0.979127","-0.119334","0.160494","0.121387","0.039107","0.222222","0.173410","0.048812","0.444444","0.317919","0.126525","7","9"
"4x4","uct-0500-self-play","uct-0500","78","1","2.500000","0.333333","1.166667","0.666667","0.333333","3.500000","0.791893","0.972689","-0.180796","0.185185","0.124183","0.061002","0.277778","0.156627","0.121151","0.444444","0.313253","0.131191","6","9"
"4x4","uct-0500-self-play","uct-0500","78","2","4.000000","1.333333","2.166667","1.000000","0.666667","2.000000","0.649203","0.983032","-0.333830","0.271605","0.119117","0.152488","0.388889","0.153061","0.235828","0.666667","0.301020","0.365646","5","9"
"4x4","uct-0500-self-play","uct-0500","78","3","4.500000","0.666667","2.333333","1.000000","0.833333","1.500000","0.888456","0.973351","-0.084895","0.160494","0.123827","0.036667","0.277778","0.166667","0.111111","0.444444","0.316667","0.127778","8","9"
"4x4","uct-0500-self-play","uct-0500","78","4","4.666667","1.166667","2.500000","1.000000","1.000000","1.333333","0.840175","0.963875","-0.123700","0.172840","0.127008","0.045832","0.277778","0.164634","0.113144","0.444444","0.317073","0.127371","7","9"
"4x4","uct-0500-self-play","uct-0500","79","1","1.833333","0.500000","0.833333","0.666667","0.333333","4.166667","0.938488","0.989279","-0.050791","0.141975","0.116206","0.025769","0.222222","0.142857","0.079365","0.388889","0.280423","0.108466","9","9"
"4x4","uct-0500-self-play","uct-0500","79","2","4.666667","1.500000","2.833333","1.000000","1.000000","1.333333","0.826945","0.992543","-0.165599","0.179012","0.114628","0.064384","0.277778","0.131818","0.145960","0.444444","0.263636","0.180808","7","9"
"4x4","uct-0500-self-play","uct-0500","79","3","4.833333","1.000000","2.333333","1.000000","0.833333","1.166667","0.793643","0.991150","-0.197506","0.203704","0.115335","0.088369","0.333333","0.138249","0.195084","0.500000","0.271889","0.228111","7","9"
"4x4","uct-0500-self-play","uct-0500","79","4","5.166667","2.000000","3.166667","1.000000","1.000000","0.833333","0.938488","0.989049","-0.050561","0.141975","0.116342","0.025633","0.222222","0.143617","0.078605","0.388889","0.281915","0.106974","9","9"
"4x4","uct-0500-self-play","uct-0500","80","1","1.500000","0.500000","0.833333","0.500000","0.333333","3.500000","0.888456","0.990414","-0.101957","0.160494","0.115704","0.044790","0.277778","0.141361","0.136417","0.444444","0.277487","0.166958","8","9"
"4x4","uct-0500-self-play","uct-0500","80","2","4.333333","1.333333","2.666667","1.000000","0.833333","0.666667","0.818353","0.992449","-0.174096","0.185185","0.114656","0.070530","0.277778","0.136986","0.140791","0.500000","0.264840","0.235160","7","9"
"4x4","uct-0500-self-play","uct-0500","80","3","4.166667","1.000000","2.500000","1.000000","0.833333","0.833333","0.818353","0.987898","-0.169545","0.185185","0.116899","0.068286","0.277778","0.144928","0.132850","0.500000","0.289855","0.210145","7","9"
"4x4","uct-0500-self-play","uct-0500","80","4","3.666667","1.000000","1.500000","1.000000","0.500000","1.333333","0.755091","0.972217","-0.217126","0.209877","0.124207","0.085669","0.277778","0.162162","0.115616","0.555556","0.318919","0.236637","6","9"
"4x4","uct-0500-self-play","uct-0500","81","1","0.166667","0.000000","0.000000","0.000000","0.000000","7.833333","0.853405","0.981908","-0.128503","0.179012","0.119897","0.059115","0.277778","0.149425","0.128352","0.500000","0.298851","0.201149","8","9"
"4x4","uct-0500-self-play","uct-0500","81","2","3.333333","0.833333","1.833333","0.833333","0.666667","4.666667","0.761480","0.993280","-0.231801","0.203704","0.114280","0.089423","0.277778","0.136986","0.140791","0.500000","0.260274","0.239726","6","9"
"4x4","uct-0500-self-play","uct-0500","81","3","5.666667","1.333333","2.833333","1.000000","1.000000","2.333333","0.805123","0.995114","-0.189991","0.191358","0.113492","0.077866","0.277778","0.140845","0.136933","0.500000","0.267606","0.232394","7","9"
"4x4","uct-0500-self-play","uct-0500","81","4","7.166667","1.500000","4.166667","1.000000","1.000000","0.833333","0.960310","0.987116","-0.026806","0.129630","0.117294","0.012336","0.166667","0.157068","0.009599","0.333333","0.287958","0.045375","9","9"
"4x4","uct-0500-self-play","uct-0500","82","1","2.833333","0.500000","1.333333","0.833333","0.500000","4.166667","0.833333","0.983242","-0.149909","0.172840","0.119100","0.053739","0.222222","0.147059","0.075163","0.444444","0.288235","0.156209","7","9"
"4x4","uct-0500-self-play","uct-0500","82","2","5.833333","1.333333","3.000000","1.000000","1.000000","1.166667","0.824742","0.986273","-0.161531","0.179012","0.117513","0.061499","0.222222","0.151042","0.071181","0.444444","0.286458","0.157986","7","9"
"4x4","uct-0500-self-play","uct-0500","82","3","5.500000","1.833333","3.166667","1.000000","1.000000","1.500000","0.890207","0.975416","-0.085209","0.179012","0.122921","0.056091","0.333333","0.169492","0.163842","0.500000","0.316384","0.183616","9","9"
"4x4","uct-0500-self-play","uct-0500","82","4","5.666667","2.000000","3.333333","1.000000","1.000000","1.333333","0.853405","0.984713","-0.131309","0.179012","0.118684","0.060328","0.277778","0.161290","0.116487","0.500000","0.306452","0.193548","8","9"
"4x4","uct-0500-self-play","uct-0500","83","1","1.333333","0.166667","0.500000","0.333333","0.000000","4.666667","0.901686","0.984565","-0.082879","0.166667","0.118636","0.048031","0.277778","0.153005","0.124772","0.500000","0.295082","0.204918","9","9"
"4x4","uct-0500-self-play","uct-0500","83","2","4.166667","1.000000","2.166667","1.000000","0.833333","1.833333","0.875226","0.991877","-0.116650","0.166667","0.115077","0.051590","0.277778","0.141509","0.136268","0.444444","0.278302","0.166143","8","9"
"4x4","uct-0500-self-play","uct-0500","83","3","4.000000","1.500000","2.666667","1.000000","1.000000","2.000000","0.875226","0.985715","-0.110489","0.166667","0.117979","0.048688","0.277778","0.148515","0.129263","0.444444","0.297030","0.147415","8","9"
"4x4","uct-0500-self-play","uct-0500","83","4","5.333333","1.666667","3.000000","1.000000","1.000000","0.666667","0.916667","0.983721","-0.067054","0.141975","0.119065","0.022910","0.222222","0.162162","0.060060","0.388889","0.308108","0.080781","8","9"
"4x4","uct-0500-self-play","uct-0500","84","1","1.333333","0.166667","0.666667","0.333333","0.166667","3.666667","0.755091","0.985770","-0.230678","0.209877","0.117962","0.091914","0.277778","0.147727","0.130051","0.555556","0.289773","0.265783","6","9"
"4x4","uct-0500-self-play","uct-0500","84","2","3.000000","0.666667","1.333333","1.000000","0.333333","2.000000","0.770071","0.984085","-0.214013","0.197531","0.118557","0.078974","0.277778","0.154639","0.123139","0.500000","0.293814","0.206186","6","9"
"4x4","uct-0500-self-play","uct-0500","84","3","4.000000","1.333333","2.500000","1.000000","1.000000","1.000000","0.798282","0.979308","-0.181026","0.203704","0.120701","0.083002","0.333333","0.162162","0.171171","0.555556","0.297297","0.258258","7","9"
"4x4","uct-0500-self-play","uct-0500","84","4","3.500000","1.166667","1.666667","1.000000","0.666667","1.500000","0.698218","0.984919","-0.286702","0.339506","0.118172","0.221334","0.555556","0.139535","0.416021","0.666667","0.279070","0.387597","8","9"
"4x4","uct-0500-self-play","uct-0500","85","1","0.166667","0.000000","0.000000","0.000000","0.000000","5.833333","0.863747","0.984250","-0.120504","0.154321","0.118830","0.035491","0.166667","0.143646","0.023020","0.333333","0.287293","0.046041","7","9"
"4x4","uct-0500-self-play","uct-0500","85","2","2.666667","0.333333","1.166667","1.000000","0.166667","3.333333","0.855155","0.992157","-0.137002","0.185185","0.114939","0.070247","0.333333","0.144928","0.188406","0.500000","0.275362","0.224638","8","9"
"4x4","uct-0500-self-play","uct-0500","85","3","4.333333","1.333333","2.500000","1.000000","0.833333","1.666667","0.831583","0.988872","-0.157289","0.179012","0.116636","0.062376","0.277778","0.157068","0.120710","0.500000","0.293194","0.206806","7","9"
"4x4","uct-0500-self-play","uct-0500","85","4","5.333333","1.500000","3.000000","1.000000","1.000000","0.666667","0.790143","0.980592","-0.190449","0.203704","0.119804","0.083900","0.277778","0.142857","0.134921","0.555556","0.280000","0.275556","7","9"
"4x4","uct-0500-self-play","uct-0500","86","1","0.833333","0.000000","0.166667","0.000000","0.000000","5.166667","0.712465","0.980069","-0.267604","0.246914","0.120755","0.126159","0.388889","0.157303","0.231586","0.611111","0.303371","0.307740","6","9"
"4x4","uct-0500-self-play","uct-0500","86","2","1.333333","0.333333","0.666667","0.333333","0.000000","4.666667","0.903437","0.990423","-0.086987","0.148148","0.115634","0.032514","0.222222","0.139175","0.083047","0.388889","0.273196","0.115693","8","9"
"4x4","uct-0500-self-play","uct-0500","86","3","3.500000","1.000000","1.833333","1.000000","0.666667","2.500000","0.903437","0.991549","-0.088112","0.172840","0.115291","0.057549","0.333333","0.142105","0.191228","0.444444","0.284211","0.160234","9","9"
"4x4","uct-0500-self-play","uct-0500","86","4","5.166667","2.000000","3.333333","1.000000","1.000000","0.833333","0.916667","0.984397","-0.067730","0.141975","0.118679","0.023296","0.222222","0.163043","0.059179","0.388889","0.298913","0.089976","8","9"
"4x4","uct-0500-self-play","uct-0500","87","1","2.166667","0.500000","0.833333","0.666667","0.333333","3.833333","0.806873","0.982390","-0.175516","0.197531","0.119673","0.077857","0.333333","0.154286","0.179048","0.500000","0.302857","0.197143","7","9"
"4x4","uct-0500-self-play","uct-0500","87","2","3.333333","0.166667","1.333333","1.000000","0.333333","2.666667","0.770071","0.989083","-0.219012","0.197531","0.116266","0.081265","0.277778","0.148718","0.129060","0.500000","0.287179","0.212821","6","9"
"4x4","uct-0500-self-play","uct-0500","87","3","3.333333","1.166667","2.000000","1.000000","0.833333","2.666667","0.798282","0.983094","-0.184812","0.203704","0.119220","0.084484","0.333333","0.160428","0.172906","0.555556","0.299465","0.256090","7","9"
"4x4","uct-0500-self-play","uct-0500","87","4","4.833333","1.333333","2.833333","1.000000","1.000000","1.166667","0.910278","0.966222","-0.055944","0.160494","0.125801","0.034693","0.277778","0.159763","0.118014","0.444444","0.307692","0.136752","9","9"
"4x4","uct-0500-self-play","uct-0500","88","1","2.000000","0.500000","1.000000","0.666667","0.500000","4.000000","0.818353","0.988794","-0.170441","0.185185","0.116669","0.068516","0.277778","0.151351","0.126426","0.500000","0.291892","0.208108","7","9"
"4x4","uct-0500-self-play","uct-0500","88","2","4.500000","1.333333","2.666667","1.000000","1.000000","1.500000","0.890207","0.992591","-0.102384","0.154321","0.114772","0.039549","0.222222","0.146597","0.075625","0.388889","0.277487","0.111402","8","9"
"4x4","uct-0500-self-play","uct-0500","88","3","3.666667","1.000000","2.000000","1.000000","0.833333","2.333333","0.750000","0.987992","-0.237992","0.216049","0.116892","0.099157","0.333333","0.145161","0.188172","0.555556","0.284946","0.270609","6","9"
"4x4","uct-0500-self-play","uct-0500","88","4","5.000000","1.333333","3.000000","1.000000","1.000000","1.000000","0.973540","0.977079","-0.003539","0.123457","0.122442","0.001015","0.166667","0.162651","0.004016","0.333333","0.325301","0.008032","9","9"
"4x4","uct-0500-self-play","uct-0500","89","1","3.000000","0.166667","1.333333","0.666667","0.500000","3.000000","0.855155","0.991276","-0.136121","0.160494","0.115291","0.045203","0.222222","0.142105","0.080117","0.388889","0.278947","0.109942","7","9"
"4x4","uct-0500-self-play","uct-0500","89","2","4.333333","1.333333","2.500000","1.000000","1.000000","1.666667","0.853405","0.990642","-0.137237","0.166667","0.115406","0.051260","0.277778","0.136986","0.140791","0.444444","0.273973","0.170472","7","9"
