"board","experiment_id","search_level","game_index","late_objective_placements","target_state_changed_rate","local_lead_changed_rate","contributes_to_securing_rate","global_comparison_changed_rate","global_outcome_still_mutable_rate","region_outcome_fixed_before_rate"
"3x3","3x3-uct-0500","uct-0500","43","4","0.750000","0.250000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","44","10","0.800000","0.200000","0.400000","0.100000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","45","7","0.857143","0.428571","0.428571","0.142857","0.857143","0.000000"
"3x3","3x3-uct-0500","uct-0500","46","10","0.900000","0.300000","0.500000","0.200000","0.900000","0.100000"
"3x3","3x3-uct-0500","uct-0500","47","8","0.750000","0.125000","0.625000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","48","9","0.888889","0.444444","0.444444","0.222222","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","49","8","0.875000","0.500000","0.250000","0.500000","0.875000","0.125000"
"3x3","3x3-uct-0500","uct-0500","50","5","0.800000","0.200000","0.600000","0.200000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","51","7","0.714286","0.428571","0.142857","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","52","4","1.000000","0.750000","0.250000","0.000000","0.750000","0.000000"
"3x3","3x3-uct-0500","uct-0500","53","6","0.500000","0.166667","0.333333","0.166667","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","54","6","1.000000","0.500000","0.666667","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","55","5","1.000000","0.800000","0.200000","0.200000","1.000000","0.200000"
"3x3","3x3-uct-0500","uct-0500","56","6","0.666667","0.333333","0.333333","0.166667","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","57","7","1.000000","0.571429","0.142857","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","58","8","0.875000","0.375000","0.375000","0.000000","1.000000","0.125000"
"3x3","3x3-uct-0500","uct-0500","59","7","1.000000","0.285714","0.428571","0.142857","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","60","9","1.000000","0.333333","0.444444","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","61","9","1.000000","0.333333","0.666667","0.111111","1.000000","0.222222"
"3x3","3x3-uct-0500","uct-0500","62","7","0.857143","0.285714","0.571429","0.142857","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","63","6","0.666667","0.166667","0.500000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","64","9","0.888889","0.222222","0.555556","0.111111","1.000000","0.111111"
"3x3","3x3-uct-0500","uct-0500","65","5","0.400000","0.000000","0.200000","0.400000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","66","8","0.625000","0.250000","0.250000","0.375000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","67","9","0.777778","0.333333","0.333333","0.333333","1.000000","0.111111"
"3x3","3x3-uct-0500","uct-0500","68","8","0.625000","0.125000","0.500000","0.000000","0.875000","0.000000"
"3x3","3x3-uct-0500","uct-0500","69","4","1.000000","0.500000","0.500000","0.250000","1.000000","0.250000"
"3x3","3x3-uct-0500","uct-0500","70","8","1.000000","0.500000","0.500000","0.250000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","71","7","0.428571","0.142857","0.285714","0.000000","0.857143","0.000000"
"3x3","3x3-uct-0500","uct-0500","72","8","1.000000","0.500000","0.500000","0.125000","0.875000","0.000000"
"3x3","3x3-uct-0500","uct-0500","73","6","1.000000","0.166667","0.666667","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","74","6","0.500000","0.166667","0.166667","0.166667","0.833333","0.000000"
"3x3","3x3-uct-0500","uct-0500","75","9","0.888889","0.333333","0.555556","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","76","7","0.857143","0.571429","0.285714","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","77","7","0.571429","0.285714","0.142857","0.000000","0.857143","0.142857"
"3x3","3x3-uct-0500","uct-0500","78","6","0.833333","0.000000","0.833333","0.166667","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","79","7","0.714286","0.285714","0.142857","0.285714","0.714286","0.285714"
"3x3","3x3-uct-0500","uct-0500","80","10","0.800000","0.400000","0.300000","0.100000","1.000000","0.100000"
"3x3","3x3-uct-0500","uct-0500","81","5","0.600000","0.200000","0.400000","0.200000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","82","7","0.714286","0.285714","0.571429","0.285714","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","83","8","1.000000","0.375000","0.375000","0.125000","0.875000","0.000000"
"3x3","3x3-uct-0500","uct-0500","84","10","1.000000","0.400000","0.500000","0.200000","0.900000","0.100000"
"3x3","3x3-uct-0500","uct-0500","85","8","0.875000","0.500000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","86","7","0.857143","0.428571","0.428571","0.142857","0.857143","0.142857"
"3x3","3x3-uct-0500","uct-0500","87","6","0.833333","0.166667","0.666667","0.166667","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","88","9","0.666667","0.222222","0.333333","0.444444","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","89","7","1.000000","0.142857","0.857143","0.428571","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","90","11","1.000000","0.545455","0.454545","0.181818","1.000000","0.181818"
"3x3","3x3-uct-0500","uct-0500","91","8","1.000000","0.375000","0.375000","0.000000","0.875000","0.000000"
"3x3","3x3-uct-0500","uct-0500","92","9","0.777778","0.222222","0.444444","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","93","9","0.777778","0.444444","0.111111","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","94","6","1.000000","0.333333","0.333333","0.333333","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","95","3","0.666667","0.333333","0.333333","0.000000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","96","8","1.000000","0.250000","0.500000","0.250000","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","97","8","0.750000","0.125000","0.500000","0.250000","1.000000","0.125000"
"3x3","3x3-uct-0500","uct-0500","98","9","1.000000","0.555556","0.444444","0.333333","1.000000","0.000000"
"3x3","3x3-uct-0500","uct-0500","99","7","1.000000","0.428571","0.714286","0.000000","0.857143","0.000000"
"3x3","3x3-uct-0500","uct-0500","100","6","0.833333","0.166667","0.666667","0.000000","1.000000","0.166667"
"3x3","3x3-uct-1000","uct-1000","1","5","1.000000","0.400000","0.600000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","2","9","0.777778","0.444444","0.333333","0.333333","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","3","5","0.800000","0.200000","0.600000","0.000000","1.000000","0.200000"
"3x3","3x3-uct-1000","uct-1000","4","4","1.000000","0.500000","0.500000","0.000000","0.750000","0.000000"
"3x3","3x3-uct-1000","uct-1000","5","6","0.666667","0.000000","0.666667","0.000000","1.000000","0.333333"
"3x3","3x3-uct-1000","uct-1000","6","8","1.000000","0.500000","0.375000","0.375000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","7","4","0.500000","0.250000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","8","4","0.750000","0.500000","0.250000","0.000000","1.000000","0.250000"
"3x3","3x3-uct-1000","uct-1000","9","11","0.818182","0.272727","0.363636","0.090909","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","10","7","0.571429","0.285714","0.285714","0.285714","1.000000","0.285714"
"3x3","3x3-uct-1000","uct-1000","11","5","1.000000","0.800000","0.200000","0.000000","0.800000","0.000000"
"3x3","3x3-uct-1000","uct-1000","12","6","0.833333","0.166667","0.666667","0.000000","0.833333","0.000000"
"3x3","3x3-uct-1000","uct-1000","13","5","1.000000","0.400000","0.600000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","14","8","0.750000","0.500000","0.375000","0.125000","0.875000","0.000000"
"3x3","3x3-uct-1000","uct-1000","15","8","0.875000","0.375000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","16","4","0.500000","0.000000","0.500000","0.000000","0.750000","0.250000"
"3x3","3x3-uct-1000","uct-1000","17","10","0.800000","0.300000","0.300000","0.400000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","18","8","0.750000","0.375000","0.500000","0.125000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","19","7","0.857143","0.571429","0.571429","0.285714","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","20","7","0.714286","0.285714","0.428571","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","21","3","0.666667","0.000000","0.666667","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","22","4","1.000000","0.500000","0.750000","0.250000","0.500000","0.000000"
"3x3","3x3-uct-1000","uct-1000","23","8","1.000000","0.375000","0.500000","0.375000","0.875000","0.000000"
"3x3","3x3-uct-1000","uct-1000","24","1","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","25","7","0.857143","0.428571","0.428571","0.000000","1.000000","0.142857"
"3x3","3x3-uct-1000","uct-1000","26","4","1.000000","0.500000","0.500000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","27","4","0.750000","0.250000","0.750000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","28","9","0.666667","0.111111","0.444444","0.111111","0.888889","0.111111"
"3x3","3x3-uct-1000","uct-1000","29","9","0.777778","0.222222","0.444444","0.111111","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","30","7","0.571429","0.285714","0.285714","0.000000","1.000000","0.285714"
"3x3","3x3-uct-1000","uct-1000","31","5","0.600000","0.400000","0.200000","0.000000","1.000000","0.200000"
"3x3","3x3-uct-1000","uct-1000","32","5","0.800000","0.600000","0.200000","0.000000","0.600000","0.200000"
"3x3","3x3-uct-1000","uct-1000","33","7","0.857143","0.571429","0.142857","0.000000","0.857143","0.000000"
"3x3","3x3-uct-1000","uct-1000","34","10","1.000000","0.600000","0.100000","0.300000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","35","5","0.800000","0.600000","0.200000","0.000000","0.800000","0.200000"
"3x3","3x3-uct-1000","uct-1000","36","8","0.875000","0.625000","0.250000","0.250000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","37","7","0.571429","0.285714","0.285714","0.285714","0.857143","0.142857"
"3x3","3x3-uct-1000","uct-1000","38","7","1.000000","0.428571","0.428571","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","39","5","1.000000","0.400000","0.000000","0.000000","0.800000","0.000000"
"3x3","3x3-uct-1000","uct-1000","40","4","1.000000","0.250000","0.500000","0.250000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","41","6","0.833333","0.166667","0.500000","0.333333","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","42","11","1.000000","0.454545","0.272727","0.363636","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","43","8","0.750000","0.375000","0.125000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","44","4","1.000000","0.500000","0.500000","0.000000","0.750000","0.000000"
"3x3","3x3-uct-1000","uct-1000","45","8","0.625000","0.250000","0.375000","0.000000","0.875000","0.000000"
"3x3","3x3-uct-1000","uct-1000","46","10","1.000000","0.500000","0.300000","0.100000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","47","7","0.857143","0.142857","0.714286","0.000000","1.000000","0.285714"
"3x3","3x3-uct-1000","uct-1000","48","6","1.000000","0.500000","0.333333","0.333333","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","49","12","0.916667","0.416667","0.166667","0.083333","1.000000","0.083333"
"3x3","3x3-uct-1000","uct-1000","50","5","1.000000","0.400000","0.600000","0.200000","1.000000","0.400000"
"3x3","3x3-uct-1000","uct-1000","51","8","0.875000","0.375000","0.500000","0.125000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","52","10","0.800000","0.200000","0.400000","0.200000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","53","5","0.800000","0.200000","0.600000","0.200000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","54","6","1.000000","0.500000","0.500000","0.166667","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","55","5","0.600000","0.200000","0.600000","0.200000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","56","5","0.600000","0.000000","0.600000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","57","10","1.000000","0.300000","0.500000","0.200000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","58","3","0.666667","0.333333","0.333333","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","59","8","0.875000","0.500000","0.375000","0.375000","0.875000","0.000000"
"3x3","3x3-uct-1000","uct-1000","60","8","1.000000","0.625000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","61","7","1.000000","0.142857","0.428571","0.000000","1.000000","0.142857"
"3x3","3x3-uct-1000","uct-1000","62","7","0.857143","0.571429","0.000000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","63","9","0.777778","0.555556","0.111111","0.444444","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","64","6","0.500000","0.166667","0.166667","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","65","8","0.750000","0.250000","0.375000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","66","8","0.625000","0.125000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","67","8","1.000000","0.500000","0.500000","0.375000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","68","8","0.750000","0.250000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","69","5","0.600000","0.400000","0.200000","0.600000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","70","4","0.500000","0.000000","0.500000","0.250000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","71","6","0.833333","0.333333","0.333333","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","72","5","1.000000","0.400000","0.400000","0.000000","0.800000","0.200000"
"3x3","3x3-uct-1000","uct-1000","73","4","0.500000","0.250000","0.250000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","74","6","0.833333","0.333333","0.500000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","75","3","0.333333","0.000000","0.333333","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","76","8","0.875000","0.125000","0.750000","0.250000","1.000000","0.125000"
"3x3","3x3-uct-1000","uct-1000","77","10","1.000000","0.200000","0.700000","0.100000","1.000000","0.100000"
"3x3","3x3-uct-1000","uct-1000","78","7","0.571429","0.285714","0.285714","0.000000","0.857143","0.000000"
"3x3","3x3-uct-1000","uct-1000","79","9","0.777778","0.333333","0.333333","0.222222","0.888889","0.000000"
"3x3","3x3-uct-1000","uct-1000","80","5","0.800000","0.600000","0.000000","0.000000","0.800000","0.000000"
"3x3","3x3-uct-1000","uct-1000","81","9","0.777778","0.444444","0.222222","0.000000","0.888889","0.000000"
"3x3","3x3-uct-1000","uct-1000","82","6","0.666667","0.333333","0.333333","0.666667","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","83","12","0.916667","0.416667","0.416667","0.416667","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","84","2","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","85","6","1.000000","0.166667","0.666667","0.333333","1.000000","0.166667"
"3x3","3x3-uct-1000","uct-1000","86","4","0.750000","0.000000","0.750000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","87","2","1.000000","0.500000","0.500000","0.500000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","88","7","1.000000","0.571429","0.285714","0.000000","0.857143","0.000000"
"3x3","3x3-uct-1000","uct-1000","89","7","0.714286","0.142857","0.428571","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","90","6","1.000000","0.333333","0.666667","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","91","7","0.857143","0.428571","0.285714","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","92","10","1.000000","0.600000","0.300000","0.200000","1.000000","0.100000"
"3x3","3x3-uct-1000","uct-1000","93","6","0.833333","0.166667","0.333333","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","94","4","0.750000","0.000000","0.750000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","95","11","0.818182","0.454545","0.363636","0.454545","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","96","4","1.000000","0.250000","0.750000","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","97","3","0.666667","0.333333","0.333333","0.000000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","98","6","0.833333","0.166667","0.500000","0.666667","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","99","10","0.900000","0.300000","0.500000","0.400000","1.000000","0.000000"
"3x3","3x3-uct-1000","uct-1000","100","4","0.750000","0.500000","0.250000","0.000000","1.000000","0.250000"
"4x4","seeded-random-self-play","seeded-random","1","10","1.000000","0.500000","0.000000","0.000000","0.700000","0.100000"
"4x4","seeded-random-self-play","seeded-random","2","9","0.555556","0.222222","0.111111","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","3","9","0.888889","0.111111","0.111111","0.000000","0.666667","0.222222"
"4x4","seeded-random-self-play","seeded-random","4","8","0.750000","0.125000","0.125000","0.000000","0.875000","0.125000"
"4x4","seeded-random-self-play","seeded-random","5","6","0.833333","0.166667","0.000000","0.000000","0.833333","0.333333"
"4x4","seeded-random-self-play","seeded-random","6","8","0.625000","0.375000","0.125000","0.000000","0.750000","0.250000"
"4x4","seeded-random-self-play","seeded-random","7","10","0.700000","0.300000","0.200000","0.200000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","8","9","0.888889","0.444444","0.000000","0.333333","1.000000","0.111111"
"4x4","seeded-random-self-play","seeded-random","9","9","0.666667","0.555556","0.000000","0.000000","0.888889","0.000000"
"4x4","seeded-random-self-play","seeded-random","10","4","0.500000","0.000000","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","11","6","0.833333","0.333333","0.166667","0.166667","1.000000","0.166667"
"4x4","seeded-random-self-play","seeded-random","12","12","0.666667","0.333333","0.250000","0.083333","1.000000","0.250000"
"4x4","seeded-random-self-play","seeded-random","13","7","1.000000","0.571429","0.142857","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","14","7","1.000000","0.571429","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","15","7","0.857143","0.142857","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","16","7","0.857143","0.428571","0.000000","0.000000","1.000000","0.142857"
"4x4","seeded-random-self-play","seeded-random","17","5","0.600000","0.200000","0.000000","0.000000","0.800000","0.000000"
"4x4","seeded-random-self-play","seeded-random","18","7","0.571429","0.000000","0.142857","0.000000","1.000000","0.142857"
"4x4","seeded-random-self-play","seeded-random","19","10","0.800000","0.400000","0.200000","0.100000","0.800000","0.200000"
"4x4","seeded-random-self-play","seeded-random","20","9","0.555556","0.111111","0.111111","0.000000","0.777778","0.222222"
"4x4","seeded-random-self-play","seeded-random","21","6","0.666667","0.500000","0.000000","0.000000","0.833333","0.000000"
"4x4","seeded-random-self-play","seeded-random","22","7","0.857143","0.571429","0.142857","0.000000","0.857143","0.000000"
"4x4","seeded-random-self-play","seeded-random","23","7","0.857143","0.285714","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","24","5","1.000000","0.400000","0.200000","0.200000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","25","10","0.600000","0.400000","0.100000","0.000000","0.900000","0.100000"
"4x4","seeded-random-self-play","seeded-random","26","8","0.500000","0.250000","0.125000","0.000000","0.750000","0.250000"
"4x4","seeded-random-self-play","seeded-random","27","9","0.666667","0.333333","0.111111","0.000000","0.777778","0.111111"
"4x4","seeded-random-self-play","seeded-random","28","8","0.500000","0.250000","0.125000","0.000000","0.625000","0.125000"
"4x4","seeded-random-self-play","seeded-random","29","3","0.666667","0.333333","0.000000","0.000000","0.666667","0.000000"
"4x4","seeded-random-self-play","seeded-random","30","3","1.000000","0.666667","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","31","9","0.666667","0.555556","0.222222","0.111111","0.888889","0.000000"
"4x4","seeded-random-self-play","seeded-random","32","7","0.857143","0.000000","0.142857","0.000000","1.000000","0.285714"
"4x4","seeded-random-self-play","seeded-random","33","7","0.857143","0.571429","0.000000","0.000000","1.000000","0.285714"
"4x4","seeded-random-self-play","seeded-random","34","9","0.555556","0.666667","0.000000","0.000000","1.000000","0.111111"
"4x4","seeded-random-self-play","seeded-random","35","6","0.833333","0.500000","0.166667","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","36","4","0.750000","0.250000","0.000000","0.000000","1.000000","0.250000"
"4x4","seeded-random-self-play","seeded-random","37","7","0.714286","0.142857","0.285714","0.000000","0.714286","0.285714"
"4x4","seeded-random-self-play","seeded-random","38","7","0.857143","0.285714","0.000000","0.142857","0.714286","0.142857"
"4x4","seeded-random-self-play","seeded-random","39","8","1.000000","0.625000","0.000000","0.000000","1.000000","0.125000"
"4x4","seeded-random-self-play","seeded-random","40","8","0.750000","0.125000","0.250000","0.000000","0.625000","0.000000"
"4x4","seeded-random-self-play","seeded-random","41","11","0.636364","0.272727","0.090909","0.000000","0.727273","0.181818"
"4x4","seeded-random-self-play","seeded-random","42","8","0.375000","0.000000","0.125000","0.000000","0.750000","0.125000"
"4x4","seeded-random-self-play","seeded-random","43","5","0.800000","0.400000","0.000000","0.000000","0.600000","0.000000"
"4x4","seeded-random-self-play","seeded-random","44","10","0.700000","0.200000","0.100000","0.100000","1.000000","0.300000"
"4x4","seeded-random-self-play","seeded-random","45","4","0.750000","0.500000","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","46","11","0.636364","0.454545","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","47","3","1.000000","0.333333","0.333333","0.000000","0.666667","0.333333"
"4x4","seeded-random-self-play","seeded-random","48","11","0.727273","0.181818","0.181818","0.090909","0.909091","0.090909"
"4x4","seeded-random-self-play","seeded-random","49","8","0.625000","0.250000","0.250000","0.000000","0.875000","0.125000"
"4x4","seeded-random-self-play","seeded-random","50","6","0.833333","0.333333","0.166667","0.000000","1.000000","0.166667"
"4x4","seeded-random-self-play","seeded-random","51","10","0.700000","0.100000","0.200000","0.100000","0.900000","0.100000"
"4x4","seeded-random-self-play","seeded-random","52","11","0.818182","0.636364","0.090909","0.363636","1.000000","0.090909"
"4x4","seeded-random-self-play","seeded-random","53","8","0.750000","0.250000","0.125000","0.000000","0.750000","0.125000"
"4x4","seeded-random-self-play","seeded-random","54","8","0.875000","0.625000","0.000000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","55","8","0.375000","0.125000","0.125000","0.000000","0.875000","0.250000"
"4x4","seeded-random-self-play","seeded-random","56","5","0.600000","0.400000","0.200000","0.200000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","57","8","0.625000","0.375000","0.000000","0.125000","1.000000","0.125000"
"4x4","seeded-random-self-play","seeded-random","58","6","0.500000","0.166667","0.000000","0.000000","0.833333","0.166667"
"4x4","seeded-random-self-play","seeded-random","59","7","0.571429","0.285714","0.000000","0.000000","1.000000","0.142857"
"4x4","seeded-random-self-play","seeded-random","60","11","0.454545","0.272727","0.181818","0.090909","1.000000","0.181818"
"4x4","seeded-random-self-play","seeded-random","61","9","0.666667","0.444444","0.000000","0.333333","1.000000","0.111111"
"4x4","seeded-random-self-play","seeded-random","62","7","0.428571","0.285714","0.142857","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","63","5","0.600000","0.200000","0.000000","0.000000","1.000000","0.200000"
"4x4","seeded-random-self-play","seeded-random","64","11","0.818182","0.363636","0.181818","0.181818","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","65","8","1.000000","0.500000","0.125000","0.125000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","66","6","0.666667","0.000000","0.500000","0.000000","0.333333","0.333333"
"4x4","seeded-random-self-play","seeded-random","67","9","1.000000","0.333333","0.222222","0.333333","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","68","8","0.625000","0.250000","0.125000","0.000000","0.875000","0.000000"
"4x4","seeded-random-self-play","seeded-random","69","8","0.750000","0.250000","0.375000","0.000000","1.000000","0.125000"
"4x4","seeded-random-self-play","seeded-random","70","8","0.625000","0.250000","0.125000","0.125000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","71","5","1.000000","0.600000","0.400000","0.200000","1.000000","0.200000"
"4x4","seeded-random-self-play","seeded-random","72","5","0.800000","0.200000","0.400000","0.200000","1.000000","0.200000"
"4x4","seeded-random-self-play","seeded-random","73","10","0.500000","0.400000","0.400000","0.000000","1.000000","0.100000"
"4x4","seeded-random-self-play","seeded-random","74","8","0.750000","0.500000","0.000000","0.000000","0.875000","0.125000"
"4x4","seeded-random-self-play","seeded-random","75","8","0.625000","0.125000","0.250000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","76","6","1.000000","0.500000","0.166667","0.166667","0.833333","0.166667"
"4x4","seeded-random-self-play","seeded-random","77","7","0.857143","0.142857","0.428571","0.142857","1.000000","0.285714"
"4x4","seeded-random-self-play","seeded-random","78","5","0.600000","0.800000","0.000000","0.000000","0.400000","0.000000"
"4x4","seeded-random-self-play","seeded-random","79","7","0.714286","0.428571","0.428571","0.000000","0.857143","0.000000"
"4x4","seeded-random-self-play","seeded-random","80","9","0.444444","0.333333","0.111111","0.000000","0.888889","0.111111"
"4x4","seeded-random-self-play","seeded-random","81","10","1.000000","0.400000","0.300000","0.100000","0.900000","0.100000"
"4x4","seeded-random-self-play","seeded-random","82","11","0.454545","0.272727","0.181818","0.090909","0.909091","0.090909"
"4x4","seeded-random-self-play","seeded-random","83","7","0.714286","0.285714","0.142857","0.000000","0.714286","0.142857"
"4x4","seeded-random-self-play","seeded-random","84","7","0.428571","0.142857","0.000000","0.000000","1.000000","0.142857"
"4x4","seeded-random-self-play","seeded-random","85","4","0.500000","0.250000","0.000000","0.000000","1.000000","0.250000"
"4x4","seeded-random-self-play","seeded-random","86","5","0.400000","0.000000","0.200000","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","87","9","0.666667","0.222222","0.111111","0.333333","0.888889","0.222222"
"4x4","seeded-random-self-play","seeded-random","88","9","0.666667","0.444444","0.111111","0.000000","1.000000","0.000000"
"4x4","seeded-random-self-play","seeded-random","89","8","0.875000","0.125000","0.250000","0.000000","0.750000","0.375000"
"4x4","seeded-random-self-play","seeded-random","90","9","0.666667","0.222222","0.111111","0.111111","0.777778","0.111111"
