"board","search_level","band","metric","games","value","ci_low","ci_high","primary"
"4x4","seeded-random","1","entropy_gap","100","-0.129565","-0.142462","-0.115358","false"
"4x4","seeded-random","1","placement_hhi","100","0.174383","0.168086","0.181358","false"
"4x4","seeded-random","1","opportunity_hhi","100","0.120760","0.120236","0.121270","false"
"4x4","seeded-random","1","hhi_gap","100","0.053623","0.047482","0.060884","false"
"4x4","seeded-random","1","placement_largest_share","100","0.256111","0.243889","0.268889","false"
"4x4","seeded-random","1","opportunity_largest_share","100","0.152548","0.151407","0.153616","false"
"4x4","seeded-random","1","largest_share_gap","100","0.103563","0.091653","0.115803","false"
"4x4","seeded-random","1","placement_top_two_share","100","0.451111","0.435555","0.467222","false"
"4x4","seeded-random","1","opportunity_top_two_share","100","0.299739","0.297873","0.301628","false"
"4x4","seeded-random","1","top_two_share_gap","100","0.151372","0.136446","0.166682","false"
"4x4","seeded-random","1","placement_regions","100","7.470000","7.290000","7.650000","false"
"4x4","seeded-random","1","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","seeded-random","2","mean_active_fronts","100","4.353333","4.165000","4.543333","false"
"4x4","seeded-random","2","mean_dormant_fronts","100","1.236667","1.158333","1.318333","false"
"4x4","seeded-random","2","mean_backlog","100","2.465000","2.335000","2.593333","false"
"4x4","seeded-random","2","multi_active_turn_rate","100","0.983333","0.961667","0.998333","false"
"4x4","seeded-random","2","multi_unattended_turn_rate","100","0.830000","0.786667","0.871667","false"
"4x4","seeded-random","2","decline_from_game_peak","100","2.756667","2.565000","2.953333","false"
"4x4","seeded-random","2","placement_entropy","100","0.878515","0.867784","0.888667","false"
"4x4","seeded-random","2","opportunity_entropy","100","0.991262","0.990635","0.991853","false"
"4x4","seeded-random","2","entropy_gap","100","-0.112747","-0.122976","-0.102271","false"
"4x4","seeded-random","2","placement_hhi","100","0.162222","0.157963","0.166975","false"
"4x4","seeded-random","2","opportunity_hhi","100","0.115298","0.114992","0.115585","false"
"4x4","seeded-random","2","hhi_gap","100","0.046925","0.042629","0.051451","false"
"4x4","seeded-random","2","placement_largest_share","100","0.241111","0.232222","0.250555","false"
"4x4","seeded-random","2","opportunity_largest_share","100","0.140110","0.138958","0.141272","false"
"4x4","seeded-random","2","largest_share_gap","100","0.101001","0.091709","0.110386","false"
"4x4","seeded-random","2","placement_top_two_share","100","0.431111","0.418333","0.444444","false"
"4x4","seeded-random","2","opportunity_top_two_share","100","0.274707","0.272538","0.276784","false"
"4x4","seeded-random","2","top_two_share_gap","100","0.156404","0.142443","0.169954","false"
"4x4","seeded-random","2","placement_regions","100","7.880000","7.730000","8.040000","false"
"4x4","seeded-random","2","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","seeded-random","3","mean_active_fronts","100","5.345000","5.151667","5.530000","false"
"4x4","seeded-random","3","mean_dormant_fronts","100","1.615000","1.523333","1.703333","false"
"4x4","seeded-random","3","mean_backlog","100","3.108333","2.971667","3.231667","false"
"4x4","seeded-random","3","multi_active_turn_rate","100","0.998333","0.995000","1.000000","false"
"4x4","seeded-random","3","multi_unattended_turn_rate","100","0.933333","0.903333","0.958333","false"
"4x4","seeded-random","3","decline_from_game_peak","100","1.765000","1.623333","1.913333","false"
"4x4","seeded-random","3","placement_entropy","100","0.881259","0.870986","0.891100","false"
"4x4","seeded-random","3","opportunity_entropy","100","0.992353","0.991601","0.993024","false"
"4x4","seeded-random","3","entropy_gap","100","-0.111094","-0.121365","-0.100671","false"
"4x4","seeded-random","3","placement_hhi","100","0.161235","0.156790","0.166235","false"
"4x4","seeded-random","3","opportunity_hhi","100","0.114744","0.114432","0.115057","false"
"4x4","seeded-random","3","hhi_gap","100","0.046490","0.041808","0.051377","false"
"4x4","seeded-random","3","placement_largest_share","100","0.239444","0.229444","0.250556","false"
"4x4","seeded-random","3","opportunity_largest_share","100","0.138281","0.137109","0.139534","false"
"4x4","seeded-random","3","largest_share_gap","100","0.101164","0.090292","0.111988","false"
"4x4","seeded-random","3","placement_top_two_share","100","0.420555","0.408333","0.433889","false"
"4x4","seeded-random","3","opportunity_top_two_share","100","0.271110","0.269043","0.273238","false"
"4x4","seeded-random","3","top_two_share_gap","100","0.149446","0.135984","0.163440","false"
"4x4","seeded-random","3","placement_regions","100","7.900000","7.750000","8.060000","false"
"4x4","seeded-random","3","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","seeded-random","4","mean_active_fronts","100","5.948333","5.815000","6.078333","false"
"4x4","seeded-random","4","mean_dormant_fronts","100","1.866667","1.791667","1.946667","false"
"4x4","seeded-random","4","mean_backlog","100","3.540000","3.435000","3.648333","false"
"4x4","seeded-random","4","multi_active_turn_rate","100","1.000000","1.000000","1.000000","false"
"4x4","seeded-random","4","multi_unattended_turn_rate","100","0.983333","0.971667","0.991667","false"
"4x4","seeded-random","4","decline_from_game_peak","100","1.161667","1.048333","1.278333","false"
"4x4","seeded-random","4","placement_entropy","100","0.886778","0.876863","0.896574","false"
"4x4","seeded-random","4","opportunity_entropy","100","0.989774","0.988922","0.990588","false"
"4x4","seeded-random","4","entropy_gap","100","-0.102996","-0.113109","-0.093655","false"
"4x4","seeded-random","4","placement_hhi","100","0.157839","0.153580","0.161975","false"
"4x4","seeded-random","4","opportunity_hhi","100","0.115906","0.115538","0.116279","false"
"4x4","seeded-random","4","hhi_gap","100","0.041934","0.037713","0.046135","false"
"4x4","seeded-random","4","placement_largest_share","100","0.234444","0.226111","0.243889","false"
"4x4","seeded-random","4","opportunity_largest_share","100","0.143489","0.142071","0.144916","false"
"4x4","seeded-random","4","largest_share_gap","100","0.090955","0.081976","0.100406","false"
"4x4","seeded-random","4","placement_top_two_share","100","0.416667","0.403889","0.430000","false"
"4x4","seeded-random","4","opportunity_top_two_share","100","0.280048","0.277687","0.282585","false"
"4x4","seeded-random","4","top_two_share_gap","100","0.136619","0.124833","0.148995","false"
"4x4","seeded-random","4","placement_regions","100","7.910000","7.750000","8.060000","false"
"4x4","seeded-random","4","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0100","1","mean_active_fronts","100","1.576667","1.450000","1.701667","false"
"4x4","uct-0100","1","mean_dormant_fronts","100","0.240000","0.201667","0.278333","false"
"4x4","uct-0100","1","mean_backlog","100","0.658333","0.586667","0.733333","false"
"4x4","uct-0100","1","multi_active_turn_rate","100","0.490000","0.446667","0.533333","false"
"4x4","uct-0100","1","multi_unattended_turn_rate","100","0.173333","0.140000","0.206667","false"
"4x4","uct-0100","1","decline_from_game_peak","100","5.113333","4.938333","5.291667","false"
"4x4","uct-0100","1","placement_entropy","100","0.841989","0.828631","0.854958","false"
"4x4","uct-0100","1","opportunity_entropy","100","0.982421","0.981305","0.983395","false"
"4x4","uct-0100","1","entropy_gap","100","-0.140433","-0.153529","-0.127928","false"
"4x4","uct-0100","1","placement_hhi","100","0.178395","0.172099","0.184630","false"
"4x4","uct-0100","1","opportunity_hhi","100","0.119571","0.119097","0.120074","false"
"4x4","uct-0100","1","hhi_gap","100","0.058824","0.052727","0.065259","false"
"4x4","uct-0100","1","placement_largest_share","100","0.265556","0.253889","0.277778","false"
"4x4","uct-0100","1","opportunity_largest_share","100","0.150132","0.148824","0.151399","false"
"4x4","uct-0100","1","largest_share_gap","100","0.115423","0.103609","0.127543","false"
"4x4","uct-0100","1","placement_top_two_share","100","0.463889","0.447778","0.480556","false"
"4x4","uct-0100","1","opportunity_top_two_share","100","0.295879","0.293770","0.298083","false"
"4x4","uct-0100","1","top_two_share_gap","100","0.168010","0.151532","0.183998","false"
"4x4","uct-0100","1","placement_regions","100","7.380000","7.200000","7.560000","false"
"4x4","uct-0100","1","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0100","2","mean_active_fronts","100","4.281667","4.078333","4.476667","false"
"4x4","uct-0100","2","mean_dormant_fronts","100","1.211667","1.126667","1.301667","false"
"4x4","uct-0100","2","mean_backlog","100","2.458333","2.325000","2.598333","false"
"4x4","uct-0100","2","multi_active_turn_rate","100","0.993333","0.986667","0.998333","false"
"4x4","uct-0100","2","multi_unattended_turn_rate","100","0.811667","0.766667","0.850000","false"
"4x4","uct-0100","2","decline_from_game_peak","100","2.408333","2.190000","2.636667","false"
"4x4","uct-0100","2","placement_entropy","100","0.867139","0.854455","0.879121","false"
"4x4","uct-0100","2","opportunity_entropy","100","0.990621","0.989829","0.991331","false"
"4x4","uct-0100","2","entropy_gap","100","-0.123482","-0.136132","-0.111134","false"
"4x4","uct-0100","2","placement_hhi","100","0.168272","0.162840","0.174383","false"
"4x4","uct-0100","2","opportunity_hhi","100","0.115587","0.115219","0.115952","false"
"4x4","uct-0100","2","hhi_gap","100","0.052685","0.047049","0.058374","false"
"4x4","uct-0100","2","placement_largest_share","100","0.252778","0.241111","0.264444","false"
"4x4","uct-0100","2","opportunity_largest_share","100","0.141594","0.140360","0.142864","false"
"4x4","uct-0100","2","largest_share_gap","100","0.111183","0.100116","0.122904","false"
"4x4","uct-0100","2","placement_top_two_share","100","0.443333","0.428333","0.458333","false"
"4x4","uct-0100","2","opportunity_top_two_share","100","0.276013","0.273763","0.278394","false"
"4x4","uct-0100","2","top_two_share_gap","100","0.167321","0.152387","0.182198","false"
"4x4","uct-0100","2","placement_regions","100","7.750000","7.570000","7.940000","false"
"4x4","uct-0100","2","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0100","3","mean_active_fronts","100","5.131667","4.945000","5.318333","false"
"4x4","uct-0100","3","mean_dormant_fronts","100","1.538333","1.455000","1.626667","false"
"4x4","uct-0100","3","mean_backlog","100","2.975000","2.843333","3.108333","false"
"4x4","uct-0100","3","multi_active_turn_rate","100","0.998333","0.995000","1.000000","false"
"4x4","uct-0100","3","multi_unattended_turn_rate","100","0.920000","0.890000","0.948333","false"
"4x4","uct-0100","3","decline_from_game_peak","100","1.558333","1.415000","1.716667","false"
"4x4","uct-0100","3","placement_entropy","100","0.863750","0.853384","0.874240","false"
"4x4","uct-0100","3","opportunity_entropy","100","0.990403","0.989636","0.991158","false"
"4x4","uct-0100","3","entropy_gap","100","-0.126654","-0.136481","-0.116406","false"
"4x4","uct-0100","3","placement_hhi","100","0.169568","0.164877","0.174506","false"
"4x4","uct-0100","3","opportunity_hhi","100","0.115672","0.115359","0.116006","false"
"4x4","uct-0100","3","hhi_gap","100","0.053896","0.049274","0.058957","false"
"4x4","uct-0100","3","placement_largest_share","100","0.257778","0.248333","0.267778","false"
"4x4","uct-0100","3","opportunity_largest_share","100","0.142261","0.141067","0.143408","false"
"4x4","uct-0100","3","largest_share_gap","100","0.115517","0.105514","0.125066","false"
"4x4","uct-0100","3","placement_top_two_share","100","0.446111","0.433333","0.458889","false"
"4x4","uct-0100","3","opportunity_top_two_share","100","0.277732","0.275573","0.279862","false"
"4x4","uct-0100","3","top_two_share_gap","100","0.168379","0.155170","0.182006","false"
"4x4","uct-0100","3","placement_regions","100","7.720000","7.570000","7.880000","false"
"4x4","uct-0100","3","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0100","4","mean_active_fronts","100","5.361667","5.183333","5.541667","false"
"4x4","uct-0100","4","mean_dormant_fronts","100","1.670000","1.585000","1.751667","false"
"4x4","uct-0100","4","mean_backlog","100","3.185000","3.055000","3.301667","false"
"4x4","uct-0100","4","multi_active_turn_rate","100","1.000000","1.000000","1.000000","false"
"4x4","uct-0100","4","multi_unattended_turn_rate","100","0.945000","0.921667","0.966667","false"
"4x4","uct-0100","4","decline_from_game_peak","100","1.328333","1.201667","1.456667","false"
"4x4","uct-0100","4","placement_entropy","100","0.866132","0.855292","0.876572","false"
"4x4","uct-0100","4","opportunity_entropy","100","0.983156","0.981358","0.984825","false"
"4x4","uct-0100","4","entropy_gap","100","-0.117023","-0.126751","-0.106245","false"
"4x4","uct-0100","4","placement_hhi","100","0.166296","0.161914","0.170802","false"
"4x4","uct-0100","4","opportunity_hhi","100","0.118862","0.118171","0.119605","false"
"4x4","uct-0100","4","hhi_gap","100","0.047435","0.043111","0.052030","false"
"4x4","uct-0100","4","placement_largest_share","100","0.246667","0.237222","0.256111","false"
"4x4","uct-0100","4","opportunity_largest_share","100","0.151461","0.149634","0.153256","false"
"4x4","uct-0100","4","largest_share_gap","100","0.095206","0.085868","0.105048","false"
"4x4","uct-0100","4","placement_top_two_share","100","0.433889","0.423333","0.446111","false"
"4x4","uct-0100","4","opportunity_top_two_share","100","0.294493","0.291039","0.297617","false"
"4x4","uct-0100","4","top_two_share_gap","100","0.139396","0.127945","0.150621","false"
"4x4","uct-0100","4","placement_regions","100","7.650000","7.480000","7.830000","false"
"4x4","uct-0100","4","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0500","1","mean_active_fronts","100","1.706667","1.570000","1.840000","false"
"4x4","uct-0500","1","mean_dormant_fronts","100","0.288333","0.241667","0.338333","false"
"4x4","uct-0500","1","mean_backlog","100","0.728333","0.648333","0.815000","false"
"4x4","uct-0500","1","multi_active_turn_rate","100","0.510000","0.465000","0.555000","false"
"4x4","uct-0500","1","multi_unattended_turn_rate","100","0.183333","0.150000","0.218333","false"
"4x4","uct-0500","1","decline_from_game_peak","100","4.293333","4.075000","4.526667","false"
"4x4","uct-0500","1","placement_entropy","100","0.833837","0.821333","0.847151","false"
"4x4","uct-0500","1","opportunity_entropy","100","0.983504","0.982537","0.984415","false"
"4x4","uct-0500","1","entropy_gap","100","-0.149667","-0.162244","-0.137864","false"
"4x4","uct-0500","1","placement_hhi","100","0.180926","0.175124","0.186605","false"
"4x4","uct-0500","1","opportunity_hhi","100","0.119042","0.118629","0.119498","false"
"4x4","uct-0500","1","hhi_gap","100","0.061884","0.056250","0.067404","false"
"4x4","uct-0500","1","placement_largest_share","100","0.270000","0.258333","0.281111","false"
"4x4","uct-0500","1","opportunity_largest_share","100","0.149032","0.147838","0.150216","false"
"4x4","uct-0500","1","largest_share_gap","100","0.120968","0.110314","0.131874","false"
"4x4","uct-0500","1","placement_top_two_share","100","0.470000","0.455555","0.484444","false"
"4x4","uct-0500","1","opportunity_top_two_share","100","0.293715","0.291805","0.295800","false"
"4x4","uct-0500","1","top_two_share_gap","100","0.176285","0.161910","0.189894","false"
"4x4","uct-0500","1","placement_regions","100","7.230000","7.040000","7.420000","false"
"4x4","uct-0500","1","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0500","2","mean_active_fronts","100","3.760000","3.570000","3.943333","false"
"4x4","uct-0500","2","mean_dormant_fronts","100","0.956667","0.885000","1.033333","false"
"4x4","uct-0500","2","mean_backlog","100","2.023333","1.903333","2.141667","false"
"4x4","uct-0500","2","multi_active_turn_rate","100","0.961667","0.931667","0.986667","false"
"4x4","uct-0500","2","multi_unattended_turn_rate","100","0.683333","0.631667","0.735000","false"
"4x4","uct-0500","2","decline_from_game_peak","100","2.240000","2.045000","2.441667","false"
"4x4","uct-0500","2","placement_entropy","100","0.834769","0.824023","0.845975","false"
"4x4","uct-0500","2","opportunity_entropy","100","0.989820","0.989029","0.990637","false"
"4x4","uct-0500","2","entropy_gap","100","-0.155051","-0.166237","-0.143455","false"
"4x4","uct-0500","2","placement_hhi","100","0.179630","0.174321","0.185432","false"
"4x4","uct-0500","2","opportunity_hhi","100","0.115975","0.115610","0.116354","false"
"4x4","uct-0500","2","hhi_gap","100","0.063654","0.058584","0.069288","false"
"4x4","uct-0500","2","placement_largest_share","100","0.264444","0.254444","0.275000","false"
"4x4","uct-0500","2","opportunity_largest_share","100","0.142535","0.141018","0.144069","false"
"4x4","uct-0500","2","largest_share_gap","100","0.121910","0.111343","0.132117","false"
"4x4","uct-0500","2","placement_top_two_share","100","0.466667","0.452778","0.481111","false"
"4x4","uct-0500","2","opportunity_top_two_share","100","0.278450","0.275938","0.281238","false"
"4x4","uct-0500","2","top_two_share_gap","100","0.188217","0.174476","0.201598","false"
"4x4","uct-0500","2","placement_regions","100","7.220000","7.050000","7.390000","false"
"4x4","uct-0500","2","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0500","3","mean_active_fronts","100","4.388333","4.198333","4.568333","false"
"4x4","uct-0500","3","mean_dormant_fronts","100","1.246667","1.160000","1.333333","false"
"4x4","uct-0500","3","mean_backlog","100","2.476667","2.343333","2.611667","false"
"4x4","uct-0500","3","multi_active_turn_rate","100","0.996667","0.991667","1.000000","false"
"4x4","uct-0500","3","multi_unattended_turn_rate","100","0.820000","0.783333","0.860000","false"
"4x4","uct-0500","3","decline_from_game_peak","100","1.611667","1.448333","1.775000","false"
"4x4","uct-0500","3","placement_entropy","100","0.826050","0.811859","0.839203","false"
"4x4","uct-0500","3","opportunity_entropy","100","0.986703","0.985680","0.987689","false"
"4x4","uct-0500","3","entropy_gap","100","-0.160652","-0.174851","-0.147727","false"
"4x4","uct-0500","3","placement_hhi","100","0.188765","0.181420","0.197099","false"
"4x4","uct-0500","3","opportunity_hhi","100","0.117468","0.117019","0.117907","false"
"4x4","uct-0500","3","hhi_gap","100","0.071298","0.063913","0.079821","false"
"4x4","uct-0500","3","placement_largest_share","100","0.288333","0.274444","0.303333","false"
"4x4","uct-0500","3","opportunity_largest_share","100","0.148162","0.146645","0.149625","false"
"4x4","uct-0500","3","largest_share_gap","100","0.140171","0.125960","0.155220","false"
"4x4","uct-0500","3","placement_top_two_share","100","0.482778","0.467778","0.498889","false"
"4x4","uct-0500","3","opportunity_top_two_share","100","0.288265","0.285777","0.290895","false"
"4x4","uct-0500","3","top_two_share_gap","100","0.194513","0.178672","0.210023","false"
"4x4","uct-0500","3","placement_regions","100","7.260000","7.080000","7.460000","false"
"4x4","uct-0500","3","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-0500","4","mean_active_fronts","100","4.671667","4.516667","4.835000","false"
"4x4","uct-0500","4","mean_dormant_fronts","100","1.301667","1.221667","1.380000","false"
"4x4","uct-0500","4","mean_backlog","100","2.575000","2.451667","2.705000","false"
"4x4","uct-0500","4","multi_active_turn_rate","100","0.998333","0.995000","1.000000","false"
"4x4","uct-0500","4","multi_unattended_turn_rate","100","0.855000","0.818333","0.888333","false"
"4x4","uct-0500","4","decline_from_game_peak","100","1.328333","1.191667","1.461667","false"
"4x4","uct-0500","4","placement_entropy","100","0.826326","0.812220","0.840066","false"
"4x4","uct-0500","4","opportunity_entropy","100","0.977350","0.975466","0.979200","false"
"4x4","uct-0500","4","entropy_gap","100","-0.151023","-0.165403","-0.136635","false"
"4x4","uct-0500","4","placement_hhi","100","0.186358","0.179383","0.193766","false"
"4x4","uct-0500","4","opportunity_hhi","100","0.121550","0.120731","0.122383","false"
"4x4","uct-0500","4","hhi_gap","100","0.064808","0.057659","0.072718","false"
"4x4","uct-0500","4","placement_largest_share","100","0.278889","0.264444","0.293333","false"
"4x4","uct-0500","4","opportunity_largest_share","100","0.157910","0.156085","0.159801","false"
"4x4","uct-0500","4","largest_share_gap","100","0.120979","0.107115","0.135698","false"
"4x4","uct-0500","4","placement_top_two_share","100","0.477222","0.461111","0.494444","false"
"4x4","uct-0500","4","opportunity_top_two_share","100","0.305635","0.302464","0.308697","false"
"4x4","uct-0500","4","top_two_share_gap","100","0.171587","0.154826","0.188838","false"
"4x4","uct-0500","4","placement_regions","100","7.190000","7.010000","7.360000","false"
"4x4","uct-0500","4","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"4x4","uct-1000","1","mean_active_fronts","100","1.715000","1.600000","1.831667","true"
"4x4","uct-1000","1","mean_dormant_fronts","100","0.291667","0.243333","0.338333","true"
"4x4","uct-1000","1","mean_backlog","100","0.761667","0.693333","0.830000","true"
"4x4","uct-1000","1","multi_active_turn_rate","100","0.523333","0.481667","0.565000","true"
"4x4","uct-1000","1","multi_unattended_turn_rate","100","0.213333","0.183333","0.246667","true"
"4x4","uct-1000","1","decline_from_game_peak","100","4.035000","3.865000","4.211667","true"
"4x4","uct-1000","1","placement_entropy","100","0.828546","0.815588","0.841698","true"
"4x4","uct-1000","1","opportunity_entropy","100","0.983108","0.982067","0.984051","true"
"4x4","uct-1000","1","entropy_gap","100","-0.154562","-0.167228","-0.141833","true"
"4x4","uct-1000","1","placement_hhi","100","0.184630","0.178457","0.190864","true"
"4x4","uct-1000","1","opportunity_hhi","100","0.119263","0.118788","0.119777","true"
"4x4","uct-1000","1","hhi_gap","100","0.065366","0.059414","0.071293","true"
"4x4","uct-1000","1","placement_largest_share","100","0.272222","0.261667","0.282778","true"
"4x4","uct-1000","1","opportunity_largest_share","100","0.150483","0.149283","0.151743","true"
"4x4","uct-1000","1","largest_share_gap","100","0.121740","0.111104","0.132411","true"
"4x4","uct-1000","1","placement_top_two_share","100","0.483333","0.467222","0.499444","true"
"4x4","uct-1000","1","opportunity_top_two_share","100","0.295013","0.293013","0.297010","true"
"4x4","uct-1000","1","top_two_share_gap","100","0.188321","0.173578","0.203148","true"
"4x4","uct-1000","1","placement_regions","100","7.240000","7.050000","7.430000","true"
"4x4","uct-1000","1","opportunity_regions","100","9.000000","9.000000","9.000000","true"
"4x4","uct-1000","2","mean_active_fronts","100","3.505000","3.320000","3.686667","true"
"4x4","uct-1000","2","mean_dormant_fronts","100","0.843333","0.766667","0.918333","true"
"4x4","uct-1000","2","mean_backlog","100","1.828333","1.708333","1.956667","true"
"4x4","uct-1000","2","multi_active_turn_rate","100","0.955000","0.931667","0.975000","true"
"4x4","uct-1000","2","multi_unattended_turn_rate","100","0.605000","0.550000","0.661667","true"
"4x4","uct-1000","2","decline_from_game_peak","100","2.245000","2.056667","2.448333","true"
"4x4","uct-1000","2","placement_entropy","100","0.790933","0.773409","0.807530","true"
"4x4","uct-1000","2","opportunity_entropy","100","0.989602","0.988985","0.990203","true"
"4x4","uct-1000","2","entropy_gap","100","-0.198669","-0.215736","-0.181936","true"
"4x4","uct-1000","2","placement_hhi","100","0.205247","0.195741","0.214753","true"
"4x4","uct-1000","2","opportunity_hhi","100","0.116098","0.115820","0.116403","true"
"4x4","uct-1000","2","hhi_gap","100","0.089149","0.079309","0.099695","true"
"4x4","uct-1000","2","placement_largest_share","100","0.303889","0.288333","0.320000","true"
"4x4","uct-1000","2","opportunity_largest_share","100","0.143459","0.142286","0.144606","true"
"4x4","uct-1000","2","largest_share_gap","100","0.160430","0.145388","0.176322","true"
"4x4","uct-1000","2","placement_top_two_share","100","0.515000","0.496667","0.533889","true"
"4x4","uct-1000","2","opportunity_top_two_share","100","0.280035","0.278146","0.281917","true"
"4x4","uct-1000","2","top_two_share_gap","100","0.234965","0.217147","0.253750","true"
"4x4","uct-1000","2","placement_regions","100","6.830000","6.610000","7.050000","true"
"4x4","uct-1000","2","opportunity_regions","100","9.000000","9.000000","9.000000","true"
"4x4","uct-1000","3","mean_active_fronts","100","3.905000","3.713333","4.093333","true"
"4x4","uct-1000","3","mean_dormant_fronts","100","1.023333","0.943333","1.106667","true"
"4x4","uct-1000","3","mean_backlog","100","2.090000","1.960000","2.221667","true"
"4x4","uct-1000","3","multi_active_turn_rate","100","0.980000","0.961667","0.993333","true"
"4x4","uct-1000","3","multi_unattended_turn_rate","100","0.683333","0.630000","0.736667","true"
"4x4","uct-1000","3","decline_from_game_peak","100","1.845000","1.691667","2.013333","true"
"4x4","uct-1000","3","placement_entropy","100","0.792857","0.776427","0.808169","true"
"4x4","uct-1000","3","opportunity_entropy","100","0.983216","0.982127","0.984234","true"
"4x4","uct-1000","3","entropy_gap","100","-0.190359","-0.207582","-0.174774","true"
"4x4","uct-1000","3","placement_hhi","100","0.203333","0.195123","0.212407","true"
"4x4","uct-1000","3","opportunity_hhi","100","0.119089","0.118601","0.119587","true"
"4x4","uct-1000","3","hhi_gap","100","0.084244","0.075872","0.093121","true"
"4x4","uct-1000","3","placement_largest_share","100","0.302222","0.288889","0.316667","true"
"4x4","uct-1000","3","opportunity_largest_share","100","0.152050","0.150420","0.153687","true"
"4x4","uct-1000","3","largest_share_gap","100","0.150172","0.136004","0.164609","true"
"4x4","uct-1000","3","placement_top_two_share","100","0.513333","0.495000","0.531667","true"
"4x4","uct-1000","3","opportunity_top_two_share","100","0.296339","0.293673","0.298747","true"
"4x4","uct-1000","3","top_two_share_gap","100","0.216994","0.197581","0.235725","true"
"4x4","uct-1000","3","placement_regions","100","6.830000","6.610000","7.040000","true"
"4x4","uct-1000","3","opportunity_regions","100","9.000000","9.000000","9.000000","true"
"4x4","uct-1000","4","mean_active_fronts","100","4.315000","4.151667","4.488333","true"
"4x4","uct-1000","4","mean_dormant_fronts","100","1.176667","1.093333","1.266667","true"
"4x4","uct-1000","4","mean_backlog","100","2.326667","2.201667","2.453333","true"
"4x4","uct-1000","4","multi_active_turn_rate","100","0.996667","0.991667","1.000000","true"
"4x4","uct-1000","4","multi_unattended_turn_rate","100","0.776667","0.731667","0.816667","true"
"4x4","uct-1000","4","decline_from_game_peak","100","1.435000","1.291667","1.583333","true"
"4x4","uct-1000","4","placement_entropy","100","0.816071","0.801466","0.830137","true"
"4x4","uct-1000","4","opportunity_entropy","100","0.971217","0.969328","0.973156","true"
"4x4","uct-1000","4","entropy_gap","100","-0.155146","-0.170019","-0.140520","true"
"4x4","uct-1000","4","placement_hhi","100","0.191728","0.185062","0.198642","true"
"4x4","uct-1000","4","opportunity_hhi","100","0.124408","0.123600","0.125249","true"
"4x4","uct-1000","4","hhi_gap","100","0.067320","0.060413","0.074790","true"
"4x4","uct-1000","4","placement_largest_share","100","0.287778","0.275555","0.300555","true"
"4x4","uct-1000","4","opportunity_largest_share","100","0.164039","0.162201","0.165881","true"
"4x4","uct-1000","4","largest_share_gap","100","0.123739","0.111324","0.137030","true"
"4x4","uct-1000","4","placement_top_two_share","100","0.495556","0.480000","0.511111","true"
"4x4","uct-1000","4","opportunity_top_two_share","100","0.316368","0.313178","0.319800","true"
"4x4","uct-1000","4","top_two_share_gap","100","0.179188","0.164618","0.195268","true"
"4x4","uct-1000","4","placement_regions","100","7.130000","6.930000","7.320000","true"
"4x4","uct-1000","4","opportunity_regions","100","9.000000","9.000000","9.000000","true"
"6x6","seeded-random","1","mean_active_fronts","100","3.057500","2.930000","3.196667","false"
"6x6","seeded-random","1","mean_dormant_fronts","100","0.760000","0.702500","0.812500","false"
"6x6","seeded-random","1","mean_backlog","100","1.588333","1.495000","1.678333","false"
"6x6","seeded-random","1","multi_active_turn_rate","100","0.766667","0.745833","0.786667","false"
"6x6","seeded-random","1","multi_unattended_turn_rate","100","0.490000","0.457500","0.522500","false"
"6x6","seeded-random","1","decline_from_game_peak","100","5.202500","5.042500","5.376667","false"
"6x6","seeded-random","1","placement_entropy","100","0.914683","0.905881","0.922483","false"
"6x6","seeded-random","1","opportunity_entropy","100","0.986475","0.985659","0.987278","false"
"6x6","seeded-random","1","entropy_gap","100","-0.071792","-0.079745","-0.063758","false"
"6x6","seeded-random","1","placement_hhi","100","0.151034","0.146806","0.155710","false"
"6x6","seeded-random","1","opportunity_hhi","100","0.117960","0.117558","0.118392","false"
"6x6","seeded-random","1","hhi_gap","100","0.033074","0.028961","0.037376","false"
"6x6","seeded-random","1","placement_largest_share","100","0.231389","0.221389","0.241667","false"
"6x6","seeded-random","1","opportunity_largest_share","100","0.168403","0.166258","0.170612","false"
"6x6","seeded-random","1","largest_share_gap","100","0.062986","0.053220","0.072748","false"
"6x6","seeded-random","1","placement_top_two_share","100","0.405000","0.391944","0.418056","false"
"6x6","seeded-random","1","opportunity_top_two_share","100","0.300579","0.297899","0.303391","false"
"6x6","seeded-random","1","top_two_share_gap","100","0.104422","0.092533","0.116771","false"
"6x6","seeded-random","1","placement_regions","100","8.680000","8.580000","8.770000","false"
"6x6","seeded-random","1","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"6x6","seeded-random","2","mean_active_fronts","100","5.845833","5.732500","5.963333","false"
