"board","search_level","turn_number","metric","games","value","ci_low","ci_high","primary"
"4x4","seeded-random","15","dormant_fronts","100","1.490000","1.310000","1.670000","false"
"4x4","seeded-random","15","backlog","100","3.100000","2.900000","3.300000","false"
"4x4","seeded-random","15","decline_from_game_peak","100","1.890000","1.710000","2.080000","false"
"4x4","seeded-random","16","active_fronts","100","5.430000","5.220000","5.650000","false"
"4x4","seeded-random","16","dormant_fronts","100","1.690000","1.520000","1.870000","false"
"4x4","seeded-random","16","backlog","100","3.150000","2.960000","3.340000","false"
"4x4","seeded-random","16","decline_from_game_peak","100","1.680000","1.500000","1.850000","false"
"4x4","seeded-random","17","active_fronts","100","5.510000","5.260000","5.760000","false"
"4x4","seeded-random","17","dormant_fronts","100","1.600000","1.430000","1.770000","false"
"4x4","seeded-random","17","backlog","100","3.250000","3.020000","3.460000","false"
"4x4","seeded-random","17","decline_from_game_peak","100","1.600000","1.390000","1.820000","false"
"4x4","seeded-random","18","active_fronts","100","5.630000","5.390000","5.890000","false"
"4x4","seeded-random","18","dormant_fronts","100","1.830000","1.610000","2.040000","false"
"4x4","seeded-random","18","backlog","100","3.270000","3.020000","3.520000","false"
"4x4","seeded-random","18","decline_from_game_peak","100","1.480000","1.250000","1.710000","false"
"4x4","seeded-random","19","active_fronts","100","5.870000","5.670000","6.070000","false"
"4x4","seeded-random","19","dormant_fronts","100","1.900000","1.700000","2.100000","false"
"4x4","seeded-random","19","backlog","100","3.540000","3.350000","3.720000","false"
"4x4","seeded-random","19","decline_from_game_peak","100","1.240000","1.060000","1.410000","false"
"4x4","seeded-random","20","active_fronts","100","5.870000","5.670000","6.070000","false"
"4x4","seeded-random","20","dormant_fronts","100","1.780000","1.620000","1.970000","false"
"4x4","seeded-random","20","backlog","100","3.470000","3.280000","3.670000","false"
"4x4","seeded-random","20","decline_from_game_peak","100","1.240000","1.030000","1.450000","false"
"4x4","seeded-random","21","active_fronts","100","5.920000","5.690000","6.150000","false"
"4x4","seeded-random","21","dormant_fronts","100","1.870000","1.670000","2.080000","false"
"4x4","seeded-random","21","backlog","100","3.520000","3.310000","3.740000","false"
"4x4","seeded-random","21","decline_from_game_peak","100","1.190000","0.990000","1.390000","false"
"4x4","seeded-random","22","active_fronts","100","6.060000","5.840000","6.270000","false"
"4x4","seeded-random","22","dormant_fronts","100","1.930000","1.740000","2.120000","false"
"4x4","seeded-random","22","backlog","100","3.590000","3.340000","3.830000","false"
"4x4","seeded-random","22","decline_from_game_peak","100","1.050000","0.870000","1.220000","false"
"4x4","seeded-random","23","active_fronts","100","6.000000","5.810000","6.190000","false"
"4x4","seeded-random","23","dormant_fronts","100","1.860000","1.650000","2.070000","false"
"4x4","seeded-random","23","backlog","100","3.540000","3.360000","3.710000","false"
"4x4","seeded-random","23","decline_from_game_peak","100","1.110000","0.930000","1.300000","false"
"4x4","seeded-random","24","active_fronts","100","5.970000","5.780000","6.160000","false"
"4x4","seeded-random","24","dormant_fronts","100","1.860000","1.700000","2.020000","false"
"4x4","seeded-random","24","backlog","100","3.580000","3.400000","3.750000","false"
"4x4","seeded-random","24","decline_from_game_peak","100","1.140000","0.950000","1.330000","false"
"4x4","uct-0100","1","active_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0100","1","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0100","1","backlog","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0100","1","decline_from_game_peak","100","6.690000","6.500000","6.870000","false"
"4x4","uct-0100","2","active_fronts","100","0.780000","0.650000","0.920000","false"
"4x4","uct-0100","2","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0100","2","backlog","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0100","2","decline_from_game_peak","100","5.910000","5.700000","6.120000","false"
"4x4","uct-0100","3","active_fronts","100","1.160000","1.000000","1.330000","false"
"4x4","uct-0100","3","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0100","3","backlog","100","0.510000","0.400000","0.630000","false"
"4x4","uct-0100","3","decline_from_game_peak","100","5.530000","5.310000","5.750000","false"
"4x4","uct-0100","4","active_fronts","100","1.930000","1.730000","2.130000","false"
"4x4","uct-0100","4","dormant_fronts","100","0.260000","0.170000","0.350000","false"
"4x4","uct-0100","4","backlog","100","0.720000","0.580000","0.860000","false"
"4x4","uct-0100","4","decline_from_game_peak","100","4.760000","4.540000","4.990000","false"
"4x4","uct-0100","5","active_fronts","100","2.450000","2.230000","2.660000","false"
"4x4","uct-0100","5","dormant_fronts","100","0.490000","0.380000","0.600000","false"
"4x4","uct-0100","5","backlog","100","1.290000","1.140000","1.460000","false"
"4x4","uct-0100","5","decline_from_game_peak","100","4.240000","4.030000","4.460000","false"
"4x4","uct-0100","6","active_fronts","100","3.140000","2.920000","3.380000","false"
"4x4","uct-0100","6","dormant_fronts","100","0.690000","0.550000","0.830000","false"
"4x4","uct-0100","6","backlog","100","1.430000","1.230000","1.630000","false"
"4x4","uct-0100","6","decline_from_game_peak","100","3.550000","3.320000","3.780000","false"
"4x4","uct-0100","7","active_fronts","100","3.560000","3.330000","3.790000","false"
"4x4","uct-0100","7","dormant_fronts","100","0.840000","0.700000","1.000000","false"
"4x4","uct-0100","7","backlog","100","1.970000","1.760000","2.170000","false"
"4x4","uct-0100","7","decline_from_game_peak","100","3.130000","2.880000","3.400000","false"
"4x4","uct-0100","8","active_fronts","100","3.960000","3.740000","4.180000","false"
"4x4","uct-0100","8","dormant_fronts","100","1.010000","0.850000","1.180000","false"
"4x4","uct-0100","8","backlog","100","2.100000","1.900000","2.310000","false"
"4x4","uct-0100","8","decline_from_game_peak","100","2.730000","2.500000","2.980000","false"
"4x4","uct-0100","9","active_fronts","100","4.210000","3.970000","4.460000","false"
"4x4","uct-0100","9","dormant_fronts","100","1.110000","0.940000","1.280000","false"
"4x4","uct-0100","9","backlog","100","2.460000","2.260000","2.650000","false"
"4x4","uct-0100","9","decline_from_game_peak","100","2.480000","2.240000","2.750000","false"
"4x4","uct-0100","10","active_fronts","100","4.520000","4.270000","4.770000","false"
"4x4","uct-0100","10","dormant_fronts","100","1.210000","1.050000","1.380000","false"
"4x4","uct-0100","10","backlog","100","2.540000","2.320000","2.750000","false"
"4x4","uct-0100","10","decline_from_game_peak","100","2.170000","1.910000","2.430000","false"
"4x4","uct-0100","11","active_fronts","100","4.680000","4.440000","4.920000","false"
"4x4","uct-0100","11","dormant_fronts","100","1.540000","1.370000","1.700000","false"
"4x4","uct-0100","11","backlog","100","2.920000","2.700000","3.130000","false"
"4x4","uct-0100","11","decline_from_game_peak","100","2.010000","1.760000","2.300000","false"
"4x4","uct-0100","12","active_fronts","100","4.760000","4.530000","5.010000","false"
"4x4","uct-0100","12","dormant_fronts","100","1.560000","1.390000","1.730000","false"
"4x4","uct-0100","12","backlog","100","2.760000","2.560000","2.960000","false"
"4x4","uct-0100","12","decline_from_game_peak","100","1.930000","1.700000","2.190000","false"
"4x4","uct-0100","13","active_fronts","100","4.800000","4.560000","5.040000","false"
"4x4","uct-0100","13","dormant_fronts","100","1.480000","1.300000","1.660000","false"
"4x4","uct-0100","13","backlog","100","2.880000","2.660000","3.100000","false"
"4x4","uct-0100","13","decline_from_game_peak","100","1.890000","1.650000","2.130000","false"
"4x4","uct-0100","14","active_fronts","100","4.960000","4.710000","5.220000","false"
"4x4","uct-0100","14","dormant_fronts","100","1.470000","1.280000","1.660000","false"
"4x4","uct-0100","14","backlog","100","2.850000","2.620000","3.080000","false"
"4x4","uct-0100","14","decline_from_game_peak","100","1.730000","1.500000","1.970000","false"
"4x4","uct-0100","15","active_fronts","100","5.060000","4.820000","5.300000","false"
"4x4","uct-0100","15","dormant_fronts","100","1.580000","1.390000","1.760000","false"
"4x4","uct-0100","15","backlog","100","2.860000","2.650000","3.080000","false"
"4x4","uct-0100","15","decline_from_game_peak","100","1.630000","1.430000","1.830000","false"
"4x4","uct-0100","16","active_fronts","100","5.250000","5.020000","5.480000","false"
"4x4","uct-0100","16","dormant_fronts","100","1.570000","1.400000","1.740000","false"
"4x4","uct-0100","16","backlog","100","3.020000","2.810000","3.230000","false"
"4x4","uct-0100","16","decline_from_game_peak","100","1.440000","1.250000","1.630000","false"
"4x4","uct-0100","17","active_fronts","100","5.260000","5.030000","5.480000","false"
"4x4","uct-0100","17","dormant_fronts","100","1.490000","1.340000","1.640000","false"
"4x4","uct-0100","17","backlog","100","3.090000","2.900000","3.280000","false"
"4x4","uct-0100","17","decline_from_game_peak","100","1.430000","1.220000","1.640000","false"
"4x4","uct-0100","18","active_fronts","100","5.460000","5.230000","5.700000","false"
"4x4","uct-0100","18","dormant_fronts","100","1.640000","1.460000","1.810000","false"
"4x4","uct-0100","18","backlog","100","3.150000","2.940000","3.350000","false"
"4x4","uct-0100","18","decline_from_game_peak","100","1.230000","1.040000","1.440000","false"
"4x4","uct-0100","19","active_fronts","100","5.390000","5.180000","5.610000","false"
"4x4","uct-0100","19","dormant_fronts","100","1.700000","1.530000","1.870000","false"
"4x4","uct-0100","19","backlog","100","3.150000","2.950000","3.360000","false"
"4x4","uct-0100","19","decline_from_game_peak","100","1.300000","1.130000","1.480000","false"
"4x4","uct-0100","20","active_fronts","100","5.320000","5.080000","5.530000","false"
"4x4","uct-0100","20","dormant_fronts","100","1.670000","1.490000","1.860000","false"
"4x4","uct-0100","20","backlog","100","3.170000","2.970000","3.370000","false"
"4x4","uct-0100","20","decline_from_game_peak","100","1.370000","1.180000","1.560000","false"
"4x4","uct-0100","21","active_fronts","100","5.380000","5.170000","5.580000","false"
"4x4","uct-0100","21","dormant_fronts","100","1.610000","1.440000","1.780000","false"
"4x4","uct-0100","21","backlog","100","3.090000","2.880000","3.310000","false"
"4x4","uct-0100","21","decline_from_game_peak","100","1.310000","1.130000","1.490000","false"
"4x4","uct-0100","22","active_fronts","100","5.370000","5.140000","5.610000","false"
"4x4","uct-0100","22","dormant_fronts","100","1.640000","1.440000","1.840000","false"
"4x4","uct-0100","22","backlog","100","3.330000","3.120000","3.550000","false"
"4x4","uct-0100","22","decline_from_game_peak","100","1.320000","1.120000","1.530000","false"
"4x4","uct-0100","23","active_fronts","100","5.380000","5.150000","5.610000","false"
"4x4","uct-0100","23","dormant_fronts","100","1.720000","1.560000","1.890000","false"
"4x4","uct-0100","23","backlog","100","3.180000","2.990000","3.370000","false"
"4x4","uct-0100","23","decline_from_game_peak","100","1.310000","1.110000","1.530000","false"
"4x4","uct-0100","24","active_fronts","100","5.330000","5.100000","5.570000","false"
"4x4","uct-0100","24","dormant_fronts","100","1.680000","1.510000","1.860000","false"
"4x4","uct-0100","24","backlog","100","3.190000","2.970000","3.410000","false"
"4x4","uct-0100","24","decline_from_game_peak","100","1.360000","1.140000","1.590000","false"
"4x4","uct-0500","1","active_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0500","1","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0500","1","backlog","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0500","1","decline_from_game_peak","100","6.000000","5.800000","6.190000","false"
"4x4","uct-0500","2","active_fronts","100","0.790000","0.660000","0.920000","false"
"4x4","uct-0500","2","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0500","2","backlog","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0500","2","decline_from_game_peak","100","5.210000","4.980000","5.460000","false"
"4x4","uct-0500","3","active_fronts","100","1.440000","1.290000","1.610000","false"
"4x4","uct-0500","3","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"4x4","uct-0500","3","backlog","100","0.540000","0.430000","0.650000","false"
"4x4","uct-0500","3","decline_from_game_peak","100","4.560000","4.280000","4.840000","false"
"4x4","uct-0500","4","active_fronts","100","2.230000","2.010000","2.430000","false"
"4x4","uct-0500","4","dormant_fronts","100","0.360000","0.260000","0.470000","false"
"4x4","uct-0500","4","backlog","100","0.950000","0.800000","1.090000","false"
"4x4","uct-0500","4","decline_from_game_peak","100","3.770000","3.490000","4.050000","false"
"4x4","uct-0500","5","active_fronts","100","2.640000","2.400000","2.900000","false"
"4x4","uct-0500","5","dormant_fronts","100","0.660000","0.520000","0.800000","false"
"4x4","uct-0500","5","backlog","100","1.360000","1.170000","1.570000","false"
"4x4","uct-0500","5","decline_from_game_peak","100","3.360000","3.050000","3.660000","false"
"4x4","uct-0500","6","active_fronts","100","3.140000","2.900000","3.400000","false"
"4x4","uct-0500","6","dormant_fronts","100","0.710000","0.570000","0.860000","false"
"4x4","uct-0500","6","backlog","100","1.520000","1.320000","1.730000","false"
"4x4","uct-0500","6","decline_from_game_peak","100","2.860000","2.580000","3.130000","false"
"4x4","uct-0500","7","active_fronts","100","3.300000","3.060000","3.530000","false"
"4x4","uct-0500","7","dormant_fronts","100","0.720000","0.580000","0.860000","false"
"4x4","uct-0500","7","backlog","100","1.700000","1.510000","1.880000","false"
"4x4","uct-0500","7","decline_from_game_peak","100","2.700000","2.440000","2.960000","false"
"4x4","uct-0500","8","active_fronts","100","3.570000","3.330000","3.810000","false"
"4x4","uct-0500","8","dormant_fronts","100","0.900000","0.760000","1.030000","false"
"4x4","uct-0500","8","backlog","100","1.960000","1.740000","2.180000","false"
"4x4","uct-0500","8","decline_from_game_peak","100","2.430000","2.160000","2.700000","false"
"4x4","uct-0500","9","active_fronts","100","3.690000","3.450000","3.920000","false"
"4x4","uct-0500","9","dormant_fronts","100","0.930000","0.780000","1.080000","false"
"4x4","uct-0500","9","backlog","100","2.000000","1.820000","2.190000","false"
"4x4","uct-0500","9","decline_from_game_peak","100","2.310000","2.080000","2.560000","false"
"4x4","uct-0500","10","active_fronts","100","3.800000","3.600000","4.020000","false"
"4x4","uct-0500","10","dormant_fronts","100","1.060000","0.890000","1.240000","false"
"4x4","uct-0500","10","backlog","100","2.060000","1.840000","2.280000","false"
"4x4","uct-0500","10","decline_from_game_peak","100","2.200000","1.970000","2.440000","false"
"4x4","uct-0500","11","active_fronts","100","4.060000","3.830000","4.290000","false"
"4x4","uct-0500","11","dormant_fronts","100","1.070000","0.910000","1.230000","false"
"4x4","uct-0500","11","backlog","100","2.200000","2.000000","2.410000","false"
"4x4","uct-0500","11","decline_from_game_peak","100","1.940000","1.720000","2.170000","false"
"4x4","uct-0500","12","active_fronts","100","4.140000","3.890000","4.400000","false"
"4x4","uct-0500","12","dormant_fronts","100","1.060000","0.900000","1.220000","false"
"4x4","uct-0500","12","backlog","100","2.220000","1.990000","2.430000","false"
"4x4","uct-0500","12","decline_from_game_peak","100","1.860000","1.640000","2.120000","false"
"4x4","uct-0500","13","active_fronts","100","4.270000","4.020000","4.530000","false"
"4x4","uct-0500","13","dormant_fronts","100","1.150000","0.970000","1.340000","false"
"4x4","uct-0500","13","backlog","100","2.350000","2.140000","2.570000","false"
"4x4","uct-0500","13","decline_from_game_peak","100","1.730000","1.490000","1.990000","false"
"4x4","uct-0500","14","active_fronts","100","4.360000","4.100000","4.630000","false"
"4x4","uct-0500","14","dormant_fronts","100","1.230000","1.050000","1.420000","false"
"4x4","uct-0500","14","backlog","100","2.480000","2.270000","2.690000","false"
"4x4","uct-0500","14","decline_from_game_peak","100","1.640000","1.410000","1.880000","false"
"4x4","uct-0500","15","active_fronts","100","4.440000","4.190000","4.710000","false"
"4x4","uct-0500","15","dormant_fronts","100","1.250000","1.070000","1.450000","false"
"4x4","uct-0500","15","backlog","100","2.380000","2.150000","2.610000","false"
"4x4","uct-0500","15","decline_from_game_peak","100","1.560000","1.350000","1.780000","false"
"4x4","uct-0500","16","active_fronts","100","4.520000","4.290000","4.750000","false"
"4x4","uct-0500","16","dormant_fronts","100","1.310000","1.120000","1.510000","false"
"4x4","uct-0500","16","backlog","100","2.650000","2.430000","2.880000","false"
"4x4","uct-0500","16","decline_from_game_peak","100","1.480000","1.260000","1.700000","false"
"4x4","uct-0500","17","active_fronts","100","4.370000","4.160000","4.590000","false"
"4x4","uct-0500","17","dormant_fronts","100","1.320000","1.150000","1.490000","false"
"4x4","uct-0500","17","backlog","100","2.550000","2.360000","2.760000","false"
"4x4","uct-0500","17","decline_from_game_peak","100","1.630000","1.420000","1.850000","false"
"4x4","uct-0500","18","active_fronts","100","4.370000","4.140000","4.600000","false"
"4x4","uct-0500","18","dormant_fronts","100","1.220000","1.070000","1.370000","false"
"4x4","uct-0500","18","backlog","100","2.450000","2.260000","2.640000","false"
"4x4","uct-0500","18","decline_from_game_peak","100","1.630000","1.420000","1.860000","false"
"4x4","uct-0500","19","active_fronts","100","4.430000","4.180000","4.680000","false"
"4x4","uct-0500","19","dormant_fronts","100","1.280000","1.110000","1.440000","false"
"4x4","uct-0500","19","backlog","100","2.420000","2.210000","2.650000","false"
"4x4","uct-0500","19","decline_from_game_peak","100","1.570000","1.340000","1.810000","false"
"4x4","uct-0500","20","active_fronts","100","4.480000","4.260000","4.700000","false"
"4x4","uct-0500","20","dormant_fronts","100","1.190000","1.030000","1.350000","false"
"4x4","uct-0500","20","backlog","100","2.480000","2.300000","2.660000","false"
"4x4","uct-0500","20","decline_from_game_peak","100","1.520000","1.320000","1.730000","false"
"4x4","uct-0500","21","active_fronts","100","4.540000","4.310000","4.790000","false"
"4x4","uct-0500","21","dormant_fronts","100","1.210000","1.050000","1.370000","false"
"4x4","uct-0500","21","backlog","100","2.460000","2.250000","2.680000","false"
"4x4","uct-0500","21","decline_from_game_peak","100","1.460000","1.250000","1.680000","false"
"4x4","uct-0500","22","active_fronts","100","4.720000","4.510000","4.940000","false"
"4x4","uct-0500","22","dormant_fronts","100","1.280000","1.110000","1.450000","false"
"4x4","uct-0500","22","backlog","100","2.600000","2.400000","2.810000","false"
"4x4","uct-0500","22","decline_from_game_peak","100","1.280000","1.070000","1.490000","false"
"4x4","uct-0500","23","active_fronts","100","4.790000","4.580000","4.990000","false"
"4x4","uct-0500","23","dormant_fronts","100","1.370000","1.200000","1.530000","false"
"4x4","uct-0500","23","backlog","100","2.780000","2.600000","2.950000","false"
"4x4","uct-0500","23","decline_from_game_peak","100","1.210000","1.010000","1.410000","false"
"4x4","uct-0500","24","active_fronts","100","5.070000","4.850000","5.320000","false"
"4x4","uct-0500","24","dormant_fronts","100","1.480000","1.300000","1.670000","false"
"4x4","uct-0500","24","backlog","100","2.710000","2.500000","2.920000","false"
"4x4","uct-0500","24","decline_from_game_peak","100","0.930000","0.730000","1.130000","false"
"4x4","uct-1000","1","active_fronts","100","0.000000","0.000000","0.000000","true"
"4x4","uct-1000","1","dormant_fronts","100","0.000000","0.000000","0.000000","true"
"4x4","uct-1000","1","backlog","100","0.000000","0.000000","0.000000","true"
"4x4","uct-1000","1","decline_from_game_peak","100","5.750000","5.580000","5.920000","true"
"4x4","uct-1000","2","active_fronts","100","0.910000","0.780000","1.050000","true"
"4x4","uct-1000","2","dormant_fronts","100","0.000000","0.000000","0.000000","true"
"4x4","uct-1000","2","backlog","100","0.000000","0.000000","0.000000","true"
"4x4","uct-1000","2","decline_from_game_peak","100","4.840000","4.640000","5.040000","true"
"4x4","uct-1000","3","active_fronts","100","1.370000","1.220000","1.530000","true"
"4x4","uct-1000","3","dormant_fronts","100","0.000000","0.000000","0.000000","true"
"4x4","uct-1000","3","backlog","100","0.680000","0.540000","0.820000","true"
"4x4","uct-1000","3","decline_from_game_peak","100","4.380000","4.160000","4.610000","true"
"4x4","uct-1000","4","active_fronts","100","2.210000","2.040000","2.390000","true"
"4x4","uct-1000","4","dormant_fronts","100","0.450000","0.340000","0.570000","true"
"4x4","uct-1000","4","backlog","100","0.890000","0.740000","1.050000","true"
"4x4","uct-1000","4","decline_from_game_peak","100","3.540000","3.320000","3.750000","true"
"4x4","uct-1000","5","active_fronts","100","2.770000","2.580000","2.960000","true"
"4x4","uct-1000","5","dormant_fronts","100","0.610000","0.470000","0.760000","true"
"4x4","uct-1000","5","backlog","100","1.420000","1.240000","1.600000","true"
"4x4","uct-1000","5","decline_from_game_peak","100","2.980000","2.780000","3.190000","true"
"4x4","uct-1000","6","active_fronts","100","3.030000","2.840000","3.220000","true"
"4x4","uct-1000","6","dormant_fronts","100","0.690000","0.560000","0.820000","true"
"4x4","uct-1000","6","backlog","100","1.580000","1.420000","1.730000","true"
"4x4","uct-1000","6","decline_from_game_peak","100","2.720000","2.500000","2.940000","true"
"4x4","uct-1000","7","active_fronts","100","3.280000","3.060000","3.500000","true"
"4x4","uct-1000","7","dormant_fronts","100","0.920000","0.770000","1.080000","true"
"4x4","uct-1000","7","backlog","100","1.790000","1.600000","1.960000","true"
"4x4","uct-1000","7","decline_from_game_peak","100","2.470000","2.250000","2.690000","true"
"4x4","uct-1000","8","active_fronts","100","3.380000","3.160000","3.600000","true"
"4x4","uct-1000","8","dormant_fronts","100","0.760000","0.630000","0.900000","true"
"4x4","uct-1000","8","backlog","100","1.740000","1.540000","1.920000","true"
"4x4","uct-1000","8","decline_from_game_peak","100","2.370000","2.140000","2.610000","true"
"4x4","uct-1000","9","active_fronts","100","3.510000","3.300000","3.710000","true"
"4x4","uct-1000","9","dormant_fronts","100","0.840000","0.690000","1.000000","true"
"4x4","uct-1000","9","backlog","100","1.830000","1.620000","2.040000","true"
"4x4","uct-1000","9","decline_from_game_peak","100","2.240000","2.010000","2.470000","true"
"4x4","uct-1000","10","active_fronts","100","3.630000","3.390000","3.870000","true"
"4x4","uct-1000","10","dormant_fronts","100","0.870000","0.710000","1.030000","true"
"4x4","uct-1000","10","backlog","100","1.900000","1.710000","2.100000","true"
"4x4","uct-1000","10","decline_from_game_peak","100","2.120000","1.880000","2.360000","true"
"4x4","uct-1000","11","active_fronts","100","3.590000","3.340000","3.840000","true"
"4x4","uct-1000","11","dormant_fronts","100","0.840000","0.700000","0.990000","true"
"4x4","uct-1000","11","backlog","100","1.810000","1.610000","2.000000","true"
"4x4","uct-1000","11","decline_from_game_peak","100","2.160000","1.910000","2.400000","true"
"4x4","uct-1000","12","active_fronts","100","3.640000","3.370000","3.910000","true"
"4x4","uct-1000","12","dormant_fronts","100","0.830000","0.680000","1.000000","true"
"4x4","uct-1000","12","backlog","100","1.900000","1.660000","2.110000","true"
"4x4","uct-1000","12","decline_from_game_peak","100","2.110000","1.850000","2.380000","true"
"4x4","uct-1000","13","active_fronts","100","3.830000","3.560000","4.100000","true"
"4x4","uct-1000","13","dormant_fronts","100","0.980000","0.820000","1.140000","true"
"4x4","uct-1000","13","backlog","100","2.150000","1.910000","2.390000","true"
"4x4","uct-1000","13","decline_from_game_peak","100","1.920000","1.670000","2.160000","true"
"4x4","uct-1000","14","active_fronts","100","3.980000","3.740000","4.220000","true"
"4x4","uct-1000","14","dormant_fronts","100","1.160000","0.970000","1.360000","true"
"4x4","uct-1000","14","backlog","100","2.160000","1.940000","2.370000","true"
"4x4","uct-1000","14","decline_from_game_peak","100","1.770000","1.540000","2.000000","true"
"4x4","uct-1000","15","active_fronts","100","3.920000","3.680000","4.170000","true"
"4x4","uct-1000","15","dormant_fronts","100","1.090000","0.920000","1.280000","true"
"4x4","uct-1000","15","backlog","100","2.150000","1.940000","2.380000","true"
"4x4","uct-1000","15","decline_from_game_peak","100","1.830000","1.610000","2.040000","true"
"4x4","uct-1000","16","active_fronts","100","3.790000","3.540000","4.030000","true"
"4x4","uct-1000","16","dormant_fronts","100","0.970000","0.810000","1.150000","true"
"4x4","uct-1000","16","backlog","100","2.010000","1.790000","2.240000","true"
"4x4","uct-1000","16","decline_from_game_peak","100","1.960000","1.740000","2.180000","true"
"4x4","uct-1000","17","active_fronts","100","3.900000","3.670000","4.140000","true"
"4x4","uct-1000","17","dormant_fronts","100","0.910000","0.760000","1.070000","true"
"4x4","uct-1000","17","backlog","100","1.970000","1.790000","2.160000","true"
"4x4","uct-1000","17","decline_from_game_peak","100","1.850000","1.620000","2.070000","true"
"4x4","uct-1000","18","active_fronts","100","4.010000","3.770000","4.260000","true"
"4x4","uct-1000","18","dormant_fronts","100","1.030000","0.880000","1.190000","true"
"4x4","uct-1000","18","backlog","100","2.100000","1.880000","2.320000","true"
"4x4","uct-1000","18","decline_from_game_peak","100","1.740000","1.530000","1.940000","true"
"4x4","uct-1000","19","active_fronts","100","4.150000","3.900000","4.380000","true"
"4x4","uct-1000","19","dormant_fronts","100","1.140000","0.970000","1.310000","true"
"4x4","uct-1000","19","backlog","100","2.340000","2.140000","2.540000","true"
"4x4","uct-1000","19","decline_from_game_peak","100","1.600000","1.380000","1.820000","true"
"4x4","uct-1000","20","active_fronts","100","4.060000","3.830000","4.300000","true"
"4x4","uct-1000","20","dormant_fronts","100","1.080000","0.920000","1.250000","true"
"4x4","uct-1000","20","backlog","100","2.100000","1.910000","2.300000","true"
"4x4","uct-1000","20","decline_from_game_peak","100","1.690000","1.460000","1.940000","true"
"4x4","uct-1000","21","active_fronts","100","4.270000","4.050000","4.480000","true"
"4x4","uct-1000","21","dormant_fronts","100","1.140000","0.960000","1.320000","true"
"4x4","uct-1000","21","backlog","100","2.330000","2.120000","2.550000","true"
"4x4","uct-1000","21","decline_from_game_peak","100","1.480000","1.270000","1.690000","true"
"4x4","uct-1000","22","active_fronts","100","4.270000","4.050000","4.500000","true"
"4x4","uct-1000","22","dormant_fronts","100","1.250000","1.060000","1.440000","true"
"4x4","uct-1000","22","backlog","100","2.360000","2.150000","2.570000","true"
"4x4","uct-1000","22","decline_from_game_peak","100","1.480000","1.260000","1.690000","true"
"4x4","uct-1000","23","active_fronts","100","4.380000","4.160000","4.610000","true"
"4x4","uct-1000","23","dormant_fronts","100","1.200000","1.030000","1.370000","true"
"4x4","uct-1000","23","backlog","100","2.380000","2.200000","2.550000","true"
"4x4","uct-1000","23","decline_from_game_peak","100","1.370000","1.170000","1.580000","true"
"4x4","uct-1000","24","active_fronts","100","4.760000","4.510000","5.000000","true"
"4x4","uct-1000","24","dormant_fronts","100","1.250000","1.070000","1.430000","true"
"4x4","uct-1000","24","backlog","100","2.450000","2.230000","2.680000","true"
"4x4","uct-1000","24","decline_from_game_peak","100","0.990000","0.790000","1.200000","true"
"6x6","seeded-random","1","active_fronts","100","0.000000","0.000000","0.000000","false"
"6x6","seeded-random","1","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"6x6","seeded-random","1","backlog","100","0.000000","0.000000","0.000000","false"
"6x6","seeded-random","1","decline_from_game_peak","100","8.260000","8.140000","8.380000","false"
"6x6","seeded-random","2","active_fronts","100","0.890000","0.760000","1.030000","false"
"6x6","seeded-random","2","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"6x6","seeded-random","2","backlog","100","0.000000","0.000000","0.000000","false"
"6x6","seeded-random","2","decline_from_game_peak","100","7.370000","7.190000","7.550000","false"
"6x6","seeded-random","3","active_fronts","100","1.360000","1.200000","1.520000","false"
"6x6","seeded-random","3","dormant_fronts","100","0.000000","0.000000","0.000000","false"
"6x6","seeded-random","3","backlog","100","0.510000","0.390000","0.630000","false"
"6x6","seeded-random","3","decline_from_game_peak","100","6.900000","6.700000","7.100000","false"
"6x6","seeded-random","4","active_fronts","100","2.260000","2.070000","2.450000","false"
"6x6","seeded-random","4","dormant_fronts","100","0.330000","0.230000","0.430000","false"
"6x6","seeded-random","4","backlog","100","0.790000","0.660000","0.920000","false"
"6x6","seeded-random","4","decline_from_game_peak","100","6.000000","5.790000","6.220000","false"
"6x6","seeded-random","5","active_fronts","100","2.830000","2.630000","3.050000","false"
"6x6","seeded-random","5","dormant_fronts","100","0.470000","0.360000","0.590000","false"
"6x6","seeded-random","5","backlog","100","1.430000","1.240000","1.620000","false"
"6x6","seeded-random","5","decline_from_game_peak","100","5.430000","5.200000","5.660000","false"
"6x6","seeded-random","6","active_fronts","100","3.350000","3.120000","3.580000","false"
"6x6","seeded-random","6","dormant_fronts","100","0.870000","0.730000","1.020000","false"
