experiment_id,game_index,turn_number,placement_number,mover,target,target_type,supply_source
"uct-10000-self-play","97","2","3","2","S31","supply",""
"uct-10000-self-play","97","3","1","1","O10","objective","S11"
"uct-10000-self-play","97","3","2","1","O10","objective","S20"
"uct-10000-self-play","97","3","3","1","S32","supply",""
"uct-10000-self-play","97","4","1","2","S32","supply",""
"uct-10000-self-play","97","4","2","2","O21","objective","S31"
"uct-10000-self-play","97","4","3","2","S11","supply",""
"uct-10000-self-play","97","5","1","1","O10","objective","S20"
"uct-10000-self-play","97","5","2","1","S31","supply",""
"uct-10000-self-play","97","5","3","1","S31","supply",""
"uct-10000-self-play","97","6","1","2","O21","objective","S32"
"uct-10000-self-play","97","6","2","2","S31","supply",""
"uct-10000-self-play","97","6","3","2","S31","supply",""
"uct-10000-self-play","97","7","1","1","S33","supply",""
"uct-10000-self-play","97","7","2","1","O20","objective","S20"
"uct-10000-self-play","97","7","3","1","S23","supply",""
"uct-10000-self-play","97","8","1","2","O31","objective","S31"
"uct-10000-self-play","97","8","2","2","O31","objective","S32"
"uct-10000-self-play","97","8","3","2","S33","supply",""
"uct-10000-self-play","97","9","1","1","O20","objective","S20"
"uct-10000-self-play","97","9","2","1","O13","objective","S23"
"uct-10000-self-play","97","9","3","1","S32","supply",""
"uct-10000-self-play","97","10","1","2","O31","objective","S31"
"uct-10000-self-play","97","10","2","2","S23","supply",""
"uct-10000-self-play","97","10","3","2","S20","supply",""
"uct-10000-self-play","97","11","1","1","S21","supply",""
"uct-10000-self-play","97","11","2","1","S23","supply",""
"uct-10000-self-play","97","11","3","1","S12","supply",""
"uct-10000-self-play","97","12","1","2","O21","objective","S31"
"uct-10000-self-play","97","12","2","2","S21","supply",""
"uct-10000-self-play","97","12","3","2","S23","supply",""
"uct-10000-self-play","97","13","1","1","S21","supply",""
"uct-10000-self-play","97","13","2","1","O11","objective","S12"
"uct-10000-self-play","97","13","3","1","S30","supply",""
"uct-10000-self-play","97","14","1","2","S12","supply",""
"uct-10000-self-play","97","14","2","2","S23","supply",""
"uct-10000-self-play","97","14","3","2","O30","objective","S31"
"uct-10000-self-play","97","15","1","1","O20","objective","S30"
"uct-10000-self-play","97","15","2","1","O11","objective","S21"
"uct-10000-self-play","97","15","3","1","S22","supply",""
"uct-10000-self-play","97","16","1","2","O30","objective","S31"
"uct-10000-self-play","97","16","2","2","O13","objective","S23"
"uct-10000-self-play","97","16","3","2","S14","supply",""
"uct-10000-self-play","97","17","1","1","O11","objective","S21"
"uct-10000-self-play","97","17","2","1","O12","objective","S22"
"uct-10000-self-play","97","17","3","1","S13","supply",""
"uct-10000-self-play","97","18","1","2","O30","objective","S31"
"uct-10000-self-play","97","18","2","2","O13","objective","S14"
"uct-10000-self-play","97","18","3","2","O13","objective","S23"
"uct-10000-self-play","97","19","1","1","O12","objective","S22"
"uct-10000-self-play","97","19","2","1","O12","objective","S13"
"uct-10000-self-play","97","19","3","1","S33","supply",""
"uct-10000-self-play","97","20","1","2","O03","objective","S14"
"uct-10000-self-play","97","20","2","2","O23","objective","S23"
"uct-10000-self-play","97","20","3","2","S33","supply",""
"uct-10000-self-play","97","21","1","1","O22","objective","S22"
"uct-10000-self-play","97","21","2","1","O02","objective","S13"
"uct-10000-self-play","97","21","3","1","S33","supply",""
"uct-10000-self-play","97","22","1","2","O22","objective","S23"
"uct-10000-self-play","97","22","2","2","O03","objective","S14"
"uct-10000-self-play","97","22","3","2","S22","supply",""
"uct-10000-self-play","97","23","1","1","O03","objective","S13"
"uct-10000-self-play","97","23","2","1","O32","objective","S33"
"uct-10000-self-play","97","23","3","1","S03","supply",""
"uct-10000-self-play","97","24","1","2","O03","objective","S14"
"uct-10000-self-play","97","24","2","2","S34","supply",""
"uct-10000-self-play","97","24","3","2","S02","supply",""
"uct-10000-self-play","98","1","1","1","S13","supply",""
"uct-10000-self-play","98","1","2","1","S12","supply",""
"uct-10000-self-play","98","1","3","1","S11","supply",""
"uct-10000-self-play","98","2","1","2","S32","supply",""
"uct-10000-self-play","98","2","2","2","S13","supply",""
"uct-10000-self-play","98","2","3","2","S11","supply",""
"uct-10000-self-play","98","3","1","1","S11","supply",""
"uct-10000-self-play","98","3","2","1","O11","objective","S12"
"uct-10000-self-play","98","3","3","1","S21","supply",""
"uct-10000-self-play","98","4","1","2","S42","supply",""
"uct-10000-self-play","98","4","2","2","O21","objective","S32"
"uct-10000-self-play","98","4","3","2","S31","supply",""
"uct-10000-self-play","98","5","1","1","O11","objective","S12"
"uct-10000-self-play","98","5","2","1","S31","supply",""
"uct-10000-self-play","98","5","3","1","S32","supply",""
"uct-10000-self-play","98","6","1","2","S11","supply",""
"uct-10000-self-play","98","6","2","2","S31","supply",""
"uct-10000-self-play","98","6","3","2","O32","objective","S42"
"uct-10000-self-play","98","7","1","1","O11","objective","S12"
"uct-10000-self-play","98","7","2","1","O21","objective","S21"
"uct-10000-self-play","98","7","3","1","S31","supply",""
"uct-10000-self-play","98","8","1","2","O32","objective","S42"
"uct-10000-self-play","98","8","2","2","S31","supply",""
"uct-10000-self-play","98","8","3","2","S32","supply",""
"uct-10000-self-play","98","9","1","1","O21","objective","S21"
"uct-10000-self-play","98","9","2","1","S32","supply",""
"uct-10000-self-play","98","9","3","1","S32","supply",""
"uct-10000-self-play","98","10","1","2","O21","objective","S31"
"uct-10000-self-play","98","10","2","2","O32","objective","S42"
"uct-10000-self-play","98","10","3","2","S23","supply",""
"uct-10000-self-play","98","11","1","1","O21","objective","S21"
"uct-10000-self-play","98","11","2","1","S23","supply",""
"uct-10000-self-play","98","11","3","1","O22","objective","S32"
"uct-10000-self-play","98","12","1","2","O31","objective","S42"
"uct-10000-self-play","98","12","2","2","O31","objective","S31"
"uct-10000-self-play","98","12","3","2","S23","supply",""
"uct-10000-self-play","98","13","1","1","O22","objective","S32"
"uct-10000-self-play","98","13","2","1","O10","objective","S21"
"uct-10000-self-play","98","13","3","1","O02","objective","S12"
"uct-10000-self-play","98","14","1","2","O31","objective","S42"
"uct-10000-self-play","98","14","2","2","O20","objective","S31"
"uct-10000-self-play","98","14","3","2","O23","objective","S23"
"uct-10000-self-play","98","15","1","1","O22","objective","S32"
"uct-10000-self-play","98","15","2","1","S23","supply",""
"uct-10000-self-play","98","15","3","1","O10","objective","S21"
"uct-10000-self-play","98","16","1","2","O20","objective","S31"
"uct-10000-self-play","98","16","2","2","S23","supply",""
"uct-10000-self-play","98","16","3","2","S13","supply",""
"uct-10000-self-play","98","17","1","1","O10","objective","S21"
"uct-10000-self-play","98","17","2","1","S10","supply",""
"uct-10000-self-play","98","17","3","1","O01","objective","S12"
"uct-10000-self-play","98","18","1","2","O20","objective","S31"
"uct-10000-self-play","98","18","2","2","O23","objective","S23"
"uct-10000-self-play","98","18","3","2","O03","objective","S13"
"uct-10000-self-play","98","19","1","1","O12","objective","S12"
"uct-10000-self-play","98","19","2","1","O00","objective","S10"
"uct-10000-self-play","98","19","3","1","S13","supply",""
"uct-10000-self-play","98","20","1","2","O23","objective","S23"
"uct-10000-self-play","98","20","2","2","O30","objective","S31"
"uct-10000-self-play","98","20","3","2","S13","supply",""
"uct-10000-self-play","98","21","1","1","O12","objective","S12"
"uct-10000-self-play","98","21","2","1","O00","objective","S10"
"uct-10000-self-play","98","21","3","1","S41","supply",""
"uct-10000-self-play","98","22","1","2","O02","objective","S13"
"uct-10000-self-play","98","22","2","2","O13","objective","S23"
"uct-10000-self-play","98","22","3","2","O30","objective","S31"
"uct-10000-self-play","98","23","1","1","O00","objective","S10"
"uct-10000-self-play","98","23","2","1","O12","objective","S12"
"uct-10000-self-play","98","23","3","1","S14","supply",""
"uct-10000-self-play","98","24","1","2","O13","objective","S23"
"uct-10000-self-play","98","24","2","2","O13","objective","S13"
"uct-10000-self-play","98","24","3","2","O30","objective","S31"
"uct-10000-self-play","99","1","1","1","S23","supply",""
"uct-10000-self-play","99","1","2","1","S22","supply",""
"uct-10000-self-play","99","1","3","1","S12","supply",""
"uct-10000-self-play","99","2","1","2","S31","supply",""
"uct-10000-self-play","99","2","2","2","S32","supply",""
"uct-10000-self-play","99","2","3","2","S22","supply",""
"uct-10000-self-play","99","3","1","1","O12","objective","S23"
"uct-10000-self-play","99","3","2","1","S22","supply",""
"uct-10000-self-play","99","3","3","1","O12","objective","S12"
"uct-10000-self-play","99","4","1","2","O31","objective","S31"
"uct-10000-self-play","99","4","2","2","O31","objective","S32"
"uct-10000-self-play","99","4","3","2","S33","supply",""
"uct-10000-self-play","99","5","1","1","S32","supply",""
"uct-10000-self-play","99","5","2","1","S31","supply",""
"uct-10000-self-play","99","5","3","1","O22","objective","S22"
"uct-10000-self-play","99","6","1","2","S32","supply",""
"uct-10000-self-play","99","6","2","2","S22","supply",""
"uct-10000-self-play","99","6","3","2","O22","objective","S33"
"uct-10000-self-play","99","7","1","1","S32","supply",""
"uct-10000-self-play","99","7","2","1","O22","objective","S23"
"uct-10000-self-play","99","7","3","1","S22","supply",""
"uct-10000-self-play","99","8","1","2","S32","supply",""
"uct-10000-self-play","99","8","2","2","O22","objective","S33"
"uct-10000-self-play","99","8","3","2","S23","supply",""
"uct-10000-self-play","99","9","1","1","O22","objective","S22"
"uct-10000-self-play","99","9","2","1","O12","objective","S12"
"uct-10000-self-play","99","9","3","1","S33","supply",""
"uct-10000-self-play","99","10","1","2","O21","objective","S32"
"uct-10000-self-play","99","10","2","2","S21","supply",""
"uct-10000-self-play","99","10","3","2","S11","supply",""
"uct-10000-self-play","99","11","1","1","S21","supply",""
"uct-10000-self-play","99","11","2","1","O02","objective","S12"
"uct-10000-self-play","99","11","3","1","S11","supply",""
"uct-10000-self-play","99","12","1","2","O21","objective","S32"
"uct-10000-self-play","99","12","2","2","S31","supply",""
"uct-10000-self-play","99","12","3","2","S11","supply",""
"uct-10000-self-play","99","13","1","1","O11","objective","S12"
"uct-10000-self-play","99","13","2","1","O11","objective","S22"
"uct-10000-self-play","99","13","3","1","S12","supply",""
"uct-10000-self-play","99","14","1","2","O21","objective","S31"
"uct-10000-self-play","99","14","2","2","O31","objective","S32"
"uct-10000-self-play","99","14","3","2","O00","objective","S11"
"uct-10000-self-play","99","15","1","1","O11","objective","S22"
"uct-10000-self-play","99","15","2","1","S11","supply",""
"uct-10000-self-play","99","15","3","1","O01","objective","S12"
"uct-10000-self-play","99","16","1","2","O32","objective","S32"
"uct-10000-self-play","99","16","2","2","O20","objective","S31"
"uct-10000-self-play","99","16","3","2","S42","supply",""
"uct-10000-self-play","99","17","1","1","O01","objective","S12"
"uct-10000-self-play","99","17","2","1","S42","supply",""
"uct-10000-self-play","99","17","3","1","S11","supply",""
"uct-10000-self-play","99","18","1","2","O20","objective","S31"
"uct-10000-self-play","99","18","2","2","O32","objective","S32"
"uct-10000-self-play","99","18","3","2","S21","supply",""
"uct-10000-self-play","99","19","1","1","O01","objective","S12"
"uct-10000-self-play","99","19","2","1","O00","objective","S11"
"uct-10000-self-play","99","19","3","1","S21","supply",""
"uct-10000-self-play","99","20","1","2","O20","objective","S31"
"uct-10000-self-play","99","20","2","2","O32","objective","S32"
"uct-10000-self-play","99","20","3","2","S13","supply",""
"uct-10000-self-play","99","21","1","1","O00","objective","S11"
"uct-10000-self-play","99","21","2","1","S13","supply",""
"uct-10000-self-play","99","21","3","1","S31","supply",""
"uct-10000-self-play","99","22","1","2","S10","supply",""
"uct-10000-self-play","99","22","2","2","S13","supply",""
"uct-10000-self-play","99","22","3","2","S33","supply",""
"uct-10000-self-play","99","23","1","1","O00","objective","S11"
"uct-10000-self-play","99","23","2","1","S30","supply",""
"uct-10000-self-play","99","23","3","1","S31","supply",""
"uct-10000-self-play","99","24","1","2","S20","supply",""
"uct-10000-self-play","99","24","2","2","O13","objective","S13"
"uct-10000-self-play","99","24","3","2","S40","supply",""
"uct-10000-self-play","100","1","1","1","S12","supply",""
"uct-10000-self-play","100","1","2","1","S22","supply",""
"uct-10000-self-play","100","1","3","1","S13","supply",""
"uct-10000-self-play","100","2","1","2","S12","supply",""
"uct-10000-self-play","100","2","2","2","S13","supply",""
"uct-10000-self-play","100","2","3","2","S23","supply",""
"uct-10000-self-play","100","3","1","1","S11","supply",""
"uct-10000-self-play","100","3","2","1","S13","supply",""
"uct-10000-self-play","100","3","3","1","O12","objective","S22"
"uct-10000-self-play","100","4","1","2","S33","supply",""
"uct-10000-self-play","100","4","2","2","O23","objective","S23"
"uct-10000-self-play","100","4","3","2","S21","supply",""
"uct-10000-self-play","100","5","1","1","O12","objective","S22"
"uct-10000-self-play","100","5","2","1","O12","objective","S13"
"uct-10000-self-play","100","5","3","1","S33","supply",""
"uct-10000-self-play","100","6","1","2","O23","objective","S23"
"uct-10000-self-play","100","6","2","2","S33","supply",""
"uct-10000-self-play","100","6","3","2","S32","supply",""
"uct-10000-self-play","100","7","1","1","S33","supply",""
"uct-10000-self-play","100","7","2","1","O11","objective","S11"
"uct-10000-self-play","100","7","3","1","O11","objective","S22"
"uct-10000-self-play","100","8","1","2","O23","objective","S23"
"uct-10000-self-play","100","8","2","2","O21","objective","S32"
"uct-10000-self-play","100","8","3","2","O21","objective","S21"
"uct-10000-self-play","100","9","1","1","O11","objective","S22"
"uct-10000-self-play","100","9","2","1","S32","supply",""
"uct-10000-self-play","100","9","3","1","S21","supply",""
"uct-10000-self-play","100","10","1","2","S32","supply",""
"uct-10000-self-play","100","10","2","2","S33","supply",""
"uct-10000-self-play","100","10","3","2","O22","objective","S23"
"uct-10000-self-play","100","11","1","1","S32","supply",""
"uct-10000-self-play","100","11","2","1","S32","supply",""
"uct-10000-self-play","100","11","3","1","O10","objective","S11"
"uct-10000-self-play","100","12","1","2","O22","objective","S23"
"uct-10000-self-play","100","12","2","2","O22","objective","S33"
"uct-10000-self-play","100","12","3","2","S21","supply",""
"uct-10000-self-play","100","13","1","1","S21","supply",""
"uct-10000-self-play","100","13","2","1","S21","supply",""
"uct-10000-self-play","100","13","3","1","O10","objective","S11"
"uct-10000-self-play","100","14","1","2","S31","supply",""
"uct-10000-self-play","100","14","2","2","O33","objective","S33"
"uct-10000-self-play","100","14","3","2","O13","objective","S23"
"uct-10000-self-play","100","15","1","1","O10","objective","S11"
"uct-10000-self-play","100","15","2","1","S31","supply",""
"uct-10000-self-play","100","15","3","1","O20","objective","S21"
"uct-10000-self-play","100","16","1","2","O33","objective","S33"
"uct-10000-self-play","100","16","2","2","O13","objective","S23"
"uct-10000-self-play","100","16","3","2","S31","supply",""
"uct-10000-self-play","100","17","1","1","O20","objective","S21"
"uct-10000-self-play","100","17","2","1","O21","objective","S22"
"uct-10000-self-play","100","17","3","1","S31","supply",""
"uct-10000-self-play","100","18","1","2","O13","objective","S23"
"uct-10000-self-play","100","18","2","2","O33","objective","S33"
"uct-10000-self-play","100","18","3","2","S02","supply",""
"uct-10000-self-play","100","19","1","1","O21","objective","S32"
"uct-10000-self-play","100","19","2","1","O21","objective","S22"
"uct-10000-self-play","100","19","3","1","O20","objective","S21"
"uct-10000-self-play","100","20","1","2","O32","objective","S33"
"uct-10000-self-play","100","20","2","2","S42","supply",""
"uct-10000-self-play","100","20","3","2","O02","objective","S02"
"uct-10000-self-play","100","21","1","1","O31","objective","S32"
"uct-10000-self-play","100","21","2","1","O00","objective","S11"
"uct-10000-self-play","100","21","3","1","O03","objective","S13"
"uct-10000-self-play","100","22","1","2","O32","objective","S33"
"uct-10000-self-play","100","22","2","2","O31","objective","S42"
"uct-10000-self-play","100","22","3","2","O01","objective","S02"
"uct-10000-self-play","100","23","1","1","O31","objective","S32"
"uct-10000-self-play","100","23","2","1","O02","objective","S13"
"uct-10000-self-play","100","23","3","1","S14","supply",""
"uct-10000-self-play","100","24","1","2","O32","objective","S33"
"uct-10000-self-play","100","24","2","2","O02","objective","S02"
"uct-10000-self-play","100","24","3","2","O31","objective","S42"
"uct-3000-self-play","1","1","1","1","S23","supply",""
"uct-3000-self-play","1","1","2","1","S33","supply",""
"uct-3000-self-play","1","1","3","1","S13","supply",""
"uct-3000-self-play","1","2","1","2","S22","supply",""
"uct-3000-self-play","1","2","2","2","S41","supply",""
"uct-3000-self-play","1","2","3","2","S12","supply",""
"uct-3000-self-play","1","3","1","1","O22","objective","S23"
"uct-3000-self-play","1","3","2","1","O03","objective","S13"
"uct-3000-self-play","1","3","3","1","O22","objective","S33"
"uct-3000-self-play","1","4","1","2","O11","objective","S12"
"uct-3000-self-play","1","4","2","2","O11","objective","S22"
"uct-3000-self-play","1","4","3","2","O31","objective","S41"
"uct-3000-self-play","1","5","1","1","O03","objective","S13"
"uct-3000-self-play","1","5","2","1","O33","objective","S33"
"uct-3000-self-play","1","5","3","1","O22","objective","S23"
"uct-3000-self-play","1","6","1","2","O31","objective","S41"
"uct-3000-self-play","1","6","2","2","O01","objective","S12"
"uct-3000-self-play","1","6","3","2","O12","objective","S22"
"uct-3000-self-play","1","7","1","1","O03","objective","S13"
"uct-3000-self-play","1","7","2","1","S12","supply",""
"uct-3000-self-play","1","7","3","1","S22","supply",""
"uct-3000-self-play","1","8","1","2","S21","supply",""
"uct-3000-self-play","1","8","2","2","O31","objective","S41"
"uct-3000-self-play","1","8","3","2","S12","supply",""
"uct-3000-self-play","1","9","1","1","O23","objective","S23"
"uct-3000-self-play","1","9","2","1","O23","objective","S33"
"uct-3000-self-play","1","9","3","1","S12","supply",""
"uct-3000-self-play","1","10","1","2","S12","supply",""
"uct-3000-self-play","1","10","2","2","O10","objective","S21"
"uct-3000-self-play","1","10","3","2","S23","supply",""
"uct-3000-self-play","1","11","1","1","O23","objective","S33"
"uct-3000-self-play","1","11","2","1","S20","supply",""
"uct-3000-self-play","1","11","3","1","S21","supply",""
"uct-3000-self-play","1","12","1","2","S11","supply",""
"uct-3000-self-play","1","12","2","2","O01","objective","S12"
"uct-3000-self-play","1","12","3","2","S21","supply",""
"uct-3000-self-play","1","13","1","1","S11","supply",""
"uct-3000-self-play","1","13","2","1","O33","objective","S33"
"uct-3000-self-play","1","13","3","1","O02","objective","S13"
"uct-3000-self-play","1","14","1","2","O10","objective","S21"
"uct-3000-self-play","1","14","2","2","O01","objective","S12"
"uct-3000-self-play","1","14","3","2","S11","supply",""
"uct-3000-self-play","1","15","1","1","O33","objective","S33"
"uct-3000-self-play","1","15","2","1","S21","supply",""
"uct-3000-self-play","1","15","3","1","S11","supply",""
"uct-3000-self-play","1","16","1","2","S21","supply",""
"uct-3000-self-play","1","16","2","2","S11","supply",""
"uct-3000-self-play","1","16","3","2","O12","objective","S12"
"uct-3000-self-play","1","17","1","1","O02","objective","S13"
"uct-3000-self-play","1","17","2","1","O20","objective","S20"
"uct-3000-self-play","1","17","3","1","O32","objective","S33"
"uct-3000-self-play","1","18","1","2","O12","objective","S12"
"uct-3000-self-play","1","18","2","2","O10","objective","S21"
"uct-3000-self-play","1","18","3","2","S13","supply",""
"uct-3000-self-play","1","19","1","1","O20","objective","S20"
"uct-3000-self-play","1","19","2","1","O32","objective","S33"
"uct-3000-self-play","1","19","3","1","S43","supply",""
"uct-3000-self-play","1","20","1","2","O11","objective","S12"
"uct-3000-self-play","1","20","2","2","S33","supply",""
"uct-3000-self-play","1","20","3","2","O00","objective","S11"
"uct-3000-self-play","1","21","1","1","O20","objective","S20"
"uct-3000-self-play","1","21","2","1","O32","objective","S43"
"uct-3000-self-play","1","21","3","1","S40","supply",""
"uct-3000-self-play","1","22","1","2","S02","supply",""
"uct-3000-self-play","1","22","2","2","O30","objective","S41"
"uct-3000-self-play","1","22","3","2","O00","objective","S11"
"uct-3000-self-play","1","23","1","1","O30","objective","S40"
"uct-3000-self-play","1","23","2","1","S30","supply",""
"uct-3000-self-play","1","23","3","1","S33","supply",""
"uct-3000-self-play","1","24","1","2","O00","objective","S11"
"uct-3000-self-play","1","24","2","2","O30","objective","S41"
"uct-3000-self-play","1","24","3","2","O21","objective","S21"
"uct-3000-self-play","2","1","1","1","S21","supply",""
"uct-3000-self-play","2","1","2","1","S31","supply",""
"uct-3000-self-play","2","1","3","1","S13","supply",""
"uct-3000-self-play","2","2","1","2","S11","supply",""
"uct-3000-self-play","2","2","2","2","S01","supply",""
"uct-3000-self-play","2","2","3","2","S31","supply",""
"uct-3000-self-play","2","3","1","1","S22","supply",""
"uct-3000-self-play","2","3","2","1","S11","supply",""
"uct-3000-self-play","2","3","3","1","O20","objective","S21"
"uct-3000-self-play","2","4","1","2","S12","supply",""
"uct-3000-self-play","2","4","2","2","S22","supply",""
"uct-3000-self-play","2","4","3","2","O01","objective","S01"
"uct-3000-self-play","2","5","1","1","O10","objective","S21"
"uct-3000-self-play","2","5","2","1","O12","objective","S13"
"uct-3000-self-play","2","5","3","1","S12","supply",""
"uct-3000-self-play","2","6","1","2","O01","objective","S01"
"uct-3000-self-play","2","6","2","2","S11","supply",""
"uct-3000-self-play","2","6","3","2","S13","supply",""
"uct-3000-self-play","2","7","1","1","S11","supply",""
"uct-3000-self-play","2","7","2","1","O10","objective","S21"
"uct-3000-self-play","2","7","3","1","S31","supply",""
"uct-3000-self-play","2","8","1","2","S21","supply",""
"uct-3000-self-play","2","8","2","2","O01","objective","S01"
"uct-3000-self-play","2","8","3","2","S11","supply",""
"uct-3000-self-play","2","9","1","1","S21","supply",""
"uct-3000-self-play","2","9","2","1","O20","objective","S31"
"uct-3000-self-play","2","9","3","1","S20","supply",""
"uct-3000-self-play","2","10","1","2","S21","supply",""
"uct-3000-self-play","2","10","2","2","S20","supply",""
"uct-3000-self-play","2","10","3","2","S31","supply",""
"uct-3000-self-play","2","11","1","1","S21","supply",""
"uct-3000-self-play","2","11","2","1","S20","supply",""
"uct-3000-self-play","2","11","3","1","S23","supply",""
"uct-3000-self-play","2","12","1","2","O00","objective","S11"
"uct-3000-self-play","2","12","2","2","O00","objective","S01"
"uct-3000-self-play","2","12","3","2","S20","supply",""
"uct-3000-self-play","2","13","1","1","O10","objective","S21"
"uct-3000-self-play","2","13","2","1","O12","objective","S23"
"uct-3000-self-play","2","13","3","1","S31","supply",""
"uct-3000-self-play","2","14","1","2","O00","objective","S01"
"uct-3000-self-play","2","14","2","2","S23","supply",""
"uct-3000-self-play","2","14","3","2","O11","objective","S11"
"uct-3000-self-play","2","15","1","1","O20","objective","S31"
"uct-3000-self-play","2","15","2","1","S13","supply",""
"uct-3000-self-play","2","15","3","1","S12","supply",""
"uct-3000-self-play","2","16","1","2","O11","objective","S11"
"uct-3000-self-play","2","16","2","2","S22","supply",""
"uct-3000-self-play","2","16","3","2","S33","supply",""
"uct-3000-self-play","2","17","1","1","O12","objective","S12"
"uct-3000-self-play","2","17","2","1","O21","objective","S21"
"uct-3000-self-play","2","17","3","1","O02","objective","S13"
"uct-3000-self-play","2","18","1","2","O11","objective","S22"
"uct-3000-self-play","2","18","2","2","O22","objective","S33"
"uct-3000-self-play","2","18","3","2","S32","supply",""
"uct-3000-self-play","2","19","1","1","O21","objective","S21"
"uct-3000-self-play","2","19","2","1","O21","objective","S31"
"uct-3000-self-play","2","19","3","1","S32","supply",""
"uct-3000-self-play","2","20","1","2","O22","objective","S22"
"uct-3000-self-play","2","20","2","2","O22","objective","S33"
"uct-3000-self-play","2","20","3","2","S32","supply",""
"uct-3000-self-play","2","21","1","1","O30","objective","S31"
"uct-3000-self-play","2","21","2","1","O03","objective","S13"
"uct-3000-self-play","2","21","3","1","S33","supply",""
"uct-3000-self-play","2","22","1","2","S43","supply",""
"uct-3000-self-play","2","22","2","2","O32","objective","S32"
"uct-3000-self-play","2","22","3","2","S42","supply",""
"uct-3000-self-play","2","23","1","1","S44","supply",""
"uct-3000-self-play","2","23","2","1","S32","supply",""
"uct-3000-self-play","2","23","3","1","S30","supply",""
"uct-3000-self-play","2","24","1","2","O32","objective","S42"
"uct-3000-self-play","2","24","2","2","O32","objective","S43"
"uct-3000-self-play","2","24","3","2","S40","supply",""
"uct-3000-self-play","3","1","1","1","S10","supply",""
"uct-3000-self-play","3","1","2","1","S13","supply",""
"uct-3000-self-play","3","1","3","1","S14","supply",""
"uct-3000-self-play","3","2","1","2","S23","supply",""
"uct-3000-self-play","3","2","2","2","S11","supply",""
"uct-3000-self-play","3","2","3","2","S31","supply",""
"uct-3000-self-play","3","3","1","1","O03","objective","S14"
"uct-3000-self-play","3","3","2","1","O03","objective","S13"
"uct-3000-self-play","3","3","3","1","S13","supply",""
"uct-3000-self-play","3","4","1","2","O22","objective","S23"
"uct-3000-self-play","3","4","2","2","O01","objective","S11"
"uct-3000-self-play","3","4","3","2","O30","objective","S31"
"uct-3000-self-play","3","5","1","1","O13","objective","S13"
"uct-3000-self-play","3","5","2","1","O13","objective","S14"
"uct-3000-self-play","3","5","3","1","S12","supply",""
"uct-3000-self-play","3","6","1","2","O30","objective","S31"
"uct-3000-self-play","3","6","2","2","O01","objective","S11"
"uct-3000-self-play","3","6","3","2","O23","objective","S23"
"uct-3000-self-play","3","7","1","1","O03","objective","S14"
"uct-3000-self-play","3","7","2","1","O13","objective","S13"
"uct-3000-self-play","3","7","3","1","S33","supply",""
"uct-3000-self-play","3","8","1","2","O01","objective","S11"
"uct-3000-self-play","3","8","2","2","O30","objective","S31"
"uct-3000-self-play","3","8","3","2","O23","objective","S23"
"uct-3000-self-play","3","9","1","1","O02","objective","S12"
"uct-3000-self-play","3","9","2","1","O02","objective","S13"
"uct-3000-self-play","3","9","3","1","S22","supply",""
"uct-3000-self-play","3","10","1","2","O23","objective","S23"
"uct-3000-self-play","3","10","2","2","S22","supply",""
"uct-3000-self-play","3","10","3","2","S12","supply",""
"uct-3000-self-play","3","11","1","1","S21","supply",""
"uct-3000-self-play","3","11","2","1","O02","objective","S13"
"uct-3000-self-play","3","11","3","1","O10","objective","S10"
"uct-3000-self-play","3","12","1","2","O20","objective","S31"
"uct-3000-self-play","3","12","2","2","O22","objective","S23"
"uct-3000-self-play","3","12","3","2","S32","supply",""
"uct-3000-self-play","3","13","1","1","S22","supply",""
"uct-3000-self-play","3","13","2","1","O10","objective","S21"
"uct-3000-self-play","3","13","3","1","O10","objective","S10"
"uct-3000-self-play","3","14","1","2","O22","objective","S23"
"uct-3000-self-play","3","14","2","2","O11","objective","S11"
"uct-3000-self-play","3","14","3","2","O31","objective","S32"
"uct-3000-self-play","3","15","1","1","O11","objective","S22"
"uct-3000-self-play","3","15","2","1","O11","objective","S21"
"uct-3000-self-play","3","15","3","1","O00","objective","S10"
"uct-3000-self-play","3","16","1","2","O31","objective","S32"
"uct-3000-self-play","3","16","2","2","O31","objective","S31"
"uct-3000-self-play","3","16","3","2","S22","supply",""
"uct-3000-self-play","3","17","1","1","O11","objective","S21"
"uct-3000-self-play","3","17","2","1","O32","objective","S33"
"uct-3000-self-play","3","17","3","1","O00","objective","S10"
"uct-3000-self-play","3","18","1","2","O21","objective","S31"
"uct-3000-self-play","3","18","2","2","O21","objective","S32"
"uct-3000-self-play","3","18","3","2","S10","supply",""
"uct-3000-self-play","3","19","1","1","O33","objective","S33"
"uct-3000-self-play","3","19","2","1","S32","supply",""
"uct-3000-self-play","3","19","3","1","S31","supply",""
"uct-3000-self-play","3","20","1","2","O12","objective","S23"
"uct-3000-self-play","3","20","2","2","S32","supply",""
"uct-3000-self-play","3","20","3","2","O00","objective","S11"
"uct-3000-self-play","3","21","1","1","O20","objective","S21"
"uct-3000-self-play","3","21","2","1","S32","supply",""
"uct-3000-self-play","3","21","3","1","S11","supply",""
"uct-3000-self-play","3","22","1","2","S32","supply",""
"uct-3000-self-play","3","22","2","2","S43","supply",""
"uct-3000-self-play","3","22","3","2","S31","supply",""
"uct-3000-self-play","3","23","1","1","O20","objective","S21"
"uct-3000-self-play","3","23","2","1","S31","supply",""
"uct-3000-self-play","3","23","3","1","O32","objective","S33"
"uct-3000-self-play","3","24","1","2","O21","objective","S32"
