experiment_id,game_index,turn_number,placement_number,mover,target,target_type,supply_source
"uct-10000-self-play","37","3","2","1","O21","objective","S22"
"uct-10000-self-play","37","3","3","1","S12","supply",""
"uct-10000-self-play","37","4","1","2","O23","objective","S23"
"uct-10000-self-play","37","4","2","2","S32","supply",""
"uct-10000-self-play","37","4","3","2","S33","supply",""
"uct-10000-self-play","37","5","1","1","O21","objective","S31"
"uct-10000-self-play","37","5","2","1","S23","supply",""
"uct-10000-self-play","37","5","3","1","S12","supply",""
"uct-10000-self-play","37","6","1","2","O32","objective","S32"
"uct-10000-self-play","37","6","2","2","O23","objective","S33"
"uct-10000-self-play","37","6","3","2","S23","supply",""
"uct-10000-self-play","37","7","1","1","S33","supply",""
"uct-10000-self-play","37","7","2","1","S23","supply",""
"uct-10000-self-play","37","7","3","1","O11","objective","S12"
"uct-10000-self-play","37","8","1","2","S23","supply",""
"uct-10000-self-play","37","8","2","2","S33","supply",""
"uct-10000-self-play","37","8","3","2","O32","objective","S32"
"uct-10000-self-play","37","9","1","1","O11","objective","S22"
"uct-10000-self-play","37","9","2","1","O11","objective","S12"
"uct-10000-self-play","37","9","3","1","S33","supply",""
"uct-10000-self-play","37","10","1","2","O32","objective","S32"
"uct-10000-self-play","37","10","2","2","O23","objective","S23"
"uct-10000-self-play","37","10","3","2","S13","supply",""
"uct-10000-self-play","37","11","1","1","S13","supply",""
"uct-10000-self-play","37","11","2","1","O12","objective","S22"
"uct-10000-self-play","37","11","3","1","O12","objective","S12"
"uct-10000-self-play","37","12","1","2","O22","objective","S23"
"uct-10000-self-play","37","12","2","2","O22","objective","S32"
"uct-10000-self-play","37","12","3","2","S31","supply",""
"uct-10000-self-play","37","13","1","1","O12","objective","S22"
"uct-10000-self-play","37","13","2","1","O01","objective","S12"
"uct-10000-self-play","37","13","3","1","S11","supply",""
"uct-10000-self-play","37","14","1","2","O13","objective","S23"
"uct-10000-self-play","37","14","2","2","O22","objective","S32"
"uct-10000-self-play","37","14","3","2","S11","supply",""
"uct-10000-self-play","37","15","1","1","O01","objective","S12"
"uct-10000-self-play","37","15","2","1","S11","supply",""
"uct-10000-self-play","37","15","3","1","S01","supply",""
"uct-10000-self-play","37","16","1","2","O13","objective","S23"
"uct-10000-self-play","37","16","2","2","O31","objective","S32"
"uct-10000-self-play","37","16","3","2","S13","supply",""
"uct-10000-self-play","37","17","1","1","O01","objective","S11"
"uct-10000-self-play","37","17","2","1","O02","objective","S12"
"uct-10000-self-play","37","17","3","1","O00","objective","S01"
"uct-10000-self-play","37","18","1","2","O13","objective","S23"
"uct-10000-self-play","37","18","2","2","O31","objective","S32"
"uct-10000-self-play","37","18","3","2","O02","objective","S13"
"uct-10000-self-play","37","19","1","1","O00","objective","S01"
"uct-10000-self-play","37","19","2","1","O00","objective","S11"
"uct-10000-self-play","37","19","3","1","S32","supply",""
"uct-10000-self-play","37","20","1","2","O02","objective","S13"
"uct-10000-self-play","37","20","2","2","S41","supply",""
"uct-10000-self-play","37","20","3","2","S03","supply",""
"uct-10000-self-play","37","21","1","1","S13","supply",""
"uct-10000-self-play","37","21","2","1","S03","supply",""
"uct-10000-self-play","37","21","3","1","S41","supply",""
"uct-10000-self-play","37","22","1","2","S42","supply",""
"uct-10000-self-play","37","22","2","2","S13","supply",""
"uct-10000-self-play","37","22","3","2","S03","supply",""
"uct-10000-self-play","37","23","1","1","O10","objective","S11"
"uct-10000-self-play","37","23","2","1","O02","objective","S12"
"uct-10000-self-play","37","23","3","1","S42","supply",""
"uct-10000-self-play","37","24","1","2","O02","objective","S13"
"uct-10000-self-play","37","24","2","2","O03","objective","S03"
"uct-10000-self-play","37","24","3","2","S31","supply",""
"uct-10000-self-play","38","1","1","1","S23","supply",""
"uct-10000-self-play","38","1","2","1","S22","supply",""
"uct-10000-self-play","38","1","3","1","S21","supply",""
"uct-10000-self-play","38","2","1","2","S33","supply",""
"uct-10000-self-play","38","2","2","2","S11","supply",""
"uct-10000-self-play","38","2","3","2","S22","supply",""
"uct-10000-self-play","38","3","1","1","O22","objective","S23"
"uct-10000-self-play","38","3","2","1","O11","objective","S21"
"uct-10000-self-play","38","3","3","1","S22","supply",""
"uct-10000-self-play","38","4","1","2","S22","supply",""
"uct-10000-self-play","38","4","2","2","S22","supply",""
"uct-10000-self-play","38","4","3","2","S32","supply",""
"uct-10000-self-play","38","5","1","1","O22","objective","S23"
"uct-10000-self-play","38","5","2","1","O11","objective","S21"
"uct-10000-self-play","38","5","3","1","S12","supply",""
"uct-10000-self-play","38","6","1","2","S23","supply",""
"uct-10000-self-play","38","6","2","2","O22","objective","S33"
"uct-10000-self-play","38","6","3","2","O22","objective","S32"
"uct-10000-self-play","38","7","1","1","O11","objective","S12"
"uct-10000-self-play","38","7","2","1","S32","supply",""
"uct-10000-self-play","38","7","3","1","S33","supply",""
"uct-10000-self-play","38","8","1","2","O22","objective","S22"
"uct-10000-self-play","38","8","2","2","O00","objective","S11"
"uct-10000-self-play","38","8","3","2","S31","supply",""
"uct-10000-self-play","38","9","1","1","O02","objective","S12"
"uct-10000-self-play","38","9","2","1","O20","objective","S21"
"uct-10000-self-play","38","9","3","1","S30","supply",""
"uct-10000-self-play","38","10","1","2","O00","objective","S11"
"uct-10000-self-play","38","10","2","2","O21","objective","S22"
"uct-10000-self-play","38","10","3","2","O21","objective","S31"
"uct-10000-self-play","38","11","1","1","O20","objective","S30"
"uct-10000-self-play","38","11","2","1","O20","objective","S21"
"uct-10000-self-play","38","11","3","1","S11","supply",""
"uct-10000-self-play","38","12","1","2","O21","objective","S22"
"uct-10000-self-play","38","12","2","2","S11","supply",""
"uct-10000-self-play","38","12","3","2","S13","supply",""
"uct-10000-self-play","38","13","1","1","S11","supply",""
"uct-10000-self-play","38","13","2","1","O02","objective","S12"
"uct-10000-self-play","38","13","3","1","O10","objective","S21"
"uct-10000-self-play","38","14","1","2","O12","objective","S22"
"uct-10000-self-play","38","14","2","2","O12","objective","S13"
"uct-10000-self-play","38","14","3","2","S12","supply",""
"uct-10000-self-play","38","15","1","1","O10","objective","S21"
"uct-10000-self-play","38","15","2","1","S03","supply",""
"uct-10000-self-play","38","15","3","1","O30","objective","S30"
"uct-10000-self-play","38","16","1","2","O12","objective","S22"
"uct-10000-self-play","38","16","2","2","S03","supply",""
"uct-10000-self-play","38","16","3","2","S21","supply",""
"uct-10000-self-play","38","17","1","1","O30","objective","S30"
"uct-10000-self-play","38","17","2","1","S10","supply",""
"uct-10000-self-play","38","17","3","1","S11","supply",""
"uct-10000-self-play","38","18","1","2","O13","objective","S13"
"uct-10000-self-play","38","18","2","2","O31","objective","S31"
"uct-10000-self-play","38","18","3","2","S30","supply",""
"uct-10000-self-play","38","19","1","1","O10","objective","S10"
"uct-10000-self-play","38","19","2","1","O01","objective","S11"
"uct-10000-self-play","38","19","3","1","S13","supply",""
"uct-10000-self-play","38","20","1","2","S33","supply",""
"uct-10000-self-play","38","20","2","2","S01","supply",""
"uct-10000-self-play","38","20","3","2","S23","supply",""
"uct-10000-self-play","38","21","1","1","S33","supply",""
"uct-10000-self-play","38","21","2","1","S01","supply",""
"uct-10000-self-play","38","21","3","1","S23","supply",""
"uct-10000-self-play","38","22","1","2","S33","supply",""
"uct-10000-self-play","38","22","2","2","S34","supply",""
"uct-10000-self-play","38","22","3","2","S01","supply",""
"uct-10000-self-play","38","23","1","1","O00","objective","S10"
"uct-10000-self-play","38","23","2","1","O00","objective","S11"
"uct-10000-self-play","38","23","3","1","S01","supply",""
"uct-10000-self-play","38","24","1","2","O32","objective","S33"
"uct-10000-self-play","38","24","2","2","O23","objective","S34"
"uct-10000-self-play","38","24","3","2","S02","supply",""
"uct-10000-self-play","39","1","1","1","S12","supply",""
"uct-10000-self-play","39","1","2","1","S21","supply",""
"uct-10000-self-play","39","1","3","1","S13","supply",""
"uct-10000-self-play","39","2","1","2","S21","supply",""
"uct-10000-self-play","39","2","2","2","S22","supply",""
"uct-10000-self-play","39","2","3","2","S21","supply",""
"uct-10000-self-play","39","3","1","1","O12","objective","S13"
"uct-10000-self-play","39","3","2","1","O12","objective","S12"
"uct-10000-self-play","39","3","3","1","S21","supply",""
"uct-10000-self-play","39","4","1","2","S21","supply",""
"uct-10000-self-play","39","4","2","2","S13","supply",""
"uct-10000-self-play","39","4","3","2","S12","supply",""
"uct-10000-self-play","39","5","1","1","S12","supply",""
"uct-10000-self-play","39","5","2","1","S23","supply",""
"uct-10000-self-play","39","5","3","1","S13","supply",""
"uct-10000-self-play","39","6","1","2","O21","objective","S21"
"uct-10000-self-play","39","6","2","2","O21","objective","S22"
"uct-10000-self-play","39","6","3","2","S13","supply",""
"uct-10000-self-play","39","7","1","1","O12","objective","S12"
"uct-10000-self-play","39","7","2","1","O13","objective","S23"
"uct-10000-self-play","39","7","3","1","S22","supply",""
"uct-10000-self-play","39","8","1","2","O21","objective","S21"
"uct-10000-self-play","39","8","2","2","S33","supply",""
"uct-10000-self-play","39","8","3","2","S11","supply",""
"uct-10000-self-play","39","9","1","1","O13","objective","S23"
"uct-10000-self-play","39","9","2","1","O02","objective","S12"
"uct-10000-self-play","39","9","3","1","S13","supply",""
"uct-10000-self-play","39","10","1","2","O11","objective","S11"
"uct-10000-self-play","39","10","2","2","O11","objective","S21"
"uct-10000-self-play","39","10","3","2","O33","objective","S33"
"uct-10000-self-play","39","11","1","1","O02","objective","S13"
"uct-10000-self-play","39","11","2","1","O02","objective","S12"
"uct-10000-self-play","39","11","3","1","O13","objective","S23"
"uct-10000-self-play","39","12","1","2","O33","objective","S33"
"uct-10000-self-play","39","12","2","2","O11","objective","S21"
"uct-10000-self-play","39","12","3","2","O10","objective","S11"
"uct-10000-self-play","39","13","1","1","S33","supply",""
"uct-10000-self-play","39","13","2","1","S11","supply",""
"uct-10000-self-play","39","13","3","1","O01","objective","S12"
"uct-10000-self-play","39","14","1","2","O10","objective","S21"
"uct-10000-self-play","39","14","2","2","S33","supply",""
"uct-10000-self-play","39","14","3","2","S11","supply",""
"uct-10000-self-play","39","15","1","1","O01","objective","S12"
"uct-10000-self-play","39","15","2","1","S33","supply",""
"uct-10000-self-play","39","15","3","1","O23","objective","S23"
"uct-10000-self-play","39","16","1","2","O10","objective","S11"
"uct-10000-self-play","39","16","2","2","S33","supply",""
"uct-10000-self-play","39","16","3","2","S12","supply",""
"uct-10000-self-play","39","17","1","1","O23","objective","S23"
"uct-10000-self-play","39","17","2","1","O03","objective","S13"
"uct-10000-self-play","39","17","3","1","S12","supply",""
"uct-10000-self-play","39","18","1","2","O33","objective","S33"
"uct-10000-self-play","39","18","2","2","S23","supply",""
"uct-10000-self-play","39","18","3","2","O00","objective","S11"
"uct-10000-self-play","39","19","1","1","O01","objective","S12"
"uct-10000-self-play","39","19","2","1","O03","objective","S13"
"uct-10000-self-play","39","19","3","1","S23","supply",""
"uct-10000-self-play","39","20","1","2","O20","objective","S21"
"uct-10000-self-play","39","20","2","2","O00","objective","S11"
"uct-10000-self-play","39","20","3","2","O32","objective","S33"
"uct-10000-self-play","39","21","1","1","O23","objective","S23"
"uct-10000-self-play","39","21","2","1","O03","objective","S13"
"uct-10000-self-play","39","21","3","1","S11","supply",""
"uct-10000-self-play","39","22","1","2","S11","supply",""
"uct-10000-self-play","39","22","2","2","O32","objective","S33"
"uct-10000-self-play","39","22","3","2","S42","supply",""
"uct-10000-self-play","39","23","1","1","S02","supply",""
"uct-10000-self-play","39","23","2","1","O22","objective","S23"
"uct-10000-self-play","39","23","3","1","S42","supply",""
"uct-10000-self-play","39","24","1","2","O32","objective","S33"
"uct-10000-self-play","39","24","2","2","O00","objective","S11"
"uct-10000-self-play","39","24","3","2","O20","objective","S21"
"uct-10000-self-play","40","1","1","1","S21","supply",""
"uct-10000-self-play","40","1","2","1","S32","supply",""
"uct-10000-self-play","40","1","3","1","S22","supply",""
"uct-10000-self-play","40","2","1","2","S11","supply",""
"uct-10000-self-play","40","2","2","2","S13","supply",""
"uct-10000-self-play","40","2","3","2","S23","supply",""
"uct-10000-self-play","40","3","1","1","O21","objective","S22"
"uct-10000-self-play","40","3","2","1","O21","objective","S32"
"uct-10000-self-play","40","3","3","1","O21","objective","S21"
"uct-10000-self-play","40","4","1","2","O12","objective","S23"
"uct-10000-self-play","40","4","2","2","O12","objective","S13"
"uct-10000-self-play","40","4","3","2","O01","objective","S11"
"uct-10000-self-play","40","5","1","1","O22","objective","S32"
"uct-10000-self-play","40","5","2","1","O22","objective","S22"
"uct-10000-self-play","40","5","3","1","O10","objective","S21"
"uct-10000-self-play","40","6","1","2","O13","objective","S23"
"uct-10000-self-play","40","6","2","2","O00","objective","S11"
"uct-10000-self-play","40","6","3","2","O13","objective","S13"
"uct-10000-self-play","40","7","1","1","O11","objective","S21"
"uct-10000-self-play","40","7","2","1","O11","objective","S22"
"uct-10000-self-play","40","7","3","1","O22","objective","S32"
"uct-10000-self-play","40","8","1","2","O12","objective","S13"
"uct-10000-self-play","40","8","2","2","O01","objective","S11"
"uct-10000-self-play","40","8","3","2","O13","objective","S23"
"uct-10000-self-play","40","9","1","1","O11","objective","S21"
"uct-10000-self-play","40","9","2","1","S11","supply",""
"uct-10000-self-play","40","9","3","1","S11","supply",""
"uct-10000-self-play","40","10","1","2","O23","objective","S23"
"uct-10000-self-play","40","10","2","2","S11","supply",""
"uct-10000-self-play","40","10","3","2","S11","supply",""
"uct-10000-self-play","40","11","1","1","O10","objective","S21"
"uct-10000-self-play","40","11","2","1","O31","objective","S32"
"uct-10000-self-play","40","11","3","1","S10","supply",""
"uct-10000-self-play","40","12","1","2","O01","objective","S11"
"uct-10000-self-play","40","12","2","2","O23","objective","S23"
"uct-10000-self-play","40","12","3","2","O02","objective","S13"
"uct-10000-self-play","40","13","1","1","O10","objective","S10"
"uct-10000-self-play","40","13","2","1","O31","objective","S32"
"uct-10000-self-play","40","13","3","1","O20","objective","S21"
"uct-10000-self-play","40","14","1","2","O23","objective","S23"
"uct-10000-self-play","40","14","2","2","O00","objective","S11"
"uct-10000-self-play","40","14","3","2","S32","supply",""
"uct-10000-self-play","40","15","1","1","O20","objective","S21"
"uct-10000-self-play","40","15","2","1","S31","supply",""
"uct-10000-self-play","40","15","3","1","S42","supply",""
"uct-10000-self-play","40","16","1","2","O00","objective","S11"
"uct-10000-self-play","40","16","2","2","O02","objective","S13"
"uct-10000-self-play","40","16","3","2","S03","supply",""
"uct-10000-self-play","40","17","1","1","O20","objective","S21"
"uct-10000-self-play","40","17","2","1","O31","objective","S42"
"uct-10000-self-play","40","17","3","1","O30","objective","S31"
"uct-10000-self-play","40","18","1","2","O03","objective","S03"
"uct-10000-self-play","40","18","2","2","O02","objective","S13"
"uct-10000-self-play","40","18","3","2","S43","supply",""
"uct-10000-self-play","40","19","1","1","O32","objective","S42"
"uct-10000-self-play","40","19","2","1","O30","objective","S31"
"uct-10000-self-play","40","19","3","1","S03","supply",""
"uct-10000-self-play","40","20","1","2","O03","objective","S13"
"uct-10000-self-play","40","20","2","2","O32","objective","S43"
"uct-10000-self-play","40","20","3","2","S31","supply",""
"uct-10000-self-play","40","21","1","1","O32","objective","S42"
"uct-10000-self-play","40","21","2","1","S13","supply",""
"uct-10000-self-play","40","21","3","1","S43","supply",""
"uct-10000-self-play","40","22","1","2","S04","supply",""
"uct-10000-self-play","40","22","2","2","S13","supply",""
"uct-10000-self-play","40","22","3","2","S42","supply",""
"uct-10000-self-play","40","23","1","1","S04","supply",""
"uct-10000-self-play","40","23","2","1","S13","supply",""
"uct-10000-self-play","40","23","3","1","S21","supply",""
"uct-10000-self-play","40","24","1","2","S41","supply",""
"uct-10000-self-play","40","24","2","2","S33","supply",""
"uct-10000-self-play","40","24","3","2","S04","supply",""
"uct-10000-self-play","41","1","1","1","S23","supply",""
"uct-10000-self-play","41","1","2","1","S13","supply",""
"uct-10000-self-play","41","1","3","1","S11","supply",""
"uct-10000-self-play","41","2","1","2","S23","supply",""
"uct-10000-self-play","41","2","2","2","S13","supply",""
"uct-10000-self-play","41","2","3","2","S31","supply",""
"uct-10000-self-play","41","3","1","1","S12","supply",""
"uct-10000-self-play","41","3","2","1","O11","objective","S11"
"uct-10000-self-play","41","3","3","1","S32","supply",""
"uct-10000-self-play","41","4","1","2","O20","objective","S31"
"uct-10000-self-play","41","4","2","2","S21","supply",""
"uct-10000-self-play","41","4","3","2","S22","supply",""
"uct-10000-self-play","41","5","1","1","O11","objective","S12"
"uct-10000-self-play","41","5","2","1","S31","supply",""
"uct-10000-self-play","41","5","3","1","O11","objective","S11"
"uct-10000-self-play","41","6","1","2","O20","objective","S21"
"uct-10000-self-play","41","6","2","2","S31","supply",""
"uct-10000-self-play","41","6","3","2","O21","objective","S22"
"uct-10000-self-play","41","7","1","1","O01","objective","S12"
"uct-10000-self-play","41","7","2","1","O01","objective","S11"
"uct-10000-self-play","41","7","3","1","S31","supply",""
"uct-10000-self-play","41","8","1","2","O21","objective","S22"
"uct-10000-self-play","41","8","2","2","O20","objective","S21"
"uct-10000-self-play","41","8","3","2","S23","supply",""
"uct-10000-self-play","41","9","1","1","O01","objective","S12"
"uct-10000-self-play","41","9","2","1","S23","supply",""
"uct-10000-self-play","41","9","3","1","O22","objective","S32"
"uct-10000-self-play","41","10","1","2","O21","objective","S22"
"uct-10000-self-play","41","10","2","2","S23","supply",""
"uct-10000-self-play","41","10","3","2","S13","supply",""
"uct-10000-self-play","41","11","1","1","O22","objective","S32"
"uct-10000-self-play","41","11","2","1","S13","supply",""
"uct-10000-self-play","41","11","3","1","S33","supply",""
"uct-10000-self-play","41","12","1","2","O12","objective","S22"
"uct-10000-self-play","41","12","2","2","O12","objective","S23"
"uct-10000-self-play","41","12","3","2","S13","supply",""
"uct-10000-self-play","41","13","1","1","O22","objective","S32"
"uct-10000-self-play","41","13","2","1","O23","objective","S33"
"uct-10000-self-play","41","13","3","1","O10","objective","S11"
"uct-10000-self-play","41","14","1","2","O13","objective","S13"
"uct-10000-self-play","41","14","2","2","O13","objective","S23"
"uct-10000-self-play","41","14","3","2","O12","objective","S22"
"uct-10000-self-play","41","15","1","1","O10","objective","S11"
"uct-10000-self-play","41","15","2","1","O23","objective","S33"
"uct-10000-self-play","41","15","3","1","O32","objective","S32"
"uct-10000-self-play","41","16","1","2","O13","objective","S23"
"uct-10000-self-play","41","16","2","2","S33","supply",""
"uct-10000-self-play","41","16","3","2","S11","supply",""
"uct-10000-self-play","41","17","1","1","O32","objective","S32"
"uct-10000-self-play","41","17","2","1","S33","supply",""
"uct-10000-self-play","41","17","3","1","S42","supply",""
"uct-10000-self-play","41","18","1","2","S33","supply",""
"uct-10000-self-play","41","18","2","2","S42","supply",""
"uct-10000-self-play","41","18","3","2","S32","supply",""
"uct-10000-self-play","41","19","1","1","S33","supply",""
"uct-10000-self-play","41","19","2","1","S34","supply",""
"uct-10000-self-play","41","19","3","1","S43","supply",""
"uct-10000-self-play","41","20","1","2","S43","supply",""
"uct-10000-self-play","41","20","2","2","S34","supply",""
"uct-10000-self-play","41","20","3","2","O03","objective","S13"
"uct-10000-self-play","41","21","1","1","O23","objective","S33"
"uct-10000-self-play","41","21","2","1","O02","objective","S12"
"uct-10000-self-play","41","21","3","1","S03","supply",""
"uct-10000-self-play","41","22","1","2","O03","objective","S13"
"uct-10000-self-play","41","22","2","2","S14","supply",""
"uct-10000-self-play","41","22","3","2","S04","supply",""
"uct-10000-self-play","41","23","1","1","O32","objective","S33"
"uct-10000-self-play","41","23","2","1","O03","objective","S03"
"uct-10000-self-play","41","23","3","1","S12","supply",""
"uct-10000-self-play","41","24","1","2","S11","supply",""
"uct-10000-self-play","41","24","2","2","S30","supply",""
"uct-10000-self-play","41","24","3","2","O03","objective","S13"
"uct-10000-self-play","42","1","1","1","S32","supply",""
"uct-10000-self-play","42","1","2","1","S21","supply",""
"uct-10000-self-play","42","1","3","1","S22","supply",""
"uct-10000-self-play","42","2","1","2","S21","supply",""
"uct-10000-self-play","42","2","2","2","S13","supply",""
"uct-10000-self-play","42","2","3","2","S22","supply",""
"uct-10000-self-play","42","3","1","1","S23","supply",""
"uct-10000-self-play","42","3","2","1","O22","objective","S32"
"uct-10000-self-play","42","3","3","1","S22","supply",""
"uct-10000-self-play","42","4","1","2","S32","supply",""
"uct-10000-self-play","42","4","2","2","O13","objective","S13"
"uct-10000-self-play","42","4","3","2","S14","supply",""
"uct-10000-self-play","42","5","1","1","O22","objective","S22"
"uct-10000-self-play","42","5","2","1","O22","objective","S23"
"uct-10000-self-play","42","5","3","1","S14","supply",""
"uct-10000-self-play","42","6","1","2","O13","objective","S13"
"uct-10000-self-play","42","6","2","2","S12","supply",""
"uct-10000-self-play","42","6","3","2","S21","supply",""
"uct-10000-self-play","42","7","1","1","S13","supply",""
"uct-10000-self-play","42","7","2","1","O12","objective","S22"
"uct-10000-self-play","42","7","3","1","O12","objective","S23"
"uct-10000-self-play","42","8","1","2","S14","supply",""
"uct-10000-self-play","42","8","2","2","O11","objective","S12"
"uct-10000-self-play","42","8","3","2","O11","objective","S21"
"uct-10000-self-play","42","9","1","1","O12","objective","S23"
"uct-10000-self-play","42","9","2","1","S21","supply",""
"uct-10000-self-play","42","9","3","1","S12","supply",""
"uct-10000-self-play","42","10","1","2","O13","objective","S14"
"uct-10000-self-play","42","10","2","2","S21","supply",""
"uct-10000-self-play","42","10","3","2","S11","supply",""
"uct-10000-self-play","42","11","1","1","S11","supply",""
"uct-10000-self-play","42","11","2","1","S31","supply",""
"uct-10000-self-play","42","11","3","1","O23","objective","S23"
"uct-10000-self-play","42","12","1","2","O11","objective","S21"
"uct-10000-self-play","42","12","2","2","O03","objective","S14"
"uct-10000-self-play","42","12","3","2","S31","supply",""
"uct-10000-self-play","42","13","1","1","O23","objective","S23"
"uct-10000-self-play","42","13","2","1","O21","objective","S22"
"uct-10000-self-play","42","13","3","1","S33","supply",""
"uct-10000-self-play","42","14","1","2","O03","objective","S14"
"uct-10000-self-play","42","14","2","2","S33","supply",""
"uct-10000-self-play","42","14","3","2","O20","objective","S21"
"uct-10000-self-play","42","15","1","1","O23","objective","S23"
"uct-10000-self-play","42","15","2","1","O21","objective","S22"
"uct-10000-self-play","42","15","3","1","S14","supply",""
"uct-10000-self-play","42","16","1","2","O20","objective","S21"
"uct-10000-self-play","42","16","2","2","S22","supply",""
"uct-10000-self-play","42","16","3","2","S31","supply",""
"uct-10000-self-play","42","17","1","1","S31","supply",""
"uct-10000-self-play","42","17","2","1","S32","supply",""
"uct-10000-self-play","42","17","3","1","S31","supply",""
"uct-10000-self-play","42","18","1","2","O20","objective","S21"
"uct-10000-self-play","42","18","2","2","S32","supply",""
"uct-10000-self-play","42","18","3","2","S13","supply",""
"uct-10000-self-play","42","19","1","1","O21","objective","S31"
"uct-10000-self-play","42","19","2","1","S13","supply",""
"uct-10000-self-play","42","19","3","1","S03","supply",""
"uct-10000-self-play","42","20","1","2","S13","supply",""
"uct-10000-self-play","42","20","2","2","O10","objective","S21"
"uct-10000-self-play","42","20","3","2","S14","supply",""
"uct-10000-self-play","42","21","1","1","O31","objective","S31"
"uct-10000-self-play","42","21","2","1","O02","objective","S03"
"uct-10000-self-play","42","21","3","1","S43","supply",""
"uct-10000-self-play","42","22","1","2","O03","objective","S14"
"uct-10000-self-play","42","22","2","2","O02","objective","S13"
"uct-10000-self-play","42","22","3","2","O10","objective","S21"
"uct-10000-self-play","42","23","1","1","O02","objective","S03"
"uct-10000-self-play","42","23","2","1","O33","objective","S43"
"uct-10000-self-play","42","23","3","1","S12","supply",""
"uct-10000-self-play","42","24","1","2","O10","objective","S21"
"uct-10000-self-play","42","24","2","2","S20","supply",""
"uct-10000-self-play","42","24","3","2","S04","supply",""
"uct-10000-self-play","43","1","1","1","S12","supply",""
"uct-10000-self-play","43","1","2","1","S21","supply",""
"uct-10000-self-play","43","1","3","1","S23","supply",""
"uct-10000-self-play","43","2","1","2","S22","supply",""
"uct-10000-self-play","43","2","2","2","S21","supply",""
"uct-10000-self-play","43","2","3","2","S13","supply",""
"uct-10000-self-play","43","3","1","1","S13","supply",""
"uct-10000-self-play","43","3","2","1","S32","supply",""
"uct-10000-self-play","43","3","3","1","O12","objective","S12"
"uct-10000-self-play","43","4","1","2","S23","supply",""
"uct-10000-self-play","43","4","2","2","S13","supply",""
"uct-10000-self-play","43","4","3","2","O21","objective","S22"
"uct-10000-self-play","43","5","1","1","O12","objective","S12"
"uct-10000-self-play","43","5","2","1","O22","objective","S32"
"uct-10000-self-play","43","5","3","1","S22","supply",""
"uct-10000-self-play","43","6","1","2","S12","supply",""
"uct-10000-self-play","43","6","2","2","S23","supply",""
"uct-10000-self-play","43","6","3","2","S22","supply",""
"uct-10000-self-play","43","7","1","1","S22","supply",""
"uct-10000-self-play","43","7","2","1","S22","supply",""
"uct-10000-self-play","43","7","3","1","O22","objective","S32"
"uct-10000-self-play","43","8","1","2","O12","objective","S13"
"uct-10000-self-play","43","8","2","2","O12","objective","S23"
"uct-10000-self-play","43","8","3","2","S21","supply",""
"uct-10000-self-play","43","9","1","1","O12","objective","S22"
"uct-10000-self-play","43","9","2","1","O22","objective","S32"
"uct-10000-self-play","43","9","3","1","S11","supply",""
"uct-10000-self-play","43","10","1","2","O13","objective","S23"
"uct-10000-self-play","43","10","2","2","O21","objective","S21"
"uct-10000-self-play","43","10","3","2","O13","objective","S13"
"uct-10000-self-play","43","11","1","1","S21","supply",""
"uct-10000-self-play","43","11","2","1","O11","objective","S22"
"uct-10000-self-play","43","11","3","1","S21","supply",""
"uct-10000-self-play","43","12","1","2","S31","supply",""
"uct-10000-self-play","43","12","2","2","O13","objective","S23"
"uct-10000-self-play","43","12","3","2","O03","objective","S13"
"uct-10000-self-play","43","13","1","1","S31","supply",""
"uct-10000-self-play","43","13","2","1","O11","objective","S22"
"uct-10000-self-play","43","13","3","1","O11","objective","S11"
"uct-10000-self-play","43","14","1","2","O02","objective","S13"
"uct-10000-self-play","43","14","2","2","S31","supply",""
"uct-10000-self-play","43","14","3","2","O23","objective","S23"
"uct-10000-self-play","43","15","1","1","S31","supply",""
"uct-10000-self-play","43","15","2","1","O20","objective","S21"
"uct-10000-self-play","43","15","3","1","S13","supply",""
"uct-10000-self-play","43","16","1","2","S31","supply",""
"uct-10000-self-play","43","16","2","2","O23","objective","S23"
"uct-10000-self-play","43","16","3","2","S33","supply",""
"uct-10000-self-play","43","17","1","1","O32","objective","S32"
"uct-10000-self-play","43","17","2","1","O01","objective","S11"
"uct-10000-self-play","43","17","3","1","O10","objective","S21"
"uct-10000-self-play","43","18","1","2","O21","objective","S31"
"uct-10000-self-play","43","18","2","2","O23","objective","S23"
"uct-10000-self-play","43","18","3","2","O32","objective","S33"
"uct-10000-self-play","43","19","1","1","O10","objective","S11"
"uct-10000-self-play","43","19","2","1","O10","objective","S21"
"uct-10000-self-play","43","19","3","1","S33","supply",""
"uct-10000-self-play","43","20","1","2","S14","supply",""
"uct-10000-self-play","43","20","2","2","S42","supply",""
"uct-10000-self-play","43","20","3","2","O31","objective","S31"
"uct-10000-self-play","43","21","1","1","S42","supply",""
"uct-10000-self-play","43","21","2","1","O00","objective","S11"
"uct-10000-self-play","43","21","3","1","O32","objective","S32"
"uct-10000-self-play","43","22","1","2","O03","objective","S14"
"uct-10000-self-play","43","22","2","2","O20","objective","S31"
"uct-10000-self-play","43","22","3","2","S30","supply",""
"uct-10000-self-play","43","23","1","1","O32","objective","S32"
"uct-10000-self-play","43","23","2","1","S20","supply",""
"uct-10000-self-play","43","23","3","1","S11","supply",""
"uct-10000-self-play","43","24","1","2","O20","objective","S30"
"uct-10000-self-play","43","24","2","2","O20","objective","S31"
"uct-10000-self-play","43","24","3","2","O03","objective","S14"
"uct-10000-self-play","44","1","1","1","S13","supply",""
