"board","experiment_id","search_level","game_index","window_first_turn","window_last_turn","normalized_entropy","largest_region_share","hhi","region_coverage"
"7x7","7x7-seeded-random","seeded-random","35","39","42","0.8680423562500167","0.16666666666666666","0.1527777777777778","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","35","40","43","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","35","41","44","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","35","42","45","0.8481973151785929","0.25","0.16666666666666666","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","35","43","46","0.8680423562500167","0.16666666666666666","0.15277777777777776","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","35","44","47","0.8680423562500167","0.16666666666666666","0.1527777777777778","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","35","45","48","0.8680423562500167","0.16666666666666666","0.15277777777777776","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","1","4","0.8154648767857289","0.3333333333333333","0.19444444444444445","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","2","5","0.7430423562500168","0.3333333333333333","0.2222222222222222","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","3","6","0.7757747946428812","0.25","0.19444444444444448","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","4","7","0.7757747946428811","0.25","0.19444444444444448","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","5","8","0.7033522741071694","0.25","0.22222222222222224","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","36","6","9","0.8809297535714575","0.25","0.16666666666666669","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","36","7","10","0.8283522741071695","0.25","0.18055555555555555","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","8","11","0.7430423562500168","0.3333333333333333","0.2222222222222222","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","9","12","0.775774794642881","0.25","0.19444444444444445","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","10","13","0.8283522741071695","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","11","14","0.8680423562500167","0.16666666666666666","0.1527777777777778","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","12","15","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","13","16","0.9533522741071694","0.25","0.1388888888888889","1"
"7x7","7x7-seeded-random","seeded-random","36","14","17","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","36","15","18","0.7757747946428812","0.25","0.19444444444444445","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","16","19","0.7757747946428812","0.25","0.19444444444444448","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","17","20","0.8481973151785929","0.25","0.16666666666666666","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","18","21","0.7757747946428812","0.25","0.19444444444444448","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","19","22","0.8283522741071693","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","20","23","0.8680423562500169","0.3333333333333333","0.18055555555555555","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","36","21","24","0.8283522741071693","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","22","25","0.6904648767857287","0.3333333333333333","0.2361111111111111","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","36","23","26","0.7430423562500168","0.3333333333333333","0.2222222222222222","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","24","27","0.7430423562500168","0.3333333333333333","0.22222222222222224","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","25","28","0.8680423562500167","0.16666666666666666","0.1527777777777778","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","26","29","0.7956198357143048","0.25","0.18055555555555558","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","27","30","0.8481973151785929","0.25","0.16666666666666666","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","28","31","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","29","32","0.920619835714305","0.16666666666666666","0.1388888888888889","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","36","30","33","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","31","34","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","32","35","0.9007747946428813","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","36","33","36","0.973197315178593","0.16666666666666666","0.125","1"
"7x7","7x7-seeded-random","seeded-random","36","34","37","0.8283522741071695","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","35","38","0.8283522741071695","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","36","39","0.9533522741071694","0.25","0.1388888888888889","1"
"7x7","7x7-seeded-random","seeded-random","36","37","40","0.9007747946428811","0.25","0.15277777777777776","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","36","38","41","0.7559297535714574","0.25","0.20833333333333334","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","39","42","0.7430423562500168","0.3333333333333333","0.2222222222222222","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","36","40","43","0.8283522741071693","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","41","44","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","42","45","0.8481973151785929","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","43","46","0.8283522741071695","0.25","0.18055555555555558","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","44","47","0.8283522741071693","0.25","0.18055555555555555","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","36","45","48","0.7956198357143048","0.25","0.18055555555555558","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","1","4","0.7103099178571525","0.3333333333333333","0.25","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","2","5","0.6481494572909344","0.4166666666666667","0.2777777777777778","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","37","3","6","0.7033522741071693","0.25","0.2222222222222222","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","37","4","7","0.6904648767857287","0.3333333333333333","0.2361111111111111","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","37","5","8","0.7205719778266463","0.4166666666666667","0.25","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","6","9","0.6904648767857285","0.3333333333333333","0.2361111111111111","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","37","7","10","0.7430423562500168","0.3333333333333333","0.2222222222222222","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","8","11","0.7430423562500168","0.3333333333333333","0.2222222222222222","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","9","12","0.6180423562500168","0.5","0.3194444444444444","0.5555555555555556"
"7x7","7x7-seeded-random","seeded-random","37","10","13","0.7731494572909345","0.4166666666666667","0.23611111111111116","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","11","14","0.8154648767857289","0.3333333333333333","0.19444444444444445","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","12","15","0.8154648767857287","0.3333333333333333","0.19444444444444448","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","13","16","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","14","17","0.9007747946428813","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","15","18","0.8154648767857287","0.3333333333333333","0.19444444444444445","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","16","19","0.8680423562500167","0.16666666666666666","0.15277777777777776","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","17","20","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","18","21","0.8283522741071695","0.25","0.18055555555555555","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","19","22","0.8283522741071693","0.25","0.18055555555555555","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","20","23","0.7430423562500168","0.3333333333333333","0.22222222222222224","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","21","24","0.7103099178571525","0.3333333333333333","0.25","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","22","25","0.7007269367552227","0.4166666666666667","0.26388888888888884","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","23","26","0.7956198357143051","0.3333333333333333","0.20833333333333334","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","24","27","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","25","28","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","26","29","0.7757747946428812","0.25","0.19444444444444445","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","27","30","0.775774794642881","0.25","0.19444444444444445","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","28","31","0.920619835714305","0.16666666666666666","0.1388888888888889","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","29","32","0.920619835714305","0.16666666666666666","0.1388888888888889","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","30","33","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","31","34","0.8481973151785931","0.25","0.16666666666666666","0.7777777777777778"
"7x7","7x7-seeded-random","seeded-random","37","32","35","0.9007747946428813","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","33","36","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","34","37","0.973197315178593","0.16666666666666666","0.125","1"
"7x7","7x7-seeded-random","seeded-random","37","35","38","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7","7x7-seeded-random","seeded-random","37","36","39","0.7757747946428812","0.25","0.19444444444444445","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","37","37","40","0.9007747946428813","0.25","0.1527777777777778","0.8888888888888888"
