"board","experiment_id","search_level","game_index","turn_number","progress","active_fronts","backlog_size","dormant_k2","dominant_focus"
"7x7","7x7-seeded-random","seeded-random","23","23","0.4791666666666667","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","23","24","0.5","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","23","25","0.5208333333333334","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","23","26","0.5416666666666666","6","3","0",""
"7x7","7x7-seeded-random","seeded-random","23","27","0.5625","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","23","28","0.5833333333333334","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","23","29","0.6041666666666666","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","23","30","0.625","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","23","31","0.6458333333333334","7","5","2","HH"
"7x7","7x7-seeded-random","seeded-random","23","32","0.6666666666666666","7","5","3","ML"
"7x7","7x7-seeded-random","seeded-random","23","33","0.6875","8","6","5","LL"
"7x7","7x7-seeded-random","seeded-random","23","34","0.7083333333333334","6","4","2","LH"
"7x7","7x7-seeded-random","seeded-random","23","35","0.7291666666666666","6","4","2","LM"
"7x7","7x7-seeded-random","seeded-random","23","36","0.75","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","23","37","0.7708333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","23","38","0.7916666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","23","39","0.8125","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","23","40","0.8333333333333334","9","6","3",""
"7x7","7x7-seeded-random","seeded-random","23","41","0.8541666666666666","9","7","4","HH"
"7x7","7x7-seeded-random","seeded-random","23","42","0.875","8","6","4","MH"
"7x7","7x7-seeded-random","seeded-random","23","43","0.8958333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","23","44","0.9166666666666666","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","23","45","0.9375","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","23","46","0.9583333333333334","6","4","3","LH"
"7x7","7x7-seeded-random","seeded-random","23","47","0.9791666666666666","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","23","48","1","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","24","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","24","2","0.041666666666666664","1","0","0","LL"
"7x7","7x7-seeded-random","seeded-random","24","3","0.0625","1","0","0","HH"
"7x7","7x7-seeded-random","seeded-random","24","4","0.08333333333333333","2","1","0","HL"
"7x7","7x7-seeded-random","seeded-random","24","5","0.10416666666666667","3","2","1",""
"7x7","7x7-seeded-random","seeded-random","24","6","0.125","3","2","1","ML"
"7x7","7x7-seeded-random","seeded-random","24","7","0.14583333333333334","3","2","1","HH"
"7x7","7x7-seeded-random","seeded-random","24","8","0.16666666666666666","3","1","1",""
"7x7","7x7-seeded-random","seeded-random","24","9","0.1875","3","2","0","HL"
"7x7","7x7-seeded-random","seeded-random","24","10","0.20833333333333334","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","24","11","0.22916666666666666","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","24","12","0.25","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","24","13","0.2708333333333333","6","4","3","HH"
"7x7","7x7-seeded-random","seeded-random","24","14","0.2916666666666667","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","24","15","0.3125","5","4","2","LL"
"7x7","7x7-seeded-random","seeded-random","24","16","0.3333333333333333","6","3","3",""
"7x7","7x7-seeded-random","seeded-random","24","17","0.3541666666666667","5","3","1",""
"7x7","7x7-seeded-random","seeded-random","24","18","0.375","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","24","19","0.3958333333333333","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","24","20","0.4166666666666667","7","5","3","LH"
"7x7","7x7-seeded-random","seeded-random","24","21","0.4375","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","24","22","0.4583333333333333","6","4","1","LM"
"7x7","7x7-seeded-random","seeded-random","24","23","0.4791666666666667","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","24","24","0.5","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","24","25","0.5208333333333334","7","5","3","HL"
"7x7","7x7-seeded-random","seeded-random","24","26","0.5416666666666666","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","24","27","0.5625","7","5","3",""
"7x7","7x7-seeded-random","seeded-random","24","28","0.5833333333333334","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","24","29","0.6041666666666666","7","5","3","LH"
"7x7","7x7-seeded-random","seeded-random","24","30","0.625","7","5","4","HH"
"7x7","7x7-seeded-random","seeded-random","24","31","0.6458333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","24","32","0.6666666666666666","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","24","33","0.6875","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","24","34","0.7083333333333334","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","24","35","0.7291666666666666","9","7","4","HH"
"7x7","7x7-seeded-random","seeded-random","24","36","0.75","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","24","37","0.7708333333333334","6","4","2","LH"
"7x7","7x7-seeded-random","seeded-random","24","38","0.7916666666666666","7","5","3","HL"
"7x7","7x7-seeded-random","seeded-random","24","39","0.8125","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","24","40","0.8333333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","24","41","0.8541666666666666","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","24","42","0.875","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","24","43","0.8958333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","24","44","0.9166666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","24","45","0.9375","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","24","46","0.9583333333333334","7","5","3","MH"
"7x7","7x7-seeded-random","seeded-random","24","47","0.9791666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","24","48","1","6","4","2","ML"
"7x7","7x7-seeded-random","seeded-random","25","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","25","2","0.041666666666666664","1","0","0","LH"
"7x7","7x7-seeded-random","seeded-random","25","3","0.0625","1","1","0",""
"7x7","7x7-seeded-random","seeded-random","25","4","0.08333333333333333","3","1","1",""
"7x7","7x7-seeded-random","seeded-random","25","5","0.10416666666666667","4","3","1",""
"7x7","7x7-seeded-random","seeded-random","25","6","0.125","3","1","1",""
"7x7","7x7-seeded-random","seeded-random","25","7","0.14583333333333334","3","2","1","MM"
"7x7","7x7-seeded-random","seeded-random","25","8","0.16666666666666666","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","25","9","0.1875","5","4","1",""
"7x7","7x7-seeded-random","seeded-random","25","10","0.20833333333333334","5","3","2","LH"
"7x7","7x7-seeded-random","seeded-random","25","11","0.22916666666666666","5","5","3","HL"
"7x7","7x7-seeded-random","seeded-random","25","12","0.25","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","25","13","0.2708333333333333","6","4","1",""
"7x7","7x7-seeded-random","seeded-random","25","14","0.2916666666666667","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","25","15","0.3125","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","25","16","0.3333333333333333","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","25","17","0.3541666666666667","6","4","2","HL"
"7x7","7x7-seeded-random","seeded-random","25","18","0.375","7","5","3","HM"
"7x7","7x7-seeded-random","seeded-random","25","19","0.3958333333333333","6","4","2","ML"
"7x7","7x7-seeded-random","seeded-random","25","20","0.4166666666666667","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","25","21","0.4375","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","25","22","0.4583333333333333","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","25","23","0.4791666666666667","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","25","24","0.5","6","3","0",""
"7x7","7x7-seeded-random","seeded-random","25","25","0.5208333333333334","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","25","26","0.5416666666666666","8","6","3","LH"
"7x7","7x7-seeded-random","seeded-random","25","27","0.5625","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","25","28","0.5833333333333334","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","25","29","0.6041666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","25","30","0.625","7","5","2","LL"
"7x7","7x7-seeded-random","seeded-random","25","31","0.6458333333333334","6","4","3","ML"
"7x7","7x7-seeded-random","seeded-random","25","32","0.6666666666666666","6","4","2","HL"
"7x7","7x7-seeded-random","seeded-random","25","33","0.6875","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","25","34","0.7083333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","25","35","0.7291666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","25","36","0.75","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","25","37","0.7708333333333334","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","25","38","0.7916666666666666","7","5","3","LM"
"7x7","7x7-seeded-random","seeded-random","25","39","0.8125","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","25","40","0.8333333333333334","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","25","41","0.8541666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","25","42","0.875","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","25","43","0.8958333333333334","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","25","44","0.9166666666666666","8","6","4","LM"
"7x7","7x7-seeded-random","seeded-random","25","45","0.9375","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","25","46","0.9583333333333334","6","3","0",""
"7x7","7x7-seeded-random","seeded-random","25","47","0.9791666666666666","9","6","3",""
"7x7","7x7-seeded-random","seeded-random","25","48","1","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","26","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","26","2","0.041666666666666664","1","0","0",""
"7x7","7x7-seeded-random","seeded-random","26","3","0.0625","1","1","0",""
"7x7","7x7-seeded-random","seeded-random","26","4","0.08333333333333333","1","0","0",""
"7x7","7x7-seeded-random","seeded-random","26","5","0.10416666666666667","1","1","0","HM"
"7x7","7x7-seeded-random","seeded-random","26","6","0.125","3","1","1",""
"7x7","7x7-seeded-random","seeded-random","26","7","0.14583333333333334","4","2","1",""
"7x7","7x7-seeded-random","seeded-random","26","8","0.16666666666666666","3","2","1","LL"
"7x7","7x7-seeded-random","seeded-random","26","9","0.1875","3","1","0",""
"7x7","7x7-seeded-random","seeded-random","26","10","0.20833333333333334","4","2","0","MH"
"7x7","7x7-seeded-random","seeded-random","26","11","0.22916666666666666","5","3","1","HM"
"7x7","7x7-seeded-random","seeded-random","26","12","0.25","5","3","2","LM"
"7x7","7x7-seeded-random","seeded-random","26","13","0.2708333333333333","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","14","0.2916666666666667","5","3","1","LM"
"7x7","7x7-seeded-random","seeded-random","26","15","0.3125","4","3","1",""
"7x7","7x7-seeded-random","seeded-random","26","16","0.3333333333333333","5","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","17","0.3541666666666667","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","18","0.375","5","3","2","HH"
"7x7","7x7-seeded-random","seeded-random","26","19","0.3958333333333333","5","2","0",""
"7x7","7x7-seeded-random","seeded-random","26","20","0.4166666666666667","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","26","21","0.4375","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","22","0.4583333333333333","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","26","23","0.4791666666666667","6","4","2",""
"7x7","7x7-seeded-random","seeded-random","26","24","0.5","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","26","25","0.5208333333333334","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","26","26","0.5416666666666666","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","26","27","0.5625","6","4","3","HM"
"7x7","7x7-seeded-random","seeded-random","26","28","0.5833333333333334","6","4","3","MH"
"7x7","7x7-seeded-random","seeded-random","26","29","0.6041666666666666","5","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","30","0.625","4","2","2","HH"
"7x7","7x7-seeded-random","seeded-random","26","31","0.6458333333333334","4","2","1","MH"
"7x7","7x7-seeded-random","seeded-random","26","32","0.6666666666666666","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","26","33","0.6875","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","26","34","0.7083333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","35","0.7291666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","36","0.75","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","26","37","0.7708333333333334","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","26","38","0.7916666666666666","7","5","2","HL"
"7x7","7x7-seeded-random","seeded-random","26","39","0.8125","7","5","3","HM"
"7x7","7x7-seeded-random","seeded-random","26","40","0.8333333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","26","41","0.8541666666666666","6","4","2","HL"
"7x7","7x7-seeded-random","seeded-random","26","42","0.875","6","4","2","LL"
"7x7","7x7-seeded-random","seeded-random","26","43","0.8958333333333334","6","4","2","HL"
"7x7","7x7-seeded-random","seeded-random","26","44","0.9166666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","26","45","0.9375","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","26","46","0.9583333333333334","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","26","47","0.9791666666666666","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","26","48","1","7","5","3","HL"
"7x7","7x7-seeded-random","seeded-random","27","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","27","2","0.041666666666666664","2","0","0",""
"7x7","7x7-seeded-random","seeded-random","27","3","0.0625","3","1","0",""
"7x7","7x7-seeded-random","seeded-random","27","4","0.08333333333333333","3","3","1","LL"
"7x7","7x7-seeded-random","seeded-random","27","5","0.10416666666666667","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","27","6","0.125","7","5","2",""
"7x7","7x7-seeded-random","seeded-random","27","7","0.14583333333333334","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","27","8","0.16666666666666666","7","5","2",""
"7x7","7x7-seeded-random","seeded-random","27","9","0.1875","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","27","10","0.20833333333333334","5","5","2","ML"
"7x7","7x7-seeded-random","seeded-random","27","11","0.22916666666666666","6","3","3",""
"7x7","7x7-seeded-random","seeded-random","27","12","0.25","5","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","13","0.2708333333333333","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","14","0.2916666666666667","7","6","3","LH"
"7x7","7x7-seeded-random","seeded-random","27","15","0.3125","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","27","16","0.3333333333333333","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","17","0.3541666666666667","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","18","0.375","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","19","0.3958333333333333","6","4","1","LL"
"7x7","7x7-seeded-random","seeded-random","27","20","0.4166666666666667","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","21","0.4375","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","22","0.4583333333333333","9","6","3",""
"7x7","7x7-seeded-random","seeded-random","27","23","0.4791666666666667","7","5","2","LH"
"7x7","7x7-seeded-random","seeded-random","27","24","0.5","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","25","0.5208333333333334","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","27","26","0.5416666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","27","0.5625","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","27","28","0.5833333333333334","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","29","0.6041666666666666","6","4","2","MH"
"7x7","7x7-seeded-random","seeded-random","27","30","0.625","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","27","31","0.6458333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","32","0.6666666666666666","7","5","2","HL"
"7x7","7x7-seeded-random","seeded-random","27","33","0.6875","6","4","3","HL"
"7x7","7x7-seeded-random","seeded-random","27","34","0.7083333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","35","0.7291666666666666","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","36","0.75","6","4","2","LH"
"7x7","7x7-seeded-random","seeded-random","27","37","0.7708333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","38","0.7916666666666666","7","5","2","MM"
"7x7","7x7-seeded-random","seeded-random","27","39","0.8125","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","27","40","0.8333333333333334","6","4","3","HM"
"7x7","7x7-seeded-random","seeded-random","27","41","0.8541666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","27","42","0.875","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","27","43","0.8958333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","44","0.9166666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","27","45","0.9375","6","3","3",""
"7x7","7x7-seeded-random","seeded-random","27","46","0.9583333333333334","5","2","0",""
"7x7","7x7-seeded-random","seeded-random","27","47","0.9791666666666666","7","5","2","LL"
"7x7","7x7-seeded-random","seeded-random","27","48","1","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","28","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","28","2","0.041666666666666664","0","0","0","HH"
"7x7","7x7-seeded-random","seeded-random","28","3","0.0625","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","28","4","0.08333333333333333","1","0","0",""
"7x7","7x7-seeded-random","seeded-random","28","5","0.10416666666666667","1","0","0",""
"7x7","7x7-seeded-random","seeded-random","28","6","0.125","2","0","0",""
"7x7","7x7-seeded-random","seeded-random","28","7","0.14583333333333334","2","1","0",""
"7x7","7x7-seeded-random","seeded-random","28","8","0.16666666666666666","4","2","1",""
"7x7","7x7-seeded-random","seeded-random","28","9","0.1875","4","1","1",""
"7x7","7x7-seeded-random","seeded-random","28","10","0.20833333333333334","4","3","1","MH"
"7x7","7x7-seeded-random","seeded-random","28","11","0.22916666666666666","3","2","2","LM"
"7x7","7x7-seeded-random","seeded-random","28","12","0.25","4","2","2","MH"
"7x7","7x7-seeded-random","seeded-random","28","13","0.2708333333333333","4","2","0",""
"7x7","7x7-seeded-random","seeded-random","28","14","0.2916666666666667","4","4","2","HH"
"7x7","7x7-seeded-random","seeded-random","28","15","0.3125","5","4","4","LH"
"7x7","7x7-seeded-random","seeded-random","28","16","0.3333333333333333","5","3","2","HM"
"7x7","7x7-seeded-random","seeded-random","28","17","0.3541666666666667","3","2","0","ML"
"7x7","7x7-seeded-random","seeded-random","28","18","0.375","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","28","19","0.3958333333333333","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","28","20","0.4166666666666667","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","28","21","0.4375","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","28","22","0.4583333333333333","7","5","3",""
"7x7","7x7-seeded-random","seeded-random","28","23","0.4791666666666667","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","28","24","0.5","7","5","2","HL"
"7x7","7x7-seeded-random","seeded-random","28","25","0.5208333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","28","26","0.5416666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","28","27","0.5625","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","28","28","0.5833333333333334","7","6","3","HL"
"7x7","7x7-seeded-random","seeded-random","28","29","0.6041666666666666","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","28","30","0.625","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","28","31","0.6458333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","28","32","0.6666666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","28","33","0.6875","6","3","0",""
"7x7","7x7-seeded-random","seeded-random","28","34","0.7083333333333334","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","28","35","0.7291666666666666","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","28","36","0.75","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","28","37","0.7708333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","28","38","0.7916666666666666","7","5","4","LH"
"7x7","7x7-seeded-random","seeded-random","28","39","0.8125","6","4","3","HM"
"7x7","7x7-seeded-random","seeded-random","28","40","0.8333333333333334","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","28","41","0.8541666666666666","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","28","42","0.875","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","28","43","0.8958333333333334","8","6","4","MH"
"7x7","7x7-seeded-random","seeded-random","28","44","0.9166666666666666","8","6","4","LL"
"7x7","7x7-seeded-random","seeded-random","28","45","0.9375","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","28","46","0.9583333333333334","4","2","1","MH"
"7x7","7x7-seeded-random","seeded-random","28","47","0.9791666666666666","5","2","0",""
"7x7","7x7-seeded-random","seeded-random","28","48","1","5","4","1","HH"
"7x7","7x7-seeded-random","seeded-random","29","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","29","2","0.041666666666666664","2","0","0",""
"7x7","7x7-seeded-random","seeded-random","29","3","0.0625","2","1","0",""
"7x7","7x7-seeded-random","seeded-random","29","4","0.08333333333333333","3","1","1",""
"7x7","7x7-seeded-random","seeded-random","29","5","0.10416666666666667","4","2","1","HL"
"7x7","7x7-seeded-random","seeded-random","29","6","0.125","4","1","0",""
"7x7","7x7-seeded-random","seeded-random","29","7","0.14583333333333334","4","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","8","0.16666666666666666","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","9","0.1875","4","2","0",""
"7x7","7x7-seeded-random","seeded-random","29","10","0.20833333333333334","4","3","1",""
"7x7","7x7-seeded-random","seeded-random","29","11","0.22916666666666666","4","1","0",""
"7x7","7x7-seeded-random","seeded-random","29","12","0.25","4","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","13","0.2708333333333333","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","14","0.2916666666666667","5","3","1",""
"7x7","7x7-seeded-random","seeded-random","29","15","0.3125","5","4","3","ML"
"7x7","7x7-seeded-random","seeded-random","29","16","0.3333333333333333","5","3","2",""
"7x7","7x7-seeded-random","seeded-random","29","17","0.3541666666666667","5","3","1",""
"7x7","7x7-seeded-random","seeded-random","29","18","0.375","5","4","2","LH"
"7x7","7x7-seeded-random","seeded-random","29","19","0.3958333333333333","6","4","3",""
"7x7","7x7-seeded-random","seeded-random","29","20","0.4166666666666667","6","4","2",""
"7x7","7x7-seeded-random","seeded-random","29","21","0.4375","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","22","0.4583333333333333","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","29","23","0.4791666666666667","5","4","2","LH"
"7x7","7x7-seeded-random","seeded-random","29","24","0.5","6","4","3","HH"
"7x7","7x7-seeded-random","seeded-random","29","25","0.5208333333333334","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","29","26","0.5416666666666666","5","3","1","LM"
"7x7","7x7-seeded-random","seeded-random","29","27","0.5625","5","4","2","ML"
"7x7","7x7-seeded-random","seeded-random","29","28","0.5833333333333334","6","4","3","HH"
"7x7","7x7-seeded-random","seeded-random","29","29","0.6041666666666666","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","30","0.625","5","2","0",""
"7x7","7x7-seeded-random","seeded-random","29","31","0.6458333333333334","5","3","1","MM"
"7x7","7x7-seeded-random","seeded-random","29","32","0.6666666666666666","5","3","2","LH"
"7x7","7x7-seeded-random","seeded-random","29","33","0.6875","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","34","0.7083333333333334","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","29","35","0.7291666666666666","5","4","1","HM"
"7x7","7x7-seeded-random","seeded-random","29","36","0.75","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","29","37","0.7708333333333334","7","5","2","HH"
"7x7","7x7-seeded-random","seeded-random","29","38","0.7916666666666666","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","29","39","0.8125","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","29","40","0.8333333333333334","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","29","41","0.8541666666666666","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","29","42","0.875","7","5","2","MH"
"7x7","7x7-seeded-random","seeded-random","29","43","0.8958333333333334","6","3","1",""
"7x7","7x7-seeded-random","seeded-random","29","44","0.9166666666666666","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","29","45","0.9375","6","4","2","MH"
"7x7","7x7-seeded-random","seeded-random","29","46","0.9583333333333334","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","29","47","0.9791666666666666","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","29","48","1","7","4","4",""
"7x7","7x7-seeded-random","seeded-random","30","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","30","2","0.041666666666666664","2","0","0",""
"7x7","7x7-seeded-random","seeded-random","30","3","0.0625","2","2","0","ML"
"7x7","7x7-seeded-random","seeded-random","30","4","0.08333333333333333","3","1","1",""
"7x7","7x7-seeded-random","seeded-random","30","5","0.10416666666666667","4","3","1",""
"7x7","7x7-seeded-random","seeded-random","30","6","0.125","4","1","0",""
"7x7","7x7-seeded-random","seeded-random","30","7","0.14583333333333334","4","3","1",""
"7x7","7x7-seeded-random","seeded-random","30","8","0.16666666666666666","5","3","3",""
"7x7","7x7-seeded-random","seeded-random","30","9","0.1875","5","3","2","LM"
"7x7","7x7-seeded-random","seeded-random","30","10","0.20833333333333334","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","30","11","0.22916666666666666","5","4","2",""
"7x7","7x7-seeded-random","seeded-random","30","12","0.25","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","30","13","0.2708333333333333","4","4","1",""
"7x7","7x7-seeded-random","seeded-random","30","14","0.2916666666666667","4","1","1",""
"7x7","7x7-seeded-random","seeded-random","30","15","0.3125","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","30","16","0.3333333333333333","6","3","0",""
"7x7","7x7-seeded-random","seeded-random","30","17","0.3541666666666667","6","5","2","HM"
"7x7","7x7-seeded-random","seeded-random","30","18","0.375","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","30","19","0.3958333333333333","6","4","1","LM"
"7x7","7x7-seeded-random","seeded-random","30","20","0.4166666666666667","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","30","21","0.4375","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","30","22","0.4583333333333333","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","30","23","0.4791666666666667","6","4","3",""
"7x7","7x7-seeded-random","seeded-random","30","24","0.5","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","30","25","0.5208333333333334","6","4","3",""
