"board","experiment_id","search_level","game_index","turn_number","progress","active_fronts","backlog_size","dormant_k2","dominant_focus"
"7x7","7x7-seeded-random","seeded-random","3","29","0.6041666666666666","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","3","30","0.625","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","3","31","0.6458333333333334","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","3","32","0.6666666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","3","33","0.6875","6","4","2",""
"7x7","7x7-seeded-random","seeded-random","3","34","0.7083333333333334","6","4","3","LH"
"7x7","7x7-seeded-random","seeded-random","3","35","0.7291666666666666","5","3","2","LH"
"7x7","7x7-seeded-random","seeded-random","3","36","0.75","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","3","37","0.7708333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","3","38","0.7916666666666666","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","3","39","0.8125","5","4","1","HL"
"7x7","7x7-seeded-random","seeded-random","3","40","0.8333333333333334","6","4","4","HL"
"7x7","7x7-seeded-random","seeded-random","3","41","0.8541666666666666","5","3","1","HM"
"7x7","7x7-seeded-random","seeded-random","3","42","0.875","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","3","43","0.8958333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","3","44","0.9166666666666666","4","1","1",""
"7x7","7x7-seeded-random","seeded-random","3","45","0.9375","5","3","0",""
"7x7","7x7-seeded-random","seeded-random","3","46","0.9583333333333334","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","3","47","0.9791666666666666","8","5","4",""
"7x7","7x7-seeded-random","seeded-random","3","48","1","5","4","1","LL"
"7x7","7x7-seeded-random","seeded-random","4","1","0.020833333333333332","0","0","0",""
"7x7","7x7-seeded-random","seeded-random","4","2","0.041666666666666664","2","0","0",""
"7x7","7x7-seeded-random","seeded-random","4","3","0.0625","2","2","0",""
"7x7","7x7-seeded-random","seeded-random","4","4","0.08333333333333333","3","1","1","LH"
"7x7","7x7-seeded-random","seeded-random","4","5","0.10416666666666667","3","2","1","LL"
"7x7","7x7-seeded-random","seeded-random","4","6","0.125","4","2","1",""
"7x7","7x7-seeded-random","seeded-random","4","7","0.14583333333333334","4","2","1","HH"
"7x7","7x7-seeded-random","seeded-random","4","8","0.16666666666666666","4","1","0",""
"7x7","7x7-seeded-random","seeded-random","4","9","0.1875","4","2","1","LL"
"7x7","7x7-seeded-random","seeded-random","4","10","0.20833333333333334","4","1","1",""
"7x7","7x7-seeded-random","seeded-random","4","11","0.22916666666666666","5","3","1",""
"7x7","7x7-seeded-random","seeded-random","4","12","0.25","5","3","2","MM"
"7x7","7x7-seeded-random","seeded-random","4","13","0.2708333333333333","5","3","2","LL"
"7x7","7x7-seeded-random","seeded-random","4","14","0.2916666666666667","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","4","15","0.3125","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","4","16","0.3333333333333333","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","4","17","0.3541666666666667","6","4","3","HH"
"7x7","7x7-seeded-random","seeded-random","4","18","0.375","5","3","2",""
"7x7","7x7-seeded-random","seeded-random","4","19","0.3958333333333333","5","3","1","HL"
"7x7","7x7-seeded-random","seeded-random","4","20","0.4166666666666667","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","4","21","0.4375","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","4","22","0.4583333333333333","6","4","1","MH"
"7x7","7x7-seeded-random","seeded-random","4","23","0.4791666666666667","5","2","1",""
"7x7","7x7-seeded-random","seeded-random","4","24","0.5","5","3","0",""
"7x7","7x7-seeded-random","seeded-random","4","25","0.5208333333333334","6","3","2",""
"7x7","7x7-seeded-random","seeded-random","4","26","0.5416666666666666","6","5","3","HH"
"7x7","7x7-seeded-random","seeded-random","4","27","0.5625","5","2","2",""
"7x7","7x7-seeded-random","seeded-random","4","28","0.5833333333333334","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","4","29","0.6041666666666666","8","5","2",""
"7x7","7x7-seeded-random","seeded-random","4","30","0.625","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","4","31","0.6458333333333334","7","5","2","LL"
"7x7","7x7-seeded-random","seeded-random","4","32","0.6666666666666666","6","4","3","MH"
"7x7","7x7-seeded-random","seeded-random","4","33","0.6875","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","4","34","0.7083333333333334","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","4","35","0.7291666666666666","8","5","3",""
"7x7","7x7-seeded-random","seeded-random","4","36","0.75","9","6","4",""
"7x7","7x7-seeded-random","seeded-random","4","37","0.7708333333333334","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","4","38","0.7916666666666666","7","5","3","LH"
"7x7","7x7-seeded-random","seeded-random","4","39","0.8125","7","5","3","LM"
"7x7","7x7-seeded-random","seeded-random","4","40","0.8333333333333334","6","5","3","MM"
"7x7","7x7-seeded-random","seeded-random","4","41","0.8541666666666666","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","4","42","0.875","7","5","2","LH"
"7x7","7x7-seeded-random","seeded-random","4","43","0.8958333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","4","44","0.9166666666666666","7","5","2","LH"
"7x7","7x7-seeded-random","seeded-random","4","45","0.9375","7","4","3",""
"7x7","7x7-seeded-random","seeded-random","4","46","0.9583333333333334","7","4","2",""
"7x7","7x7-seeded-random","seeded-random","4","47","0.9791666666666666","7","4","1",""
"7x7","7x7-seeded-random","seeded-random","4","48","1","9","6","3",""
"7x7","7x7-seeded-random","seeded-random","5","1","0.020833333333333332","0","0","0","LH"
