"board","experiment_id","search_level","game_index","late_objective_placements","target_state_changed_rate","local_lead_changed_rate","contributes_to_securing_rate","global_comparison_changed_rate","global_outcome_still_mutable_rate","region_outcome_fixed_before_rate"
"7x7","7x7-seeded-random","seeded-random","1","18","0.5","0","0.16666666666666666","0.16666666666666666","0.8888888888888888","0.05555555555555555"
"7x7","7x7-seeded-random","seeded-random","2","13","0.5384615384615384","0.15384615384615385","0.07692307692307693","0.23076923076923078","1","0.07692307692307693"
"7x7","7x7-seeded-random","seeded-random","3","14","0.7857142857142857","0.07142857142857142","0","0.35714285714285715","1","0"
"7x7","7x7-seeded-random","seeded-random","4","15","0.5333333333333333","0.06666666666666667","0.13333333333333333","0","1","0.13333333333333333"
"7x7","7x7-seeded-random","seeded-random","5","19","0.8947368421052632","0","0.2631578947368421","0","0.9473684210526315","0.15789473684210525"
"7x7","7x7-seeded-random","seeded-random","6","17","0.47058823529411764","0.11764705882352941","0.11764705882352941","0.11764705882352941","0.9411764705882353","0.058823529411764705"
"7x7","7x7-seeded-random","seeded-random","7","21","0.7619047619047619","0.14285714285714285","0.047619047619047616","0.047619047619047616","1","0.047619047619047616"
"7x7","7x7-seeded-random","seeded-random","8","19","0.6842105263157895","0.10526315789473684","0.10526315789473684","0","1","0.15789473684210525"
"7x7","7x7-seeded-random","seeded-random","9","18","0.7222222222222222","0","0.16666666666666666","0.16666666666666666","0.8888888888888888","0.16666666666666666"
"7x7","7x7-seeded-random","seeded-random","10","20","0.7","0.1","0.05","0","0.9","0.1"
"7x7","7x7-seeded-random","seeded-random","11","15","0.8666666666666667","0.26666666666666666","0.13333333333333333","0","1","0"
"7x7","7x7-seeded-random","seeded-random","12","13","0.6153846153846154","0.15384615384615385","0.15384615384615385","0.07692307692307693","1","0"
"7x7","7x7-seeded-random","seeded-random","13","19","0.631578947368421","0.15789473684210525","0.10526315789473684","0.10526315789473684","0.9473684210526315","0.05263157894736842"
"7x7","7x7-seeded-random","seeded-random","14","19","0.6842105263157895","0.21052631578947367","0.10526315789473684","0","1","0.05263157894736842"
"7x7","7x7-seeded-random","seeded-random","15","13","0.9230769230769231","0.15384615384615385","0.23076923076923078","0","1","0.23076923076923078"
"7x7","7x7-seeded-random","seeded-random","16","19","0.7368421052631579","0.10526315789473684","0.10526315789473684","0","1","0"
"7x7","7x7-seeded-random","seeded-random","17","19","0.7894736842105263","0.10526315789473684","0.10526315789473684","0.10526315789473684","0.9473684210526315","0.05263157894736842"
"7x7","7x7-seeded-random","seeded-random","18","19","0.631578947368421","0.2631578947368421","0.15789473684210525","0","0.7894736842105263","0.05263157894736842"
"7x7","7x7-seeded-random","seeded-random","19","21","0.7142857142857143","0.047619047619047616","0.09523809523809523","0.047619047619047616","1","0.09523809523809523"
"7x7","7x7-seeded-random","seeded-random","20","13","0.6923076923076923","0.07692307692307693","0.07692307692307693","0","0.9230769230769231","0.07692307692307693"
"7x7","7x7-seeded-random","seeded-random","21","19","0.5263157894736842","0","0.10526315789473684","0","0.9473684210526315","0.10526315789473684"
"7x7","7x7-seeded-random","seeded-random","22","16","0.6875","0.0625","0","0","1","0"
"7x7","7x7-seeded-random","seeded-random","23","19","0.7368421052631579","0.10526315789473684","0.15789473684210525","0.05263157894736842","1","0.15789473684210525"
"7x7","7x7-seeded-random","seeded-random","24","13","0.6923076923076923","0.23076923076923078","0.15384615384615385","0","0.9230769230769231","0.07692307692307693"
"7x7","7x7-seeded-random","seeded-random","25","11","1","0","0.09090909090909091","0","1","0"
"7x7","7x7-seeded-random","seeded-random","26","12","0.9166666666666666","0.16666666666666666","0.08333333333333333","0.16666666666666666","1","0.08333333333333333"
"7x7","7x7-seeded-random","seeded-random","27","24","0.7083333333333334","0.2916666666666667","0.16666666666666666","0.125","1","0.08333333333333333"
"7x7","7x7-seeded-random","seeded-random","28","16","0.6875","0.1875","0.0625","0.0625","1","0.0625"
"7x7","7x7-seeded-random","seeded-random","29","18","0.6666666666666666","0.2777777777777778","0","0","1","0"
"7x7","7x7-seeded-random","seeded-random","30","14","0.8571428571428571","0.21428571428571427","0.07142857142857142","0","0.9285714285714286","0"
"7x7","7x7-seeded-random","seeded-random","31","17","0.8235294117647058","0.23529411764705882","0.17647058823529413","0","0.8823529411764706","0.11764705882352941"
"7x7","7x7-seeded-random","seeded-random","32","17","0.7647058823529411","0.29411764705882354","0.058823529411764705","0.17647058823529413","0.9411764705882353","0.058823529411764705"
"7x7","7x7-seeded-random","seeded-random","33","17","0.7647058823529411","0","0","0","1","0.17647058823529413"
"7x7","7x7-seeded-random","seeded-random","34","18","0.6111111111111112","0.1111111111111111","0.16666666666666666","0","0.8888888888888888","0.16666666666666666"
"7x7","7x7-seeded-random","seeded-random","35","20","0.75","0.15","0.05","0","0.95","0.15"
"7x7","7x7-seeded-random","seeded-random","36","17","0.7058823529411765","0.29411764705882354","0.058823529411764705","0","0.9411764705882353","0.058823529411764705"
"7x7","7x7-seeded-random","seeded-random","37","17","0.8823529411764706","0.5294117647058824","0","0.47058823529411764","1","0"
"7x7","7x7-seeded-random","seeded-random","38","23","0.7391304347826086","0.13043478260869565","0.21739130434782608","0","0.8260869565217391","0.08695652173913043"
"7x7","7x7-seeded-random","seeded-random","39","20","0.9","0.15","0","0","0.9","0.15"
"7x7","7x7-seeded-random","seeded-random","40","18","0.6111111111111112","0.16666666666666666","0.1111111111111111","0.2222222222222222","0.8888888888888888","0.1111111111111111"
"7x7","7x7-seeded-random","seeded-random","41","17","0.7058823529411765","0.35294117647058826","0.058823529411764705","0.058823529411764705","0.8823529411764706","0.058823529411764705"
"7x7","7x7-seeded-random","seeded-random","42","16","0.875","0.25","0.1875","0.0625","1","0"
"7x7","7x7-seeded-random","seeded-random","43","17","0.7058823529411765","0.29411764705882354","0.058823529411764705","0.11764705882352941","1","0"
"7x7","7x7-seeded-random","seeded-random","44","16","0.6875","0.3125","0.125","0","1","0.0625"
"7x7","7x7-seeded-random","seeded-random","45","12","0.75","0.25","0.16666666666666666","0.08333333333333333","0.8333333333333334","0.16666666666666666"
"7x7","7x7-seeded-random","seeded-random","46","20","0.6","0.45","0","0","0.8","0.1"
"7x7","7x7-seeded-random","seeded-random","47","19","0.8421052631578947","0.21052631578947367","0.15789473684210525","0.2631578947368421","0.9473684210526315","0.05263157894736842"
"7x7","7x7-seeded-random","seeded-random","48","15","0.8","0.26666666666666666","0.2","0.13333333333333333","1","0"
