"board","experiment_id","search_level","game_index","focus_switches","unresolved_carryover_switches","unresolved_carryover_rate","mean_carryover_duration","carryover_later_revisited","carryover_later_revisit_rate"
"7x7","7x7-seeded-random","seeded-random","90","2","2","1","8.5","2","1"
"7x7","7x7-seeded-random","seeded-random","91","1","0","0","","0",""
"7x7","7x7-seeded-random","seeded-random","92","7","6","0.8571428571428571","7.166666666666667","6","1"
"7x7","7x7-seeded-random","seeded-random","93","4","4","1","4.75","2","0.5"
"7x7","7x7-seeded-random","seeded-random","94","4","3","0.75","5.333333333333333","3","1"
"7x7","7x7-seeded-random","seeded-random","95","2","2","1","4.5","2","1"
"7x7","7x7-seeded-random","seeded-random","96","1","1","1","3","1","1"
"7x7","7x7-seeded-random","seeded-random","97","1","1","1","9","1","1"
"7x7","7x7-seeded-random","seeded-random","98","3","3","1","9","3","1"
"7x7","7x7-seeded-random","seeded-random","99","1","1","1","3","1","1"
"7x7","7x7-seeded-random","seeded-random","100","1","1","1","3","1","1"
"7x7","7x7-uct-0100","uct-0100","1","2","2","1","3","2","1"
"7x7","7x7-uct-0100","uct-0100","2","7","6","0.8571428571428571","7.833333333333333","6","1"
"7x7","7x7-uct-0100","uct-0100","3","5","4","0.8","8.25","4","1"
"7x7","7x7-uct-0100","uct-0100","4","7","6","0.8571428571428571","8","4","0.6666666666666666"
"7x7","7x7-uct-0100","uct-0100","5","4","4","1","13.5","4","1"
"7x7","7x7-uct-0100","uct-0100","6","5","5","1","10","5","1"
"7x7","7x7-uct-0100","uct-0100","7","3","2","0.6666666666666666","10","2","1"
"7x7","7x7-uct-0100","uct-0100","8","5","3","0.6","8.666666666666666","3","1"
"7x7","7x7-uct-0100","uct-0100","9","3","3","1","4.666666666666667","2","0.6666666666666666"
"7x7","7x7-uct-0100","uct-0100","10","6","3","0.5","9","3","1"
"7x7","7x7-uct-0100","uct-0100","11","6","3","0.5","4.666666666666667","3","1"
"7x7","7x7-uct-0100","uct-0100","12","7","5","0.7142857142857143","6.6","5","1"
"7x7","7x7-uct-0100","uct-0100","13","3","3","1","7.333333333333333","3","1"
"7x7","7x7-uct-0100","uct-0100","14","10","8","0.8","10.75","7","0.875"
"7x7","7x7-uct-0100","uct-0100","15","6","5","0.8333333333333334","6.2","5","1"
"7x7","7x7-uct-0100","uct-0100","16","1","1","1","5","1","1"
"7x7","7x7-uct-0100","uct-0100","17","2","1","0.5","3","1","1"
"7x7","7x7-uct-0100","uct-0100","18","2","2","1","17","1","0.5"
"7x7","7x7-uct-0100","uct-0100","19","7","7","1","5","6","0.8571428571428571"
"7x7","7x7-uct-0100","uct-0100","20","2","1","0.5","12","1","1"
"7x7","7x7-uct-0100","uct-0100","21","1","1","1","7","1","1"
"7x7","7x7-uct-0100","uct-0100","22","5","5","1","3.2","3","0.6"
"7x7","7x7-uct-0100","uct-0100","23","8","7","0.875","4.571428571428571","5","0.7142857142857143"
"7x7","7x7-uct-0100","uct-0100","24","3","2","0.6666666666666666","4","2","1"
"7x7","7x7-uct-0100","uct-0100","25","4","4","1","7.75","3","0.75"
"7x7","7x7-uct-0100","uct-0100","26","3","3","1","4","2","0.6666666666666666"
"7x7","7x7-uct-0100","uct-0100","27","5","5","1","11.4","5","1"
"7x7","7x7-uct-0100","uct-0100","28","2","2","1","6","1","0.5"
"7x7","7x7-uct-0100","uct-0100","29","3","3","1","3.3333333333333335","3","1"
"7x7","7x7-uct-0100","uct-0100","30","8","7","0.875","7.142857142857143","7","1"
"7x7","7x7-uct-0100","uct-0100","31","4","4","1","5.25","4","1"
"7x7","7x7-uct-0100","uct-0100","32","10","10","1","10.8","10","1"
"7x7","7x7-uct-0100","uct-0100","33","2","2","1","7","2","1"
"7x7","7x7-uct-0100","uct-0100","34","7","6","0.8571428571428571","6.833333333333333","6","1"
"7x7","7x7-uct-0100","uct-0100","35","3","1","0.3333333333333333","3","1","1"
"7x7","7x7-uct-0100","uct-0100","36","1","0","0","","0",""
"7x7","7x7-uct-0100","uct-0100","37","3","2","0.6666666666666666","4","2","1"
"7x7","7x7-uct-0100","uct-0100","38","3","3","1","7.666666666666667","3","1"
"7x7","7x7-uct-0100","uct-0100","39","3","3","1","4.666666666666667","2","0.6666666666666666"
"7x7","7x7-uct-0100","uct-0100","40","4","4","1","5.75","3","0.75"
"7x7","7x7-uct-0100","uct-0100","41","2","2","1","3","2","1"
"7x7","7x7-uct-0100","uct-0100","42","1","1","1","21","1","1"
"7x7","7x7-uct-0100","uct-0100","43","1","1","1","3","1","1"
"7x7","7x7-uct-0100","uct-0100","44","5","4","0.8","6","4","1"
"7x7","7x7-uct-0100","uct-0100","45","2","2","1","7","1","0.5"
"7x7","7x7-uct-0100","uct-0100","46","4","4","1","11","4","1"
"7x7","7x7-uct-0100","uct-0100","47","0","0","","","0",""
"7x7","7x7-uct-0100","uct-0100","48","5","5","1","6.4","5","1"
"7x7","7x7-uct-0100","uct-0100","49","1","0","0","","0",""
"7x7","7x7-uct-0100","uct-0100","50","3","3","1","10","3","1"
"7x7","7x7-uct-0500","uct-0500","1","5","5","1","9.8","3","0.6"
"7x7","7x7-uct-0500","uct-0500","2","4","4","1","12.5","3","0.75"
"7x7","7x7-uct-0500","uct-0500","3","9","8","0.8888888888888888","7.5","6","0.75"
"7x7","7x7-uct-0500","uct-0500","4","3","3","1","6.333333333333333","2","0.6666666666666666"
"7x7","7x7-uct-0500","uct-0500","5","3","2","0.6666666666666666","8.5","2","1"
"7x7","7x7-uct-0500","uct-0500","6","8","4","0.5","5.75","2","0.5"
"7x7","7x7-uct-0500","uct-0500","7","4","3","0.75","12.666666666666666","3","1"
"7x7","7x7-uct-0500","uct-0500","8","6","6","1","6.166666666666667","5","0.8333333333333334"
"7x7","7x7-uct-0500","uct-0500","9","3","3","1","5.666666666666667","2","0.6666666666666666"
"7x7","7x7-uct-0500","uct-0500","10","4","4","1","8.5","4","1"
"7x7","7x7-uct-0500","uct-0500","11","5","3","0.6","2","1","0.3333333333333333"
"7x7","7x7-uct-0500","uct-0500","12","8","8","1","5.875","7","0.875"
"7x7","7x7-uct-0500","uct-0500","13","9","5","0.5555555555555556","5.2","4","0.8"
"7x7","7x7-uct-0500","uct-0500","14","8","8","1","7.125","7","0.875"
"7x7","7x7-uct-0500","uct-0500","15","6","4","0.6666666666666666","10","4","1"
"7x7","7x7-uct-0500","uct-0500","16","5","4","0.8","5","4","1"
"7x7","7x7-uct-0500","uct-0500","17","8","8","1","10.625","7","0.875"
"7x7","7x7-uct-0500","uct-0500","18","4","3","0.75","15.333333333333334","3","1"
"7x7","7x7-uct-0500","uct-0500","19","9","8","0.8888888888888888","6.75","6","0.75"
"7x7","7x7-uct-0500","uct-0500","20","4","4","1","3.75","4","1"
"7x7","7x7-uct-0500","uct-0500","21","4","3","0.75","7.666666666666667","3","1"
"7x7","7x7-uct-0500","uct-0500","22","8","8","1","7.875","7","0.875"
"7x7","7x7-uct-0500","uct-0500","23","3","3","1","3","3","1"
"7x7","7x7-uct-0500","uct-0500","24","2","2","1","3","2","1"
"7x7","7x7-uct-0500","uct-0500","25","7","4","0.5714285714285714","2.25","0","0"
"7x7","7x7-uct-0500","uct-0500","26","6","5","0.8333333333333334","6.6","5","1"
"7x7","7x7-uct-0500","uct-0500","27","7","7","1","7.571428571428571","5","0.7142857142857143"
"7x7","7x7-uct-0500","uct-0500","28","9","9","1","7.444444444444445","8","0.8888888888888888"
"7x7","7x7-uct-0500","uct-0500","29","6","6","1","5.666666666666667","5","0.8333333333333334"
"7x7","7x7-uct-0500","uct-0500","30","5","3","0.6","5","3","1"
"7x7","7x7-uct-0500","uct-0500","31","4","2","0.5","3","2","1"
"7x7","7x7-uct-0500","uct-0500","32","4","4","1","2.25","2","0.5"
"7x7","7x7-uct-0500","uct-0500","33","1","1","1","1","0","0"
"7x7","7x7-uct-0500","uct-0500","34","9","8","0.8888888888888888","5.25","5","0.625"
"7x7","7x7-uct-0500","uct-0500","35","6","5","0.8333333333333334","4.6","4","0.8"
"7x7","7x7-uct-0500","uct-0500","36","3","3","1","5.333333333333333","3","1"
"7x7","7x7-uct-0500","uct-0500","37","5","4","0.8","12.75","4","1"
"7x7","7x7-uct-0500","uct-0500","38","1","1","1","17","1","1"
"7x7","7x7-uct-0500","uct-0500","39","9","7","0.7777777777777778","13","7","1"
"7x7","7x7-uct-0500","uct-0500","40","3","3","1","6.333333333333333","2","0.6666666666666666"
"7x7","7x7-uct-0500","uct-0500","41","2","1","0.5","34","1","1"
"7x7","7x7-uct-0500","uct-0500","42","7","6","0.8571428571428571","8","6","1"
"7x7","7x7-uct-0500","uct-0500","43","7","7","1","8.142857142857142","5","0.7142857142857143"
"7x7","7x7-uct-0500","uct-0500","44","5","5","1","11.4","5","1"
"7x7","7x7-uct-0500","uct-0500","45","5","5","1","6.8","5","1"
"7x7","7x7-uct-0500","uct-0500","46","4","4","1","7.5","4","1"
"7x7","7x7-uct-0500","uct-0500","47","6","4","0.6666666666666666","6.75","4","1"
"7x7","7x7-uct-0500","uct-0500","48","2","1","0.5","2","1","1"
"7x7","7x7-uct-0500","uct-0500","49","2","2","1","2.5","1","0.5"
"7x7","7x7-uct-0500","uct-0500","50","7","3","0.42857142857142855","7.333333333333333","3","1"
"7x7","7x7-uct-1000","uct-1000","1","8","8","1","5.875","7","0.875"
"7x7","7x7-uct-1000","uct-1000","2","4","4","1","16.5","3","0.75"
"7x7","7x7-uct-1000","uct-1000","3","7","7","1","12.571428571428571","7","1"
"7x7","7x7-uct-1000","uct-1000","4","7","7","1","7.571428571428571","6","0.8571428571428571"
"7x7","7x7-uct-1000","uct-1000","5","3","2","0.6666666666666666","6","2","1"
"7x7","7x7-uct-1000","uct-1000","6","8","8","1","5.75","7","0.875"
"7x7","7x7-uct-1000","uct-1000","7","2","2","1","10.5","1","0.5"
"7x7","7x7-uct-1000","uct-1000","8","12","9","0.75","10.666666666666666","7","0.7777777777777778"
"7x7","7x7-uct-1000","uct-1000","9","7","7","1","6.571428571428571","7","1"
"7x7","7x7-uct-1000","uct-1000","10","5","5","1","14.2","4","0.8"
"7x7","7x7-uct-1000","uct-1000","11","6","6","1","6.166666666666667","6","1"
"7x7","7x7-uct-1000","uct-1000","12","7","6","0.8571428571428571","9.833333333333334","6","1"
"7x7","7x7-uct-1000","uct-1000","13","8","6","0.75","10.666666666666666","5","0.8333333333333334"
"7x7","7x7-uct-1000","uct-1000","14","8","8","1","4.625","6","0.75"
"7x7","7x7-uct-1000","uct-1000","15","10","8","0.8","7.25","7","0.875"
"7x7","7x7-uct-1000","uct-1000","16","4","2","0.5","7.5","2","1"
"7x7","7x7-uct-1000","uct-1000","17","5","3","0.6","11.666666666666666","2","0.6666666666666666"
"7x7","7x7-uct-1000","uct-1000","18","5","2","0.4","9.5","2","1"
"7x7","7x7-uct-1000","uct-1000","19","11","10","0.9090909090909091","9.1","8","0.8"
"7x7","7x7-uct-1000","uct-1000","20","2","2","1","6","2","1"
"7x7","7x7-uct-1000","uct-1000","21","5","5","1","5.8","4","0.8"
"7x7","7x7-uct-1000","uct-1000","22","1","1","1","3","1","1"
"7x7","7x7-uct-1000","uct-1000","23","10","9","0.9","9.333333333333334","8","0.8888888888888888"
"7x7","7x7-uct-1000","uct-1000","24","0","0","","","0",""
"7x7","7x7-uct-1000","uct-1000","25","8","8","1","11.25","7","0.875"
"7x7","7x7-uct-1000","uct-1000","26","11","10","0.9090909090909091","8.7","10","1"
"7x7","7x7-uct-1000","uct-1000","27","4","4","1","8.5","4","1"
"7x7","7x7-uct-1000","uct-1000","28","7","7","1","7.428571428571429","7","1"
"7x7","7x7-uct-1000","uct-1000","29","8","5","0.625","4","5","1"
"7x7","7x7-uct-1000","uct-1000","30","6","4","0.6666666666666666","11.25","3","0.75"
"7x7","7x7-uct-1000","uct-1000","31","7","5","0.7142857142857143","7.6","2","0.4"
"7x7","7x7-uct-1000","uct-1000","32","4","4","1","5.75","3","0.75"
"7x7","7x7-uct-1000","uct-1000","33","7","6","0.8571428571428571","10.166666666666666","6","1"
"7x7","7x7-uct-1000","uct-1000","34","7","6","0.8571428571428571","8","5","0.8333333333333334"
"7x7","7x7-uct-1000","uct-1000","35","3","3","1","7","3","1"
"7x7","7x7-uct-1000","uct-1000","36","7","2","0.2857142857142857","5","2","1"
"7x7","7x7-uct-1000","uct-1000","37","5","4","0.8","7.5","4","1"
"7x7","7x7-uct-1000","uct-1000","38","4","3","0.75","6.333333333333333","2","0.6666666666666666"
"7x7","7x7-uct-1000","uct-1000","39","7","6","0.8571428571428571","7.5","4","0.6666666666666666"
"7x7","7x7-uct-1000","uct-1000","40","7","6","0.8571428571428571","5.5","5","0.8333333333333334"
"7x7","7x7-uct-1000","uct-1000","41","0","0","","","0",""
"7x7","7x7-uct-1000","uct-1000","42","1","1","1","22","1","1"
"7x7","7x7-uct-1000","uct-1000","43","5","5","1","6.8","5","1"
"7x7","7x7-uct-1000","uct-1000","44","10","9","0.9","5.555555555555555","7","0.7777777777777778"
"7x7","7x7-uct-1000","uct-1000","45","1","0","0","","0",""
"7x7","7x7-uct-1000","uct-1000","46","3","0","0","","0",""
"7x7","7x7-uct-1000","uct-1000","47","6","6","1","9.833333333333334","6","1"
"7x7","7x7-uct-1000","uct-1000","48","4","4","1","8.25","4","1"
"7x7","7x7-uct-1000","uct-1000","49","9","5","0.5555555555555556","4.4","5","1"
"7x7","7x7-uct-1000","uct-1000","50","2","2","1","7.5","2","1"
