"board","experiment_id","search_level","game_index","threshold","region","cycle_index","departure_turn","departure_progress","qualification_turn","endpoint_turn","outcome","revisit_turn","revisit_lag","normalized_revisit_lag","right_censored"
"7x7","7x7-seeded-random","seeded-random","1","2","HM","1","6","0.125","7","17","reactivation_revisit","17","11","0.22916666666666666","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HM","2","20","0.4166666666666667","21","22","persistent_revisit","22","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HM","3","33","0.6875","34","42","reactivation_revisit","42","9","0.1875","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HM","4","44","0.9166666666666666","45","48","reactivation_revisit","48","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","1","11","0.22916666666666666","12","14","persistent_revisit","14","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","2","15","0.3125","16","19","reactivation_revisit","19","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","3","23","0.4791666666666667","24","25","persistent_revisit","25","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","4","26","0.5416666666666666","27","33","reactivation_revisit","33","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","5","34","0.7083333333333334","35","37","persistent_revisit","37","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","6","40","0.8333333333333334","41","45","reactivation_revisit","45","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","2","HH","7","47","0.9791666666666666","48","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","1","LL","1","40","0.8333333333333334","40","41","persistent_revisit","41","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LL","2","43","0.8958333333333334","43","44","persistent_revisit","44","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LL","3","48","1","48","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","1","3","0.0625","3","4","persistent_revisit","4","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","2","5","0.10416666666666667","5","8","persistent_revisit","8","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","3","11","0.22916666666666666","11","18","reactivation_revisit","18","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","4","19","0.3958333333333333","19","23","reactivation_revisit","23","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","5","25","0.5208333333333334","25","28","persistent_revisit","28","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","6","29","0.6041666666666666","29","32","persistent_revisit","32","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","7","33","0.6875","33","36","persistent_revisit","36","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","8","37","0.7708333333333334","37","38","persistent_revisit","38","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","9","39","0.8125","39","45","reactivation_revisit","45","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LM","10","46","0.9583333333333334","46","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","1","LH","1","6","0.125","6","8","persistent_revisit","8","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LH","2","9","0.1875","9","12","persistent_revisit","12","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LH","3","17","0.3541666666666667","17","18","persistent_revisit","18","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LH","4","21","0.4375","21","35","reactivation_revisit","35","14","0.2916666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","1","LH","5","36","0.75","36","47","reactivation_revisit","47","11","0.22916666666666666","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","1","18","0.375","18","24","reactivation_revisit","24","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","2","25","0.5208333333333334","25","30","reactivation_revisit","30","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","3","31","0.6458333333333334","31","32","persistent_revisit","32","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","4","33","0.6875","33","34","persistent_revisit","34","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","5","35","0.7291666666666666","35","36","persistent_revisit","36","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","6","37","0.7708333333333334","37","40","persistent_revisit","40","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","7","41","0.8541666666666666","41","43","persistent_revisit","43","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","ML","8","44","0.9166666666666666","44","48","reactivation_revisit","48","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","1","7","0.14583333333333334","7","10","persistent_revisit","10","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","2","12","0.25","12","13","persistent_revisit","13","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","3","14","0.2916666666666667","14","15","persistent_revisit","15","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","4","17","0.3541666666666667","17","18","persistent_revisit","18","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","5","19","0.3958333333333333","19","26","reactivation_revisit","26","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","6","27","0.5625","27","29","persistent_revisit","29","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","7","30","0.625","30","31","persistent_revisit","31","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","8","32","0.6666666666666666","32","33","persistent_revisit","33","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","9","34","0.7083333333333334","34","36","persistent_revisit","36","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","10","37","0.7708333333333334","37","40","persistent_revisit","40","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","11","41","0.8541666666666666","41","46","reactivation_revisit","46","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MM","12","47","0.9791666666666666","47","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","1","4","0.08333333333333333","4","6","persistent_revisit","6","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","2","7","0.14583333333333334","7","11","reactivation_revisit","11","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","3","12","0.25","12","13","persistent_revisit","13","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","4","14","0.2916666666666667","14","16","persistent_revisit","16","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","5","17","0.3541666666666667","17","20","persistent_revisit","20","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","6","21","0.4375","21","27","reactivation_revisit","27","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","7","28","0.5833333333333334","28","33","reactivation_revisit","33","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","8","34","0.7083333333333334","34","35","persistent_revisit","35","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","9","36","0.75","36","37","persistent_revisit","37","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","10","38","0.7916666666666666","38","43","reactivation_revisit","43","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","11","44","0.9166666666666666","44","47","persistent_revisit","47","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","MH","12","48","1","48","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","1","8","0.16666666666666666","8","9","persistent_revisit","9","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","2","10","0.20833333333333334","10","12","persistent_revisit","12","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","3","13","0.2708333333333333","13","14","persistent_revisit","14","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","4","15","0.3125","15","22","reactivation_revisit","22","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","5","23","0.4791666666666667","23","26","persistent_revisit","26","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","6","27","0.5625","27","28","persistent_revisit","28","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","7","31","0.6458333333333334","31","34","persistent_revisit","34","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","8","35","0.7291666666666666","35","38","persistent_revisit","38","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","9","43","0.8958333333333334","43","44","persistent_revisit","44","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HL","10","45","0.9375","45","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","1","4","0.08333333333333333","4","5","persistent_revisit","5","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","2","6","0.125","6","17","reactivation_revisit","17","11","0.22916666666666666","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","3","18","0.375","18","19","persistent_revisit","19","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","4","20","0.4166666666666667","20","22","persistent_revisit","22","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","5","26","0.5416666666666666","26","27","persistent_revisit","27","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","6","31","0.6458333333333334","31","32","persistent_revisit","32","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","7","33","0.6875","33","42","reactivation_revisit","42","9","0.1875","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HM","8","44","0.9166666666666666","44","48","reactivation_revisit","48","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","1","11","0.22916666666666666","11","14","persistent_revisit","14","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","2","15","0.3125","15","19","reactivation_revisit","19","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","3","23","0.4791666666666667","23","25","persistent_revisit","25","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","4","26","0.5416666666666666","26","33","reactivation_revisit","33","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","5","34","0.7083333333333334","34","37","persistent_revisit","37","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","6","38","0.7916666666666666","38","39","persistent_revisit","39","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","7","40","0.8333333333333334","40","45","reactivation_revisit","45","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","1","HH","8","47","0.9791666666666666","47","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","1","5","0.10416666666666667","7","8","persistent_revisit","8","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","2","11","0.22916666666666666","13","18","reactivation_revisit","18","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","3","19","0.3958333333333333","21","23","reactivation_revisit","23","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","4","25","0.5208333333333334","27","28","persistent_revisit","28","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","5","29","0.6041666666666666","31","32","persistent_revisit","32","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","6","33","0.6875","35","36","persistent_revisit","36","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","7","39","0.8125","41","45","reactivation_revisit","45","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LM","8","46","0.9583333333333334","48","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","3","LH","1","9","0.1875","11","12","persistent_revisit","12","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LH","2","21","0.4375","23","35","reactivation_revisit","35","14","0.2916666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","3","LH","3","36","0.75","38","47","reactivation_revisit","47","11","0.22916666666666666","false"
"7x7","7x7-seeded-random","seeded-random","1","3","ML","1","18","0.375","20","24","reactivation_revisit","24","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","1","3","ML","2","25","0.5208333333333334","27","30","reactivation_revisit","30","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","3","ML","3","37","0.7708333333333334","39","40","persistent_revisit","40","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","ML","4","44","0.9166666666666666","46","48","reactivation_revisit","48","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MM","1","7","0.14583333333333334","9","10","persistent_revisit","10","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MM","2","19","0.3958333333333333","21","26","reactivation_revisit","26","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MM","3","37","0.7708333333333334","39","40","persistent_revisit","40","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MM","4","41","0.8541666666666666","43","46","reactivation_revisit","46","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MH","1","7","0.14583333333333334","9","11","reactivation_revisit","11","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MH","2","17","0.3541666666666667","19","20","persistent_revisit","20","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MH","3","21","0.4375","23","27","reactivation_revisit","27","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MH","4","28","0.5833333333333334","30","33","reactivation_revisit","33","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MH","5","38","0.7916666666666666","40","43","reactivation_revisit","43","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","1","3","MH","6","44","0.9166666666666666","46","47","persistent_revisit","47","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HL","1","15","0.3125","17","22","reactivation_revisit","22","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HL","2","23","0.4791666666666667","25","26","persistent_revisit","26","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HL","3","31","0.6458333333333334","33","34","persistent_revisit","34","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HL","4","35","0.7291666666666666","37","38","persistent_revisit","38","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HL","5","45","0.9375","47","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","1","3","HM","1","6","0.125","8","17","reactivation_revisit","17","11","0.22916666666666666","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HM","2","33","0.6875","35","42","reactivation_revisit","42","9","0.1875","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HM","3","44","0.9166666666666666","46","48","reactivation_revisit","48","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HH","1","11","0.22916666666666666","13","14","persistent_revisit","14","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HH","2","15","0.3125","17","19","reactivation_revisit","19","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HH","3","26","0.5416666666666666","28","33","reactivation_revisit","33","7","0.14583333333333334","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HH","4","34","0.7083333333333334","36","37","persistent_revisit","37","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","1","3","HH","5","40","0.8333333333333334","42","45","reactivation_revisit","45","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LL","1","19","0.3958333333333333","20","22","persistent_revisit","22","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LL","2","23","0.4791666666666667","24","26","persistent_revisit","26","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LL","3","27","0.5625","28","29","persistent_revisit","29","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LL","4","31","0.6458333333333334","32","33","persistent_revisit","33","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LL","5","36","0.75","37","39","persistent_revisit","39","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LL","6","44","0.9166666666666666","45","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","2","2","LM","1","17","0.3541666666666667","18","22","reactivation_revisit","22","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LM","2","23","0.4791666666666667","24","25","persistent_revisit","25","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LM","3","27","0.5625","28","29","persistent_revisit","29","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LM","4","35","0.7291666666666666","36","37","persistent_revisit","37","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LM","5","38","0.7916666666666666","39","40","persistent_revisit","40","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LM","6","41","0.8541666666666666","42","43","persistent_revisit","43","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LH","1","13","0.2708333333333333","14","19","reactivation_revisit","19","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LH","2","24","0.5","25","28","reactivation_revisit","28","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LH","3","33","0.6875","34","35","persistent_revisit","35","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LH","4","36","0.75","37","39","persistent_revisit","39","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","LH","5","42","0.875","43","47","reactivation_revisit","47","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","2","2","ML","1","18","0.375","19","20","persistent_revisit","20","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","ML","2","21","0.4375","22","27","reactivation_revisit","27","6","0.125","false"
"7x7","7x7-seeded-random","seeded-random","2","2","ML","3","29","0.6041666666666666","30","38","reactivation_revisit","38","9","0.1875","false"
"7x7","7x7-seeded-random","seeded-random","2","2","ML","4","41","0.8541666666666666","42","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","2","2","MM","1","29","0.6041666666666666","30","32","persistent_revisit","32","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MM","2","33","0.6875","34","35","persistent_revisit","35","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MM","3","36","0.75","37","39","persistent_revisit","39","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MM","4","40","0.8333333333333334","41","42","persistent_revisit","42","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MM","5","47","0.9791666666666666","48","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","2","2","MH","1","16","0.3333333333333333","17","21","reactivation_revisit","21","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MH","2","25","0.5208333333333334","26","30","reactivation_revisit","30","5","0.10416666666666667","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MH","3","31","0.6458333333333334","32","33","persistent_revisit","33","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MH","4","34","0.7083333333333334","35","36","persistent_revisit","36","2","0.041666666666666664","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MH","5","39","0.8125","40","42","persistent_revisit","42","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","MH","6","45","0.9375","46","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","2","2","HL","1","20","0.4166666666666667","21","23","persistent_revisit","23","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HL","2","24","0.5","25","27","persistent_revisit","27","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HL","3","30","0.625","31","33","persistent_revisit","33","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HL","4","39","0.8125","40","42","persistent_revisit","42","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HL","5","43","0.8958333333333334","44","46","persistent_revisit","46","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HM","1","15","0.3125","16","18","persistent_revisit","18","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HM","2","20","0.4166666666666667","21","24","reactivation_revisit","24","4","0.08333333333333333","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HM","3","28","0.5833333333333334","29","41","reactivation_revisit","41","13","0.2708333333333333","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HM","4","42","0.875","43","48","right_censored","","","","true"
"7x7","7x7-seeded-random","seeded-random","2","2","HH","1","10","0.20833333333333334","11","20","reactivation_revisit","20","10","0.20833333333333334","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HH","2","21","0.4375","22","31","reactivation_revisit","31","10","0.20833333333333334","false"
"7x7","7x7-seeded-random","seeded-random","2","2","HH","3","32","0.6666666666666666","33","45","reactivation_revisit","45","13","0.2708333333333333","false"
"7x7","7x7-seeded-random","seeded-random","2","1","LL","1","15","0.3125","15","16","persistent_revisit","16","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","2","1","LL","2","17","0.3541666666666667","17","18","persistent_revisit","18","1","0.020833333333333332","false"
"7x7","7x7-seeded-random","seeded-random","2","1","LL","3","19","0.3958333333333333","19","22","persistent_revisit","22","3","0.0625","false"
"7x7","7x7-seeded-random","seeded-random","2","1","LL","4","23","0.4791666666666667","23","26","persistent_revisit","26","3","0.0625","false"
