"board","experiment_id","search_level","game_index","threshold","turns","mean_dormant_active_fronts","dormant_ge2_turn_rate","mean_backlog_size","backlog_ge2_turn_rate","qualifying_departures","revisit_rate_observed","right_censored_rate","mean_revisit_lag","mean_normalized_revisit_lag","revisit_within_four_turns_rate"
"7x7","7x7-seeded-random","seeded-random","11","1","48","3.2291666666666665","0.8125","3.2291666666666665","0.8125","71","1","0.11267605633802817","2.7777777777777777","0.05787037037037038","0.8153846153846154"
"7x7","7x7-seeded-random","seeded-random","11","3","48","0.6666666666666666","0.10416666666666667","3.2291666666666665","0.8125","32","1","0.1875","4.576923076923077","0.0953525641025641","0.5714285714285714"
"7x7","7x7-seeded-random","seeded-random","12","2","48","1.8333333333333333","0.6458333333333334","3.5208333333333335","0.8958333333333334","53","1","0.07547169811320754","3.836734693877551","0.07993197278911564","0.6470588235294118"
"7x7","7x7-seeded-random","seeded-random","12","1","48","3.5208333333333335","0.8958333333333334","3.5208333333333335","0.8958333333333334","81","1","0.07407407407407407","2.8533333333333335","0.05944444444444447","0.7631578947368421"
"7x7","7x7-seeded-random","seeded-random","12","3","48","0.7291666666666666","0.1875","3.5208333333333335","0.8958333333333334","35","1","0.08571428571428572","4.8125","0.10026041666666664","0.4857142857142857"
"7x7","7x7-seeded-random","seeded-random","13","2","48","1.5208333333333333","0.5208333333333334","2.8125","0.8125","43","1","0.09302325581395349","4.564102564102564","0.09508547008547007","0.6410256410256411"
"7x7","7x7-seeded-random","seeded-random","13","1","48","2.8125","0.8125","2.8125","0.8125","62","1","0.08064516129032258","3.43859649122807","0.07163742690058479","0.75"
"7x7","7x7-seeded-random","seeded-random","13","3","48","0.625","0.10416666666666667","2.8125","0.8125","30","1","0.06666666666666667","5.571428571428571","0.11607142857142858","0.5172413793103449"
"7x7","7x7-seeded-random","seeded-random","14","2","48","1.75","0.6458333333333334","3.375","0.9166666666666666","54","1","0.07407407407407407","3.66","0.07624999999999997","0.78"
"7x7","7x7-seeded-random","seeded-random","14","1","48","3.375","0.9166666666666666","3.375","0.9166666666666666","78","1","0.07692307692307693","2.8472222222222223","0.059317129629629615","0.8405797101449275"
"7x7","7x7-seeded-random","seeded-random","14","3","48","0.625","0.125","3.375","0.9166666666666666","30","1","0.1","5.074074074074074","0.10570987654320987","0.6071428571428571"
"7x7","7x7-seeded-random","seeded-random","15","2","48","1.75","0.6041666666666666","3.3958333333333335","0.8541666666666666","50","1","0.1","4.222222222222222","0.08796296296296295","0.6304347826086957"
"7x7","7x7-seeded-random","seeded-random","15","1","48","3.3958333333333335","0.8541666666666666","3.3958333333333335","0.8541666666666666","79","1","0.08860759493670886","3.013888888888889","0.06278935185185183","0.7605633802816901"
"7x7","7x7-seeded-random","seeded-random","15","3","48","0.7083333333333334","0.16666666666666666","3.3958333333333335","0.8541666666666666","34","1","0.11764705882352941","5.333333333333333","0.11111111111111112","0.46875"
"7x7","7x7-seeded-random","seeded-random","16","2","48","1.8958333333333333","0.6041666666666666","3.5","0.9166666666666666","52","1","0.07692307692307693","4.020833333333333","0.0837673611111111","0.7446808510638298"
"7x7","7x7-seeded-random","seeded-random","16","1","48","3.5","0.9166666666666666","3.5","0.9166666666666666","77","1","0.07792207792207792","3.0422535211267605","0.06338028169014086","0.8260869565217391"
"7x7","7x7-seeded-random","seeded-random","16","3","48","0.8125","0.14583333333333334","3.5","0.9166666666666666","39","1","0.07692307692307693","4.694444444444445","0.09780092592592592","0.6666666666666666"
"7x7","7x7-seeded-random","seeded-random","17","2","48","1.6875","0.5208333333333334","3.25","0.8958333333333334","46","1","0.08695652173913043","4.642857142857143","0.09672619047619048","0.5609756097560976"
"7x7","7x7-seeded-random","seeded-random","17","1","48","3.25","0.8958333333333334","3.25","0.8958333333333334","75","1","0.08","3.217391304347826","0.06702898550724638","0.7313432835820896"
"7x7","7x7-seeded-random","seeded-random","17","3","48","0.7291666666666666","0.16666666666666666","3.25","0.8958333333333334","35","1","0.05714285714285714","5.363636363636363","0.11174242424242425","0.4375"
"7x7","7x7-seeded-random","seeded-random","18","2","48","1.5625","0.5416666666666666","3.1041666666666665","0.8541666666666666","43","1","0.09302325581395349","4.410256410256411","0.09188034188034185","0.6341463414634146"
"7x7","7x7-seeded-random","seeded-random","18","1","48","3.1041666666666665","0.8541666666666666","3.1041666666666665","0.8541666666666666","74","1","0.08108108108108109","2.9558823529411766","0.06158088235294119","0.7794117647058824"
"7x7","7x7-seeded-random","seeded-random","18","3","48","0.6666666666666666","0.125","3.1041666666666665","0.8541666666666666","32","1","0.125","5.357142857142857","0.11160714285714286","0.5161290322580645"
"7x7","7x7-seeded-random","seeded-random","19","2","48","1.6458333333333333","0.625","3.1458333333333335","0.8541666666666666","42","1","0.11904761904761904","5.5675675675675675","0.11599099099099103","0.4864864864864865"
"7x7","7x7-seeded-random","seeded-random","19","1","48","3.1458333333333335","0.8541666666666666","3.1458333333333335","0.8541666666666666","72","1","0.08333333333333333","3.5606060606060606","0.07417929292929294","0.7121212121212122"
"7x7","7x7-seeded-random","seeded-random","19","3","48","0.7708333333333334","0.14583333333333334","3.1458333333333335","0.8541666666666666","37","1","0.10810810810810811","6","0.125","0.4411764705882353"
"7x7","7x7-seeded-random","seeded-random","20","2","48","1.8541666666666667","0.6041666666666666","3.375","0.8958333333333334","53","1","0.09433962264150944","4.354166666666667","0.09071180555555552","0.6122448979591837"
"7x7","7x7-seeded-random","seeded-random","20","1","48","3.375","0.8958333333333334","3.375","0.8958333333333334","73","1","0.0958904109589041","3.4393939393939394","0.0716540404040404","0.7076923076923077"
"7x7","7x7-seeded-random","seeded-random","20","3","48","0.75","0.10416666666666667","3.375","0.8958333333333334","36","1","0.08333333333333333","5.424242424242424","0.11300505050505051","0.45714285714285713"
"7x7","7x7-seeded-random","seeded-random","21","2","48","1.7708333333333333","0.6458333333333334","3.3333333333333335","0.8958333333333334","50","0.9777777777777777","0.1","4.136363636363637","0.08617424242424242","0.5909090909090909"
