"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","point","point_type","region","state_at_turn_start","p1_at_turn_start","p2_at_turn_start","state_at_turn_end","p1_at_turn_end","p2_at_turn_end"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S00","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S01","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S02","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S03","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S04","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S05","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S06","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S07","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S10","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S11","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S12","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S13","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S14","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S15","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S16","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S17","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S20","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S21","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S22","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S23","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S24","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S25","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S26","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S27","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S30","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S31","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S32","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S33","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S34","supply","MM","0","0","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S35","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S36","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S37","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S40","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S41","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S42","supply","ML","0","0","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S43","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S44","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S45","supply","MH","0","0","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S46","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S47","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S50","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S51","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S52","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S53","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S54","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","1","0.017857","1","S55","supply","HH","0","0","0","0","0","0"
