"board","experiment_id","iteration_limit","game_index","turn_number","progress","placement_number","mover","target","region","p1_placements_before","p2_placements_before","p1_placements_after","p2_placements_after","target_state_before","target_state_after_move","target_state_turn_end","target_p1_before","target_p2_before","target_p1_after_move","target_p2_after_move","target_p1_turn_end","target_p2_turn_end","objective_snapshot_before","objective_snapshot_after_move","objective_snapshot_turn_end"
"7x7-p84","7x7-p84-uct-0500","500","1","16","0.285714","1","2","O23","MM","24","21","24","22","0","0","2","0","0","0","1","0","1","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","16","0.285714","2","2","O05","LH","24","22","24","23","0","0","2","0","0","0","1","0","1","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","17","0.303571","2","1","O26","MH","25","24","26","24","0","0","1","0","0","1","0","1","0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","17","0.303571","3","1","O45","MH","26","24","27","24","0","1","1","0","0","1","0","1","0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","18","0.321429","2","2","O05","LH","27","25","27","26","2","2","2","0","1","0","2","0","2","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","18","0.321429","3","2","O55","HH","27","26","27","27","0","2","2","0","0","0","1","0","1","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","19","0.339286","3","1","O00","LL","29","27","30","27","0","1","1","0","0","1","0","1","0","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","20","0.357143","1","2","O01","LL","30","27","30","28","1","1","0","1","0","1","1","1","1","1:1:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|1:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","20","0.357143","2","2","O23","MM","30","28","30","29","2","2","2","0","1","0","2","0","2","1:1:0|1:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|1:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","20","0.357143","3","2","O15","LH","30","29","30","30","2","2","2","0","1","0","2","0","2","1:1:0|1:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","21","0.375000","1","1","O10","LL","30","30","31","30","1","1","3","2","0","3","0","3","0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","21","0.375000","3","1","O64","HM","32","30","33","30","1","1","1","1","0","2","0","2","0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","22","0.392857","1","2","O01","LL","33","30","33","31","0","0","2","1","1","1","2","1","2","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0","1:1:0|0:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0","1:1:0|2:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","22","0.392857","2","2","O54","HM","33","31","33","32","0","0","2","1","1","1","2","1","2","1:1:0|0:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0","1:1:0|0:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0","1:1:0|2:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
