"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","p1_placements_so_far","p2_placements_so_far","objective_snapshot"
"7x7-p84","7x7-p84-seeded-random","-1","1","42","0.750000","2","63","63","2:0:1|0:0:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|1:2:1|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|0:0:0|0:2:2|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|2:0:2|2:0:2|0:0:0|0:0:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","43","0.767857","1","66","63","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|1:2:1|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|0:0:0|0:2:2|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|2:0:2|2:0:2|0:0:0|1:1:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","44","0.785714","2","66","66","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|0:0:0|0:2:2|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|2:0:2|2:0:2|0:0:0|1:1:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","45","0.803571","1","69","66","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|0:0:0|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|0:0:0|1:1:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","46","0.821429","2","69","69","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|4:0:3|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|0:0:0|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|0:0:0|1:1:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","47","0.839286","1","72","69","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|4:0:3|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|0:0:0|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","48","0.857143","2","72","72","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|4:0:3|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:1:2|1:2:0|2:0:1|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","49","0.875000","1","75","72","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|4:0:3|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","50","0.892857","2","75","75","2:0:1|1:1:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|4:0:3|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","51","0.910714","1","78","75","2:0:1|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|4:0:3|0:1:1|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:2:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|0:0:0|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","52","0.928571","2","78","78","2:0:1|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|4:0:3|2:1:2|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:2:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|2:0:1|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","53","0.946429","1","81","78","2:0:1|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:2:0|1:1:0|0:0:0|4:0:3|2:1:2|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:2:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|2:0:1|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|2:0:2|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","54","0.964286","2","81","81","2:0:1|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:2:0|1:1:0|0:0:0|4:0:3|2:1:2|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:2:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|2:0:1|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|4:0:3|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","55","0.982143","1","84","81","2:0:1|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:2:0|1:1:0|0:0:0|4:0:3|2:1:2|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|0:0:0|1:2:0|0:2:2|1:2:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|2:0:1|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|4:0:3|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-seeded-random","-1","1","56","1.000000","2","84","84","2:0:1|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|0:0:0|1:2:0|1:1:0|0:0:0|4:0:3|2:1:2|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|2:0:1|0:0:0|2:0:1|1:2:0|0:2:2|1:2:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|2:1:2|1:2:0|2:0:1|0:2:2|2:0:1|0:0:0|1:1:0|0:0:0|1:2:0|1:2:0|2:0:2|4:0:3|1:1:0|1:2:0|3:3:0|0:1:1|1:1:0"
"7x7-p84","7x7-p84-uct-0100","100","1","1","0.017857","1","3","0","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","2","0.035714","2","3","3","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","3","0.053571","1","6","3","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","4","0.071429","2","6","6","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","5","0.089286","1","9","6","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","6","0.107143","2","9","9","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","7","0.125000","1","12","9","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","8","0.142857","2","12","12","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","9","0.160714","1","15","12","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","10","0.178571","2","15","15","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","11","0.196429","1","18","15","0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0"
"7x7-p84","7x7-p84-uct-0100","100","1","12","0.214286","2","18","18","0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:1"
"7x7-p84","7x7-p84-uct-0100","100","1","13","0.232143","1","21","18","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:1"
"7x7-p84","7x7-p84-uct-0100","100","1","14","0.250000","2","21","21","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:1"
"7x7-p84","7x7-p84-uct-0100","100","1","15","0.267857","1","24","21","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:1:1"
"7x7-p84","7x7-p84-uct-0100","100","1","16","0.285714","2","24","24","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:1:1"
"7x7-p84","7x7-p84-uct-0100","100","1","17","0.303571","1","27","24","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:1:1"
"7x7-p84","7x7-p84-uct-0100","100","1","18","0.321429","2","27","27","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:1:1"
"7x7-p84","7x7-p84-uct-0100","100","1","19","0.339286","1","30","27","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:1:1"
"7x7-p84","7x7-p84-uct-0100","100","1","20","0.357143","2","30","30","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|2:1:2"
"7x7-p84","7x7-p84-uct-0100","100","1","21","0.375000","1","33","30","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|2:1:2"
"7x7-p84","7x7-p84-uct-0100","100","1","22","0.392857","2","33","33","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:2|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|2:1:2"
"7x7-p84","7x7-p84-uct-0100","100","1","23","0.410714","1","36","33","0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|2:0:2|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|2:1:2"
"7x7-p84","7x7-p84-uct-0100","100","1","24","0.428571","2","36","36","0:0:0|0:0:0|0:0:0|0:0:0|1:2:1|2:0:2|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|2:1:2"
"7x7-p84","7x7-p84-uct-0100","100","1","25","0.446429","1","39","36","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|1:1:0|2:0:1|2:1:2"
"7x7-p84","7x7-p84-uct-0100","100","1","26","0.464286","2","39","39","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|1:1:0|2:0:1|2:1:2"
