"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","p1_placements_so_far","p2_placements_so_far","objective_snapshot"
"7x7-p84","7x7-p84-uct-0100","100","1","27","0.482143","1","42","39","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|1:1:0|2:0:1|0:2:2"
"7x7-p84","7x7-p84-uct-0100","100","1","28","0.500000","2","42","42","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:1|1:1:0|2:0:1|0:2:2"
"7x7-p84","7x7-p84-uct-0100","100","1","29","0.517857","1","45","42","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:1|0:0:0|2:0:1|1:1:0|2:0:1|0:2:2"
"7x7-p84","7x7-p84-uct-0100","100","1","30","0.535714","2","45","45","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","31","0.553571","1","48","45","0:0:0|0:0:0|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","32","0.571429","2","48","48","0:0:0|2:0:1|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","33","0.589286","1","51","48","0:0:0|2:0:1|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","34","0.607143","2","51","51","0:0:0|2:0:1|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","35","0.625000","1","54","51","0:0:0|2:0:1|0:0:0|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","36","0.642857","2","54","54","0:0:0|2:0:1|2:0:1|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","37","0.660714","1","57","54","0:0:0|2:0:1|2:0:1|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","38","0.678571","2","57","57","0:0:0|2:0:1|2:0:1|1:1:0|1:2:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","39","0.696429","1","60","57","0:0:0|2:0:1|2:0:1|1:1:0|3:3:1|2:0:2|1:1:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","40","0.714286","2","60","60","0:0:0|2:0:1|2:0:1|1:1:0|3:3:1|4:0:3|1:1:0|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","41","0.732143","1","63","60","0:0:0|2:0:1|2:0:1|1:1:0|3:3:1|4:0:3|1:1:0|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","42","0.750000","2","63","63","0:0:0|2:0:1|2:0:1|1:1:0|3:3:1|4:0:3|1:1:0|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","43","0.767857","1","66","63","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","44","0.785714","2","66","66","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","45","0.803571","1","69","66","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|2:1:2|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:2:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","46","0.821429","2","69","69","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:2:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","47","0.839286","1","72","69","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:2:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","48","0.857143","2","72","72","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|2:0:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:1|1:2:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","49","0.875000","1","75","72","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|0:1:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:1|3:3:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","50","0.892857","2","75","75","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|0:1:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:1|3:3:0|0:0:0|2:0:2|0:0:0|2:0:1|1:1:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","51","0.910714","1","78","75","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|0:1:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|2:0:2|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|3:3:1|3:3:0|0:0:0|2:0:2|0:0:0|2:0:1|1:2:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","52","0.928571","2","78","78","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|0:1:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|3:3:1|3:3:0|0:0:0|2:0:2|0:0:0|2:0:1|1:2:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","53","0.946429","1","81","78","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|1:1:0|2:0:1|2:0:1|1:2:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:1|3:3:0|0:0:0|2:0:2|0:0:0|2:0:1|1:2:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","54","0.964286","2","81","81","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|0:1:1|2:0:1|2:0:1|1:2:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:1|3:3:0|0:0:0|4:0:3|0:0:0|2:0:1|1:2:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","55","0.982143","1","84","81","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|0:1:1|2:0:1|2:0:1|3:3:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:1|3:3:0|0:0:0|4:0:3|1:1:0|2:0:1|1:2:0|2:0:1|4:2:3"
"7x7-p84","7x7-p84-uct-0100","100","1","56","1.000000","2","84","84","0:0:0|2:0:1|2:0:1|1:2:0|3:3:1|4:0:3|0:1:1|2:0:1|2:0:1|3:3:1|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|4:0:3|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|2:0:1|0:0:0|2:0:1|1:1:0|0:0:0|2:0:1|0:0:0|4:1:3|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:1|3:3:0|0:0:0|4:0:3|1:1:0|2:0:1|1:2:0|2:0:2|4:2:3"
"7x7-p84","7x7-p84-uct-0500","500","1","1","0.017857","1","3","0","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","2","0.035714","2","3","3","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","3","0.053571","1","6","3","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","4","0.071429","2","6","6","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","5","0.089286","1","9","6","0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","6","0.107143","2","9","9","0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","7","0.125000","1","12","9","0:0:0|1:1:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","8","0.142857","2","12","12","0:0:0|1:1:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","9","0.160714","1","15","12","0:0:0|1:1:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","10","0.178571","2","15","15","0:0:0|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","11","0.196429","1","18","15","0:0:0|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
