"board","experiment_id","search_level","game_index","window_turns","mean_active_regions","multi_active_turn_rate","longest_multi_active_run","longest_multi_active_run_fraction","mean_both_invested_regions","multi_both_invested_turn_rate","mixed_leadership_turn_rate","mean_opportunity_adjusted_activity","focus_switch_rate","focus_eligible_fraction","no_dominant_turn_rate"
"7x7-p84","7x7-p84-uct-0100","uct-0100","37","2","3.0357142857142856","0.9107142857142857","48","0.8571428571428571","0.7321428571428571","0.14285714285714285","0.9107142857142857","2.9600060422353716","1","0.12727272727272726","0.625"
"7x7-p84","7x7-p84-uct-0100","uct-0100","38","2","3.767857142857143","0.8928571428571429","50","0.8928571428571429","0.6071428571428571","0.05357142857142857","0.8392857142857143","3.817001051067498","1","0.07272727272727272","0.6964285714285714"
"7x7-p84","7x7-p84-uct-0100","uct-0100","39","2","3.9285714285714284","0.9464285714285714","53","0.9464285714285714","0.7142857142857143","0.125","0.8214285714285714","4.057819609829301","0.7142857142857143","0.12727272727272726","0.5892857142857143"
"7x7-p84","7x7-p84-uct-0100","uct-0100","40","2","4.303571428571429","0.9642857142857143","54","0.9642857142857143","0.5892857142857143","0.05357142857142857","0.9464285714285714","4.362706237256625","1","0.12727272727272726","0.6607142857142857"
"7x7-p84","7x7-p84-uct-0100","uct-0100","41","2","4.071428571428571","0.9464285714285714","53","0.9464285714285714","0.7142857142857143","0.08928571428571429","0.8214285714285714","4.058522226849671","1","0.07272727272727272","0.75"
"7x7-p84","7x7-p84-uct-0100","uct-0100","42","2","3.875","0.9285714285714286","52","0.9285714285714286","0.7857142857142857","0.125","0.875","3.83460233718693","1","0.07272727272727272","0.75"
"7x7-p84","7x7-p84-uct-0100","uct-0100","43","2","4.339285714285714","0.9107142857142857","51","0.9107142857142857","0.6785714285714286","0.08928571428571429","0.8392857142857143","4.385292392083056","0.5","0.03636363636363636","0.7678571428571429"
"7x7-p84","7x7-p84-uct-0100","uct-0100","44","2","3.9464285714285716","0.9464285714285714","53","0.9464285714285714","0.8571428571428571","0.125","0.8928571428571429","3.9125118764077587","0.8888888888888888","0.16363636363636364","0.625"
"7x7-p84","7x7-p84-uct-0100","uct-0100","45","2","3.6964285714285716","0.875","42","0.75","0.8392857142857143","0.21428571428571427","0.8928571428571429","3.6571091486704415","0.75","0.07272727272727272","0.7142857142857143"
"7x7-p84","7x7-p84-uct-0100","uct-0100","46","2","4.142857142857143","0.9642857142857143","54","0.9642857142857143","0.5892857142857143","0.08928571428571429","0.875","4.17690433560408","1","0.14545454545454545","0.6428571428571429"
