"board","experiment_id","search_level","game_index","checkpoint","turn_number","supply_share","secured_supply","secured_objectives","recent_normalized_entropy","recent_largest_region_share","recent_hhi","recent_region_coverage"
"7x7-p72","7x7-seeded-random","seeded-random","26","0.25","12","0.6388888888888888","0","0","0.775774794642881","0.25","0.19444444444444445","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","26","0.5","24","0.6527777777777778","0","0","0.9007747946428813","0.25","0.1527777777777778","0.8888888888888888"
"7x7-p72","7x7-seeded-random","seeded-random","26","0.75","36","0.6388888888888888","2","3","0.7956198357143051","0.3333333333333333","0.20833333333333334","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","26","0.9","44","0.6666666666666666","4","4","0.8154648767857287","0.3333333333333333","0.19444444444444445","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","27","0.25","12","0.75","0","0","0.7757747946428812","0.25","0.19444444444444445","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","27","0.5","24","0.7222222222222222","0","0","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","27","0.75","36","0.6759259259259259","3","2","0.7757747946428812","0.25","0.19444444444444445","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","27","0.9","44","0.6287878787878788","5","4","0.8283522741071695","0.25","0.18055555555555555","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","28","0.25","12","0.75","0","0","0.670619835714305","0.5","0.30555555555555547","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","28","0.5","24","0.75","3","0","0.8283522741071693","0.25","0.18055555555555558","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","28","0.75","36","0.6851851851851852","3","0","0.920619835714305","0.16666666666666666","0.1388888888888889","0.8888888888888888"
"7x7-p72","7x7-seeded-random","seeded-random","28","0.9","44","0.6666666666666666","4","1","0.9007747946428811","0.25","0.15277777777777776","0.8888888888888888"
