"contrast_id","minuend_budget","subtrahend_budget","domain","scope","metric","games_minuend","games_subtrahend","mean_minuend","mean_subtrahend","difference_minuend_minus_subtrahend","ci_low","ci_high"
"96-minus-84","96","84","late-game","band-4","hhi_gap","50","50","0.027510","0.032427","-0.004916","-0.011312","0.001857"
"96-minus-84","96","84","late-game","band-4","largest_share_gap","50","50","0.072260","0.089843","-0.017582","-0.033134","-0.000449"
"84-minus-72","84","72","late-front-outcome","turns4","final_band_survival_rate","50","50","0.976944","0.978889","-0.001944","-0.020278","0.017222"
"84-minus-72","84","72","late-front-outcome","turns4","mechanically_closed_rate","50","50","0.000000","0.000000","0.000000","0.000000","0.000000"
"84-minus-72","84","72","late-front-outcome","turns4","resolved_or_settled_rate","50","50","0.651984","0.618929","0.033056","-0.030437","0.092897"
"84-minus-72","84","72","late-front-outcome","turns4","end_censored_rate","50","50","0.163333","0.172183","-0.008849","-0.062500","0.045595"
"84-minus-72","84","72","late-front-outcome","turns4","selectively_abandoned_rate","50","50","0.184683","0.208889","-0.024206","-0.069325","0.019325"
"96-minus-72","96","72","late-front-outcome","turns4","final_band_survival_rate","50","50","0.976944","0.978889","-0.001944","-0.020833","0.018611"
"96-minus-72","96","72","late-front-outcome","turns4","mechanically_closed_rate","50","50","0.000000","0.000000","0.000000","0.000000","0.000000"
"96-minus-72","96","72","late-front-outcome","turns4","resolved_or_settled_rate","50","50","0.738889","0.618929","0.119960","0.070278","0.168730"
"96-minus-72","96","72","late-front-outcome","turns4","end_censored_rate","50","50","0.125000","0.172183","-0.047183","-0.094881","-0.000516"
"96-minus-72","96","72","late-front-outcome","turns4","selectively_abandoned_rate","50","50","0.136111","0.208889","-0.072778","-0.112302","-0.033373"
"96-minus-84","96","84","late-front-outcome","turns4","final_band_survival_rate","50","50","0.976944","0.976944","0.000000","-0.018611","0.017500"
"96-minus-84","96","84","late-front-outcome","turns4","mechanically_closed_rate","50","50","0.000000","0.000000","0.000000","0.000000","0.000000"
"96-minus-84","96","84","late-front-outcome","turns4","resolved_or_settled_rate","50","50","0.738889","0.651984","0.086905","0.031905","0.144762"
"96-minus-84","96","84","late-front-outcome","turns4","end_censored_rate","50","50","0.125000","0.163333","-0.038333","-0.088056","0.011389"
"96-minus-84","96","84","late-front-outcome","turns4","selectively_abandoned_rate","50","50","0.136111","0.184683","-0.048571","-0.093373","-0.001508"
"84-minus-72","84","72","late-objective","band-4","late_objective_placements","50","50","29.780000","26.800000","2.980000","1.520000","4.440000"
"84-minus-72","84","72","late-objective","band-4","late_objective_placements_per_total","50","50","0.177262","0.186111","-0.008849","-0.018175","0.000774"
"84-minus-72","84","72","late-objective","band-4","target_state_changed_rate","50","50","0.889357","0.906419","-0.017062","-0.043694","0.011636"
"84-minus-72","84","72","late-objective","band-4","local_lead_changed_rate","50","50","0.060889","0.085067","-0.024178","-0.046739","-0.001410"
"84-minus-72","84","72","late-objective","band-4","contributes_to_securing_rate","50","50","0.450649","0.415718","0.034930","-0.009732","0.080084"
"84-minus-72","84","72","late-objective","band-4","global_comparison_changed_rate","50","50","0.181898","0.202680","-0.020782","-0.053889","0.013812"
"84-minus-72","84","72","late-objective","band-4","global_outcome_still_mutable_rate","50","50","0.994459","0.996139","-0.001680","-0.008002","0.005414"
"84-minus-72","84","72","late-objective","band-4","region_outcome_fixed_before_rate","50","50","0.241997","0.225355","0.016643","-0.023865","0.058952"
"96-minus-72","96","72","late-objective","band-4","late_objective_placements","50","50","34.460000","26.800000","7.660000","5.860000","9.380000"
"96-minus-72","96","72","late-objective","band-4","late_objective_placements_per_total","50","50","0.179479","0.186111","-0.006632","-0.016875","0.003437"
"96-minus-72","96","72","late-objective","band-4","target_state_changed_rate","50","50","0.892687","0.906419","-0.013732","-0.037820","0.010897"
"96-minus-72","96","72","late-objective","band-4","local_lead_changed_rate","50","50","0.064135","0.085067","-0.020932","-0.042498","0.000411"
"96-minus-72","96","72","late-objective","band-4","contributes_to_securing_rate","50","50","0.486960","0.415718","0.071242","0.030510","0.113051"
"96-minus-72","96","72","late-objective","band-4","global_comparison_changed_rate","50","50","0.175350","0.202680","-0.027330","-0.058093","0.004616"
"96-minus-72","96","72","late-objective","band-4","global_outcome_still_mutable_rate","50","50","0.993100","0.996139","-0.003039","-0.009501","0.003334"
"96-minus-72","96","72","late-objective","band-4","region_outcome_fixed_before_rate","50","50","0.277149","0.225355","0.051795","0.011824","0.093023"
"96-minus-84","96","84","late-objective","band-4","late_objective_placements","50","50","34.460000","29.780000","4.680000","2.860000","6.440000"
"96-minus-84","96","84","late-objective","band-4","late_objective_placements_per_total","50","50","0.179479","0.177262","0.002217","-0.007768","0.012083"
"96-minus-84","96","84","late-objective","band-4","target_state_changed_rate","50","50","0.892687","0.889357","0.003330","-0.020432","0.026866"
"96-minus-84","96","84","late-objective","band-4","local_lead_changed_rate","50","50","0.064135","0.060889","0.003246","-0.016970","0.023736"
"96-minus-84","96","84","late-objective","band-4","contributes_to_securing_rate","50","50","0.486960","0.450649","0.036311","-0.001544","0.073139"
"96-minus-84","96","84","late-objective","band-4","global_comparison_changed_rate","50","50","0.175350","0.181898","-0.006548","-0.034172","0.022296"
"96-minus-84","96","84","late-objective","band-4","global_outcome_still_mutable_rate","50","50","0.993100","0.994459","-0.001359","-0.007982","0.005663"
"96-minus-84","96","84","late-objective","band-4","region_outcome_fixed_before_rate","50","50","0.277149","0.241997","0.035152","-0.005178","0.076144"
