"board","experiment_id","search_level","game_index","band","mean_active_fronts","mean_dormant_fronts","mean_backlog","multi_active_turn_rate","multi_unattended_turn_rate","decline_from_game_peak","placement_entropy","opportunity_entropy","entropy_gap","placement_hhi","opportunity_hhi","hhi_gap","placement_largest_share","opportunity_largest_share","largest_share_gap","placement_regions","opportunity_regions"
"7x7-p72","7x7-seeded-random","seeded-random","1","1","4.166666666666667","1.25","2.5","0.8333333333333334","0.75","3.8333333333333335","0.972891192409974","0.9958014044845809","-0.02291021207460686","0.1234567901234568","0.11310769004548017","0.010349100077976625","0.16666666666666666","0.13183279742765272","0.03483386923901394","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","1","2","5.833333333333333","1.8333333333333333","3.25","1","1","2.1666666666666665","0.9304911754108445","0.9971117191006511","-0.06662054368980663","0.14351851851851855","0.11251623801001427","0.031002280508504274","0.19444444444444445","0.13183856502242153","0.06260587942202292","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","1","3","6.166666666666667","1.8333333333333333","3.75","1","1","1.8333333333333333","0.9558738032062957","0.9967042872331038","-0.04083048402680811","0.13117283950617284","0.11271104670010104","0.018461792806071797","0.19444444444444445","0.13100436681222707","0.06344007763221737","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","1","4","6.833333333333333","2.3333333333333335","4.083333333333333","1","1","1.1666666666666667","0.9278038390868095","0.9977026047944102","-0.06989876570760067","0.15277777777777785","0.11222737053156634","0.040550407246211506","0.2777777777777778","0.12674825174825174","0.15102952602952605","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","2","1","1.75","0.16666666666666666","0.6666666666666666","0.5833333333333334","0.25","7.25","0.8904329715272894","0.9940951658846058","-0.10366219435731638","0.16512345679012347","0.11399880579321045","0.05112465099691302","0.25","0.13569937369519833","0.11430062630480167","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","2","2","6.083333333333333","1.75","3.6666666666666665","1","0.9166666666666666","2.9166666666666665","0.9757188442777195","0.9962346093442418","-0.020515765066522307","0.1234567901234568","0.11299064662629757","0.010466143497159228","0.19444444444444445","0.13970588235294118","0.05473856209150327","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","2","3","7","2.0833333333333335","4.083333333333333","1","1","2","0.9430104509915777","0.9968076408951732","-0.0537971899035955","0.13580246913580246","0.1126707902362296","0.023131678899572863","0.16666666666666666","0.13016157989228008","0.036505086774386575","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","2","4","6.75","2.1666666666666665","4.083333333333333","1","1","2.25","0.9469155298257704","0.9960517545122349","-0.0491362246864645","0.13580246913580246","0.11304960551713798","0.02275286361866448","0.19444444444444445","0.13506493506493505","0.05937950937950939","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","3","1","3.5","0.75","2","0.75","0.6666666666666666","4.5","0.9374728642675506","0.9931561432297538","-0.05568327896220315","0.1373456790123457","0.11436485951721409","0.022980819495131616","0.19444444444444445","0.13963480128893663","0.05480964315550782","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","3","2","4.916666666666667","1.4166666666666667","2.5833333333333335","1","0.8333333333333334","3.0833333333333335","0.8918770736599684","0.9976075650097529","-0.10573049134978452","0.15123456790123457","0.1123028120713306","0.03893175582990398","0.2222222222222222","0.1361111111111111","0.08611111111111111","8","9"
"7x7-p72","7x7-seeded-random","seeded-random","3","3","6.166666666666667","2.0833333333333335","3.4166666666666665","1","0.9166666666666666","1.8333333333333333","0.9338498630952542","0.9981707388228527","-0.06432087572759848","0.14506172839506176","0.11203710531933472","0.03302462307572704","0.25","0.1356828193832599","0.1143171806167401","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","3","4","5.666666666666667","1.9166666666666667","3.25","1","0.9166666666666666","2.3333333333333335","0.9263597369541305","0.9967239354351677","-0.07036419848103714","0.14197530864197533","0.11262881338638915","0.029346495255586177","0.16666666666666666","0.12626262626262627","0.04040404040404039","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","4","1","3.3333333333333335","0.75","1.5833333333333333","0.9166666666666666","0.5833333333333334","5.666666666666667","0.895071400693945","0.993511144219932","-0.09843974352598706","0.15895061728395063","0.11419646899049342","0.04475414829345721","0.2222222222222222","0.13404255319148936","0.08817966903073285","9","9"
"7x7-p72","7x7-seeded-random","seeded-random","4","2","5.75","1.5833333333333333","3.25","1","1","3.25","0.9797325657229703","0.9940834086599742","-0.01435084293700395","0.12037037037037039","0.1138589831048695","0.0065113872655008925","0.1388888888888889","0.12984670874661858","0.009042180142270317","9","9"
